ko:K04565	ecm:EcSMS35_3163
ko:K03070	ecm:EcSMS35_0103
ko:K02798	ecm:EcSMS35_3932
ko:K02799	ecm:EcSMS35_3932
ko:K02800	ecm:EcSMS35_3932
ko:K02760	ecm:EcSMS35_1633
ko:K07568	ecm:EcSMS35_0437
ko:K09811	ecm:EcSMS35_3745
ko:K03835	ecm:EcSMS35_3457
ko:K11106	ecm:EcSMS35_3356
ko:K11105	ecm:EcSMS35_1957
ko:K02505	ecm:EcSMS35_0109
ko:K02682	ecm:EcSMS35_0111
ko:K03784	ecm:EcSMS35_4933
ko:K05349	ecm:EcSMS35_0912
ko:K08300	ecm:EcSMS35_2042
ko:K02916	ecm:EcSMS35_1474
ko:K02887	ecm:EcSMS35_1475
ko:K03113	ecm:EcSMS35_1846
ko:K04774	ecm:EcSMS35_1859
ko:K06190	ecm:EcSMS35_1878
ko:K02493	ecm:EcSMS35_1930
ko:K06201	ecm:EcSMS35_1312
ko:K02556	ecm:EcSMS35_1294
ko:K02416	ecm:EcSMS35_1239
ko:K02500	ecm:EcSMS35_1035
ko:K11175	ecm:EcSMS35_2648
ko:K07806	ecm:EcSMS35_2407
ko:K07862	ecm:EcSMS35_3381
ko:K01879	ecm:EcSMS35_3881
ko:K08349	ecm:EcSMS35_1699
ko:K10906	ecm:EcSMS35_1152
ko:K01703	ecm:EcSMS35_0077
ko:K01448	ecm:EcSMS35_4640
ko:K07347	ecm:EcSMS35_4844
ko:K04564	ecm:EcSMS35_4300
ko:K03387	ecm:EcSMS35_0627
ko:K02573	ecm:EcSMS35_2353
ko:K02519	ecm:EcSMS35_3464
ko:K03978	ecm:EcSMS35_4248
ko:K01681	ecm:EcSMS35_0794
ko:K03551	ecm:EcSMS35_1326
ko:K00427	ecm:EcSMS35_3940
ko:K02550	ecm:EcSMS35_3252
ko:K11103	ecm:EcSMS35_3836
ko:K00340	ecm:EcSMS35_2433
ko:K04485	ecm:EcSMS35_4938
ko:K02802	ecm:EcSMS35_0701
ko:K02803	ecm:EcSMS35_0701
ko:K02804	ecm:EcSMS35_0701
ko:K00339	ecm:EcSMS35_2434
ko:K00338	ecm:EcSMS35_2435
ko:K00336	ecm:EcSMS35_2437
ko:K00335	ecm:EcSMS35_2438
ko:K03644	ecm:EcSMS35_0648
ko:K02956	ecm:EcSMS35_3461
ko:K02982	ecm:EcSMS35_3609
ko:K03633	ecm:EcSMS35_2198
ko:K01676	ecm:EcSMS35_4588
ko:K01679	ecm:EcSMS35_1589
ko:K11179	ecm:EcSMS35_2150
ko:K07235	ecm:EcSMS35_3626
ko:K04085	ecm:EcSMS35_3754
ko:K10984	ecm:EcSMS35_3437
ko:K10985	ecm:EcSMS35_3438
ko:K10986	ecm:EcSMS35_3439
ko:K10009	ecm:EcSMS35_1264
ko:K10010	ecm:EcSMS35_1265
ko:K00341	ecm:EcSMS35_2432
ko:K00343	ecm:EcSMS35_2430
ko:K00342	ecm:EcSMS35_2431
ko:K00334	ecm:EcSMS35_2439
ko:K00331	ecm:EcSMS35_2441
ko:K00330	ecm:EcSMS35_2442
ko:K01883	ecm:EcSMS35_0571
ko:K03075	ecm:EcSMS35_3471
ko:K06173	ecm:EcSMS35_2474
ko:K02777	ecm:EcSMS35_2572
ko:K10763	ecm:EcSMS35_2643
ko:K03595	ecm:EcSMS35_2719
ko:K03596	ecm:EcSMS35_2722
ko:K02959	ecm:EcSMS35_2761
ko:K03501	ecm:EcSMS35_4108
ko:K02600	ecm:EcSMS35_3465
ko:K02986	ecm:EcSMS35_3591
ko:K02437	ecm:EcSMS35_3036
ko:K02221	ecm:EcSMS35_3094
ko:K03578	ecm:EcSMS35_1759
ko:K03569	ecm:EcSMS35_3546
ko:K03570	ecm:EcSMS35_3545
ko:K02774	ecm:EcSMS35_0971
ko:K02818	ecm:EcSMS35_4721
ko:K02819	ecm:EcSMS35_4721
ko:K08483	ecm:EcSMS35_4856
ko:K11183	ecm:EcSMS35_4856
ko:K02768	ecm:EcSMS35_4856
ko:K01744	ecm:EcSMS35_1116
ko:K05835	ecm:EcSMS35_4190
ko:K01755	ecm:EcSMS35_1123
ko:K02822	ecm:EcSMS35_4665
ko:K02812	ecm:EcSMS35_4480
ko:K02806	ecm:EcSMS35_3500
ko:K11139	ecm:EcSMS35_1967
ko:K03919	ecm:EcSMS35_2361
ko:K11104	ecm:EcSMS35_4586
ko:K01448	ecm:EcSMS35_2964
ko:K10973	ecm:EcSMS35_0549
ko:K04063	ecm:EcSMS35_1691
ko:K02298	ecm:EcSMS35_0471
ko:K01652	ecm:EcSMS35_4134
ko:K09021	ecm:EcSMS35_2115
ko:K02564	ecm:EcSMS35_0698
ko:K04075	ecm:EcSMS35_0199
ko:K09018	ecm:EcSMS35_2113
ko:K00425	ecm:EcSMS35_2139
ko:K04753	ecm:EcSMS35_3308
ko:K02426	ecm:EcSMS35_1517
ko:K02805	ecm:EcSMS35_4155
ko:K01681	ecm:EcSMS35_1853
ko:K11068	ecm:EcSMS35_3032
ko:K03668	ecm:EcSMS35_1773
ko:K10972	ecm:EcSMS35_0547
ko:K03571	ecm:EcSMS35_3544
ko:K03591	ecm:EcSMS35_4375
ko:K00240	ecm:EcSMS35_0737
ko:K07404	ecm:EcSMS35_0790
ko:K06175	ecm:EcSMS35_2931
ko:K07350	ecm:EcSMS35_4847
ko:K02569	ecm:EcSMS35_2350
ko:K02574	ecm:EcSMS35_2352
ko:K03737	ecm:EcSMS35_1775
ko:K05711	ecm:EcSMS35_2694
ko:K02742	ecm:EcSMS35_3086
ko:K02453	ecm:EcSMS35_3247
ko:K08722	ecm:EcSMS35_2446
ko:K03787	ecm:EcSMS35_2869
ko:K04763	ecm:EcSMS35_3027
ko:K03408	ecm:EcSMS35_1297
ko:K05596	ecm:EcSMS35_3052
ko:K09023	ecm:EcSMS35_2116
ko:K02458	ecm:EcSMS35_3242
ko:K07305	ecm:EcSMS35_1413
ko:K07675	ecm:EcSMS35_4033
ko:K07677	ecm:EcSMS35_2367
ko:K11066	ecm:EcSMS35_0897
ko:K02507	ecm:EcSMS35_3667
ko:K02452	ecm:EcSMS35_3248
ko:K03841	ecm:EcSMS35_4709
ko:K03885	ecm:EcSMS35_2017
ko:K02390	ecm:EcSMS35_2052
ko:K02419	ecm:EcSMS35_1236
ko:K01682	ecm:EcSMS35_0128
ko:K08299	ecm:EcSMS35_0037
ko:K07309	ecm:EcSMS35_1613
ko:K03076	ecm:EcSMS35_3595
ko:K02913	ecm:EcSMS35_3971
ko:K02455	ecm:EcSMS35_3245
ko:K02890	ecm:EcSMS35_3610
ko:K03718	ecm:EcSMS35_4111
ko:K03694	ecm:EcSMS35_2278
ko:K07311	ecm:EcSMS35_1611
ko:K07312	ecm:EcSMS35_1610
ko:K03979	ecm:EcSMS35_3479
ko:K02424	ecm:EcSMS35_1262
ko:K06891	ecm:EcSMS35_2279
ko:K07559	ecm:EcSMS35_4875
ko:K00990	ecm:EcSMS35_0177
ko:K01265	ecm:EcSMS35_0178
ko:K02967	ecm:EcSMS35_0180
ko:K09903	ecm:EcSMS35_0182
ko:K00099	ecm:EcSMS35_0184
ko:K00806	ecm:EcSMS35_0185
ko:K00981	ecm:EcSMS35_0186
ko:K07277	ecm:EcSMS35_0188
ko:K06142	ecm:EcSMS35_0189
ko:K00677	ecm:EcSMS35_0192
ko:K01881	ecm:EcSMS35_0206
ko:K06080	ecm:EcSMS35_0208
ko:K02073	ecm:EcSMS35_0209
ko:K02072	ecm:EcSMS35_0210
ko:K02071	ecm:EcSMS35_0211
ko:K03772	ecm:EcSMS35_3628
ko:K00009	ecm:EcSMS35_3933
ko:K07640	ecm:EcSMS35_4304
ko:K07645	ecm:EcSMS35_3315
ko:K07648	ecm:EcSMS35_3506
ko:K04651	ecm:EcSMS35_3277
ko:K09125	ecm:EcSMS35_3755
ko:K02459	ecm:EcSMS35_3241
ko:K02461	ecm:EcSMS35_3239
ko:K02462	ecm:EcSMS35_3238
ko:K06222	ecm:EcSMS35_0222
ko:K08161	ecm:EcSMS35_2077
ko:K00104	ecm:EcSMS35_3257
ko:K11477	ecm:EcSMS35_3254
ko:K11391	ecm:EcSMS35_3376
ko:K01643	ecm:EcSMS35_0634
ko:K03711	ecm:EcSMS35_0705
ko:K00652	ecm:EcSMS35_0799
ko:K03636	ecm:EcSMS35_0807
ko:K00758	ecm:EcSMS35_4931
ko:K01104	ecm:EcSMS35_1001
ko:K11531	ecm:EcSMS35_1660
ko:K11530	ecm:EcSMS35_1654
ko:K00031	ecm:EcSMS35_1989
ko:K01897	ecm:EcSMS35_1383
ko:K03748	ecm:EcSMS35_2291
ko:K11072	ecm:EcSMS35_2000
ko:K11535	ecm:EcSMS35_2544
ko:K07122	ecm:EcSMS35_3487
ko:K03773	ecm:EcSMS35_4684
ko:K07278	ecm:EcSMS35_4699
ko:K02217	ecm:EcSMS35_1278
ko:K08224	ecm:EcSMS35_1604
ko:K09898	ecm:EcSMS35_3636
ko:K07264	ecm:EcSMS35_2411
ko:K12061	ecm:EcSMS35_A0027
ko:K07263	ecm:EcSMS35_1679
ko:K11472	ecm:EcSMS35_3256
ko:K11473	ecm:EcSMS35_3255
ko:K03779	ecm:EcSMS35_3354
ko:K05396	ecm:EcSMS35_1263
ko:K08219	ecm:EcSMS35_2221
ko:K11933	ecm:EcSMS35_0901
ko:K00059	ecm:EcSMS35_2034
ko:K07346	ecm:EcSMS35_1665
ko:K07592	ecm:EcSMS35_3414
ko:K03972	ecm:EcSMS35_1814
ko:K06934	ecm:EcSMS35_3065
ko:K11750	ecm:EcSMS35_0293
ko:K01420	ecm:EcSMS35_1788
ko:K01894	ecm:EcSMS35_0155
ko:K11747	ecm:EcSMS35_3632
ko:K11537	ecm:EcSMS35_2560
ko:K01759	ecm:EcSMS35_1547
ko:K07454	ecm:EcSMS35_4818
ko:K07052	ecm:EcSMS35_A0166
ko:K09251	ecm:EcSMS35_3367
ko:K02436	ecm:EcSMS35_0974
ko:K05875	ecm:EcSMS35_1298
ko:K08322	ecm:EcSMS35_1620
ko:K04334	ecm:EcSMS35_2089
ko:K09470	ecm:EcSMS35_1825
ko:K00262	ecm:EcSMS35_1429
ko:K03208	ecm:EcSMS35_1012
ko:K04335	ecm:EcSMS35_2090
ko:K11744	ecm:EcSMS35_1598
ko:K08317	ecm:EcSMS35_0620
ko:K01916	ecm:EcSMS35_1451
ko:K11742	ecm:EcSMS35_1600
ko:K07726	ecm:EcSMS35_4027
ko:K11743	ecm:EcSMS35_1599
ko:K04333	ecm:EcSMS35_2093
ko:K08682	ecm:EcSMS35_0436
ko:K07782	ecm:EcSMS35_1266
ko:K11755	ecm:EcSMS35_1034
ko:K04020	ecm:EcSMS35_2604
ko:K12974	ecm:EcSMS35_2529
ko:K12975	ecm:EcSMS35_3867
ko:K13288	ecm:EcSMS35_4633
ko:K09946	ecm:EcSMS35_0980
ko:K12962	ecm:EcSMS35_2412
ko:K13069	ecm:EcSMS35_1683
ko:K07793	ecm:EcSMS35_4209
ko:K10124	ecm:EcSMS35_1636
ko:K01460	ecm:EcSMS35_3274
ko:K00906	ecm:EcSMS35_4470
ko:K01176	ecm:EcSMS35_3894
ko:K01534	ecm:EcSMS35_3752
ko:K00046	ecm:EcSMS35_4747
ko:K03769	ecm:EcSMS35_4141
ko:K03478	ecm:EcSMS35_1458
ko:K02002	ecm:EcSMS35_2801
ko:K01207	ecm:EcSMS35_2019
ko:K04337	ecm:EcSMS35_2094
ko:K04477	ecm:EcSMS35_2099
ko:K00983	ecm:EcSMS35_3231
ko:K04016	ecm:EcSMS35_4536
ko:K08172	ecm:EcSMS35_1144
ko:K04017	ecm:EcSMS35_4537
ko:K12684	ecm:EcSMS35_3921
ko:K12687	ecm:EcSMS35_2249
ko:K04045	ecm:EcSMS35_0671
ko:K07289	ecm:EcSMS35_0996
ko:K08485	ecm:EcSMS35_3502
ko:K12370	ecm:EcSMS35_3861
ko:K00657	ecm:EcSMS35_1616
ko:K03276	ecm:EcSMS35_3963
ko:K08324	ecm:EcSMS35_1647
ko:K06905	ecm:EcSMS35_4351
ko:K04028	ecm:EcSMS35_2602
ko:K06218	ecm:EcSMS35_4716
ko:K12944	ecm:EcSMS35_2405
ko:K13301	ecm:EcSMS35_0102
ko:K12983	ecm:EcSMS35_3960
ko:K14762	ecm:EcSMS35_3936
ko:K01424	ecm:EcSMS35_1424
ko:K00558	ecm:EcSMS35_1224
ko:K02024	ecm:EcSMS35_4498
ko:K00799	ecm:EcSMS35_1564
ko:K01813	ecm:EcSMS35_4294
ko:K00823	ecm:EcSMS35_1820
ko:K03324	ecm:EcSMS35_4473
ko:K01580	ecm:EcSMS35_3820
ko:K11074	ecm:EcSMS35_0885
ko:K00748	ecm:EcSMS35_0193
ko:K01580	ecm:EcSMS35_1680
ko:K06079	ecm:EcSMS35_0204
ko:K01093	ecm:EcSMS35_2136
ko:K11929	ecm:EcSMS35_0295
ko:K03755	ecm:EcSMS35_4581
ko:K06157	ecm:EcSMS35_4746
ko:K04065	ecm:EcSMS35_4923
ko:K03765	ecm:EcSMS35_4602
ko:K04775	ecm:EcSMS35_1601
ko:K03482	ecm:EcSMS35_1632
ko:K04025	ecm:EcSMS35_2593
ko:K03445	ecm:EcSMS35_4025
ko:K11745	ecm:EcSMS35_0049
ko:K11720	ecm:EcSMS35_3264
ko:K11076	ecm:EcSMS35_0883
ko:K11753	ecm:EcSMS35_0023
ko:K11735	ecm:EcSMS35_2783
ko:K11070	ecm:EcSMS35_2002
ko:K04018	ecm:EcSMS35_4538
ko:K01190	ecm:EcSMS35_0375
ko:K07714	ecm:EcSMS35_2369
ko:K12297	ecm:EcSMS35_2171
ko:K12290	ecm:EcSMS35_3669
ko:K00632	ecm:EcSMS35_4226
ko:K12288	ecm:EcSMS35_3672
ko:K00065	ecm:EcSMS35_2990
ko:K11732	ecm:EcSMS35_0594
ko:K11739	ecm:EcSMS35_0585
ko:K12059	ecm:EcSMS35_A0023
ko:K12060	ecm:EcSMS35_A0026
ko:K12056	ecm:EcSMS35_A0014
ko:K12057	ecm:EcSMS35_A0020
ko:K01809	ecm:EcSMS35_1586
ko:K03426	ecm:EcSMS35_4444
ko:K06146	ecm:EcSMS35_4745
ko:K12058	ecm:EcSMS35_A0022
ko:K01061	ecm:EcSMS35_4206
ko:K04021	ecm:EcSMS35_2601
ko:K11749	ecm:EcSMS35_0187
ko:K12410	ecm:EcSMS35_2006
ko:K12064	ecm:EcSMS35_A0031
ko:K12066	ecm:EcSMS35_A0036
ko:K12067	ecm:EcSMS35_A0037
ko:K00228	ecm:EcSMS35_2591
ko:K00087	ecm:EcSMS35_2999
ko:K08092	ecm:EcSMS35_3898
ko:K02173	ecm:EcSMS35_3069
ko:K01061	ecm:EcSMS35_3286
ko:K01130	ecm:EcSMS35_4166
ko:K03292	ecm:EcSMS35_4262
ko:K08318	ecm:EcSMS35_4267
ko:K11208	ecm:EcSMS35_1717
ko:K01487	ecm:EcSMS35_3016
ko:K11736	ecm:EcSMS35_0433
ko:K07473	ecm:EcSMS35_0238
ko:K11737	ecm:EcSMS35_4685
ko:K07470	ecm:EcSMS35_1052
ko:K07724	ecm:EcSMS35_3484
ko:K00885	ecm:EcSMS35_3517
ko:K05877	ecm:EcSMS35_1299
ko:K06889	ecm:EcSMS35_2687
ko:K06889	ecm:EcSMS35_1794
ko:K01491	ecm:EcSMS35_0574
ko:K06889	ecm:EcSMS35_0326
ko:K03078	ecm:EcSMS35_4667
ko:K12372	ecm:EcSMS35_3859
ko:K13053	ecm:EcSMS35_2162
ko:K05984	ecm:EcSMS35_1449
ko:K04336	ecm:EcSMS35_2088
ko:K01069	ecm:EcSMS35_0226
ko:K12068	ecm:EcSMS35_A0038
ko:K05595	ecm:EcSMS35_1641
ko:K05368	ecm:EcSMS35_4225
ko:K07459	ecm:EcSMS35_2283
ko:K12525	ecm:EcSMS35_4382
ko:K12500	ecm:EcSMS35_0486
ko:K07027	ecm:EcSMS35_0811
ko:K01497	ecm:EcSMS35_1852
ko:K03970	ecm:EcSMS35_1817
ko:K01582	ecm:EcSMS35_0197
ko:K02478	ecm:EcSMS35_0918
ko:K02478	ecm:EcSMS35_2532
ko:K03819	ecm:EcSMS35_1004
ko:K13051	ecm:EcSMS35_0853
ko:K13051	ecm:EcSMS35_1111
ko:K13292	ecm:EcSMS35_2975
ko:K12961	ecm:EcSMS35_3444
ko:K12963	ecm:EcSMS35_2414
ko:K00847	ecm:EcSMS35_3992
ko:K12985	ecm:EcSMS35_3961
ko:K10804	ecm:EcSMS35_0543
ko:K13014	ecm:EcSMS35_2410
ko:K01011	ecm:EcSMS35_2673
ko:K01847	ecm:EcSMS35_3053
ko:K00666	ecm:EcSMS35_3260
ko:K00626	ecm:EcSMS35_2992
ko:K00626	ecm:EcSMS35_2373
ko:K11939	ecm:EcSMS35_0837
ko:K09476	ecm:EcSMS35_2191
ko:K11685	ecm:EcSMS35_2789
ko:K03746	ecm:EcSMS35_4786
ko:K08314	ecm:EcSMS35_4394
ko:K12151	ecm:EcSMS35_2014
ko:K11930	ecm:EcSMS35_2129
ko:K06887	ecm:EcSMS35_0116
ko:K04771	ecm:EcSMS35_0173
ko:K07126	ecm:EcSMS35_4541
ko:K07126	ecm:EcSMS35_0664
ko:K07126	ecm:EcSMS35_0668
ko:K00884	ecm:EcSMS35_2007
ko:K01048	ecm:EcSMS35_4192
ko:K01271	ecm:EcSMS35_4228
ko:K00060	ecm:EcSMS35_3953
ko:K00598	ecm:EcSMS35_1653
ko:K11607	ecm:EcSMS35_A0083
ko:K11605	ecm:EcSMS35_A0082
ko:K01739	ecm:EcSMS35_4381
ko:K00568	ecm:EcSMS35_2383
ko:K11920	ecm:EcSMS35_0583
ko:K03425	ecm:EcSMS35_0647
ko:K11925	ecm:EcSMS35_0074
ko:K11926	ecm:EcSMS35_0294
ko:K11075	ecm:EcSMS35_0884
ko:K11752	ecm:EcSMS35_0450
ko:K00694	ecm:EcSMS35_3842
ko:K01766	ecm:EcSMS35_2951
ko:K06957	ecm:EcSMS35_2621
ko:K00965	ecm:EcSMS35_0781
ko:K02426	ecm:EcSMS35_2952
ko:K10213	ecm:EcSMS35_2309
ko:K03417	ecm:EcSMS35_0363
ko:K11927	ecm:EcSMS35_0820
ko:K12143	ecm:EcSMS35_2635
ko:K11928	ecm:EcSMS35_2108
ko:K03459	ecm:EcSMS35_2639
ko:K03524	ecm:EcSMS35_4421
ko:K11934	ecm:EcSMS35_0838
ko:K03768	ecm:EcSMS35_0570
ko:K08163	ecm:EcSMS35_4077
ko:K04487	ecm:EcSMS35_2683
ko:K11717	ecm:EcSMS35_1516
ko:K11719	ecm:EcSMS35_3495
ko:K01077	ecm:EcSMS35_0413
ko:K11924	ecm:EcSMS35_0841
ko:K05713	ecm:EcSMS35_0379
ko:K08234	ecm:EcSMS35_0198
ko:K00029	ecm:EcSMS35_2609
ko:K11932	ecm:EcSMS35_0628
ko:K01358	ecm:EcSMS35_0480
ko:K01710	ecm:EcSMS35_4152
ko:K10038	ecm:EcSMS35_0833
ko:K07356	ecm:EcSMS35_0578
ko:K00932	ecm:EcSMS35_3411
ko:K11073	ecm:EcSMS35_0882
ko:K02001	ecm:EcSMS35_2800
ko:K02000	ecm:EcSMS35_2799
ko:K01169	ecm:EcSMS35_0630
ko:K12072	ecm:EcSMS35_A0015
ko:K07591	ecm:EcSMS35_3415
ko:K01187	ecm:EcSMS35_0434
ko:K00661	ecm:EcSMS35_0502
ko:K00024	ecm:EcSMS35_3532
ko:K03762	ecm:EcSMS35_4576
ko:K03472	ecm:EcSMS35_3064
ko:K00117	ecm:EcSMS35_0134
ko:K05714	ecm:EcSMS35_0380
ko:K01089	ecm:EcSMS35_1038
ko:K00853	ecm:EcSMS35_0065
ko:K02099	ecm:EcSMS35_0066
ko:K05818	ecm:EcSMS35_0377
ko:K00130	ecm:EcSMS35_0343
ko:K01659	ecm:EcSMS35_0364
ko:K01185	ecm:EcSMS35_1183
ko:K12152	ecm:EcSMS35_1991
ko:K07726	ecm:EcSMS35_3876
ko:K07787	ecm:EcSMS35_0593
ko:K02302	ecm:EcSMS35_3650
ko:K07796	ecm:EcSMS35_0590
ko:K02362	ecm:EcSMS35_0601
ko:K03855	ecm:EcSMS35_0046
ko:K08277	ecm:EcSMS35_0035
ko:K08279	ecm:EcSMS35_0036
ko:K11751	ecm:EcSMS35_0524
ko:K08297	ecm:EcSMS35_0040
ko:K00042	ecm:EcSMS35_3420
ko:K08313	ecm:EcSMS35_0850
ko:K11748	ecm:EcSMS35_3633
ko:K10716	ecm:EcSMS35_1890
ko:K10036	ecm:EcSMS35_0835
ko:K10037	ecm:EcSMS35_0834
ko:K07757	ecm:EcSMS35_0847
ko:K03484	ecm:EcSMS35_2909
ko:K09974	ecm:EcSMS35_4392
ko:K07352	ecm:EcSMS35_0575
ko:K07353	ecm:EcSMS35_0576
ko:K07354	ecm:EcSMS35_0577
ko:K04755	ecm:EcSMS35_2677
ko:K03386	ecm:EcSMS35_0626
ko:K01243	ecm:EcSMS35_0171
ko:K03286	ecm:EcSMS35_2163
ko:K11940	ecm:EcSMS35_2152
ko:K07343	ecm:EcSMS35_2159
ko:K08154	ecm:EcSMS35_4039
ko:K01085	ecm:EcSMS35_2122
ko:K01119	ecm:EcSMS35_4692
ko:K03119	ecm:EcSMS35_0397
ko:K04751	ecm:EcSMS35_2706
ko:K00971	ecm:EcSMS35_1013
ko:K05887	ecm:EcSMS35_1504
ko:K00633	ecm:EcSMS35_0373
ko:K11720	ecm:EcSMS35_4743
ko:K01630	ecm:EcSMS35_3421
ko:K07810	ecm:EcSMS35_0591
ko:K08225	ecm:EcSMS35_0611
ko:K00137	ecm:EcSMS35_1729
ko:K05880	ecm:EcSMS35_1940
ko:K06884	ecm:EcSMS35_1873
ko:K03482	ecm:EcSMS35_4049
ko:K08997	ecm:EcSMS35_1484
ko:K07781	ecm:EcSMS35_1233
ko:K06159	ecm:EcSMS35_2360
ko:K11938	ecm:EcSMS35_0489
ko:K01092	ecm:EcSMS35_2686
ko:K12291	ecm:EcSMS35_3668
ko:K02237	ecm:EcSMS35_0485
ko:K01854	ecm:EcSMS35_2265
ko:K05712	ecm:EcSMS35_0378
ko:K00108	ecm:EcSMS35_0342
ko:K05845	ecm:EcSMS35_0913
ko:K05876	ecm:EcSMS35_1753
ko:K08173	ecm:EcSMS35_1621
ko:K00602	ecm:EcSMS35_4455
ko:K03931	ecm:EcSMS35_3374
ko:K03757	ecm:EcSMS35_4601
ko:K07491	ecm:EcSMS35_0240
ko:K08368	ecm:EcSMS35_0047
ko:K07214	ecm:EcSMS35_0604
ko:K00076	ecm:EcSMS35_1580
ko:K11738	ecm:EcSMS35_1718
ko:K07114	ecm:EcSMS35_2426
ko:K12246	ecm:EcSMS35_3228
ko:K11534	ecm:EcSMS35_0867
ko:K09473	ecm:EcSMS35_1824
ko:K05778	ecm:EcSMS35_1435
ko:K01644	ecm:EcSMS35_0635
ko:K11606	ecm:EcSMS35_3173
ko:K01150	ecm:EcSMS35_3087
ko:K02972	ecm:EcSMS35_1694
ko:K00881	ecm:EcSMS35_4550
ko:K11474	ecm:EcSMS35_3258
ko:K01058	ecm:EcSMS35_4188
ko:K01631	ecm:EcSMS35_1096
ko:K01684	ecm:EcSMS35_4057
ko:K01488	ecm:EcSMS35_1576
ko:K01524	ecm:EcSMS35_4143
ko:K08194	ecm:EcSMS35_4055
ko:K08194	ecm:EcSMS35_1094
ko:K09979	ecm:EcSMS35_3448
ko:K05540	ecm:EcSMS35_3555
ko:K07397	ecm:EcSMS35_3638
ko:K07786	ecm:EcSMS35_2517
ko:K00371	ecm:EcSMS35_1707
ko:K00675	ecm:EcSMS35_1711
ko:K01250	ecm:EcSMS35_0672
ko:K04844	ecm:EcSMS35_1806
ko:K02768	ecm:EcSMS35_3996
ko:K07172	ecm:EcSMS35_2921
ko:K13890	ecm:EcSMS35_0856
ko:K13892	ecm:EcSMS35_0854
ko:K02057	ecm:EcSMS35_2699
ko:K02056	ecm:EcSMS35_2700
ko:K00652	ecm:EcSMS35_3263
ko:K05685	ecm:EcSMS35_2281
ko:K13889	ecm:EcSMS35_0855
ko:K05817	ecm:EcSMS35_2690
ko:K13637	ecm:EcSMS35_4851
ko:K12940	ecm:EcSMS35_1784
ko:K12943	ecm:EcSMS35_2998
ko:K13287	ecm:EcSMS35_4022
ko:K19124	ecm:EcSMS35_2886
ko:K13256	ecm:EcSMS35_4493
ko:K13038	ecm:EcSMS35_3974
ko:K12945	ecm:EcSMS35_2613
ko:K01355	ecm:EcSMS35_A0099
ko:K13255	ecm:EcSMS35_4913
ko:K06879	ecm:EcSMS35_2934
ko:K01582	ecm:EcSMS35_4600
ko:K13283	ecm:EcSMS35_4355
ko:K13378	ecm:EcSMS35_2440
ko:K00297	ecm:EcSMS35_4389
ko:K13243	ecm:EcSMS35_1684
ko:K13244	ecm:EcSMS35_0346
ko:K02423	ecm:EcSMS35_1255
ko:K13285	ecm:EcSMS35_4020
ko:K01424	ecm:EcSMS35_3099
ko:K12972	ecm:EcSMS35_2100
ko:K12957	ecm:EcSMS35_4750
ko:K13926	ecm:EcSMS35_3775
ko:K02414	ecm:EcSMS35_0280
ko:K07246	ecm:EcSMS35_1388
ko:K13788	ecm:EcSMS35_2453
ko:K13480	ecm:EcSMS35_3001
ko:K07480	ecm:EcSMS35_1030
ko:K13735	ecm:EcSMS35_0331
ko:K07480	ecm:EcSMS35_2996
ko:K06867	ecm:EcSMS35_0349
ko:K05939	ecm:EcSMS35_2984
ko:K08177	ecm:EcSMS35_3868
ko:K01066	ecm:EcSMS35_0519
ko:K01175	ecm:EcSMS35_0708
ko:K01838	ecm:EcSMS35_1805
ko:K02315	ecm:EcSMS35_4906
ko:K12368	ecm:EcSMS35_3863
ko:K12339	ecm:EcSMS35_2576
ko:K07347	ecm:EcSMS35_4094
ko:K01193	ecm:EcSMS35_2908
ko:K01193	ecm:EcSMS35_3116
ko:K03487	ecm:EcSMS35_2838
ko:K09612	ecm:EcSMS35_2879
ko:K12371	ecm:EcSMS35_3860
ko:K11189	ecm:EcSMS35_3771
ko:K16371	ecm:EcSMS35_3429
ko:K02468	ecm:EcSMS35_2830
ko:K08325	ecm:EcSMS35_3296
ko:K05874	ecm:EcSMS35_4900
ko:K01002	ecm:EcSMS35_4904
ko:K05819	ecm:EcSMS35_0384
ko:K00557	ecm:EcSMS35_4412
ko:K12528	ecm:EcSMS35_3014
ko:K12529	ecm:EcSMS35_3013
ko:K00835	ecm:EcSMS35_3895
ko:K15548	ecm:EcSMS35_3537
ko:K04835	ecm:EcSMS35_0749
ko:K01708	ecm:EcSMS35_3425
ko:K00219	ecm:EcSMS35_3375
ko:K07232	ecm:EcSMS35_1922
ko:K12573	ecm:EcSMS35_4650
ko:K03817	ecm:EcSMS35_1747
ko:K02790	ecm:EcSMS35_2961
ko:K02791	ecm:EcSMS35_2961
ko:K03468	ecm:EcSMS35_3536
ko:K00058	ecm:EcSMS35_2958
ko:K00529	ecm:EcSMS35_2695
ko:K06221	ecm:EcSMS35_0330
ko:K13629	ecm:EcSMS35_2515
ko:K13735	ecm:EcSMS35_4024
ko:K14057	ecm:EcSMS35_1783
ko:K14062	ecm:EcSMS35_1776
ko:K14064	ecm:EcSMS35_1290
ko:K14061	ecm:EcSMS35_1777
ko:K14056	ecm:EcSMS35_1823
ko:K14055	ecm:EcSMS35_1789
ko:K13650	ecm:EcSMS35_0830
ko:K03896	ecm:EcSMS35_3181
ko:K08173	ecm:EcSMS35_1103
ko:K02852	ecm:EcSMS35_4159
ko:K12369	ecm:EcSMS35_3862
ko:K12582	ecm:EcSMS35_4157
ko:K02815	ecm:EcSMS35_4477
