ko:K09796	pstu:UIB01_11395
ko:K13643	pstu:UIB01_05825
ko:K04487	pstu:UIB01_05830
ko:K04488	pstu:UIB01_05835
ko:K13628	pstu:UIB01_05840
ko:K04082	pstu:UIB01_05845
ko:K04044	pstu:UIB01_05850
ko:K04755	pstu:UIB01_05855
ko:K00940	pstu:UIB01_05865
ko:K06941	pstu:UIB01_05870
ko:K02656	pstu:UIB01_05875
ko:K15539	pstu:UIB01_05880
ko:K01892	pstu:UIB01_05890
ko:K17713	pstu:UIB01_05900
ko:K03977	pstu:UIB01_05905
ko:K00640	pstu:UIB01_05910
ko:K14287	pstu:UIB01_05915
ko:K08984	pstu:UIB01_05940
ko:K01150	pstu:UIB01_05945
ko:K13979	pstu:UIB01_05955
ko:K01649	pstu:UIB01_05960
ko:K02014	pstu:UIB01_05970
ko:K16053	pstu:UIB01_05975
ko:K03601	pstu:UIB01_05990
ko:K00088	pstu:UIB01_06000
ko:K01951	pstu:UIB01_06005
ko:K02010	pstu:UIB01_06020
ko:K00611	pstu:UIB01_06025
ko:K07390	pstu:UIB01_06030
ko:K00832	pstu:UIB01_06045
ko:K03702	pstu:UIB01_06050
ko:K01885	pstu:UIB01_06055
ko:K07107	pstu:UIB01_06080
ko:K02346	pstu:UIB01_06090
ko:K00031	pstu:UIB01_10470
ko:K00031	pstu:UIB01_10475
ko:K03704	pstu:UIB01_10480
ko:K06891	pstu:UIB01_10485
ko:K03694	pstu:UIB01_10490
ko:K02518	pstu:UIB01_10495
ko:K00684	pstu:UIB01_10505
ko:K00384	pstu:UIB01_10510
ko:K03466	pstu:UIB01_10515
ko:K03634	pstu:UIB01_10520
ko:K07478	pstu:UIB01_10525
ko:K06199	pstu:UIB01_10530
ko:K01875	pstu:UIB01_10535
ko:K02302	pstu:UIB01_10540
ko:K01992	pstu:UIB01_10555
ko:K01990	pstu:UIB01_10560
ko:K03406	pstu:UIB01_10580
ko:K07675	pstu:UIB01_10590
ko:K03406	pstu:UIB01_10610
ko:K17226	pstu:UIB01_10635
ko:K07506	pstu:UIB01_10655
ko:K00208	pstu:UIB01_10670
ko:K13896	pstu:UIB01_10675
ko:K13895	pstu:UIB01_10680
ko:K13894	pstu:UIB01_10685
ko:K13893	pstu:UIB01_10690
ko:K13893	pstu:UIB01_10695
ko:K08307	pstu:UIB01_10705
ko:K01069	pstu:UIB01_10710
ko:K03469	pstu:UIB01_10720
ko:K02342	pstu:UIB01_10725
ko:K01584	pstu:UIB01_10730
ko:K01692	pstu:UIB01_10735
ko:K03797	pstu:UIB01_15020
ko:K02237	pstu:UIB01_15050
ko:K02397	pstu:UIB01_15055
ko:K02396	pstu:UIB01_15060
ko:K02395	pstu:UIB01_15065
ko:K02394	pstu:UIB01_15070
ko:K02393	pstu:UIB01_15075
ko:K02392	pstu:UIB01_15080
ko:K02391	pstu:UIB01_15085
ko:K02390	pstu:UIB01_15090
ko:K02389	pstu:UIB01_15095
ko:K02388	pstu:UIB01_15100
ko:K02387	pstu:UIB01_15105
ko:K00575	pstu:UIB01_15110
ko:K03415	pstu:UIB01_15115
ko:K02386	pstu:UIB01_15120
ko:K02398	pstu:UIB01_15125
ko:K02399	pstu:UIB01_15130
ko:K01572	pstu:UIB01_15160
ko:K01571	pstu:UIB01_15165
ko:K01573	pstu:UIB01_15170
ko:K06213	pstu:UIB01_15175
ko:K03563	pstu:UIB01_15200
ko:K00928	pstu:UIB01_15205
ko:K01872	pstu:UIB01_15210
ko:K01620	pstu:UIB01_15215
ko:K09160	pstu:UIB01_15225
ko:K09902	pstu:UIB01_15235
ko:K03684	pstu:UIB01_15240
ko:K01011	pstu:UIB01_15245
ko:K06076	pstu:UIB01_15250
ko:K00432	pstu:UIB01_15255
ko:K02020	pstu:UIB01_15260
ko:K02018	pstu:UIB01_15265
ko:K02017	pstu:UIB01_15270
ko:K02233	pstu:UIB01_15285
ko:K08311	pstu:UIB01_19555
ko:K01754	pstu:UIB01_19570
ko:K01807	pstu:UIB01_19575
ko:K09946	pstu:UIB01_19580
ko:K00058	pstu:UIB01_19605
ko:K04335	pstu:UIB01_19635
ko:K07660	pstu:UIB01_19655
ko:K07637	pstu:UIB01_19660
ko:K05567	pstu:UIB01_19685
ko:K05571	pstu:UIB01_19695
ko:K05570	pstu:UIB01_19700
ko:K05569	pstu:UIB01_19705
ko:K06200	pstu:UIB01_19710
ko:K11069	pstu:UIB01_19740
ko:K14228	pstu:UIB01_11435
ko:K14228	pstu:UIB01_11685
ko:K14230	pstu:UIB01_18625
ko:K14582	pstu:UIB01_22635
ko:K14581	pstu:UIB01_22615
ko:K14225	pstu:UIB01_18325
ko:K14222	pstu:UIB01_11520
ko:K14232	pstu:UIB01_09415
ko:K14237	pstu:UIB01_09370
ko:K21645	pstu:UIB01_20805
ko:K14225	pstu:UIB01_15510
ko:K14227	pstu:UIB01_10385
ko:K14227	pstu:UIB01_13585
ko:K14227	pstu:UIB01_16755
ko:K14227	pstu:UIB01_18365
ko:K14235	pstu:UIB01_18310
ko:K14228	pstu:UIB01_17090
ko:K14232	pstu:UIB01_09335
ko:K14228	pstu:UIB01_05775
ko:K14223	pstu:UIB01_05140
ko:K14223	pstu:UIB01_05145
ko:K14232	pstu:UIB01_03035
ko:K14228	pstu:UIB01_02915
ko:K14228	pstu:UIB01_02920
ko:K14231	pstu:UIB01_00730
ko:K18842	pstu:UIB01_22840
ko:K18841	pstu:UIB01_22835
ko:K18893	pstu:UIB01_00245
ko:K18800	pstu:UIB01_00900
ko:K20862	pstu:UIB01_19070
ko:K09892	pstu:UIB01_00875
ko:K00152	pstu:UIB01_22640
ko:K14583	pstu:UIB01_22645
ko:K18954	pstu:UIB01_11310
ko:K18850	pstu:UIB01_10445
ko:K18930	pstu:UIB01_17220
ko:K01971	pstu:UIB01_11265
ko:K14580	pstu:UIB01_22630
ko:K14579	pstu:UIB01_22625
ko:K03976	pstu:UIB01_06705
ko:K02661	pstu:UIB01_01495
ko:K07063	pstu:UIB01_17525
ko:K00130	pstu:UIB01_13325
ko:K07481	pstu:UIB01_10255
ko:K03526	pstu:UIB01_05885
ko:K14742	pstu:UIB01_07320
ko:K07483	pstu:UIB01_19835
ko:K07483	pstu:UIB01_20625
ko:K07483	pstu:UIB01_17290
ko:K07483	pstu:UIB01_17400
ko:K07483	pstu:UIB01_08570
ko:K03503	pstu:UIB01_02730
ko:K03502	pstu:UIB01_02755
ko:K03502	pstu:UIB01_17245
ko:K03502	pstu:UIB01_17250
ko:K03503	pstu:UIB01_17255
ko:K04565	pstu:UIB01_08170
ko:K03496	pstu:UIB01_08225
ko:K08363	pstu:UIB01_17505
ko:K08364	pstu:UIB01_17510
ko:K05785	pstu:UIB01_13230
ko:K03497	pstu:UIB01_22165
ko:K03496	pstu:UIB01_22170
ko:K03503	pstu:UIB01_22295
ko:K03502	pstu:UIB01_22320
ko:K14578	pstu:UIB01_22620
ko:K07481	pstu:UIB01_22665
ko:K07481	pstu:UIB01_22680
ko:K07481	pstu:UIB01_22690
ko:K07481	pstu:UIB01_22700
ko:K07481	pstu:UIB01_17425
ko:K07484	pstu:UIB01_08575
ko:K07484	pstu:UIB01_17395
ko:K02663	pstu:UIB01_18810
ko:K05799	pstu:UIB01_17195
ko:K01856	pstu:UIB01_13620
ko:K00446	pstu:UIB01_22725
ko:K10216	pstu:UIB01_22735
ko:K18364	pstu:UIB01_22740
ko:K18366	pstu:UIB01_22745
ko:K18365	pstu:UIB01_22750
ko:K03497	pstu:UIB01_22875
ko:K03205	pstu:UIB01_09495
ko:K03496	pstu:UIB01_09695
ko:K03496	pstu:UIB01_19525
ko:K03169	pstu:UIB01_06455
ko:K09797	pstu:UIB01_06475
ko:K03646	pstu:UIB01_06940
ko:K11811	pstu:UIB01_11470
ko:K00632	pstu:UIB01_13420
ko:K08365	pstu:UIB01_17500
ko:K05396	pstu:UIB01_09820
ko:K02664	pstu:UIB01_18805
ko:K02030	pstu:UIB01_00800
ko:K07746	pstu:UIB01_15875
ko:K02030	pstu:UIB01_19335
ko:K03668	pstu:UIB01_06095
ko:K07326	pstu:UIB01_19860
ko:K02030	pstu:UIB01_20835
ko:K19092	pstu:UIB01_15870
ko:K16011	pstu:UIB01_16330
ko:K00433	pstu:UIB01_20945
ko:K11383	pstu:UIB01_00965
ko:K12976	pstu:UIB01_22355
ko:K12976	pstu:UIB01_05190
ko:K01046	pstu:UIB01_11900
ko:K16291	pstu:UIB01_11870
ko:K01505	pstu:UIB01_12945
ko:K00632	pstu:UIB01_08695
ko:K11615	pstu:UIB01_19870
ko:K09017	pstu:UIB01_05545
ko:K09017	pstu:UIB01_06630
ko:K01710	pstu:UIB01_21720
ko:K01139	pstu:UIB01_19315
ko:K06858	pstu:UIB01_17925
ko:K02030	pstu:UIB01_00805
ko:K00344	pstu:UIB01_00845
ko:K19221	pstu:UIB01_15335
ko:K00557	pstu:UIB01_04070
ko:K19344	pstu:UIB01_03615
ko:K06867	pstu:UIB01_06720
ko:K19416	pstu:UIB01_12050
ko:K00020	pstu:UIB01_06170
ko:K00020	pstu:UIB01_12390
ko:K04771	pstu:UIB01_16015
ko:K07496	pstu:UIB01_22270
ko:K01992	pstu:UIB01_21710
ko:K03722	pstu:UIB01_14440
ko:K19342	pstu:UIB01_03535
ko:K07497	pstu:UIB01_19840
ko:K07497	pstu:UIB01_17285
ko:K05568	pstu:UIB01_19675
ko:K19345	pstu:UIB01_03620
ko:K00249	pstu:UIB01_13500
ko:K00800	pstu:UIB01_10285
ko:K19337	pstu:UIB01_20880
ko:K02650	pstu:UIB01_04735
ko:K19337	pstu:UIB01_17780
ko:K19339	pstu:UIB01_03510
ko:K19340	pstu:UIB01_03525
ko:K19341	pstu:UIB01_03530
ko:K06867	pstu:UIB01_03425
ko:K19302	pstu:UIB01_02290
ko:K14230	pstu:UIB01_16655
ko:K01617	pstu:UIB01_22755
ko:K07344	pstu:UIB01_09455
ko:K06884	pstu:UIB01_05465
ko:K19591	pstu:UIB01_03170
ko:K19577	pstu:UIB01_06430
ko:K00799	pstu:UIB01_05260
ko:K14237	pstu:UIB01_13080
ko:K14225	pstu:UIB01_08380
ko:K14225	pstu:UIB01_11525
ko:K19713	pstu:UIB01_06740
ko:K19713	pstu:UIB01_10055
ko:K00992	pstu:UIB01_18525
ko:K12960	pstu:UIB01_10370
ko:K19696	pstu:UIB01_13365
ko:K18300	pstu:UIB01_11080
ko:K07666	pstu:UIB01_03955
ko:K07645	pstu:UIB01_03950
ko:K01003	pstu:UIB01_02505
ko:K02030	pstu:UIB01_08025
ko:K06132	pstu:UIB01_19210
ko:K06131	pstu:UIB01_11170
ko:K07119	pstu:UIB01_08065
ko:K00995	pstu:UIB01_11530
ko:K07147	pstu:UIB01_16775
ko:K14233	pstu:UIB01_12045
ko:K14226	pstu:UIB01_11690
ko:K14234	pstu:UIB01_14790
ko:K14219	pstu:UIB01_15140
ko:K14238	pstu:UIB01_20995
ko:K21636	pstu:UIB01_17835
ko:K13075	pstu:UIB01_12000
ko:K14596	pstu:UIB01_01880
ko:K01457	pstu:UIB01_11950
ko:K17760	pstu:UIB01_10105
ko:K14234	pstu:UIB01_20445
ko:K14234	pstu:UIB01_18320
ko:K20034	pstu:UIB01_12415
ko:K20971	pstu:UIB01_02445
ko:K20074	pstu:UIB01_06270
ko:K11915	pstu:UIB01_21630
ko:K20266	pstu:UIB01_09465
ko:K20170	pstu:UIB01_18630
ko:K00525	pstu:UIB01_21505
ko:K09788	pstu:UIB01_11785
ko:K20455	pstu:UIB01_11790
ko:K20527	pstu:UIB01_09485
ko:K20531	pstu:UIB01_09450
ko:K20532	pstu:UIB01_09445
ko:K20533	pstu:UIB01_09440
ko:K20528	pstu:UIB01_09480
ko:K20529	pstu:UIB01_09475
ko:K20530	pstu:UIB01_09470
ko:K20972	pstu:UIB01_16920
ko:K01179	pstu:UIB01_14810
ko:K01179	pstu:UIB01_08740
ko:K01214	pstu:UIB01_11205
ko:K11529	pstu:UIB01_05490
ko:K14218	pstu:UIB01_10390
ko:K14218	pstu:UIB01_16750
ko:K14218	pstu:UIB01_18360
ko:K14218	pstu:UIB01_13580
ko:K14219	pstu:UIB01_21595
ko:K07100	pstu:UIB01_19735
ko:K20881	pstu:UIB01_20070
ko:K14233	pstu:UIB01_15195
ko:K14236	pstu:UIB01_18330
ko:K14219	pstu:UIB01_15185
ko:K14219	pstu:UIB01_15190
ko:K20966	pstu:UIB01_19745
ko:K20997	pstu:UIB01_08755
ko:K21019	pstu:UIB01_16420
ko:K01768	pstu:UIB01_08900
ko:K20975	pstu:UIB01_12090
ko:K20976	pstu:UIB01_08120
ko:K20977	pstu:UIB01_08115
ko:K20978	pstu:UIB01_08110
ko:K07689	pstu:UIB01_11540
ko:K21053	pstu:UIB01_03200
ko:K21020	pstu:UIB01_04150
ko:K22253	pstu:UIB01_17735
ko:K00840	pstu:UIB01_13720
ko:K21024	pstu:UIB01_05420
ko:K21029	pstu:UIB01_05180
ko:K21025	pstu:UIB01_02210
ko:K09017	pstu:UIB01_03260
ko:K21218	pstu:UIB01_16140
ko:K07336	pstu:UIB01_04450
ko:K02316	pstu:UIB01_18615
ko:K06919	pstu:UIB01_00695
ko:K03676	pstu:UIB01_00835
ko:K00558	pstu:UIB01_09900
ko:K03553	pstu:UIB01_14515
ko:K01520	pstu:UIB01_19255
ko:K00287	pstu:UIB01_01155
ko:K00560	pstu:UIB01_19530
ko:K03791	pstu:UIB01_15525
ko:K06919	pstu:UIB01_15680
ko:K00558	pstu:UIB01_15750
ko:K06217	pstu:UIB01_02410
ko:K02314	pstu:UIB01_02960
ko:K03546	pstu:UIB01_17915
ko:K03892	pstu:UIB01_11480
ko:K00525	pstu:UIB01_13780
ko:K00108	pstu:UIB01_13320
ko:K02335	pstu:UIB01_21475
ko:K09983	pstu:UIB01_00240
ko:K00526	pstu:UIB01_13810
ko:K21393	pstu:UIB01_10985
ko:K21405	pstu:UIB01_10095
ko:K21395	pstu:UIB01_10990
ko:K21420	pstu:UIB01_10500
ko:K11690	pstu:UIB01_21760
ko:K21405	pstu:UIB01_14705
ko:K21470	pstu:UIB01_20405
ko:K01420	pstu:UIB01_10165
ko:K01420	pstu:UIB01_11375
ko:K01420	pstu:UIB01_12880
ko:K21563	pstu:UIB01_17840
ko:K21711	pstu:UIB01_20870
ko:K21563	pstu:UIB01_03860
ko:K21563	pstu:UIB01_03870
ko:K21563	pstu:UIB01_03665
ko:K00344	pstu:UIB01_00130
ko:K03741	pstu:UIB01_11475
ko:K01816	pstu:UIB01_05500
ko:K01816	pstu:UIB01_06175
ko:K22132	pstu:UIB01_07585
ko:K22067	pstu:UIB01_09225
ko:K03595	pstu:UIB01_15990
ko:K07183	pstu:UIB01_09220
ko:K22292	pstu:UIB01_10360
ko:K02257	pstu:UIB01_22025
ko:K11391	pstu:UIB01_04135
ko:K11206	pstu:UIB01_04590
ko:K13566	pstu:UIB01_05920
ko:K01551	pstu:UIB01_19720
ko:K22491	pstu:UIB01_12110
ko:K22491	pstu:UIB01_12175
ko:K22452	pstu:UIB01_12470
ko:K00424	pstu:UIB01_15390
ko:K22516	pstu:UIB01_19765
