ko:K12340	yep:YE105_C3363
ko:K08307	yep:YE105_C3160
ko:K06222	yep:YE105_C3165
ko:K09458	yep:YE105_C3166
ko:K03442	yep:YE105_C3169
ko:K01624	yep:YE105_C3171
ko:K00927	yep:YE105_C3172
ko:K03472	yep:YE105_C3173
ko:K00615	yep:YE105_C3174
ko:K07387	yep:YE105_C3175
ko:K01585	yep:YE105_C3177
ko:K00789	yep:YE105_C3178
ko:K07112	yep:YE105_C3179
ko:K07112	yep:YE105_C3180
ko:K02742	yep:YE105_C3182
ko:K09761	yep:YE105_C3184
ko:K01920	yep:YE105_C3185
ko:K07735	yep:YE105_C3186
ko:K07447	yep:YE105_C3187
ko:K12251	yep:YE105_C3188
ko:K10536	yep:YE105_C3189
ko:K02669	yep:YE105_C3190
ko:K06997	yep:YE105_C3191
ko:K00286	yep:YE105_C3192
ko:K02221	yep:YE105_C3193
ko:K09131	yep:YE105_C3194
ko:K03497	yep:YE105_P0055
ko:K14060	yep:YE105_P0068
ko:K03893	yep:YE105_P0070
ko:K11811	yep:YE105_P0072
ko:K03980	yep:YE105_C1845
ko:K07300	yep:YE105_C1846
ko:K13635	yep:YE105_C1848
ko:K07673	yep:YE105_C1849
ko:K00426	yep:YE105_C1850
ko:K00425	yep:YE105_C1851
ko:K00840	yep:YE105_C1853
ko:K00673	yep:YE105_C1854
ko:K06447	yep:YE105_C1855
ko:K01484	yep:YE105_C1856
ko:K05526	yep:YE105_C1857
ko:K01479	yep:YE105_C1860
ko:K01468	yep:YE105_C1861
ko:K05836	yep:YE105_C1862
ko:K09975	yep:YE105_C1864
ko:K12943	yep:YE105_C1869
ko:K08302	yep:YE105_C1870
ko:K02082	yep:YE105_C1871
ko:K02744	yep:YE105_C1872
ko:K02747	yep:YE105_C1873
ko:K02746	yep:YE105_C1874
ko:K02745	yep:YE105_C1875
ko:K02081	yep:YE105_C1877
ko:K06182	yep:YE105_C1881
ko:K13894	yep:YE105_C2685
ko:K13895	yep:YE105_C2686
ko:K13896	yep:YE105_C2687
ko:K07552	yep:YE105_C2689
ko:K06183	yep:YE105_C2690
ko:K02897	yep:YE105_C2692
ko:K06899	yep:YE105_C2693
ko:K09904	yep:YE105_C2694
ko:K07014	yep:YE105_C2695
ko:K01674	yep:YE105_C2703
ko:K01223	yep:YE105_C2704
ko:K03406	yep:YE105_C2715
ko:K09475	yep:YE105_C2719
ko:K07676	yep:YE105_C2721
ko:K07687	yep:YE105_C2722
ko:K07677	yep:YE105_C2723
ko:K02469	yep:YE105_C2724
ko:K00525	yep:YE105_C2726
ko:K00526	yep:YE105_C2727
ko:K11107	yep:YE105_C2728
ko:K08276	yep:YE105_C2729
ko:K03834	yep:YE105_C2734
ko:K11021	yep:YE105_C3518
ko:K03568	yep:YE105_C3520
ko:K08301	yep:YE105_C3523
ko:K06287	yep:YE105_C3524
ko:K03571	yep:YE105_C3525
ko:K03570	yep:YE105_C3526
ko:K03569	yep:YE105_C3527
ko:K07147	yep:YE105_C3530
ko:K03786	yep:YE105_C3532
ko:K02160	yep:YE105_C3533
ko:K01961	yep:YE105_C3534
ko:K14392	yep:YE105_C3536
ko:K02687	yep:YE105_C3537
ko:K03557	yep:YE105_C3539
ko:K03704	yep:YE105_C3542
ko:K03704	yep:YE105_C3543
ko:K03319	yep:YE105_C3545
ko:K12974	yep:YE105_C3546
ko:K09969	yep:YE105_C3548
ko:K09970	yep:YE105_C3549
ko:K09971	yep:YE105_C3550
ko:K09972	yep:YE105_C3551
ko:K06518	yep:YE105_C3553
ko:K03316	yep:YE105_C3555
ko:K06901	yep:YE105_C3556
ko:K00799	yep:YE105_C3557
ko:K07154	yep:YE105_C3559
ko:K03111	yep:YE105_C3560
ko:K03701	yep:YE105_C3561
ko:K00832	yep:YE105_C3564
ko:K01775	yep:YE105_C3565
ko:K02314	yep:YE105_C3566
ko:K05539	yep:YE105_C3570
ko:K00065	yep:YE105_C1967
ko:K16012	yep:YE105_C2602
ko:K12531	yep:YE105_C2209
ko:K12532	yep:YE105_C2210
ko:K15257	yep:YE105_C1887
ko:K07214	yep:YE105_C3311
ko:K15256	yep:YE105_C1888
ko:K01835	yep:YE105_C1269
ko:K15344	yep:YE105_C0316
ko:K00974	yep:YE105_C3374
ko:K02010	yep:YE105_C1620
ko:K15346	yep:YE105_C0319
ko:K15350	yep:YE105_C0322
ko:K10038	yep:YE105_C1432
ko:K15368	yep:YE105_C0317
ko:K00970	yep:YE105_C0837
ko:K14219	yep:YE105_Ct0033
ko:K14232	yep:YE105_Ct0009
ko:K14232	yep:YE105_Ct0071
ko:K11991	yep:YE105_C3060
ko:K11748	yep:YE105_C3656
ko:K05499	yep:YE105_C0109
ko:K15345	yep:YE105_C0318
ko:K14742	yep:YE105_C1914
ko:K15547	yep:YE105_C3218
ko:K15580	yep:YE105_C2278
ko:K15580	yep:YE105_C2082
ko:K03468	yep:YE105_C3504
ko:K15549	yep:YE105_C3219
ko:K15545	yep:YE105_C2186
ko:K02778	yep:YE105_C2476
ko:K02779	yep:YE105_C2476
ko:K00090	yep:YE105_C3887
ko:K01728	yep:YE105_C3787
ko:K01731	yep:YE105_C1965
ko:K00813	yep:YE105_C2564
ko:K09953	yep:YE105_C2442
ko:K02303	yep:YE105_C1537
ko:K02303	yep:YE105_C3758
ko:K02226	yep:YE105_C1579
ko:K01467	yep:YE105_C1820
ko:K07644	yep:YE105_C1209
ko:K02484	yep:YE105_C2906
ko:K07675	yep:YE105_C3809
ko:K08599	yep:YE105_P0002
ko:K02099	yep:YE105_C2202
ko:K07506	yep:YE105_C2425
ko:K13053	yep:YE105_C2544
ko:K03574	yep:YE105_C0800
ko:K06147	yep:YE105_C1218
ko:K06147	yep:YE105_C2417
ko:K02058	yep:YE105_C1534
ko:K02030	yep:YE105_C1022
ko:K02030	yep:YE105_C3920
ko:K02028	yep:YE105_C1025
ko:K02035	yep:YE105_C0505
ko:K02035	yep:YE105_C3136
ko:K02031	yep:YE105_C0502
ko:K02031	yep:YE105_C3133
ko:K15552	yep:YE105_C3661
ko:K14224	yep:YE105_Ct0001
ko:K14224	yep:YE105_Ct0010
ko:K14224	yep:YE105_Ct0032
ko:K14234	yep:YE105_Ct0014
ko:K14233	yep:YE105_Ct0050
ko:K14233	yep:YE105_Ct0049
ko:K14219	yep:YE105_Ct0058
ko:K15738	yep:YE105_C2555
ko:K01096	yep:YE105_C2241
ko:K15461	yep:YE105_C2820
ko:K01082	yep:YE105_C0420
ko:K15536	yep:YE105_C3497
ko:K15634	yep:YE105_C0603
ko:K15773	yep:YE105_C3558
ko:K15633	yep:YE105_C0078
ko:K07771	yep:YE105_C0444
ko:K04049	yep:YE105_P0033
ko:K04050	yep:YE105_P0036
ko:K04051	yep:YE105_P0038
ko:K04052	yep:YE105_P0039
ko:K04053	yep:YE105_P0040
ko:K04055	yep:YE105_P0044
ko:K04060	yep:YE105_P0017
ko:K05874	yep:YE105_C1683
ko:K05875	yep:YE105_C3867
ko:K13041	yep:YE105_C2506
ko:K02483	yep:YE105_C2907
ko:K02477	yep:YE105_C0665
ko:K02477	yep:YE105_C2885
ko:K02485	yep:YE105_C2286
ko:K11023	yep:YE105_C2067
ko:K00344	yep:YE105_C3567
ko:K12143	yep:YE105_C1474
ko:K12145	yep:YE105_C1472
ko:K08234	yep:YE105_C0988
ko:K04753	yep:YE105_C3352
ko:K06221	yep:YE105_C3350
ko:K00537	yep:YE105_C2962
ko:K00537	yep:YE105_P0069
ko:K01175	yep:YE105_C1267
ko:K01185	yep:YE105_C1365
ko:K01185	yep:YE105_C1816
ko:K07459	yep:YE105_C2611
ko:K07483	yep:YE105_C2698
ko:K07483	yep:YE105_C3312
ko:K07497	yep:YE105_C1763
ko:K07497	yep:YE105_C1804
ko:K07497	yep:YE105_C2699
ko:K15551	yep:YE105_C3663
ko:K10831	yep:YE105_C3662
ko:K02428	yep:YE105_C3195
ko:K02815	yep:YE105_C0704
ko:K01190	yep:YE105_C1668
ko:K01582	yep:YE105_C0987
ko:K05603	yep:YE105_C1863
ko:K00839	yep:YE105_C1026
ko:K01270	yep:YE105_C1057
ko:K03566	yep:YE105_C0956
ko:K05799	yep:YE105_C0812
ko:K00375	yep:YE105_C1617
ko:K09017	yep:YE105_C1760
ko:K03719	yep:YE105_C1665
ko:K14228	yep:YE105_Ct0038
ko:K14232	yep:YE105_Ct0055
ko:K15582	yep:YE105_C2276
ko:K14228	yep:YE105_Ct0008
ko:K14228	yep:YE105_Ct0023
ko:K14228	yep:YE105_Ct0024
ko:K00971	yep:YE105_C1500
ko:K04765	yep:YE105_C0860
ko:K01840	yep:YE105_C1501
ko:K02812	yep:YE105_C0701
ko:K02813	yep:YE105_C0702
ko:K00932	yep:YE105_C0366
ko:K01846	yep:YE105_C3760
ko:K00956	yep:YE105_C0745
ko:K00632	yep:YE105_C0268
ko:K00632	yep:YE105_C2830
ko:K01897	yep:YE105_C0776
ko:K01046	yep:YE105_C1817
ko:K01120	yep:YE105_C1283
ko:K00758	yep:YE105_C0585
ko:K02001	yep:YE105_C3154
ko:K15460	yep:YE105_C3080
ko:K14231	yep:YE105_Ct0018
ko:K14231	yep:YE105_Ct0067
ko:K14228	yep:YE105_Ct0020
ko:K14225	yep:YE105_Ct0028
ko:K14229	yep:YE105_Ct0041
ko:K14229	yep:YE105_Ct0059
ko:K14229	yep:YE105_Ct0045
ko:K15723	yep:YE105_C0962
ko:K03973	yep:YE105_C2072
ko:K15835	yep:YE105_C3386
ko:K15583	yep:YE105_C2275
ko:K15580	yep:YE105_C2279
ko:K15539	yep:YE105_C3017
ko:K14230	yep:YE105_Ct0068
ko:K16348	yep:YE105_C0380
ko:K01990	yep:YE105_C1387
ko:K15724	yep:YE105_C0851
ko:K02010	yep:YE105_C2876
ko:K01485	yep:YE105_C3679
ko:K01834	yep:YE105_C1314
ko:K15268	yep:YE105_C3394
ko:K11937	yep:YE105_C2330
ko:K02075	yep:YE105_C1151
ko:K08173	yep:YE105_C3233
ko:K07497	yep:YE105_C3313
ko:K07497	yep:YE105_P0062
ko:K06212	yep:YE105_C2591
ko:K12545	yep:YE105_C0124
ko:K14236	yep:YE105_Ct0012
ko:K14236	yep:YE105_Ct0052
ko:K14236	yep:YE105_Ct0053
ko:K07346	yep:YE105_C0163
ko:K07346	yep:YE105_C1941
ko:K02062	yep:YE105_C0645
ko:K10195	yep:YE105_C1962
ko:K02058	yep:YE105_C0139
ko:K02058	yep:YE105_C1491
ko:K06858	yep:YE105_C0853
ko:K08154	yep:YE105_C0099
ko:K04056	yep:YE105_P0023
ko:K04057	yep:YE105_P0024
ko:K04059	yep:YE105_P0018
ko:K12341	yep:YE105_P0064
ko:K08344	yep:YE105_C2806
ko:K06415	yep:YE105_C2317
ko:K01447	yep:YE105_C2122
ko:K04065	yep:YE105_C0579
ko:K06867	yep:YE105_C3084
ko:K07034	yep:YE105_C0614
ko:K05812	yep:YE105_C1006
ko:K08992	yep:YE105_C2240
ko:K18138	yep:YE105_C1160
ko:K18446	yep:YE105_C3372
ko:K15984	yep:YE105_C3773
ko:K15974	yep:YE105_C1013
ko:K15977	yep:YE105_C2510
ko:K15977	yep:YE105_C3418
ko:K18968	yep:YE105_C1227
ko:K18829	yep:YE105_C3870
ko:K19734	yep:YE105_C2521
ko:K16152	yep:YE105_C0123
ko:K05802	yep:YE105_C0352
ko:K01985	yep:YE105_Cr0009
ko:K16089	yep:YE105_C2652
ko:K01977	yep:YE105_Cr0001
ko:K01977	yep:YE105_Cr0019
ko:K01977	yep:YE105_Cr0004
ko:K01977	yep:YE105_Cr0007
ko:K01977	yep:YE105_Cr0014
ko:K01977	yep:YE105_Cr0010
ko:K01977	yep:YE105_Cr0022
ko:K01980	yep:YE105_Cr0018
ko:K01980	yep:YE105_Cr0015
ko:K01980	yep:YE105_Cr0021
ko:K01980	yep:YE105_Cr0011
ko:K01980	yep:YE105_Cr0005
ko:K01980	yep:YE105_Cr0008
ko:K01980	yep:YE105_Cr0002
ko:K16092	yep:YE105_C0137
ko:K16091	yep:YE105_C0569
ko:K16301	yep:YE105_C1750
ko:K16136	yep:YE105_C2196
ko:K16137	yep:YE105_C2041
ko:K01985	yep:YE105_Cr0003
ko:K01985	yep:YE105_Cr0020
ko:K01985	yep:YE105_Cr0016
ko:K01985	yep:YE105_Cr0012
ko:K01985	yep:YE105_Cr0006
ko:K01985	yep:YE105_Cr0013
ko:K01985	yep:YE105_Cr0017
ko:K16052	yep:YE105_C1932
ko:K16087	yep:YE105_C0359
ko:K19221	yep:YE105_C3755
ko:K16077	yep:YE105_C0565
ko:K16078	yep:YE105_C2944
ko:K07347	yep:YE105_C1648
ko:K16074	yep:YE105_C2083
ko:K16066	yep:YE105_C2178
ko:K11736	yep:YE105_C1089
ko:K11906	yep:YE105_C1599
ko:K16087	yep:YE105_C2013
ko:K16210	yep:YE105_C2717
ko:K00209	yep:YE105_C3907
ko:K07165	yep:YE105_C0346
ko:K16321	yep:YE105_C3066
ko:K15836	yep:YE105_C1468
ko:K16322	yep:YE105_C3768
ko:K01223	yep:YE105_C2814
ko:K11734	yep:YE105_C0811
ko:K11734	yep:YE105_C2406
ko:K04014	yep:YE105_C2527
ko:K04015	yep:YE105_C2526
ko:K16263	yep:YE105_C3369
ko:K16264	yep:YE105_C1312
ko:K11959	yep:YE105_C1405
ko:K11960	yep:YE105_C1406
ko:K16693	yep:YE105_C0180
ko:K01223	yep:YE105_C3830
ko:K16704	yep:YE105_C0178
ko:K02071	yep:YE105_C2647
ko:K08598	yep:YE105_P0085
ko:K19230	yep:YE105_C2062
ko:K16651	yep:YE105_C1535
ko:K16651	yep:YE105_C3759
ko:K10109	yep:YE105_C3585
ko:K11961	yep:YE105_C1407
ko:K11962	yep:YE105_C1408
ko:K11963	yep:YE105_C1409
ko:K16868	yep:YE105_C2338
ko:K19227	yep:YE105_C2065
ko:K02756	yep:YE105_C2705
ko:K02757	yep:YE105_C2705
ko:K10974	yep:YE105_C0529
ko:K19229	yep:YE105_C2063
ko:K02503	yep:YE105_C2469
ko:K17247	yep:YE105_C3531
ko:K13923	yep:YE105_C1548
ko:K17713	yep:YE105_C3013
ko:K01990	yep:YE105_C0830
ko:K05601	yep:YE105_C2613
ko:K01992	yep:YE105_C0831
ko:K01992	yep:YE105_C2144
ko:K10112	yep:YE105_C0479
ko:K17686	yep:YE105_C1190
ko:K02495	yep:YE105_C0027
ko:K19789	yep:YE105_C2691
ko:K12136	yep:YE105_C1481
ko:K17758	yep:YE105_C0392
ko:K17759	yep:YE105_C0392
ko:K00254	yep:YE105_C2559
ko:K03585	yep:YE105_C1161
ko:K03605	yep:YE105_C3254
ko:K01758	yep:YE105_C2645
ko:K21430	yep:YE105_C3116
ko:K17850	yep:YE105_C1819
ko:K17948	yep:YE105_C1753
ko:K17733	yep:YE105_C3515
ko:K18234	yep:YE105_C2195
ko:K21908	yep:YE105_C3393
ko:K18324	yep:YE105_C2938
ko:K18326	yep:YE105_C2983
ko:K21365	yep:YE105_C1182
ko:K16234	yep:YE105_C3838
ko:K11904	yep:YE105_C1603
ko:K18480	yep:YE105_C2865
ko:K18475	yep:YE105_C1735
ko:K18475	yep:YE105_C2970
ko:K18691	yep:YE105_C3059
ko:K18650	yep:YE105_C0167
ko:K18697	yep:YE105_C3062
ko:K18765	yep:YE105_C3528
ko:K11741	yep:YE105_C0381
ko:K18828	yep:YE105_C3869
ko:K18850	yep:YE105_C2454
ko:K18889	yep:YE105_C1139
ko:K18850	yep:YE105_C1214
ko:K20861	yep:YE105_C2361
ko:K04103	yep:YE105_C2890
ko:K18800	yep:YE105_C0868
ko:K18778	yep:YE105_C0802
ko:K18657	yep:YE105_C2558
ko:K18890	yep:YE105_C1140
ko:K18843	yep:YE105_C2879
ko:K18967	yep:YE105_C1835
ko:K03496	yep:YE105_P0056
ko:K03976	yep:YE105_C1188
ko:K03526	yep:YE105_C3016
ko:K18984	yep:YE105_C0314
ko:K18979	yep:YE105_C0393
ko:K18997	yep:YE105_C0906
ko:K18988	yep:YE105_C2718
ko:K18837	yep:YE105_C3818
ko:K19000	yep:YE105_C0991
ko:K07746	yep:YE105_P0054
ko:K19221	yep:YE105_C2250
ko:K19157	yep:YE105_C1788
ko:K19162	yep:YE105_C1147
ko:K19222	yep:YE105_C2020
ko:K19226	yep:YE105_C2066
ko:K19236	yep:YE105_C2027
ko:K19158	yep:YE105_C0351
ko:K19159	yep:YE105_C0350
ko:K19228	yep:YE105_C2064
ko:K01406	yep:YE105_C3772
ko:K19270	yep:YE105_C2772
ko:K19265	yep:YE105_C2891
ko:K19265	yep:YE105_C3118
ko:K01992	yep:YE105_C1385
ko:K01992	yep:YE105_C1386
ko:K19268	yep:YE105_C3762
ko:K03722	yep:YE105_C1913
ko:K19267	yep:YE105_C2431
ko:K19337	yep:YE105_C1907
ko:K19334	yep:YE105_C0506
ko:K19270	yep:YE105_C1970
ko:K19302	yep:YE105_C2638
ko:K19304	yep:YE105_C1902
ko:K19333	yep:YE105_C1956
ko:K19303	yep:YE105_C2036
ko:K19577	yep:YE105_C0928
ko:K12149	yep:YE105_C1724
ko:K10014	yep:YE105_C2137
ko:K10775	yep:YE105_C1215
ko:K19611	yep:YE105_C0818
ko:K20263	yep:YE105_C1624
ko:K02016	yep:YE105_C2011
ko:K04055	yep:YE105_P0063
ko:K19697	yep:YE105_C1538
ko:K19775	yep:YE105_C3410
ko:K19745	yep:YE105_C3529
ko:K19778	yep:YE105_C2422
ko:K19778	yep:YE105_C3122
ko:K19784	yep:YE105_C3912
ko:K00799	yep:YE105_C1933
ko:K00799	yep:YE105_C2651
ko:K15777	yep:YE105_C3366
ko:K12545	yep:YE105_C0125
ko:K18139	yep:YE105_C0464
ko:K18838	yep:YE105_C3817
ko:K07497	yep:YE105_C0017
ko:K15540	yep:YE105_C1593
ko:K07225	yep:YE105_C2012
ko:K19813	yep:YE105_C3004
ko:K19802	yep:YE105_C2080
ko:K19803	yep:YE105_C2681
ko:K19804	yep:YE105_C2239
ko:K19810	yep:YE105_C0378
ko:K01223	yep:YE105_C3113
ko:K19956	yep:YE105_C0705
ko:K07263	yep:YE105_C3784
ko:K21636	yep:YE105_C0498
ko:K20265	yep:YE105_C3390
ko:K20264	yep:YE105_C1625
ko:K10953	yep:YE105_C1280
ko:K20542	yep:YE105_C3791
ko:K19591	yep:YE105_C1191
ko:K20543	yep:YE105_C3790
ko:K20541	yep:YE105_C3792
ko:K22132	yep:YE105_C0952
ko:K20881	yep:YE105_C3699
ko:K20862	yep:YE105_C0195
ko:K20866	yep:YE105_C0033
ko:K21021	yep:YE105_C0597
ko:K21086	yep:YE105_C3781
ko:K21087	yep:YE105_C1068
ko:K22025	yep:YE105_C3305
ko:K21088	yep:YE105_C0899
ko:K21084	yep:YE105_C2978
ko:K08968	yep:YE105_C1949
ko:K20968	yep:YE105_P0031
ko:K21470	yep:YE105_C2568
ko:K22589	yep:YE105_C1054
ko:K21498	yep:YE105_C3485
ko:K21698	yep:YE105_C3507
ko:K21695	yep:YE105_C3506
ko:K02334	yep:YE105_C1335
ko:K21936	yep:YE105_C0363
ko:K21948	yep:YE105_C2352
ko:K21990	yep:YE105_C2843
ko:K22015	yep:YE105_C1469
ko:K22051	yep:YE105_C0388
ko:K22131	yep:YE105_C2350
ko:K22130	yep:YE105_C2351
ko:K22105	yep:YE105_C0134
ko:K22110	yep:YE105_C3788
ko:K22110	yep:YE105_C1960
ko:K22214	yep:YE105_C1973
ko:K03077	yep:YE105_C2231
ko:K02257	yep:YE105_C1117
ko:K11391	yep:YE105_C3397
ko:K13566	yep:YE105_C1028
ko:K22601	yep:YE105_C1019
