ko:K04044	ypy:YPK_1280
ko:K14232	ypy:YPK_R0045
ko:K14221	ypy:YPK_R0013
ko:K14221	ypy:YPK_R0040
ko:K02027	ypy:YPK_0589
ko:K14229	ypy:YPK_R0018
ko:K14229	ypy:YPK_R0065
ko:K14229	ypy:YPK_R0064
ko:K14229	ypy:YPK_R0062
ko:K14229	ypy:YPK_R0063
ko:K14229	ypy:YPK_R0071
ko:K14233	ypy:YPK_R0054
ko:K14228	ypy:YPK_R0029
ko:K14228	ypy:YPK_R0053
ko:K13498	ypy:YPK_2045
ko:K08281	ypy:YPK_2093
ko:K00058	ypy:YPK_2773
ko:K01738	ypy:YPK_0075
ko:K13771	ypy:YPK_3792
ko:K03317	ypy:YPK_3628
ko:K02057	ypy:YPK_0416
ko:K14187	ypy:YPK_3356
ko:K02027	ypy:YPK_2280
ko:K02027	ypy:YPK_3709
ko:K02029	ypy:YPK_3327
ko:K02029	ypy:YPK_3328
ko:K02029	ypy:YPK_4238
ko:K02029	ypy:YPK_4239
ko:K02027	ypy:YPK_1634
ko:K13060	ypy:YPK_0792
ko:K02010	ypy:YPK_1377
ko:K02052	ypy:YPK_1333
ko:K14347	ypy:YPK_1994
ko:K02053	ypy:YPK_2170
ko:K14392	ypy:YPK_0455
ko:K14233	ypy:YPK_R0068
ko:K14236	ypy:YPK_R0006
ko:K14236	ypy:YPK_R0020
ko:K14236	ypy:YPK_R0021
ko:K14260	ypy:YPK_1558
ko:K16371	ypy:YPK_0994
ko:K14228	ypy:YPK_R0044
ko:K14228	ypy:YPK_R0034
ko:K14228	ypy:YPK_R0035
ko:K14228	ypy:YPK_R0036
ko:K01934	ypy:YPK_0860
ko:K14232	ypy:YPK_R0027
ko:K05499	ypy:YPK_4101
ko:K00941	ypy:YPK_1321
ko:K02053	ypy:YPK_1338
ko:K14234	ypy:YPK_R0008
ko:K14224	ypy:YPK_R0009
ko:K14224	ypy:YPK_R0038
ko:K14224	ypy:YPK_R0012
ko:K14224	ypy:YPK_R0039
ko:K14233	ypy:YPK_R0022
ko:K14233	ypy:YPK_R0023
ko:K14234	ypy:YPK_R0010
ko:K14228	ypy:YPK_R0074
ko:K14218	ypy:YPK_R0004
ko:K14218	ypy:YPK_R0060
ko:K14218	ypy:YPK_R0047
ko:K14230	ypy:YPK_R0028
ko:K14230	ypy:YPK_R0032
ko:K11604	ypy:YPK_1815
ko:K11605	ypy:YPK_1813
ko:K14218	ypy:YPK_R0078
ko:K14218	ypy:YPK_R0079
ko:K11737	ypy:YPK_2361
ko:K07480	ypy:YPK_3838
ko:K14219	ypy:YPK_R0042
ko:K14225	ypy:YPK_R0007
ko:K14393	ypy:YPK_3923
ko:K14155	ypy:YPK_1417
ko:K14237	ypy:YPK_R0015
ko:K14237	ypy:YPK_R0017
ko:K14237	ypy:YPK_R0016
ko:K02010	ypy:YPK_1461
ko:K14223	ypy:YPK_R0030
ko:K14223	ypy:YPK_R0031
ko:K14287	ypy:YPK_3322
ko:K06147	ypy:YPK_2487
ko:K06147	ypy:YPK_0758
ko:K14445	ypy:YPK_0778
ko:K15034	ypy:YPK_1089
ko:K02005	ypy:YPK_2575
ko:K07474	ypy:YPK_1220
ko:K04093	ypy:YPK_2709
ko:K06858	ypy:YPK_3455
ko:K08723	ypy:YPK_1948
ko:K16301	ypy:YPK_2364
ko:K02054	ypy:YPK_1337
ko:K03307	ypy:YPK_1420
ko:K14235	ypy:YPK_R0041
ko:K14234	ypy:YPK_R0005
ko:K14234	ypy:YPK_R0069
ko:K02058	ypy:YPK_2556
ko:K02030	ypy:YPK_3329
ko:K07308	ypy:YPK_1454
ko:K15396	ypy:YPK_1274
ko:K07346	ypy:YPK_1790
ko:K14231	ypy:YPK_R0037
ko:K14231	ypy:YPK_R0083
ko:K11606	ypy:YPK_1812
ko:K14227	ypy:YPK_R0003
ko:K14227	ypy:YPK_R0046
ko:K14227	ypy:YPK_R0059
ko:K14225	ypy:YPK_R0011
ko:K00674	ypy:YPK_1063
ko:K14225	ypy:YPK_R0048
ko:K14225	ypy:YPK_R0050
ko:K14225	ypy:YPK_R0049
ko:K14225	ypy:YPK_R0072
ko:K00008	ypy:YPK_1610
ko:K01524	ypy:YPK_1343
ko:K07729	ypy:YPK_1211
ko:K05603	ypy:YPK_2220
ko:K15125	ypy:YPK_1622
ko:K07454	ypy:YPK_3143
ko:K14226	ypy:YPK_R0043
ko:K02054	ypy:YPK_2169
ko:K07474	ypy:YPK_0613
ko:K10713	ypy:YPK_1651
ko:K06147	ypy:YPK_0757
ko:K14237	ypy:YPK_R0075
ko:K14237	ypy:YPK_R0076
ko:K14237	ypy:YPK_R0077
ko:K14230	ypy:YPK_R0084
ko:K14219	ypy:YPK_R0019
ko:K14223	ypy:YPK_R0033
ko:K10218	ypy:YPK_4121
ko:K14222	ypy:YPK_R0073
ko:K21029	ypy:YPK_2579
ko:K14170	ypy:YPK_3355
ko:K14230	ypy:YPK_R0052
ko:K14230	ypy:YPK_R0080
ko:K14230	ypy:YPK_R0081
ko:K14230	ypy:YPK_R0082
ko:K01980	ypy:YPK_R0098
ko:K01980	ypy:YPK_R0094
ko:K01980	ypy:YPK_R0097
ko:K01980	ypy:YPK_R0096
ko:K01980	ypy:YPK_R0095
ko:K01980	ypy:YPK_R0092
ko:K01980	ypy:YPK_R0093
ko:K14261	ypy:YPK_1446
ko:K14221	ypy:YPK_R0014
ko:K11607	ypy:YPK_1814
ko:K14219	ypy:YPK_R0055
ko:K14219	ypy:YPK_R0056
ko:K14219	ypy:YPK_R0057
ko:K01607	ypy:YPK_2194
ko:K01607	ypy:YPK_0448
ko:K01990	ypy:YPK_2901
ko:K14979	ypy:YPK_3919
ko:K07497	ypy:YPK_0067
ko:K07497	ypy:YPK_3925
ko:K02083	ypy:YPK_3324
ko:K14978	ypy:YPK_3918
ko:K03293	ypy:YPK_4021
ko:K14588	ypy:YPK_3480
ko:K11902	ypy:YPK_1471
ko:K07346	ypy:YPK_1775
ko:K01138	ypy:YPK_0984
ko:K01138	ypy:YPK_1378
ko:K06867	ypy:YPK_0741
ko:K06867	ypy:YPK_1177
ko:K06867	ypy:YPK_3408
ko:K10440	ypy:YPK_1613
ko:K07346	ypy:YPK_4043
ko:K06919	ypy:YPK_0945
ko:K14682	ypy:YPK_1045
ko:K07497	ypy:YPK_1624
ko:K02030	ypy:YPK_4237
ko:K06907	ypy:YPK_2300
ko:K07497	ypy:YPK_0216
ko:K06887	ypy:YPK_1304
ko:K06887	ypy:YPK_0251
ko:K07497	ypy:YPK_2982
ko:K07459	ypy:YPK_3144
ko:K06946	ypy:YPK_3137
ko:K07497	ypy:YPK_2286
ko:K05874	ypy:YPK_1018
ko:K14762	ypy:YPK_0030
ko:K01146	ypy:YPK_1055
ko:K16013	ypy:YPK_2688
ko:K13409	ypy:YPK_4110
ko:K13408	ypy:YPK_4109
ko:K02028	ypy:YPK_3326
ko:K11939	ypy:YPK_1605
ko:K10823	ypy:YPK_2066
ko:K01731	ypy:YPK_1802
ko:K01175	ypy:YPK_2986
ko:K06919	ypy:YPK_0622
ko:K14761	ypy:YPK_3151
ko:K14742	ypy:YPK_2127
ko:K16012	ypy:YPK_2689
ko:K15257	ypy:YPK_2152
ko:K15256	ypy:YPK_2151
ko:K15547	ypy:YPK_0595
ko:K15580	ypy:YPK_2070
ko:K15580	ypy:YPK_1906
ko:K03468	ypy:YPK_0485
ko:K15549	ypy:YPK_0596
ko:K15545	ypy:YPK_1981
ko:K15552	ypy:YPK_0260
ko:K15554	ypy:YPK_0423
ko:K15738	ypy:YPK_2640
ko:K15461	ypy:YPK_1519
ko:K01082	ypy:YPK_3775
ko:K15536	ypy:YPK_0492
ko:K15634	ypy:YPK_3610
ko:K15771	ypy:YPK_0970
ko:K15553	ypy:YPK_0421
ko:K15633	ypy:YPK_4141
ko:K15772	ypy:YPK_0971
ko:K15551	ypy:YPK_0258
ko:K10831	ypy:YPK_0259
ko:K02428	ypy:YPK_0827
ko:K15582	ypy:YPK_2068
ko:K04765	ypy:YPK_3448
ko:K03585	ypy:YPK_3719
ko:K15460	ypy:YPK_1180
ko:K15723	ypy:YPK_1058
ko:K15583	ypy:YPK_2067
ko:K15539	ypy:YPK_1292
ko:K15536	ypy:YPK_3389
ko:K15540	ypy:YPK_1787
ko:K15724	ypy:YPK_3457
ko:K15342	ypy:YPK_1644
ko:K01713	ypy:YPK_3412
ko:K18138	ypy:YPK_3208
ko:K07493	ypy:YPK_1806
ko:K07493	ypy:YPK_3068
ko:K07493	ypy:YPK_4201
ko:K18446	ypy:YPK_0643
ko:K18139	ypy:YPK_3717
ko:K18138	ypy:YPK_3718
ko:K15984	ypy:YPK_0117
ko:K15974	ypy:YPK_3337
ko:K15977	ypy:YPK_0544
ko:K18292	ypy:YPK_2266
ko:K19734	ypy:YPK_1655
ko:K19734	ypy:YPK_0791
ko:K16152	ypy:YPK_4086
ko:K16135	ypy:YPK_1615
ko:K16089	ypy:YPK_3409
ko:K14229	ypy:YPK_R0066
ko:K14229	ypy:YPK_R0067
ko:K16092	ypy:YPK_4073
ko:K16088	ypy:YPK_2539
ko:K16089	ypy:YPK_2748
ko:K16137	ypy:YPK_1872
ko:K07491	ypy:YPK_3209
ko:K07491	ypy:YPK_3173
ko:K07491	ypy:YPK_2889
ko:K07491	ypy:YPK_2631
ko:K07491	ypy:YPK_2234
ko:K07491	ypy:YPK_0848
ko:K11901	ypy:YPK_2600
ko:K02014	ypy:YPK_0782
ko:K14219	ypy:YPK_R0058
ko:K16087	ypy:YPK_3889
ko:K16053	ypy:YPK_1641
ko:K16078	ypy:YPK_1268
ko:K07347	ypy:YPK_2274
ko:K16074	ypy:YPK_1907
ko:K16066	ypy:YPK_1976
ko:K02049	ypy:YPK_1956
ko:K11736	ypy:YPK_3272
ko:K11906	ypy:YPK_1482
ko:K16210	ypy:YPK_2835
ko:K00209	ypy:YPK_4244
ko:K16321	ypy:YPK_0762
ko:K20542	ypy:YPK_0093
ko:K16515	ypy:YPK_4120
ko:K16516	ypy:YPK_4119
ko:K03299	ypy:YPK_0112
ko:K16322	ypy:YPK_0122
ko:K11734	ypy:YPK_3494
ko:K11734	ypy:YPK_2477
ko:K16263	ypy:YPK_0646
ko:K16264	ypy:YPK_2951
ko:K11959	ypy:YPK_2873
ko:K11960	ypy:YPK_2872
ko:K16693	ypy:YPK_4025
ko:K02071	ypy:YPK_2742
ko:K16704	ypy:YPK_4027
ko:K19230	ypy:YPK_1888
ko:K11961	ypy:YPK_2871
ko:K11962	ypy:YPK_2870
ko:K11963	ypy:YPK_2869
ko:K02055	ypy:YPK_2171
ko:K16842	ypy:YPK_1111
ko:K16868	ypy:YPK_2243
ko:K19227	ypy:YPK_1891
ko:K18334	ypy:YPK_2508
ko:K02503	ypy:YPK_1696
ko:K17202	ypy:YPK_1963
ko:K17202	ypy:YPK_3387
ko:K17206	ypy:YPK_0965
ko:K17210	ypy:YPK_3044
ko:K17209	ypy:YPK_3043
ko:K17247	ypy:YPK_0461
ko:K12678	ypy:YPK_0743
ko:K17713	ypy:YPK_1296
ko:K17203	ypy:YPK_1962
ko:K17203	ypy:YPK_3384
ko:K17204	ypy:YPK_1961
ko:K17204	ypy:YPK_3385
ko:K17205	ypy:YPK_0964
ko:K17207	ypy:YPK_0966
ko:K17208	ypy:YPK_3045
ko:K01990	ypy:YPK_3477
ko:K05601	ypy:YPK_2701
ko:K01992	ypy:YPK_3476
ko:K10112	ypy:YPK_0586
ko:K10111	ypy:YPK_1631
ko:K10112	ypy:YPK_3706
ko:K17686	ypy:YPK_3165
ko:K20866	ypy:YPK_4187
ko:K02495	ypy:YPK_4192
ko:K10111	ypy:YPK_0967
ko:K10111	ypy:YPK_2277
ko:K19229	ypy:YPK_1889
ko:K19789	ypy:YPK_2794
ko:K17758	ypy:YPK_3804
ko:K17759	ypy:YPK_3804
ko:K00254	ypy:YPK_2644
ko:K17733	ypy:YPK_1218
ko:K03585	ypy:YPK_3207
ko:K17948	ypy:YPK_2362
ko:K17733	ypy:YPK_0476
ko:K18290	ypy:YPK_2267
ko:K18335	ypy:YPK_2510
ko:K18288	ypy:YPK_2268
ko:K21908	ypy:YPK_0564
ko:K18324	ypy:YPK_1382
ko:K18326	ypy:YPK_1329
ko:K00138	ypy:YPK_1974
ko:K16234	ypy:YPK_0078
ko:K11904	ypy:YPK_0805
ko:K11904	ypy:YPK_1486
ko:K11893	ypy:YPK_3552
ko:K11904	ypy:YPK_0401
ko:K11891	ypy:YPK_3550
ko:K11892	ypy:YPK_3551
ko:K11906	ypy:YPK_3553
ko:K11904	ypy:YPK_3558
ko:K18475	ypy:YPK_1348
ko:K11901	ypy:YPK_3565
ko:K11902	ypy:YPK_3566
ko:K18691	ypy:YPK_1252
ko:K18697	ypy:YPK_1250
ko:K18765	ypy:YPK_0464
ko:K11741	ypy:YPK_3817
ko:K18889	ypy:YPK_3222
ko:K03630	ypy:YPK_3133
ko:K18850	ypy:YPK_3067
ko:K20881	ypy:YPK_0177
ko:K18800	ypy:YPK_0865
ko:K18778	ypy:YPK_3504
ko:K18657	ypy:YPK_2643
ko:K18890	ypy:YPK_3221
ko:K18838	ypy:YPK_3132
ko:K18843	ypy:YPK_1448
ko:K18850	ypy:YPK_1713
ko:K07493	ypy:YPK_0427
ko:K03976	ypy:YPK_3167
ko:K03526	ypy:YPK_1293
ko:K18984	ypy:YPK_3915
ko:K18988	ypy:YPK_2836
ko:K18837	ypy:YPK_3131
ko:K19000	ypy:YPK_1086
ko:K19147	ypy:YPK_3671
ko:K19129	ypy:YPK_1648
ko:K19221	ypy:YPK_2038
ko:K19162	ypy:YPK_3213
ko:K19222	ypy:YPK_1846
ko:K19226	ypy:YPK_1892
ko:K19236	ypy:YPK_1853
ko:K19127	ypy:YPK_1646
ko:K07012	ypy:YPK_1645
ko:K19130	ypy:YPK_1649
ko:K19228	ypy:YPK_1890
ko:K01406	ypy:YPK_0118
ko:K19128	ypy:YPK_1647
ko:K19270	ypy:YPK_1554
ko:K19265	ypy:YPK_1441
ko:K01992	ypy:YPK_2902
ko:K01992	ypy:YPK_2903
ko:K07489	ypy:YPK_0808
ko:K03722	ypy:YPK_2128
ko:K01138	ypy:YPK_0996
ko:K19267	ypy:YPK_1727
ko:K19298	ypy:YPK_3837
ko:K19337	ypy:YPK_2135
ko:K19334	ypy:YPK_3685
ko:K19270	ypy:YPK_1808
ko:K19302	ypy:YPK_2736
ko:K19304	ypy:YPK_2139
ko:K19333	ypy:YPK_1793
ko:K19303	ypy:YPK_1864
ko:K19577	ypy:YPK_1022
ko:K19775	ypy:YPK_0552
ko:K19745	ypy:YPK_0463
ko:K19778	ypy:YPK_1140
ko:K13060	ypy:YPK_1656
ko:K00799	ypy:YPK_2747
ko:K15777	ypy:YPK_0650
ko:K19802	ypy:YPK_1904
ko:K19803	ypy:YPK_2783
ko:K19804	ypy:YPK_2026
ko:K19810	ypy:YPK_3819
ko:K15540	ypy:YPK_1476
ko:K07263	ypy:YPK_0100
ko:K21636	ypy:YPK_3691
ko:K19997	ypy:YPK_3179
ko:K20268	ypy:YPK_1586
ko:K20264	ypy:YPK_2499
ko:K19591	ypy:YPK_3164
ko:K22443	ypy:YPK_1619
ko:K22132	ypy:YPK_1048
ko:K20885	ypy:YPK_1637
ko:K20862	ypy:YPK_4008
ko:K21021	ypy:YPK_3616
ko:K22025	ypy:YPK_2014
ko:K21086	ypy:YPK_0103
ko:K21087	ypy:YPK_3286
ko:K08968	ypy:YPK_1781
ko:K21405	ypy:YPK_1975
ko:K21470	ypy:YPK_2654
ko:K02015	ypy:YPK_2719
ko:K21698	ypy:YPK_0482
ko:K21695	ypy:YPK_0483
ko:K02334	ypy:YPK_1204
ko:K21936	ypy:YPK_3885
ko:K21948	ypy:YPK_2826
ko:K22015	ypy:YPK_3829
ko:K22051	ypy:YPK_3811
ko:K22130	ypy:YPK_2825
ko:K22105	ypy:YPK_4076
ko:K22131	ypy:YPK_2823
ko:K22110	ypy:YPK_0095
ko:K22110	ypy:YPK_1797
ko:K03079	ypy:YPK_3402
ko:K22444	ypy:YPK_1620
ko:K03077	ypy:YPK_3395
ko:K22278	ypy:YPK_2502
ko:K03077	ypy:YPK_2021
ko:K02257	ypy:YPK_3245
ko:K11391	ypy:YPK_0562
ko:K13566	ypy:YPK_3323
ko:K00424	ypy:YPK_2962
ko:K22601	ypy:YPK_3332
