ko:K19416	sbt:Sbal678_2315
ko:K14220	sbt:Sbal678_R0052
ko:K14220	sbt:Sbal678_R0051
ko:K14225	sbt:Sbal678_R0056
ko:K14225	sbt:Sbal678_R0121
ko:K14225	sbt:Sbal678_R0066
ko:K14225	sbt:Sbal678_R0119
ko:K14225	sbt:Sbal678_R0120
ko:K14225	sbt:Sbal678_R0118
ko:K14222	sbt:Sbal678_R0057
ko:K14222	sbt:Sbal678_R0065
ko:K14228	sbt:Sbal678_R0058
ko:K14228	sbt:Sbal678_R0063
ko:K14228	sbt:Sbal678_R0064
ko:K14233	sbt:Sbal678_R0059
ko:K14233	sbt:Sbal678_R0068
ko:K14233	sbt:Sbal678_R0067
ko:K14233	sbt:Sbal678_R0069
ko:K14237	sbt:Sbal678_R0060
ko:K14237	sbt:Sbal678_R0061
ko:K14232	sbt:Sbal678_R0062
ko:K14230	sbt:Sbal678_R0070
ko:K14230	sbt:Sbal678_R0071
ko:K14230	sbt:Sbal678_R0072
ko:K14230	sbt:Sbal678_R0075
ko:K14230	sbt:Sbal678_R0073
ko:K14230	sbt:Sbal678_R0074
ko:K14230	sbt:Sbal678_R0107
ko:K14224	sbt:Sbal678_R0081
ko:K14224	sbt:Sbal678_R0083
ko:K14224	sbt:Sbal678_R0086
ko:K14224	sbt:Sbal678_R0082
ko:K14224	sbt:Sbal678_R0084
ko:K14224	sbt:Sbal678_R0087
ko:K14218	sbt:Sbal678_R0085
ko:K14218	sbt:Sbal678_R0088
ko:K14237	sbt:Sbal678_R0089
ko:K14237	sbt:Sbal678_R0092
ko:K14237	sbt:Sbal678_R0093
ko:K14237	sbt:Sbal678_R0091
ko:K14237	sbt:Sbal678_R0090
ko:K14219	sbt:Sbal678_R0094
ko:K14233	sbt:Sbal678_R0100
ko:K14233	sbt:Sbal678_R0106
ko:K14219	sbt:Sbal678_R0101
ko:K14219	sbt:Sbal678_R0105
ko:K14219	sbt:Sbal678_R0102
ko:K14219	sbt:Sbal678_R0104
ko:K14219	sbt:Sbal678_R0103
ko:K14228	sbt:Sbal678_R0108
ko:K14223	sbt:Sbal678_R0109
ko:K14223	sbt:Sbal678_R0113
ko:K14228	sbt:Sbal678_R0110
ko:K14228	sbt:Sbal678_R0114
ko:K14230	sbt:Sbal678_R0111
ko:K14230	sbt:Sbal678_R0115
ko:K14235	sbt:Sbal678_R0116
ko:K14219	sbt:Sbal678_R0129
ko:K05350	sbt:Sbal678_1246
ko:K07662	sbt:Sbal678_0268
ko:K02778	sbt:Sbal678_1511
ko:K02779	sbt:Sbal678_1511
ko:K00254	sbt:Sbal678_2555
ko:K18831	sbt:Sbal678_2295
ko:K00537	sbt:Sbal678_1866
ko:K09472	sbt:Sbal678_1215
ko:K02030	sbt:Sbal678_4397
ko:K16786	sbt:Sbal678_4478
ko:K16787	sbt:Sbal678_4478
ko:K16785	sbt:Sbal678_4477
ko:K09810	sbt:Sbal678_2509
ko:K03417	sbt:Sbal678_4174
ko:K00951	sbt:Sbal678_3296
ko:K00265	sbt:Sbal678_1285
ko:K06075	sbt:Sbal678_0573
ko:K08316	sbt:Sbal678_4329
ko:K03559	sbt:Sbal678_4406
ko:K03559	sbt:Sbal678_4407
ko:K03559	sbt:Sbal678_1703
ko:K15368	sbt:Sbal678_2264
ko:K01485	sbt:Sbal678_3235
ko:K00108	sbt:Sbal678_1382
ko:K01426	sbt:Sbal678_3290
ko:K16872	sbt:Sbal678_2767
ko:K01467	sbt:Sbal678_2383
ko:K14742	sbt:Sbal678_1932
ko:K15344	sbt:Sbal678_2262
ko:K15346	sbt:Sbal678_2266
ko:K15345	sbt:Sbal678_2265
ko:K02030	sbt:Sbal678_3319
ko:K10918	sbt:Sbal678_3572
ko:K02030	sbt:Sbal678_3790
ko:K02030	sbt:Sbal678_3336
ko:K02030	sbt:Sbal678_4279
ko:K10439	sbt:Sbal678_3553
ko:K01802	sbt:Sbal678_4061
ko:K01802	sbt:Sbal678_3242
ko:K02030	sbt:Sbal678_3542
ko:K02030	sbt:Sbal678_1339
ko:K02030	sbt:Sbal678_0488
ko:K02503	sbt:Sbal678_1874
ko:K02030	sbt:Sbal678_1013
ko:K01175	sbt:Sbal678_2197
ko:K17247	sbt:Sbal678_2105
ko:K07284	sbt:Sbal678_1917
ko:K12062	sbt:Sbal678_4570
ko:K12064	sbt:Sbal678_4572
ko:K08282	sbt:Sbal678_3942
ko:K11209	sbt:Sbal678_1451
ko:K03574	sbt:Sbal678_4099
ko:K01897	sbt:Sbal678_1937
ko:K17103	sbt:Sbal678_1152
ko:K01897	sbt:Sbal678_0084
ko:K01897	sbt:Sbal678_1085
ko:K17713	sbt:Sbal678_3151
ko:K02029	sbt:Sbal678_1012
ko:K17363	sbt:Sbal678_4357
ko:K01990	sbt:Sbal678_3739
ko:K01992	sbt:Sbal678_0535
ko:K01992	sbt:Sbal678_3738
ko:K17686	sbt:Sbal678_1572
ko:K05601	sbt:Sbal678_1323
ko:K00813	sbt:Sbal678_2399
ko:K01533	sbt:Sbal678_2219
ko:K19789	sbt:Sbal678_1831
ko:K13638	sbt:Sbal678_4068
ko:K19745	sbt:Sbal678_0262
ko:K05540	sbt:Sbal678_4113
ko:K01658	sbt:Sbal678_2808
ko:K06518	sbt:Sbal678_1016
ko:K03767	sbt:Sbal678_3748
ko:K03767	sbt:Sbal678_1386
ko:K11928	sbt:Sbal678_2874
ko:K02477	sbt:Sbal678_1733
ko:K00018	sbt:Sbal678_1115
ko:K17758	sbt:Sbal678_3928
ko:K17759	sbt:Sbal678_3928
ko:K00632	sbt:Sbal678_0019
ko:K08485	sbt:Sbal678_0730
ko:K07979	sbt:Sbal678_0081
ko:K01497	sbt:Sbal678_1728
ko:K00661	sbt:Sbal678_3775
ko:K00661	sbt:Sbal678_3035
ko:K00661	sbt:Sbal678_2735
ko:K02477	sbt:Sbal678_0064
ko:K01187	sbt:Sbal678_2088
ko:K01187	sbt:Sbal678_2446
ko:K03585	sbt:Sbal678_2668
ko:K18138	sbt:Sbal678_2667
ko:K07814	sbt:Sbal678_0893
ko:K07003	sbt:Sbal678_2557
ko:K05922	sbt:Sbal678_1960
ko:K03719	sbt:Sbal678_2326
ko:K01007	sbt:Sbal678_2604
ko:K03973	sbt:Sbal678_1682
ko:K01096	sbt:Sbal678_4146
ko:K07645	sbt:Sbal678_1967
ko:K00020	sbt:Sbal678_1567
ko:K05927	sbt:Sbal678_1961
ko:K00042	sbt:Sbal678_1803
ko:K03719	sbt:Sbal678_4148
ko:K14940	sbt:Sbal678_1921
ko:K00127	sbt:Sbal678_0110
ko:K21430	sbt:Sbal678_2994
ko:K03772	sbt:Sbal678_3619
ko:K03772	sbt:Sbal678_4031
ko:K00557	sbt:Sbal678_0185
ko:K03605	sbt:Sbal678_1958
ko:K18234	sbt:Sbal678_1636
ko:K18298	sbt:Sbal678_3332
ko:K18299	sbt:Sbal678_3331
ko:K03742	sbt:Sbal678_4249
ko:K07666	sbt:Sbal678_1966
ko:K01791	sbt:Sbal678_3128
ko:K04065	sbt:Sbal678_3879
ko:K00138	sbt:Sbal678_0257
ko:K00012	sbt:Sbal678_0604
ko:K05685	sbt:Sbal678_0651
ko:K02226	sbt:Sbal678_1034
ko:K18454	sbt:Sbal678_1473
ko:K00681	sbt:Sbal678_2738
ko:K00681	sbt:Sbal678_3844
ko:K07794	sbt:Sbal678_0961
ko:K18676	sbt:Sbal678_1206
ko:K18691	sbt:Sbal678_3145
ko:K18765	sbt:Sbal678_0507
ko:K18927	sbt:Sbal678_3301
ko:K20881	sbt:Sbal678_0169
ko:K18800	sbt:Sbal678_3832
ko:K18778	sbt:Sbal678_4097
ko:K20862	sbt:Sbal678_4119
ko:K18657	sbt:Sbal678_2554
ko:K13040	sbt:Sbal678_0475
ko:K13041	sbt:Sbal678_0474
ko:K18850	sbt:Sbal678_2597
ko:K18850	sbt:Sbal678_2459
ko:K18929	sbt:Sbal678_1408
ko:K10747	sbt:Sbal678_1925
ko:K18930	sbt:Sbal678_1410
ko:K18893	sbt:Sbal678_2951
ko:K03496	sbt:Sbal678_1738
ko:K03646	sbt:Sbal678_1825
ko:K03674	sbt:Sbal678_1830
ko:K03169	sbt:Sbal678_2839
ko:K03502	sbt:Sbal678_4436
ko:K03503	sbt:Sbal678_4437
ko:K14266	sbt:Sbal678_1200
ko:K03503	sbt:Sbal678_2039
ko:K03502	sbt:Sbal678_2040
ko:K09797	sbt:Sbal678_2877
ko:K14266	sbt:Sbal678_1239
ko:K14266	sbt:Sbal678_2086
ko:K03497	sbt:Sbal678_4544
ko:K03496	sbt:Sbal678_4545
ko:K12056	sbt:Sbal678_4561
ko:K12072	sbt:Sbal678_4562
ko:K12057	sbt:Sbal678_4565
ko:K12058	sbt:Sbal678_4566
ko:K12059	sbt:Sbal678_4567
ko:K12060	sbt:Sbal678_4568
ko:K12061	sbt:Sbal678_4569
ko:K12063	sbt:Sbal678_4571
ko:K12065	sbt:Sbal678_4573
ko:K12066	sbt:Sbal678_4574
ko:K12067	sbt:Sbal678_4575
ko:K12068	sbt:Sbal678_4576
ko:K03497	sbt:Sbal678_4584
ko:K03502	sbt:Sbal678_4610
ko:K03497	sbt:Sbal678_4614
ko:K08722	sbt:Sbal678_2188
ko:K03746	sbt:Sbal678_3006
ko:K05785	sbt:Sbal678_3047
ko:K03496	sbt:Sbal678_3056
ko:K03496	sbt:Sbal678_3168
ko:K08363	sbt:Sbal678_3222
ko:K03503	sbt:Sbal678_2457
ko:K03502	sbt:Sbal678_2458
ko:K03976	sbt:Sbal678_3560
ko:K03892	sbt:Sbal678_3991
ko:K03526	sbt:Sbal678_3154
ko:K02663	sbt:Sbal678_4239
ko:K07483	sbt:Sbal678_4589
ko:K07483	sbt:Sbal678_0643
ko:K18979	sbt:Sbal678_3791
ko:K02664	sbt:Sbal678_4238
ko:K19000	sbt:Sbal678_4181
ko:K19129	sbt:Sbal678_3380
ko:K02777	sbt:Sbal678_2467
ko:K06893	sbt:Sbal678_3317
ko:K19127	sbt:Sbal678_3382
ko:K19226	sbt:Sbal678_1678
ko:K01621	sbt:Sbal678_1176
ko:K01710	sbt:Sbal678_3028
ko:K01710	sbt:Sbal678_3041
ko:K19228	sbt:Sbal678_1676
ko:K07012	sbt:Sbal678_3383
ko:K19229	sbt:Sbal678_1675
ko:K19130	sbt:Sbal678_3379
ko:K19227	sbt:Sbal678_1677
ko:K19230	sbt:Sbal678_1674
ko:K19128	sbt:Sbal678_3381
ko:K19235	sbt:Sbal678_0969
ko:K19168	sbt:Sbal678_1300
ko:K19221	sbt:Sbal678_1041
ko:K01066	sbt:Sbal678_3810
ko:K01992	sbt:Sbal678_0536
ko:K01992	sbt:Sbal678_1587
ko:K03722	sbt:Sbal678_1692
ko:K03722	sbt:Sbal678_2534
ko:K07497	sbt:Sbal678_4283
ko:K07497	sbt:Sbal678_4444
ko:K07497	sbt:Sbal678_4587
ko:K07497	sbt:Sbal678_2293
ko:K07497	sbt:Sbal678_2337
ko:K08604	sbt:Sbal678_0463
ko:K00638	sbt:Sbal678_4393
ko:K02476	sbt:Sbal678_0963
ko:K19337	sbt:Sbal678_2177
ko:K19270	sbt:Sbal678_4080
ko:K19302	sbt:Sbal678_0444
ko:K19304	sbt:Sbal678_1716
ko:K00525	sbt:Sbal678_2407
ko:K19342	sbt:Sbal678_4027
ko:K19340	sbt:Sbal678_4025
ko:K06867	sbt:Sbal678_0261
ko:K19341	sbt:Sbal678_4024
ko:K00986	sbt:Sbal678_1008
ko:K00986	sbt:Sbal678_2519
ko:K00986	sbt:Sbal678_2995
ko:K00986	sbt:Sbal678_3684
ko:K02495	sbt:Sbal678_4522
ko:K02030	sbt:Sbal678_1071
ko:K02650	sbt:Sbal678_4092
ko:K07216	sbt:Sbal678_0851
ko:K19577	sbt:Sbal678_4014
ko:K19713	sbt:Sbal678_0577
ko:K00992	sbt:Sbal678_1112
ko:K19715	sbt:Sbal678_2478
ko:K19714	sbt:Sbal678_2479
ko:K00799	sbt:Sbal678_0005
ko:K07119	sbt:Sbal678_1722
ko:K07147	sbt:Sbal678_2104
ko:K00986	sbt:Sbal678_4282
ko:K19804	sbt:Sbal678_2393
ko:K07274	sbt:Sbal678_1135
ko:K07274	sbt:Sbal678_3714
ko:K21636	sbt:Sbal678_1725
ko:K08723	sbt:Sbal678_0383
ko:K09796	sbt:Sbal678_0833
ko:K00507	sbt:Sbal678_0183
ko:K20455	sbt:Sbal678_4176
ko:K09788	sbt:Sbal678_4177
ko:K22320	sbt:Sbal678_1620
ko:K01768	sbt:Sbal678_1289
ko:K14238	sbt:Sbal678_R0137
ko:K20755	sbt:Sbal678_2978
ko:K01214	sbt:Sbal678_1389
ko:K01200	sbt:Sbal678_1347
ko:K22332	sbt:Sbal678_0870
ko:K00821	sbt:Sbal678_3910
ko:K21217	sbt:Sbal678_0754
ko:K20962	sbt:Sbal678_0719
ko:K08968	sbt:Sbal678_2565
ko:K21218	sbt:Sbal678_1819
ko:K02335	sbt:Sbal678_4514
ko:K02314	sbt:Sbal678_0764
ko:K07336	sbt:Sbal678_0768
ko:K01185	sbt:Sbal678_0803
ko:K00558	sbt:Sbal678_0379
ko:K01520	sbt:Sbal678_0394
ko:K06905	sbt:Sbal678_2899
ko:K06906	sbt:Sbal678_2900
ko:K06223	sbt:Sbal678_4232
ko:K06908	sbt:Sbal678_2904
ko:K06907	sbt:Sbal678_2905
ko:K06903	sbt:Sbal678_2911
ko:K00558	sbt:Sbal678_2941
ko:K00857	sbt:Sbal678_3000
ko:K06217	sbt:Sbal678_3455
ko:K00558	sbt:Sbal678_3523
ko:K14059	sbt:Sbal678_1997
ko:K00558	sbt:Sbal678_2000
ko:K02316	sbt:Sbal678_1252
ko:K00560	sbt:Sbal678_1295
ko:K01185	sbt:Sbal678_2131
ko:K03546	sbt:Sbal678_1715
ko:K06223	sbt:Sbal678_2161
ko:K00287	sbt:Sbal678_1101
ko:K04068	sbt:Sbal678_1726
ko:K09935	sbt:Sbal678_1768
ko:K02483	sbt:Sbal678_1133
ko:K01139	sbt:Sbal678_0365
ko:K02482	sbt:Sbal678_4484
ko:K02483	sbt:Sbal678_0301
ko:K02483	sbt:Sbal678_1914
ko:K21405	sbt:Sbal678_0258
ko:K21420	sbt:Sbal678_2586
ko:K21472	sbt:Sbal678_0308
ko:K11690	sbt:Sbal678_2961
ko:K21470	sbt:Sbal678_1970
ko:K01420	sbt:Sbal678_2216
ko:K21512	sbt:Sbal678_0807
ko:K21703	sbt:Sbal678_0955
ko:K21575	sbt:Sbal678_2085
ko:K21606	sbt:Sbal678_2607
ko:K21712	sbt:Sbal678_3612
ko:K22051	sbt:Sbal678_3934
ko:K03595	sbt:Sbal678_1309
ko:K22105	sbt:Sbal678_0184
ko:K22132	sbt:Sbal678_0847
ko:K22042	sbt:Sbal678_1180
ko:K22292	sbt:Sbal678_2406
ko:K22319	sbt:Sbal678_1619
ko:K22302	sbt:Sbal678_3511
ko:K22302	sbt:Sbal678_2018
ko:K02257	sbt:Sbal678_4351
ko:K02257	sbt:Sbal678_4386
ko:K22318	sbt:Sbal678_1618
ko:K22302	sbt:Sbal678_0792
ko:K11391	sbt:Sbal678_3590
ko:K22452	sbt:Sbal678_2098
ko:K00424	sbt:Sbal678_3141
