ko:K16238	kpk:A593_15915
ko:K03168	kpk:A593_21090
ko:K13634	kpk:A593_21095
ko:K01681	kpk:A593_21105
ko:K01497	kpk:A593_21110
ko:K08992	kpk:A593_21120
ko:K01591	kpk:A593_21130
ko:K03113	kpk:A593_21135
ko:K04062	kpk:A593_21140
ko:K01147	kpk:A593_21160
ko:K00208	kpk:A593_21170
ko:K09975	kpk:A593_21175
ko:K02011	kpk:A593_25400
ko:K02012	kpk:A593_25405
ko:K13574	kpk:A593_25410
ko:K11929	kpk:A593_25450
ko:K08169	kpk:A593_25460
ko:K02016	kpk:A593_25470
ko:K02015	kpk:A593_25475
ko:K02013	kpk:A593_25480
ko:K09475	kpk:A593_25485
ko:K05523	kpk:A593_25505
ko:K02049	kpk:A593_25510
ko:K02050	kpk:A593_25515
ko:K02028	kpk:A593_25540
ko:K02029	kpk:A593_25545
ko:K02030	kpk:A593_25550
ko:K02016	kpk:A593_25560
ko:K02015	kpk:A593_25565
ko:K02013	kpk:A593_25575
ko:K02014	kpk:A593_25580
ko:K02049	kpk:A593_25585
ko:K02050	kpk:A593_25590
ko:K02051	kpk:A593_25595
ko:K04091	kpk:A593_25610
ko:K05810	kpk:A593_25630
ko:K05819	kpk:A593_25635
ko:K01666	kpk:A593_25640
ko:K04073	kpk:A593_25645
ko:K02554	kpk:A593_25650
ko:K05713	kpk:A593_25660
ko:K05712	kpk:A593_25665
ko:K05818	kpk:A593_25670
ko:K02016	kpk:A593_25675
ko:K07085	kpk:A593_10645
ko:K04081	kpk:A593_10650
ko:K04080	kpk:A593_10655
ko:K02470	kpk:A593_10685
ko:K03629	kpk:A593_10690
ko:K02338	kpk:A593_10695
ko:K02313	kpk:A593_10700
ko:K02914	kpk:A593_10705
ko:K08998	kpk:A593_10715
ko:K03217	kpk:A593_10720
ko:K03650	kpk:A593_10725
ko:K08163	kpk:A593_10735
ko:K06901	kpk:A593_10755
ko:K07214	kpk:A593_10770
ko:K10124	kpk:A593_10775
ko:K02039	kpk:A593_10780
ko:K02036	kpk:A593_10785
ko:K02038	kpk:A593_10790
ko:K02037	kpk:A593_10795
ko:K00820	kpk:A593_10805
ko:K01929	kpk:A593_14855
ko:K01000	kpk:A593_14860
ko:K01925	kpk:A593_14865
ko:K03588	kpk:A593_14870
ko:K02563	kpk:A593_14875
ko:K01924	kpk:A593_14880
ko:K01921	kpk:A593_14885
ko:K03589	kpk:A593_14890
ko:K03590	kpk:A593_14895
ko:K03531	kpk:A593_14900
ko:K02535	kpk:A593_14905
ko:K13301	kpk:A593_14910
ko:K03070	kpk:A593_14915
ko:K03574	kpk:A593_14920
ko:K09862	kpk:A593_14925
ko:K00859	kpk:A593_14935
ko:K00364	kpk:A593_14940
ko:K02505	kpk:A593_14945
ko:K02504	kpk:A593_14950
ko:K02682	kpk:A593_14955
ko:K00767	kpk:A593_14960
ko:K03806	kpk:A593_14965
ko:K03807	kpk:A593_14970
ko:K11734	kpk:A593_14985
ko:K00163	kpk:A593_15000
ko:K00627	kpk:A593_15005
ko:K00382	kpk:A593_15010
ko:K01682	kpk:A593_15030
ko:K09910	kpk:A593_15035
ko:K01611	kpk:A593_15040
ko:K00797	kpk:A593_15045
ko:K14588	kpk:A593_15065
ko:K00117	kpk:A593_15070
ko:K00760	kpk:A593_15075
ko:K01673	kpk:A593_15080
ko:K01990	kpk:A593_15085
ko:K01992	kpk:A593_15090
ko:K01579	kpk:A593_15105
ko:K01918	kpk:A593_15110
ko:K00606	kpk:A593_15115
ko:K00950	kpk:A593_15120
ko:K07478	kpk:A593_19140
ko:K01875	kpk:A593_19145
ko:K07306	kpk:A593_19150
ko:K07307	kpk:A593_19155
ko:K07308	kpk:A593_19160
ko:K08219	kpk:A593_19165
ko:K04069	kpk:A593_19170
ko:K00656	kpk:A593_19175
ko:K06212	kpk:A593_19180
ko:K09136	kpk:A593_19185
ko:K00831	kpk:A593_19195
ko:K00800	kpk:A593_19200
ko:K00945	kpk:A593_19205
ko:K02945	kpk:A593_19210
ko:K05788	kpk:A593_19215
ko:K02238	kpk:A593_19220
ko:K11085	kpk:A593_19225
ko:K00912	kpk:A593_19230
ko:K09927	kpk:A593_19235
ko:K09791	kpk:A593_19240
ko:K00979	kpk:A593_19245
ko:K06219	kpk:A593_19260
ko:K03633	kpk:A593_19265
ko:K03804	kpk:A593_19270
ko:K03632	kpk:A593_19275
ko:K00813	kpk:A593_19295
ko:K09476	kpk:A593_19300
ko:K01893	kpk:A593_19305
ko:K00763	kpk:A593_19310
ko:K01256	kpk:A593_19315
ko:K15555	kpk:A593_19320
ko:K15554	kpk:A593_19325
ko:K04091	kpk:A593_19330
ko:K15553	kpk:A593_19335
ko:K00299	kpk:A593_19340
ko:K00254	kpk:A593_19345
ko:K07140	kpk:A593_19355
ko:K12297	kpk:A593_19360
ko:K15738	kpk:A593_19365
ko:K03808	kpk:A593_19370
ko:K06192	kpk:A593_19375
ko:K09857	kpk:A593_19380
ko:K03812	kpk:A593_19385
ko:K01716	kpk:A593_19390
ko:K04770	kpk:A593_19395
ko:K09911	kpk:A593_19400
ko:K03286	kpk:A593_19405
ko:K13053	kpk:A593_19410
ko:K07343	kpk:A593_19415
ko:K02371	kpk:A593_23595
ko:K02083	kpk:A593_23600
ko:K02028	kpk:A593_23610
ko:K02029	kpk:A593_23615
ko:K02029	kpk:A593_23620
ko:K02030	kpk:A593_23625
ko:K00133	kpk:A593_23660
ko:K03543	kpk:A593_23670
ko:K09458	kpk:A593_23680
ko:K02760	kpk:A593_23690
ko:K00799	kpk:A593_23695
ko:K03488	kpk:A593_23705
ko:K01223	kpk:A593_23710
ko:K02755	kpk:A593_23715
ko:K02756	kpk:A593_23715
ko:K02757	kpk:A593_23715
ko:K10124	kpk:A593_23720
ko:K09936	kpk:A593_23725
ko:K09936	kpk:A593_23730
ko:K01951	kpk:A593_23755
ko:K07090	kpk:A593_23775
ko:K16842	kpk:A593_23780
ko:K16841	kpk:A593_23785
ko:K03457	kpk:A593_23795
ko:K01487	kpk:A593_23800
ko:K02529	kpk:A593_23815
ko:K03335	kpk:A593_23820
ko:K03707	kpk:A593_23850
ko:K15600	kpk:A593_23855
ko:K15599	kpk:A593_23860
ko:K15598	kpk:A593_23865
ko:K00836	kpk:A593_23870
ko:K02015	kpk:A593_25680
ko:K02013	kpk:A593_25685
ko:K07136	kpk:A593_01555
ko:K15256	kpk:A593_01560
ko:K15257	kpk:A593_01565
ko:K06201	kpk:A593_01570
ko:K09907	kpk:A593_01575
ko:K01887	kpk:A593_01580
ko:K15532	kpk:A593_01585
ko:K14064	kpk:A593_01595
ko:K00697	kpk:A593_01600
ko:K01087	kpk:A593_01605
ko:K10538	kpk:A593_01610
ko:K10539	kpk:A593_01615
ko:K10537	kpk:A593_01620
ko:K02255	kpk:A593_01625
ko:K16210	kpk:A593_01630
ko:K02217	kpk:A593_01650
ko:K03834	kpk:A593_01660
ko:K07039	kpk:A593_01665
ko:K01714	kpk:A593_01670
ko:K00995	kpk:A593_01695
ko:K03703	kpk:A593_01700
ko:K07689	kpk:A593_01705
ko:K07782	kpk:A593_01715
ko:K10010	kpk:A593_01720
ko:K10009	kpk:A593_01725
ko:K02424	kpk:A593_01735
ko:K01176	kpk:A593_01740
ko:K09781	kpk:A593_01770
ko:K07458	kpk:A593_01780
ko:K06950	kpk:A593_01790
ko:K09933	kpk:A593_01815
ko:K02055	kpk:A593_01825
ko:K00059	kpk:A593_01840
ko:K00059	kpk:A593_01845
ko:K00048	kpk:A593_05950
ko:K01628	kpk:A593_05955
ko:K02429	kpk:A593_05960
ko:K01818	kpk:A593_05965
ko:K00879	kpk:A593_05970
ko:K02431	kpk:A593_05975
ko:K02430	kpk:A593_05980
ko:K06968	kpk:A593_05985
ko:K03566	kpk:A593_05995
ko:K01766	kpk:A593_06005
ko:K02426	kpk:A593_06010
ko:K08304	kpk:A593_06020
ko:K00768	kpk:A593_06040
ko:K02231	kpk:A593_06045
ko:K02232	kpk:A593_06050
ko:K02006	kpk:A593_06055
ko:K02008	kpk:A593_06060
ko:K02009	kpk:A593_06065
ko:K02007	kpk:A593_06070
ko:K03394	kpk:A593_06075
ko:K02190	kpk:A593_06080
ko:K05895	kpk:A593_06085
ko:K02189	kpk:A593_06095
ko:K05936	kpk:A593_06100
ko:K02191	kpk:A593_06105
ko:K06042	kpk:A593_06120
ko:K02227	kpk:A593_06125
ko:K02224	kpk:A593_06130
ko:K13919	kpk:A593_06160
ko:K13920	kpk:A593_06165
ko:K13923	kpk:A593_06190
ko:K13922	kpk:A593_06210
ko:K13921	kpk:A593_06215
ko:K03655	kpk:A593_10225
ko:K02446	kpk:A593_10230
ko:K00528	kpk:A593_10235
ko:K01803	kpk:A593_10250
ko:K01521	kpk:A593_10260
ko:K02048	kpk:A593_10265
ko:K09892	kpk:A593_10270
ko:K02440	kpk:A593_10275
ko:K00864	kpk:A593_10280
ko:K03312	kpk:A593_10285
ko:K16345	kpk:A593_10290
ko:K02749	kpk:A593_10300
ko:K02750	kpk:A593_10300
ko:K01222	kpk:A593_10305
ko:K01811	kpk:A593_10315
ko:K03292	kpk:A593_10320
ko:K13979	kpk:A593_10350
ko:K02073	kpk:A593_10375
ko:K09958	kpk:A593_10390
ko:K07006	kpk:A593_10395
ko:K07552	kpk:A593_10440
ko:K07106	kpk:A593_10445
ko:K11191	kpk:A593_10450
ko:K11192	kpk:A593_10450
ko:K10218	kpk:A593_10475
ko:K16515	kpk:A593_10480
ko:K02760	kpk:A593_10505
ko:K02761	kpk:A593_10510
ko:K02759	kpk:A593_10515
ko:K01955	kpk:A593_14575
ko:K00851	kpk:A593_14590
ko:K00046	kpk:A593_14595
ko:K11746	kpk:A593_14615
ko:K01525	kpk:A593_14630
ko:K06195	kpk:A593_14635
ko:K02528	kpk:A593_14640
ko:K00097	kpk:A593_14645
ko:K03771	kpk:A593_14650
ko:K04744	kpk:A593_14655
ko:K05801	kpk:A593_14660
ko:K07702	kpk:A593_14665
ko:K07700	kpk:A593_14670
ko:K05964	kpk:A593_14680
ko:K06177	kpk:A593_14685
ko:K03580	kpk:A593_14690
ko:K02336	kpk:A593_14695
ko:K01804	kpk:A593_14705
ko:K00853	kpk:A593_14710
ko:K02099	kpk:A593_14715
ko:K02062	kpk:A593_14725
ko:K02063	kpk:A593_14730
ko:K02064	kpk:A593_14735
ko:K11925	kpk:A593_14740
ko:K03291	kpk:A593_14750
ko:K08194	kpk:A593_14755
ko:K03785	kpk:A593_14765
ko:K00014	kpk:A593_14775
ko:K01704	kpk:A593_14785
ko:K01703	kpk:A593_14790
ko:K00052	kpk:A593_14795
ko:K01649	kpk:A593_14800
ko:K05798	kpk:A593_14810
ko:K01652	kpk:A593_14815
ko:K01653	kpk:A593_14820
ko:K03435	kpk:A593_14825
ko:K03925	kpk:A593_14830
ko:K03438	kpk:A593_14835
ko:K03586	kpk:A593_14840
ko:K03587	kpk:A593_14845
ko:K01928	kpk:A593_14850
ko:K07258	kpk:A593_18865
ko:K11534	kpk:A593_18870
ko:K08160	kpk:A593_18880
ko:K07085	kpk:A593_18905
ko:K05844	kpk:A593_18930
ko:K11073	kpk:A593_18940
ko:K11076	kpk:A593_18945
ko:K11075	kpk:A593_18950
ko:K11074	kpk:A593_18955
ko:K03212	kpk:A593_18965
ko:K09996	kpk:A593_18980
ko:K09998	kpk:A593_18985
ko:K09999	kpk:A593_18990
ko:K02587	kpk:A593_02140
ko:K03449	kpk:A593_03920
ko:K14261	kpk:A593_03925
ko:K02478	kpk:A593_03935
ko:K02477	kpk:A593_03940
ko:K00845	kpk:A593_03945
ko:K03322	kpk:A593_03970
ko:K11535	kpk:A593_03975
ko:K01885	kpk:A593_04005
ko:K14347	kpk:A593_04035
ko:K09954	kpk:A593_04040
ko:K01972	kpk:A593_04045
ko:K06203	kpk:A593_04055
ko:K01738	kpk:A593_04060
ko:K02784	kpk:A593_04070
ko:K08483	kpk:A593_04075
ko:K00868	kpk:A593_04090
ko:K12339	kpk:A593_04105
ko:K02045	kpk:A593_04110
ko:K02047	kpk:A593_04115
ko:K02046	kpk:A593_04120
ko:K02048	kpk:A593_04125
ko:K07223	kpk:A593_04130
ko:K01448	kpk:A593_04150
ko:K00228	kpk:A593_04155
ko:K04033	kpk:A593_04160
ko:K04025	kpk:A593_04165
ko:K04026	kpk:A593_04170
ko:K03736	kpk:A593_04175
ko:K03735	kpk:A593_04180
ko:K04019	kpk:A593_04185
ko:K04023	kpk:A593_04190
ko:K04022	kpk:A593_04195
ko:K04024	kpk:A593_04200
ko:K04021	kpk:A593_04205
ko:K05808	kpk:A593_08260
ko:K02806	kpk:A593_08265
ko:K06958	kpk:A593_08270
ko:K08485	kpk:A593_08275
ko:K03814	kpk:A593_08280
ko:K07648	kpk:A593_08290
ko:K01686	kpk:A593_08295
ko:K08322	kpk:A593_08300
ko:K07139	kpk:A593_08310
ko:K00265	kpk:A593_08315
ko:K00266	kpk:A593_08320
ko:K01788	kpk:A593_08325
ko:K03600	kpk:A593_08330
ko:K03599	kpk:A593_08335
ko:K02996	kpk:A593_08340
ko:K02871	kpk:A593_08345
ko:K06916	kpk:A593_08350
ko:K09908	kpk:A593_08355
ko:K04691	kpk:A593_08365
ko:K03780	kpk:A593_08385
ko:K03779	kpk:A593_08390
ko:K00024	kpk:A593_08410
ko:K03402	kpk:A593_08415
ko:K03623	kpk:A593_08430
ko:K03468	kpk:A593_08435
ko:K15548	kpk:A593_08440
ko:K03568	kpk:A593_08455
ko:K08301	kpk:A593_08465
ko:K03571	kpk:A593_08475
ko:K03570	kpk:A593_08480
ko:K03569	kpk:A593_08485
ko:K17247	kpk:A593_08505
ko:K03786	kpk:A593_08510
ko:K02160	kpk:A593_08515
ko:K01961	kpk:A593_08520
ko:K14392	kpk:A593_08530
ko:K02687	kpk:A593_08535
ko:K10439	kpk:A593_12520
ko:K10440	kpk:A593_12525
ko:K10441	kpk:A593_12530
ko:K06167	kpk:A593_12545
ko:K05774	kpk:A593_12550
ko:K06162	kpk:A593_12555
ko:K05780	kpk:A593_12560
ko:K05781	kpk:A593_12565
ko:K06163	kpk:A593_12570
ko:K06164	kpk:A593_12575
ko:K06165	kpk:A593_12580
ko:K06166	kpk:A593_12585
ko:K02043	kpk:A593_12590
ko:K04750	kpk:A593_12595
ko:K06193	kpk:A593_12600
ko:K03762	kpk:A593_12605
ko:K07406	kpk:A593_12615
ko:K11104	kpk:A593_12620
ko:K05516	kpk:A593_12640
ko:K11937	kpk:A593_12655
ko:K11936	kpk:A593_12660
ko:K11931	kpk:A593_12665
ko:K11935	kpk:A593_12670
ko:K04084	kpk:A593_12700
ko:K03926	kpk:A593_12705
ko:K07791	kpk:A593_12710
ko:K01744	kpk:A593_12715
ko:K07113	kpk:A593_12720
ko:K16263	kpk:A593_12725
ko:K04078	kpk:A593_12730
ko:K04077	kpk:A593_12735
ko:K13409	kpk:A593_12750
ko:K13408	kpk:A593_12755
ko:K07347	kpk:A593_12770
ko:K07127	kpk:A593_16830
ko:K01647	kpk:A593_16840
ko:K07345	kpk:A593_16855
ko:K02517	kpk:A593_16880
ko:K03765	kpk:A593_16890
ko:K03757	kpk:A593_16895
ko:K03305	kpk:A593_16905
ko:K04567	kpk:A593_16910
ko:K03335	kpk:A593_16925
ko:K00010	kpk:A593_16940
ko:K02529	kpk:A593_16945
ko:K17213	kpk:A593_16950
ko:K17215	kpk:A593_16955
ko:K03484	kpk:A593_16970
ko:K01193	kpk:A593_16975
ko:K02809	kpk:A593_16980
ko:K02810	kpk:A593_16980
ko:K16077	kpk:A593_16985
ko:K00847	kpk:A593_16990
ko:K02013	kpk:A593_17010
ko:K02015	kpk:A593_17015
ko:K02016	kpk:A593_17020
ko:K10013	kpk:A593_17045
ko:K06995	kpk:A593_17100
ko:K09471	kpk:A593_17105
ko:K02014	kpk:A593_17120
ko:K11732	kpk:A593_17125
ko:K08170	kpk:A593_21250
ko:K03974	kpk:A593_21255
ko:K03969	kpk:A593_21260
ko:K03970	kpk:A593_21265
ko:K03971	kpk:A593_21275
ko:K06918	kpk:A593_21280
ko:K08990	kpk:A593_21285
ko:K03721	kpk:A593_21290
ko:K07120	kpk:A593_21295
ko:K11065	kpk:A593_21300
ko:K14054	kpk:A593_21310
ko:K15580	kpk:A593_21315
ko:K02029	kpk:A593_21325
ko:K02028	kpk:A593_21330
ko:K02030	kpk:A593_21335
ko:K15553	kpk:A593_21350
ko:K15554	kpk:A593_21355
ko:K15555	kpk:A593_21360
ko:K06889	kpk:A593_21380
ko:K04749	kpk:A593_21415
ko:K04757	kpk:A593_21420
ko:K05520	kpk:A593_21440
ko:K11901	kpk:A593_21445
ko:K11900	kpk:A593_21450
ko:K11893	kpk:A593_21455
ko:K11892	kpk:A593_21460
ko:K11903	kpk:A593_21470
ko:K11907	kpk:A593_21475
ko:K02020	kpk:A593_25690
ko:K00014	kpk:A593_25695
ko:K08194	kpk:A593_25700
ko:K00457	kpk:A593_25705
ko:K00873	kpk:A593_25725
ko:K06078	kpk:A593_25730
ko:K02426	kpk:A593_25740
ko:K09015	kpk:A593_25750
ko:K09013	kpk:A593_25755
ko:K09014	kpk:A593_25760
ko:K05997	kpk:A593_25765
ko:K03704	kpk:A593_25905
ko:K12974	kpk:A593_25930
ko:K18480	kpk:A593_25945
ko:K02067	kpk:A593_25950
ko:K02065	kpk:A593_25955
ko:K02066	kpk:A593_25960
ko:K01182	kpk:A593_25965
ko:K01915	kpk:A593_26050
ko:K09997	kpk:A593_18995
ko:K10000	kpk:A593_19000
ko:K11066	kpk:A593_19020
ko:K01620	kpk:A593_19035
ko:K15977	kpk:A593_19045
ko:K11933	kpk:A593_19050
ko:K05601	kpk:A593_19055
ko:K06188	kpk:A593_19065
ko:K07459	kpk:A593_19070
ko:K13888	kpk:A593_19075
ko:K05685	kpk:A593_19080
ko:K03704	kpk:A593_19085
ko:K06891	kpk:A593_19090
ko:K03694	kpk:A593_19095
ko:K02518	kpk:A593_19100
ko:K00684	kpk:A593_19105
ko:K16012	kpk:A593_19110
ko:K16013	kpk:A593_19115
ko:K03719	kpk:A593_19125
ko:K03466	kpk:A593_19130
ko:K03634	kpk:A593_19135
ko:K00134	kpk:A593_23290
ko:K02031	kpk:A593_23305
ko:K02032	kpk:A593_23305
ko:K02034	kpk:A593_23310
ko:K02033	kpk:A593_23315
ko:K02035	kpk:A593_23320
ko:K03707	kpk:A593_23325
ko:K06971	kpk:A593_23330
ko:K00852	kpk:A593_23335
ko:K10439	kpk:A593_23340
ko:K02529	kpk:A593_23345
ko:K02056	kpk:A593_23350
ko:K02057	kpk:A593_23355
ko:K07048	kpk:A593_23360
ko:K01439	kpk:A593_23370
ko:K07345	kpk:A593_23410
ko:K07349	kpk:A593_23430
ko:K02770	kpk:A593_23445
ko:K02769	kpk:A593_23450
ko:K02768	kpk:A593_23455
ko:K17195	kpk:A593_23460
ko:K03475	kpk:A593_23465
ko:K01941	kpk:A593_23505
ko:K09967	kpk:A593_23515
ko:K09967	kpk:A593_23520
ko:K02049	kpk:A593_23525
ko:K02050	kpk:A593_23530
ko:K02051	kpk:A593_23535
ko:K08178	kpk:A593_23570
ko:K00970	kpk:A593_15125
ko:K13745	kpk:A593_23875
ko:K18476	kpk:A593_20545
ko:K11741	kpk:A593_12810
ko:K18850	kpk:A593_20130
ko:K14221	kpk:A593_11410
ko:K14221	kpk:A593_15555
ko:K14221	kpk:A593_11415
ko:K14221	kpk:A593_15495
ko:K18889	kpk:A593_16445
ko:K21645	kpk:A593_00970
ko:K18900	kpk:A593_04995
ko:K14228	kpk:A593_13480
ko:K18920	kpk:A593_09815
ko:K14228	kpk:A593_14195
ko:K14228	kpk:A593_14205
ko:K14228	kpk:A593_14200
ko:K14228	kpk:A593_11600
ko:K18921	kpk:A593_26545
ko:K14232	kpk:A593_02950
ko:K18850	kpk:A593_13720
ko:K18841	kpk:A593_01975
ko:K20861	kpk:A593_18885
ko:K18831	kpk:A593_17085
ko:K20866	kpk:A593_11010
ko:K20881	kpk:A593_09045
ko:K20862	kpk:A593_11665
ko:K18800	kpk:A593_06880
ko:K18657	kpk:A593_19350
ko:K18778	kpk:A593_14930
ko:K10906	kpk:A593_00250
ko:K18890	kpk:A593_16450
ko:K14237	kpk:A593_24920
ko:K14219	kpk:A593_03530
ko:K18954	kpk:A593_14160
ko:K14230	kpk:A593_17925
ko:K14230	kpk:A593_17945
ko:K09691	kpk:A593_02290
ko:K14234	kpk:A593_15770
ko:K14223	kpk:A593_17915
ko:K14223	kpk:A593_17920
ko:K14223	kpk:A593_17930
ko:K14223	kpk:A593_17935
ko:K14233	kpk:A593_19745
ko:K14233	kpk:A593_19775
ko:K14228	kpk:A593_01680
ko:K14222	kpk:A593_01685
ko:K14233	kpk:A593_05315
ko:K14228	kpk:A593_08115
ko:K14226	kpk:A593_11595
ko:K00335	kpk:A593_03235
ko:K04028	kpk:A593_04210
ko:K02615	kpk:A593_21895
ko:K07497	kpk:A593_04955
ko:K03892	kpk:A593_06700
ko:K01699	kpk:A593_06155
ko:K03496	kpk:A593_26135
ko:K00336	kpk:A593_03230
ko:K02485	kpk:A593_00590
ko:K10020	kpk:A593_21185
ko:K10019	kpk:A593_21190
ko:K14233	kpk:A593_19485
ko:K14232	kpk:A593_09720
ko:K14236	kpk:A593_00610
ko:K14236	kpk:A593_11855
ko:K14236	kpk:A593_00615
ko:K07497	kpk:A593_26180
ko:K08970	kpk:A593_16505
ko:K00344	kpk:A593_12270
ko:K03976	kpk:A593_16705
ko:K14219	kpk:A593_16820
ko:K19055	kpk:A593_20440
ko:K09472	kpk:A593_19590
ko:K03668	kpk:A593_21740
ko:K03973	kpk:A593_21270
ko:K06884	kpk:A593_20270
ko:K09017	kpk:A593_19695
ko:K01185	kpk:A593_07540
ko:K08172	kpk:A593_02030
ko:K03526	kpk:A593_04480
ko:K14742	kpk:A593_01230
ko:K15054	kpk:A593_26110
ko:K07483	kpk:A593_26170
ko:K07483	kpk:A593_26425
ko:K15269	kpk:A593_06550
ko:K01856	kpk:A593_24240
ko:K08722	kpk:A593_03270
ko:K05785	kpk:A593_11790
ko:K03502	kpk:A593_20455
ko:K03503	kpk:A593_20460
ko:K04565	kpk:A593_24800
ko:K03169	kpk:A593_20770
ko:K07724	kpk:A593_08185
ko:K05839	kpk:A593_16600
ko:K03646	kpk:A593_16915
ko:K03497	kpk:A593_26140
ko:K03497	kpk:A593_00215
ko:K03497	kpk:A593_26395
ko:K03502	kpk:A593_26400
ko:K03503	kpk:A593_26405
ko:K03497	kpk:A593_26520
ko:K12068	kpk:A593_26615
ko:K12067	kpk:A593_26620
ko:K12066	kpk:A593_26625
ko:K12065	kpk:A593_26630
ko:K12063	kpk:A593_26670
ko:K12062	kpk:A593_26675
ko:K12061	kpk:A593_26680
ko:K12060	kpk:A593_26690
ko:K12059	kpk:A593_26695
ko:K03746	kpk:A593_00580
ko:K10748	kpk:A593_22140
ko:K12058	kpk:A593_26700
ko:K12057	kpk:A593_26720
ko:K12072	kpk:A593_26740
ko:K12056	kpk:A593_26745
ko:K11685	kpk:A593_05170
ko:K07810	kpk:A593_13700
ko:K07796	kpk:A593_13705
ko:K03646	kpk:A593_18205
ko:K15773	kpk:A593_23055
ko:K04099	kpk:A593_10490
ko:K03674	kpk:A593_18915
ko:K03646	kpk:A593_23375
ko:K03761	kpk:A593_04780
ko:K05396	kpk:A593_01730
ko:K14230	kpk:A593_07445
ko:K18979	kpk:A593_12890
ko:K07484	kpk:A593_26430
ko:K18991	kpk:A593_10380
ko:K18988	kpk:A593_15965
ko:K18997	kpk:A593_12635
ko:K05799	kpk:A593_14995
ko:K11645	kpk:A593_02535
ko:K19048	kpk:A593_05450
ko:K14237	kpk:A593_24910
ko:K14237	kpk:A593_24915
ko:K14233	kpk:A593_01810
ko:K14238	kpk:A593_10325
ko:K07497	kpk:A593_26185
ko:K01185	kpk:A593_03695
ko:K19000	kpk:A593_15425
ko:K11748	kpk:A593_08880
ko:K19221	kpk:A593_21065
ko:K19222	kpk:A593_00350
ko:K19165	kpk:A593_09280
ko:K19166	kpk:A593_17080
ko:K19226	kpk:A593_21225
ko:K02777	kpk:A593_04080
ko:K19236	kpk:A593_20055
ko:K05714	kpk:A593_25655
ko:K03445	kpk:A593_10525
ko:K11745	kpk:A593_14620
ko:K16291	kpk:A593_01870
ko:K00571	kpk:A593_03770
ko:K19238	kpk:A593_01950
ko:K19163	kpk:A593_24180
ko:K01710	kpk:A593_11545
ko:K19229	kpk:A593_21210
ko:K07448	kpk:A593_13820
ko:K19228	kpk:A593_21215
ko:K19234	kpk:A593_25735
ko:K12979	kpk:A593_05160
ko:K04771	kpk:A593_15295
ko:K19168	kpk:A593_06800
ko:K04772	kpk:A593_08360
ko:K00557	kpk:A593_11390
ko:K19270	kpk:A593_03280
ko:K01582	kpk:A593_15410
ko:K19265	kpk:A593_03960
ko:K00839	kpk:A593_23605
ko:K01992	kpk:A593_10145
ko:K01992	kpk:A593_13740
ko:K01992	kpk:A593_18585
ko:K01992	kpk:A593_18590
ko:K01066	kpk:A593_11030
ko:K03722	kpk:A593_01235
ko:K00020	kpk:A593_23185
ko:K10021	kpk:A593_21195
ko:K03722	kpk:A593_18640
ko:K19335	kpk:A593_21585
ko:K01582	kpk:A593_16900
ko:K07497	kpk:A593_26165
ko:K07497	kpk:A593_04960
ko:K07497	kpk:A593_13540
ko:K19267	kpk:A593_13090
ko:K17214	kpk:A593_16960
ko:K19337	kpk:A593_01460
ko:K19338	kpk:A593_01880
ko:K19304	kpk:A593_01495
ko:K19505	kpk:A593_14085
ko:K19334	kpk:A593_13340
ko:K19302	kpk:A593_18875
ko:K01175	kpk:A593_18035
ko:K19270	kpk:A593_20935
ko:K19336	kpk:A593_21580
ko:K19333	kpk:A593_01330
ko:K02031	kpk:A593_17265
ko:K02031	kpk:A593_02485
ko:K19302	kpk:A593_05135
ko:K19303	kpk:A593_24840
ko:K01096	kpk:A593_21115
ko:K19510	kpk:A593_14115
ko:K19577	kpk:A593_21975
ko:K19577	kpk:A593_24855
ko:K02532	kpk:A593_18845
ko:K07347	kpk:A593_23075
ko:K19507	kpk:A593_14095
ko:K19611	kpk:A593_12320
ko:K11209	kpk:A593_03320
ko:K06884	kpk:A593_24070
ko:K19506	kpk:A593_14090
ko:K19508	kpk:A593_14100
ko:K19509	kpk:A593_14105
ko:K22003	kpk:A593_00945
ko:K02796	kpk:A593_01285
ko:K19585	kpk:A593_05020
ko:K00525	kpk:A593_05210
ko:K19697	kpk:A593_06240
ko:K19688	kpk:A593_18850
ko:K19776	kpk:A593_00920
ko:K19775	kpk:A593_07865
ko:K19778	kpk:A593_07685
ko:K19778	kpk:A593_07710
ko:K19784	kpk:A593_10750
ko:K00799	kpk:A593_18860
ko:K00799	kpk:A593_15710
ko:K06131	kpk:A593_18570
ko:K00799	kpk:A593_03315
ko:K07119	kpk:A593_24425
ko:K15777	kpk:A593_07310
ko:K07147	kpk:A593_08500
ko:K01271	kpk:A593_11815
ko:K02032	kpk:A593_02480
ko:K07274	kpk:A593_20695
ko:K19802	kpk:A593_21305
ko:K02464	kpk:A593_15155
ko:K19803	kpk:A593_02855
ko:K19804	kpk:A593_21125
ko:K21613	kpk:A593_24365
ko:K07662	kpk:A593_11235
ko:K01457	kpk:A593_23500
ko:K19810	kpk:A593_12790
ko:K19956	kpk:A593_12100
ko:K21638	kpk:A593_12355
ko:K21636	kpk:A593_13295
ko:K22468	kpk:A593_24170
ko:K00525	kpk:A593_03070
ko:K21405	kpk:A593_05130
ko:K20034	kpk:A593_20095
ko:K00040	kpk:A593_02845
ko:K20023	kpk:A593_24325
ko:K07484	kpk:A593_26440
ko:K21265	kpk:A593_13795
ko:K01139	kpk:A593_10215
