ko:K01139	kps:KPNJ2_00117
ko:K02909	kps:KPNJ2_04207
ko:K02024	kps:KPNJ2_04209
ko:K02778	kps:KPNJ2_04210
ko:K12308	kps:KPNJ2_04211
ko:K01224	kps:KPNJ2_04212
ko:K15772	kps:KPNJ2_04213
ko:K15771	kps:KPNJ2_04214
ko:K15770	kps:KPNJ2_04215
ko:K00135	kps:KPNJ2_04788
ko:K00355	kps:KPNJ2_04805
ko:K02057	kps:KPNJ2_04806
ko:K02057	kps:KPNJ2_04807
ko:K02056	kps:KPNJ2_04808
ko:K02058	kps:KPNJ2_04809
ko:K01867	kps:KPNJ2_04810
ko:K01993	kps:KPNJ2_04811
ko:K13926	kps:KPNJ2_04812
ko:K07644	kps:KPNJ2_04824
ko:K07665	kps:KPNJ2_04825
ko:K07798	kps:KPNJ2_04828
ko:K07787	kps:KPNJ2_04829
ko:K03098	kps:KPNJ2_04832
ko:K09701	kps:KPNJ2_04838
ko:K00574	kps:KPNJ2_04839
ko:K15548	kps:KPNJ2_00548
ko:K03468	kps:KPNJ2_00549
ko:K03623	kps:KPNJ2_00550
ko:K03402	kps:KPNJ2_00553
ko:K00024	kps:KPNJ2_00554
ko:K04691	kps:KPNJ2_00555
ko:K09908	kps:KPNJ2_00557
ko:K06916	kps:KPNJ2_00558
ko:K02871	kps:KPNJ2_00559
ko:K02996	kps:KPNJ2_00560
ko:K03599	kps:KPNJ2_00561
ko:K03600	kps:KPNJ2_00562
ko:K01788	kps:KPNJ2_00563
ko:K00266	kps:KPNJ2_00564
ko:K00265	kps:KPNJ2_00565
ko:K07139	kps:KPNJ2_00566
ko:K08322	kps:KPNJ2_00568
ko:K01686	kps:KPNJ2_00569
ko:K07648	kps:KPNJ2_00570
ko:K03814	kps:KPNJ2_00572
ko:K08485	kps:KPNJ2_00573
ko:K06958	kps:KPNJ2_00574
ko:K02806	kps:KPNJ2_00575
ko:K05808	kps:KPNJ2_00576
ko:K03092	kps:KPNJ2_00577
ko:K06861	kps:KPNJ2_00578
ko:K09774	kps:KPNJ2_00579
ko:K11719	kps:KPNJ2_00580
ko:K03270	kps:KPNJ2_00581
ko:K06041	kps:KPNJ2_00582
ko:K07301	kps:KPNJ2_00583
ko:K02065	kps:KPNJ2_00584
ko:K02066	kps:KPNJ2_00585
ko:K02067	kps:KPNJ2_00586
ko:K07323	kps:KPNJ2_00587
ko:K07122	kps:KPNJ2_00588
ko:K00790	kps:KPNJ2_00590
ko:K02523	kps:KPNJ2_00592
ko:K02899	kps:KPNJ2_00594
ko:K03979	kps:KPNJ2_00596
ko:K07259	kps:KPNJ2_00597
ko:K12340	kps:KPNJ2_00759
ko:K01515	kps:KPNJ2_00760
ko:K09920	kps:KPNJ2_00761
ko:K03651	kps:KPNJ2_00762
ko:K07000	kps:KPNJ2_00763
ko:K02622	kps:KPNJ2_00764
ko:K03923	kps:KPNJ2_00766
ko:K07645	kps:KPNJ2_00767
ko:K07666	kps:KPNJ2_00768
ko:K13652	kps:KPNJ2_00770
ko:K02621	kps:KPNJ2_00771
ko:K00655	kps:KPNJ2_00772
ko:K06221	kps:KPNJ2_00776
ko:K08325	kps:KPNJ2_00777
ko:K01760	kps:KPNJ2_00780
ko:K03561	kps:KPNJ2_00782
ko:K03559	kps:KPNJ2_00783
ko:K01061	kps:KPNJ2_00787
ko:K11209	kps:KPNJ2_00789
ko:K01460	kps:KPNJ2_00792
ko:K01758	kps:KPNJ2_00798
ko:K01697	kps:KPNJ2_00799
ko:K12055	kps:KPNJ2_00804
ko:K08311	kps:KPNJ2_01036
ko:K08484	kps:KPNJ2_01037
ko:K13292	kps:KPNJ2_01038
ko:K02679	kps:KPNJ2_01040
ko:K02680	kps:KPNJ2_01041
ko:K02681	kps:KPNJ2_01043
ko:K03583	kps:KPNJ2_01044
ko:K01407	kps:KPNJ2_01045
ko:K03582	kps:KPNJ2_01046
ko:K03581	kps:KPNJ2_01047
ko:K14682	kps:KPNJ2_01049
ko:K01448	kps:KPNJ2_01050
ko:K04720	kps:KPNJ2_01051
ko:K16651	kps:KPNJ2_01052
ko:K04029	kps:KPNJ2_01054
ko:K04031	kps:KPNJ2_01055
ko:K13921	kps:KPNJ2_01058
ko:K13922	kps:KPNJ2_01059
ko:K13923	kps:KPNJ2_01063
ko:K13920	kps:KPNJ2_01068
ko:K13919	kps:KPNJ2_01069
ko:K02224	kps:KPNJ2_01077
ko:K02227	kps:KPNJ2_01078
ko:K06042	kps:KPNJ2_01079
ko:K02188	kps:KPNJ2_01080
ko:K03399	kps:KPNJ2_01081
ko:K02191	kps:KPNJ2_01082
ko:K05936	kps:KPNJ2_01083
ko:K09773	kps:KPNJ2_02253
ko:K00549	kps:KPNJ2_02265
ko:K02013	kps:KPNJ2_02267
ko:K02015	kps:KPNJ2_02268
ko:K02016	kps:KPNJ2_02269
ko:K00101	kps:KPNJ2_02275
ko:K05997	kps:KPNJ2_02279
ko:K09014	kps:KPNJ2_02280
ko:K09013	kps:KPNJ2_02281
ko:K09015	kps:KPNJ2_02282
ko:K11717	kps:KPNJ2_02283
ko:K02426	kps:KPNJ2_02284
ko:K06078	kps:KPNJ2_02286
ko:K00873	kps:KPNJ2_02287
ko:K00457	kps:KPNJ2_02293
ko:K08194	kps:KPNJ2_02294
ko:K00014	kps:KPNJ2_02295
ko:K02020	kps:KPNJ2_02296
ko:K02013	kps:KPNJ2_02297
ko:K10439	kps:KPNJ2_02722
ko:K00852	kps:KPNJ2_02723
ko:K06971	kps:KPNJ2_02724
ko:K03707	kps:KPNJ2_02725
ko:K11382	kps:KPNJ2_02728
ko:K08478	kps:KPNJ2_02729
ko:K08475	kps:KPNJ2_02730
ko:K08476	kps:KPNJ2_02731
ko:K02352	kps:KPNJ2_02737
ko:K00134	kps:KPNJ2_02742
ko:K06889	kps:KPNJ2_02745
ko:K03436	kps:KPNJ2_02750
ko:K01619	kps:KPNJ2_02752
ko:K02430	kps:KPNJ2_02754
ko:K17195	kps:KPNJ2_02755
ko:K02429	kps:KPNJ2_02757
ko:K01759	kps:KPNJ2_02758
ko:K01026	kps:KPNJ2_02760
ko:K00059	kps:KPNJ2_02761
ko:K00626	kps:KPNJ2_02762
ko:K07090	kps:KPNJ2_02771
ko:K03482	kps:KPNJ2_02772
ko:K02749	kps:KPNJ2_02773
ko:K02750	kps:KPNJ2_02773
ko:K01232	kps:KPNJ2_02774
ko:K03490	kps:KPNJ2_03266
ko:K02759	kps:KPNJ2_03267
ko:K02761	kps:KPNJ2_03268
ko:K02760	kps:KPNJ2_03270
ko:K04064	kps:KPNJ2_03271
ko:K01916	kps:KPNJ2_03272
ko:K05984	kps:KPNJ2_03273
ko:K05526	kps:KPNJ2_03276
ko:K01484	kps:KPNJ2_03277
ko:K06447	kps:KPNJ2_03278
ko:K00673	kps:KPNJ2_03279
ko:K00840	kps:KPNJ2_03280
ko:K01142	kps:KPNJ2_03281
ko:K05777	kps:KPNJ2_03285
ko:K05778	kps:KPNJ2_03286
ko:K05779	kps:KPNJ2_03287
ko:K08320	kps:KPNJ2_03290
ko:K00262	kps:KPNJ2_03291
ko:K01008	kps:KPNJ2_03294
ko:K09474	kps:KPNJ2_03295
ko:K04773	kps:KPNJ2_03300
ko:K01424	kps:KPNJ2_03301
ko:K08281	kps:KPNJ2_03302
ko:K08369	kps:KPNJ2_03303
ko:K18471	kps:KPNJ2_03305
ko:K08369	kps:KPNJ2_03309
ko:K01183	kps:KPNJ2_03312
ko:K09916	kps:KPNJ2_03314
ko:K07305	kps:KPNJ2_03315
ko:K00134	kps:KPNJ2_03316
ko:K01792	kps:KPNJ2_03317
ko:K05522	kps:KPNJ2_03842
ko:K01304	kps:KPNJ2_03843
ko:K07160	kps:KPNJ2_03846
ko:K03305	kps:KPNJ2_03850
ko:K01546	kps:KPNJ2_03853
ko:K01547	kps:KPNJ2_03854
ko:K01548	kps:KPNJ2_03855
ko:K07646	kps:KPNJ2_03856
ko:K07667	kps:KPNJ2_03857
ko:K01835	kps:KPNJ2_03859
ko:K03645	kps:KPNJ2_03860
ko:K03839	kps:KPNJ2_03863
ko:K03711	kps:KPNJ2_03864
ko:K01886	kps:KPNJ2_03868
ko:K02802	kps:KPNJ2_03869
ko:K02803	kps:KPNJ2_03869
ko:K02804	kps:KPNJ2_03869
ko:K02564	kps:KPNJ2_03871
ko:K01443	kps:KPNJ2_03872
ko:K02565	kps:KPNJ2_03873
ko:K02566	kps:KPNJ2_03874
ko:K01953	kps:KPNJ2_03875
ko:K03184	kps:KPNJ2_03876
ko:K06168	kps:KPNJ2_03877
ko:K07042	kps:KPNJ2_03879
ko:K06189	kps:KPNJ2_03880
ko:K03820	kps:KPNJ2_03881
ko:K10001	kps:KPNJ2_03882
ko:K10003	kps:KPNJ2_03883
ko:K10002	kps:KPNJ2_03884
ko:K10004	kps:KPNJ2_03885
ko:K02536	kps:KPNJ2_04480
ko:K06142	kps:KPNJ2_04481
ko:K07277	kps:KPNJ2_04482
ko:K11749	kps:KPNJ2_04483
ko:K00981	kps:KPNJ2_04484
ko:K00806	kps:KPNJ2_04485
ko:K00099	kps:KPNJ2_04486
ko:K02838	kps:KPNJ2_04487
ko:K09903	kps:KPNJ2_04488
ko:K02357	kps:KPNJ2_04489
ko:K02967	kps:KPNJ2_04490
ko:K01265	kps:KPNJ2_04491
ko:K00990	kps:KPNJ2_04492
ko:K00674	kps:KPNJ2_04493
ko:K02647	kps:KPNJ2_04495
ko:K01129	kps:KPNJ2_04497
ko:K01243	kps:KPNJ2_04498
ko:K06858	kps:KPNJ2_04499
ko:K15724	kps:KPNJ2_04501
ko:K03281	kps:KPNJ2_04502
ko:K01845	kps:KPNJ2_04503
ko:K02015	kps:KPNJ2_04504
ko:K02016	kps:KPNJ2_04505
ko:K02013	kps:KPNJ2_04506
ko:K02014	kps:KPNJ2_04507
ko:K05365	kps:KPNJ2_04509
ko:K02465	kps:KPNJ2_04512
ko:K02451	kps:KPNJ2_04513
ko:K02452	kps:KPNJ2_04516
ko:K02453	kps:KPNJ2_04517
ko:K02454	kps:KPNJ2_04518
ko:K02455	kps:KPNJ2_04519
ko:K02456	kps:KPNJ2_04520
ko:K02457	kps:KPNJ2_04521
ko:K02458	kps:KPNJ2_04522
ko:K02459	kps:KPNJ2_04523
ko:K02460	kps:KPNJ2_04524
ko:K02461	kps:KPNJ2_04525
ko:K02462	kps:KPNJ2_04526
ko:K02463	kps:KPNJ2_04527
ko:K03579	kps:KPNJ2_04529
ko:K01975	kps:KPNJ2_04530
ko:K06206	kps:KPNJ2_04531
ko:K10111	kps:KPNJ2_05166
ko:K10108	kps:KPNJ2_05167
ko:K10109	kps:KPNJ2_05168
ko:K10110	kps:KPNJ2_05169
ko:K13256	kps:KPNJ2_05170
ko:K09022	kps:KPNJ2_05175
ko:K01810	kps:KPNJ2_05178
ko:K00928	kps:KPNJ2_05179
ko:K03453	kps:KPNJ2_05180
ko:K06182	kps:KPNJ2_05182
ko:K00068	kps:KPNJ2_05184
ko:K02812	kps:KPNJ2_05185
ko:K02813	kps:KPNJ2_05186
ko:K02814	kps:KPNJ2_05187
ko:K02815	kps:KPNJ2_05188
ko:K00014	kps:KPNJ2_05190
ko:K03324	kps:KPNJ2_05191
ko:K00548	kps:KPNJ2_05192
ko:K13641	kps:KPNJ2_05193
ko:K00906	kps:KPNJ2_05194
ko:K01637	kps:KPNJ2_05195
ko:K01638	kps:KPNJ2_05196
ko:K00651	kps:KPNJ2_05199
ko:K03827	kps:KPNJ2_05200
ko:K00230	kps:KPNJ2_05206
ko:K03498	kps:KPNJ2_05207
ko:K01825	kps:KPNJ2_05210
ko:K05368	kps:KPNJ2_05212
ko:K03182	kps:KPNJ2_05213
ko:K03424	kps:KPNJ2_05216
ko:K10778	kps:KPNJ2_00123
ko:K00009	kps:KPNJ2_00176
ko:K02798	kps:KPNJ2_00177
ko:K02799	kps:KPNJ2_00177
ko:K02800	kps:KPNJ2_00177
ko:K01042	kps:KPNJ2_00181
ko:K03833	kps:KPNJ2_00182
ko:K05796	kps:KPNJ2_00183
ko:K00835	kps:KPNJ2_00184
ko:K01176	kps:KPNJ2_00185
ko:K03796	kps:KPNJ2_00186
ko:K02529	kps:KPNJ2_00187
ko:K10544	kps:KPNJ2_00188
ko:K10545	kps:KPNJ2_00189
ko:K10543	kps:KPNJ2_00190
ko:K01805	kps:KPNJ2_00192
ko:K00854	kps:KPNJ2_00193
ko:K01878	kps:KPNJ2_00198
ko:K01879	kps:KPNJ2_00199
ko:K03704	kps:KPNJ2_00202
ko:K07726	kps:KPNJ2_00203
ko:K08195	kps:KPNJ2_00205
ko:K00090	kps:KPNJ2_00208
ko:K00874	kps:KPNJ2_00210
ko:K02525	kps:KPNJ2_00212
ko:K08351	kps:KPNJ2_00215
ko:K01246	kps:KPNJ2_00216
ko:K08177	kps:KPNJ2_00218
ko:K12975	kps:KPNJ2_00219
ko:K12368	kps:KPNJ2_00224
ko:K12369	kps:KPNJ2_00225
ko:K12370	kps:KPNJ2_00226
ko:K12371	kps:KPNJ2_00227
ko:K12372	kps:KPNJ2_00228
ko:K10011	kps:KPNJ2_00283
ko:K13014	kps:KPNJ2_00284
ko:K07264	kps:KPNJ2_00285
ko:K12962	kps:KPNJ2_00286
ko:K12963	kps:KPNJ2_00287
ko:K09125	kps:KPNJ2_00291
ko:K04085	kps:KPNJ2_00292
ko:K01534	kps:KPNJ2_00293
ko:K08993	kps:KPNJ2_00296
ko:K08316	kps:KPNJ2_00297
ko:K03110	kps:KPNJ2_00298
ko:K09812	kps:KPNJ2_00299
ko:K09811	kps:KPNJ2_00300
ko:K03089	kps:KPNJ2_00302
ko:K00375	kps:KPNJ2_00303
ko:K00823	kps:KPNJ2_00304
ko:K01999	kps:KPNJ2_00307
ko:K01999	kps:KPNJ2_00310
ko:K01997	kps:KPNJ2_00311
ko:K01998	kps:KPNJ2_00312
ko:K01995	kps:KPNJ2_00313
ko:K01996	kps:KPNJ2_00314
ko:K07341	kps:KPNJ2_00316
ko:K05813	kps:KPNJ2_00317
ko:K05814	kps:KPNJ2_00318
ko:K05815	kps:KPNJ2_00319
ko:K05816	kps:KPNJ2_00320
ko:K01126	kps:KPNJ2_00321
ko:K03825	kps:KPNJ2_00324
ko:K06911	kps:KPNJ2_00327
ko:K06145	kps:KPNJ2_00328
ko:K00851	kps:KPNJ2_00329
ko:K06156	kps:KPNJ2_00330
ko:K00133	kps:KPNJ2_00332
ko:K00700	kps:KPNJ2_00333
ko:K07803	kps:KPNJ2_00443
ko:K07709	kps:KPNJ2_00445
ko:K01945	kps:KPNJ2_00447
ko:K00602	kps:KPNJ2_00448
ko:K00075	kps:KPNJ2_00450
ko:K03524	kps:KPNJ2_00451
ko:K00867	kps:KPNJ2_00452
ko:K02358	kps:KPNJ2_00453
ko:K02192	kps:KPNJ2_00455
ko:K03594	kps:KPNJ2_00456
ko:K02506	kps:KPNJ2_00457
ko:K02946	kps:KPNJ2_00458
ko:K02906	kps:KPNJ2_00459
ko:K02926	kps:KPNJ2_00460
ko:K02892	kps:KPNJ2_00461
ko:K02886	kps:KPNJ2_00462
ko:K02965	kps:KPNJ2_00463
ko:K02890	kps:KPNJ2_00464
ko:K02982	kps:KPNJ2_00465
ko:K02878	kps:KPNJ2_00466
ko:K02904	kps:KPNJ2_00467
ko:K02961	kps:KPNJ2_00468
ko:K02874	kps:KPNJ2_00469
ko:K02895	kps:KPNJ2_00470
ko:K02931	kps:KPNJ2_00471
ko:K02954	kps:KPNJ2_00472
ko:K02994	kps:KPNJ2_00473
ko:K02933	kps:KPNJ2_00474
ko:K02881	kps:KPNJ2_00475
ko:K02988	kps:KPNJ2_00476
ko:K02907	kps:KPNJ2_00477
ko:K02876	kps:KPNJ2_00478
ko:K03076	kps:KPNJ2_00479
ko:K02919	kps:KPNJ2_00480
ko:K02952	kps:KPNJ2_00481
ko:K02948	kps:KPNJ2_00482
ko:K02986	kps:KPNJ2_00483
ko:K03040	kps:KPNJ2_00484
ko:K02879	kps:KPNJ2_00485
ko:K03282	kps:KPNJ2_00488
ko:K03499	kps:KPNJ2_00489
ko:K03500	kps:KPNJ2_00490
ko:K00604	kps:KPNJ2_00491
ko:K01462	kps:KPNJ2_00492
ko:K01708	kps:KPNJ2_00651
ko:K12299	kps:KPNJ2_00652
ko:K01630	kps:KPNJ2_00653
ko:K00865	kps:KPNJ2_00655
ko:K06911	kps:KPNJ2_00662
ko:K07393	kps:KPNJ2_00670
ko:K15977	kps:KPNJ2_00671
ko:K08191	kps:KPNJ2_00679
ko:K01812	kps:KPNJ2_00681
ko:K01685	kps:KPNJ2_00682
ko:K07862	kps:KPNJ2_00684
ko:K07043	kps:KPNJ2_00687
ko:K11391	kps:KPNJ2_00690
ko:K00219	kps:KPNJ2_00691
ko:K11216	kps:KPNJ2_00692
ko:K11531	kps:KPNJ2_00693
ko:K10558	kps:KPNJ2_00694
ko:K10556	kps:KPNJ2_00695
ko:K10557	kps:KPNJ2_00696
ko:K10555	kps:KPNJ2_00697
ko:K08321	kps:KPNJ2_00698
ko:K11530	kps:KPNJ2_00699
ko:K09251	kps:KPNJ2_00700
ko:K07229	kps:KPNJ2_00703
ko:K05881	kps:KPNJ2_00705
ko:K03185	kps:KPNJ2_00927
ko:K00605	kps:KPNJ2_00929
ko:K02437	kps:KPNJ2_00930
ko:K00281	kps:KPNJ2_00931
ko:K08344	kps:KPNJ2_00935
ko:K01223	kps:KPNJ2_00938
ko:K09900	kps:KPNJ2_00940
ko:K11068	kps:KPNJ2_00941
ko:K06980	kps:KPNJ2_00942
ko:K09159	kps:KPNJ2_00943
ko:K03840	kps:KPNJ2_00945
ko:K04763	kps:KPNJ2_00946
ko:K03981	kps:KPNJ2_00947
ko:K07462	kps:KPNJ2_00948
ko:K02836	kps:KPNJ2_00949
ko:K04567	kps:KPNJ2_00950
ko:K01823	kps:KPNJ2_00951
ko:K12943	kps:KPNJ2_00952
ko:K08169	kps:KPNJ2_00953
ko:K01607	kps:KPNJ2_00955
ko:K09702	kps:KPNJ2_00960
ko:K03893	kps:KPNJ2_00963
ko:K00537	kps:KPNJ2_00964
ko:K03305	kps:KPNJ2_00965
ko:K15550	kps:KPNJ2_00967
ko:K15547	kps:KPNJ2_00968
ko:K02189	kps:KPNJ2_01084
ko:K03664	kps:KPNJ2_01361
ko:K09801	kps:KPNJ2_01363
ko:K06186	kps:KPNJ2_01364
ko:K03631	kps:KPNJ2_01365
ko:K00858	kps:KPNJ2_01366
ko:K03687	kps:KPNJ2_01367
ko:K03106	kps:KPNJ2_01370
ko:K02959	kps:KPNJ2_01372
ko:K02860	kps:KPNJ2_01373
ko:K00554	kps:KPNJ2_01374
ko:K02884	kps:KPNJ2_01375
ko:K01626	kps:KPNJ2_01382
ko:K14187	kps:KPNJ2_01383
ko:K14170	kps:KPNJ2_01385
ko:K05809	kps:KPNJ2_01386
ko:K05807	kps:KPNJ2_01387
ko:K06180	kps:KPNJ2_01388
ko:K05810	kps:KPNJ2_01389
ko:K03695	kps:KPNJ2_01390
ko:K05811	kps:KPNJ2_01393
ko:K00998	kps:KPNJ2_01394
ko:K05812	kps:KPNJ2_01396
ko:K03672	kps:KPNJ2_01397
ko:K13893	kps:KPNJ2_01711
ko:K13694	kps:KPNJ2_01713
ko:K01686	kps:KPNJ2_01717
ko:K02356	kps:KPNJ2_01718
ko:K06940	kps:KPNJ2_01719
ko:K09968	kps:KPNJ2_01721
ko:K03291	kps:KPNJ2_01722
ko:K02768	kps:KPNJ2_01723
ko:K11183	kps:KPNJ2_01723
ko:K00882	kps:KPNJ2_01724
ko:K02769	kps:KPNJ2_01725
ko:K02770	kps:KPNJ2_01725
ko:K01151	kps:KPNJ2_01726
ko:K11733	kps:KPNJ2_01729
ko:K16089	kps:KPNJ2_01730
ko:K01070	kps:KPNJ2_01731
ko:K01495	kps:KPNJ2_01732
ko:K07148	kps:KPNJ2_01733
ko:K02529	kps:KPNJ2_01734
ko:K10540	kps:KPNJ2_01735
ko:K10542	kps:KPNJ2_01736
ko:K10541	kps:KPNJ2_01737
ko:K03748	kps:KPNJ2_01738
ko:K01489	kps:KPNJ2_01740
ko:K06518	kps:KPNJ2_01742
ko:K05541	kps:KPNJ2_01743
ko:K07267	kps:KPNJ2_01745
ko:K03488	kps:KPNJ2_01746
ko:K02755	kps:KPNJ2_01748
ko:K02756	kps:KPNJ2_01748
ko:K02757	kps:KPNJ2_01748
ko:K01223	kps:KPNJ2_01749
ko:K07262	kps:KPNJ2_01754
ko:K03823	kps:KPNJ2_01755
ko:K03777	kps:KPNJ2_01756
ko:K05349	kps:KPNJ2_01757
ko:K05845	kps:KPNJ2_01758
ko:K05846	kps:KPNJ2_01759
ko:K05847	kps:KPNJ2_01760
ko:K05846	kps:KPNJ2_01761
ko:K02478	kps:KPNJ2_01763
ko:K11891	kps:KPNJ2_02151
ko:K11896	kps:KPNJ2_02152
ko:K11895	kps:KPNJ2_02153
ko:K11906	kps:KPNJ2_02154
ko:K11905	kps:KPNJ2_02155
ko:K11911	kps:KPNJ2_02156
ko:K17213	kps:KPNJ2_02157
ko:K06942	kps:KPNJ2_02159
ko:K01056	kps:KPNJ2_02160
ko:K03321	kps:KPNJ2_02164
ko:K00948	kps:KPNJ2_02165
ko:K00919	kps:KPNJ2_02166
ko:K02494	kps:KPNJ2_02167
ko:K02492	kps:KPNJ2_02168
ko:K02835	kps:KPNJ2_02169
ko:K02493	kps:KPNJ2_02170
ko:K01627	kps:KPNJ2_02173
ko:K07300	kps:KPNJ2_02174
ko:K07232	kps:KPNJ2_02176
ko:K06039	kps:KPNJ2_02179
ko:K15577	kps:KPNJ2_02182
ko:K15578	kps:KPNJ2_02183
ko:K00362	kps:KPNJ2_02184
ko:K00372	kps:KPNJ2_02185
ko:K07684	kps:KPNJ2_02188
ko:K07673	kps:KPNJ2_02189
ko:K02575	kps:KPNJ2_02190
ko:K06916	kps:KPNJ2_02616
ko:K03782	kps:KPNJ2_02617
ko:K09936	kps:KPNJ2_02619
ko:K09936	kps:KPNJ2_02620
ko:K05515	kps:KPNJ2_02621
ko:K01951	kps:KPNJ2_02622
ko:K06139	kps:KPNJ2_02624
ko:K06138	kps:KPNJ2_02625
ko:K06137	kps:KPNJ2_02626
ko:K06136	kps:KPNJ2_02627
ko:K01273	kps:KPNJ2_02628
ko:K13745	kps:KPNJ2_02635
ko:K00836	kps:KPNJ2_02636
ko:K15598	kps:KPNJ2_02637
ko:K15599	kps:KPNJ2_02638
ko:K15600	kps:KPNJ2_02639
ko:K03707	kps:KPNJ2_02640
ko:K03335	kps:KPNJ2_02644
ko:K02529	kps:KPNJ2_02645
ko:K01487	kps:KPNJ2_02647
ko:K03457	kps:KPNJ2_02648
ko:K16841	kps:KPNJ2_02650
ko:K16842	kps:KPNJ2_02651
ko:K07090	kps:KPNJ2_02652
ko:K01118	kps:KPNJ2_02658
ko:K01951	kps:KPNJ2_02660
ko:K09936	kps:KPNJ2_02667
ko:K09936	kps:KPNJ2_02668
ko:K05520	kps:KPNJ2_03164
ko:K06885	kps:KPNJ2_03165
ko:K04757	kps:KPNJ2_03169
ko:K06889	kps:KPNJ2_03172
ko:K15580	kps:KPNJ2_03176
ko:K14054	kps:KPNJ2_03178
ko:K11065	kps:KPNJ2_03180
ko:K07120	kps:KPNJ2_03181
ko:K03721	kps:KPNJ2_03182
ko:K01222	kps:KPNJ2_03183
ko:K13636	kps:KPNJ2_03185
ko:K08990	kps:KPNJ2_03186
ko:K06918	kps:KPNJ2_03187
ko:K03971	kps:KPNJ2_03188
ko:K03970	kps:KPNJ2_03190
ko:K03969	kps:KPNJ2_03191
ko:K03974	kps:KPNJ2_03192
ko:K08170	kps:KPNJ2_03193
ko:K03457	kps:KPNJ2_03203
ko:K09975	kps:KPNJ2_03204
ko:K00208	kps:KPNJ2_03206
ko:K01147	kps:KPNJ2_03208
ko:K04062	kps:KPNJ2_03212
ko:K11927	kps:KPNJ2_03741
ko:K00615	kps:KPNJ2_03742
ko:K00615	kps:KPNJ2_03743
ko:K01993	kps:KPNJ2_03749
ko:K07027	kps:KPNJ2_03756
ko:K06890	kps:KPNJ2_03757
ko:K03635	kps:KPNJ2_03758
ko:K03636	kps:KPNJ2_03759
ko:K03637	kps:KPNJ2_03760
ko:K03638	kps:KPNJ2_03761
ko:K03639	kps:KPNJ2_03762
ko:K03760	kps:KPNJ2_03765
ko:K07771	kps:KPNJ2_03766
ko:K07643	kps:KPNJ2_03767
ko:K03702	kps:KPNJ2_03769
ko:K01935	kps:KPNJ2_03772
ko:K02169	kps:KPNJ2_03773
ko:K00652	kps:KPNJ2_03774
ko:K01012	kps:KPNJ2_03775
ko:K00833	kps:KPNJ2_03776
ko:K06910	kps:KPNJ2_03777
ko:K16234	kps:KPNJ2_03779
ko:K01745	kps:KPNJ2_03780
ko:K01712	kps:KPNJ2_03781
ko:K05836	kps:KPNJ2_03782
ko:K01479	kps:KPNJ2_03783
ko:K01468	kps:KPNJ2_03784
ko:K01051	kps:KPNJ2_03785
ko:K11929	kps:KPNJ2_04382
ko:K00931	kps:KPNJ2_04384
ko:K00147	kps:KPNJ2_04385
ko:K07733	kps:KPNJ2_04393
ko:K03556	kps:KPNJ2_04400
ko:K00627	kps:KPNJ2_04403
ko:K00382	kps:KPNJ2_04404
ko:K02443	kps:KPNJ2_04407
ko:K00880	kps:KPNJ2_04408
ko:K00059	kps:KPNJ2_04409
ko:K00058	kps:KPNJ2_04410
ko:K02775	kps:KPNJ2_04411
ko:K09982	kps:KPNJ2_04414
ko:K15737	kps:KPNJ2_04415
ko:K15736	kps:KPNJ2_04416
ko:K00135	kps:KPNJ2_04417
ko:K07250	kps:KPNJ2_04418
ko:K11735	kps:KPNJ2_04419
ko:K15735	kps:KPNJ2_04420
ko:K11926	kps:KPNJ2_04421
ko:K11750	kps:KPNJ2_04422
ko:K00769	kps:KPNJ2_04423
ko:K01270	kps:KPNJ2_04424
ko:K03830	kps:KPNJ2_04425
ko:K02346	kps:KPNJ2_04426
ko:K05952	kps:KPNJ2_04428
ko:K00351	kps:KPNJ2_04429
ko:K00350	kps:KPNJ2_04430
ko:K11935	kps:KPNJ2_05061
ko:K11931	kps:KPNJ2_05062
ko:K11936	kps:KPNJ2_05063
ko:K11937	kps:KPNJ2_05064
ko:K05516	kps:KPNJ2_05067
ko:K11104	kps:KPNJ2_05074
ko:K07406	kps:KPNJ2_05075
ko:K03762	kps:KPNJ2_05077
ko:K06193	kps:KPNJ2_05078
ko:K04750	kps:KPNJ2_05079
ko:K15549	kps:KPNJ2_00969
ko:K06975	kps:KPNJ2_00972
ko:K07350	kps:KPNJ2_00974
ko:K07349	kps:KPNJ2_00975
ko:K07348	kps:KPNJ2_00976
ko:K07347	kps:KPNJ2_00977
ko:K07346	kps:KPNJ2_00978
ko:K07351	kps:KPNJ2_00979
ko:K03743	kps:KPNJ2_01240
ko:K03565	kps:KPNJ2_01242
ko:K01872	kps:KPNJ2_01243
ko:K03563	kps:KPNJ2_01245
ko:K01919	kps:KPNJ2_01249
ko:K07173	kps:KPNJ2_01250
ko:K01649	kps:KPNJ2_01252
ko:K03446	kps:KPNJ2_01253
ko:K03543	kps:KPNJ2_01254
ko:K15974	kps:KPNJ2_01255
ko:K02002	kps:KPNJ2_01259
ko:K02001	kps:KPNJ2_01260
ko:K02000	kps:KPNJ2_01261
ko:K03647	kps:KPNJ2_01264
ko:K00375	kps:KPNJ2_01267
ko:K01118	kps:KPNJ2_01278
ko:K00138	kps:KPNJ2_01281
ko:K07345	kps:KPNJ2_01282
ko:K07347	kps:KPNJ2_01284
ko:K07347	kps:KPNJ2_01287
ko:K07345	kps:KPNJ2_01289
ko:K10013	kps:KPNJ2_01609
ko:K10014	kps:KPNJ2_01610
