ko:K07005	bmai:DM57_10060
ko:K05999	bmai:DM57_05440
ko:K18373	bmai:DM57_07875
ko:K07485	bmai:DM57_15155
ko:K07050	bmai:DM57_09095
ko:K00344	bmai:DM57_06445
ko:K03526	bmai:DM57_3064
ko:K14742	bmai:DM57_407
ko:K00820	bmai:DM57_1829
ko:K03761	bmai:DM57_3198
ko:K03761	bmai:DM57_05350
ko:K03761	bmai:DM57_08160
ko:K18979	bmai:DM57_2392
ko:K18248	bmai:DM57_14355
ko:K02663	bmai:DM57_1433
ko:K02483	bmai:DM57_11690
ko:K05874	bmai:DM57_2630
ko:K01458	bmai:DM57_2658
ko:K13543	bmai:DM57_2727
ko:K05396	bmai:DM57_919
ko:K01139	bmai:DM57_879
ko:K18373	bmai:DM57_07800
ko:K16011	bmai:DM57_1087
ko:K00632	bmai:DM57_2235
ko:K00344	bmai:DM57_682
ko:K00335	bmai:DM57_627
ko:K00336	bmai:DM57_626
ko:K16319	bmai:DM57_14365
ko:K00146	bmai:DM57_10230
ko:K00130	bmai:DM57_08900
ko:K01505	bmai:DM57_09060
ko:K07497	bmai:DM57_05495
ko:K07497	bmai:DM57_07205
ko:K07497	bmai:DM57_07295
ko:K07497	bmai:DM57_08910
ko:K07497	bmai:DM57_09240
ko:K07497	bmai:DM57_09305
ko:K07497	bmai:DM57_09385
ko:K07497	bmai:DM57_09545
ko:K07497	bmai:DM57_09805
ko:K07497	bmai:DM57_09965
ko:K07497	bmai:DM57_09990
ko:K07497	bmai:DM57_1002
ko:K07497	bmai:DM57_10160
ko:K07497	bmai:DM57_1025
ko:K07497	bmai:DM57_10500
ko:K07497	bmai:DM57_1059
ko:K07497	bmai:DM57_10875
ko:K07497	bmai:DM57_11410
ko:K07497	bmai:DM57_11555
ko:K07497	bmai:DM57_11965
ko:K07497	bmai:DM57_12310
ko:K07497	bmai:DM57_12610
ko:K07497	bmai:DM57_13035
ko:K07497	bmai:DM57_13325
ko:K07497	bmai:DM57_1366
ko:K07497	bmai:DM57_137
ko:K07497	bmai:DM57_1492
ko:K07497	bmai:DM57_1523
ko:K07497	bmai:DM57_15435
ko:K07497	bmai:DM57_15455
ko:K07497	bmai:DM57_15585
ko:K07497	bmai:DM57_15875
ko:K07497	bmai:DM57_15910
ko:K07497	bmai:DM57_1651
ko:K07497	bmai:DM57_169
ko:K07497	bmai:DM57_1750
ko:K07497	bmai:DM57_2005
ko:K07497	bmai:DM57_2016
ko:K07497	bmai:DM57_2034
ko:K07497	bmai:DM57_2168
ko:K07497	bmai:DM57_2292
ko:K07497	bmai:DM57_2311
ko:K07497	bmai:DM57_2347
ko:K07497	bmai:DM57_2466
ko:K07497	bmai:DM57_2504
ko:K07497	bmai:DM57_2508
ko:K07497	bmai:DM57_2520
ko:K07497	bmai:DM57_2592
ko:K07497	bmai:DM57_2751
ko:K07497	bmai:DM57_2826
ko:K07497	bmai:DM57_2953
ko:K07497	bmai:DM57_3005
ko:K07497	bmai:DM57_3148
ko:K07497	bmai:DM57_3169
ko:K07497	bmai:DM57_3181
ko:K07497	bmai:DM57_3193
ko:K07497	bmai:DM57_571
ko:K07497	bmai:DM57_644
ko:K07497	bmai:DM57_750
ko:K07497	bmai:DM57_771
ko:K07497	bmai:DM57_777
ko:K07497	bmai:DM57_873
ko:K07497	bmai:DM57_999
ko:K04772	bmai:DM57_1480
ko:K06867	bmai:DM57_257
ko:K06020	bmai:DM57_12955
ko:K05913	bmai:DM57_10130
ko:K00148	bmai:DM57_13170
ko:K05874	bmai:DM57_2134
ko:K19221	bmai:DM57_49
ko:K07497	bmai:DM57_08385
ko:K07497	bmai:DM57_09245
ko:K07497	bmai:DM57_09310
ko:K07497	bmai:DM57_09380
ko:K07497	bmai:DM57_09800
ko:K07497	bmai:DM57_09900
ko:K07497	bmai:DM57_09970
ko:K07497	bmai:DM57_09985
ko:K07497	bmai:DM57_100
ko:K07497	bmai:DM57_1001
ko:K07497	bmai:DM57_10155
ko:K07497	bmai:DM57_10495
ko:K07497	bmai:DM57_1074
ko:K07497	bmai:DM57_10870
ko:K07497	bmai:DM57_11560
ko:K07497	bmai:DM57_11970
ko:K07497	bmai:DM57_12315
ko:K07497	bmai:DM57_12605
ko:K07497	bmai:DM57_12765
ko:K07497	bmai:DM57_1299
ko:K07497	bmai:DM57_13030
ko:K07497	bmai:DM57_13330
ko:K07497	bmai:DM57_1365
ko:K07497	bmai:DM57_14045
ko:K07497	bmai:DM57_1424
ko:K07497	bmai:DM57_14715
ko:K07497	bmai:DM57_1493
ko:K07497	bmai:DM57_15135
ko:K07497	bmai:DM57_1522
ko:K07497	bmai:DM57_15270
ko:K07497	bmai:DM57_15285
ko:K07497	bmai:DM57_15370
ko:K07497	bmai:DM57_15500
ko:K07497	bmai:DM57_15625
ko:K07497	bmai:DM57_15700
ko:K07497	bmai:DM57_1589
ko:K07497	bmai:DM57_16000
ko:K07497	bmai:DM57_16005
ko:K07497	bmai:DM57_16015
ko:K07485	bmai:DM57_1408
ko:K00344	bmai:DM57_636
ko:K07497	bmai:DM57_1652
ko:K07497	bmai:DM57_2015
ko:K07497	bmai:DM57_22
ko:K07497	bmai:DM57_247
ko:K07497	bmai:DM57_306
ko:K07497	bmai:DM57_3182
ko:K07497	bmai:DM57_3194
ko:K07497	bmai:DM57_570
ko:K07497	bmai:DM57_643
ko:K07497	bmai:DM57_772
ko:K07497	bmai:DM57_776
ko:K07497	bmai:DM57_874
ko:K07497	bmai:DM57_956
ko:K07497	bmai:DM57_06330
ko:K07497	bmai:DM57_07070
ko:K07497	bmai:DM57_07200
ko:K07497	bmai:DM57_07290
ko:K07497	bmai:DM57_07745
ko:K07497	bmai:DM57_08800
ko:K07497	bmai:DM57_08915
ko:K07497	bmai:DM57_14805
ko:K07497	bmai:DM57_15015
ko:K07497	bmai:DM57_15085
ko:K07497	bmai:DM57_2293
ko:K07497	bmai:DM57_2310
ko:K07497	bmai:DM57_2346
ko:K07497	bmai:DM57_2507
ko:K07497	bmai:DM57_2519
ko:K07497	bmai:DM57_2591
ko:K07497	bmai:DM57_2662
ko:K07497	bmai:DM57_2750
ko:K07497	bmai:DM57_2877
ko:K07497	bmai:DM57_2919
ko:K07497	bmai:DM57_3004
ko:K07497	bmai:DM57_3111
ko:K07497	bmai:DM57_3147
ko:K02650	bmai:DM57_2298
ko:K07749	bmai:DM57_3052
ko:K00249	bmai:DM57_2197
ko:K03309	bmai:DM57_08570
ko:K09017	bmai:DM57_08420
ko:K05874	bmai:DM57_06660
ko:K01801	bmai:DM57_1786
ko:K00571	bmai:DM57_07385
ko:K00020	bmai:DM57_06090
ko:K00499	bmai:DM57_13835
ko:K01046	bmai:DM57_13370
ko:K06900	bmai:DM57_07645
ko:K00476	bmai:DM57_12665
ko:K02031	bmai:DM57_10640
ko:K02483	bmai:DM57_09655
ko:K07497	bmai:DM57_2169
ko:K08678	bmai:DM57_06185
ko:K05875	bmai:DM57_06720
ko:K01710	bmai:DM57_790
ko:K07326	bmai:DM57_07210
ko:K03293	bmai:DM57_12000
ko:K10439	bmai:DM57_12365
ko:K07485	bmai:DM57_10940
ko:K07485	bmai:DM57_665
ko:K00249	bmai:DM57_609
ko:K03328	bmai:DM57_971
ko:K00146	bmai:DM57_1515
ko:K01167	bmai:DM57_1246
ko:K00102	bmai:DM57_1191
ko:K07011	bmai:DM57_782
ko:K02351	bmai:DM57_2580
ko:K03296	bmai:DM57_462
ko:K05799	bmai:DM57_08700
ko:K16011	bmai:DM57_2188
ko:K00249	bmai:DM57_1815
ko:K07497	bmai:DM57_2465
ko:K19339	bmai:DM57_210
ko:K19265	bmai:DM57_1921
ko:K01066	bmai:DM57_266
ko:K01785	bmai:DM57_1252
ko:K04771	bmai:DM57_2558
ko:K14232	bmai:DM57_2865
ko:K14232	bmai:DM57_1296
ko:K14232	bmai:DM57_129
ko:K14234	bmai:DM57_1419
ko:K14224	bmai:DM57_422
ko:K14218	bmai:DM57_423
ko:K01992	bmai:DM57_05645
ko:K14218	bmai:DM57_1557
ko:K14219	bmai:DM57_877
ko:K14219	bmai:DM57_878
ko:K14230	bmai:DM57_2308
ko:K14228	bmai:DM57_2664
ko:K14228	bmai:DM57_633
ko:K14228	bmai:DM57_12405
ko:K03722	bmai:DM57_3081
ko:K19337	bmai:DM57_1220
ko:K07497	bmai:DM57_3112
ko:K07497	bmai:DM57_2825
ko:K07497	bmai:DM57_1058
ko:K07497	bmai:DM57_15600
ko:K07497	bmai:DM57_134
ko:K07497	bmai:DM57_101
ko:K07497	bmai:DM57_2129
ko:K07497	bmai:DM57_1423
ko:K07497	bmai:DM57_977
ko:K07497	bmai:DM57_06335
ko:K07497	bmai:DM57_15495
ko:K07497	bmai:DM57_957
ko:K07497	bmai:DM57_2954
ko:K07497	bmai:DM57_2920
ko:K07497	bmai:DM57_1300
ko:K07497	bmai:DM57_2876
ko:K07497	bmai:DM57_2601
ko:K07497	bmai:DM57_15450
ko:K07497	bmai:DM57_09895
ko:K07497	bmai:DM57_15995
ko:K07497	bmai:DM57_07740
ko:K07497	bmai:DM57_12750
ko:K07497	bmai:DM57_13445
ko:K07497	bmai:DM57_08805
ko:K07497	bmai:DM57_11115
ko:K07497	bmai:DM57_11120
ko:K07497	bmai:DM57_12770
ko:K07497	bmai:DM57_14710
ko:K07497	bmai:DM57_14050
ko:K07497	bmai:DM57_14495
ko:K07497	bmai:DM57_14500
ko:K19342	bmai:DM57_206
ko:K00529	bmai:DM57_10420
ko:K09690	bmai:DM57_786
ko:K09691	bmai:DM57_785
ko:K09459	bmai:DM57_07160
ko:K04771	bmai:DM57_2335
ko:K14234	bmai:DM57_1487
ko:K13790	bmai:DM57_08340
ko:K19302	bmai:DM57_05110
ko:K19340	bmai:DM57_204
ko:K19341	bmai:DM57_205
ko:K18816	bmai:DM57_06980
ko:K11209	bmai:DM57_1122
ko:K21308	bmai:DM57_05900
ko:K15669	bmai:DM57_1069
ko:K19577	bmai:DM57_2261
ko:K19577	bmai:DM57_841
ko:K00525	bmai:DM57_1281
ko:K00799	bmai:DM57_1973
ko:K00525	bmai:DM57_05990
ko:K01978	bmai:DM57_16095
ko:K14219	bmai:DM57_2506
ko:K14219	bmai:DM57_1654
ko:K14220	bmai:DM57_2526
ko:K14220	bmai:DM57_2527
ko:K14225	bmai:DM57_2573
ko:K14225	bmai:DM57_2574
ko:K14237	bmai:DM57_119
ko:K14237	bmai:DM57_293
ko:K14237	bmai:DM57_568
ko:K14229	bmai:DM57_872
ko:K14229	bmai:DM57_2036
ko:K14235	bmai:DM57_1417
ko:K14236	bmai:DM57_1422
ko:K14223	bmai:DM57_1777
ko:K14231	bmai:DM57_2052
ko:K01977	bmai:DM57_09875
ko:K01977	bmai:DM57_596
ko:K01977	bmai:DM57_1342
ko:K01977	bmai:DM57_12790
ko:K01985	bmai:DM57_09890
ko:K01985	bmai:DM57_1337
ko:K01985	bmai:DM57_12775
ko:K01980	bmai:DM57_09885
ko:K01980	bmai:DM57_1338
ko:K01980	bmai:DM57_12780
ko:K19670	bmai:DM57_09860
ko:K14225	bmai:DM57_943
ko:K14228	bmai:DM57_3140
ko:K14228	bmai:DM57_3138
ko:K14225	bmai:DM57_1420
ko:K14222	bmai:DM57_2575
ko:K14230	bmai:DM57_3155
ko:K14230	bmai:DM57_541
ko:K14230	bmai:DM57_13770
ko:K14219	bmai:DM57_09975
ko:K14238	bmai:DM57_07590
ko:K14226	bmai:DM57_3171
ko:K14221	bmai:DM57_288
ko:K14221	bmai:DM57_421
ko:K14234	bmai:DM57_2492
ko:K14228	bmai:DM57_308
ko:K14233	bmai:DM57_467
ko:K14233	bmai:DM57_886
ko:K14233	bmai:DM57_900
ko:K14233	bmai:DM57_07060
ko:K14218	bmai:DM57_09880
ko:K14218	bmai:DM57_12785
ko:K14218	bmai:DM57_594
ko:K14218	bmai:DM57_1340
ko:K00992	bmai:DM57_2241
ko:K19666	bmai:DM57_10330
ko:K14222	bmai:DM57_10955
ko:K07666	bmai:DM57_2333
ko:K19743	bmai:DM57_10585
ko:K19731	bmai:DM57_08095
ko:K20250	bmai:DM57_08085
ko:K06131	bmai:DM57_2231
ko:K19784	bmai:DM57_14675
ko:K07119	bmai:DM57_267
ko:K07119	bmai:DM57_11185
ko:K07119	bmai:DM57_14145
ko:K06132	bmai:DM57_14340
ko:K08744	bmai:DM57_2572
ko:K07147	bmai:DM57_1425
ko:K15777	bmai:DM57_13020
ko:K19804	bmai:DM57_2451
ko:K08992	bmai:DM57_2452
ko:K19813	bmai:DM57_10785
ko:K21636	bmai:DM57_2641
ko:K14731	bmai:DM57_2208
ko:K09796	bmai:DM57_2581
ko:K20034	bmai:DM57_274
ko:K00817	bmai:DM57_98
ko:K20273	bmai:DM57_08175
ko:K20274	bmai:DM57_13075
ko:K11900	bmai:DM57_06485
ko:K13061	bmai:DM57_10320
ko:K18379	bmai:DM57_07835
ko:K20332	bmai:DM57_11445
ko:K00507	bmai:DM57_1014
ko:K20455	bmai:DM57_06685
ko:K20429	bmai:DM57_1630
ko:K20329	bmai:DM57_593
ko:K20542	bmai:DM57_08020
ko:K09788	bmai:DM57_06690
ko:K08282	bmai:DM57_13505
ko:K02482	bmai:DM57_07675
ko:K20541	bmai:DM57_08015
ko:K22131	bmai:DM57_12655
ko:K20866	bmai:DM57_12625
ko:K02487	bmai:DM57_07905
ko:K01214	bmai:DM57_2889
ko:K20938	bmai:DM57_09645
ko:K20940	bmai:DM57_4923
ko:K21105	bmai:DM57_12375
ko:K21061	bmai:DM57_08770
ko:K21062	bmai:DM57_08760
ko:K21053	bmai:DM57_2482
ko:K00840	bmai:DM57_2606
ko:K21023	bmai:DM57_12230
ko:K08968	bmai:DM57_2576
ko:K13609	bmai:DM57_08740
ko:K13877	bmai:DM57_08745
ko:K21801	bmai:DM57_13645
ko:K13877	bmai:DM57_05185
ko:K21029	bmai:DM57_1865
ko:K08261	bmai:DM57_2356
ko:K00526	bmai:DM57_1280
ko:K03676	bmai:DM57_1861
ko:K01520	bmai:DM57_1022
ko:K02314	bmai:DM57_3014
ko:K00287	bmai:DM57_2413
ko:K00560	bmai:DM57_2407
ko:K03553	bmai:DM57_2304
ko:K06217	bmai:DM57_2258
ko:K17733	bmai:DM57_15445
ko:K02316	bmai:DM57_13785
ko:K05874	bmai:DM57_1610
ko:K02335	bmai:DM57_13865
ko:K05375	bmai:DM57_96
ko:K05375	bmai:DM57_35
ko:K02032	bmai:DM57_10635
ko:K08100	bmai:DM57_2511
ko:K13993	bmai:DM57_2807
ko:K02483	bmai:DM57_2305
ko:K05710	bmai:DM57_10360
ko:K00249	bmai:DM57_566
ko:K03293	bmai:DM57_1556
ko:K02482	bmai:DM57_12180
ko:K09983	bmai:DM57_41
ko:K03328	bmai:DM57_2186
ko:K21307	bmai:DM57_05905
ko:K21309	bmai:DM57_05895
ko:K03892	bmai:DM57_12715
ko:K21449	bmai:DM57_2904
ko:K21420	bmai:DM57_3152
ko:K01451	bmai:DM57_06355
ko:K01420	bmai:DM57_05170
ko:K01420	bmai:DM57_05765
ko:K21699	bmai:DM57_10140
ko:K10026	bmai:DM57_2054
ko:K21563	bmai:DM57_2633
ko:K10914	bmai:DM57_1040
ko:K21645	bmai:DM57_1213
ko:K21757	bmai:DM57_14435
ko:K00043	bmai:DM57_2961
ko:K21802	bmai:DM57_12395
ko:K21825	bmai:DM57_2605
ko:K21826	bmai:DM57_13165
ko:K21826	bmai:DM57_12685
ko:K21833	bmai:DM57_13145
ko:K21834	bmai:DM57_13140
ko:K08994	bmai:DM57_10740
ko:K21832	bmai:DM57_13120
ko:K21948	bmai:DM57_12640
ko:K05802	bmai:DM57_211
ko:K22003	bmai:DM57_831
ko:K22025	bmai:DM57_12660
ko:K03741	bmai:DM57_12725
ko:K22130	bmai:DM57_12645
ko:K22132	bmai:DM57_2386
ko:K08319	bmai:DM57_12635
ko:K00090	bmai:DM57_2532
ko:K03595	bmai:DM57_2563
ko:K22067	bmai:DM57_11250
ko:K07183	bmai:DM57_11255
ko:K22185	bmai:DM57_1253
ko:K22292	bmai:DM57_2464
ko:K22252	bmai:DM57_07430
ko:K02257	bmai:DM57_1844
ko:K00611	bmai:DM57_2400
ko:K11206	bmai:DM57_1113
ko:K22488	bmai:DM57_08220
ko:K00424	bmai:DM57_217
ko:K22487	bmai:DM57_08210
ko:K00424	bmai:DM57_1833
ko:K22505	bmai:DM57_08205
ko:K22512	bmai:DM57_08245
ko:K22504	bmai:DM57_08230
ko:K22506	bmai:DM57_08250
ko:K22507	bmai:DM57_08270
ko:K22508	bmai:DM57_08275
ko:K22509	bmai:DM57_08280
ko:K22510	bmai:DM57_08285
ko:K22511	bmai:DM57_08235
ko:K22550	bmai:DM57_08775
ko:K01007	bmai:DM57_362
ko:K22549	bmai:DM57_08780
