ko:K16238	kpj:N559_4105
ko:K00997	kpj:N559_1365
ko:K11991	kpj:N559_1369
ko:K01952	kpj:N559_1372
ko:K07711	kpj:N559_1373
ko:K07715	kpj:N559_1375
ko:K04751	kpj:N559_1376
ko:K05916	kpj:N559_1377
ko:K00600	kpj:N559_1378
ko:K15977	kpj:N559_1379
ko:K05820	kpj:N559_1384
ko:K06966	kpj:N559_2284
ko:K03327	kpj:N559_2285
ko:K00793	kpj:N559_2286
ko:K00574	kpj:N559_2287
ko:K04564	kpj:N559_2291
ko:K07390	kpj:N559_2294
ko:K03683	kpj:N559_2295
ko:K10680	kpj:N559_2297
ko:K16137	kpj:N559_2298
ko:K06938	kpj:N559_2299
ko:K06077	kpj:N559_2307
ko:K09001	kpj:N559_2308
ko:K01866	kpj:N559_2311
ko:K00868	kpj:N559_2312
ko:K03305	kpj:N559_2314
ko:K10773	kpj:N559_2317
ko:K01223	kpj:N559_2326
ko:K03980	kpj:N559_3208
ko:K09915	kpj:N559_3210
ko:K03790	kpj:N559_3211
ko:K08162	kpj:N559_3212
ko:K01465	kpj:N559_3214
ko:K12149	kpj:N559_3216
ko:K12148	kpj:N559_3217
ko:K02846	kpj:N559_3218
ko:K07146	kpj:N559_3219
ko:K02517	kpj:N559_3220
ko:K12147	kpj:N559_3223
ko:K03669	kpj:N559_3225
ko:K03670	kpj:N559_3226
ko:K11941	kpj:N559_3227
ko:K12972	kpj:N559_3233
ko:K06911	kpj:N559_3235
ko:K16301	kpj:N559_3239
ko:K07224	kpj:N559_3240
ko:K07243	kpj:N559_3241
ko:K13821	kpj:N559_3245
ko:K09018	kpj:N559_3248
ko:K09021	kpj:N559_3250
ko:K09023	kpj:N559_3251
ko:K09024	kpj:N559_3254
ko:K09016	kpj:N559_3255
ko:K03809	kpj:N559_3258
ko:K01085	kpj:N559_3260
ko:K07124	kpj:N559_3262
ko:K14052	kpj:N559_3265
ko:K02041	kpj:N559_4125
ko:K02044	kpj:N559_4126
ko:K02042	kpj:N559_4127
ko:K02042	kpj:N559_4128
ko:K11929	kpj:N559_4133
ko:K14230	kpj:N559_t006
ko:K14221	kpj:N559_t056
ko:K14221	kpj:N559_t080
ko:K14221	kpj:N559_t057
ko:K14237	kpj:N559_t038
ko:K14237	kpj:N559_t037
ko:K14222	kpj:N559_t032
ko:K14219	kpj:N559_t054
ko:K14230	kpj:N559_t049
ko:K14228	kpj:N559_t004
ko:K02024	kpj:N559_0086
ko:K02759	kpj:N559_0087
ko:K02761	kpj:N559_0088
ko:K02760	kpj:N559_0089
ko:K16516	kpj:N559_0093
ko:K16515	kpj:N559_0094
ko:K10218	kpj:N559_0095
ko:K16514	kpj:N559_0096
ko:K11191	kpj:N559_0100
ko:K11192	kpj:N559_0100
ko:K07106	kpj:N559_0101
ko:K07552	kpj:N559_0102
ko:K07006	kpj:N559_0112
ko:K09958	kpj:N559_0113
ko:K02073	kpj:N559_0116
ko:K13979	kpj:N559_0121
ko:K01811	kpj:N559_0127
ko:K02749	kpj:N559_0130
ko:K02750	kpj:N559_0130
ko:K16345	kpj:N559_0132
ko:K03312	kpj:N559_0134
ko:K00864	kpj:N559_0135
ko:K02440	kpj:N559_0136
ko:K09892	kpj:N559_0137
ko:K02048	kpj:N559_0138
ko:K01521	kpj:N559_0139
ko:K01803	kpj:N559_0141
ko:K10195	kpj:N559_0979
ko:K10194	kpj:N559_0980
ko:K01586	kpj:N559_0985
ko:K02761	kpj:N559_0987
ko:K02529	kpj:N559_0991
ko:K05939	kpj:N559_0992
ko:K08227	kpj:N559_0993
ko:K03573	kpj:N559_0997
ko:K08311	kpj:N559_0999
ko:K08484	kpj:N559_1000
ko:K13292	kpj:N559_1001
ko:K02679	kpj:N559_1003
ko:K02680	kpj:N559_1004
ko:K02681	kpj:N559_1006
ko:K03583	kpj:N559_1007
ko:K01407	kpj:N559_1008
ko:K03582	kpj:N559_1009
ko:K14682	kpj:N559_1013
ko:K01448	kpj:N559_1014
ko:K16651	kpj:N559_1016
ko:K04029	kpj:N559_1018
ko:K04031	kpj:N559_1019
ko:K13922	kpj:N559_1023
ko:K13920	kpj:N559_1032
ko:K13919	kpj:N559_1033
ko:K03808	kpj:N559_1914
ko:K03607	kpj:N559_1916
ko:K03797	kpj:N559_1917
ko:K03799	kpj:N559_1918
ko:K08169	kpj:N559_1919
ko:K03704	kpj:N559_1924
ko:K03587	kpj:N559_1925
ko:K00563	kpj:N559_1926
ko:K01752	kpj:N559_1934
ko:K01665	kpj:N559_1936
ko:K09917	kpj:N559_1937
ko:K07285	kpj:N559_1941
ko:K03684	kpj:N559_1943
ko:K03608	kpj:N559_1944
ko:K03609	kpj:N559_1945
ko:K03610	kpj:N559_1946
ko:K09160	kpj:N559_1949
ko:K03611	kpj:N559_1951
ko:K03314	kpj:N559_1953
ko:K03603	kpj:N559_1954
ko:K00285	kpj:N559_1957
ko:K01775	kpj:N559_1958
ko:K08308	kpj:N559_1961
ko:K07395	kpj:N559_1971
ko:K02612	kpj:N559_2859
ko:K02611	kpj:N559_2860
ko:K02610	kpj:N559_2861
ko:K02609	kpj:N559_2862
ko:K02618	kpj:N559_2863
ko:K00077	kpj:N559_2867
ko:K14063	kpj:N559_2869
ko:K09978	kpj:N559_2870
ko:K03778	kpj:N559_2874
ko:K03737	kpj:N559_2877
ko:K14058	kpj:N559_2881
ko:K05591	kpj:N559_2882
ko:K16074	kpj:N559_2883
ko:K11734	kpj:N559_2888
ko:K00832	kpj:N559_2891
ko:K02071	kpj:N559_2893
ko:K02073	kpj:N559_2894
ko:K11906	kpj:N559_2910
ko:K11895	kpj:N559_2911
ko:K11896	kpj:N559_2912
ko:K11910	kpj:N559_2913
ko:K11891	kpj:N559_2915
ko:K00694	kpj:N559_0259
ko:K00694	kpj:N559_0269
ko:K11103	kpj:N559_0275
ko:K00874	kpj:N559_0277
ko:K07290	kpj:N559_0279
ko:K07058	kpj:N559_0281
ko:K01194	kpj:N559_0285
ko:K07115	kpj:N559_0289
ko:K01414	kpj:N559_0291
ko:K15984	kpj:N559_0292
ko:K03305	kpj:N559_0293
ko:K16322	kpj:N559_0296
ko:K07007	kpj:N559_0297
ko:K06213	kpj:N559_0298
ko:K07722	kpj:N559_0299
ko:K15586	kpj:N559_0302
ko:K15585	kpj:N559_0303
ko:K15584	kpj:N559_0304
ko:K13727	kpj:N559_0306
ko:K07806	kpj:N559_0307
ko:K10012	kpj:N559_0308
ko:K10011	kpj:N559_0309
ko:K13014	kpj:N559_0310
ko:K07264	kpj:N559_0311
ko:K12962	kpj:N559_0312
ko:K12963	kpj:N559_0313
ko:K09125	kpj:N559_0317
ko:K01534	kpj:N559_0319
ko:K02761	kpj:N559_1160
ko:K02760	kpj:N559_1161
ko:K02761	kpj:N559_1162
ko:K16077	kpj:N559_1163
ko:K01223	kpj:N559_1165
ko:K15836	kpj:N559_1166
ko:K04653	kpj:N559_1170
ko:K04651	kpj:N559_1172
ko:K15833	kpj:N559_1173
ko:K15827	kpj:N559_1174
ko:K15828	kpj:N559_1175
ko:K15829	kpj:N559_1176
ko:K15830	kpj:N559_1177
ko:K15831	kpj:N559_1178
ko:K15832	kpj:N559_1179
ko:K15834	kpj:N559_1180
ko:K08315	kpj:N559_1181
ko:K01223	kpj:N559_1183
ko:K02752	kpj:N559_1184
ko:K02753	kpj:N559_1184
ko:K03487	kpj:N559_1185
ko:K04656	kpj:N559_1188
ko:K07241	kpj:N559_1189
ko:K12265	kpj:N559_1190
ko:K12264	kpj:N559_1191
ko:K12266	kpj:N559_1193
ko:K02467	kpj:N559_1194
ko:K02468	kpj:N559_1195
ko:K02781	kpj:N559_1198
ko:K03565	kpj:N559_1207
ko:K01872	kpj:N559_1208
ko:K01919	kpj:N559_1213
ko:K07173	kpj:N559_1214
ko:K01868	kpj:N559_2102
ko:K02520	kpj:N559_2103
ko:K02916	kpj:N559_2104
ko:K02887	kpj:N559_2105
ko:K01889	kpj:N559_2106
ko:K01890	kpj:N559_2107
ko:K04764	kpj:N559_2108
ko:K00285	kpj:N559_2110
ko:K06073	kpj:N559_2113
ko:K02073	kpj:N559_2114
ko:K00432	kpj:N559_2115
ko:K06074	kpj:N559_2116
ko:K01626	kpj:N559_2121
ko:K09773	kpj:N559_2122
ko:K00549	kpj:N559_2131
ko:K02013	kpj:N559_2133
ko:K02015	kpj:N559_2134
ko:K02016	kpj:N559_2135
ko:K05997	kpj:N559_2146
ko:K09014	kpj:N559_2147
ko:K09013	kpj:N559_2148
ko:K09015	kpj:N559_2149
ko:K11717	kpj:N559_2150
ko:K02426	kpj:N559_2151
ko:K00873	kpj:N559_2155
ko:K07038	kpj:N559_3041
ko:K06956	kpj:N559_3042
ko:K15722	kpj:N559_3043
ko:K03781	kpj:N559_3044
ko:K03490	kpj:N559_3047
ko:K02759	kpj:N559_3048
ko:K02761	kpj:N559_3049
ko:K02760	kpj:N559_3051
ko:K04064	kpj:N559_3052
ko:K05984	kpj:N559_3054
ko:K05526	kpj:N559_3056
ko:K01484	kpj:N559_3057
ko:K06447	kpj:N559_3058
ko:K00673	kpj:N559_3059
ko:K00840	kpj:N559_3060
ko:K01142	kpj:N559_3061
ko:K05777	kpj:N559_3065
ko:K05778	kpj:N559_3066
ko:K08320	kpj:N559_3070
ko:K00262	kpj:N559_3072
ko:K01008	kpj:N559_3075
ko:K09474	kpj:N559_3076
ko:K04773	kpj:N559_3080
ko:K08281	kpj:N559_3082
ko:K08369	kpj:N559_3083
ko:K08369	kpj:N559_3089
ko:K09916	kpj:N559_3093
ko:K04079	kpj:N559_3946
ko:K06187	kpj:N559_3947
ko:K09747	kpj:N559_3948
ko:K02343	kpj:N559_3949
ko:K00759	kpj:N559_3950
ko:K09790	kpj:N559_3951
ko:K05802	kpj:N559_3955
ko:K03577	kpj:N559_3956
ko:K02919	kpj:N559_3967
ko:K02909	kpj:N559_3968
ko:K02024	kpj:N559_3971
ko:K12308	kpj:N559_3973
ko:K01224	kpj:N559_3974
ko:K15772	kpj:N559_3975
ko:K15771	kpj:N559_3976
ko:K10111	kpj:N559_3979
ko:K07443	kpj:N559_3988
ko:K09914	kpj:N559_3989
ko:K10805	kpj:N559_3990
ko:K03320	kpj:N559_3991
ko:K04752	kpj:N559_3992
ko:K05800	kpj:N559_3996
ko:K01738	kpj:N559_3997
ko:K11938	kpj:N559_3998
ko:K06920	kpj:N559_4000
ko:K12500	kpj:N559_4001
ko:K02237	kpj:N559_4002
ko:K03770	kpj:N559_4003
ko:K03530	kpj:N559_4004
ko:K01338	kpj:N559_4006
ko:K00901	kpj:N559_4870
ko:K00631	kpj:N559_4871
ko:K03179	kpj:N559_4872
ko:K03181	kpj:N559_4873
ko:K05775	kpj:N559_4874
ko:K02024	kpj:N559_4875
ko:K10111	kpj:N559_4876
ko:K10108	kpj:N559_4877
ko:K10109	kpj:N559_4878
ko:K10110	kpj:N559_4879
ko:K13256	kpj:N559_4880
ko:K01810	kpj:N559_4888
ko:K00928	kpj:N559_4889
ko:K03453	kpj:N559_4890
ko:K06182	kpj:N559_4892
ko:K02812	kpj:N559_4895
ko:K02813	kpj:N559_4896
ko:K02814	kpj:N559_4897
ko:K02815	kpj:N559_4898
ko:K00014	kpj:N559_4900
ko:K03324	kpj:N559_4901
ko:K00906	kpj:N559_4904
ko:K01637	kpj:N559_4905
ko:K01638	kpj:N559_4906
ko:K00651	kpj:N559_4907
ko:K03827	kpj:N559_4908
ko:K00602	kpj:N559_4909
ko:K01945	kpj:N559_4910
ko:K07803	kpj:N559_4913
ko:K05787	kpj:N559_4915
ko:K09891	kpj:N559_4916
ko:K05982	kpj:N559_4917
ko:K01599	kpj:N559_4918
ko:K03426	kpj:N559_4919
ko:K07740	kpj:N559_4920
ko:K03147	kpj:N559_4921
ko:K00931	kpj:N559_4134
ko:K07733	kpj:N559_4142
ko:K03556	kpj:N559_4148
ko:K00627	kpj:N559_4151
ko:K00382	kpj:N559_4152
ko:K00880	kpj:N559_4156
ko:K09982	kpj:N559_4162
ko:K15737	kpj:N559_4163
ko:K15736	kpj:N559_4164
ko:K11735	kpj:N559_4167
ko:K15735	kpj:N559_4168
ko:K11926	kpj:N559_4169
ko:K11750	kpj:N559_4170
ko:K02346	kpj:N559_4174
ko:K05952	kpj:N559_4176
ko:K01776	kpj:N559_5023
ko:K16092	kpj:N559_5024
ko:K00322	kpj:N559_5028
ko:K04761	kpj:N559_5029
ko:K01755	kpj:N559_5030
ko:K00930	kpj:N559_5031
ko:K00145	kpj:N559_5032
ko:K01438	kpj:N559_5033
ko:K01595	kpj:N559_5034
ko:K00005	kpj:N559_5038
ko:K00297	kpj:N559_5040
ko:K12525	kpj:N559_5045
ko:K03764	kpj:N559_5047
ko:K02909	kpj:N559_5048
ko:K04066	kpj:N559_5049
ko:K03591	kpj:N559_5051
ko:K01419	kpj:N559_5052
ko:K03667	kpj:N559_5053
ko:K02548	kpj:N559_5054
ko:K02553	kpj:N559_5055
ko:K00850	kpj:N559_5056
ko:K04564	kpj:N559_5062
ko:K02856	kpj:N559_5063
ko:K02854	kpj:N559_5064
ko:K00848	kpj:N559_5066
ko:K10559	kpj:N559_5069
ko:K10562	kpj:N559_5070
ko:K10560	kpj:N559_5071
ko:K03534	kpj:N559_5074
ko:K02532	kpj:N559_5075
ko:K14231	kpj:N559_t007
ko:K14231	kpj:N559_t067
ko:K00130	kpj:N559_3742
ko:K09472	kpj:N559_3269
ko:K19789	kpj:N559_1636
ko:K03292	kpj:N559_4579
ko:K02058	kpj:N559_4546
ko:K01069	kpj:N559_4193
ko:K05799	kpj:N559_4310
ko:K03292	kpj:N559_0126
ko:K01130	kpj:N559_3813
ko:K02778	kpj:N559_3972
ko:K04772	kpj:N559_0530
ko:K02058	kpj:N559_4677
ko:K00108	kpj:N559_3743
ko:K03767	kpj:N559_0405
ko:K03892	kpj:N559_5272
ko:K03892	kpj:N559_0930
ko:K01791	kpj:N559_4999
ko:K01840	kpj:N559_1768
ko:K00839	kpj:N559_2540
ko:K08485	kpj:N559_0551
ko:K02614	kpj:N559_2854
ko:K07459	kpj:N559_3370
ko:K14742	kpj:N559_1940
ko:K01487	kpj:N559_2509
ko:K00042	kpj:N559_0632
ko:K19745	kpj:N559_1819
ko:K13638	kpj:N559_0460
ko:K13695	kpj:N559_2117
ko:K00537	kpj:N559_5276
ko:K00537	kpj:N559_0932
ko:K03566	kpj:N559_1808
ko:K03566	kpj:N559_3737
ko:K07684	kpj:N559_2063
ko:K03566	kpj:N559_3013
ko:K06518	kpj:N559_4828
ko:K08194	kpj:N559_4360
ko:K02809	kpj:N559_3833
ko:K02810	kpj:N559_3833
ko:K08194	kpj:N559_0046
ko:K02477	kpj:N559_1695
ko:K01497	kpj:N559_3002
ko:K00632	kpj:N559_4949
ko:K08194	kpj:N559_2160
ko:K02768	kpj:N559_2558
ko:K00146	kpj:N559_3804
ko:K06518	kpj:N559_1674
ko:K01739	kpj:N559_5046
ko:K02615	kpj:N559_2853
ko:K17758	kpj:N559_4730
ko:K17759	kpj:N559_4730
ko:K00344	kpj:N559_4860
ko:K11747	kpj:N559_0418
ko:K00146	kpj:N559_2868
ko:K00971	kpj:N559_1767
ko:K00632	kpj:N559_1527
ko:K00529	kpj:N559_0870
ko:K03772	kpj:N559_0422
ko:K01485	kpj:N559_0403
ko:K02226	kpj:N559_3652
ko:K03566	kpj:N559_1065
ko:K05540	kpj:N559_0499
ko:K00884	kpj:N559_3171
ko:K01183	kpj:N559_3091
ko:K01139	kpj:N559_0148
ko:K00254	kpj:N559_3307
ko:K01190	kpj:N559_5385
ko:K02477	kpj:N559_1514
ko:K11928	kpj:N559_3244
ko:K00661	kpj:N559_3961
ko:K17737	kpj:N559_2239
ko:K01187	kpj:N559_3479
ko:K02769	kpj:N559_2559
ko:K00557	kpj:N559_5025
ko:K18140	kpj:N559_0476
ko:K03585	kpj:N559_3957
ko:K02794	kpj:N559_3776
ko:K02031	kpj:N559_2433
ko:K02032	kpj:N559_2433
ko:K07483	kpj:N559_5153
ko:K11645	kpj:N559_1710
ko:K01758	kpj:N559_0771
ko:K07645	kpj:N559_0739
ko:K07481	kpj:N559_5258
ko:K02031	kpj:N559_5149
ko:K02032	kpj:N559_5149
ko:K17938	kpj:N559_4093
ko:K02032	kpj:N559_2265
ko:K18325	kpj:N559_3768
ko:K12064	kpj:N559_5349
ko:K08351	kpj:N559_3683
ko:K05396	kpj:N559_1842
ko:K03719	kpj:N559_3359
ko:K02464	kpj:N559_4270
ko:K00956	kpj:N559_1119
ko:K02058	kpj:N559_3702
ko:K07483	kpj:N559_0084
ko:K07483	kpj:N559_0249
ko:K07483	kpj:N559_1661
ko:K07483	kpj:N559_3078
ko:K07483	kpj:N559_3762
ko:K07483	kpj:N559_4783
ko:K03719	kpj:N559_2071
ko:K03366	kpj:N559_2227
ko:K02770	kpj:N559_2560
ko:K01485	kpj:N559_3694
ko:K03668	kpj:N559_2875
ko:K06122	kpj:N559_0689
ko:K00086	kpj:N559_0685
ko:K15373	kpj:N559_3751
ko:K07506	kpj:N559_2350
ko:K13053	kpj:N559_3295
ko:K17214	kpj:N559_3837
ko:K10014	kpj:N559_1553
ko:K10038	kpj:N559_3495
ko:K03445	kpj:N559_0075
ko:K02031	kpj:N559_1724
ko:K02031	kpj:N559_2266
ko:K03446	kpj:N559_2524
ko:K04103	kpj:N559_1511
ko:K00001	kpj:N559_5073
ko:K11745	kpj:N559_4386
ko:K04771	kpj:N559_4238
ko:K01582	kpj:N559_4214
ko:K01582	kpj:N559_3848
ko:K18142	kpj:N559_0474
ko:K21449	kpj:N559_3865
ko:K18143	kpj:N559_2222
ko:K18144	kpj:N559_2223
ko:K01652	kpj:N559_0877
ko:K09017	kpj:N559_3247
ko:K01485	kpj:N559_2250
ko:K00996	kpj:N559_1753
ko:K21430	kpj:N559_3462
ko:K06120	kpj:N559_0687
ko:K06121	kpj:N559_0688
ko:K00879	kpj:N559_1071
ko:K01007	kpj:N559_2124
ko:K08351	kpj:N559_0242
ko:K06223	kpj:N559_1280
ko:K07782	kpj:N559_1845
ko:K00520	kpj:N559_5160
ko:K01185	kpj:N559_1294
ko:K01185	kpj:N559_3427
ko:K01175	kpj:N559_3620
ko:K18325	kpj:N559_4848
ko:K08156	kpj:N559_2430
ko:K19586	kpj:N559_1267
ko:K07713	kpj:N559_4911
ko:K18320	kpj:N559_5251
ko:K18320	kpj:N559_5181
ko:K18320	kpj:N559_5241
ko:K18320	kpj:N559_5250
ko:K07165	kpj:N559_5141
ko:K18324	kpj:N559_1451
ko:K18326	kpj:N559_1730
ko:K00138	kpj:N559_1244
ko:K04065	kpj:N559_4457
ko:K00984	kpj:N559_5186
ko:K04753	kpj:N559_0745
ko:K03293	kpj:N559_4989
ko:K02483	kpj:N559_2493
ko:K19587	kpj:N559_1265
ko:K00433	kpj:N559_1810
ko:K13631	kpj:N559_2292
ko:K03673	kpj:N559_3237
ko:K00059	kpj:N559_4157
ko:K09936	kpj:N559_2522
ko:K11382	kpj:N559_2583
ko:K01551	kpj:N559_5278
ko:K03704	kpj:N559_0822
ko:K02532	kpj:N559_5383
ko:K07307	kpj:N559_2746
ko:K07106	kpj:N559_2772
ko:K11903	kpj:N559_4586
ko:K02015	kpj:N559_3719
ko:K03292	kpj:N559_1966
ko:K11910	kpj:N559_2914
ko:K01193	kpj:N559_3834
ko:K04750	kpj:N559_4793
ko:K13497	kpj:N559_3017
ko:K00101	kpj:N559_2141
ko:K18476	kpj:N559_5190
ko:K11904	kpj:N559_2924
ko:K18471	kpj:N559_3085
ko:K18446	kpj:N559_0720
ko:K16235	kpj:N559_4103
ko:K11904	kpj:N559_2004
ko:K00681	kpj:N559_0347
ko:K00335	kpj:N559_1578
ko:K18590	kpj:N559_5185
ko:K19504	kpj:N559_4483
ko:K02532	kpj:N559_3464
ko:K18698	kpj:N559_5242
ko:K18767	kpj:N559_5233
ko:K18640	kpj:N559_4786
ko:K18697	kpj:N559_1368
ko:K18691	kpj:N559_1370
ko:K18765	kpj:N559_0510
ko:K18699	kpj:N559_2715
ko:K11741	kpj:N559_4745
ko:K06218	kpj:N559_4652
ko:K18845	kpj:N559_5243
ko:K18850	kpj:N559_3161
ko:K18889	kpj:N559_3995
ko:K18827	kpj:N559_1771
ko:K21645	kpj:N559_1988
ko:K18900	kpj:N559_1271
ko:K18920	kpj:N559_0229
ko:K12994	kpj:N559_1773
ko:K12995	kpj:N559_1774
ko:K18850	kpj:N559_4554
ko:K09690	kpj:N559_1769
ko:K20861	kpj:N559_3454
ko:K20866	kpj:N559_5101
ko:K20881	kpj:N559_0385
ko:K20862	kpj:N559_4978
ko:K18800	kpj:N559_0896
ko:K18778	kpj:N559_4324
ko:K18831	kpj:N559_5338
ko:K18918	kpj:N559_4653
ko:K18657	kpj:N559_3306
ko:K18954	kpj:N559_4472
ko:K07480	kpj:N559_5165
ko:K07480	kpj:N559_5174
ko:K09691	kpj:N559_1770
ko:K07483	kpj:N559_5156
ko:K18916	kpj:N559_5253
ko:K05785	kpj:N559_4953
ko:K04565	kpj:N559_2301
ko:K03496	kpj:N559_4137
ko:K01856	kpj:N559_2415
ko:K07724	kpj:N559_0569
ko:K08363	kpj:N559_5158
ko:K03497	kpj:N559_5175
ko:K03496	kpj:N559_5191
ko:K08722	kpj:N559_1571
ko:K03674	kpj:N559_3401
ko:K11685	kpj:N559_5192
ko:K03169	kpj:N559_5194
ko:K03205	kpj:N559_5199
ko:K03196	kpj:N559_5200
ko:K03204	kpj:N559_5202
ko:K03203	kpj:N559_5203
ko:K03201	kpj:N559_5204
ko:K03194	kpj:N559_5207
ko:K06218	kpj:N559_5210
ko:K03196	kpj:N559_5240
ko:K18476	kpj:N559_5245
ko:K03646	kpj:N559_2566
ko:K07480	kpj:N559_5259
ko:K05839	kpj:N559_5267
ko:K11811	kpj:N559_5281
ko:K07810	kpj:N559_5299
ko:K07796	kpj:N559_5300
ko:K07480	kpj:N559_5303
ko:K15773	kpj:N559_2641
ko:K07480	kpj:N559_5306
ko:K03497	kpj:N559_5313
ko:K03502	kpj:N559_5314
ko:K03503	kpj:N559_5315
ko:K03497	kpj:N559_5326
ko:K12068	kpj:N559_5344
ko:K12067	kpj:N559_5345
ko:K12066	kpj:N559_5346
ko:K12065	kpj:N559_5347
ko:K12061	kpj:N559_5358
ko:K12060	kpj:N559_5359
ko:K12059	kpj:N559_5360
ko:K12058	kpj:N559_5361
ko:K12057	kpj:N559_5364
ko:K07724	kpj:N559_0820
ko:K07724	kpj:N559_0823
ko:K03646	kpj:N559_3579
ko:K12072	kpj:N559_5368
ko:K12056	kpj:N559_5369
ko:K07796	kpj:N559_4560
ko:K07810	kpj:N559_4561
ko:K15269	kpj:N559_0954
ko:K10748	kpj:N559_2811
ko:K04099	kpj:N559_0092
ko:K03746	kpj:N559_2077
ko:K05839	kpj:N559_3960
ko:K11685	kpj:N559_1236
ko:K03169	kpj:N559_3074
ko:K03502	kpj:N559_3109
ko:K03503	kpj:N559_3110
ko:K18146	kpj:N559_2226
ko:K03496	kpj:N559_5312
ko:K07484	kpj:N559_5152
ko:K07484	kpj:N559_5135
ko:K04028	kpj:N559_1464
ko:K03761	kpj:N559_1343
ko:K08970	kpj:N559_3982
ko:K03976	kpj:N559_3938
ko:K01185	kpj:N559_3892
ko:K19055	kpj:N559_3115
ko:K01699	kpj:N559_1034
ko:K06884	kpj:N559_3144
ko:K08172	kpj:N559_1801
ko:K18975	kpj:N559_5187
ko:K03526	kpj:N559_1410
ko:K07481	kpj:N559_5257
ko:K07483	kpj:N559_0522
ko:K07483	kpj:N559_0546
ko:K07483	kpj:N559_4296
ko:K07483	kpj:N559_0675
ko:K07483	kpj:N559_5304
ko:K07483	kpj:N559_2744
ko:K07483	kpj:N559_3770
ko:K07497	kpj:N559_4590
ko:K18979	kpj:N559_4731
ko:K18991	kpj:N559_0115
ko:K18988	kpj:N559_4095
ko:K18997	kpj:N559_4782
ko:K08365	kpj:N559_5157
ko:K19048	kpj:N559_0811
ko:K19048	kpj:N559_1182
ko:K19000	kpj:N559_4211
ko:K11748	kpj:N559_0417
ko:K19221	kpj:N559_3011
ko:K19222	kpj:N559_2127
ko:K19165	kpj:N559_0339
ko:K02777	kpj:N559_1491
ko:K19236	kpj:N559_3176
ko:K19058	kpj:N559_5159
ko:K19057	kpj:N559_5161
ko:K19059	kpj:N559_5162
ko:K16291	kpj:N559_1824
ko:K19238	kpj:N559_1816
ko:K01710	kpj:N559_4997
ko:K19229	kpj:N559_2986
ko:K19061	kpj:N559_5183
ko:K19228	kpj:N559_2985
ko:K12979	kpj:N559_1238
ko:K19235	kpj:N559_3482
ko:K19097	kpj:N559_5248
ko:K19168	kpj:N559_0911
ko:K00336	kpj:N559_1579
ko:K19265	kpj:N559_1510
ko:K19270	kpj:N559_1569
ko:K00020	kpj:N559_2617
ko:K01066	kpj:N559_5097
ko:K01992	kpj:N559_0163
ko:K01992	kpj:N559_3515
ko:K01992	kpj:N559_3516
ko:K01992	kpj:N559_4551
ko:K03722	kpj:N559_1939
ko:K19416	kpj:N559_3281
ko:K07497	kpj:N559_5231
ko:K07497	kpj:N559_5305
ko:K07497	kpj:N559_0776
ko:K07497	kpj:N559_1662
ko:K07497	kpj:N559_4588
ko:K07497	kpj:N559_3761
ko:K07497	kpj:N559_0085
ko:K07497	kpj:N559_4784
ko:K07497	kpj:N559_0250
ko:K07497	kpj:N559_3077
ko:K19335	kpj:N559_2907
ko:K19267	kpj:N559_4691
ko:K19337	kpj:N559_1891
ko:K19271	kpj:N559_2270
ko:K19338	kpj:N559_1822
ko:K19304	kpj:N559_1888
ko:K19505	kpj:N559_4488
ko:K19334	kpj:N559_4638
ko:K19302	kpj:N559_3456
ko:K19270	kpj:N559_3039
ko:K19271	kpj:N559_5166
ko:K19336	kpj:N559_2908
ko:K19333	kpj:N559_1920
ko:K01785	kpj:N559_1383
ko:K19303	kpj:N559_2293
ko:K19510	kpj:N559_4482
ko:K19577	kpj:N559_2290
ko:K19507	kpj:N559_4486
ko:K19611	kpj:N559_3724
ko:K11209	kpj:N559_1561
ko:K19506	kpj:N559_4487
ko:K19508	kpj:N559_4485
ko:K19509	kpj:N559_4484
ko:K19509	kpj:N559_3778
ko:K02796	kpj:N559_1929
ko:K19585	kpj:N559_1266
ko:K19697	kpj:N559_1017
ko:K19688	kpj:N559_3463
ko:K06884	kpj:N559_2450
ko:K19776	kpj:N559_0042
ko:K19775	kpj:N559_0649
ko:K19778	kpj:N559_0692
ko:K19778	kpj:N559_0697
ko:K19784	kpj:N559_0027
ko:K00799	kpj:N559_3461
ko:K00799	kpj:N559_4160
ko:K06131	kpj:N559_3519
ko:K00799	kpj:N559_1562
ko:K07119	kpj:N559_2375
ko:K15777	kpj:N559_0728
ko:K07147	kpj:N559_0508
ko:K19803	kpj:N559_1646
ko:K21613	kpj:N559_2388
ko:K19804	kpj:N559_2999
ko:K19956	kpj:N559_4899
ko:K07662	kpj:N559_5059
ko:K19810	kpj:N559_4748
ko:K15540	kpj:N559_3856
ko:K21636	kpj:N559_4650
ko:K22468	kpj:N559_2428
ko:K21405	kpj:N559_1243
ko:K20034	kpj:N559_3168
ko:K00040	kpj:N559_1648
ko:K07484	kpj:N559_5150
ko:K07484	kpj:N559_5151
ko:K21265	kpj:N559_4540
ko:K07686	kpj:N559_0069
ko:K22443	kpj:N559_3274
ko:K01612	kpj:N559_1137
ko:K20542	kpj:N559_0271
ko:K20542	kpj:N559_0263
ko:K20543	kpj:N559_0261
ko:K20543	kpj:N559_0272
ko:K19591	kpj:N559_3935
ko:K20541	kpj:N559_0270
ko:K21759	kpj:N559_1138
ko:K20541	kpj:N559_0260
ko:K22602	kpj:N559_2533
ko:K22132	kpj:N559_1061
