ko:K16238	bthl:BG87_600
ko:K02411	bthl:BG87_5293
ko:K02412	bthl:BG87_5294
ko:K07180	bthl:BG87_2367
ko:K00852	bthl:BG87_2369
ko:K02529	bthl:BG87_2370
ko:K10440	bthl:BG87_2371
ko:K10441	bthl:BG87_2372
ko:K10439	bthl:BG87_2373
ko:K13635	bthl:BG87_2374
ko:K02045	bthl:BG87_2375
ko:K02047	bthl:BG87_2376
ko:K02046	bthl:BG87_2377
ko:K02048	bthl:BG87_2378
ko:K01356	bthl:BG87_2379
ko:K09695	bthl:BG87_2383
ko:K09694	bthl:BG87_2384
ko:K07089	bthl:BG87_2386
ko:K05539	bthl:BG87_2391
ko:K15555	bthl:BG87_2396
ko:K15554	bthl:BG87_2397
ko:K04091	bthl:BG87_2398
ko:K03297	bthl:BG87_2401
ko:K00684	bthl:BG87_2405
ko:K00254	bthl:BG87_2407
ko:K02424	bthl:BG87_2408
ko:K10009	bthl:BG87_2409
ko:K01807	bthl:BG87_2412
ko:K10111	bthl:BG87_3197
ko:K10229	bthl:BG87_3199
ko:K10228	bthl:BG87_3200
ko:K10227	bthl:BG87_3201
ko:K16371	bthl:BG87_3202
ko:K00847	bthl:BG87_3203
ko:K09823	bthl:BG87_3205
ko:K02077	bthl:BG87_3206
ko:K02074	bthl:BG87_3207
ko:K02075	bthl:BG87_3208
ko:K01070	bthl:BG87_3209
ko:K00121	bthl:BG87_3210
ko:K00854	bthl:BG87_3212
ko:K18139	bthl:BG87_3214
ko:K18138	bthl:BG87_3215
ko:K03585	bthl:BG87_3216
ko:K03577	bthl:BG87_3217
ko:K04771	bthl:BG87_3221
ko:K02484	bthl:BG87_3222
ko:K07259	bthl:BG87_3224
ko:K07566	bthl:BG87_3227
ko:K01589	bthl:BG87_3228
ko:K01588	bthl:BG87_3229
ko:K01923	bthl:BG87_3230
ko:K01624	bthl:BG87_3231
ko:K00873	bthl:BG87_3232
ko:K00927	bthl:BG87_3233
ko:K00826	bthl:BG87_3236
ko:K02843	bthl:BG87_3238
ko:K07019	bthl:BG87_3240
ko:K03637	bthl:BG87_3243
ko:K00941	bthl:BG87_4046
ko:K10811	bthl:BG87_4047
ko:K01537	bthl:BG87_4050
ko:K01535	bthl:BG87_4052
ko:K14415	bthl:BG87_4055
ko:K07282	bthl:BG87_4059
ko:K03607	bthl:BG87_4064
ko:K03746	bthl:BG87_4065
ko:K09803	bthl:BG87_4095
ko:K16087	bthl:BG87_4880
ko:K07225	bthl:BG87_4881
ko:K02016	bthl:BG87_4882
ko:K02015	bthl:BG87_4883
ko:K02013	bthl:BG87_4884
ko:K05366	bthl:BG87_4886
ko:K05596	bthl:BG87_4888
ko:K01620	bthl:BG87_4887
ko:K00425	bthl:BG87_4889
ko:K00426	bthl:BG87_4890
ko:K10680	bthl:BG87_4893
ko:K06222	bthl:BG87_4894
ko:K00801	bthl:BG87_4897
ko:K01066	bthl:BG87_4903
ko:K17686	bthl:BG87_4912
ko:K07507	bthl:BG87_4918
ko:K01821	bthl:BG87_5715
ko:K02019	bthl:BG87_5717
ko:K02017	bthl:BG87_5718
ko:K02018	bthl:BG87_5719
ko:K02020	bthl:BG87_5720
ko:K02204	bthl:BG87_5727
ko:K12972	bthl:BG87_228
ko:K01640	bthl:BG87_229
ko:K06938	bthl:BG87_231
ko:K03719	bthl:BG87_233
ko:K01561	bthl:BG87_234
ko:K00459	bthl:BG87_235
ko:K14347	bthl:BG87_239
ko:K00847	bthl:BG87_243
ko:K01633	bthl:BG87_248
ko:K14058	bthl:BG87_249
ko:K04042	bthl:BG87_250
ko:K00820	bthl:BG87_251
ko:K06872	bthl:BG87_254
ko:K03744	bthl:BG87_255
ko:K01533	bthl:BG87_257
ko:K07213	bthl:BG87_258
ko:K01940	bthl:BG87_261
ko:K00383	bthl:BG87_267
ko:K07267	bthl:BG87_273
ko:K00720	bthl:BG87_276
ko:K00147	bthl:BG87_1104
ko:K08973	bthl:BG87_1105
ko:K19337	bthl:BG87_1106
ko:K01690	bthl:BG87_1107
ko:K01625	bthl:BG87_1108
ko:K03299	bthl:BG87_1109
ko:K00851	bthl:BG87_1110
ko:K01756	bthl:BG87_1111
ko:K02575	bthl:BG87_1112
ko:K00261	bthl:BG87_1114
ko:K10001	bthl:BG87_1115
ko:K10003	bthl:BG87_1116
ko:K10002	bthl:BG87_1117
ko:K10004	bthl:BG87_1118
ko:K01465	bthl:BG87_1120
ko:K07397	bthl:BG87_1122
ko:K02871	bthl:BG87_1123
ko:K02996	bthl:BG87_1124
ko:K15724	bthl:BG87_1125
ko:K09001	bthl:BG87_1129
ko:K01866	bthl:BG87_1130
ko:K07560	bthl:BG87_1132
ko:K03551	bthl:BG87_1136
ko:K03550	bthl:BG87_1137
ko:K01159	bthl:BG87_1138
ko:K00602	bthl:BG87_1139
ko:K03557	bthl:BG87_1140
ko:K05540	bthl:BG87_1141
ko:K03185	bthl:BG87_1142
ko:K01262	bthl:BG87_1143
ko:K00799	bthl:BG87_1144
ko:K00566	bthl:BG87_1146
ko:K00324	bthl:BG87_1148
ko:K00324	bthl:BG87_1149
ko:K00325	bthl:BG87_1150
ko:K06996	bthl:BG87_1152
ko:K07444	bthl:BG87_1153
ko:K02372	bthl:BG87_1947
ko:K00677	bthl:BG87_1948
ko:K00748	bthl:BG87_1949
ko:K03470	bthl:BG87_1950
ko:K03437	bthl:BG87_1951
ko:K09773	bthl:BG87_1952
ko:K05998	bthl:BG87_1953
ko:K03664	bthl:BG87_1958
ko:K09801	bthl:BG87_1960
ko:K00088	bthl:BG87_1965
ko:K01951	bthl:BG87_1967
ko:K11991	bthl:BG87_1970
ko:K01297	bthl:BG87_1971
ko:K03457	bthl:BG87_1973
ko:K16841	bthl:BG87_1974
ko:K13485	bthl:BG87_1976
ko:K01477	bthl:BG87_1977
ko:K01483	bthl:BG87_1979
ko:K07127	bthl:BG87_1981
ko:K09165	bthl:BG87_1984
ko:K03282	bthl:BG87_1988
ko:K03969	bthl:BG87_1990
ko:K05366	bthl:BG87_1991
ko:K01754	bthl:BG87_1993
ko:K01438	bthl:BG87_1994
ko:K03723	bthl:BG87_1996
ko:K00991	bthl:BG87_1997
ko:K01770	bthl:BG87_1998
ko:K00058	bthl:BG87_2783
ko:K01262	bthl:BG87_2786
ko:K07483	bthl:BG87_2787
ko:K09861	bthl:BG87_2802
ko:K14287	bthl:BG87_2804
ko:K00799	bthl:BG87_2805
ko:K01515	bthl:BG87_2816
ko:K00343	bthl:BG87_2818
ko:K00342	bthl:BG87_2819
ko:K00341	bthl:BG87_2820
ko:K00340	bthl:BG87_2821
ko:K00339	bthl:BG87_2822
ko:K00338	bthl:BG87_2823
ko:K00337	bthl:BG87_2824
ko:K00336	bthl:BG87_2825
ko:K00335	bthl:BG87_2826
ko:K00334	bthl:BG87_2827
ko:K00333	bthl:BG87_2828
ko:K00332	bthl:BG87_2829
ko:K00331	bthl:BG87_2830
ko:K00330	bthl:BG87_2831
ko:K03075	bthl:BG87_2833
ko:K07152	bthl:BG87_3623
ko:K00368	bthl:BG87_3625
ko:K01916	bthl:BG87_3631
ko:K09471	bthl:BG87_3637
ko:K00128	bthl:BG87_3642
ko:K03734	bthl:BG87_3643
ko:K00380	bthl:BG87_3644
ko:K02484	bthl:BG87_3648
ko:K03435	bthl:BG87_3649
ko:K02768	bthl:BG87_3650
ko:K08483	bthl:BG87_3650
ko:K11183	bthl:BG87_3650
ko:K00882	bthl:BG87_3651
ko:K02769	bthl:BG87_3652
ko:K02770	bthl:BG87_3652
ko:K08369	bthl:BG87_3654
ko:K04077	bthl:BG87_3659
ko:K00948	bthl:BG87_3660
ko:K01950	bthl:BG87_3662
ko:K00259	bthl:BG87_3665
ko:K13993	bthl:BG87_3667
ko:K07140	bthl:BG87_4466
ko:K07649	bthl:BG87_4467
ko:K07774	bthl:BG87_4468
ko:K02012	bthl:BG87_4469
ko:K02011	bthl:BG87_4470
ko:K02010	bthl:BG87_4471
ko:K02510	bthl:BG87_4473
ko:K02509	bthl:BG87_4474
ko:K01826	bthl:BG87_4475
ko:K00455	bthl:BG87_4476
ko:K00151	bthl:BG87_4477
ko:K05921	bthl:BG87_4478
ko:K05921	bthl:BG87_4479
ko:K02484	bthl:BG87_4484
ko:K07302	bthl:BG87_4490
ko:K07303	bthl:BG87_4491
ko:K01953	bthl:BG87_4493
ko:K01194	bthl:BG87_4496
ko:K09927	bthl:BG87_4498
ko:K13633	bthl:BG87_4504
ko:K07771	bthl:BG87_4509
ko:K02407	bthl:BG87_5296
ko:K02422	bthl:BG87_5297
ko:K02414	bthl:BG87_5299
ko:K02405	bthl:BG87_5301
ko:K02398	bthl:BG87_5302
ko:K02399	bthl:BG87_5303
ko:K02395	bthl:BG87_5305
ko:K01061	bthl:BG87_723
ko:K00459	bthl:BG87_724
ko:K01999	bthl:BG87_725
ko:K07226	bthl:BG87_728
ko:K03746	bthl:BG87_729
ko:K03642	bthl:BG87_734
ko:K07056	bthl:BG87_735
ko:K07460	bthl:BG87_736
ko:K03271	bthl:BG87_737
ko:K08738	bthl:BG87_739
ko:K07483	bthl:BG87_742
ko:K09122	bthl:BG87_762
ko:K07275	bthl:BG87_768
ko:K00145	bthl:BG87_771
ko:K03809	bthl:BG87_772
ko:K06910	bthl:BG87_773
ko:K00762	bthl:BG87_774
ko:K00029	bthl:BG87_775
ko:K04090	bthl:BG87_776
ko:K01679	bthl:BG87_1583
ko:K03327	bthl:BG87_1584
ko:K14761	bthl:BG87_1585
ko:K05805	bthl:BG87_1591
ko:K05524	bthl:BG87_1594
ko:K00763	bthl:BG87_1595
ko:K00782	bthl:BG87_1596
ko:K09760	bthl:BG87_1599
ko:K03750	bthl:BG87_1602
ko:K03752	bthl:BG87_1603
ko:K03639	bthl:BG87_1604
ko:K08300	bthl:BG87_1605
ko:K06179	bthl:BG87_1606
ko:K01091	bthl:BG87_1607
ko:K04773	bthl:BG87_1609
ko:K07056	bthl:BG87_1610
ko:K06287	bthl:BG87_1611
ko:K07040	bthl:BG87_1612
ko:K02911	bthl:BG87_1613
ko:K03621	bthl:BG87_1614
ko:K00648	bthl:BG87_1615
ko:K00645	bthl:BG87_1616
ko:K00059	bthl:BG87_1617
ko:K02078	bthl:BG87_1618
ko:K09458	bthl:BG87_1619
ko:K03088	bthl:BG87_1621
ko:K03597	bthl:BG87_1622
ko:K03598	bthl:BG87_1623
ko:K04771	bthl:BG87_1624
ko:K03596	bthl:BG87_1626
ko:K03100	bthl:BG87_1627
ko:K03685	bthl:BG87_1628
ko:K11066	bthl:BG87_2413
ko:K03218	bthl:BG87_2414
ko:K12573	bthl:BG87_2415
ko:K03406	bthl:BG87_2418
ko:K08178	bthl:BG87_2423
ko:K01897	bthl:BG87_2425
ko:K03666	bthl:BG87_2428
ko:K12511	bthl:BG87_2434
ko:K12510	bthl:BG87_2435
ko:K02283	bthl:BG87_2436
ko:K02282	bthl:BG87_2437
ko:K02280	bthl:BG87_2438
ko:K02279	bthl:BG87_2439
ko:K02278	bthl:BG87_2441
ko:K02651	bthl:BG87_2442
ko:K06916	bthl:BG87_2448
ko:K00382	bthl:BG87_2449
ko:K00658	bthl:BG87_2450
ko:K00164	bthl:BG87_2451
ko:K06207	bthl:BG87_2452
ko:K03543	bthl:BG87_2455
ko:K03446	bthl:BG87_2456
ko:K03177	bthl:BG87_2457
ko:K02834	bthl:BG87_2458
ko:K02519	bthl:BG87_2459
ko:K02600	bthl:BG87_2460
ko:K09748	bthl:BG87_2461
ko:K06178	bthl:BG87_2462
ko:K06024	bthl:BG87_2463
ko:K03832	bthl:BG87_3244
ko:K01902	bthl:BG87_3249
ko:K01903	bthl:BG87_3250
ko:K03565	bthl:BG87_3252
ko:K07649	bthl:BG87_3255
ko:K01434	bthl:BG87_3265
ko:K11896	bthl:BG87_3266
ko:K00763	bthl:BG87_3269
ko:K02050	bthl:BG87_3272
ko:K02049	bthl:BG87_3273
ko:K06917	bthl:BG87_3275
ko:K03776	bthl:BG87_3277
ko:K01684	bthl:BG87_3283
ko:K07245	bthl:BG87_3284
ko:K11927	bthl:BG87_3287
ko:K00681	bthl:BG87_3290
ko:K02444	bthl:BG87_3291
ko:K00111	bthl:BG87_3294
ko:K00864	bthl:BG87_3295
ko:K02440	bthl:BG87_3296
ko:K02858	bthl:BG87_3298
ko:K03496	bthl:BG87_4100
ko:K19055	bthl:BG87_4111
ko:K09129	bthl:BG87_4113
ko:K15725	bthl:BG87_4116
ko:K15727	bthl:BG87_4117
ko:K15726	bthl:BG87_4118
ko:K07665	bthl:BG87_4119
ko:K07644	bthl:BG87_4120
ko:K02014	bthl:BG87_4125
ko:K07165	bthl:BG87_4126
ko:K03088	bthl:BG87_4127
ko:K03088	bthl:BG87_4131
ko:K16165	bthl:BG87_4134
ko:K07052	bthl:BG87_4135
ko:K05595	bthl:BG87_4136
ko:K01912	bthl:BG87_4137
ko:K07300	bthl:BG87_4138
ko:K07168	bthl:BG87_4140
ko:K01659	bthl:BG87_4931
ko:K03417	bthl:BG87_4932
ko:K02688	bthl:BG87_4933
ko:K01259	bthl:BG87_4935
ko:K01740	bthl:BG87_4938
ko:K16856	bthl:BG87_4942
ko:K03746	bthl:BG87_4948
ko:K10823	bthl:BG87_4956
ko:K15583	bthl:BG87_4957
ko:K15582	bthl:BG87_4958
ko:K15581	bthl:BG87_4959
ko:K15580	bthl:BG87_4960
ko:K03305	bthl:BG87_4963
ko:K01644	bthl:BG87_4970
ko:K08369	bthl:BG87_4975
ko:K01644	bthl:BG87_4979
ko:K01720	bthl:BG87_4981
ko:K00525	bthl:BG87_1047
ko:K19416	bthl:BG87_2130
ko:K13614	bthl:BG87_4410
ko:K07497	bthl:BG87_5216
ko:K11209	bthl:BG87_1127
ko:K00525	bthl:BG87_4676
ko:K19577	bthl:BG87_1290
ko:K19577	bthl:BG87_3300
ko:K03285	bthl:BG87_1491
ko:K00799	bthl:BG87_305
ko:K00525	bthl:BG87_5059
ko:K02650	bthl:BG87_3247
ko:K14219	bthl:BG87_2968
ko:K14219	bthl:BG87_620
ko:K14220	bthl:BG87_1592
ko:K14220	bthl:BG87_1593
ko:K14225	bthl:BG87_1639
ko:K14225	bthl:BG87_1640
ko:K14237	bthl:BG87_2490
ko:K14237	bthl:BG87_5463
ko:K14237	bthl:BG87_2027
ko:K14237	bthl:BG87_1736
ko:K14229	bthl:BG87_1258
ko:K14229	bthl:BG87_418
ko:K14236	bthl:BG87_798
ko:K14231	bthl:BG87_402
ko:K01985	bthl:BG87_794
ko:K01985	bthl:BG87_993
ko:K01985	bthl:BG87_4778
ko:K01985	bthl:BG87_2791
ko:K19670	bthl:BG87_4787
ko:K14225	bthl:BG87_1410
ko:K14228	bthl:BG87_2416
ko:K14228	bthl:BG87_2417
ko:K14227	bthl:BG87_2795
ko:K14227	bthl:BG87_989
ko:K14227	bthl:BG87_4783
ko:K14227	bthl:BG87_790
ko:K14235	bthl:BG87_803
ko:K14223	bthl:BG87_68
ko:K14225	bthl:BG87_800
ko:K14222	bthl:BG87_1641
ko:K14230	bthl:BG87_1762
ko:K14230	bthl:BG87_2403
ko:K14230	bthl:BG87_3370
ko:K14219	bthl:BG87_2645
ko:K14226	bthl:BG87_2392
ko:K01980	bthl:BG87_793
ko:K01980	bthl:BG87_992
ko:K01980	bthl:BG87_2792
ko:K01980	bthl:BG87_4779
ko:K14221	bthl:BG87_1896
ko:K14221	bthl:BG87_2032
ko:K14221	bthl:BG87_1898
ko:K14234	bthl:BG87_1502
ko:K14228	bthl:BG87_2007
ko:K14233	bthl:BG87_1855
ko:K14233	bthl:BG87_1480
ko:K14233	bthl:BG87_1463
ko:K14233	bthl:BG87_4749
ko:K00992	bthl:BG87_3320
ko:K14218	bthl:BG87_4782
ko:K14218	bthl:BG87_791
ko:K14218	bthl:BG87_990
ko:K14218	bthl:BG87_2794
ko:K19666	bthl:BG87_4253
ko:K01977	bthl:BG87_789
ko:K01977	bthl:BG87_988
ko:K01977	bthl:BG87_4784
ko:K01977	bthl:BG87_2796
ko:K07666	bthl:BG87_3223
ko:K05875	bthl:BG87_4428
ko:K05875	bthl:BG87_4923
ko:K19743	bthl:BG87_4200
ko:K19731	bthl:BG87_3547
ko:K20250	bthl:BG87_3546
ko:K08172	bthl:BG87_3963
ko:K06131	bthl:BG87_3330
ko:K19784	bthl:BG87_5111
ko:K06132	bthl:BG87_5618
ko:K07119	bthl:BG87_2052
ko:K07119	bthl:BG87_5651
ko:K11904	bthl:BG87_3676
ko:K07147	bthl:BG87_853
ko:K15777	bthl:BG87_950
ko:K08992	bthl:BG87_1539
ko:K19804	bthl:BG87_1540
ko:K02483	bthl:BG87_4526
ko:K19813	bthl:BG87_4159
ko:K14731	bthl:BG87_2259
ko:K21636	bthl:BG87_1714
ko:K14731	bthl:BG87_2
ko:K20034	bthl:BG87_2045
ko:K09796	bthl:BG87_1650
ko:K20035	bthl:BG87_1554
ko:K07484	bthl:BG87_2581
ko:K07484	bthl:BG87_996
ko:K07484	bthl:BG87_2632
ko:K07484	bthl:BG87_2788
ko:K07484	bthl:BG87_1329
ko:K07484	bthl:BG87_1331
ko:K07484	bthl:BG87_1341
ko:K07484	bthl:BG87_1343
ko:K07484	bthl:BG87_1347
ko:K07484	bthl:BG87_743
ko:K07484	bthl:BG87_796
ko:K01139	bthl:BG87_1487
ko:K13061	bthl:BG87_4255
ko:K20273	bthl:BG87_3559
ko:K20274	bthl:BG87_4592
ko:K20257	bthl:BG87_4671
ko:K18379	bthl:BG87_3499
ko:K20329	bthl:BG87_2765
ko:K20332	bthl:BG87_4025
ko:K00507	bthl:BG87_5403
ko:K00507	bthl:BG87_5406
ko:K00507	bthl:BG87_3120
ko:K20429	bthl:BG87_671
ko:K00146	bthl:BG87_4279
ko:K20455	bthl:BG87_4930
ko:K20333	bthl:BG87_4023
ko:K20542	bthl:BG87_3533
ko:K20543	bthl:BG87_3534
ko:K20534	bthl:BG87_5005
ko:K09788	bthl:BG87_4929
ko:K18248	bthl:BG87_5615
ko:K03762	bthl:BG87_4870
ko:K08282	bthl:BG87_5381
ko:K20541	bthl:BG87_3532
ko:K07005	bthl:BG87_4435
ko:K02483	bthl:BG87_3647
ko:K22131	bthl:BG87_3724
ko:K00130	bthl:BG87_3819
ko:K02438	bthl:BG87_3682
ko:K07100	bthl:BG87_3268
ko:K20866	bthl:BG87_3730
ko:K14219	bthl:BG87_606
ko:K19591	bthl:BG87_4777
ko:K14228	bthl:BG87_4357
ko:K01046	bthl:BG87_5082
ko:K00249	bthl:BG87_5416
ko:K13877	bthl:BG87_353
ko:K13877	bthl:BG87_4376
ko:K20938	bthl:BG87_4485
ko:K21061	bthl:BG87_4803
ko:K21062	bthl:BG87_4805
ko:K00840	bthl:BG87_1679
ko:K08968	bthl:BG87_1645
ko:K13609	bthl:BG87_4808
ko:K13877	bthl:BG87_4807
ko:K21053	bthl:BG87_1512
ko:K13877	bthl:BG87_5156
ko:K21029	bthl:BG87_129
ko:K00249	bthl:BG87_2809
ko:K08261	bthl:BG87_3204
ko:K00526	bthl:BG87_1048
ko:K00249	bthl:BG87_483
ko:K21147	bthl:BG87_5420
ko:K17733	bthl:BG87_931
ko:K03676	bthl:BG87_125
ko:K06905	bthl:BG87_1823
ko:K01185	bthl:BG87_1825
ko:K06223	bthl:BG87_1827
ko:K07336	bthl:BG87_4449
ko:K06223	bthl:BG87_4530
ko:K02314	bthl:BG87_2084
ko:K07451	bthl:BG87_437
ko:K01185	bthl:BG87_2973
ko:K17680	bthl:BG87_2983
ko:K06223	bthl:BG87_3812
ko:K06919	bthl:BG87_4745
ko:K01520	bthl:BG87_3128
ko:K07336	bthl:BG87_3943
ko:K10954	bthl:BG87_614
ko:K07313	bthl:BG87_5685
ko:K00287	bthl:BG87_1574
ko:K00560	bthl:BG87_4044
ko:K06905	bthl:BG87_4067
ko:K06906	bthl:BG87_4068
ko:K06908	bthl:BG87_4071
ko:K06907	bthl:BG87_4072
ko:K06903	bthl:BG87_4077
ko:K00560	bthl:BG87_1579
ko:K03553	bthl:BG87_3253
ko:K00558	bthl:BG87_4104
ko:K06217	bthl:BG87_3303
ko:K02316	bthl:BG87_3368
ko:K14059	bthl:BG87_3371
ko:K05710	bthl:BG87_4246
ko:K05874	bthl:BG87_703
ko:K02335	bthl:BG87_3354
ko:K05799	bthl:BG87_1092
ko:K00108	bthl:BG87_5455
ko:K05799	bthl:BG87_4818
ko:K09017	bthl:BG87_4869
ko:K00108	bthl:BG87_4905
ko:K06900	bthl:BG87_3471
ko:K00571	bthl:BG87_3427
ko:K01046	bthl:BG87_3386
ko:K05375	bthl:BG87_2327
ko:K02032	bthl:BG87_4190
ko:K08100	bthl:BG87_3135
ko:K13993	bthl:BG87_2706
ko:K02483	bthl:BG87_3254
ko:K00249	bthl:BG87_11
ko:K00249	bthl:BG87_1738
ko:K03293	bthl:BG87_757
ko:K02031	bthl:BG87_4189
ko:K02482	bthl:BG87_4330
ko:K03636	bthl:BG87_4454
ko:K03636	bthl:BG87_5429
ko:K00529	bthl:BG87_4234
ko:K09983	bthl:BG87_2321
ko:K03328	bthl:BG87_22
ko:K00499	bthl:BG87_3359
ko:K03293	bthl:BG87_4303
ko:K00146	bthl:BG87_493
ko:K03892	bthl:BG87_3711
ko:K21405	bthl:BG87_4559
ko:K03651	bthl:BG87_2733
ko:K21449	bthl:BG87_5233
ko:K21420	bthl:BG87_2406
ko:K02483	bthl:BG87_265
ko:K00344	bthl:BG87_5358
ko:K01451	bthl:BG87_5341
ko:K01420	bthl:BG87_5153
ko:K01420	bthl:BG87_5586
ko:K01420	bthl:BG87_3986
ko:K21699	bthl:BG87_4404
ko:K10026	bthl:BG87_400
ko:K21563	bthl:BG87_1706
ko:K10914	bthl:BG87_3149
ko:K21645	bthl:BG87_1113
ko:K00344	bthl:BG87_2875
ko:K00344	bthl:BG87_1413
ko:K21757	bthl:BG87_5600
ko:K21757	bthl:BG87_5611
ko:K00043	bthl:BG87_2548
ko:K21801	bthl:BG87_4944
ko:K21825	bthl:BG87_1678
ko:K21826	bthl:BG87_4610
ko:K21826	bthl:BG87_3719
ko:K21833	bthl:BG87_4606
ko:K21834	bthl:BG87_4605
ko:K08994	bthl:BG87_4169
ko:K21832	bthl:BG87_4601
ko:K21948	bthl:BG87_3727
ko:K21929	bthl:BG87_1912
ko:K01634	bthl:BG87_5433
ko:K22027	bthl:BG87_5447
ko:K01634	bthl:BG87_5435
ko:K05802	bthl:BG87_2217
ko:K22003	bthl:BG87_1300
ko:K22025	bthl:BG87_3723
ko:K03741	bthl:BG87_3709
ko:K01816	bthl:BG87_2073
ko:K22130	bthl:BG87_3726
ko:K22132	bthl:BG87_3178
ko:K08319	bthl:BG87_3728
ko:K00090	bthl:BG87_1598
ko:K03595	bthl:BG87_1629
ko:K22067	bthl:BG87_3905
ko:K07183	bthl:BG87_3906
ko:K00304	bthl:BG87_3747
ko:K00302	bthl:BG87_3748
ko:K22185	bthl:BG87_1074
ko:K13875	bthl:BG87_4377
ko:K22252	bthl:BG87_1220
ko:K12242	bthl:BG87_4572
ko:K22292	bthl:BG87_1528
ko:K22252	bthl:BG87_3435
ko:K02257	bthl:BG87_108
ko:K03469	bthl:BG87_2687
ko:K00611	bthl:BG87_3164
ko:K13061	bthl:BG87_3969
ko:K22348	bthl:BG87_4699
ko:K01505	bthl:BG87_3846
ko:K11206	bthl:BG87_1186
ko:K22488	bthl:BG87_3569
ko:K00590	bthl:BG87_3775
ko:K00424	bthl:BG87_2210
ko:K00424	bthl:BG87_90
ko:K22487	bthl:BG87_3567
ko:K22505	bthl:BG87_3566
ko:K22512	bthl:BG87_3574
ko:K22504	bthl:BG87_3571
ko:K22506	bthl:BG87_3575
ko:K22507	bthl:BG87_3579
ko:K22508	bthl:BG87_3580
ko:K22509	bthl:BG87_3581
ko:K22510	bthl:BG87_3582
ko:K22511	bthl:BG87_3572
ko:K22550	bthl:BG87_4802
ko:K01007	bthl:BG87_1955
ko:K22549	bthl:BG87_4801
