ko:K13040	sbp:Sbal223_3676
ko:K07003	sbp:Sbal223_1910
ko:K01978	sbp:Sbal223_R0025
ko:K03561	sbp:Sbal223_4165
ko:K08997	sbp:Sbal223_3961
ko:K15396	sbp:Sbal223_1958
ko:K06133	sbp:Sbal223_2927
ko:K01980	sbp:Sbal223_R0008
ko:K01980	sbp:Sbal223_R0012
ko:K01980	sbp:Sbal223_R0005
ko:K01980	sbp:Sbal223_R0015
ko:K01980	sbp:Sbal223_R0030
ko:K01980	sbp:Sbal223_R0022
ko:K01980	sbp:Sbal223_R0033
ko:K01980	sbp:Sbal223_R0027
ko:K01980	sbp:Sbal223_R0002
ko:K01980	sbp:Sbal223_R0018
ko:K00799	sbp:Sbal223_4215
ko:K03897	sbp:Sbal223_1656
ko:K06147	sbp:Sbal223_3644
ko:K01607	sbp:Sbal223_0673
ko:K14266	sbp:Sbal223_2301
ko:K08676	sbp:Sbal223_3081
ko:K02476	sbp:Sbal223_0928
ko:K01081	sbp:Sbal223_1368
ko:K00813	sbp:Sbal223_2063
ko:K01415	sbp:Sbal223_3851
ko:K02358	sbp:Sbal223_4070
ko:K03307	sbp:Sbal223_4236
ko:K07346	sbp:Sbal223_0167
ko:K01185	sbp:Sbal223_0776
ko:K02475	sbp:Sbal223_0930
ko:K01190	sbp:Sbal223_1071
ko:K02030	sbp:Sbal223_1202
ko:K02650	sbp:Sbal223_3861
ko:K02030	sbp:Sbal223_4158
ko:K12064	sbp:Sbal223_4501
ko:K07733	sbp:Sbal223_0381
ko:K07979	sbp:Sbal223_0074
ko:K03566	sbp:Sbal223_2996
ko:K01840	sbp:Sbal223_2789
ko:K14742	sbp:Sbal223_2433
ko:K14762	sbp:Sbal223_2691
ko:K14940	sbp:Sbal223_2443
ko:K14266	sbp:Sbal223_3217
ko:K14540	sbp:Sbal223_2437
ko:K08316	sbp:Sbal223_4095
ko:K06919	sbp:Sbal223_2363
ko:K00253	sbp:Sbal223_1530
ko:K14645	sbp:Sbal223_1578
ko:K14652	sbp:Sbal223_1213
ko:K14645	sbp:Sbal223_1173
ko:K06183	sbp:Sbal223_3385
ko:K01146	sbp:Sbal223_2988
ko:K00799	sbp:Sbal223_3637
ko:K16013	sbp:Sbal223_0899
ko:K06177	sbp:Sbal223_0459
ko:K15269	sbp:Sbal223_0215
ko:K15012	sbp:Sbal223_0464
ko:K15034	sbp:Sbal223_3797
ko:K03500	sbp:Sbal223_2297
ko:K08364	sbp:Sbal223_1305
ko:K02477	sbp:Sbal223_0059
ko:K02056	sbp:Sbal223_2148
ko:K14761	sbp:Sbal223_2708
ko:K08282	sbp:Sbal223_3729
ko:K02429	sbp:Sbal223_3173
ko:K16012	sbp:Sbal223_0900
ko:K12543	sbp:Sbal223_3908
ko:K15256	sbp:Sbal223_2038
ko:K15257	sbp:Sbal223_2037
ko:K08086	sbp:Sbal223_1616
ko:K01082	sbp:Sbal223_2878
ko:K15738	sbp:Sbal223_1776
ko:K15633	sbp:Sbal223_0047
ko:K02428	sbp:Sbal223_1333
ko:K04765	sbp:Sbal223_1235
ko:K15723	sbp:Sbal223_2922
ko:K11741	sbp:Sbal223_1533
ko:K15894	sbp:Sbal223_1396
ko:K21429	sbp:Sbal223_3842
ko:K15461	sbp:Sbal223_1612
ko:K15460	sbp:Sbal223_3451
ko:K15724	sbp:Sbal223_3149
ko:K01082	sbp:Sbal223_4086
ko:K08679	sbp:Sbal223_4274
ko:K12542	sbp:Sbal223_3907
ko:K15977	sbp:Sbal223_1366
ko:K15986	sbp:Sbal223_0454
ko:K12541	sbp:Sbal223_3906
ko:K10716	sbp:Sbal223_1824
ko:K15984	sbp:Sbal223_4202
ko:K03320	sbp:Sbal223_3649
ko:K03781	sbp:Sbal223_2771
ko:K02014	sbp:Sbal223_2944
ko:K02014	sbp:Sbal223_2300
ko:K16089	sbp:Sbal223_0219
ko:K16088	sbp:Sbal223_2124
ko:K16090	sbp:Sbal223_0740
ko:K16091	sbp:Sbal223_3367
ko:K16088	sbp:Sbal223_2121
ko:K16089	sbp:Sbal223_1935
ko:K16088	sbp:Sbal223_1653
ko:K15726	sbp:Sbal223_3791
ko:K06218	sbp:Sbal223_4469
ko:K16137	sbp:Sbal223_0268
ko:K15726	sbp:Sbal223_4246
ko:K16137	sbp:Sbal223_2172
ko:K02014	sbp:Sbal223_0303
ko:K16087	sbp:Sbal223_3338
ko:K16087	sbp:Sbal223_2957
ko:K10716	sbp:Sbal223_0909
ko:K16053	sbp:Sbal223_0121
ko:K16074	sbp:Sbal223_3656
ko:K02017	sbp:Sbal223_0287
ko:K08344	sbp:Sbal223_4153
ko:K16293	sbp:Sbal223_0560
ko:K16211	sbp:Sbal223_2011
ko:K16317	sbp:Sbal223_1812
ko:K00209	sbp:Sbal223_2744
ko:K01801	sbp:Sbal223_2864
ko:K03299	sbp:Sbal223_2772
ko:K01990	sbp:Sbal223_2832
ko:K16322	sbp:Sbal223_3409
ko:K16294	sbp:Sbal223_0561
ko:K05349	sbp:Sbal223_3172
ko:K16171	sbp:Sbal223_2865
ko:K16263	sbp:Sbal223_0187
ko:K13283	sbp:Sbal223_0258
ko:K03321	sbp:Sbal223_2658
ko:K01166	sbp:Sbal223_4104
ko:K00254	sbp:Sbal223_1912
ko:K16786	sbp:Sbal223_4254
ko:K16787	sbp:Sbal223_4254
ko:K16785	sbp:Sbal223_4253
ko:K06113	sbp:Sbal223_2161
ko:K16872	sbp:Sbal223_1701
ko:K02030	sbp:Sbal223_3570
ko:K02030	sbp:Sbal223_1182
ko:K02030	sbp:Sbal223_0214
ko:K15035	sbp:Sbal223_R0020
ko:K02030	sbp:Sbal223_3082
ko:K02030	sbp:Sbal223_0485
ko:K02503	sbp:Sbal223_2488
ko:K02030	sbp:Sbal223_0972
ko:K17247	sbp:Sbal223_2282
ko:K11209	sbp:Sbal223_2966
ko:K17716	sbp:Sbal223_1480
ko:K17103	sbp:Sbal223_3268
ko:K17713	sbp:Sbal223_1376
ko:K02029	sbp:Sbal223_0971
ko:K01990	sbp:Sbal223_3520
ko:K01992	sbp:Sbal223_0532
ko:K01992	sbp:Sbal223_3519
ko:K17686	sbp:Sbal223_2846
ko:K05601	sbp:Sbal223_3097
ko:K19789	sbp:Sbal223_2533
ko:K03292	sbp:Sbal223_2155
ko:K19745	sbp:Sbal223_0254
ko:K17758	sbp:Sbal223_3715
ko:K17759	sbp:Sbal223_3715
ko:K18138	sbp:Sbal223_1797
ko:K21379	sbp:Sbal223_1474
ko:K03585	sbp:Sbal223_1796
ko:K00042	sbp:Sbal223_2568
ko:K00127	sbp:Sbal223_0106
ko:K21430	sbp:Sbal223_1520
ko:K18234	sbp:Sbal223_2780
ko:K18298	sbp:Sbal223_1187
ko:K18299	sbp:Sbal223_1188
ko:K14234	sbp:Sbal223_R0039
ko:K03742	sbp:Sbal223_4017
ko:K07666	sbp:Sbal223_2399
ko:K01791	sbp:Sbal223_1482
ko:K00138	sbp:Sbal223_0252
ko:K14228	sbp:Sbal223_R0090
ko:K14225	sbp:Sbal223_R0096
ko:K18475	sbp:Sbal223_0477
ko:K02226	sbp:Sbal223_0996
ko:K18454	sbp:Sbal223_2943
ko:K18676	sbp:Sbal223_3211
ko:K18691	sbp:Sbal223_1382
ko:K18765	sbp:Sbal223_0503
ko:K18927	sbp:Sbal223_1220
ko:K14233	sbp:Sbal223_R0071
ko:K14233	sbp:Sbal223_R0079
ko:K14233	sbp:Sbal223_R0072
ko:K14233	sbp:Sbal223_R0073
ko:K18831	sbp:Sbal223_4195
ko:K14225	sbp:Sbal223_R0074
ko:K14225	sbp:Sbal223_R0103
ko:K14225	sbp:Sbal223_R0120
ko:K14225	sbp:Sbal223_R0104
ko:K14225	sbp:Sbal223_R0105
ko:K14225	sbp:Sbal223_R0102
ko:K14234	sbp:Sbal223_R0097
ko:K14236	sbp:Sbal223_R0080
ko:K14236	sbp:Sbal223_R0082
ko:K14236	sbp:Sbal223_R0095
ko:K14236	sbp:Sbal223_R0081
ko:K18800	sbp:Sbal223_3620
ko:K18778	sbp:Sbal223_3871
ko:K20862	sbp:Sbal223_3893
ko:K18918	sbp:Sbal223_4331
ko:K18918	sbp:Sbal223_4468
ko:K18657	sbp:Sbal223_1913
ko:K13040	sbp:Sbal223_0479
ko:K13041	sbp:Sbal223_0478
ko:K18850	sbp:Sbal223_1870
ko:K18850	sbp:Sbal223_2004
ko:K18929	sbp:Sbal223_3010
ko:K10747	sbp:Sbal223_2439
ko:K18930	sbp:Sbal223_3008
ko:K18893	sbp:Sbal223_1556
ko:K14222	sbp:Sbal223_R0075
ko:K14222	sbp:Sbal223_R0121
ko:K14226	sbp:Sbal223_R0108
ko:K14226	sbp:Sbal223_R0099
ko:K14228	sbp:Sbal223_R0040
ko:K14228	sbp:Sbal223_R0044
ko:K14228	sbp:Sbal223_R0048
ko:K14228	sbp:Sbal223_R0077
ko:K14228	sbp:Sbal223_R0122
ko:K14219	sbp:Sbal223_R0053
ko:K14219	sbp:Sbal223_R0054
ko:K14219	sbp:Sbal223_R0056
ko:K14219	sbp:Sbal223_R0059
ko:K14219	sbp:Sbal223_R0057
ko:K14219	sbp:Sbal223_R0055
ko:K14219	sbp:Sbal223_R0107
ko:K14232	sbp:Sbal223_R0078
ko:K14232	sbp:Sbal223_R0100
ko:K14232	sbp:Sbal223_R0101
ko:K14232	sbp:Sbal223_R0106
ko:K14237	sbp:Sbal223_R0131
ko:K14237	sbp:Sbal223_R0137
ko:K14237	sbp:Sbal223_R0136
ko:K14237	sbp:Sbal223_R0134
ko:K14237	sbp:Sbal223_R0133
ko:K14237	sbp:Sbal223_R0135
ko:K14237	sbp:Sbal223_R0132
ko:K14223	sbp:Sbal223_R0045
ko:K14223	sbp:Sbal223_R0046
ko:K14223	sbp:Sbal223_R0049
ko:K14231	sbp:Sbal223_R0089
ko:K14231	sbp:Sbal223_R0139
ko:K14231	sbp:Sbal223_R0141
ko:K14230	sbp:Sbal223_R0043
ko:K14230	sbp:Sbal223_R0047
ko:K03976	sbp:Sbal223_1040
ko:K03892	sbp:Sbal223_3777
ko:K03526	sbp:Sbal223_1373
ko:K18979	sbp:Sbal223_3571
ko:K19000	sbp:Sbal223_3952
ko:K19129	sbp:Sbal223_4185
ko:K19166	sbp:Sbal223_4194
ko:K19226	sbp:Sbal223_2739
ko:K19228	sbp:Sbal223_2741
ko:K19229	sbp:Sbal223_2742
ko:K19227	sbp:Sbal223_2740
ko:K19068	sbp:Sbal223_1481
ko:K02030	sbp:Sbal223_1054
ko:K19230	sbp:Sbal223_2743
ko:K19128	sbp:Sbal223_4186
ko:K19235	sbp:Sbal223_0934
ko:K19168	sbp:Sbal223_3120
ko:K19221	sbp:Sbal223_1003
ko:K01066	sbp:Sbal223_3590
ko:K01992	sbp:Sbal223_0533
ko:K01992	sbp:Sbal223_2831
ko:K08604	sbp:Sbal223_0465
ko:K00638	sbp:Sbal223_4157
ko:K19337	sbp:Sbal223_2255
ko:K19270	sbp:Sbal223_3849
ko:K19302	sbp:Sbal223_0449
ko:K19304	sbp:Sbal223_2702
ko:K02495	sbp:Sbal223_4296
ko:K02030	sbp:Sbal223_1032
ko:K19577	sbp:Sbal223_3801
ko:K19713	sbp:Sbal223_0573
ko:K00992	sbp:Sbal223_3307
ko:K19715	sbp:Sbal223_1986
ko:K19714	sbp:Sbal223_1985
ko:K00799	sbp:Sbal223_0005
ko:K19804	sbp:Sbal223_2069
ko:K21636	sbp:Sbal223_2693
ko:K08723	sbp:Sbal223_0372
ko:K09796	sbp:Sbal223_0803
ko:K14229	sbp:Sbal223_R0109
ko:K14229	sbp:Sbal223_R0110
ko:K14229	sbp:Sbal223_R0117
ko:K14229	sbp:Sbal223_R0113
ko:K14229	sbp:Sbal223_R0115
ko:K14229	sbp:Sbal223_R0116
ko:K14229	sbp:Sbal223_R0112
ko:K14229	sbp:Sbal223_R0111
ko:K14229	sbp:Sbal223_R0114
ko:K14237	sbp:Sbal223_R0123
ko:K14237	sbp:Sbal223_R0124
ko:K14233	sbp:Sbal223_R0118
ko:K14224	sbp:Sbal223_R0061
ko:K14224	sbp:Sbal223_R0064
ko:K14224	sbp:Sbal223_R0062
ko:K14224	sbp:Sbal223_R0067
ko:K14224	sbp:Sbal223_R0066
ko:K14224	sbp:Sbal223_R0068
ko:K14224	sbp:Sbal223_R0065
ko:K14235	sbp:Sbal223_R0042
ko:K14218	sbp:Sbal223_R0060
ko:K14218	sbp:Sbal223_R0063
ko:K14228	sbp:Sbal223_R0050
ko:K14228	sbp:Sbal223_R0076
ko:K14228	sbp:Sbal223_R0091
ko:K14230	sbp:Sbal223_R0126
ko:K14230	sbp:Sbal223_R0128
ko:K14230	sbp:Sbal223_R0130
ko:K14230	sbp:Sbal223_R0129
ko:K14230	sbp:Sbal223_R0127
ko:K14230	sbp:Sbal223_R0051
ko:K14230	sbp:Sbal223_R0125
ko:K14234	sbp:Sbal223_R0094
ko:K14234	sbp:Sbal223_R0142
ko:K14234	sbp:Sbal223_R0140
ko:K14221	sbp:Sbal223_R0035
ko:K14221	sbp:Sbal223_R0041
ko:K14221	sbp:Sbal223_R0119
ko:K14221	sbp:Sbal223_R0036
ko:K20455	sbp:Sbal223_3947
ko:K09788	sbp:Sbal223_3948
ko:K22320	sbp:Sbal223_2797
ko:K01214	sbp:Sbal223_3027
ko:K14218	sbp:Sbal223_R0038
ko:K14218	sbp:Sbal223_R0093
ko:K14218	sbp:Sbal223_R0070
ko:K14219	sbp:Sbal223_R0138
ko:K14230	sbp:Sbal223_R0088
ko:K14220	sbp:Sbal223_R0083
ko:K14220	sbp:Sbal223_R0087
ko:K14220	sbp:Sbal223_R0086
ko:K14220	sbp:Sbal223_R0085
ko:K14220	sbp:Sbal223_R0084
ko:K14233	sbp:Sbal223_R0052
ko:K14233	sbp:Sbal223_R0058
ko:K14219	sbp:Sbal223_R0098
ko:K14227	sbp:Sbal223_R0037
ko:K14227	sbp:Sbal223_R0092
ko:K14227	sbp:Sbal223_R0069
ko:K14238	sbp:Sbal223_R0143
ko:K01200	sbp:Sbal223_3074
ko:K22332	sbp:Sbal223_0838
ko:K21217	sbp:Sbal223_0727
ko:K20962	sbp:Sbal223_0693
ko:K08968	sbp:Sbal223_1902
ko:K21218	sbp:Sbal223_2544
ko:K02483	sbp:Sbal223_3287
ko:K01139	sbp:Sbal223_0361
ko:K21405	sbp:Sbal223_0253
ko:K21420	sbp:Sbal223_1881
ko:K21472	sbp:Sbal223_0305
ko:K21470	sbp:Sbal223_2395
ko:K21703	sbp:Sbal223_0920
ko:K21575	sbp:Sbal223_2302
ko:K21606	sbp:Sbal223_1860
ko:K21712	sbp:Sbal223_3390
ko:K22051	sbp:Sbal223_3721
ko:K13874	sbp:Sbal223_2162
ko:K22105	sbp:Sbal223_4078
ko:K22132	sbp:Sbal223_0816
ko:K22185	sbp:Sbal223_2145
ko:K13875	sbp:Sbal223_2144
ko:K22042	sbp:Sbal223_3239
ko:K03077	sbp:Sbal223_2139
ko:K22292	sbp:Sbal223_2056
ko:K22319	sbp:Sbal223_2798
ko:K02257	sbp:Sbal223_4120
ko:K02257	sbp:Sbal223_4150
ko:K22318	sbp:Sbal223_2799
ko:K11391	sbp:Sbal223_3372
ko:K22452	sbp:Sbal223_2289
ko:K00424	sbp:Sbal223_1386
