ko:K06946	ecy:ECSE_0289
ko:K08317	ecy:ECSE_0667
ko:K07309	ecy:ECSE_1708
ko:K10716	ecy:ECSE_1299
ko:K07470	ecy:ECSE_2282
ko:K07347	ecy:ECSE_3430
ko:K07724	ecy:ECSE_3472
ko:K04021	ecy:ECSE_2736
ko:K11749	ecy:ECSE_0175
ko:K12410	ecy:ECSE_1185
ko:K09979	ecy:ECSE_3440
ko:K12064	ecy:ECSE_P2-0063
ko:K12066	ecy:ECSE_P2-0061
ko:K12067	ecy:ECSE_P2-0060
ko:K01487	ecy:ECSE_3147
ko:K08092	ecy:ECSE_3851
ko:K00835	ecy:ECSE_3848
ko:K02173	ecy:ECSE_3197
ko:K07484	ecy:ECSE_P3-0015
ko:K03292	ecy:ECSE_4159
ko:K03292	ecy:ECSE_4160
ko:K00124	ecy:ECSE_4179
ko:K05711	ecy:ECSE_2828
ko:K11202	ecy:ECSE_4186
ko:K11203	ecy:ECSE_4186
ko:K00344	ecy:ECSE_4344
ko:K11208	ecy:ECSE_1537
ko:K11736	ecy:ECSE_0423
ko:K07473	ecy:ECSE_0247
ko:K00385	ecy:ECSE_P3-0003
ko:K11737	ecy:ECSE_4514
ko:K11106	ecy:ECSE_P3-0044
ko:K00885	ecy:ECSE_3501
ko:K05877	ecy:ECSE_2120
ko:K02226	ecy:ECSE_0707
ko:K06889	ecy:ECSE_1380
ko:K01491	ecy:ECSE_0554
ko:K02790	ecy:ECSE_1742
ko:K02791	ecy:ECSE_1742
ko:K06889	ecy:ECSE_1381
ko:K03078	ecy:ECSE_4494
ko:K12372	ecy:ECSE_3813
ko:K04020	ecy:ECSE_2739
ko:K13053	ecy:ECSE_1020
ko:K05984	ecy:ECSE_1911
ko:K07351	ecy:ECSE_4588
ko:K04336	ecy:ECSE_1106
ko:K01069	ecy:ECSE_0208
ko:K12068	ecy:ECSE_P2-0059
ko:K12214	ecy:ECSE_P1-0096
ko:K05595	ecy:ECSE_1619
ko:K05368	ecy:ECSE_4130
ko:K07459	ecy:ECSE_0934
ko:K12525	ecy:ECSE_4234
ko:K00881	ecy:ECSE_4382
ko:K12500	ecy:ECSE_0469
ko:K09024	ecy:ECSE_1069
ko:K09020	ecy:ECSE_1073
ko:K07027	ecy:ECSE_0843
ko:K02478	ecy:ECSE_2394
ko:K02478	ecy:ECSE_2677
ko:K01497	ecy:ECSE_1327
ko:K03970	ecy:ECSE_1357
ko:K03971	ecy:ECSE_1359
ko:K02053	ecy:ECSE_1525
ko:K02054	ecy:ECSE_1524
ko:K02052	ecy:ECSE_1523
ko:K02055	ecy:ECSE_1522
ko:K06889	ecy:ECSE_2821
ko:K03819	ecy:ECSE_2332
ko:K13051	ecy:ECSE_0886
ko:K13292	ecy:ECSE_3085
ko:K12961	ecy:ECSE_3435
ko:K12963	ecy:ECSE_2518
ko:K13014	ecy:ECSE_2515
ko:K10804	ecy:ECSE_0520
ko:K01011	ecy:ECSE_2807
ko:K01847	ecy:ECSE_3179
ko:K00666	ecy:ECSE_3260
ko:K00626	ecy:ECSE_3101
ko:K04772	ecy:ECSE_3513
ko:K11939	ecy:ECSE_0869
ko:K09476	ecy:ECSE_0988
ko:K11685	ecy:ECSE_2922
ko:K03760	ecy:ECSE_4412
ko:K12151	ecy:ECSE_1177
ko:K00884	ecy:ECSE_1184
ko:K04771	ecy:ECSE_0162
ko:K07126	ecy:ECSE_4374
ko:K07126	ecy:ECSE_0716
ko:K07126	ecy:ECSE_0713
ko:K02057	ecy:ECSE_2833
ko:K01048	ecy:ECSE_4113
ko:K00060	ecy:ECSE_3899
ko:K00598	ecy:ECSE_1609
ko:K01061	ecy:ECSE_4118
ko:K01061	ecy:ECSE_3284
ko:K01739	ecy:ECSE_4233
ko:K00568	ecy:ECSE_2493
ko:K11920	ecy:ECSE_0622
ko:K03425	ecy:ECSE_0694
ko:K11909	ecy:ECSE_0218
ko:K11935	ecy:ECSE_1089
ko:K11926	ecy:ECSE_0260
ko:K10551	ecy:ECSE_4385
ko:K01766	ecy:ECSE_3070
ko:K11891	ecy:ECSE_0216
ko:K11905	ecy:ECSE_0226
ko:K11906	ecy:ECSE_0222
ko:K11139	ecy:ECSE_1229
ko:K06957	ecy:ECSE_2756
ko:K10037	ecy:ECSE_0866
ko:K00965	ecy:ECSE_0811
ko:K02426	ecy:ECSE_3071
ko:K11901	ecy:ECSE_0229
ko:K11910	ecy:ECSE_0217
ko:K10213	ecy:ECSE_2430
ko:K03417	ecy:ECSE_0356
ko:K11927	ecy:ECSE_0852
ko:K12143	ecy:ECSE_2773
ko:K11936	ecy:ECSE_1087
ko:K11928	ecy:ECSE_1078
ko:K03459	ecy:ECSE_2777
ko:K11904	ecy:ECSE_0233
ko:K03524	ecy:ECSE_4264
ko:K11907	ecy:ECSE_0219
ko:K00040	ecy:ECSE_4596
ko:K00074	ecy:ECSE_1480
ko:K10026	ecy:ECSE_3034
ko:K10975	ecy:ECSE_0536
ko:K11934	ecy:ECSE_0870
ko:K03768	ecy:ECSE_0550
ko:K03472	ecy:ECSE_3191
ko:K04487	ecy:ECSE_2816
ko:K11717	ecy:ECSE_1803
ko:K11719	ecy:ECSE_3483
ko:K11924	ecy:ECSE_0874
ko:K01785	ecy:ECSE_0809
ko:K06168	ecy:ECSE_0732
ko:K11894	ecy:ECSE_0223
ko:K11895	ecy:ECSE_0224
ko:K08234	ecy:ECSE_0186
ko:K07757	ecy:ECSE_0880
ko:K11925	ecy:ECSE_0069
ko:K00029	ecy:ECSE_2744
ko:K11931	ecy:ECSE_1088
ko:K11932	ecy:ECSE_0675
ko:K01358	ecy:ECSE_0463
ko:K01710	ecy:ECSE_4071
ko:K03297	ecy:ECSE_0578
ko:K03297	ecy:ECSE_2167
ko:K11893	ecy:ECSE_0221
ko:K07356	ecy:ECSE_0558
ko:K07355	ecy:ECSE_0559
ko:K00652	ecy:ECSE_3263
ko:K00647	ecy:ECSE_2632
ko:K01169	ecy:ECSE_0679
ko:K12072	ecy:ECSE_P2-0076
ko:K07591	ecy:ECSE_3403
ko:K03836	ecy:ECSE_3995
ko:K05799	ecy:ECSE_0113
ko:K00661	ecy:ECSE_0484
ko:K00024	ecy:ECSE_3515
ko:K10972	ecy:ECSE_0530
ko:K10038	ecy:ECSE_0865
ko:K11900	ecy:ECSE_0227
ko:K00117	ecy:ECSE_0124
ko:K05714	ecy:ECSE_0374
ko:K05806	ecy:ECSE_0075
ko:K07214	ecy:ECSE_4005
ko:K01089	ecy:ECSE_2296
ko:K00853	ecy:ECSE_0063
ko:K02099	ecy:ECSE_0064
ko:K05818	ecy:ECSE_0371
ko:K00130	ecy:ECSE_0333
ko:K01160	ecy:ECSE_0584
ko:K01659	ecy:ECSE_0357
ko:K01185	ecy:ECSE_0589
ko:K12152	ecy:ECSE_1200
ko:K07726	ecy:ECSE_3829
ko:K07787	ecy:ECSE_0639
ko:K02302	ecy:ECSE_3630
ko:K07796	ecy:ECSE_0636
ko:K03762	ecy:ECSE_4409
ko:K02362	ecy:ECSE_0648
ko:K10036	ecy:ECSE_0867
ko:K03855	ecy:ECSE_0045
ko:K01187	ecy:ECSE_0424
ko:K10973	ecy:ECSE_0532
ko:K11922	ecy:ECSE_0789
ko:K08277	ecy:ECSE_0035
ko:K08279	ecy:ECSE_0036
ko:K02532	ecy:ECSE_0368
ko:K11751	ecy:ECSE_0505
ko:K08297	ecy:ECSE_0040
ko:K00042	ecy:ECSE_0535
ko:K11904	ecy:ECSE_0633
ko:K08313	ecy:ECSE_0883
ko:K11748	ecy:ECSE_3613
ko:K04755	ecy:ECSE_2811
ko:K09974	ecy:ECSE_4238
ko:K07352	ecy:ECSE_0555
ko:K07353	ecy:ECSE_0556
ko:K07354	ecy:ECSE_0557
ko:K03386	ecy:ECSE_0673
ko:K01243	ecy:ECSE_0160
ko:K01085	ecy:ECSE_1064
ko:K03286	ecy:ECSE_1018
ko:K11940	ecy:ECSE_1028
ko:K07343	ecy:ECSE_1021
ko:K00567	ecy:ECSE_1389
ko:K08154	ecy:ECSE_3959
ko:K03767	ecy:ECSE_3625
ko:K03119	ecy:ECSE_0390
ko:K01119	ecy:ECSE_4519
ko:K04751	ecy:ECSE_2841
ko:K00971	ecy:ECSE_2323
ko:K05887	ecy:ECSE_1815
ko:K00537	ecy:ECSE_3769
ko:K00537	ecy:ECSE_2781
ko:K03496	ecy:ECSE_P1-0037
ko:K11720	ecy:ECSE_4568
ko:K01630	ecy:ECSE_3410
ko:K07810	ecy:ECSE_0637
ko:K08225	ecy:ECSE_0658
ko:K00137	ecy:ECSE_1526
ko:K05880	ecy:ECSE_1250
ko:K06884	ecy:ECSE_1308
ko:K04063	ecy:ECSE_1572
ko:K03482	ecy:ECSE_3970
ko:K08997	ecy:ECSE_1831
ko:K07781	ecy:ECSE_2182
ko:K06159	ecy:ECSE_2479
ko:K11938	ecy:ECSE_0472
ko:K01092	ecy:ECSE_2820
ko:K12291	ecy:ECSE_3653
ko:K00484	ecy:ECSE_4620
ko:K08299	ecy:ECSE_0037
ko:K05712	ecy:ECSE_0372
ko:K05713	ecy:ECSE_0373
ko:K02554	ecy:ECSE_0375
ko:K00108	ecy:ECSE_0332
ko:K05845	ecy:ECSE_2399
ko:K02237	ecy:ECSE_0468
ko:K00602	ecy:ECSE_4295
ko:K00974	ecy:ECSE_3336
ko:K03757	ecy:ECSE_4432
ko:K08368	ecy:ECSE_0046
ko:K07214	ecy:ECSE_0651
ko:K00076	ecy:ECSE_1740
ko:K11738	ecy:ECSE_1536
ko:K11534	ecy:ECSE_0898
ko:K10550	ecy:ECSE_4384
ko:K05778	ecy:ECSE_1926
ko:K01232	ecy:ECSE_3968
ko:K01644	ecy:ECSE_0684
ko:K08137	ecy:ECSE_3211
ko:K01150	ecy:ECSE_3213
ko:K01058	ecy:ECSE_4109
ko:K02972	ecy:ECSE_1569
ko:K08349	ecy:ECSE_1564
ko:K01250	ecy:ECSE_0721
ko:K06075	ecy:ECSE_1765
ko:K03445	ecy:ECSE_3946
ko:K11474	ecy:ECSE_3258
ko:K05834	ecy:ECSE_4112
ko:K01488	ecy:ECSE_1744
ko:K01684	ecy:ECSE_3978
ko:K01524	ecy:ECSE_4061
ko:K01664	ecy:ECSE_3622
ko:K08194	ecy:ECSE_3977
ko:K05520	ecy:ECSE_3439
ko:K05540	ecy:ECSE_3541
ko:K07397	ecy:ECSE_3618
ko:K01193	ecy:ECSE_2660
ko:K00675	ecy:ECSE_1552
ko:K00371	ecy:ECSE_1556
ko:K07279	ecy:ECSE_2494
ko:K10986	ecy:ECSE_3426
ko:K02000	ecy:ECSE_2930
ko:K04844	ecy:ECSE_1368
ko:K00956	ecy:ECSE_3003
ko:K00146	ecy:ECSE_1470
ko:K00694	ecy:ECSE_3802
ko:K10124	ecy:ECSE_4006
ko:K07172	ecy:ECSE_3041
ko:K13890	ecy:ECSE_0889
ko:K06887	ecy:ECSE_3710
ko:K09925	ecy:ECSE_4003
ko:K11201	ecy:ECSE_4187
ko:K13892	ecy:ECSE_0887
ko:K10985	ecy:ECSE_3425
ko:K05685	ecy:ECSE_0937
ko:K02798	ecy:ECSE_3202
ko:K13889	ecy:ECSE_0888
ko:K13637	ecy:ECSE_4597
ko:K12940	ecy:ECSE_1392
ko:K12943	ecy:ECSE_3129
ko:K01424	ecy:ECSE_3225
ko:K19124	ecy:ECSE_3013
ko:K03321	ecy:ECSE_1256
ko:K13256	ecy:ECSE_4321
ko:K13038	ecy:ECSE_3919
ko:K01355	ecy:ECSE_0621
ko:K13255	ecy:ECSE_4643
ko:K06879	ecy:ECSE_3054
ko:K01582	ecy:ECSE_4431
ko:K07357	ecy:ECSE_4585
ko:K13283	ecy:ECSE_4203
ko:K13378	ecy:ECSE_2543
ko:K08353	ecy:ECSE_P3-0025
ko:K00297	ecy:ECSE_4235
ko:K03973	ecy:ECSE_1358
ko:K13243	ecy:ECSE_1579
ko:K13244	ecy:ECSE_0336
ko:K02423	ecy:ECSE_2157
ko:K12972	ecy:ECSE_1095
ko:K01271	ecy:ECSE_4133
ko:K07246	ecy:ECSE_1974
ko:K13788	ecy:ECSE_2555
ko:K03366	ecy:ECSE_P3-0048
ko:K13480	ecy:ECSE_3132
ko:K05939	ecy:ECSE_3093
ko:K05349	ecy:ECSE_2400
ko:K02468	ecy:ECSE_2955
ko:K02508	ecy:ECSE_4622
ko:K05817	ecy:ECSE_2824
ko:K02058	ecy:ECSE_0346
ko:K02056	ecy:ECSE_0347
ko:K01176	ecy:ECSE_3847
ko:K07821	ecy:ECSE_2108
ko:K10709	ecy:ECSE_3634
ko:K10711	ecy:ECSE_3636
ko:K02083	ecy:ECSE_0541
ko:K01175	ecy:ECSE_0748
ko:K01838	ecy:ECSE_1369
ko:K02057	ecy:ECSE_0348
ko:K02057	ecy:ECSE_0349
ko:K02315	ecy:ECSE_4637
ko:K02315	ecy:ECSE_2084
ko:K12368	ecy:ECSE_3817
ko:K12339	ecy:ECSE_2711
ko:K12371	ecy:ECSE_3814
ko:K02485	ecy:ECSE_1285
ko:K09806	ecy:ECSE_3323
ko:K08318	ecy:ECSE_4165
ko:K16371	ecy:ECSE_3416
ko:K07347	ecy:ECSE_4016
ko:K09612	ecy:ECSE_3005
ko:K08138	ecy:ECSE_4322
ko:K05874	ecy:ECSE_4631
ko:K08352	ecy:ECSE_P3-0024
ko:K05819	ecy:ECSE_0378
ko:K00557	ecy:ECSE_4260
ko:K03079	ecy:ECSE_4495
ko:K12528	ecy:ECSE_3145
ko:K12529	ecy:ECSE_3144
ko:K15524	ecy:ECSE_0791
ko:K05875	ecy:ECSE_2121
ko:K15548	ecy:ECSE_3520
ko:K03468	ecy:ECSE_3519
ko:K09702	ecy:ECSE_0279
ko:K00219	ecy:ECSE_3362
ko:K07232	ecy:ECSE_1271
ko:K12573	ecy:ECSE_4476
ko:K03817	ecy:ECSE_1508
ko:K02799	ecy:ECSE_3201
ko:K02800	ecy:ECSE_3201
ko:K01708	ecy:ECSE_3412
ko:K07314	ecy:ECSE_2982
ko:K00529	ecy:ECSE_2829
ko:K09968	ecy:ECSE_2241
ko:K14057	ecy:ECSE_1393
ko:K14062	ecy:ECSE_1460
ko:K14063	ecy:ECSE_1469
ko:K14064	ecy:ECSE_2128
ko:K14061	ecy:ECSE_1459
ko:K14056	ecy:ECSE_1351
ko:K14055	ecy:ECSE_1387
ko:K13650	ecy:ECSE_0862
ko:K13735	ecy:ECSE_0316
ko:K02852	ecy:ECSE_4078
ko:K12369	ecy:ECSE_3816
ko:K12582	ecy:ECSE_4076
ko:K02532	ecy:ECSE_2658
ko:K03272	ecy:ECSE_3332
ko:K14054	ecy:ECSE_1378
ko:K14059	ecy:ECSE_1700
ko:K14065	ecy:ECSE_4212
ko:K14059	ecy:ECSE_2102
ko:K01782	ecy:ECSE_2650
ko:K01825	ecy:ECSE_4132
ko:K13735	ecy:ECSE_2264
ko:K14059	ecy:ECSE_1399
ko:K14060	ecy:ECSE_0616
ko:K14052	ecy:ECSE_1348
ko:K14053	ecy:ECSE_1371
ko:K14058	ecy:ECSE_1398
ko:K14051	ecy:ECSE_1337
ko:K06211	ecy:ECSE_4665
ko:K13628	ecy:ECSE_2814
ko:K02462	ecy:ECSE_3236
ko:K01916	ecy:ECSE_1910
ko:K07483	ecy:ECSE_2909
ko:K07749	ecy:ECSE_2671
ko:K12507	ecy:ECSE_1825
ko:K11106	ecy:ECSE_3344
ko:K12700	ecy:ECSE_0028
ko:K00455	ecy:ECSE_4627
ko:K00215	ecy:ECSE_0029
ko:K04753	ecy:ECSE_3300
ko:K02068	ecy:ECSE_0515
ko:K08173	ecy:ECSE_1639
ko:K07349	ecy:ECSE_4592
ko:K07350	ecy:ECSE_4593
ko:K02062	ecy:ECSE_0066
ko:K03490	ecy:ECSE_1905
ko:K04691	ecy:ECSE_3514
ko:K06156	ecy:ECSE_3704
ko:K09982	ecy:ECSE_0270
ko:K02100	ecy:ECSE_3098
ko:K07346	ecy:ECSE_4589
ko:K07348	ecy:ECSE_4591
ko:K06956	ecy:ECSE_1898
ko:K02069	ecy:ECSE_0516
ko:K02004	ecy:ECSE_0521
ko:K12524	ecy:ECSE_0002
ko:K07310	ecy:ECSE_1709
ko:K07311	ecy:ECSE_1710
ko:K05789	ecy:ECSE_2301
ko:K00138	ecy:ECSE_3865
ko:K16693	ecy:ECSE_4075
ko:K07038	ecy:ECSE_0552
ko:K03328	ecy:ECSE_2314
ko:K03329	ecy:ECSE_0353
ko:K07038	ecy:ECSE_1897
ko:K07812	ecy:ECSE_2107
ko:K00971	ecy:ECSE_2309
ko:K01297	ecy:ECSE_1241
ko:K01087	ecy:ECSE_2130
ko:K01176	ecy:ECSE_2158
ko:K02057	ecy:ECSE_4536
ko:K04065	ecy:ECSE_4650
ko:K10762	ecy:ECSE_1414
ko:K03668	ecy:ECSE_1464
ko:K00632	ecy:ECSE_4131
ko:K00632	ecy:ECSE_2651
ko:K07245	ecy:ECSE_2015
ko:K13069	ecy:ECSE_1965
ko:K02477	ecy:ECSE_2393
ko:K04028	ecy:ECSE_2737
ko:K04030	ecy:ECSE_2741
ko:K00058	ecy:ECSE_0272
ko:K04072	ecy:ECSE_1289
ko:K01791	ecy:ECSE_4069
ko:K04085	ecy:ECSE_3738
ko:K00087	ecy:ECSE_3130
ko:K06895	ecy:ECSE_3185
ko:K03503	ecy:ECSE_P2-0024
ko:K08351	ecy:ECSE_3824
ko:K03446	ecy:ECSE_2939
ko:K01147	ecy:ECSE_1338
ko:K01582	ecy:ECSE_0185
ko:K07782	ecy:ECSE_2147
ko:K01077	ecy:ECSE_0404
ko:K08970	ecy:ECSE_2375
ko:K06518	ecy:ECSE_2408
ko:K05876	ecy:ECSE_1503
ko:K09994	ecy:ECSE_4392
ko:K02850	ecy:ECSE_3908
ko:K11104	ecy:ECSE_4418
ko:K11139	ecy:ECSE_1230
ko:K02255	ecy:ECSE_2134
ko:K03275	ecy:ECSE_3909
ko:K08177	ecy:ECSE_3820
ko:K03838	ecy:ECSE_3400
ko:K02614	ecy:ECSE_1481
ko:K12527	ecy:ECSE_3142
ko:K07357	ecy:ECSE_0331
ko:K07274	ecy:ECSE_1953
ko:K02847	ecy:ECSE_3905
ko:K08172	ecy:ECSE_2267
ko:K08305	ecy:ECSE_2949
ko:K00713	ecy:ECSE_3906
ko:K07358	ecy:ECSE_4586
ko:K11720	ecy:ECSE_3264
ko:K13635	ecy:ECSE_2272
ko:K01826	ecy:ECSE_4626
ko:K05921	ecy:ECSE_4629
ko:K00276	ecy:ECSE_1471
ko:K06006	ecy:ECSE_4202
ko:K12660	ecy:ECSE_2507
ko:K05812	ecy:ECSE_2872
ko:K03487	ecy:ECSE_2962
ko:K03087	ecy:ECSE_2993
ko:K00879	ecy:ECSE_3063
ko:K09016	ecy:ECSE_1068
ko:K12941	ecy:ECSE_1391
ko:K12942	ecy:ECSE_1390
ko:K12945	ecy:ECSE_2748
ko:K13979	ecy:ECSE_0350
ko:K02615	ecy:ECSE_1482
ko:K02617	ecy:ECSE_1485
ko:K03649	ecy:ECSE_3350
ko:K02027	ecy:ECSE_1362
ko:K07471	ecy:ECSE_3304
ko:K13631	ecy:ECSE_4356
ko:K13634	ecy:ECSE_1323
ko:K06887	ecy:ECSE_0214
ko:K06867	ecy:ECSE_0339
ko:K03782	ecy:ECSE_4236
ko:K13638	ecy:ECSE_3567
ko:K01792	ecy:ECSE_1951
ko:K13641	ecy:ECSE_4303
ko:K10778	ecy:ECSE_2481
ko:K10939	ecy:ECSE_3249
ko:K13479	ecy:ECSE_3131
ko:K13643	ecy:ECSE_2817
ko:K01070	ecy:ECSE_2421
ko:K13694	ecy:ECSE_2444
ko:K13821	ecy:ECSE_1076
ko:K11198	ecy:ECSE_0790
ko:K11199	ecy:ECSE_0790
ko:K11200	ecy:ECSE_0790
ko:K01051	ecy:ECSE_0825
ko:K14218	ecy:ECSE_tRNA67
ko:K14218	ecy:ECSE_tRNA68
ko:K07248	ecy:ECSE_1498
ko:K13938	ecy:ECSE_1727
ko:K13953	ecy:ECSE_1567
ko:K13954	ecy:ECSE_3866
ko:K02058	ecy:ECSE_4533
ko:K02056	ecy:ECSE_4534
ko:K13918	ecy:ECSE_3046
ko:K13483	ecy:ECSE_0304
ko:K02057	ecy:ECSE_4535
ko:K01002	ecy:ECSE_4635
ko:K07186	ecy:ECSE_4662
ko:K03497	ecy:ECSE_P2-0043
ko:K13695	ecy:ECSE_1833
ko:K02081	ecy:ECSE_3415
ko:K10984	ecy:ECSE_3424
ko:K02080	ecy:ECSE_3427
ko:K13497	ecy:ECSE_1312
ko:K08326	ecy:ECSE_2682
ko:K04027	ecy:ECSE_2738
ko:K13894	ecy:ECSE_2447
ko:K13896	ecy:ECSE_2449
ko:K13639	ecy:ECSE_4357
ko:K02058	ecy:ECSE_2835
ko:K13893	ecy:ECSE_2446
ko:K13891	ecy:ECSE_0890
ko:K04750	ecy:ECSE_4405
ko:K00121	ecy:ECSE_0381
ko:K13620	ecy:ECSE_2330
ko:K10710	ecy:ECSE_3635
ko:K02056	ecy:ECSE_2834
ko:K03293	ecy:ECSE_4079
ko:K02477	ecy:ECSE_2678
ko:K08348	ecy:ECSE_1562
ko:K14220	ecy:ECSE_tRNA16
ko:K14220	ecy:ECSE_tRNA17
ko:K14220	ecy:ECSE_tRNA69
ko:K14220	ecy:ECSE_tRNA18
ko:K05847	ecy:ECSE_2397
ko:K14237	ecy:ECSE_tRNA10
ko:K14237	ecy:ECSE_tRNA21
ko:K14237	ecy:ECSE_tRNA22
ko:K14237	ecy:ECSE_tRNA23
ko:K14237	ecy:ECSE_tRNA08
ko:K14232	ecy:ECSE_tRNA54
ko:K14221	ecy:ECSE_tRNA03
ko:K14221	ecy:ECSE_tRNA31
ko:K14221	ecy:ECSE_tRNA04
ko:K14219	ecy:ECSE_tRNA06
ko:K14229	ecy:ECSE_tRNA07
ko:K14229	ecy:ECSE_tRNA09
ko:K14229	ecy:ECSE_tRNA24
ko:K14229	ecy:ECSE_tRNA12
ko:K14229	ecy:ECSE_tRNA11
ko:K14229	ecy:ECSE_tRNA13
ko:K03502	ecy:ECSE_P1-0041
ko:K14228	ecy:ECSE_tRNA49
ko:K14233	ecy:ECSE_tRNA61
ko:K14228	ecy:ECSE_tRNA58
ko:K14228	ecy:ECSE_tRNA81
ko:K01070	ecy:ECSE_0380
ko:K13498	ecy:ECSE_1311
ko:K08281	ecy:ECSE_1939
ko:K13630	ecy:ECSE_1622
ko:K13632	ecy:ECSE_1621
ko:K13735	ecy:ECSE_2265
ko:K13684	ecy:ECSE_2331
ko:K13683	ecy:ECSE_2329
ko:K13574	ecy:ECSE_0857
ko:K07786	ecy:ECSE_2664
ko:K07797	ecy:ECSE_2665
ko:K07483	ecy:ECSE_1420
ko:K13654	ecy:ECSE_1533
ko:K13771	ecy:ECSE_4475
ko:K03292	ecy:ECSE_3940
ko:K00941	ecy:ECSE_2372
ko:K03605	ecy:ECSE_1037
ko:K01977	ecy:ECSE_16SrRNA02
ko:K01977	ecy:ECSE_16SrRNA05
ko:K01977	ecy:ECSE_16SrRNA06
ko:K01977	ecy:ECSE_16SrRNA03
ko:K01977	ecy:ECSE_16SrRNA01
ko:K01977	ecy:ECSE_16SrRNA07
ko:K01977	ecy:ECSE_16SrRNA04
ko:K07250	ecy:ECSE_2915
ko:K01434	ecy:ECSE_4616
ko:K14187	ecy:ECSE_2884
ko:K03077	ecy:ECSE_0061
ko:K14230	ecy:ECSE_tRNA80
ko:K14230	ecy:ECSE_tRNA84
ko:K14233	ecy:ECSE_tRNA70
ko:K07713	ecy:ECSE_4293
ko:K01990	ecy:ECSE_0849
ko:K14347	ecy:ECSE_2700
ko:K07480	ecy:ECSE_4227
ko:K07480	ecy:ECSE_4228
ko:K14392	ecy:ECSE_3539
ko:K14233	ecy:ECSE_tRNA78
ko:K14236	ecy:ECSE_tRNA75
ko:K14236	ecy:ECSE_tRNA76
ko:K14236	ecy:ECSE_tRNA42
ko:K14260	ecy:ECSE_2547
ko:K14228	ecy:ECSE_tRNA35
ko:K14228	ecy:ECSE_tRNA52
ko:K14228	ecy:ECSE_tRNA50
ko:K14228	ecy:ECSE_tRNA51
ko:K21901	ecy:ECSE_3775
ko:K07771	ecy:ECSE_4411
ko:K07791	ecy:ECSE_4437
ko:K14232	ecy:ECSE_tRNA19
ko:K21907	ecy:ECSE_3780
ko:K05499	ecy:ECSE_4223
ko:K14234	ecy:ECSE_tRNA44
ko:K14234	ecy:ECSE_tRNA57
ko:K14224	ecy:ECSE_tRNA30
ko:K14224	ecy:ECSE_tRNA66
ko:K14224	ecy:ECSE_tRNA45
ko:K14223	ecy:ECSE_tRNA85
ko:K14223	ecy:ECSE_tRNA86
ko:K14228	ecy:ECSE_tRNA73
ko:K14233	ecy:ECSE_tRNA77
ko:K14233	ecy:ECSE_tRNA79
ko:K09935	ecy:ECSE_0854
ko:K14218	ecy:ECSE_tRNA02
ko:K14218	ecy:ECSE_tRNA38
ko:K14218	ecy:ECSE_tRNA56
ko:K14218	ecy:ECSE_tRNA40
ko:K14348	ecy:ECSE_3886
ko:K21908	ecy:ECSE_3779
ko:K07480	ecy:ECSE_1490
ko:K14219	ecy:ECSE_tRNA33
ko:K14225	ecy:ECSE_tRNA43
ko:K14225	ecy:ECSE_tRNA74
ko:K14393	ecy:ECSE_4362
ko:K14155	ecy:ECSE_1743
ko:K14223	ecy:ECSE_tRNA82
ko:K14223	ecy:ECSE_tRNA83
ko:K14287	ecy:ECSE_0668
ko:K15034	ecy:ECSE_0191
ko:K12139	ecy:ECSE_2769
ko:K07448	ecy:ECSE_4574
ko:K14415	ecy:ECSE_3687
ko:K06858	ecy:ECSE_0159
ko:K01985	ecy:ECSE_5SrRNA06
ko:K01985	ecy:ECSE_5SrRNA02
ko:K01985	ecy:ECSE_5SrRNA03
ko:K01985	ecy:ECSE_5SrRNA07
ko:K01985	ecy:ECSE_5SrRNA01
ko:K01985	ecy:ECSE_5SrRNA04
ko:K01985	ecy:ECSE_5SrRNA05
ko:K14414	ecy:ECSE_3688
ko:K14744	ecy:ECSE_0590
ko:K14235	ecy:ECSE_tRNA32
ko:K14234	ecy:ECSE_tRNA41
ko:K02509	ecy:ECSE_4625
ko:K02510	ecy:ECSE_4624
ko:K14234	ecy:ECSE_tRNA05
ko:K15396	ecy:ECSE_2819
ko:K14231	ecy:ECSE_tRNA28
ko:K14231	ecy:ECSE_tRNA53
ko:K14441	ecy:ECSE_0893
ko:K14225	ecy:ECSE_tRNA60
ko:K00674	ecy:ECSE_0165
ko:K07483	ecy:ECSE_P3-0040
ko:K07486	ecy:ECSE_P2-0098
ko:K07497	ecy:ECSE_1419
ko:K07497	ecy:ECSE_4581
ko:K21906	ecy:ECSE_3784
ko:K14623	ecy:ECSE_3926
ko:K03307	ecy:ECSE_3965
ko:K14227	ecy:ECSE_tRNA01
ko:K14227	ecy:ECSE_tRNA37
ko:K14227	ecy:ECSE_tRNA39
ko:K14227	ecy:ECSE_tRNA55
ko:K14226	ecy:ECSE_tRNA34
ko:K14237	ecy:ECSE_tRNA14
ko:K14237	ecy:ECSE_tRNA15
ko:K14230	ecy:ECSE_tRNA29
ko:K14219	ecy:ECSE_tRNA20
ko:K01980	ecy:ECSE_23SrRNA06
ko:K01980	ecy:ECSE_23SrRNA07
ko:K01980	ecy:ECSE_23SrRNA01
ko:K01980	ecy:ECSE_23SrRNA05
ko:K01980	ecy:ECSE_23SrRNA02
ko:K01980	ecy:ECSE_23SrRNA04
ko:K01980	ecy:ECSE_23SrRNA03
ko:K14222	ecy:ECSE_tRNA72
ko:K14170	ecy:ECSE_2883
ko:K14261	ecy:ECSE_2676
ko:K00094	ecy:ECSE_2360
