ko:K01212	bamn:BASU_3671
ko:K11923	bamn:BASU_0918
ko:K21701	bamn:BASU_0178
ko:K21802	bamn:BASU_0708
ko:K21902	bamn:BASU_0713
ko:K21935	bamn:BASU_1902
ko:K06299	bamn:BASU_2808
ko:K21959	bamn:BASU_1812
ko:K18244	bamn:BASU_2168
ko:K00680	bamn:BASU_2999
ko:K22043	bamn:BASU_1837
ko:K21960	bamn:BASU_3000
ko:K21993	bamn:BASU_2373
ko:K00754	bamn:BASU_1989
ko:K01463	bamn:BASU_1990
ko:K22135	bamn:BASU_1873
ko:K22136	bamn:BASU_1454
ko:K03595	bamn:BASU_2282
ko:K14274	bamn:BASU_2951
ko:K22132	bamn:BASU_2408
ko:K22109	bamn:BASU_2734
ko:K01932	bamn:BASU_3222
ko:K22116	bamn:BASU_3221
ko:K22230	bamn:BASU_2744
ko:K03547	bamn:BASU_0953
ko:K22278	bamn:BASU_2326
ko:K03077	bamn:BASU_2527
ko:K22301	bamn:BASU_3022
ko:K22299	bamn:BASU_3011
ko:K01486	bamn:BASU_1388
ko:K02257	bamn:BASU_0794
ko:K02257	bamn:BASU_1430
ko:K22299	bamn:BASU_3010
ko:K22301	bamn:BASU_3027
ko:K03574	bamn:BASU_0414
ko:K09988	bamn:BASU_0401
ko:K13566	bamn:BASU_1292
ko:K18672	bamn:BASU_1869
ko:K22441	bamn:BASU_3087
ko:K22579	bamn:BASU_0798
ko:K22579	bamn:BASU_1696
