ko:K01006	lmz:LMOSLCC2482_1929
ko:K21993	lmz:LMOSLCC2482_0958
ko:K22043	lmz:LMOSLCC2482_2497
ko:K00936	lmz:LMOSLCC2482_1213
ko:K21960	lmz:LMOSLCC2482_2354
ko:K21903	lmz:LMOSLCC2482_p0030
ko:K03595	lmz:LMOSLCC2482_1517
ko:K22103	lmz:LMOSLCC2482_2169
ko:K01537	lmz:LMOSLCC2482_0882
ko:K03547	lmz:LMOSLCC2482_2288
ko:K22251	lmz:LMOSLCC2482_0346
ko:K22278	lmz:LMOSLCC2482_0422
ko:K17758	lmz:LMOSLCC2482_1683
ko:K09935	lmz:LMOSLCC2482_0943
ko:K02257	lmz:LMOSLCC2482_2115
ko:K05592	lmz:LMOSLCC2482_1292
ko:K13566	lmz:LMOSLCC2482_0289
ko:K22441	lmz:LMOSLCC2482_0859
