ko:K02030	kpu:KP1_2889
ko:K01547	kpu:KP1_1669
ko:K01546	kpu:KP1_1670
ko:K01669	kpu:KP1_1672
ko:K03305	kpu:KP1_1673
ko:K07160	kpu:KP1_1677
ko:K01304	kpu:KP1_1680
ko:K05522	kpu:KP1_1681
ko:K01647	kpu:KP1_1682
ko:K00241	kpu:KP1_1683
ko:K00242	kpu:KP1_1684
ko:K00239	kpu:KP1_1685
ko:K00240	kpu:KP1_1686
ko:K00164	kpu:KP1_1687
ko:K00658	kpu:KP1_1688
ko:K01903	kpu:KP1_1689
ko:K01902	kpu:KP1_1690
ko:K00425	kpu:KP1_1693
ko:K00426	kpu:KP1_1694
ko:K07107	kpu:KP1_1697
ko:K03562	kpu:KP1_1699
ko:K03560	kpu:KP1_1700
ko:K03646	kpu:KP1_1701
ko:K03641	kpu:KP1_1702
ko:K03640	kpu:KP1_1704
ko:K03517	kpu:KP1_1706
ko:K03811	kpu:KP1_1707
ko:K01626	kpu:KP1_1710
ko:K01834	kpu:KP1_1712
ko:K01785	kpu:KP1_1714
ko:K00849	kpu:KP1_1715
ko:K05776	kpu:KP1_1718
ko:K12149	kpu:KP1_2061
ko:K03424	kpu:KP1_2089
ko:K07337	kpu:KP1_2094
ko:K07251	kpu:KP1_2095
ko:K01207	kpu:KP1_2096
ko:K07000	kpu:KP1_2097
ko:K03885	kpu:KP1_2098
ko:K12151	kpu:KP1_2104
ko:K03723	kpu:KP1_2106
ko:K09808	kpu:KP1_2107
ko:K09808	kpu:KP1_2109
ko:K01465	kpu:KP1_2062
ko:K08162	kpu:KP1_2065
ko:K03790	kpu:KP1_2067
ko:K03177	kpu:KP1_4884
ko:K02834	kpu:KP1_4885
ko:K02519	kpu:KP1_4886
ko:K02600	kpu:KP1_4887
ko:K09748	kpu:KP1_4889
ko:K01940	kpu:KP1_4890
ko:K03075	kpu:KP1_4894
ko:K03431	kpu:KP1_4895
ko:K00796	kpu:KP1_4896
ko:K03798	kpu:KP1_4897
ko:K02427	kpu:KP1_4898
ko:K07574	kpu:KP1_4899
ko:K03624	kpu:KP1_4900
ko:K07259	kpu:KP1_4901
ko:K03979	kpu:KP1_4902
ko:K02899	kpu:KP1_4904
ko:K02888	kpu:KP1_4907
ko:K02523	kpu:KP1_4908
ko:K00790	kpu:KP1_4910
ko:K07122	kpu:KP1_4913
ko:K07323	kpu:KP1_4914
ko:K02067	kpu:KP1_4915
ko:K02066	kpu:KP1_4916
ko:K02065	kpu:KP1_4917
ko:K07301	kpu:KP1_4918
ko:K06041	kpu:KP1_4919
ko:K03270	kpu:KP1_4920
ko:K11719	kpu:KP1_4921
ko:K09774	kpu:KP1_4922
ko:K06861	kpu:KP1_4923
ko:K03092	kpu:KP1_4924
ko:K05808	kpu:KP1_4925
ko:K02806	kpu:KP1_4926
ko:K06958	kpu:KP1_4927
ko:K03814	kpu:KP1_4929
ko:K07648	kpu:KP1_4931
ko:K01686	kpu:KP1_4932
ko:K08322	kpu:KP1_4933
ko:K07139	kpu:KP1_4935
ko:K00265	kpu:KP1_4936
ko:K02024	kpu:KP1_0277
ko:K05775	kpu:KP1_0278
ko:K03181	kpu:KP1_0279
ko:K03179	kpu:KP1_0280
ko:K00631	kpu:KP1_0281
ko:K00901	kpu:KP1_0282
ko:K01356	kpu:KP1_0283
ko:K03327	kpu:KP1_0284
ko:K09823	kpu:KP1_0287
ko:K05539	kpu:KP1_0290
ko:K02314	kpu:KP1_0294
ko:K01775	kpu:KP1_0295
ko:K03788	kpu:KP1_0297
ko:K03701	kpu:KP1_0301
ko:K03111	kpu:KP1_0302
ko:K01092	kpu:KP1_0314
ko:K06901	kpu:KP1_0328
ko:K01895	kpu:KP1_0342
ko:K11102	kpu:KP1_0344
ko:K11753	kpu:KP1_0841
ko:K01870	kpu:KP1_0842
ko:K03101	kpu:KP1_0843
ko:K03774	kpu:KP1_0844
ko:K03527	kpu:KP1_0845
ko:K00215	kpu:KP1_0850
ko:K01956	kpu:KP1_0853
ko:K01955	kpu:KP1_0854
ko:K11746	kpu:KP1_0856
ko:K00287	kpu:KP1_0858
ko:K01525	kpu:KP1_0859
ko:K06195	kpu:KP1_0860
ko:K02528	kpu:KP1_0861
ko:K00097	kpu:KP1_0862
ko:K03771	kpu:KP1_0863
ko:K04744	kpu:KP1_0864
ko:K05801	kpu:KP1_0865
ko:K07702	kpu:KP1_0866
ko:K07700	kpu:KP1_0867
ko:K05964	kpu:KP1_0869
ko:K06177	kpu:KP1_0870
ko:K03580	kpu:KP1_0871
ko:K02336	kpu:KP1_0872
ko:K01804	kpu:KP1_0874
ko:K02063	kpu:KP1_0879
ko:K02064	kpu:KP1_0880
ko:K11925	kpu:KP1_0881
ko:K03291	kpu:KP1_0883
ko:K03785	kpu:KP1_0888
ko:K00014	kpu:KP1_0890
ko:K01704	kpu:KP1_0892
ko:K01703	kpu:KP1_0894
ko:K00052	kpu:KP1_0895
ko:K01649	kpu:KP1_0896
ko:K05798	kpu:KP1_0897
ko:K01652	kpu:KP1_0898
ko:K01653	kpu:KP1_0899
ko:K03435	kpu:KP1_0900
ko:K03925	kpu:KP1_0903
ko:K03438	kpu:KP1_0904
ko:K03586	kpu:KP1_0905
ko:K03587	kpu:KP1_0906
ko:K01928	kpu:KP1_0907
ko:K14225	kpu:KP1_6024
ko:K00024	kpu:KP1_4960
ko:K19586	kpu:KP1_4204
ko:K03768	kpu:KP1_1383
ko:K01630	kpu:KP1_4841
ko:K12299	kpu:KP1_4842
ko:K00694	kpu:KP1_5225
ko:K00547	kpu:KP1_1168
ko:K00010	kpu:KP1_0560
ko:K00010	kpu:KP1_1420
ko:K05835	kpu:KP1_0179
ko:K01684	kpu:KP1_5473
ko:K10560	kpu:KP1_0067
ko:K02029	kpu:KP1_2812
ko:K07090	kpu:KP1_2835
ko:K02051	kpu:KP1_3115
ko:K00019	kpu:KP1_3134
ko:K05812	kpu:KP1_4163
ko:K07347	kpu:KP1_4246
ko:K07347	kpu:KP1_4249
ko:K07345	kpu:KP1_4251
ko:K02000	kpu:KP1_4271
ko:K02001	kpu:KP1_4272
ko:K00821	kpu:KP1_5073
ko:K01664	kpu:KP1_5074
ko:K03767	kpu:KP1_5077
ko:K06156	kpu:KP1_5134
ko:K00823	kpu:KP1_5161
ko:K00799	kpu:KP1_5207
ko:K00835	kpu:KP1_5284
ko:K01053	kpu:KP1_5335
ko:K01139	kpu:KP1_5353
ko:K11745	kpu:KP1_0857
ko:K00853	kpu:KP1_0875
ko:K02099	kpu:KP1_0876
ko:K08194	kpu:KP1_5472
ko:K08194	kpu:KP1_3224
ko:K00219	kpu:KP1_4808
ko:K11189	kpu:KP1_4850
ko:K00094	kpu:KP1_4855
ko:K05520	kpu:KP1_4867
ko:K04772	kpu:KP1_4946
ko:K04691	kpu:KP1_4947
ko:K03779	kpu:KP1_4955
ko:K02506	kpu:KP1_5046
ko:K03772	kpu:KP1_5059
ko:K00675	kpu:KP1_2950
ko:K07726	kpu:KP1_5440
ko:K01250	kpu:KP1_2975
ko:K02483	kpu:KP1_2858
ko:K02770	kpu:KP1_2787
ko:K02769	kpu:KP1_2788
ko:K02768	kpu:KP1_2790
ko:K01487	kpu:KP1_2840
ko:K01631	kpu:KP1_5474
ko:K10124	kpu:KP1_5499
ko:K13890	kpu:KP1_1823
ko:K13892	kpu:KP1_1821
ko:K05685	kpu:KP1_1880
ko:K13889	kpu:KP1_1822
ko:K13637	kpu:KP1_4521
ko:K01534	kpu:KP1_p130
ko:K12940	kpu:KP1_2550
ko:K12943	kpu:KP1_4603
ko:K19123	kpu:KP1_3170
ko:K13021	kpu:KP1_2291
ko:K13256	kpu:KP1_0272
ko:K13038	kpu:KP1_5331
ko:K13255	kpu:KP1_0781
ko:K06879	kpu:KP1_4409
ko:K11607	kpu:KP1_4348
ko:K00117	kpu:KP1_0958
ko:K04771	kpu:KP1_1014
ko:K08234	kpu:KP1_1045
ko:K01069	kpu:KP1_1071
ko:K01130	kpu:KP1_1453
ko:K13283	kpu:KP1_0081
ko:K09470	kpu:KP1_2006
ko:K13378	kpu:KP1_3920
ko:K02485	kpu:KP1_3316
ko:K12972	kpu:KP1_2043
ko:K13926	kpu:KP1_0699
ko:K01699	kpu:KP1_4473
ko:K07246	kpu:KP1_1998
ko:K07012	kpu:KP1_3171
ko:K07480	kpu:KP1_p048
ko:K07123	kpu:KP1_p237
ko:K10778	kpu:KP1_5347
ko:K13788	kpu:KP1_3934
ko:K05939	kpu:KP1_4517
ko:K01002	kpu:KP1_0767
ko:K00758	kpu:KP1_0797
ko:K00146	kpu:KP1_1463
ko:K00146	kpu:KP1_2465
ko:K07214	kpu:KP1_5498
ko:K07214	kpu:KP1_1548
ko:K08177	kpu:KP1_5250
ko:K08348	kpu:KP1_2931
ko:K05349	kpu:KP1_4218
ko:K02793	kpu:KP1_1485
ko:K05349	kpu:KP1_3795
ko:K07407	kpu:KP1_0062
ko:K03762	kpu:KP1_0369
ko:K06957	kpu:KP1_4059
ko:K00974	kpu:KP1_4747
ko:K00537	kpu:KP1_4069
ko:K01697	kpu:KP1_4684
ko:K01061	kpu:KP1_4697
ko:K01760	kpu:KP1_4707
ko:K08325	kpu:KP1_4711
ko:K07274	kpu:KP1_2218
ko:K05714	kpu:KP1_3215
ko:K05712	kpu:KP1_3217
ko:K03445	kpu:KP1_5438
ko:K06518	kpu:KP1_3809
ko:K00459	kpu:KP1_2696
ko:K07491	kpu:KP1_2134
ko:K03321	kpu:KP1_3356
ko:K01897	kpu:KP1_3447
ko:K15548	kpu:KP1_4966
ko:K07684	kpu:KP1_3329
ko:K07232	kpu:KP1_3341
ko:K12573	kpu:KP1_0450
ko:K03817	kpu:KP1_3010
ko:K07017	kpu:KP1_2725
ko:K01759	kpu:KP1_3093
ko:K01759	kpu:KP1_3063
ko:K00854	kpu:KP1_3759
ko:K11382	kpu:KP1_2767
ko:K03468	kpu:KP1_4965
ko:K00055	kpu:KP1_3012
ko:K12262	kpu:KP1_3022
ko:K01488	kpu:KP1_3027
ko:K01175	kpu:KP1_1662
ko:K15830	kpu:KP1_4325
ko:K02056	kpu:KP1_2775
ko:K07666	kpu:KP1_4720
ko:K13629	kpu:KP1_5457
ko:K14057	kpu:KP1_2551
ko:K14062	kpu:KP1_2454
ko:K14063	kpu:KP1_2464
ko:K13930	kpu:KP1_2580
ko:K14055	kpu:KP1_2543
ko:K13935	kpu:KP1_2573
ko:K14061	kpu:KP1_2452
ko:K14056	kpu:KP1_2004
ko:K13888	kpu:KP1_1879
ko:K13919	kpu:KP1_4474
ko:K03897	kpu:KP1_p315
ko:K07347	kpu:KP1_0336
ko:K02852	kpu:KP1_0157
ko:K12582	kpu:KP1_0155
ko:K00537	kpu:KP1_4590
ko:K03892	kpu:KP1_4592
ko:K03272	kpu:KP1_4741
ko:K14054	kpu:KP1_2354
ko:K03746	kpu:KP1_p056
ko:K13936	kpu:KP1_2575
ko:K13934	kpu:KP1_2574
ko:K13928	kpu:KP1_2572
ko:K13929	kpu:KP1_2581
ko:K13932	kpu:KP1_2578
ko:K13933	kpu:KP1_2576
ko:K03896	kpu:KP1_p318
ko:K14064	kpu:KP1_3522
ko:K13921	kpu:KP1_4486
ko:K13922	kpu:KP1_4485
ko:K01782	kpu:KP1_3973
ko:K01825	kpu:KP1_0203
ko:K14058	kpu:KP1_2451
ko:K14060	kpu:KP1_p279
ko:K14052	kpu:KP1_2007
ko:K06211	kpu:KP1_0806
ko:K13628	kpu:KP1_4112
ko:K13953	kpu:KP1_2916
ko:K02224	kpu:KP1_4466
ko:K07245	kpu:KP1_3485
ko:K07782	kpu:KP1_3544
ko:K07011	kpu:KP1_3694
ko:K02062	kpu:KP1_0878
ko:K05799	kpu:KP1_0940
ko:K01534	kpu:KP1_5172
ko:K11072	kpu:KP1_2130
ko:K01607	kpu:KP1_2560
ko:K11106	kpu:KP1_2563
ko:K00657	kpu:KP1_2606
ko:K01190	kpu:KP1_2639
ko:K00455	kpu:KP1_0740
ko:K02821	kpu:KP1_1215
ko:K03386	kpu:KP1_1218
ko:K02068	kpu:KP1_1347
ko:K04753	kpu:KP1_4715
ko:K07675	kpu:KP1_5446
ko:K02069	kpu:KP1_1348
ko:K07350	kpu:KP1_4577
ko:K09702	kpu:KP1_4594
ko:K12152	kpu:KP1_2144
ko:K01916	kpu:KP1_2260
ko:K10193	kpu:KP1_4531
ko:K10194	kpu:KP1_4532
ko:K10195	kpu:KP1_4533
ko:K10192	kpu:KP1_4534
ko:K01193	kpu:KP1_4536
ko:K02100	kpu:KP1_4540
ko:K00065	kpu:KP1_4541
ko:K07357	kpu:KP1_4567
ko:K07358	kpu:KP1_4569
ko:K07351	kpu:KP1_4572
ko:K07346	kpu:KP1_4573
ko:K07348	kpu:KP1_4575
ko:K03490	kpu:KP1_2266
ko:K06956	kpu:KP1_2272
ko:K02030	kpu:KP1_2814
ko:K01515	kpu:KP1_4729
ko:K12700	kpu:KP1_0846
ko:K11104	kpu:KP1_0372
ko:K02004	kpu:KP1_1354
ko:K01079	kpu:KP1_0804
ko:K08225	kpu:KP1_1555
ko:K04774	kpu:KP1_2307
ko:K12524	kpu:KP1_0820
ko:K02315	kpu:KP1_0770
ko:K02794	kpu:KP1_1484
ko:K02028	kpu:KP1_2958
ko:K04091	kpu:KP1_3205
ko:K02554	kpu:KP1_3214
ko:K07349	kpu:KP1_4576
ko:K01610	kpu:KP1_3400
ko:K00932	kpu:KP1_3409
ko:K01297	kpu:KP1_3429
ko:K03711	kpu:KP1_1659
ko:K01096	kpu:KP1_2317
ko:K08992	kpu:KP1_2318
ko:K00557	kpu:KP1_0119
ko:K01087	kpu:KP1_3524
ko:K01176	kpu:KP1_3550
ko:K03316	kpu:KP1_3578
ko:K00768	kpu:KP1_3667
ko:K01147	kpu:KP1_2325
ko:K03457	kpu:KP1_2330
ko:K03457	kpu:KP1_2839
ko:K07497	kpu:KP1_0660
ko:K07497	kpu:KP1_0661
ko:K07497	kpu:KP1_1126
ko:K07497	kpu:KP1_2406
ko:K03791	kpu:KP1_2177
ko:K03668	kpu:KP1_2457
ko:K02614	kpu:KP1_2480
ko:K02615	kpu:KP1_2481
ko:K00632	kpu:KP1_0202
ko:K00632	kpu:KP1_3974
ko:K06075	kpu:KP1_3054
ko:K02790	kpu:KP1_2520
ko:K02791	kpu:KP1_2520
ko:K01420	kpu:KP1_2544
ko:K01055	kpu:KP1_2559
ko:K13069	kpu:KP1_2191
ko:K00007	kpu:KP1_3760
ko:K05847	kpu:KP1_3791
ko:K05845	kpu:KP1_3794
ko:K13288	kpu:KP1_0431
ko:K04072	kpu:KP1_3311
ko:K13895	kpu:KP1_3842
ko:K00281	kpu:KP1_4625
ko:K04091	kpu:KP1_1942
ko:K01734	kpu:KP1_1965
ko:K03317	kpu:KP1_2034
ko:K00108	kpu:KP1_1528
ko:K04027	kpu:KP1_4041
ko:K04030	kpu:KP1_4044
ko:K09806	kpu:KP1_4738
ko:K09810	kpu:KP1_2108
ko:K00116	kpu:KP1_2571
ko:K01051	kpu:KP1_1741
ko:K02058	kpu:KP1_1573
ko:K07660	kpu:KP1_3736
ko:K10439	kpu:KP1_2773
ko:K00040	kpu:KP1_3834
ko:K02028	kpu:KP1_2810
ko:K02053	kpu:KP1_2990
ko:K02054	kpu:KP1_2991
ko:K02052	kpu:KP1_2992
ko:K02055	kpu:KP1_2993
ko:K02778	kpu:KP1_2090
ko:K02779	kpu:KP1_2090
ko:K02778	kpu:KP1_1307
ko:K03316	kpu:KP1_0329
ko:K07126	kpu:KP1_0345
ko:K08351	kpu:KP1_5254
ko:K00090	kpu:KP1_5261
ko:K01270	kpu:KP1_1095
ko:K00244	kpu:KP1_0425
ko:K03078	kpu:KP1_0463
ko:K03079	kpu:KP1_0464
ko:K03077	kpu:KP1_0465
ko:K01119	kpu:KP1_0483
ko:K06218	kpu:KP1_0521
ko:K01198	kpu:KP1_0667
ko:K03317	kpu:KP1_0794
ko:K01582	kpu:KP1_1410
ko:K01582	kpu:KP1_1043
ko:K00042	kpu:KP1_1363
ko:K01466	kpu:KP1_1367
ko:K02083	kpu:KP1_1372
ko:K00073	kpu:KP1_1373
ko:K01169	kpu:KP1_1607
ko:K03446	kpu:KP1_4280
ko:K00854	kpu:KP1_5275
ko:K00839	kpu:KP1_2809
ko:K04063	kpu:KP1_2891
ko:K07506	kpu:KP1_3004
ko:K05819	kpu:KP1_3211
ko:K08997	kpu:KP1_3267
ko:K01739	kpu:KP1_0095
ko:K00355	kpu:KP1_0706
ko:K02508	kpu:KP1_0735
ko:K00564	kpu:KP1_0785
ko:K04065	kpu:KP1_0790
ko:K06518	kpu:KP1_0331
ko:K01011	kpu:KP1_4103
ko:K07168	kpu:KP1_3665
ko:K12957	kpu:KP1_0570
ko:K12973	kpu:KP1_1610
ko:K04750	kpu:KP1_0367
ko:K05921	kpu:KP1_0743
ko:K00484	kpu:KP1_0733
ko:K01826	kpu:KP1_0739
ko:K00344	kpu:KP1_0293
ko:K05921	kpu:KP1_0742
ko:K00276	kpu:KP1_2469
ko:K06075	kpu:KP1_2492
ko:K05834	kpu:KP1_0181
ko:K01048	kpu:KP1_0182
ko:K01061	kpu:KP1_0188
ko:K01271	kpu:KP1_0204
ko:K01856	kpu:KP1_2941
ko:K02030	kpu:KP1_2962
ko:K03292	kpu:KP1_5379
ko:K00124	kpu:KP1_0041
ko:K00001	kpu:KP1_0065
ko:K10561	kpu:KP1_0066
ko:K10562	kpu:KP1_0068
ko:K10559	kpu:KP1_0069
ko:K06006	kpu:KP1_0080
ko:K01524	kpu:KP1_0142
ko:K12660	kpu:KP1_3885
ko:K02029	kpu:KP1_2960
ko:K00799	kpu:KP1_3045
ko:K04751	kpu:KP1_4132
ko:K12661	kpu:KP1_3887
ko:K12941	kpu:KP1_2549
ko:K12942	kpu:KP1_2548
ko:K12945	kpu:KP1_4052
ko:K13979	kpu:KP1_5388
ko:K01077	kpu:KP1_1186
ko:K00121	kpu:KP1_3020
ko:K13652	kpu:KP1_4718
ko:K13631	kpu:KP1_0325
ko:K03782	kpu:KP1_2871
ko:K13638	kpu:KP1_5011
ko:K01792	kpu:KP1_2220
ko:K03288	kpu:KP1_3396
ko:K13641	kpu:KP1_0256
ko:K05794	kpu:KP1_p269
ko:K10778	kpu:KP1_3867
ko:K13643	kpu:KP1_4115
ko:K13634	kpu:KP1_2312
ko:K01070	kpu:KP1_3819
ko:K13694	kpu:KP1_3838
ko:K01571	kpu:KP1_4952
ko:K13821	kpu:KP1_2030
ko:K14218	kpu:KP1_6090
ko:K14218	kpu:KP1_6091
ko:K07248	kpu:KP1_2509
ko:K07156	kpu:KP1_p138
ko:K13938	kpu:KP1_2533
ko:K00086	kpu:KP1_4785
ko:K13918	kpu:KP1_4403
ko:K13745	kpu:KP1_2853
ko:K13931	kpu:KP1_2579
ko:K03711	kpu:KP1_p088
ko:K13727	kpu:KP1_5186
ko:K03497	kpu:KP1_p198
ko:K13695	kpu:KP1_3268
ko:K13894	kpu:KP1_3841
ko:K13896	kpu:KP1_3843
ko:K13497	kpu:KP1_2297
ko:K13639	kpu:KP1_0326
ko:K13891	kpu:KP1_1824
ko:K13893	kpu:KP1_3840
ko:K07486	kpu:KP1_p205
ko:K02016	kpu:KP1_p006
ko:K14228	kpu:KP1_6116
ko:K04099	kpu:KP1_5420
ko:K14219	kpu:KP1_6050
ko:K00020	kpu:KP1_2739
ko:K14220	kpu:KP1_6083
ko:K14220	kpu:KP1_6086
ko:K14220	kpu:KP1_6085
ko:K14220	kpu:KP1_6084
ko:K14238	kpu:KP1_6124
ko:K01977	kpu:KP1_6035
ko:K01977	kpu:KP1_6099
ko:K01977	kpu:KP1_6006
ko:K01977	kpu:KP1_6042
ko:K01977	kpu:KP1_6017
ko:K01977	kpu:KP1_6001
ko:K01977	kpu:KP1_6026
ko:K01977	kpu:KP1_6121
ko:K14237	kpu:KP1_6059
ko:K14237	kpu:KP1_6092
ko:K14237	kpu:KP1_6094
ko:K14237	kpu:KP1_6061
ko:K14237	kpu:KP1_6093
ko:K14232	kpu:KP1_6123
ko:K14221	kpu:KP1_6011
ko:K14221	kpu:KP1_6047
ko:K14221	kpu:KP1_6048
ko:K14229	kpu:KP1_6058
ko:K14229	kpu:KP1_6095
ko:K14229	kpu:KP1_6062
ko:K14229	kpu:KP1_6063
ko:K14229	kpu:KP1_6060
ko:K14229	kpu:KP1_6064
ko:K14228	kpu:KP1_6034
ko:K14233	kpu:KP1_6105
ko:K14228	kpu:KP1_6056
ko:K13498	kpu:KP1_2296
ko:K08281	kpu:KP1_2228
ko:K13635	kpu:KP1_3569
ko:K01607	kpu:KP1_0100
ko:K13630	kpu:KP1_2657
ko:K13632	kpu:KP1_2658
ko:K13633	kpu:KP1_2644
ko:K13636	kpu:KP1_5456
ko:K13574	kpu:KP1_3177
ko:K05792	kpu:KP1_p266
ko:K05795	kpu:KP1_p271
ko:K01462	kpu:KP1_p324
ko:K13771	kpu:KP1_0449
ko:K07484	kpu:KP1_p202
ko:K00941	kpu:KP1_3768
ko:K14187	kpu:KP1_4177
ko:K02057	kpu:KP1_0704
ko:K02058	kpu:KP1_0702
ko:K07250	kpu:KP1_1101
ko:K02057	kpu:KP1_0705
ko:K01934	kpu:KP1_4634
ko:K05989	kpu:KP1_2883
ko:K14233	kpu:KP1_6082
ko:K02010	kpu:KP1_3173
ko:K14347	kpu:KP1_4003
ko:K14233	kpu:KP1_6065
ko:K14236	kpu:KP1_6023
ko:K14236	kpu:KP1_6072
ko:K14236	kpu:KP1_6074
ko:K14392	kpu:KP1_4985
ko:K14260	kpu:KP1_3927
ko:K14228	kpu:KP1_6040
ko:K14228	kpu:KP1_6041
ko:K14228	kpu:KP1_6015
ko:K14228	kpu:KP1_6039
ko:K00244	kpu:KP1_2565
ko:K14232	kpu:KP1_6087
ko:K14234	kpu:KP1_6025
ko:K14234	kpu:KP1_6118
ko:K14224	kpu:KP1_6002
ko:K14224	kpu:KP1_6027
ko:K14224	kpu:KP1_6036
ko:K14224	kpu:KP1_6098
ko:K14223	kpu:KP1_6051
ko:K14223	kpu:KP1_6052
ko:K14228	kpu:KP1_6078
ko:K14233	kpu:KP1_6066
ko:K14233	kpu:KP1_6067
ko:K14218	kpu:KP1_6008
ko:K14218	kpu:KP1_6019
ko:K14218	kpu:KP1_6044
ko:K14348	kpu:KP1_5297
ko:K14230	kpu:KP1_6053
ko:K14230	kpu:KP1_6057
ko:K00799	kpu:KP1_1107
ko:K21908	kpu:KP1_4776
ko:K03088	kpu:KP1_p036
ko:K14219	kpu:KP1_6013
ko:K14393	kpu:KP1_0340
ko:K14155	kpu:KP1_2519
ko:K14223	kpu:KP1_6054
ko:K14223	kpu:KP1_6055
ko:K14230	kpu:KP1_6113
ko:K01978	kpu:KP1_6114
ko:K14287	kpu:KP1_1596
ko:K03497	kpu:KP1_p173
ko:K07733	kpu:KP1_0641
ko:K06147	kpu:KP1_3586
ko:K06147	kpu:KP1_3585
ko:K15034	kpu:KP1_1050
ko:K02617	kpu:KP1_2484
ko:K01985	kpu:KP1_6004
ko:K01985	kpu:KP1_6010
ko:K01985	kpu:KP1_6038
ko:K01985	kpu:KP1_6119
ko:K01985	kpu:KP1_6021
ko:K01985	kpu:KP1_6096
ko:K01985	kpu:KP1_6029
ko:K01985	kpu:KP1_6046
ko:K01985	kpu:KP1_6117
ko:K14235	kpu:KP1_6012
ko:K14234	kpu:KP1_6049
ko:K14234	kpu:KP1_6022
ko:K07497	kpu:KP1_p178
ko:K02056	kpu:KP1_0703
ko:K14231	kpu:KP1_6030
ko:K14231	kpu:KP1_6112
ko:K14441	kpu:KP1_1825
ko:K14225	kpu:KP1_6110
ko:K01524	kpu:KP1_4079
ko:K00694	kpu:KP1_2381
ko:K01465	kpu:KP1_p098
ko:K07644	kpu:KP1_p135
ko:K07644	kpu:KP1_p154
ko:K02358	kpu:KP1_5049
ko:K02035	kpu:KP1_p064
ko:K07665	kpu:KP1_p153
ko:K07796	kpu:KP1_p152
ko:K07787	kpu:KP1_p147
ko:K07484	kpu:KP1_p203
ko:K01273	kpu:KP1_2860
ko:K08195	kpu:KP1_1250
ko:K08169	kpu:KP1_4602
ko:K05795	kpu:KP1_p270
ko:K02030	kpu:KP1_1154
ko:K01698	kpu:KP1_p100
ko:K05520	kpu:KP1_2390
ko:K02029	kpu:KP1_1151
ko:K02029	kpu:KP1_1152
ko:K07790	kpu:KP1_p284
ko:K07222	kpu:KP1_p239
ko:K00135	kpu:KP1_1995
ko:K01485	kpu:KP1_3111
ko:K05793	kpu:KP1_p267
ko:K05343	kpu:KP1_2898
ko:K00058	kpu:KP1_1109
ko:K00058	kpu:KP1_2666
ko:K08194	kpu:KP1_0884
ko:K07810	kpu:KP1_p151
ko:K03436	kpu:KP1_2757
ko:K09476	kpu:KP1_1929
ko:K07483	kpu:KP1_p201
ko:K02031	kpu:KP1_p067
ko:K07357	kpu:KP1_0596
ko:K02781	kpu:KP1_2118
ko:K02352	kpu:KP1_2759
ko:K10748	kpu:KP1_p210
ko:K02465	kpu:KP1_0998
ko:K07497	kpu:KP1_p179
ko:K06884	kpu:KP1_2018
ko:K07483	kpu:KP1_0654
ko:K07483	kpu:KP1_0995
ko:K14623	kpu:KP1_5466
ko:K18141	kpu:KP1_4991
ko:K15035	kpu:KP1_6100
ko:K14227	kpu:KP1_6007
ko:K14227	kpu:KP1_6018
ko:K14227	kpu:KP1_6043
ko:K14226	kpu:KP1_6014
ko:K14237	kpu:KP1_6068
ko:K14237	kpu:KP1_6069
ko:K14237	kpu:KP1_6070
ko:K14219	kpu:KP1_6089
ko:K01980	kpu:KP1_6003
ko:K01980	kpu:KP1_6097
ko:K01980	kpu:KP1_6020
ko:K01980	kpu:KP1_6120
ko:K01980	kpu:KP1_6037
ko:K01980	kpu:KP1_6028
ko:K01980	kpu:KP1_6009
ko:K01980	kpu:KP1_6045
ko:K10218	kpu:KP1_5417
ko:K14222	kpu:KP1_6079
ko:K15396	kpu:KP1_4116
ko:K14170	kpu:KP1_4175
ko:K14261	kpu:KP1_3985
ko:K14230	kpu:KP1_6107
ko:K14230	kpu:KP1_6108
ko:K14230	kpu:KP1_6109
ko:K14230	kpu:KP1_6115
ko:K01607	kpu:KP1_2689
ko:K14232	kpu:KP1_6016
ko:K14219	kpu:KP1_6101
ko:K14219	kpu:KP1_6104
ko:K14219	kpu:KP1_6103
ko:K14219	kpu:KP1_6102
ko:K00039	kpu:KP1_3763
ko:K02013	kpu:KP1_p007
ko:K14225	kpu:KP1_6031
ko:K14225	kpu:KP1_6080
ko:K14225	kpu:KP1_6032
ko:K14225	kpu:KP1_6033
ko:K02083	kpu:KP1_2808
ko:K14588	kpu:KP1_0957
ko:K14591	kpu:KP1_1194
ko:K07483	kpu:KP1_p300
ko:K14977	kpu:KP1_1371
ko:K07245	kpu:KP1_p137
ko:K01759	kpu:KP1_2749
ko:K14682	kpu:KP1_4495
ko:K02487	kpu:KP1_0629
ko:K06204	kpu:KP1_p090
ko:K01607	kpu:KP1_4600
ko:K06015	kpu:KP1_0751
ko:K03292	kpu:KP1_0668
ko:K05791	kpu:KP1_p265
ko:K07186	kpu:KP1_0803
ko:K09007	kpu:KP1_p091
ko:K19162	kpu:KP1_1318
ko:K14762	kpu:KP1_5294
ko:K01146	kpu:KP1_4429
ko:K16013	kpu:KP1_1888
ko:K13650	kpu:KP1_1790
ko:K02033	kpu:KP1_p063
ko:K02034	kpu:KP1_p063
ko:K13409	kpu:KP1_0403
ko:K13408	kpu:KP1_0404
ko:K02032	kpu:KP1_p066
ko:K15373	kpu:KP1_1516
ko:K15599	kpu:KP1_2850
ko:K15600	kpu:KP1_2849
ko:K15598	kpu:KP1_2851
