ko:K02495	eab:ECABU_c43700
ko:K00927	eab:ECABU_c32060
ko:K03472	eab:ECABU_c32070
ko:K01805	eab:ECABU_c40080
ko:K10543	eab:ECABU_c40090
ko:K10545	eab:ECABU_c40100
ko:K02529	eab:ECABU_c40120
ko:K00835	eab:ECABU_c40150
ko:K08092	eab:ECABU_c40180
ko:K00880	eab:ECABU_c40240
ko:K00138	eab:ECABU_c40280
ko:K13954	eab:ECABU_c40300
ko:K03833	eab:ECABU_c40310
ko:K01042	eab:ECABU_c40320
ko:K00009	eab:ECABU_c40370
ko:K02562	eab:ECABU_c40380
ko:K14762	eab:ECABU_c40400
ko:K00427	eab:ECABU_c40440
ko:K14348	eab:ECABU_c40450
ko:K03216	eab:ECABU_c40470
ko:K00640	eab:ECABU_c40480
ko:K00057	eab:ECABU_c40490
ko:K03071	eab:ECABU_c40500
ko:K15633	eab:ECABU_c40530
ko:K09798	eab:ECABU_c40550
ko:K07347	eab:ECABU_c48650
ko:K07345	eab:ECABU_c48670
ko:K15977	eab:ECABU_c48700
ko:K08717	eab:ECABU_c48830
ko:K11003	eab:ECABU_c48840
ko:K11004	eab:ECABU_c48850
ko:K02013	eab:ECABU_c48990
ko:K02015	eab:ECABU_c49000
ko:K02015	eab:ECABU_c49010
ko:K02016	eab:ECABU_c49020
ko:K07552	eab:ECABU_c15790
ko:K03974	eab:ECABU_c15860
ko:K03969	eab:ECABU_c15870
ko:K03970	eab:ECABU_c15880
ko:K03971	eab:ECABU_c15900
ko:K14053	eab:ECABU_c16020
ko:K06918	eab:ECABU_c16040
ko:K08990	eab:ECABU_c16050
ko:K03721	eab:ECABU_c16060
ko:K11065	eab:ECABU_c16070
ko:K14054	eab:ECABU_c16090
ko:K15580	eab:ECABU_c16130
ko:K14055	eab:ECABU_c16160
ko:K03543	eab:ECABU_c16210
ko:K05591	eab:ECABU_c16270
ko:K14058	eab:ECABU_c16280
ko:K00941	eab:ECABU_c24330
ko:K00878	eab:ECABU_c24340
ko:K01874	eab:ECABU_c24440
ko:K02478	eab:ECABU_c24550
ko:K05846	eab:ECABU_c24580
ko:K05847	eab:ECABU_c24590
ko:K05846	eab:ECABU_c24600
ko:K05845	eab:ECABU_c24610
ko:K05349	eab:ECABU_c24620
ko:K03777	eab:ECABU_c24630
ko:K07262	eab:ECABU_c24640
ko:K05541	eab:ECABU_c24700
ko:K10542	eab:ECABU_c24790
ko:K03897	eab:ECABU_c32820
ko:K00885	eab:ECABU_c33090
ko:K00556	eab:ECABU_c41100
ko:K03655	eab:ECABU_c41110
ko:K03312	eab:ECABU_c41120
ko:K09988	eab:ECABU_c41150
ko:K00847	eab:ECABU_c41160
ko:K01624	eab:ECABU_c41170
ko:K01624	eab:ECABU_c41180
ko:K01811	eab:ECABU_c41230
ko:K06946	eab:ECABU_c41310
ko:K02073	eab:ECABU_c41460
ko:K06901	eab:ECABU_c41500
ko:K01486	eab:ECABU_c41510
ko:K07783	eab:ECABU_c41530
ko:K01653	eab:ECABU_c41570
ko:K01652	eab:ECABU_c41580
ko:K06871	eab:ECABU_c41600
ko:K01305	eab:ECABU_c49650
ko:K07559	eab:ECABU_c49680
ko:K03427	eab:ECABU_c49790
ko:K01153	eab:ECABU_c49800
ko:K02317	eab:ECABU_c49950
ko:K13255	eab:ECABU_c50000
ko:K02344	eab:ECABU_c50060
ko:K03789	eab:ECABU_c50070
ko:K08723	eab:ECABU_c50080
ko:K02837	eab:ECABU_c50090
ko:K10108	eab:ECABU_c45590
ko:K16052	eab:ECABU_c16140
ko:K14228	eab:ECABU_c48350
ko:K14237	eab:ECABU_c07882
ko:K14237	eab:ECABU_c27220
ko:K14237	eab:ECABU_c07886
ko:K14237	eab:ECABU_c07884
ko:K14237	eab:ECABU_c27210
ko:K14229	eab:ECABU_c07881
ko:K14229	eab:ECABU_c07887
ko:K14229	eab:ECABU_c07885
ko:K14229	eab:ECABU_c07883
ko:K14229	eab:ECABU_c27230
ko:K14228	eab:ECABU_c21680
ko:K14227	eab:ECABU_c02173
ko:K14227	eab:ECABU_c43540
ko:K14227	eab:ECABU_c36950
ko:K00104	eab:ECABU_c33780
ko:K14238	eab:ECABU_c41250
ko:K14234	eab:ECABU_c44900
ko:K03767	eab:ECABU_c37870
ko:K14225	eab:ECABU_c44920
ko:K14237	eab:ECABU_c19190
ko:K14237	eab:ECABU_c19200
ko:K14230	eab:ECABU_c11643
ko:K14222	eab:ECABU_c21690
ko:K14225	eab:ECABU_c21700
ko:K14225	eab:ECABU_c47230
ko:K14225	eab:ECABU_c47220
ko:K16087	eab:ECABU_c39390
ko:K14225	eab:ECABU_c47210
ko:K14233	eab:ECABU_c09240
ko:K14233	eab:ECABU_c12470
ko:K14230	eab:ECABU_c07140
ko:K14230	eab:ECABU_c07180
ko:K16087	eab:ECABU_c22910
ko:K14223	eab:ECABU_c07120
ko:K14223	eab:ECABU_c07130
ko:K14234	eab:ECABU_c03445
ko:K14221	eab:ECABU_c02195
ko:K14221	eab:ECABU_c02285
ko:K14221	eab:ECABU_c42450
ko:K14218	eab:ECABU_c02177
ko:K14218	eab:ECABU_c43550
ko:K14218	eab:ECABU_c36940
ko:K07279	eab:ECABU_c25680
ko:K12516	eab:ECABU_c16400
ko:K03111	eab:ECABU_c46010
ko:K04065	eab:ECABU_c50100
ko:K10110	eab:ECABU_c45570
ko:K16053	eab:ECABU_c06260
ko:K14223	eab:ECABU_c07150
ko:K14223	eab:ECABU_c07160
ko:K14228	eab:ECABU_c42780
ko:K14228	eab:ECABU_c50020
ko:K14228	eab:ECABU_c50040
ko:K14228	eab:ECABU_c50030
ko:K07347	eab:ECABU_c24390
ko:K07666	eab:ECABU_c34320
ko:K14219	eab:ECABU_c06105
ko:K14232	eab:ECABU_c42790
ko:K16076	eab:ECABU_c21930
ko:K16076	eab:ECABU_c13830
ko:K14233	eab:ECABU_c22320
ko:K10013	eab:ECABU_c26420
ko:K16066	eab:ECABU_c17700
ko:K16074	eab:ECABU_c16250
ko:K14235	eab:ECABU_c42460
ko:K11069	eab:ECABU_c13370
ko:K11071	eab:ECABU_c13390
ko:K11072	eab:ECABU_c13400
ko:K01258	eab:ECABU_c13410
ko:K07660	eab:ECABU_c13440
ko:K01176	eab:ECABU_c21870
ko:K06910	eab:ECABU_c21950
ko:K02414	eab:ECABU_c22030
ko:K03299	eab:ECABU_c30130
ko:K03087	eab:ECABU_c30160
ko:K00380	eab:ECABU_c30310
ko:K04765	eab:ECABU_c30520
ko:K00700	eab:ECABU_c38610
ko:K00851	eab:ECABU_c38680
ko:K03825	eab:ECABU_c38720
ko:K05816	eab:ECABU_c38800
ko:K05815	eab:ECABU_c38810
ko:K05814	eab:ECABU_c38820
ko:K00247	eab:ECABU_c47100
ko:K00245	eab:ECABU_c47120
ko:K00244	eab:ECABU_c47130
ko:K13381	eab:ECABU_c37590
ko:K00956	eab:ECABU_c30260
ko:K11929	eab:ECABU_c03420
ko:K01250	eab:ECABU_c06980
ko:K06858	eab:ECABU_c01720
ko:K11607	eab:ECABU_c14170
ko:K06147	eab:ECABU_c22380
ko:K06147	eab:ECABU_c22390
ko:K01426	eab:ECABU_c22690
ko:K00058	eab:ECABU_c31080
ko:K04085	eab:ECABU_c39000
ko:K02775	eab:ECABU_c39150
ko:K11189	eab:ECABU_c39170
ko:K06149	eab:ECABU_c39270
ko:K00383	eab:ECABU_c39320
ko:K07227	eab:ECABU_c39430
ko:K06889	eab:ECABU_c47480
ko:K03476	eab:ECABU_c47500
ko:K03475	eab:ECABU_c47510
ko:K02822	eab:ECABU_c47520
ko:K02821	eab:ECABU_c47530
ko:K01119	eab:ECABU_c47830
ko:K01082	eab:ECABU_c47840
ko:K07304	eab:ECABU_c47880
ko:K07126	eab:ECABU_c47920
ko:K01507	eab:ECABU_c47930
ko:K02056	eab:ECABU_c47950
ko:K00568	eab:ECABU_c25670
ko:K07346	eab:ECABU_c17400
ko:K07346	eab:ECABU_c38550
ko:K07346	eab:ECABU_c11270
ko:K03560	eab:ECABU_c07840
ko:K01785	eab:ECABU_c07950
ko:K01784	eab:ECABU_c07980
ko:K02017	eab:ECABU_c08060
ko:K07404	eab:ECABU_c08080
ko:K06910	eab:ECABU_c08140
ko:K00652	eab:ECABU_c08180
ko:K14061	eab:ECABU_c16310
ko:K14062	eab:ECABU_c16320
ko:K02014	eab:ECABU_c16800
ko:K10540	eab:ECABU_c24800
ko:K00882	eab:ECABU_c24990
ko:K06183	eab:ECABU_c25150
ko:K02200	eab:ECABU_c25280
ko:K02193	eab:ECABU_c25350
ko:K02569	eab:ECABU_c25360
ko:K02454	eab:ECABU_c33650
ko:K03307	eab:ECABU_c41640
ko:K07214	eab:ECABU_c42010
ko:K02755	eab:ECABU_c42040
ko:K02756	eab:ECABU_c42040
ko:K02757	eab:ECABU_c42040
ko:K03488	eab:ECABU_c42050
ko:K01619	eab:ECABU_c50160
ko:K00758	eab:ECABU_c50170
ko:K03784	eab:ECABU_c50190
ko:K07186	eab:ECABU_c50220
ko:K11604	eab:ECABU_c14180
ko:K11105	eab:ECABU_c14570
ko:K01297	eab:ECABU_c14580
ko:K02014	eab:ECABU_c14620
ko:K07048	eab:ECABU_c23020
ko:K02014	eab:ECABU_c23190
ko:K03488	eab:ECABU_c31120
ko:K02100	eab:ECABU_c31390
ko:K00626	eab:ECABU_c31430
ko:K12943	eab:ECABU_c31460
ko:K01580	eab:ECABU_c39560
ko:K01226	eab:ECABU_c48050
ko:K09022	eab:ECABU_c48100
ko:K01478	eab:ECABU_c48170
ko:K00046	eab:ECABU_c48310
ko:K00851	eab:ECABU_c48330
ko:K07771	eab:ECABU_c46660
ko:K07675	eab:ECABU_c41540
ko:K03635	eab:ECABU_c08270
ko:K07027	eab:ECABU_c08300
ko:K07757	eab:ECABU_c08630
ko:K08350	eab:ECABU_c17120
ko:K13953	eab:ECABU_c17170
ko:K00027	eab:ECABU_c17180
ko:K04063	eab:ECABU_c17210
ko:K01580	eab:ECABU_c17260
ko:K07263	eab:ECABU_c17280
ko:K02574	eab:ECABU_c25380
ko:K00626	eab:ECABU_c25600
ko:K00666	eab:ECABU_c33810
ko:K00652	eab:ECABU_c33840
ko:K11209	eab:ECABU_c33950
ko:K06281	eab:ECABU_c34000
ko:K06282	eab:ECABU_c34030
ko:K01760	eab:ECABU_c34110
ko:K02116	eab:ECABU_c42240
ko:K03718	eab:ECABU_c42280
ko:K10440	eab:ECABU_c42350
ko:K00852	eab:ECABU_c42370
ko:K03769	eab:ECABU_c42570
ko:K02851	eab:ECABU_c42630
ko:K06039	eab:ECABU_c14930
ko:K00374	eab:ECABU_c15030
ko:K00508	eab:ECABU_c15100
ko:K07258	eab:ECABU_c23400
ko:K00033	eab:ECABU_c23570
ko:K03606	eab:ECABU_c23800
ko:K01823	eab:ECABU_c31690
ko:K04763	eab:ECABU_c31750
ko:K01262	eab:ECABU_c31910
ko:K01934	eab:ECABU_c31940
ko:K00058	eab:ECABU_c31960
ko:K01848	eab:ECABU_c32000
ko:K03442	eab:ECABU_c32040
ko:K06934	eab:ECABU_c32080
ko:K00854	eab:ECABU_c40070
ko:K03796	eab:ECABU_c40130
ko:K01176	eab:ECABU_c40140
ko:K02798	eab:ECABU_c40360
ko:K02799	eab:ECABU_c40360
ko:K02800	eab:ECABU_c40360
ko:K00101	eab:ECABU_c40460
ko:K10530	eab:ECABU_c48710
ko:K15773	eab:ECABU_c17450
ko:K02485	eab:ECABU_c15160
ko:K01834	eab:ECABU_c07940
ko:K01838	eab:ECABU_c16000
ko:K07258	eab:ECABU_c08800
ko:K05844	eab:ECABU_c08930
ko:K09998	eab:ECABU_c09020
ko:K10000	eab:ECABU_c09050
ko:K16012	eab:ECABU_c09270
ko:K16013	eab:ECABU_c09280
ko:K00598	eab:ECABU_c17460
ko:K05595	eab:ECABU_c17550
ko:K00657	eab:ECABU_c17800
ko:K07312	eab:ECABU_c17860
ko:K02549	eab:ECABU_c25970
ko:K08680	eab:ECABU_c25990
ko:K02552	eab:ECABU_c26010
ko:K02348	eab:ECABU_c26030
ko:K00784	eab:ECABU_c26040
ko:K07114	eab:ECABU_c26050
ko:K06887	eab:ECABU_c34360
ko:K02014	eab:ECABU_c34440
ko:K01515	eab:ECABU_c34500
ko:K02858	eab:ECABU_c34640
ko:K09806	eab:ECABU_c34650
ko:K07491	eab:ECABU_c34720
ko:K00974	eab:ECABU_c34750
ko:K02852	eab:ECABU_c42740
ko:K01719	eab:ECABU_c42840
ko:K11008	eab:ECABU_c48820
ko:K07307	eab:ECABU_c09360
ko:K07308	eab:ECABU_c09370
ko:K06212	eab:ECABU_c09420
ko:K02238	eab:ECABU_c09520
ko:K11085	eab:ECABU_c09530
ko:K09476	eab:ECABU_c09680
ko:K00647	eab:ECABU_c26560
ko:K01782	eab:ECABU_c26730
ko:K13636	eab:ECABU_c26840
ko:K01409	eab:ECABU_c34830
ko:K03649	eab:ECABU_c34880
ko:K09251	eab:ECABU_c34930
ko:K00219	eab:ECABU_c35010
ko:K07393	eab:ECABU_c35220
ko:K07793	eab:ECABU_c43300
ko:K03498	eab:ECABU_c43510
ko:K00230	eab:ECABU_c43520
ko:K15582	eab:ECABU_c15260
ko:K04774	eab:ECABU_c15520
ko:K08992	eab:ECABU_c15620
ko:K01104	eab:ECABU_c23940
ko:K02436	eab:ECABU_c24200
ko:K00094	eab:ECABU_c24210
ko:K02775	eab:ECABU_c24220
ko:K02173	eab:ECABU_c32130
ko:K02799	eab:ECABU_c32170
ko:K02800	eab:ECABU_c32170
ko:K02798	eab:ECABU_c32180
ko:K01480	eab:ECABU_c32230
ko:K01585	eab:ECABU_c32250
ko:K02428	eab:ECABU_c32410
ko:K01424	eab:ECABU_c32440
ko:K03289	eab:ECABU_c32520
ko:K00639	eab:ECABU_c40590
ko:K02843	eab:ECABU_c40610
ko:K10563	eab:ECABU_c40740
ko:K01270	eab:ECABU_c03370
ko:K03177	eab:ECABU_c35780
ko:K03286	eab:ECABU_c09890
ko:K07343	eab:ECABU_c09910
ko:K09909	eab:ECABU_c09960
ko:K11179	eab:ECABU_c10010
ko:K06282	eab:ECABU_c10050
ko:K06281	eab:ECABU_c10060
ko:K07772	eab:ECABU_c10230
ko:K01679	eab:ECABU_c18630
ko:K00076	eab:ECABU_c18710
ko:K01488	eab:ECABU_c18750
ko:K03617	eab:ECABU_c18800
ko:K03616	eab:ECABU_c18810
ko:K03615	eab:ECABU_c18820
ko:K03614	eab:ECABU_c18830
ko:K03612	eab:ECABU_c18840
ko:K03613	eab:ECABU_c18850
ko:K00799	eab:ECABU_c18880
ko:K01577	eab:ECABU_c26930
ko:K00845	eab:ECABU_c27080
ko:K01885	eab:ECABU_c27200
ko:K02784	eab:ECABU_c27360
ko:K08483	eab:ECABU_c27370
ko:K02745	eab:ECABU_c35460
ko:K02744	eab:ECABU_c35490
ko:K12961	eab:ECABU_c35610
ko:K01156	eab:ECABU_c49390
ko:K07316	eab:ECABU_c49400
ko:K01185	eab:ECABU_c13850
ko:K00127	eab:ECABU_c43970
ko:K00124	eab:ECABU_c43980
ko:K01629	eab:ECABU_c44070
ko:K01813	eab:ECABU_c44080
ko:K02855	eab:ECABU_c44110
ko:K07640	eab:ECABU_c44170
ko:K13283	eab:ECABU_c44200
ko:K01185	eab:ECABU_c11720
ko:K00059	eab:ECABU_c10760
ko:K00647	eab:ECABU_c10780
ko:K01759	eab:ECABU_c19040
ko:K06078	eab:ECABU_c19310
ko:K00616	eab:ECABU_c27740
ko:K01439	eab:ECABU_c27830
ko:K07054	eab:ECABU_c27870
ko:K02427	eab:ECABU_c35910
ko:K02067	eab:ECABU_c36080
ko:K02806	eab:ECABU_c36190
ko:K01788	eab:ECABU_c36310
ko:K01639	eab:ECABU_c36330
ko:K02446	eab:ECABU_c44310
ko:K08314	eab:ECABU_c44580
ko:K00884	eab:ECABU_c13330
ko:K07052	eab:ECABU_c11200
ko:K08997	eab:ECABU_c19610
ko:K07283	eab:ECABU_c19780
ko:K03478	eab:ECABU_c19890
ko:K01222	eab:ECABU_c19900
ko:K01916	eab:ECABU_c19960
ko:K03548	eab:ECABU_c27930
ko:K02824	eab:ECABU_c27970
ko:K00088	eab:ECABU_c28100
ko:K01011	eab:ECABU_c28270
ko:K13628	eab:ECABU_c28340
ko:K04488	eab:ECABU_c28350
ko:K01092	eab:ECABU_c28390
ko:K06889	eab:ECABU_c28400
ko:K10440	eab:ECABU_c36680
ko:K10439	eab:ECABU_c36700
ko:K00867	eab:ECABU_c44890
ko:K03148	eab:ECABU_c45080
ko:K07709	eab:ECABU_c45190
ko:K15583	eab:ECABU_c15270
ko:K00073	eab:ECABU_c05960
ko:K12944	eab:ECABU_c25850
ko:K03711	eab:ECABU_c07360
ko:K01835	eab:ECABU_c07420
ko:K03756	eab:ECABU_c07430
ko:K05522	eab:ECABU_c07600
ko:K07120	eab:ECABU_c07610
ko:K00241	eab:ECABU_c07660
ko:K01424	eab:ECABU_c20260
ko:K07305	eab:ECABU_c20370
ko:K02056	eab:ECABU_c28480
ko:K03803	eab:ECABU_c28720
ko:K03747	eab:ECABU_c37020
ko:K03499	eab:ECABU_c37070
ko:K02450	eab:ECABU_c37440
ko:K13641	eab:ECABU_c45330
ko:K00548	eab:ECABU_c45340
ko:K00068	eab:ECABU_c45430
ko:K02025	eab:ECABU_c15940
ko:K04844	eab:ECABU_c15990
ko:K06889	eab:ECABU_c16110
ko:K00567	eab:ECABU_c16180
ko:K03593	eab:ECABU_c24430
ko:K01489	eab:ECABU_c24730
ko:K03748	eab:ECABU_c24740
ko:K10541	eab:ECABU_c24780
ko:K01639	eab:ECABU_c33100
ko:K07784	eab:ECABU_c41520
ko:K00389	eab:ECABU_c41620
ko:K13637	eab:ECABU_c49610
ko:K03316	eab:ECABU_c49890
ko:K00564	eab:ECABU_c50050
ko:K01160	eab:ECABU_c13810
ko:K08172	eab:ECABU_c22510
ko:K08225	eab:ECABU_c06410
ko:K03972	eab:ECABU_c15910
ko:K02035	eab:ECABU_c34290
ko:K02035	eab:ECABU_c46290
ko:K16346	eab:ECABU_c31630
ko:K07017	eab:ECABU_c12080
ko:K07491	eab:ECABU_c12130
ko:K07126	eab:ECABU_c12240
ko:K04477	eab:ECABU_c12490
ko:K02793	eab:ECABU_c20760
ko:K02794	eab:ECABU_c20760
ko:K02795	eab:ECABU_c20770
ko:K11392	eab:ECABU_c20940
ko:K00135	eab:ECABU_c29240
ko:K03647	eab:ECABU_c29400
ko:K02454	eab:ECABU_c37470
ko:K07019	eab:ECABU_c37770
ko:K09898	eab:ECABU_c37780
ko:K10914	eab:ECABU_c37810
ko:K07048	eab:ECABU_c37970
ko:K00016	eab:ECABU_c45920
ko:K03316	eab:ECABU_c46080
ko:K04018	eab:ECABU_c46210
ko:K07126	eab:ECABU_c46240
ko:K02033	eab:ECABU_c46280
ko:K02031	eab:ECABU_c46260
ko:K11139	eab:ECABU_c14480
ko:K10551	eab:ECABU_c46410
ko:K08161	eab:ECABU_c12680
ko:K03810	eab:ECABU_c12820
ko:K06179	eab:ECABU_c12990
ko:K00059	eab:ECABU_c13060
ko:K02619	eab:ECABU_c13100
ko:K09815	eab:ECABU_c21190
ko:K06201	eab:ECABU_c21360
ko:K00575	eab:ECABU_c21450
ko:K03743	eab:ECABU_c29700
ko:K08305	eab:ECABU_c29710
ko:K02783	eab:ECABU_c29720
ko:K02782	eab:ECABU_c29730
ko:K02783	eab:ECABU_c29730
ko:K00068	eab:ECABU_c29750
ko:K02466	eab:ECABU_c29760
ko:K04652	eab:ECABU_c29980
ko:K04655	eab:ECABU_c30010
ko:K01974	eab:ECABU_c38400
ko:K02441	eab:ECABU_c38440
ko:K04750	eab:ECABU_c46600
ko:K07792	eab:ECABU_c46750
ko:K03757	eab:ECABU_c46860
ko:K08194	eab:ECABU_c41730
ko:K06887	eab:ECABU_c38740
ko:K01980	eab:ECABU_c28910
ko:K01980	eab:ECABU_c44850
ko:K01980	eab:ECABU_c45250
ko:K01980	eab:ECABU_c02180
ko:K01980	eab:ECABU_c36930
ko:K01980	eab:ECABU_c43560
ko:K01980	eab:ECABU_c42430
ko:K03535	eab:ECABU_c30580
ko:K07645	eab:ECABU_c34330
ko:K07165	eab:ECABU_c49040
ko:K01069	eab:ECABU_c02250
ko:K01048	eab:ECABU_c43070
ko:K00537	eab:ECABU_c39340
ko:K16210	eab:ECABU_c02840
ko:K18837	eab:ECABU_c02410
ko:K08351	eab:ECABU_c39940
ko:K01545	eab:ECABU_c07500
ko:K16321	eab:ECABU_c49580
ko:K11005	eab:ECABU_c48860
ko:K16324	eab:ECABU_c24950
ko:K16322	eab:ECABU_c33930
ko:K02052	eab:ECABU_c16710
ko:K02055	eab:ECABU_c16700
ko:K06221	eab:ECABU_c03890
ko:K01840	eab:ECABU_c23810
ko:K08348	eab:ECABU_c17080
ko:K01739	eab:ECABU_c44460
ko:K01659	eab:ECABU_c04270
ko:K01271	eab:ECABU_c43490
ko:K01139	eab:ECABU_c41090
ko:K07232	eab:ECABU_c14920
ko:K06221	eab:ECABU_c34150
ko:K16264	eab:ECABU_c07910
ko:K07684	eab:ECABU_c14960
ko:K07782	eab:ECABU_c21760
ko:K13053	eab:ECABU_c09900
ko:K03668	eab:ECABU_c16350
ko:K05874	eab:ECABU_c49850
ko:K01977	eab:ECABU_c42410
ko:K01977	eab:ECABU_c43530
ko:K01977	eab:ECABU_c44830
ko:K01977	eab:ECABU_c45230
ko:K01977	eab:ECABU_c36960
ko:K01977	eab:ECABU_c02170
ko:K01977	eab:ECABU_c28930
ko:K10831	eab:ECABU_c04470
ko:K03079	eab:ECABU_c47560
ko:K08154	eab:ECABU_c41590
ko:K13479	eab:ECABU_c31480
ko:K15540	eab:ECABU_c01550
ko:K08279	eab:ECABU_c00400
ko:K07250	eab:ECABU_c29250
ko:K02769	eab:ECABU_c41200
ko:K11747	eab:ECABU_c37740
ko:K11748	eab:ECABU_c37750
ko:K11645	eab:ECABU_c24270
ko:K14219	eab:ECABU_c11647
ko:K13244	eab:ECABU_c04110
ko:K09020	eab:ECABU_c10380
ko:K02533	eab:ECABU_c50390
ko:K03077	eab:ECABU_c47570
ko:K07812	eab:ECABU_c21340
ko:K04784	eab:ECABU_c22410
ko:K16370	eab:ECABU_c19790
ko:K16322	eab:ECABU_c39250
ko:K07713	eab:ECABU_c45200
ko:K02099	eab:ECABU_c00700
ko:K01630	eab:ECABU_c35390
ko:K16137	eab:ECABU_c32740
ko:K16371	eab:ECABU_c24250
ko:K08970	eab:ECABU_c24360
ko:K04753	eab:ECABU_c34260
ko:K16329	eab:ECABU_c24960
ko:K05799	eab:ECABU_c01240
ko:K04015	eab:ECABU_c46180
ko:K16326	eab:ECABU_c24940
ko:K16328	eab:ECABU_c24970
ko:K04014	eab:ECABU_c46170
ko:K01160	eab:ECABU_c11610
ko:K12262	eab:ECABU_c16520
ko:K03566	eab:ECABU_c30780
ko:K07749	eab:ECABU_c26940
ko:K02062	eab:ECABU_c00740
ko:K10823	eab:ECABU_c15280
ko:K02464	eab:ECABU_c37560
ko:K04027	eab:ECABU_c27670
ko:K07714	eab:ECABU_c25560
ko:K00087	eab:ECABU_c31470
ko:K00879	eab:ECABU_c30730
ko:K01035	eab:ECABU_c25580
ko:K16263	eab:ECABU_c46960
ko:K16291	eab:ECABU_c22850
ko:K03445	eab:ECABU_c41480
ko:K16328	eab:ECABU_c24910
ko:K11391	eab:ECABU_c35030
ko:K10544	eab:ECABU_c40110
ko:K01487	eab:ECABU_c31640
ko:K12518	eab:ECABU_c48520
ko:K12517	eab:ECABU_c48540
ko:K00537	eab:ECABU_c27950
ko:K03772	eab:ECABU_c37690
ko:K03574	eab:ECABU_c01040
ko:K02058	eab:ECABU_c47940
ko:K09810	eab:ECABU_c13310
ko:K00090	eab:ECABU_c39960
ko:K07459	eab:ECABU_c09170
ko:K07214	eab:ECABU_c06340
ko:K01708	eab:ECABU_c35410
ko:K00932	eab:ECABU_c35320
ko:K03896	eab:ECABU_c32800
ko:K16703	eab:ECABU_c23770
ko:K16704	eab:ECABU_c42690
ko:K12522	eab:ECABU_c48460
ko:K12521	eab:ECABU_c48470
ko:K12520	eab:ECABU_c48480
ko:K12523	eab:ECABU_c48490
ko:K12519	eab:ECABU_c48510
ko:K03776	eab:ECABU_c34920
ko:K08234	eab:ECABU_c02000
ko:K16692	eab:ECABU_c23930
ko:K16711	eab:ECABU_c23760
ko:K07662	eab:ECABU_c44180
ko:K16710	eab:ECABU_c23780
ko:K00065	eab:ECABU_c31410
ko:K02768	eab:ECABU_c41210
ko:K03605	eab:ECABU_c10080
ko:K16695	eab:ECABU_c23790
ko:K02778	eab:ECABU_c13150
ko:K02779	eab:ECABU_c13150
ko:K00042	eab:ECABU_c05890
ko:K14742	eab:ECABU_c20650
ko:K01190	eab:ECABU_c04340
ko:K02484	eab:ECABU_c22260
ko:K05812	eab:ECABU_c28850
ko:K07274	eab:ECABU_c20410
ko:K19234	eab:ECABU_c19320
ko:K19230	eab:ECABU_c15800
ko:K10550	eab:ECABU_c46400
ko:K01985	eab:ECABU_c02190
ko:K01985	eab:ECABU_c36920
ko:K01985	eab:ECABU_c43570
ko:K01985	eab:ECABU_c44860
ko:K01985	eab:ECABU_c28900
ko:K01985	eab:ECABU_c45260
ko:K01985	eab:ECABU_c42440
ko:K01985	eab:ECABU_c36900
ko:K14219	eab:ECABU_c11645
ko:K14219	eab:ECABU_c12165
ko:K10111	eab:ECABU_c45600
ko:K07273	eab:ECABU_c24320
ko:K00042	eab:ECABU_c35380
ko:K00632	eab:ECABU_c26740
ko:K01002	eab:ECABU_c49920
ko:K01096	eab:ECABU_c15610
ko:K00821	eab:ECABU_c37830
ko:K01664	eab:ECABU_c37840
ko:K04772	eab:ECABU_c36430
ko:K02081	eab:ECABU_c35440
ko:K05499	eab:ECABU_c44400
ko:K09017	eab:ECABU_c10400
ko:K03719	eab:ECABU_c09300
ko:K03973	eab:ECABU_c15890
ko:K05540	eab:ECABU_c36770
ko:K14761	eab:ECABU_c06090
ko:K04771	eab:ECABU_c01750
ko:K02849	eab:ECABU_c40710
ko:K15460	eab:ECABU_c28770
ko:K00557	eab:ECABU_c44800
ko:K04028	eab:ECABU_c27660
ko:K07091	eab:ECABU_c33860
ko:K18141	eab:ECABU_c36820
ko:K12983	eab:ECABU_c40640
ko:K19235	eab:ECABU_c08610
ko:K16787	eab:ECABU_c32120
ko:K16786	eab:ECABU_c32110
ko:K16785	eab:ECABU_c32100
ko:K04781	eab:ECABU_c22360
ko:K01420	eab:ECABU_c16170
ko:K08302	eab:ECABU_c36710
ko:K08485	eab:ECABU_c36210
ko:K01467	eab:ECABU_c47090
ko:K16923	eab:ECABU_c32090
ko:K09477	eab:ECABU_c06620
ko:K03559	eab:ECABU_c34090
ko:K00040	eab:ECABU_c49600
ko:K08302	eab:ECABU_c35530
ko:K00265	eab:ECABU_c36270
ko:K03779	eab:ECABU_c34800
ko:K00951	eab:ECABU_c30530
ko:K03604	eab:ECABU_c19120
ko:K01485	eab:ECABU_c04310
ko:K00108	eab:ECABU_c04070
ko:K16868	eab:ECABU_c16620
ko:K06970	eab:ECABU_c08490
ko:K04783	eab:ECABU_c22450
ko:K03585	eab:ECABU_c05450
ko:K03417	eab:ECABU_c04260
ko:K06075	eab:ECABU_c18950
ko:K07245	eab:ECABU_c21000
ko:K08302	eab:ECABU_c24260
ko:K01990	eab:ECABU_c01400
ko:K17195	eab:ECABU_c46390
ko:K00371	eab:ECABU_c17040
ko:K00374	eab:ECABU_c17020
ko:K00373	eab:ECABU_c17030
ko:K02503	eab:ECABU_c13170
ko:K19353	eab:ECABU_c44660
ko:K03526	eab:ECABU_c28200
ko:K17247	eab:ECABU_c22300
