ko:K06900	bmab:BM45_4020
ko:K02169	bmab:BM45_2796
ko:K02275	bmab:BM45_2798
ko:K02274	bmab:BM45_2799
ko:K02258	bmab:BM45_2800
ko:K02276	bmab:BM45_2802
ko:K02259	bmab:BM45_2806
ko:K07152	bmab:BM45_2808
ko:K03406	bmab:BM45_2810
ko:K02073	bmab:BM45_2811
ko:K00425	bmab:BM45_2815
ko:K00426	bmab:BM45_2816
ko:K12373	bmab:BM45_2819
ko:K02803	bmab:BM45_2820
ko:K02804	bmab:BM45_2820
ko:K02768	bmab:BM45_2821
ko:K08483	bmab:BM45_2821
ko:K11183	bmab:BM45_2821
ko:K00820	bmab:BM45_2822
ko:K01443	bmab:BM45_2823
ko:K03710	bmab:BM45_2824
ko:K01586	bmab:BM45_2833
ko:K01990	bmab:BM45_2840
ko:K01992	bmab:BM45_2841
ko:K00836	bmab:BM45_2843
ko:K05913	bmab:BM45_3647
ko:K00694	bmab:BM45_3651
ko:K00666	bmab:BM45_3655
ko:K00375	bmab:BM45_3659
ko:K04064	bmab:BM45_3661
ko:K00208	bmab:BM45_3663
ko:K16137	bmab:BM45_3667
ko:K07497	bmab:BM45_3670
ko:K07497	bmab:BM45_3671
ko:K07140	bmab:BM45_3672
ko:K07649	bmab:BM45_3673
ko:K07774	bmab:BM45_3674
ko:K02012	bmab:BM45_3675
ko:K02011	bmab:BM45_3676
ko:K02010	bmab:BM45_3677
ko:K02510	bmab:BM45_3680
ko:K02509	bmab:BM45_3682
ko:K01826	bmab:BM45_3683
ko:K00455	bmab:BM45_3684
ko:K00151	bmab:BM45_3685
ko:K05921	bmab:BM45_3686
ko:K05921	bmab:BM45_3687
ko:K02484	bmab:BM45_3692
ko:K05366	bmab:BM45_4489
ko:K07002	bmab:BM45_4497
ko:K03119	bmab:BM45_4500
ko:K03556	bmab:BM45_4503
ko:K00666	bmab:BM45_4504
ko:K13993	bmab:BM45_4506
ko:K07028	bmab:BM45_4511
ko:K03333	bmab:BM45_4516
ko:K00166	bmab:BM45_4521
ko:K00167	bmab:BM45_4522
ko:K09699	bmab:BM45_4523
ko:K00382	bmab:BM45_4524
ko:K06133	bmab:BM45_4529
ko:K00020	bmab:BM45_4531
ko:K00240	bmab:BM45_4533
ko:K01613	bmab:BM45_4534
ko:K06147	bmab:BM45_4536
ko:K02471	bmab:BM45_5
ko:K03153	bmab:BM45_6
ko:K03154	bmab:BM45_7
ko:K03149	bmab:BM45_8
ko:K00788	bmab:BM45_9
ko:K02065	bmab:BM45_10
ko:K02066	bmab:BM45_11
ko:K02067	bmab:BM45_12
ko:K04754	bmab:BM45_13
ko:K07323	bmab:BM45_14
ko:K07122	bmab:BM45_15
ko:K01990	bmab:BM45_16
ko:K01992	bmab:BM45_17
ko:K00790	bmab:BM45_19
ko:K00765	bmab:BM45_20
ko:K00013	bmab:BM45_21
ko:K00817	bmab:BM45_22
ko:K01693	bmab:BM45_23
ko:K05595	bmab:BM45_24
ko:K02501	bmab:BM45_25
ko:K01814	bmab:BM45_26
ko:K02500	bmab:BM45_27
ko:K01496	bmab:BM45_28
ko:K01523	bmab:BM45_29
ko:K02503	bmab:BM45_31
ko:K03116	bmab:BM45_32
ko:K03117	bmab:BM45_33
ko:K03118	bmab:BM45_34
ko:K04772	bmab:BM45_35
ko:K00411	bmab:BM45_37
ko:K00412	bmab:BM45_38
ko:K00413	bmab:BM45_39
ko:K03599	bmab:BM45_40
ko:K03600	bmab:BM45_41
ko:K07497	bmab:BM45_47
ko:K07497	bmab:BM45_48
ko:K01782	bmab:BM45_54
ko:K00626	bmab:BM45_55
ko:K02616	bmab:BM45_58
ko:K10947	bmab:BM45_61
ko:K07240	bmab:BM45_718
ko:K07497	bmab:BM45_722
ko:K07497	bmab:BM45_723
ko:K01784	bmab:BM45_725
ko:K15778	bmab:BM45_729
ko:K02841	bmab:BM45_730
ko:K02527	bmab:BM45_732
ko:K03189	bmab:BM45_733
ko:K03188	bmab:BM45_734
ko:K03187	bmab:BM45_735
ko:K01428	bmab:BM45_736
ko:K01429	bmab:BM45_737
ko:K01430	bmab:BM45_738
ko:K03190	bmab:BM45_739
ko:K11963	bmab:BM45_740
ko:K11962	bmab:BM45_741
ko:K11961	bmab:BM45_742
ko:K11960	bmab:BM45_743
ko:K11959	bmab:BM45_744
ko:K00822	bmab:BM45_745
ko:K00573	bmab:BM45_747
ko:K06940	bmab:BM45_750
ko:K06153	bmab:BM45_752
ko:K03439	bmab:BM45_753
ko:K06199	bmab:BM45_759
ko:K02221	bmab:BM45_761
ko:K06895	bmab:BM45_765
ko:K03182	bmab:BM45_766
ko:K03625	bmab:BM45_769
ko:K03722	bmab:BM45_1571
ko:K05807	bmab:BM45_1572
ko:K06180	bmab:BM45_1573
ko:K05810	bmab:BM45_1574
ko:K03821	bmab:BM45_1575
ko:K00626	bmab:BM45_1576
ko:K00023	bmab:BM45_1577
ko:K14441	bmab:BM45_1579
ko:K00874	bmab:BM45_1580
ko:K00626	bmab:BM45_1581
ko:K01760	bmab:BM45_1583
ko:K01079	bmab:BM45_1584
ko:K02069	bmab:BM45_1586
ko:K02068	bmab:BM45_1587
ko:K07290	bmab:BM45_1588
ko:K00128	bmab:BM45_1591
ko:K00459	bmab:BM45_1592
ko:K07275	bmab:BM45_1593
ko:K06938	bmab:BM45_1594
ko:K03322	bmab:BM45_1595
ko:K11073	bmab:BM45_1596
ko:K11076	bmab:BM45_1597
ko:K11075	bmab:BM45_1598
ko:K11074	bmab:BM45_1599
ko:K07497	bmab:BM45_1601
ko:K07497	bmab:BM45_1602
ko:K02651	bmab:BM45_1603
ko:K02278	bmab:BM45_1604
ko:K02279	bmab:BM45_1606
ko:K02280	bmab:BM45_1607
ko:K02282	bmab:BM45_1608
ko:K02283	bmab:BM45_1609
ko:K12510	bmab:BM45_1610
ko:K12511	bmab:BM45_1611
ko:K03666	bmab:BM45_1617
ko:K01897	bmab:BM45_1620
ko:K01673	bmab:BM45_2173
ko:K01649	bmab:BM45_2175
ko:K17103	bmab:BM45_2176
ko:K01613	bmab:BM45_2177
ko:K00053	bmab:BM45_2178
ko:K01653	bmab:BM45_2179
ko:K01652	bmab:BM45_2180
ko:K03088	bmab:BM45_2181
ko:K00901	bmab:BM45_2187
ko:K06966	bmab:BM45_2189
ko:K01426	bmab:BM45_2194
ko:K07050	bmab:BM45_2196
ko:K06886	bmab:BM45_2197
ko:K02004	bmab:BM45_2198
ko:K11741	bmab:BM45_2201
ko:K09712	bmab:BM45_2202
ko:K07667	bmab:BM45_2203
ko:K07646	bmab:BM45_2204
ko:K01548	bmab:BM45_2206
ko:K01547	bmab:BM45_2207
ko:K01546	bmab:BM45_2208
ko:K01734	bmab:BM45_2211
ko:K00059	bmab:BM45_2213
ko:K00761	bmab:BM45_2214
ko:K01945	bmab:BM45_2216
ko:K00228	bmab:BM45_2217
ko:K00969	bmab:BM45_2218
ko:K09710	bmab:BM45_2219
ko:K00783	bmab:BM45_2220
ko:K06287	bmab:BM45_2221
ko:K08301	bmab:BM45_2222
ko:K16345	bmab:BM45_2223
ko:K01999	bmab:BM45_2999
ko:K07497	bmab:BM45_3002
ko:K03406	bmab:BM45_3010
ko:K00648	bmab:BM45_3023
ko:K02078	bmab:BM45_3024
ko:K00648	bmab:BM45_3025
ko:K02407	bmab:BM45_3029
ko:K02406	bmab:BM45_3030
ko:K02970	bmab:BM45_3031
ko:K01246	bmab:BM45_3032
ko:K18676	bmab:BM45_3033
ko:K06188	bmab:BM45_3035
ko:K03746	bmab:BM45_3036
ko:K02403	bmab:BM45_3038
ko:K02402	bmab:BM45_3039
ko:K02556	bmab:BM45_3040
ko:K02557	bmab:BM45_3042
ko:K03413	bmab:BM45_3043
ko:K03407	bmab:BM45_3044
ko:K03408	bmab:BM45_3045
ko:K00575	bmab:BM45_3047
ko:K03411	bmab:BM45_3048
ko:K03412	bmab:BM45_3049
ko:K03413	bmab:BM45_3050
ko:K03414	bmab:BM45_3051
ko:K03762	bmab:BM45_3861
ko:K10013	bmab:BM45_3864
ko:K06987	bmab:BM45_3867
ko:K02073	bmab:BM45_3868
ko:K07497	bmab:BM45_3870
ko:K06911	bmab:BM45_3874
ko:K07497	bmab:BM45_3877
ko:K07497	bmab:BM45_3878
ko:K13790	bmab:BM45_3885
ko:K13741	bmab:BM45_3886
ko:K13287	bmab:BM45_3890
ko:K03746	bmab:BM45_3891
ko:K13286	bmab:BM45_3892
ko:K13285	bmab:BM45_3893
ko:K03225	bmab:BM45_3899
ko:K03230	bmab:BM45_3904
ko:K03221	bmab:BM45_3909
ko:K02053	bmab:BM45_4698
ko:K06966	bmab:BM45_4699
ko:K01808	bmab:BM45_4702
ko:K17207	bmab:BM45_4703
ko:K17206	bmab:BM45_4704
ko:K17205	bmab:BM45_4705
ko:K00065	bmab:BM45_4706
ko:K05878	bmab:BM45_4708
ko:K05879	bmab:BM45_4709
ko:K03559	bmab:BM45_4714
ko:K03561	bmab:BM45_4715
ko:K03832	bmab:BM45_4716
ko:K02192	bmab:BM45_4717
ko:K01776	bmab:BM45_4718
ko:K03594	bmab:BM45_4719
ko:K01676	bmab:BM45_4720
ko:K01895	bmab:BM45_4724
ko:K14393	bmab:BM45_4726
ko:K07497	bmab:BM45_4729
ko:K07497	bmab:BM45_4730
ko:K07497	bmab:BM45_4731
ko:K07497	bmab:BM45_4732
ko:K03387	bmab:BM45_4733
ko:K03386	bmab:BM45_4734
ko:K00375	bmab:BM45_4744
ko:K07552	bmab:BM45_4745
ko:K03430	bmab:BM45_4749
ko:K15669	bmab:BM45_2460
ko:K11209	bmab:BM45_2513
ko:K21308	bmab:BM45_4495
ko:K19577	bmab:BM45_550
ko:K19577	bmab:BM45_859
ko:K00799	bmab:BM45_314
ko:K00525	bmab:BM45_4512
ko:K00525	bmab:BM45_2672
ko:K02650	bmab:BM45_587
ko:K14219	bmab:BM45_2407
ko:K14219	bmab:BM45_2902
ko:K14220	bmab:BM45_935
ko:K14220	bmab:BM45_936
ko:K14225	bmab:BM45_982
ko:K14225	bmab:BM45_983
ko:K14237	bmab:BM45_1689
ko:K14237	bmab:BM45_1446
ko:K14237	bmab:BM45_1179
ko:K14229	bmab:BM45_828
ko:K14229	bmab:BM45_463
ko:K14235	bmab:BM45_130
ko:K14236	bmab:BM45_125
ko:K14223	bmab:BM45_2872
ko:K14231	bmab:BM45_479
ko:K01977	bmab:BM45_207
ko:K01977	bmab:BM45_4863
ko:K01977	bmab:BM45_2128
ko:K01977	bmab:BM45_3772
ko:K01985	bmab:BM45_212
ko:K01985	bmab:BM45_4868
ko:K01985	bmab:BM45_3767
ko:K01980	bmab:BM45_211
ko:K01980	bmab:BM45_4867
ko:K01980	bmab:BM45_3768
ko:K19670	bmab:BM45_3775
ko:K14225	bmab:BM45_754
ko:K14228	bmab:BM45_1631
ko:K14228	bmab:BM45_1629
ko:K14227	bmab:BM45_208
ko:K14227	bmab:BM45_4864
ko:K14227	bmab:BM45_3771
ko:K14227	bmab:BM45_2127
ko:K14225	bmab:BM45_127
ko:K14222	bmab:BM45_984
ko:K14230	bmab:BM45_1205
ko:K14230	bmab:BM45_1857
ko:K14230	bmab:BM45_4197
ko:K14219	bmab:BM45_3750
ko:K14226	bmab:BM45_1841
ko:K14221	bmab:BM45_1322
ko:K14221	bmab:BM45_1451
ko:K14234	bmab:BM45_2394
ko:K14228	bmab:BM45_1430
ko:K14233	bmab:BM45_1276
ko:K14233	bmab:BM45_812
ko:K14233	bmab:BM45_798
ko:K14233	bmab:BM45_4727
ko:K14218	bmab:BM45_209
ko:K14218	bmab:BM45_4865
ko:K14218	bmab:BM45_3770
ko:K14218	bmab:BM45_2126
ko:K00992	bmab:BM45_530
ko:K19666	bmab:BM45_3263
ko:K14222	bmab:BM45_3388
ko:K07666	bmab:BM45_623
ko:K05875	bmab:BM45_3654
ko:K05875	bmab:BM45_4657
ko:K19743	bmab:BM45_3318
ko:K19731	bmab:BM45_3932
ko:K20250	bmab:BM45_3933
ko:K06131	bmab:BM45_520
ko:K19784	bmab:BM45_4443
ko:K06132	bmab:BM45_4307
ko:K07119	bmab:BM45_4274
ko:K07119	bmab:BM45_3501
ko:K07119	bmab:BM45_1472
ko:K08744	bmab:BM45_981
ko:K07147	bmab:BM45_122
ko:K15777	bmab:BM45_4820
ko:K02483	bmab:BM45_3744
ko:K19804	bmab:BM45_2353
ko:K08992	bmab:BM45_2354
ko:K19813	bmab:BM45_3357
ko:K21636	bmab:BM45_1052
ko:K14731	bmab:BM45_498
ko:K09796	bmab:BM45_990
ko:K20034	bmab:BM45_1465
ko:K20035	bmab:BM45_2339
ko:K20035	bmab:BM45_2338
ko:K00817	bmab:BM45_1710
ko:K06911	bmab:BM45_1153
ko:K09456	bmab:BM45_356
ko:K09456	bmab:BM45_357
ko:K01053	bmab:BM45_4400
ko:K02004	bmab:BM45_2199
ko:K02483	bmab:BM45_3211
ko:K11900	bmab:BM45_4612
ko:K01139	bmab:BM45_819
ko:K13061	bmab:BM45_3261
ko:K20273	bmab:BM45_3918
ko:K20274	bmab:BM45_4808
ko:K18379	bmab:BM45_3984
ko:K20332	bmab:BM45_3452
ko:K00507	bmab:BM45_2423
ko:K00146	bmab:BM45_3244
ko:K20455	bmab:BM45_4649
ko:K20429	bmab:BM45_3026
ko:K20329	bmab:BM45_2125
ko:K03309	bmab:BM45_3832
ko:K20542	bmab:BM45_3946
ko:K20543	bmab:BM45_3945
ko:K09788	bmab:BM45_4650
ko:K18248	bmab:BM45_4310
ko:K00344	bmab:BM45_4603
ko:K01046	bmab:BM45_4470
ko:K00499	bmab:BM45_4207
ko:K08282	bmab:BM45_4145
ko:K02482	bmab:BM45_4014
ko:K09017	bmab:BM45_3860
ko:K20541	bmab:BM45_3947
ko:K22131	bmab:BM45_4894
ko:K00130	bmab:BM45_3623
ko:K20866	bmab:BM45_4900
ko:K02487	bmab:BM45_3969
ko:K01046	bmab:BM45_4119
ko:K01214	bmab:BM45_1981
ko:K20938	bmab:BM45_3693
ko:K20940	bmab:BM45_4154
ko:K21105	bmab:BM45_4950
ko:K21061	bmab:BM45_3792
ko:K21062	bmab:BM45_3794
ko:K21053	bmab:BM45_2384
ko:K00840	bmab:BM45_1017
ko:K21023	bmab:BM45_4974
ko:K08968	bmab:BM45_985
ko:K13609	bmab:BM45_3797
ko:K13877	bmab:BM45_3796
ko:K21801	bmab:BM45_4173
ko:K13877	bmab:BM45_4401
ko:K21029	bmab:BM45_2786
ko:K00249	bmab:BM45_2141
ko:K08261	bmab:BM45_648
ko:K00526	bmab:BM45_2671
ko:K00249	bmab:BM45_56
ko:K00560	bmab:BM45_2307
ko:K00287	bmab:BM45_2313
ko:K01520	bmab:BM45_2431
ko:K02316	bmab:BM45_4199
ko:K03676	bmab:BM45_2790
ko:K06217	bmab:BM45_547
ko:K03553	bmab:BM45_593
ko:K06223	bmab:BM45_1431
ko:K02314	bmab:BM45_1504
ko:K17733	bmab:BM45_3077
ko:K05710	bmab:BM45_3270
ko:K05874	bmab:BM45_3046
ko:K02335	bmab:BM45_4213
ko:K05799	bmab:BM45_2626
ko:K05799	bmab:BM45_3805
ko:K00571	bmab:BM45_4072
ko:K05375	bmab:BM45_1712
ko:K05375	bmab:BM45_1773
ko:K02032	bmab:BM45_3327
ko:K08100	bmab:BM45_2413
ko:K13993	bmab:BM45_2064
ko:K02483	bmab:BM45_594
ko:K00249	bmab:BM45_400
ko:K00249	bmab:BM45_1181
ko:K03293	bmab:BM45_3102
ko:K00249	bmab:BM45_2836
ko:K02031	bmab:BM45_3328
ko:K02482	bmab:BM45_4983
ko:K00529	bmab:BM45_3282
ko:K09983	bmab:BM45_1767
ko:K03328	bmab:BM45_411
ko:K21307	bmab:BM45_4496
ko:K21309	bmab:BM45_4494
ko:K03293	bmab:BM45_3144
ko:K00146	bmab:BM45_66
ko:K03892	bmab:BM45_4883
ko:K03651	bmab:BM45_2091
ko:K21449	bmab:BM45_1966
ko:K21420	bmab:BM45_1860
ko:K01451	bmab:BM45_3862
ko:K01451	bmab:BM45_4585
ko:K01420	bmab:BM45_4404
ko:K21699	bmab:BM45_3644
ko:K10026	bmab:BM45_481
ko:K21563	bmab:BM45_1044
ko:K21645	bmab:BM45_2601
ko:K21757	bmab:BM45_4327
ko:K00043	bmab:BM45_1909
ko:K21802	bmab:BM45_4943
ko:K21825	bmab:BM45_1016
ko:K21826	bmab:BM45_4790
ko:K21826	bmab:BM45_4889
ko:K21833	bmab:BM45_4794
ko:K21834	bmab:BM45_4795
ko:K08994	bmab:BM45_3346
ko:K21832	bmab:BM45_4799
ko:K21948	bmab:BM45_4897
ko:K21929	bmab:BM45_1337
ko:K22003	bmab:BM45_871
ko:K22025	bmab:BM45_4893
ko:K03741	bmab:BM45_4881
ko:K22130	bmab:BM45_4896
ko:K22132	bmab:BM45_677
ko:K08319	bmab:BM45_4898
ko:K00090	bmab:BM45_941
ko:K03595	bmab:BM45_972
ko:K22067	bmab:BM45_3489
ko:K07183	bmab:BM45_3488
ko:K00302	bmab:BM45_3639
ko:K22185	bmab:BM45_2644
ko:K22292	bmab:BM45_2367
ko:K22252	bmab:BM45_4064
ko:K02257	bmab:BM45_2807
ko:K00611	bmab:BM45_692
ko:K01505	bmab:BM45_3588
ko:K11206	bmab:BM45_2503
ko:K22488	bmab:BM45_3908
ko:K22487	bmab:BM45_3910
ko:K00424	bmab:BM45_2818
ko:K22505	bmab:BM45_3911
ko:K22512	bmab:BM45_3903
ko:K22504	bmab:BM45_3906
ko:K22506	bmab:BM45_3902
ko:K22507	bmab:BM45_3898
ko:K22508	bmab:BM45_3897
ko:K22509	bmab:BM45_3896
ko:K22510	bmab:BM45_3895
ko:K22511	bmab:BM45_3905
ko:K22550	bmab:BM45_3791
ko:K01007	bmab:BM45_1380
ko:K22549	bmab:BM45_3790
