ko:K01212	bso:BSNT_10032
ko:K14234	bso:BSNT_06480
ko:K14235	bso:BSNT_07275
ko:K14228	bso:BSNT_06363
ko:K14228	bso:BSNT_06833
ko:K14228	bso:BSNT_06365
ko:K14228	bso:BSNT_09538
ko:K14228	bso:BSNT_07280
ko:K14228	bso:BSNT_06834
ko:K21064	bso:BSNT_10229
ko:K14234	bso:BSNT_06448
ko:K14218	bso:BSNT_09565
ko:K14223	bso:BSNT_06831
ko:K14223	bso:BSNT_07277
ko:K14237	bso:BSNT_09543
ko:K08968	bso:BSNT_09380
ko:K00821	bso:BSNT_07557
ko:K21064	bso:BSNT_06749
ko:K14237	bso:BSNT_06479
ko:K14237	bso:BSNT_07269
ko:K14222	bso:BSNT_07279
ko:K14233	bso:BSNT_09531
ko:K14221	bso:BSNT_06962
ko:K14221	bso:BSNT_09529
ko:K14221	bso:BSNT_10756
ko:K14221	bso:BSNT_07271
ko:K14226	bso:BSNT_07276
ko:K14226	bso:BSNT_09527
ko:K00435	bso:BSNT_10425
ko:K00526	bso:BSNT_08258
ko:K17733	bso:BSNT_06599
ko:K00287	bso:BSNT_08571
ko:K00857	bso:BSNT_10360
ko:K02314	bso:BSNT_10762
ko:K03546	bso:BSNT_07511
ko:K07474	bso:BSNT_07735
ko:K06909	bso:BSNT_07736
ko:K03553	bso:BSNT_08207
ko:K01174	bso:BSNT_08334
ko:K01520	bso:BSNT_08339
ko:K00560	bso:BSNT_08344
ko:K02316	bso:BSNT_08963
ko:K06217	bso:BSNT_08978
ko:K06904	bso:BSNT_09903
ko:K02315	bso:BSNT_09931
ko:K06919	bso:BSNT_08277
ko:K06904	bso:BSNT_08287
ko:K01493	bso:BSNT_09004
ko:K21285	bso:BSNT_10220
ko:K02032	bso:BSNT_07574
ko:K02031	bso:BSNT_07573
ko:K03328	bso:BSNT_00096
ko:K03293	bso:BSNT_06505
ko:K03293	bso:BSNT_09476
ko:K05375	bso:BSNT_09658
ko:K11641	bso:BSNT_06591
ko:K01447	bso:BSNT_07721
ko:K01447	bso:BSNT_07763
ko:K01447	bso:BSNT_09018
ko:K02335	bso:BSNT_09329
ko:K21416	bso:BSNT_07183
ko:K21417	bso:BSNT_07184
ko:K06607	bso:BSNT_10666
ko:K13281	bso:BSNT_10377
ko:K06415	bso:BSNT_07372
ko:K03293	bso:BSNT_09979
ko:K02101	bso:BSNT_09297
ko:K21405	bso:BSNT_07188
ko:K21464	bso:BSNT_10407
ko:K21481	bso:BSNT_07446
ko:K21465	bso:BSNT_08942
ko:K21467	bso:BSNT_06759
ko:K21468	bso:BSNT_09125
ko:K09809	bso:BSNT_10216
ko:K09809	bso:BSNT_10217
ko:K21567	bso:BSNT_06656
ko:K21487	bso:BSNT_08459
ko:K21487	bso:BSNT_07656
ko:K21493	bso:BSNT_10614
ko:K21601	bso:BSNT_06738
ko:K21493	bso:BSNT_10615
ko:K21488	bso:BSNT_08307
ko:K21487	bso:BSNT_08308
ko:K21600	bso:BSNT_09871
ko:K21567	bso:BSNT_09675
ko:K21488	bso:BSNT_08458
ko:K21488	bso:BSNT_07657
ko:K21743	bso:BSNT_10311
ko:K21745	bso:BSNT_09087
ko:K11923	bso:BSNT_07388
ko:K21701	bso:BSNT_06469
ko:K21802	bso:BSNT_07122
ko:K21902	bso:BSNT_07126
ko:K21935	bso:BSNT_08543
ko:K21959	bso:BSNT_08432
ko:K18244	bso:BSNT_08847
ko:K21959	bso:BSNT_09784
ko:K19302	bso:BSNT_08536
ko:K22043	bso:BSNT_08471
ko:K03741	bso:BSNT_06890
ko:K21993	bso:BSNT_09112
ko:K01463	bso:BSNT_08641
ko:K00754	bso:BSNT_08640
ko:K22135	bso:BSNT_08510
ko:K22136	bso:BSNT_08021
ko:K03595	bso:BSNT_08971
ko:K14274	bso:BSNT_09829
ko:K22132	bso:BSNT_09153
ko:K22109	bso:BSNT_09557
ko:K01932	bso:BSNT_10234
ko:K22116	bso:BSNT_10233
ko:K22230	bso:BSNT_09569
ko:K22187	bso:BSNT_06557
ko:K03547	bso:BSNT_07426
ko:K22278	bso:BSNT_07678
ko:K03077	bso:BSNT_09298
ko:K22301	bso:BSNT_09957
ko:K22299	bso:BSNT_09949
ko:K02257	bso:BSNT_07676
ko:K02257	bso:BSNT_07995
ko:K22299	bso:BSNT_09948
ko:K15654	bso:BSNT_06684
ko:K06365	bso:BSNT_10737
ko:K22301	bso:BSNT_09962
ko:K03574	bso:BSNT_06774
ko:K09988	bso:BSNT_06767
ko:K13566	bso:BSNT_07848
ko:K18672	bso:BSNT_08506
ko:K22441	bso:BSNT_09680
