ko:K19296	ppud:DW66_4804
ko:K03642	ppud:DW66_0922
ko:K02434	ppud:DW66_0923
ko:K02433	ppud:DW66_0924
ko:K02435	ppud:DW66_0925
ko:K03569	ppud:DW66_0926
ko:K03570	ppud:DW66_0927
ko:K03571	ppud:DW66_0928
ko:K06287	ppud:DW66_0929
ko:K08301	ppud:DW66_0930
ko:K03568	ppud:DW66_0933
ko:K09889	ppud:DW66_0934
ko:K03592	ppud:DW66_0935
ko:K01679	ppud:DW66_0937
ko:K04564	ppud:DW66_0938
ko:K11189	ppud:DW66_0939
ko:K06958	ppud:DW66_0940
ko:K02806	ppud:DW66_0941
ko:K05808	ppud:DW66_0942
ko:K03092	ppud:DW66_0943
ko:K06861	ppud:DW66_0944
ko:K09774	ppud:DW66_0945
ko:K11719	ppud:DW66_0946
ko:K03270	ppud:DW66_0947
ko:K06041	ppud:DW66_0948
ko:K02065	ppud:DW66_0950
ko:K02066	ppud:DW66_0951
ko:K02067	ppud:DW66_0952
ko:K07323	ppud:DW66_0953
ko:K07122	ppud:DW66_0954
ko:K00790	ppud:DW66_0956
ko:K00765	ppud:DW66_0957
ko:K00013	ppud:DW66_0958
ko:K00817	ppud:DW66_0959
ko:K03449	ppud:DW66_0961
ko:K07461	ppud:DW66_0963
ko:K06899	ppud:DW66_0964
ko:K03530	ppud:DW66_0965
ko:K06970	ppud:DW66_0966
ko:K01873	ppud:DW66_0967
ko:K07345	ppud:DW66_1810
ko:K06445	ppud:DW66_1812
ko:K01990	ppud:DW66_1814
ko:K01992	ppud:DW66_1815
ko:K02238	ppud:DW66_1816
ko:K03561	ppud:DW66_1817
ko:K03559	ppud:DW66_1818
ko:K00912	ppud:DW66_1819
ko:K09791	ppud:DW66_1820
ko:K00979	ppud:DW66_1821
ko:K01104	ppud:DW66_1822
ko:K00075	ppud:DW66_1823
ko:K08300	ppud:DW66_1824
ko:K06179	ppud:DW66_1826
ko:K01091	ppud:DW66_1827
ko:K04773	ppud:DW66_1828
ko:K07040	ppud:DW66_1830
ko:K02911	ppud:DW66_1831
ko:K03621	ppud:DW66_1832
ko:K00645	ppud:DW66_1833
ko:K00059	ppud:DW66_1834
ko:K02078	ppud:DW66_1835
ko:K09458	ppud:DW66_1836
ko:K02619	ppud:DW66_1837
ko:K07082	ppud:DW66_1838
ko:K00943	ppud:DW66_1839
ko:K02341	ppud:DW66_1840
ko:K03424	ppud:DW66_1841
ko:K03639	ppud:DW66_1843
ko:K09986	ppud:DW66_1845
ko:K01485	ppud:DW66_1847
ko:K00832	ppud:DW66_1848
ko:K03702	ppud:DW66_1849
ko:K03446	ppud:DW66_1851
ko:K03543	ppud:DW66_1852
ko:K01885	ppud:DW66_1853
ko:K07107	ppud:DW66_1857
ko:K05541	ppud:DW66_1858
ko:K04080	ppud:DW66_1859
ko:K01685	ppud:DW66_2761
ko:K07091	ppud:DW66_3619
ko:K11720	ppud:DW66_3620
ko:K07276	ppud:DW66_3624
ko:K07006	ppud:DW66_3649
ko:K00799	ppud:DW66_3650
ko:K00281	ppud:DW66_5438
ko:K02437	ppud:DW66_5440
ko:K00605	ppud:DW66_5441
ko:K02011	ppud:DW66_5443
ko:K02012	ppud:DW66_5444
ko:K03185	ppud:DW66_5447
ko:K01262	ppud:DW66_5448
ko:K09895	ppud:DW66_5449
ko:K09888	ppud:DW66_5451
ko:K01934	ppud:DW66_5452
ko:K01993	ppud:DW66_5455
ko:K13926	ppud:DW66_5456
ko:K02415	ppud:DW66_5458
ko:K07232	ppud:DW66_5460
ko:K00523	ppud:DW66_5461
ko:K03182	ppud:DW66_5462
ko:K03628	ppud:DW66_5463
ko:K03671	ppud:DW66_5464
ko:K01524	ppud:DW66_5465
ko:K00937	ppud:DW66_5466
ko:K09768	ppud:DW66_5469
ko:K05851	ppud:DW66_5470
ko:K06140	ppud:DW66_5471
ko:K06202	ppud:DW66_5473
ko:K01586	ppud:DW66_5475
ko:K01778	ppud:DW66_5476
ko:K09921	ppud:DW66_5477
ko:K03733	ppud:DW66_5478
ko:K03320	ppud:DW66_5481
ko:K04752	ppud:DW66_5482
ko:K09806	ppud:DW66_5483
ko:K07391	ppud:DW66_5485
ko:K07391	ppud:DW66_5492
ko:K03412	ppud:DW66_3656
ko:K00575	ppud:DW66_3657
ko:K02228	ppud:DW66_3660
ko:K01759	ppud:DW66_3663
ko:K00014	ppud:DW66_3665
ko:K07262	ppud:DW66_3674
ko:K03580	ppud:DW66_4510
ko:K01999	ppud:DW66_4513
ko:K01997	ppud:DW66_4514
ko:K01998	ppud:DW66_4515
ko:K01995	ppud:DW66_4516
ko:K01996	ppud:DW66_4517
ko:K08985	ppud:DW66_4518
ko:K07137	ppud:DW66_4519
ko:K03313	ppud:DW66_4520
ko:K06077	ppud:DW66_4521
ko:K00275	ppud:DW66_4523
ko:K08993	ppud:DW66_4530
ko:K09858	ppud:DW66_4534
ko:K07116	ppud:DW66_4539
ko:K07577	ppud:DW66_4540
ko:K06987	ppud:DW66_4542
ko:K03724	ppud:DW66_4543
ko:K01494	ppud:DW66_4546
ko:K03704	ppud:DW66_4547
ko:K03593	ppud:DW66_4548
ko:K01874	ppud:DW66_4549
ko:K03617	ppud:DW66_4550
ko:K03614	ppud:DW66_4551
ko:K03612	ppud:DW66_4552
ko:K03613	ppud:DW66_4553
ko:K10773	ppud:DW66_4554
ko:K07690	ppud:DW66_4556
ko:K01940	ppud:DW66_4558
ko:K02259	ppud:DW66_0084
ko:K07152	ppud:DW66_0086
ko:K02073	ppud:DW66_0087
ko:K02072	ppud:DW66_0088
ko:K02071	ppud:DW66_0089
ko:K03781	ppud:DW66_0090
ko:K09816	ppud:DW66_0092
ko:K09817	ppud:DW66_0093
ko:K09823	ppud:DW66_0094
ko:K09815	ppud:DW66_0095
ko:K02204	ppud:DW66_0096
ko:K03978	ppud:DW66_0099
ko:K03673	ppud:DW66_0102
ko:K13590	ppud:DW66_0104
ko:K11066	ppud:DW66_0105
ko:K11384	ppud:DW66_0108
ko:K11102	ppud:DW66_0113
ko:K18480	ppud:DW66_0115
ko:K02067	ppud:DW66_0116
ko:K02065	ppud:DW66_0117
ko:K02066	ppud:DW66_0118
ko:K03324	ppud:DW66_0121
ko:K03300	ppud:DW66_0123
ko:K18118	ppud:DW66_0131
ko:K00325	ppud:DW66_0133
ko:K00324	ppud:DW66_0134
ko:K00324	ppud:DW66_0135
ko:K02339	ppud:DW66_0969
ko:K01255	ppud:DW66_0970
ko:K07091	ppud:DW66_0971
ko:K11720	ppud:DW66_0972
ko:K03704	ppud:DW66_0975
ko:K00605	ppud:DW66_0976
ko:K01752	ppud:DW66_0977
ko:K00281	ppud:DW66_0978
ko:K02437	ppud:DW66_0979
ko:K06200	ppud:DW66_0980
ko:K02480	ppud:DW66_0982
ko:K03312	ppud:DW66_0984
ko:K00926	ppud:DW66_0987
ko:K00611	ppud:DW66_0988
ko:K01478	ppud:DW66_0989
ko:K03758	ppud:DW66_0990
ko:K03758	ppud:DW66_0991
ko:K09790	ppud:DW66_0992
ko:K16087	ppud:DW66_0994
ko:K07165	ppud:DW66_0995
ko:K00134	ppud:DW66_0997
ko:K01690	ppud:DW66_0998
ko:K00845	ppud:DW66_0999
ko:K17315	ppud:DW66_1003
ko:K17316	ppud:DW66_1004
ko:K17317	ppud:DW66_1005
ko:K10112	ppud:DW66_1006
ko:K07267	ppud:DW66_1007
ko:K00036	ppud:DW66_1010
ko:K01057	ppud:DW66_1011
ko:K01625	ppud:DW66_1012
ko:K01649	ppud:DW66_1013
ko:K03601	ppud:DW66_1015
ko:K07090	ppud:DW66_1017
ko:K00088	ppud:DW66_1019
ko:K01951	ppud:DW66_1020
ko:K01703	ppud:DW66_1862
ko:K01704	ppud:DW66_1863
ko:K00052	ppud:DW66_1865
ko:K00133	ppud:DW66_1866
ko:K08086	ppud:DW66_1869
ko:K06173	ppud:DW66_1870
ko:K01817	ppud:DW66_1871
ko:K01963	ppud:DW66_1872
ko:K11754	ppud:DW66_1873
ko:K03749	ppud:DW66_1874
ko:K03558	ppud:DW66_1875
ko:K00764	ppud:DW66_1876
ko:K10764	ppud:DW66_1877
ko:K00219	ppud:DW66_1884
ko:K12262	ppud:DW66_1886
ko:K09977	ppud:DW66_1887
ko:K00858	ppud:DW66_1888
ko:K02441	ppud:DW66_1890
ko:K09916	ppud:DW66_1891
ko:K01256	ppud:DW66_1893
ko:K07003	ppud:DW66_1895
ko:K03547	ppud:DW66_1901
ko:K07114	ppud:DW66_1906
ko:K07114	ppud:DW66_1907
ko:K03924	ppud:DW66_1910
ko:K05782	ppud:DW66_1914
ko:K00375	ppud:DW66_1915
ko:K07234	ppud:DW66_2767
ko:K03190	ppud:DW66_2770
ko:K01430	ppud:DW66_2771
ko:K01429	ppud:DW66_2772
ko:K01428	ppud:DW66_2773
ko:K03187	ppud:DW66_2774
ko:K03192	ppud:DW66_2775
ko:K03188	ppud:DW66_2776
ko:K03189	ppud:DW66_2777
ko:K03811	ppud:DW66_2787
ko:K03406	ppud:DW66_2788
ko:K06153	ppud:DW66_2789
ko:K01118	ppud:DW66_2793
ko:K03885	ppud:DW66_2794
ko:K02055	ppud:DW66_2797
ko:K15268	ppud:DW66_2799
ko:K01467	ppud:DW66_2804
ko:K14347	ppud:DW66_2805
ko:K12262	ppud:DW66_2812
ko:K03781	ppud:DW66_2813
ko:K03088	ppud:DW66_2814
ko:K10531	ppud:DW66_3676
ko:K09815	ppud:DW66_3681
ko:K09817	ppud:DW66_3682
ko:K09816	ppud:DW66_3683
ko:K01433	ppud:DW66_3690
ko:K01491	ppud:DW66_3691
ko:K00303	ppud:DW66_3692
ko:K00305	ppud:DW66_3695
ko:K06911	ppud:DW66_3698
ko:K14652	ppud:DW66_3700
ko:K02055	ppud:DW66_3702
ko:K02054	ppud:DW66_3703
ko:K02053	ppud:DW66_3704
ko:K02052	ppud:DW66_3705
ko:K02040	ppud:DW66_3706
ko:K05794	ppud:DW66_3707
ko:K04487	ppud:DW66_3710
ko:K10679	ppud:DW66_3713
ko:K08159	ppud:DW66_3717
ko:K13979	ppud:DW66_3719
ko:K01975	ppud:DW66_3721
ko:K11747	ppud:DW66_5546
ko:K07862	ppud:DW66_3726
ko:K09915	ppud:DW66_3727
ko:K03387	ppud:DW66_3729
ko:K03386	ppud:DW66_3730
ko:K01465	ppud:DW66_4560
ko:K03683	ppud:DW66_4561
ko:K03386	ppud:DW66_4562
ko:K02192	ppud:DW66_4563
ko:K03594	ppud:DW66_4564
ko:K07390	ppud:DW66_4565
ko:K00611	ppud:DW66_4567
ko:K02010	ppud:DW66_4568
ko:K02440	ppud:DW66_4570
ko:K00864	ppud:DW66_4571
ko:K02444	ppud:DW66_4572
ko:K00111	ppud:DW66_4573
ko:K10001	ppud:DW66_4575
ko:K10003	ppud:DW66_4576
ko:K10002	ppud:DW66_4577
ko:K10004	ppud:DW66_4578
ko:K17060	ppud:DW66_4579
ko:K17061	ppud:DW66_4580
ko:K02442	ppud:DW66_4581
ko:K03576	ppud:DW66_4583
ko:K03724	ppud:DW66_4585
ko:K02014	ppud:DW66_4593
ko:K07267	ppud:DW66_4594
ko:K00117	ppud:DW66_4595
ko:K01338	ppud:DW66_4596
ko:K14475	ppud:DW66_4597
ko:K15256	ppud:DW66_4598
ko:K15257	ppud:DW66_4599
ko:K07665	ppud:DW66_4601
ko:K07644	ppud:DW66_4602
ko:K03474	ppud:DW66_4603
ko:K03584	ppud:DW66_4604
ko:K03685	ppud:DW66_4606
ko:K03100	ppud:DW66_4607
ko:K03596	ppud:DW66_4608
ko:K03598	ppud:DW66_4611
ko:K03597	ppud:DW66_4612
ko:K03088	ppud:DW66_4613
ko:K00278	ppud:DW66_4614
ko:K09159	ppud:DW66_4616
ko:K00252	ppud:DW66_0137
ko:K02014	ppud:DW66_0139
ko:K07165	ppud:DW66_0140
ko:K03088	ppud:DW66_0141
ko:K12542	ppud:DW66_0146
ko:K12541	ppud:DW66_0147
ko:K03119	ppud:DW66_0155
ko:K02051	ppud:DW66_0156
ko:K02049	ppud:DW66_0157
ko:K02050	ppud:DW66_0158
ko:K06075	ppud:DW66_0161
ko:K07243	ppud:DW66_0169
ko:K00799	ppud:DW66_0172
ko:K01755	ppud:DW66_0173
ko:K08083	ppud:DW66_0174
ko:K01749	ppud:DW66_0175
ko:K01719	ppud:DW66_0176
ko:K02496	ppud:DW66_0177
ko:K02498	ppud:DW66_0178
ko:K03611	ppud:DW66_0179
ko:K07740	ppud:DW66_0180
ko:K03773	ppud:DW66_0181
ko:K06158	ppud:DW66_0184
ko:K05834	ppud:DW66_0186
ko:K07403	ppud:DW66_0188
ko:K18691	ppud:DW66_1027
ko:K01952	ppud:DW66_1029
ko:K03118	ppud:DW66_1031
ko:K03117	ppud:DW66_1032
ko:K03116	ppud:DW66_1033
ko:K02460	ppud:DW66_1034
ko:K07093	ppud:DW66_1035
ko:K02452	ppud:DW66_1037
ko:K02453	ppud:DW66_1038
ko:K02454	ppud:DW66_1039
ko:K02455	ppud:DW66_1040
ko:K02456	ppud:DW66_1041
ko:K02457	ppud:DW66_1042
ko:K02458	ppud:DW66_1043
ko:K02459	ppud:DW66_1044
ko:K02461	ppud:DW66_1045
ko:K02463	ppud:DW66_1047
ko:K11016	ppud:DW66_1049
ko:K11017	ppud:DW66_1050
ko:K06938	ppud:DW66_1055
ko:K08289	ppud:DW66_1057
ko:K03106	ppud:DW66_1061
ko:K02959	ppud:DW66_1062
ko:K02860	ppud:DW66_1063
ko:K00554	ppud:DW66_1064
ko:K02884	ppud:DW66_1065
ko:K04763	ppud:DW66_1067
ko:K03981	ppud:DW66_1068
ko:K00003	ppud:DW66_1069
ko:K01733	ppud:DW66_1070
ko:K07462	ppud:DW66_1076
ko:K00137	ppud:DW66_1080
ko:K01714	ppud:DW66_1916
ko:K01628	ppud:DW66_1917
ko:K03543	ppud:DW66_1922
ko:K03446	ppud:DW66_1923
ko:K13639	ppud:DW66_1925
ko:K03827	ppud:DW66_1927
ko:K18297	ppud:DW66_1928
ko:K01586	ppud:DW66_1929
ko:K15371	ppud:DW66_1934
ko:K09773	ppud:DW66_1935
ko:K02553	ppud:DW66_1939
ko:K16074	ppud:DW66_1940
ko:K03088	ppud:DW66_1943
ko:K03286	ppud:DW66_1944
ko:K02303	ppud:DW66_1945
ko:K02575	ppud:DW66_1947
ko:K00254	ppud:DW66_1950
ko:K12297	ppud:DW66_1951
ko:K07259	ppud:DW66_1953
ko:K09923	ppud:DW66_1954
ko:K07679	ppud:DW66_1955
ko:K07690	ppud:DW66_1956
ko:K01129	ppud:DW66_1957
ko:K03320	ppud:DW66_1961
ko:K06177	ppud:DW66_1965
ko:K03776	ppud:DW66_1966
ko:K07052	ppud:DW66_1967
ko:K01681	ppud:DW66_1968
ko:K06968	ppud:DW66_1969
ko:K04085	ppud:DW66_1970
ko:K05540	ppud:DW66_5052
ko:K03557	ppud:DW66_5053
ko:K00602	ppud:DW66_5054
ko:K01945	ppud:DW66_5056
ko:K05595	ppud:DW66_5058
ko:K13541	ppud:DW66_5061
ko:K03394	ppud:DW66_5062
ko:K06042	ppud:DW66_5063
ko:K02229	ppud:DW66_5064
ko:K00595	ppud:DW66_5066
ko:K02188	ppud:DW66_5067
ko:K05895	ppud:DW66_5068
ko:K07340	ppud:DW66_5069
ko:K02014	ppud:DW66_5075
ko:K11737	ppud:DW66_5077
ko:K11959	ppud:DW66_5078
ko:K11960	ppud:DW66_5079
ko:K11961	ppud:DW66_5080
ko:K11962	ppud:DW66_5081
ko:K11963	ppud:DW66_5082
ko:K03823	ppud:DW66_5083
ko:K05516	ppud:DW66_5085
ko:K04046	ppud:DW66_5086
ko:K04064	ppud:DW66_5092
ko:K03594	ppud:DW66_5093
ko:K07290	ppud:DW66_5094
ko:K01996	ppud:DW66_5099
ko:K01995	ppud:DW66_5100
ko:K01998	ppud:DW66_5101
ko:K01997	ppud:DW66_5102
ko:K01999	ppud:DW66_5103
ko:K00763	ppud:DW66_5104
ko:K01916	ppud:DW66_5105
ko:K09932	ppud:DW66_5556
ko:K02437	ppud:DW66_5560
ko:K00605	ppud:DW66_5561
ko:K02011	ppud:DW66_5563
ko:K02012	ppud:DW66_5564
ko:K03185	ppud:DW66_5567
ko:K01262	ppud:DW66_5568
ko:K09895	ppud:DW66_5569
ko:K09888	ppud:DW66_5571
ko:K01934	ppud:DW66_5572
ko:K01993	ppud:DW66_5575
ko:K13926	ppud:DW66_5576
ko:K01992	ppud:DW66_5577
ko:K02415	ppud:DW66_5578
ko:K07232	ppud:DW66_5580
ko:K00523	ppud:DW66_5581
ko:K03182	ppud:DW66_5582
ko:K03628	ppud:DW66_5583
ko:K03671	ppud:DW66_5584
ko:K01524	ppud:DW66_5585
ko:K00937	ppud:DW66_5586
ko:K09768	ppud:DW66_5589
ko:K05851	ppud:DW66_5590
ko:K06140	ppud:DW66_5591
ko:K06202	ppud:DW66_5593
ko:K01586	ppud:DW66_5595
ko:K01778	ppud:DW66_5596
ko:K09921	ppud:DW66_5597
ko:K03733	ppud:DW66_5598
ko:K03320	ppud:DW66_5601
ko:K04752	ppud:DW66_5602
ko:K09806	ppud:DW66_5603
ko:K07391	ppud:DW66_5605
ko:K06218	ppud:DW66_2338
ko:K01980	ppud:DW66_r003
ko:K01980	ppud:DW66_r012
ko:K01980	ppud:DW66_r009
ko:K01980	ppud:DW66_r015
ko:K01980	ppud:DW66_r006
ko:K14236	ppud:DW66_t005
ko:K14225	ppud:DW66_t006
ko:K14234	ppud:DW66_t007
ko:K14235	ppud:DW66_t008
ko:K14220	ppud:DW66_t009
ko:K14220	ppud:DW66_t031
ko:K14232	ppud:DW66_t010
ko:K14232	ppud:DW66_t012
ko:K14229	ppud:DW66_t011
ko:K14229	ppud:DW66_t060
ko:K14229	ppud:DW66_t013
ko:K14234	ppud:DW66_t014
ko:K14223	ppud:DW66_t016
ko:K14223	ppud:DW66_t046
ko:K21645	ppud:DW66_5756
ko:K14230	ppud:DW66_t066
ko:K14228	ppud:DW66_t067
ko:K14228	ppud:DW66_t068
ko:K14228	ppud:DW66_t069
ko:K12994	ppud:DW66_1723
ko:K18842	ppud:DW66_0788
ko:K14233	ppud:DW66_t025
ko:K18841	ppud:DW66_0789
ko:K18800	ppud:DW66_5445
ko:K18800	ppud:DW66_5565
ko:K12995	ppud:DW66_1724
ko:K20862	ppud:DW66_5479
ko:K14224	ppud:DW66_t026
ko:K14224	ppud:DW66_t033
ko:K14224	ppud:DW66_t035
ko:K14224	ppud:DW66_t028
ko:K14224	ppud:DW66_t037
ko:K14225	ppud:DW66_t027
ko:K14225	ppud:DW66_t054
ko:K14225	ppud:DW66_t030
ko:K14225	ppud:DW66_t029
ko:K14218	ppud:DW66_t032
ko:K14218	ppud:DW66_t036
ko:K14218	ppud:DW66_t034
ko:K14232	ppud:DW66_t041
ko:K14219	ppud:DW66_t042
ko:K14226	ppud:DW66_t043
ko:K14226	ppud:DW66_t045
ko:K14228	ppud:DW66_t044
ko:K14232	ppud:DW66_t049
ko:K14230	ppud:DW66_t050
ko:K14230	ppud:DW66_t061
ko:K14230	ppud:DW66_t062
ko:K14228	ppud:DW66_t051
ko:K14233	ppud:DW66_t053
ko:K14219	ppud:DW66_t056
ko:K14219	ppud:DW66_t058
ko:K14219	ppud:DW66_t057
ko:K14233	ppud:DW66_t059
ko:K14225	ppud:DW66_t063
ko:K14227	ppud:DW66_t065
ko:K09892	ppud:DW66_5570
ko:K18893	ppud:DW66_2419
ko:K14219	ppud:DW66_t001
ko:K14234	ppud:DW66_t002
ko:K14231	ppud:DW66_t003
ko:K14230	ppud:DW66_t004
ko:K01977	ppud:DW66_r002
ko:K01977	ppud:DW66_r016
ko:K01977	ppud:DW66_r013
ko:K01977	ppud:DW66_r008
ko:K01977	ppud:DW66_r005
ko:K14237	ppud:DW66_t047
ko:K14237	ppud:DW66_t048
ko:K14222	ppud:DW66_t052
ko:K14228	ppud:DW66_t017
ko:K14221	ppud:DW66_t020
ko:K14219	ppud:DW66_t055
ko:K14218	ppud:DW66_t064
ko:K01971	ppud:DW66_2974
ko:K09892	ppud:DW66_5450
ko:K00632	ppud:DW66_2949
ko:K18954	ppud:DW66_3299
ko:K18850	ppud:DW66_3874
ko:K01985	ppud:DW66_r004
ko:K01985	ppud:DW66_r014
ko:K01985	ppud:DW66_r011
ko:K01985	ppud:DW66_r010
ko:K01985	ppud:DW66_r001
ko:K01985	ppud:DW66_r007
ko:K18930	ppud:DW66_4975
ko:K14230	ppud:DW66_t015
ko:K14237	ppud:DW66_t018
ko:K14237	ppud:DW66_t038
ko:K14237	ppud:DW66_t023
ko:K14237	ppud:DW66_t021
ko:K14221	ppud:DW66_t019
ko:K14221	ppud:DW66_t024
ko:K14221	ppud:DW66_t039
ko:K14221	ppud:DW66_t022
ko:K14221	ppud:DW66_t040
ko:K03496	ppud:DW66_2255
ko:K03496	ppud:DW66_4177
ko:K11811	ppud:DW66_2538
ko:K01856	ppud:DW66_3452
ko:K03646	ppud:DW66_4435
ko:K03497	ppud:DW66_0013
ko:K03496	ppud:DW66_0014
ko:K03502	ppud:DW66_3615
ko:K03169	ppud:DW66_3876
ko:K00335	ppud:DW66_3966
ko:K18974	ppud:DW66_3632
ko:K18979	ppud:DW66_5133
ko:K07665	ppud:DW66_2017
ko:K00523	ppud:DW66_2433
ko:K00128	ppud:DW66_3459
ko:K03446	ppud:DW66_4811
ko:K03976	ppud:DW66_4569
ko:K19055	ppud:DW66_0189
ko:K00130	ppud:DW66_5300
ko:K07215	ppud:DW66_0993
ko:K07481	ppud:DW66_5822
ko:K07481	ppud:DW66_5825
ko:K07481	ppud:DW66_4116
ko:K03526	ppud:DW66_0882
ko:K14742	ppud:DW66_1439
ko:K14742	ppud:DW66_1105
ko:K07483	ppud:DW66_5808
ko:K07483	ppud:DW66_4979
ko:K07215	ppud:DW66_1318
ko:K03761	ppud:DW66_2493
ko:K03761	ppud:DW66_4640
ko:K07481	ppud:DW66_3445
ko:K07481	ppud:DW66_1708
ko:K07481	ppud:DW66_1720
ko:K07481	ppud:DW66_1730
ko:K07481	ppud:DW66_3764
ko:K07481	ppud:DW66_3771
ko:K07481	ppud:DW66_1199
ko:K18974	ppud:DW66_3789
ko:K08365	ppud:DW66_5844
ko:K08365	ppud:DW66_5853
ko:K05799	ppud:DW66_4972
ko:K00520	ppud:DW66_5840
ko:K08364	ppud:DW66_5842
ko:K08363	ppud:DW66_5843
ko:K00520	ppud:DW66_5850
ko:K08364	ppud:DW66_5851
ko:K08363	ppud:DW66_5852
ko:K08363	ppud:DW66_5860
ko:K08364	ppud:DW66_5861
ko:K00520	ppud:DW66_5862
ko:K03496	ppud:DW66_5306
ko:K07497	ppud:DW66_3523
ko:K07497	ppud:DW66_3796
ko:K21405	ppud:DW66_2121
ko:K07483	ppud:DW66_3416
ko:K07483	ppud:DW66_3524
ko:K07483	ppud:DW66_3640
ko:K07483	ppud:DW66_3797
ko:K00632	ppud:DW66_1993
ko:K09472	ppud:DW66_2399
ko:K18997	ppud:DW66_5084
ko:K08365	ppud:DW66_5859
ko:K07486	ppud:DW66_1404
ko:K07486	ppud:DW66_2066
ko:K07486	ppud:DW66_3135
ko:K07486	ppud:DW66_5071
ko:K07486	ppud:DW66_5289
ko:K02663	ppud:DW66_5319
ko:K03668	ppud:DW66_1584
ko:K03668	ppud:DW66_1222
ko:K00148	ppud:DW66_0333
ko:K16011	ppud:DW66_4805
ko:K11383	ppud:DW66_0107
ko:K03458	ppud:DW66_4122
ko:K00108	ppud:DW66_5301
ko:K12979	ppud:DW66_4364
ko:K19058	ppud:DW66_5841
ko:K09017	ppud:DW66_3891
ko:K12976	ppud:DW66_2731
ko:K12976	ppud:DW66_0756
ko:K03293	ppud:DW66_4587
ko:K01621	ppud:DW66_2605
ko:K06992	ppud:DW66_2782
ko:K01239	ppud:DW66_2280
ko:K16291	ppud:DW66_2152
ko:K01505	ppud:DW66_1885
ko:K07749	ppud:DW66_1074
ko:K05799	ppud:DW66_2114
ko:K09017	ppud:DW66_4126
ko:K13877	ppud:DW66_3367
ko:K09017	ppud:DW66_0611
ko:K00108	ppud:DW66_0031
ko:K01710	ppud:DW66_1716
ko:K22468	ppud:DW66_0731
ko:K06858	ppud:DW66_0535
ko:K00344	ppud:DW66_5459
ko:K03446	ppud:DW66_3563
ko:K19057	ppud:DW66_5839
ko:K19057	ppud:DW66_5848
ko:K12979	ppud:DW66_3723
ko:K19168	ppud:DW66_4615
ko:K19221	ppud:DW66_1245
ko:K19221	ppud:DW66_1607
ko:K00336	ppud:DW66_3967
ko:K00557	ppud:DW66_4876
ko:K06867	ppud:DW66_1762
ko:K03574	ppud:DW66_2930
ko:K03574	ppud:DW66_2964
ko:K01066	ppud:DW66_4058
ko:K00020	ppud:DW66_4895
ko:K00020	ppud:DW66_4899
ko:K19290	ppud:DW66_4795
ko:K01992	ppud:DW66_5457
ko:K04771	ppud:DW66_4610
ko:K19293	ppud:DW66_4800
ko:K19294	ppud:DW66_4802
ko:K19295	ppud:DW66_4803
ko:K03722	ppud:DW66_4527
ko:K07497	ppud:DW66_3630
ko:K07497	ppud:DW66_3639
ko:K07497	ppud:DW66_3787
ko:K00059	ppud:DW66_1777
ko:K07497	ppud:DW66_5833
ko:K01795	ppud:DW66_4799
ko:K19337	ppud:DW66_5770
ko:K19337	ppud:DW66_1334
ko:K19337	ppud:DW66_1009
ko:K00526	ppud:DW66_4477
ko:K19416	ppud:DW66_3847
ko:K06867	ppud:DW66_3297
ko:K19353	ppud:DW66_2392
ko:K19291	ppud:DW66_4796
ko:K19292	ppud:DW66_4797
ko:K00344	ppud:DW66_0047
ko:K19302	ppud:DW66_5045
ko:K02650	ppud:DW66_0646
ko:K21699	ppud:DW66_0612
ko:K19610	ppud:DW66_1226
ko:K19609	ppud:DW66_1227
ko:K19577	ppud:DW66_3553
ko:K11209	ppud:DW66_3947
ko:K00525	ppud:DW66_4475
ko:K00525	ppud:DW66_3520
ko:K07344	ppud:DW66_1350
ko:K19610	ppud:DW66_1588
ko:K19609	ppud:DW66_1589
ko:K06884	ppud:DW66_2586
ko:K06884	ppud:DW66_2962
ko:K06884	ppud:DW66_2986
ko:K19577	ppud:DW66_2322
ko:K19577	ppud:DW66_2900
ko:K10024	ppud:DW66_4265
ko:K18540	ppud:DW66_2904
ko:K00799	ppud:DW66_4736
ko:K19591	ppud:DW66_0602
ko:K19713	ppud:DW66_3733
ko:K18300	ppud:DW66_3163
ko:K00992	ppud:DW66_0415
ko:K07666	ppud:DW66_2383
ko:K07645	ppud:DW66_2384
ko:K01003	ppud:DW66_4652
ko:K06132	ppud:DW66_5698
ko:K00799	ppud:DW66_1813
ko:K19784	ppud:DW66_3982
ko:K07119	ppud:DW66_1742
ko:K06131	ppud:DW66_2969
ko:K00995	ppud:DW66_3940
ko:K07147	ppud:DW66_4909
ko:K15777	ppud:DW66_1793
ko:K17722	ppud:DW66_3889
ko:K19803	ppud:DW66_0255
ko:K00380	ppud:DW66_1639
ko:K00380	ppud:DW66_1279
ko:K09796	ppud:DW66_5073
ko:K09796	ppud:DW66_2222
ko:K09471	ppud:DW66_5695
ko:K20971	ppud:DW66_5014
ko:K20266	ppud:DW66_1351
ko:K20455	ppud:DW66_2649
ko:K20455	ppud:DW66_2171
ko:K00146	ppud:DW66_3203
ko:K20534	ppud:DW66_5810
ko:K09788	ppud:DW66_2172
ko:K20972	ppud:DW66_5057
ko:K07100	ppud:DW66_2597
ko:K01214	ppud:DW66_3906
ko:K11529	ppud:DW66_4132
ko:K20862	ppud:DW66_5599
ko:K20881	ppud:DW66_0263
ko:K21001	ppud:DW66_1981
ko:K21062	ppud:DW66_4404
ko:K13877	ppud:DW66_4405
