ko:K02030	bsh:BSU6051_23980
ko:K14222	bsh:BSU6051_0875026
ko:K01985	bsh:BSU6051_3098031
ko:K01739	bsh:BSU6051_11870
ko:K01227	bsh:BSU6051_35780
ko:K01791	bsh:BSU6051_35660
ko:K01342	bsh:BSU6051_10300
ko:K03292	bsh:BSU6051_12310
ko:K03292	bsh:BSU6051_17570
ko:K17836	bsh:BSU6051_18800
ko:K01843	bsh:BSU6051_19690
ko:K15668	bsh:BSU6051_18300
ko:K15655	bsh:BSU6051_03490
ko:K14223	bsh:BSU6051_2476010
ko:K06518	bsh:BSU6051_38320
ko:K00537	bsh:BSU6051_32810
ko:K06518	bsh:BSU6051_40021
ko:K17752	bsh:BSU6051_04690
ko:K02027	bsh:BSU6051_06970
ko:K00483	bsh:BSU6051_18620
ko:K02026	bsh:BSU6051_06990
ko:K17828	bsh:BSU6051_15540
ko:K07284	bsh:BSU6051_09200
ko:K17838	bsh:BSU6051_02090
ko:K12574	bsh:BSU6051_14530
ko:K12574	bsh:BSU6051_16780
ko:K01190	bsh:BSU6051_07080
ko:K17763	bsh:BSU6051_13200
ko:K17763	bsh:BSU6051_19450
ko:K17763	bsh:BSU6051_24760
ko:K17763	bsh:BSU6051_04670
ko:K06378	bsh:BSU6051_23470
ko:K00661	bsh:BSU6051_40850
ko:K17733	bsh:BSU6051_02810
ko:K00128	bsh:BSU6051_19310
ko:K00128	bsh:BSU6051_38830
ko:K17758	bsh:BSU6051_38720
ko:K17762	bsh:BSU6051_04680
ko:K17734	bsh:BSU6051_17260
ko:K01187	bsh:BSU6051_31290
ko:K07284	bsh:BSU6051_36340
ko:K08221	bsh:BSU6051_07400
ko:K00104	bsh:BSU6051_28680
ko:K18104	bsh:BSU6051_34820
ko:K01046	bsh:BSU6051_08350
ko:K00130	bsh:BSU6051_31060
ko:K00008	bsh:BSU6051_06150
ko:K16697	bsh:BSU6051_35590
ko:K16694	bsh:BSU6051_35600
ko:K07222	bsh:BSU6051_26640
ko:K00004	bsh:BSU6051_06240
ko:K01101	bsh:BSU6051_32290
ko:K18115	bsh:BSU6051_19320
ko:K03892	bsh:BSU6051_05330
ko:K05799	bsh:BSU6051_34180
ko:K14219	bsh:BSU6051_2834010
ko:K02809	bsh:BSU6051_38410
ko:K02810	bsh:BSU6051_38410
ko:K03206	bsh:BSU6051_09340
ko:K21471	bsh:BSU6051_34800
ko:K07145	bsh:BSU6051_07150
ko:K21469	bsh:BSU6051_01670
ko:K21472	bsh:BSU6051_32340
ko:K03719	bsh:BSU6051_04250
ko:K03719	bsh:BSU6051_05050
ko:K03719	bsh:BSU6051_05060
ko:K00632	bsh:BSU6051_32830
ko:K21466	bsh:BSU6051_13980
ko:K02809	bsh:BSU6051_01680
ko:K02810	bsh:BSU6051_01680
ko:K02809	bsh:BSU6051_38050
ko:K02810	bsh:BSU6051_38050
ko:K01838	bsh:BSU6051_34550
ko:K00634	bsh:BSU6051_24090
ko:K01046	bsh:BSU6051_02700
ko:K18197	bsh:BSU6051_07050
ko:K06880	bsh:BSU6051_02310
ko:K19419	bsh:BSU6051_34310
ko:K18231	bsh:BSU6051_05610
ko:K19242	bsh:BSU6051_38880
ko:K11691	bsh:BSU6051_04450
ko:K19546	bsh:BSU6051_37740
ko:K19417	bsh:BSU6051_34380
ko:K19449	bsh:BSU6051_24610
ko:K17716	bsh:BSU6051_19810
ko:K03671	bsh:BSU6051_20030
ko:K19429	bsh:BSU6051_34240
ko:K19430	bsh:BSU6051_34230
ko:K16169	bsh:BSU6051_32440
ko:K00059	bsh:BSU6051_32910
ko:K03488	bsh:BSU6051_38420
ko:K15973	bsh:BSU6051_13340
ko:K06284	bsh:BSU6051_14480
ko:K14230	bsh:BSU6051_3098020
ko:K14228	bsh:BSU6051_0875028
ko:K06595	bsh:BSU6051_10380
ko:K19420	bsh:BSU6051_34370
ko:K22579	bsh:BSU6051_35190
ko:K01487	bsh:BSU6051_13170
ko:K03742	bsh:BSU6051_16930
ko:K16236	bsh:BSU6051_39390
ko:K01200	bsh:BSU6051_29930
ko:K00681	bsh:BSU6051_18410
ko:K00681	bsh:BSU6051_36100
ko:K01174	bsh:BSU6051_21610
ko:K08693	bsh:BSU6051_07840
ko:K15640	bsh:BSU6051_10340
ko:K09388	bsh:BSU6051_37590
ko:K06384	bsh:BSU6051_23530
ko:K06380	bsh:BSU6051_28060
ko:K04749	bsh:BSU6051_04710
ko:K09809	bsh:BSU6051_35720
ko:K03332	bsh:BSU6051_27030
ko:K18653	bsh:BSU6051_10550
ko:K18652	bsh:BSU6051_10530
ko:K12555	bsh:BSU6051_10110
ko:K18654	bsh:BSU6051_10540
ko:K18672	bsh:BSU6051_01750
ko:K18707	bsh:BSU6051_25430
ko:K18770	bsh:BSU6051_31490
ko:K18692	bsh:BSU6051_25140
ko:K18929	bsh:BSU6051_34040
ko:K01971	bsh:BSU6051_13400
ko:K18928	bsh:BSU6051_34050
ko:K18925	bsh:BSU6051_13100
ko:K18907	bsh:BSU6051_05370
ko:K06147	bsh:BSU6051_08210
ko:K06147	bsh:BSU6051_08220
ko:K09692	bsh:BSU6051_35710
ko:K07171	bsh:BSU6051_04660
ko:K10747	bsh:BSU6051_20500
ko:K18967	bsh:BSU6051_09120
ko:K03790	bsh:BSU6051_18530
ko:K03502	bsh:BSU6051_18930
ko:K03502	bsh:BSU6051_18940
ko:K04565	bsh:BSU6051_19400
ko:K03502	bsh:BSU6051_21500
ko:K00662	bsh:BSU6051_21630
ko:K05593	bsh:BSU6051_26790
ko:K03111	bsh:BSU6051_36310
ko:K03169	bsh:BSU6051_04260
ko:K07467	bsh:BSU6051_04870
ko:K08168	bsh:BSU6051_40770
ko:K03111	bsh:BSU6051_40900
ko:K03497	bsh:BSU6051_40960
ko:K03496	bsh:BSU6051_40970
ko:K03497	bsh:BSU6051_40990
ko:K02538	bsh:BSU6051_12000
ko:K08191	bsh:BSU6051_12360
ko:K06354	bsh:BSU6051_25840
ko:K19005	bsh:BSU6051_07260
ko:K06437	bsh:BSU6051_14250
ko:K03526	bsh:BSU6051_25070
ko:K19005	bsh:BSU6051_07710
ko:K18979	bsh:BSU6051_08910
ko:K13052	bsh:BSU6051_00620
ko:K06309	bsh:BSU6051_07760
ko:K07816	bsh:BSU6051_38480
ko:K03741	bsh:BSU6051_25780
ko:K06289	bsh:BSU6051_33060
ko:K11641	bsh:BSU6051_02740
ko:K03429	bsh:BSU6051_21920
ko:K06353	bsh:BSU6051_03780
ko:K06357	bsh:BSU6051_05020
ko:K11624	bsh:BSU6051_05420
ko:K06609	bsh:BSU6051_08260
ko:K06609	bsh:BSU6051_17630
ko:K06609	bsh:BSU6051_06230
ko:K06415	bsh:BSU6051_09400
ko:K19242	bsh:BSU6051_09430
ko:K06356	bsh:BSU6051_40310
ko:K00148	bsh:BSU6051_40250
ko:K07097	bsh:BSU6051_18200
ko:K02032	bsh:BSU6051_13000
ko:K02483	bsh:BSU6051_03750
ko:K06893	bsh:BSU6051_06870
ko:K02777	bsh:BSU6051_22230
ko:K02777	bsh:BSU6051_40120
ko:K01447	bsh:BSU6051_21410
ko:K00354	bsh:BSU6051_23820
ko:K06355	bsh:BSU6051_37470
ko:K01447	bsh:BSU6051_25710
ko:K19220	bsh:BSU6051_19410
ko:K00798	bsh:BSU6051_33150
ko:K02252	bsh:BSU6051_03500
ko:K06345	bsh:BSU6051_27830
ko:K11615	bsh:BSU6051_31530
ko:K06308	bsh:BSU6051_07780
ko:K19223	bsh:BSU6051_09370
ko:K19224	bsh:BSU6051_09420
ko:K07149	bsh:BSU6051_03580
ko:K01897	bsh:BSU6051_10360
ko:K11194	bsh:BSU6051_27070
ko:K01710	bsh:BSU6051_37830
ko:K01447	bsh:BSU6051_12810
ko:K06365	bsh:BSU6051_40300
ko:K06288	bsh:BSU6051_33050
ko:K01447	bsh:BSU6051_12460
ko:K06291	bsh:BSU6051_35800
ko:K06363	bsh:BSU6051_25830
ko:K06419	bsh:BSU6051_09750
ko:K06435	bsh:BSU6051_36430
ko:K00456	bsh:BSU6051_31140
ko:K19225	bsh:BSU6051_24870
ko:K07462	bsh:BSU6051_20350
ko:K01785	bsh:BSU6051_18360
ko:K19426	bsh:BSU6051_34290
ko:K19433	bsh:BSU6051_24640
ko:K19302	bsh:BSU6051_23330
ko:K00020	bsh:BSU6051_13960
ko:K19285	bsh:BSU6051_38110
ko:K19286	bsh:BSU6051_03860
ko:K19424	bsh:BSU6051_34320
ko:K06884	bsh:BSU6051_04400
ko:K03722	bsh:BSU6051_22150
ko:K03722	bsh:BSU6051_22400
ko:K02771	bsh:BSU6051_27040
ko:K01585	bsh:BSU6051_14630
ko:K02100	bsh:BSU6051_33960
ko:K01567	bsh:BSU6051_07980
ko:K15667	bsh:BSU6051_18310
ko:K00839	bsh:BSU6051_32520
ko:K19405	bsh:BSU6051_00850
ko:K19422	bsh:BSU6051_34340
ko:K19421	bsh:BSU6051_34350
ko:K04771	bsh:BSU6051_33000
ko:K04771	bsh:BSU6051_12900
ko:K15664	bsh:BSU6051_18340
ko:K01400	bsh:BSU6051_14700
ko:K19302	bsh:BSU6051_36530
ko:K19411	bsh:BSU6051_00840
ko:K00525	bsh:BSU6051_17380
ko:K19432	bsh:BSU6051_38229
ko:K00903	bsh:BSU6051_34360
ko:K19423	bsh:BSU6051_34330
ko:K19425	bsh:BSU6051_34300
ko:K03574	bsh:BSU6051_30630
ko:K19428	bsh:BSU6051_34250
ko:K19431	bsh:BSU6051_34220
ko:K15666	bsh:BSU6051_18320
ko:K15665	bsh:BSU6051_18330
ko:K19418	bsh:BSU6051_34265
ko:K02031	bsh:BSU6051_11360
ko:K18567	bsh:BSU6051_05800
ko:K19550	bsh:BSU6051_37680
ko:K02483	bsh:BSU6051_34720
ko:K06881	bsh:BSU6051_29250
ko:K11625	bsh:BSU6051_05430
ko:K00887	bsh:BSU6051_25310
ko:K21755	bsh:BSU6051_03620
ko:K06440	bsh:BSU6051_26950
ko:K19552	bsh:BSU6051_37700
ko:K19549	bsh:BSU6051_37690
ko:K19548	bsh:BSU6051_37720
ko:K19547	bsh:BSU6051_37730
ko:K08164	bsh:BSU6051_01890
ko:K19707	bsh:BSU6051_34100
ko:K19701	bsh:BSU6051_38470
ko:K01258	bsh:BSU6051_23910
ko:K00547	bsh:BSU6051_11010
ko:K00297	bsh:BSU6051_11010
ko:K07119	bsh:BSU6051_07450
ko:K19802	bsh:BSU6051_12980
ko:K19955	bsh:BSU6051_31370
ko:K19955	bsh:BSU6051_31360
ko:K05770	bsh:BSU6051_30930
ko:K18889	bsh:BSU6051_09710
ko:K20074	bsh:BSU6051_15760
ko:K18907	bsh:BSU6051_10880
ko:K12132	bsh:BSU6051_15770
ko:K20201	bsh:BSU6051_36930
ko:K20116	bsh:BSU6051_13890
ko:K20117	bsh:BSU6051_13890
ko:K20118	bsh:BSU6051_13890
ko:K02763	bsh:BSU6051_02350
ko:K02764	bsh:BSU6051_02350
ko:K02765	bsh:BSU6051_02350
ko:K21613	bsh:BSU6051_39470
ko:K11196	bsh:BSU6051_27050
ko:K20389	bsh:BSU6051_06839
ko:K01612	bsh:BSU6051_03640
ko:K20534	bsh:BSU6051_12890
ko:K08884	bsh:BSU6051_00660
ko:K08884	bsh:BSU6051_02030
ko:K18890	bsh:BSU6051_09720
ko:K20534	bsh:BSU6051_08600
ko:K21759	bsh:BSU6051_03651
ko:K20628	bsh:BSU6051_18630
ko:K22103	bsh:BSU6051_36300
ko:K01179	bsh:BSU6051_18130
ko:K20742	bsh:BSU6051_12990
ko:K07258	bsh:BSU6051_23190
ko:K22106	bsh:BSU6051_27170
ko:K01271	bsh:BSU6051_13860
ko:K20344	bsh:BSU6051_21470
ko:K01208	bsh:BSU6051_34620
ko:K21029	bsh:BSU6051_14270
ko:K20895	bsh:BSU6051_15350
ko:K03148	bsh:BSU6051_11700
ko:K21064	bsh:BSU6051_35850
ko:K08968	bsh:BSU6051_29640
ko:K00821	bsh:BSU6051_11220
ko:K21064	bsh:BSU6051_04040
ko:K00435	bsh:BSU6051_37670
ko:K00526	bsh:BSU6051_17390
ko:K03546	bsh:BSU6051_10650
ko:K00558	bsh:BSU6051_06060
ko:K00558	bsh:BSU6051_06070
ko:K06217	bsh:BSU6051_25340
ko:K01493	bsh:BSU6051_25580
ko:K03553	bsh:BSU6051_16940
ko:K00287	bsh:BSU6051_21810
ko:K00560	bsh:BSU6051_21820
ko:K06909	bsh:BSU6051_26190
ko:K07455	bsh:BSU6051_26280
ko:K01174	bsh:BSU6051_17620
ko:K01520	bsh:BSU6051_17660
ko:K00560	bsh:BSU6051_17680
ko:K01520	bsh:BSU6051_20020
ko:K00558	bsh:BSU6051_20250
ko:K00857	bsh:BSU6051_37060
ko:K07474	bsh:BSU6051_12570
ko:K06909	bsh:BSU6051_12580
ko:K02316	bsh:BSU6051_25210
ko:K02314	bsh:BSU6051_40440
ko:K21285	bsh:BSU6051_35760
ko:K03328	bsh:BSU6051_00570
ko:K03293	bsh:BSU6051_02060
ko:K03293	bsh:BSU6051_30530
ko:K02483	bsh:BSU6051_26430
ko:K05375	bsh:BSU6051_31959
ko:K02335	bsh:BSU6051_29090
ko:K07741	bsh:BSU6051_20670
ko:K21416	bsh:BSU6051_08060
ko:K21417	bsh:BSU6051_08070
ko:K06607	bsh:BSU6051_39780
ko:K13281	bsh:BSU6051_37200
ko:K21405	bsh:BSU6051_08100
ko:K21464	bsh:BSU6051_37510
ko:K21481	bsh:BSU6051_10100
ko:K03892	bsh:BSU6051_25810
ko:K21465	bsh:BSU6051_25000
ko:K21467	bsh:BSU6051_04140
ko:K21468	bsh:BSU6051_27310
ko:K21567	bsh:BSU6051_03270
ko:K21487	bsh:BSU6051_19000
ko:K21492	bsh:BSU6051_25870
ko:K21493	bsh:BSU6051_39300
ko:K21494	bsh:BSU6051_39290
ko:K21601	bsh:BSU6051_03960
ko:K21600	bsh:BSU6051_33520
ko:K21567	bsh:BSU6051_32110
ko:K21488	bsh:BSU6051_18990
ko:K21489	bsh:BSU6051_21580
ko:K21490	bsh:BSU6051_21570
ko:K21491	bsh:BSU6051_25860
ko:K21743	bsh:BSU6051_36600
ko:K21745	bsh:BSU6051_27000
ko:K11923	bsh:BSU6051_09560
ko:K21701	bsh:BSU6051_01640
ko:K21802	bsh:BSU6051_07350
ko:K21902	bsh:BSU6051_07390
ko:K21935	bsh:BSU6051_19700
ko:K19302	bsh:BSU6051_19650
ko:K06299	bsh:BSU6051_31790
ko:K21959	bsh:BSU6051_32920
ko:K21959	bsh:BSU6051_18420
ko:K18244	bsh:BSU6051_24150
ko:K00680	bsh:BSU6051_29390
ko:K22043	bsh:BSU6051_19120
ko:K00754	bsh:BSU6051_22460
ko:K21960	bsh:BSU6051_29400
ko:K21993	bsh:BSU6051_27200
ko:K01463	bsh:BSU6051_22470
ko:K22135	bsh:BSU6051_19460
ko:K22136	bsh:BSU6051_15120
ko:K03595	bsh:BSU6051_25290
ko:K14274	bsh:BSU6051_33200
ko:K22132	bsh:BSU6051_27540
ko:K22109	bsh:BSU6051_31070
ko:K01932	bsh:BSU6051_35900
ko:K22116	bsh:BSU6051_35890
ko:K22230	bsh:BSU6051_31170
ko:K22187	bsh:BSU6051_02470
ko:K03547	bsh:BSU6051_09910
ko:K22278	bsh:BSU6051_12100
ko:K03077	bsh:BSU6051_28780
ko:K22301	bsh:BSU6051_33740
ko:K22299	bsh:BSU6051_33670
ko:K02257	bsh:BSU6051_12080
ko:K02257	bsh:BSU6051_14880
ko:K22299	bsh:BSU6051_33660
ko:K22301	bsh:BSU6051_33840
ko:K03574	bsh:BSU6051_04330
ko:K09988	bsh:BSU6051_04200
ko:K13566	bsh:BSU6051_13570
ko:K18672	bsh:BSU6051_19430
ko:K22441	bsh:BSU6051_32150
ko:K22579	bsh:BSU6051_18830
