ko:K19416	sbb:Sbal175_2211
ko:K14227	sbb:Sbal175_R0133
ko:K14218	sbb:Sbal175_R0007
ko:K14218	sbb:Sbal175_R0071
ko:K14218	sbb:Sbal175_R0132
ko:K14236	sbb:Sbal175_R0011
ko:K14236	sbb:Sbal175_R0094
ko:K14236	sbb:Sbal175_R0095
ko:K14236	sbb:Sbal175_R0096
ko:K14230	sbb:Sbal175_R0116
ko:K01271	sbb:Sbal175_0021
ko:K01166	sbb:Sbal175_4085
ko:K14234	sbb:Sbal175_R0129
ko:K14225	sbb:Sbal175_R0012
ko:K14234	sbb:Sbal175_R0013
ko:K14228	sbb:Sbal175_R0025
ko:K14228	sbb:Sbal175_R0122
ko:K14228	sbb:Sbal175_R0121
ko:K14231	sbb:Sbal175_R0049
ko:K02484	sbb:Sbal175_3263
ko:K14231	sbb:Sbal175_R0051
ko:K14231	sbb:Sbal175_R0120
ko:K14226	sbb:Sbal175_R0019
ko:K14226	sbb:Sbal175_R0112
ko:K14233	sbb:Sbal175_R0103
ko:K14220	sbb:Sbal175_R0097
ko:K14220	sbb:Sbal175_R0100
ko:K14220	sbb:Sbal175_R0099
ko:K14220	sbb:Sbal175_R0098
ko:K14220	sbb:Sbal175_R0101
ko:K14225	sbb:Sbal175_R0083
ko:K14225	sbb:Sbal175_R0127
ko:K14225	sbb:Sbal175_R0093
ko:K14225	sbb:Sbal175_R0126
ko:K14225	sbb:Sbal175_R0125
ko:K14225	sbb:Sbal175_R0124
ko:K14222	sbb:Sbal175_R0084
ko:K14222	sbb:Sbal175_R0092
ko:K14228	sbb:Sbal175_R0085
ko:K14228	sbb:Sbal175_R0086
ko:K14228	sbb:Sbal175_R0091
ko:K14233	sbb:Sbal175_R0081
ko:K14233	sbb:Sbal175_R0082
ko:K14233	sbb:Sbal175_R0090
ko:K14233	sbb:Sbal175_R0080
ko:K14237	sbb:Sbal175_R0088
ko:K14237	sbb:Sbal175_R0089
ko:K14232	sbb:Sbal175_R0087
ko:K14230	sbb:Sbal175_R0079
ko:K14230	sbb:Sbal175_R0078
ko:K14230	sbb:Sbal175_R0075
ko:K14230	sbb:Sbal175_R0074
ko:K14230	sbb:Sbal175_R0077
ko:K14230	sbb:Sbal175_R0076
ko:K14230	sbb:Sbal175_R0039
ko:K14224	sbb:Sbal175_R0061
ko:K14224	sbb:Sbal175_R0066
ko:K14224	sbb:Sbal175_R0065
ko:K14224	sbb:Sbal175_R0067
ko:K14224	sbb:Sbal175_R0064
ko:K14224	sbb:Sbal175_R0068
ko:K14224	sbb:Sbal175_R0062
ko:K14218	sbb:Sbal175_R0060
ko:K14218	sbb:Sbal175_R0063
ko:K14237	sbb:Sbal175_R0059
ko:K14237	sbb:Sbal175_R0054
ko:K14237	sbb:Sbal175_R0057
ko:K14237	sbb:Sbal175_R0056
ko:K14237	sbb:Sbal175_R0055
ko:K14237	sbb:Sbal175_R0053
ko:K14237	sbb:Sbal175_R0058
ko:K14219	sbb:Sbal175_R0052
ko:K14233	sbb:Sbal175_R0040
ko:K14233	sbb:Sbal175_R0046
ko:K14219	sbb:Sbal175_R0044
ko:K14219	sbb:Sbal175_R0047
ko:K14219	sbb:Sbal175_R0042
ko:K14219	sbb:Sbal175_R0045
ko:K14219	sbb:Sbal175_R0043
ko:K14228	sbb:Sbal175_R0038
ko:K14223	sbb:Sbal175_R0037
ko:K14223	sbb:Sbal175_R0034
ko:K14228	sbb:Sbal175_R0036
ko:K14228	sbb:Sbal175_R0032
ko:K14230	sbb:Sbal175_R0031
ko:K14230	sbb:Sbal175_R0035
ko:K14235	sbb:Sbal175_R0030
ko:K14219	sbb:Sbal175_R0018
ko:K05350	sbb:Sbal175_3144
ko:K07662	sbb:Sbal175_3990
ko:K02778	sbb:Sbal175_2889
ko:K02779	sbb:Sbal175_2889
ko:K00254	sbb:Sbal175_1939
ko:K00537	sbb:Sbal175_2555
ko:K09472	sbb:Sbal175_3178
ko:K02030	sbb:Sbal175_4184
ko:K16786	sbb:Sbal175_4237
ko:K16787	sbb:Sbal175_4237
ko:K16785	sbb:Sbal175_4236
ko:K09810	sbb:Sbal175_1979
ko:K03417	sbb:Sbal175_0364
ko:K08316	sbb:Sbal175_4076
ko:K03559	sbb:Sbal175_4193
ko:K03559	sbb:Sbal175_4194
ko:K03559	sbb:Sbal175_2697
ko:K06075	sbb:Sbal175_0630
ko:K15368	sbb:Sbal175_2414
ko:K01485	sbb:Sbal175_1276
ko:K00108	sbb:Sbal175_3012
ko:K01426	sbb:Sbal175_1221
ko:K16872	sbb:Sbal175_1683
ko:K01467	sbb:Sbal175_2141
ko:K14742	sbb:Sbal175_2495
ko:K15344	sbb:Sbal175_2416
ko:K15346	sbb:Sbal175_2412
ko:K15345	sbb:Sbal175_2413
ko:K02030	sbb:Sbal175_1193
ko:K10918	sbb:Sbal175_3329
ko:K02030	sbb:Sbal175_3553
ko:K02030	sbb:Sbal175_1176
ko:K02030	sbb:Sbal175_4033
ko:K01802	sbb:Sbal175_3813
ko:K01802	sbb:Sbal175_1270
ko:K02030	sbb:Sbal175_3052
ko:K02030	sbb:Sbal175_0548
ko:K02030	sbb:Sbal175_0373
ko:K02503	sbb:Sbal175_2547
ko:K02030	sbb:Sbal175_0979
ko:K01175	sbb:Sbal175_2275
ko:K17247	sbb:Sbal175_2320
ko:K07284	sbb:Sbal175_2509
ko:K12062	sbb:Sbal175_4414
ko:K12064	sbb:Sbal175_4333
ko:K08282	sbb:Sbal175_3707
ko:K11209	sbb:Sbal175_2945
ko:K03574	sbb:Sbal175_0481
ko:K15349	sbb:Sbal175_4114
ko:K01897	sbb:Sbal175_2490
ko:K17103	sbb:Sbal175_3243
ko:K00951	sbb:Sbal175_1216
ko:K00265	sbb:Sbal175_3105
ko:K01897	sbb:Sbal175_3309
ko:K01897	sbb:Sbal175_0083
ko:K17713	sbb:Sbal175_1358
ko:K02029	sbb:Sbal175_0978
ko:K01990	sbb:Sbal175_3502
ko:K01992	sbb:Sbal175_0595
ko:K01992	sbb:Sbal175_3501
ko:K07576	sbb:Sbal175_3749
ko:K17686	sbb:Sbal175_2826
ko:K05601	sbb:Sbal175_3067
ko:K00813	sbb:Sbal175_2125
ko:K01533	sbb:Sbal175_2254
ko:K19789	sbb:Sbal175_2591
ko:K17758	sbb:Sbal175_3693
ko:K17759	sbb:Sbal175_3693
ko:K06518	sbb:Sbal175_0982
ko:K03767	sbb:Sbal175_3511
ko:K03767	sbb:Sbal175_3008
ko:K03566	sbb:Sbal175_2317
ko:K13638	sbb:Sbal175_3820
ko:K19745	sbb:Sbal175_3992
ko:K05540	sbb:Sbal175_0467
ko:K01791	sbb:Sbal175_4260
ko:K02477	sbb:Sbal175_2667
ko:K11928	sbb:Sbal175_1582
ko:K01658	sbb:Sbal175_1646
ko:K00018	sbb:Sbal175_3280
ko:K00632	sbb:Sbal175_0019
ko:K08485	sbb:Sbal175_0767
ko:K07979	sbb:Sbal175_0080
ko:K04757	sbb:Sbal175_0149
ko:K04749	sbb:Sbal175_0150
ko:K00661	sbb:Sbal175_1713
ko:K00661	sbb:Sbal175_3539
ko:K01497	sbb:Sbal175_2672
ko:K02477	sbb:Sbal175_0063
ko:K01187	sbb:Sbal175_2079
ko:K01187	sbb:Sbal175_2337
ko:K03585	sbb:Sbal175_1778
ko:K18138	sbb:Sbal175_1779
ko:K07814	sbb:Sbal175_0862
ko:K07003	sbb:Sbal175_1937
ko:K05922	sbb:Sbal175_2466
ko:K03719	sbb:Sbal175_2200
ko:K03973	sbb:Sbal175_2719
ko:K01096	sbb:Sbal175_0390
ko:K07645	sbb:Sbal175_2459
ko:K00020	sbb:Sbal175_2831
ko:K05927	sbb:Sbal175_2465
ko:K00042	sbb:Sbal175_2616
ko:K03719	sbb:Sbal175_0388
ko:K14940	sbb:Sbal175_2505
ko:K21430	sbb:Sbal175_1512
ko:K03772	sbb:Sbal175_3379
ko:K00557	sbb:Sbal175_0218
ko:K03605	sbb:Sbal175_2468
ko:K11894	sbb:Sbal175_2042
ko:K18234	sbb:Sbal175_2765
ko:K18298	sbb:Sbal175_1180
ko:K18299	sbb:Sbal175_1181
ko:K03742	sbb:Sbal175_0282
ko:K03406	sbb:Sbal175_4052
ko:K04760	sbb:Sbal175_4157
ko:K03600	sbb:Sbal175_3483
ko:K10716	sbb:Sbal175_1827
ko:K11312	sbb:Sbal175_3489
ko:K00012	sbb:Sbal175_0661
ko:K03273	sbb:Sbal175_1480
ko:K07666	sbb:Sbal175_2460
ko:K00138	sbb:Sbal175_3996
ko:K18475	sbb:Sbal175_0543
ko:K02226	sbb:Sbal175_1005
ko:K18454	sbb:Sbal175_2925
ko:K11899	sbb:Sbal175_2052
ko:K11904	sbb:Sbal175_2059
ko:K00681	sbb:Sbal175_1710
ko:K00681	sbb:Sbal175_3611
ko:K07794	sbb:Sbal175_0930
ko:K18676	sbb:Sbal175_3187
ko:K18691	sbb:Sbal175_1364
ko:K18765	sbb:Sbal175_0566
ko:K18927	sbb:Sbal175_1211
ko:K20881	sbb:Sbal175_0202
ko:K18800	sbb:Sbal175_3599
ko:K18778	sbb:Sbal175_0483
ko:K20862	sbb:Sbal175_0418
ko:K18657	sbb:Sbal175_1940
ko:K13040	sbb:Sbal175_0545
ko:K13041	sbb:Sbal175_0544
ko:K18850	sbb:Sbal175_1897
ko:K18850	sbb:Sbal175_2031
ko:K18929	sbb:Sbal175_2986
ko:K10747	sbb:Sbal175_2501
ko:K18930	sbb:Sbal175_2984
ko:K18893	sbb:Sbal175_1550
ko:K09797	sbb:Sbal175_1579
ko:K03169	sbb:Sbal175_1617
ko:K03497	sbb:Sbal175_4302
ko:K03496	sbb:Sbal175_4303
ko:K03497	sbb:Sbal175_4321
ko:K12068	sbb:Sbal175_4329
ko:K12067	sbb:Sbal175_4330
ko:K12066	sbb:Sbal175_4331
ko:K12065	sbb:Sbal175_4332
ko:K12063	sbb:Sbal175_4334
ko:K12062	sbb:Sbal175_4335
ko:K12061	sbb:Sbal175_4336
ko:K12060	sbb:Sbal175_4337
ko:K12059	sbb:Sbal175_4338
ko:K12058	sbb:Sbal175_4339
ko:K12057	sbb:Sbal175_4340
ko:K12072	sbb:Sbal175_4344
ko:K12056	sbb:Sbal175_4345
ko:K03497	sbb:Sbal175_4371
ko:K03502	sbb:Sbal175_4381
ko:K03503	sbb:Sbal175_4382
ko:K03746	sbb:Sbal175_4390
ko:K03497	sbb:Sbal175_4391
ko:K12056	sbb:Sbal175_4404
ko:K12072	sbb:Sbal175_4405
ko:K12057	sbb:Sbal175_4409
ko:K12058	sbb:Sbal175_4410
ko:K12059	sbb:Sbal175_4411
ko:K12060	sbb:Sbal175_4412
ko:K12061	sbb:Sbal175_4413
ko:K12063	sbb:Sbal175_4415
ko:K12065	sbb:Sbal175_4417
ko:K12066	sbb:Sbal175_4418
ko:K12067	sbb:Sbal175_4419
ko:K12068	sbb:Sbal175_4420
ko:K18920	sbb:Sbal175_4426
ko:K03496	sbb:Sbal175_4430
ko:K03674	sbb:Sbal175_2592
ko:K03646	sbb:Sbal175_2597
ko:K03503	sbb:Sbal175_1831
ko:K03502	sbb:Sbal175_1832
ko:K03496	sbb:Sbal175_2663
ko:K03503	sbb:Sbal175_2033
ko:K08363	sbb:Sbal175_1287
ko:K03496	sbb:Sbal175_1341
ko:K03746	sbb:Sbal175_2224
ko:K03496	sbb:Sbal175_1453
ko:K05785	sbb:Sbal175_1462
ko:K08722	sbb:Sbal175_2284
ko:K03746	sbb:Sbal175_1503
ko:K14266	sbb:Sbal175_3152
ko:K14266	sbb:Sbal175_3193
ko:K14266	sbb:Sbal175_3194
ko:K12064	sbb:Sbal175_4416
ko:K07483	sbb:Sbal175_0698
ko:K03976	sbb:Sbal175_1046
ko:K03892	sbb:Sbal175_3755
ko:K03526	sbb:Sbal175_1355
ko:K02663	sbb:Sbal175_0292
ko:K18979	sbb:Sbal175_3554
ko:K02664	sbb:Sbal175_0293
ko:K19000	sbb:Sbal175_0357
ko:K06893	sbb:Sbal175_1195
ko:K02777	sbb:Sbal175_2023
ko:K19226	sbb:Sbal175_2723
ko:K01710	sbb:Sbal175_1466
ko:K19228	sbb:Sbal175_2725
ko:K07319	sbb:Sbal175_4354
ko:K01621	sbb:Sbal175_3220
ko:K00525	sbb:Sbal175_2116
ko:K19229	sbb:Sbal175_2726
ko:K19227	sbb:Sbal175_2724
ko:K19230	sbb:Sbal175_2727
ko:K19235	sbb:Sbal175_0938
ko:K19168	sbb:Sbal175_3090
ko:K19221	sbb:Sbal175_1012
ko:K01066	sbb:Sbal175_3574
ko:K03722	sbb:Sbal175_2709
ko:K03722	sbb:Sbal175_1954
ko:K01992	sbb:Sbal175_0596
ko:K01992	sbb:Sbal175_2810
ko:K07497	sbb:Sbal175_2427
ko:K07497	sbb:Sbal175_0136
ko:K07497	sbb:Sbal175_1017
ko:K07497	sbb:Sbal175_3500
ko:K07497	sbb:Sbal175_3641
ko:K07497	sbb:Sbal175_2014
ko:K07497	sbb:Sbal175_2242
ko:K07497	sbb:Sbal175_3175
ko:K08604	sbb:Sbal175_0534
ko:K00638	sbb:Sbal175_4183
ko:K02476	sbb:Sbal175_0932
ko:K19337	sbb:Sbal175_2290
ko:K19270	sbb:Sbal175_0503
ko:K19302	sbb:Sbal175_0518
ko:K19304	sbb:Sbal175_2684
ko:K06867	sbb:Sbal175_3993
ko:K02495	sbb:Sbal175_4280
ko:K02030	sbb:Sbal175_1038
ko:K07216	sbb:Sbal175_0829
ko:K15669	sbb:Sbal175_1479
ko:K02650	sbb:Sbal175_0488
ko:K19577	sbb:Sbal175_3778
ko:K19713	sbb:Sbal175_0634
ko:K00992	sbb:Sbal175_3283
ko:K19715	sbb:Sbal175_2010
ko:K19714	sbb:Sbal175_2009
ko:K07315	sbb:Sbal175_0148
ko:K00799	sbb:Sbal175_0005
ko:K07274	sbb:Sbal175_3260
ko:K07274	sbb:Sbal175_3472
ko:K07147	sbb:Sbal175_2321
ko:K07119	sbb:Sbal175_2678
ko:K19804	sbb:Sbal175_2131
ko:K21636	sbb:Sbal175_2675
ko:K08723	sbb:Sbal175_3877
ko:K09796	sbb:Sbal175_0811
ko:K00507	sbb:Sbal175_0216
ko:K20455	sbb:Sbal175_0362
ko:K09788	sbb:Sbal175_0361
ko:K22320	sbb:Sbal175_2779
ko:K01768	sbb:Sbal175_3101
ko:K01214	sbb:Sbal175_3005
ko:K22332	sbb:Sbal175_0847
ko:K21014	sbb:Sbal175_2640
ko:K00821	sbb:Sbal175_3675
ko:K20962	sbb:Sbal175_0758
ko:K08968	sbb:Sbal175_1929
ko:K21217	sbb:Sbal175_0791
ko:K21218	sbb:Sbal175_2602
ko:K02314	sbb:Sbal175_0801
ko:K07336	sbb:Sbal175_0805
ko:K00287	sbb:Sbal175_3293
ko:K04068	sbb:Sbal175_2674
ko:K03546	sbb:Sbal175_2685
ko:K06217	sbb:Sbal175_1103
ko:K06223	sbb:Sbal175_0299
ko:K01520	sbb:Sbal175_3865
ko:K00558	sbb:Sbal175_3882
ko:K00560	sbb:Sbal175_3095
ko:K00857	sbb:Sbal175_1509
ko:K02316	sbb:Sbal175_3138
ko:K02335	sbb:Sbal175_4274
ko:K02483	sbb:Sbal175_3262
ko:K00980	sbb:Sbal175_0158
ko:K01139	sbb:Sbal175_3892
ko:K02482	sbb:Sbal175_4243
ko:K02483	sbb:Sbal175_2512
ko:K02483	sbb:Sbal175_3958
ko:K21405	sbb:Sbal175_3995
ko:K21420	sbb:Sbal175_1908
ko:K21472	sbb:Sbal175_3951
ko:K11690	sbb:Sbal175_1545
ko:K21470	sbb:Sbal175_2456
ko:K21498	sbb:Sbal175_4313
ko:K01420	sbb:Sbal175_2257
ko:K07334	sbb:Sbal175_4314
ko:K21703	sbb:Sbal175_0924
ko:K21575	sbb:Sbal175_2339
ko:K21606	sbb:Sbal175_1887
ko:K21712	sbb:Sbal175_3371
ko:K13638	sbb:Sbal175_2424
ko:K22051	sbb:Sbal175_3699
ko:K03595	sbb:Sbal175_3081
ko:K22105	sbb:Sbal175_0217
ko:K22132	sbb:Sbal175_0825
ko:K22042	sbb:Sbal175_3216
ko:K22292	sbb:Sbal175_2117
ko:K22319	sbb:Sbal175_2780
ko:K02257	sbb:Sbal175_4100
ko:K02257	sbb:Sbal175_4176
ko:K22318	sbb:Sbal175_2781
ko:K22302	sbb:Sbal175_1805
ko:K11391	sbb:Sbal175_3347
ko:K22452	sbb:Sbal175_2327
ko:K00424	sbb:Sbal175_1370
ko:K01007	sbb:Sbal175_1890
