ko:K02495	senr:STMDT2_38651
ko:K00240	senr:STMDT2_07181
ko:K00164	senr:STMDT2_07191
ko:K00658	senr:STMDT2_07201
ko:K01903	senr:STMDT2_07211
ko:K01902	senr:STMDT2_07221
ko:K00425	senr:STMDT2_07231
ko:K00426	senr:STMDT2_07241
ko:K07107	senr:STMDT2_07271
ko:K03562	senr:STMDT2_07281
ko:K03560	senr:STMDT2_07291
ko:K03641	senr:STMDT2_07311
ko:K03640	senr:STMDT2_07321
ko:K03517	senr:STMDT2_07341
ko:K03811	senr:STMDT2_07351
ko:K16264	senr:STMDT2_07361
ko:K00567	senr:STMDT2_15831
ko:K14055	senr:STMDT2_15851
ko:K16052	senr:STMDT2_15871
ko:K15580	senr:STMDT2_16021
ko:K14054	senr:STMDT2_16031
ko:K11065	senr:STMDT2_16051
ko:K03721	senr:STMDT2_16061
ko:K08990	senr:STMDT2_16071
ko:K06918	senr:STMDT2_16081
ko:K03972	senr:STMDT2_16091
ko:K03971	senr:STMDT2_16101
ko:K03970	senr:STMDT2_16121
ko:K03969	senr:STMDT2_16131
ko:K03974	senr:STMDT2_16141
ko:K00208	senr:STMDT2_16241
ko:K01147	senr:STMDT2_16261
ko:K14051	senr:STMDT2_16271
ko:K04062	senr:STMDT2_16301
ko:K03113	senr:STMDT2_16311
ko:K01591	senr:STMDT2_16321
ko:K08992	senr:STMDT2_16341
ko:K09954	senr:STMDT2_23891
ko:K01972	senr:STMDT2_23901
ko:K03528	senr:STMDT2_23911
ko:K06203	senr:STMDT2_23921
ko:K01738	senr:STMDT2_23931
ko:K02784	senr:STMDT2_23941
ko:K08483	senr:STMDT2_23951
ko:K00868	senr:STMDT2_23981
ko:K01951	senr:STMDT2_24001
ko:K12339	senr:STMDT2_24031
ko:K02045	senr:STMDT2_24041
ko:K02047	senr:STMDT2_24051
ko:K02046	senr:STMDT2_24061
ko:K02048	senr:STMDT2_24071
ko:K07223	senr:STMDT2_24091
ko:K01448	senr:STMDT2_24131
ko:K00228	senr:STMDT2_24141
ko:K04033	senr:STMDT2_24171
ko:K04025	senr:STMDT2_24181
ko:K04026	senr:STMDT2_24191
ko:K03736	senr:STMDT2_24201
ko:K03735	senr:STMDT2_24211
ko:K04019	senr:STMDT2_24221
ko:K04023	senr:STMDT2_24231
ko:K04022	senr:STMDT2_24241
ko:K04024	senr:STMDT2_24251
ko:K04021	senr:STMDT2_24261
ko:K04027	senr:STMDT2_24281
ko:K04020	senr:STMDT2_24291
ko:K04032	senr:STMDT2_24301
ko:K04030	senr:STMDT2_24311
ko:K04029	senr:STMDT2_24321
ko:K04031	senr:STMDT2_24331
ko:K07491	senr:STMDT2_24341
ko:K00029	senr:STMDT2_24351
ko:K00616	senr:STMDT2_24361
ko:K00615	senr:STMDT2_24371
ko:K07122	senr:STMDT2_32011
ko:K07323	senr:STMDT2_32021
ko:K02067	senr:STMDT2_32031
ko:K02066	senr:STMDT2_32041
ko:K02065	senr:STMDT2_32051
ko:K07301	senr:STMDT2_32061
ko:K06041	senr:STMDT2_32071
ko:K03270	senr:STMDT2_32081
ko:K11719	senr:STMDT2_32091
ko:K09774	senr:STMDT2_32101
ko:K06861	senr:STMDT2_32111
ko:K03092	senr:STMDT2_32121
ko:K05808	senr:STMDT2_32131
ko:K02806	senr:STMDT2_32141
ko:K06958	senr:STMDT2_32151
ko:K03814	senr:STMDT2_32181
ko:K07648	senr:STMDT2_32201
ko:K07139	senr:STMDT2_32211
ko:K00265	senr:STMDT2_32221
ko:K00266	senr:STMDT2_32231
ko:K10974	senr:STMDT2_32251
ko:K00885	senr:STMDT2_32281
ko:K01788	senr:STMDT2_32291
ko:K03290	senr:STMDT2_32301
ko:K01639	senr:STMDT2_32311
ko:K03600	senr:STMDT2_32331
ko:K03599	senr:STMDT2_32341
ko:K02996	senr:STMDT2_32361
ko:K02871	senr:STMDT2_32371
ko:K06916	senr:STMDT2_32381
ko:K09908	senr:STMDT2_32391
ko:K04691	senr:STMDT2_32411
ko:K01572	senr:STMDT2_32431
ko:K01571	senr:STMDT2_32441
ko:K01573	senr:STMDT2_32451
ko:K03780	senr:STMDT2_32461
ko:K03779	senr:STMDT2_32471
ko:K00024	senr:STMDT2_32511
ko:K03924	senr:STMDT2_37591
ko:K03549	senr:STMDT2_37601
ko:K06726	senr:STMDT2_37611
ko:K10441	senr:STMDT2_37621
ko:K10440	senr:STMDT2_37631
ko:K10439	senr:STMDT2_37641
ko:K00852	senr:STMDT2_37651
ko:K02529	senr:STMDT2_37661
ko:K09897	senr:STMDT2_37701
ko:K07391	senr:STMDT2_37711
ko:K01652	senr:STMDT2_37721
ko:K11258	senr:STMDT2_37731
ko:K00826	senr:STMDT2_37741
ko:K01687	senr:STMDT2_37751
ko:K01754	senr:STMDT2_37761
ko:K02521	senr:STMDT2_37791
ko:K00053	senr:STMDT2_37801
ko:K03769	senr:STMDT2_37811
ko:K04084	senr:STMDT2_41741
ko:K03926	senr:STMDT2_41751
ko:K07791	senr:STMDT2_41761
ko:K01744	senr:STMDT2_41771
ko:K07113	senr:STMDT2_41781
ko:K16263	senr:STMDT2_41791
ko:K04078	senr:STMDT2_41801
ko:K04077	senr:STMDT2_41811
ko:K02356	senr:STMDT2_41851
ko:K16347	senr:STMDT2_41861
ko:K16348	senr:STMDT2_41871
ko:K03098	senr:STMDT2_41901
ko:K00247	senr:STMDT2_41911
ko:K00246	senr:STMDT2_41921
ko:K00245	senr:STMDT2_41931
ko:K00244	senr:STMDT2_41941
ko:K04568	senr:STMDT2_41951
ko:K10000	senr:STMDT2_08661
ko:K11066	senr:STMDT2_08691
ko:K00156	senr:STMDT2_08731
ko:K11933	senr:STMDT2_08741
ko:K05601	senr:STMDT2_08751
ko:K09824	senr:STMDT2_08781
ko:K13888	senr:STMDT2_08791
ko:K05685	senr:STMDT2_08801
ko:K03704	senr:STMDT2_08811
ko:K06891	senr:STMDT2_08821
ko:K03694	senr:STMDT2_08831
ko:K06911	senr:STMDT2_08881
ko:K02518	senr:STMDT2_08901
ko:K00684	senr:STMDT2_08921
ko:K16012	senr:STMDT2_08931
ko:K16013	senr:STMDT2_08941
ko:K00384	senr:STMDT2_08951
ko:K03466	senr:STMDT2_08971
ko:K03634	senr:STMDT2_08981
ko:K07478	senr:STMDT2_08991
ko:K01875	senr:STMDT2_09001
ko:K07306	senr:STMDT2_09011
ko:K07307	senr:STMDT2_09021
ko:K07308	senr:STMDT2_09031
ko:K08219	senr:STMDT2_09041
ko:K04069	senr:STMDT2_09061
ko:K00656	senr:STMDT2_09091
ko:K06212	senr:STMDT2_09101
ko:K09136	senr:STMDT2_09111
ko:K00831	senr:STMDT2_09131
ko:K00800	senr:STMDT2_09141
ko:K07387	senr:STMDT2_09151
ko:K00945	senr:STMDT2_09161
ko:K00370	senr:STMDT2_16851
ko:K02575	senr:STMDT2_16861
ko:K07673	senr:STMDT2_16871
ko:K06039	senr:STMDT2_16891
ko:K07300	senr:STMDT2_16911
ko:K01627	senr:STMDT2_16921
ko:K02493	senr:STMDT2_16951
ko:K02835	senr:STMDT2_16961
ko:K02621	senr:STMDT2_30681
ko:K13652	senr:STMDT2_30691
ko:K07666	senr:STMDT2_30711
ko:K03923	senr:STMDT2_30731
ko:K02622	senr:STMDT2_30751
ko:K07000	senr:STMDT2_30761
ko:K03651	senr:STMDT2_30771
ko:K09920	senr:STMDT2_30781
ko:K01515	senr:STMDT2_30791
ko:K12340	senr:STMDT2_30801
ko:K07238	senr:STMDT2_30841
ko:K03673	senr:STMDT2_30861
ko:K03611	senr:STMDT2_30871
ko:K02858	senr:STMDT2_30881
ko:K09806	senr:STMDT2_30891
ko:K03272	senr:STMDT2_30931
ko:K00982	senr:STMDT2_30941
ko:K08154	senr:STMDT2_36841
ko:K13636	senr:STMDT2_36861
ko:K13629	senr:STMDT2_36871
ko:K01753	senr:STMDT2_36881
ko:K06871	senr:STMDT2_36891
ko:K00389	senr:STMDT2_36911
ko:K07085	senr:STMDT2_36921
ko:K04081	senr:STMDT2_36931
ko:K04080	senr:STMDT2_36941
ko:K02200	senr:STMDT2_36971
ko:K02193	senr:STMDT2_36981
ko:K00428	senr:STMDT2_36991
ko:K03533	senr:STMDT2_37001
ko:K07811	senr:STMDT2_37011
ko:K03532	senr:STMDT2_37021
ko:K07772	senr:STMDT2_37031
ko:K11930	senr:STMDT2_37041
ko:K07647	senr:STMDT2_37051
ko:K01684	senr:STMDT2_37071
ko:K05539	senr:STMDT2_40931
ko:K01775	senr:STMDT2_40971
ko:K00832	senr:STMDT2_40981
ko:K03701	senr:STMDT2_41041
ko:K13631	senr:STMDT2_41151
ko:K13639	senr:STMDT2_41161
ko:K00799	senr:STMDT2_41171
ko:K06901	senr:STMDT2_41181
ko:K00112	senr:STMDT2_22541
ko:K00113	senr:STMDT2_22551
ko:K12660	senr:STMDT2_22581
ko:K12661	senr:STMDT2_22601
ko:K12944	senr:STMDT2_22641
ko:K07806	senr:STMDT2_22661
ko:K10012	senr:STMDT2_22671
ko:K10011	senr:STMDT2_22681
ko:K13014	senr:STMDT2_22691
ko:K07264	senr:STMDT2_22701
ko:K12962	senr:STMDT2_22711
ko:K12963	senr:STMDT2_22721
ko:K01911	senr:STMDT2_22741
ko:K02549	senr:STMDT2_22751
ko:K01661	senr:STMDT2_22761
ko:K08680	senr:STMDT2_22771
ko:K02551	senr:STMDT2_22781
ko:K02552	senr:STMDT2_22791
ko:K05594	senr:STMDT2_22801
ko:K02348	senr:STMDT2_22811
ko:K00784	senr:STMDT2_22821
ko:K03415	senr:STMDT2_22831
ko:K07114	senr:STMDT2_22841
ko:K00343	senr:STMDT2_22851
ko:K00342	senr:STMDT2_22861
ko:K00341	senr:STMDT2_22871
ko:K00340	senr:STMDT2_22881
ko:K00339	senr:STMDT2_22891
ko:K00338	senr:STMDT2_22901
ko:K00337	senr:STMDT2_22911
ko:K06282	senr:STMDT2_30441
ko:K03406	senr:STMDT2_30461
ko:K03559	senr:STMDT2_30521
ko:K03561	senr:STMDT2_30531
ko:K01760	senr:STMDT2_30551
ko:K08325	senr:STMDT2_30581
ko:K06221	senr:STMDT2_30591
ko:K03319	senr:STMDT2_30601
ko:K00655	senr:STMDT2_30671
ko:K01980	senr:STMDT2_r00012
ko:K01953	senr:STMDT2_06641
ko:K02566	senr:STMDT2_06651
ko:K02565	senr:STMDT2_06661
ko:K01443	senr:STMDT2_06671
ko:K02564	senr:STMDT2_06681
ko:K02802	senr:STMDT2_06691
ko:K02803	senr:STMDT2_06691
ko:K02804	senr:STMDT2_06691
ko:K01886	senr:STMDT2_06701
ko:K03288	senr:STMDT2_06731
ko:K13795	senr:STMDT2_06741
ko:K13796	senr:STMDT2_06751
ko:K13794	senr:STMDT2_06761
ko:K03711	senr:STMDT2_06771
ko:K03839	senr:STMDT2_06781
ko:K03645	senr:STMDT2_06811
ko:K01835	senr:STMDT2_06821
ko:K03756	senr:STMDT2_06841
ko:K01581	senr:STMDT2_06851
ko:K07667	senr:STMDT2_06861
ko:K07646	senr:STMDT2_06871
ko:K01548	senr:STMDT2_06881
ko:K01547	senr:STMDT2_06891
ko:K01546	senr:STMDT2_06901
ko:K01669	senr:STMDT2_06921
ko:K03305	senr:STMDT2_06931
ko:K07160	senr:STMDT2_06971
ko:K07357	senr:STMDT2_06991
ko:K05522	senr:STMDT2_07111
ko:K07120	senr:STMDT2_07121
ko:K01647	senr:STMDT2_07131
ko:K04063	senr:STMDT2_14861
ko:K02972	senr:STMDT2_14881
ko:K00027	senr:STMDT2_14891
ko:K13953	senr:STMDT2_14901
ko:K08350	senr:STMDT2_14911
ko:K08349	senr:STMDT2_14921
ko:K16076	senr:STMDT2_14951
ko:K08167	senr:STMDT2_14971
ko:K02575	senr:STMDT2_14991
ko:K00370	senr:STMDT2_15001
ko:K00371	senr:STMDT2_15011
ko:K00373	senr:STMDT2_15021
ko:K00374	senr:STMDT2_15031
ko:K00675	senr:STMDT2_15051
ko:K11738	senr:STMDT2_15071
ko:K02014	senr:STMDT2_15101
ko:K03823	senr:STMDT2_15131
ko:K09936	senr:STMDT2_15141
ko:K00137	senr:STMDT2_15201
ko:K08303	senr:STMDT2_15271
ko:K05782	senr:STMDT2_15291
ko:K00334	senr:STMDT2_22941
ko:K13378	senr:STMDT2_22951
ko:K00331	senr:STMDT2_22961
ko:K00330	senr:STMDT2_22971
ko:K14260	senr:STMDT2_23001
ko:K09161	senr:STMDT2_23041
ko:K09899	senr:STMDT2_23051
ko:K00925	senr:STMDT2_23061
ko:K13788	senr:STMDT2_23071
ko:K00615	senr:STMDT2_23091
ko:K00615	senr:STMDT2_23101
ko:K02822	senr:STMDT2_23121
ko:K02821	senr:STMDT2_23131
ko:K07095	senr:STMDT2_23161
ko:K07071	senr:STMDT2_23191
ko:K10017	senr:STMDT2_23201
ko:K10015	senr:STMDT2_23211
ko:K10016	senr:STMDT2_23221
ko:K10013	senr:STMDT2_23241
ko:K03186	senr:STMDT2_23251
ko:K01586	senr:STMDT2_23291
ko:K06714	senr:STMDT2_23301
ko:K00764	senr:STMDT2_23311
ko:K03558	senr:STMDT2_23321
ko:K03749	senr:STMDT2_23331
ko:K11754	senr:STMDT2_23341
ko:K01963	senr:STMDT2_23351
ko:K03975	senr:STMDT2_23361
ko:K06173	senr:STMDT2_23371
ko:K03473	senr:STMDT2_23391
ko:K07184	senr:STMDT2_30961
ko:K00974	senr:STMDT2_30971
ko:K06153	senr:STMDT2_30981
ko:K01633	senr:STMDT2_30991
ko:K08591	senr:STMDT2_31001
ko:K01409	senr:STMDT2_31021
ko:K02970	senr:STMDT2_31031
ko:K03475	senr:STMDT2_23111
ko:K03086	senr:STMDT2_31051
ko:K03649	senr:STMDT2_31061
ko:K07229	senr:STMDT2_31071
ko:K03776	senr:STMDT2_31101
ko:K09251	senr:STMDT2_31111
ko:K00219	senr:STMDT2_31121
ko:K11391	senr:STMDT2_31131
ko:K07043	senr:STMDT2_31141
ko:K15977	senr:STMDT2_31241
ko:K07393	senr:STMDT2_31251
ko:K06911	senr:STMDT2_31281
ko:K01752	senr:STMDT2_31321
ko:K00656	senr:STMDT2_31331
ko:K00932	senr:STMDT2_31341
ko:K03838	senr:STMDT2_31351
ko:K01754	senr:STMDT2_31361
ko:K07592	senr:STMDT2_31371
ko:K00865	senr:STMDT2_31401
ko:K01630	senr:STMDT2_31421
ko:K01708	senr:STMDT2_31431
ko:K08302	senr:STMDT2_31461
ko:K16370	senr:STMDT2_31471
ko:K02769	senr:STMDT2_31481
ko:K01631	senr:STMDT2_37081
ko:K00883	senr:STMDT2_37091
ko:K02470	senr:STMDT2_37151
ko:K03629	senr:STMDT2_37161
ko:K02338	senr:STMDT2_37171
ko:K02313	senr:STMDT2_37181
ko:K02914	senr:STMDT2_37191
ko:K03536	senr:STMDT2_37201
ko:K08998	senr:STMDT2_37211
ko:K03217	senr:STMDT2_37221
ko:K03650	senr:STMDT2_37231
ko:K08163	senr:STMDT2_37271
ko:K06901	senr:STMDT2_37311
ko:K03316	senr:STMDT2_41191
ko:K14393	senr:STMDT2_41231
ko:K01895	senr:STMDT2_41251
ko:K03385	senr:STMDT2_41271
ko:K04013	senr:STMDT2_41281
ko:K04014	senr:STMDT2_41291
ko:K04015	senr:STMDT2_41301
ko:K04016	senr:STMDT2_41311
ko:K04018	senr:STMDT2_41321
ko:K02770	senr:STMDT2_31481
ko:K11102	senr:STMDT2_41331
ko:K07126	senr:STMDT2_41341
ko:K09994	senr:STMDT2_41381
ko:K04750	senr:STMDT2_41391
ko:K06193	senr:STMDT2_41401
ko:K03762	senr:STMDT2_41411
ko:K07643	senr:STMDT2_41421
ko:K07771	senr:STMDT2_41431
ko:K03760	senr:STMDT2_41441
ko:K03759	senr:STMDT2_41451
ko:K19789	senr:STMDT2_22001
ko:K00483	senr:STMDT2_10351
ko:K01977	senr:STMDT2_r00010
ko:K01096	senr:STMDT2_16351
ko:K01069	senr:STMDT2_02571
ko:K01659	senr:STMDT2_03651
ko:K03292	senr:STMDT2_38781
ko:K02226	senr:STMDT2_06341
ko:K17837	senr:STMDT2_36231
ko:K14218	senr:STMDT2_t00036
ko:K14218	senr:STMDT2_t00037
ko:K01985	senr:STMDT2_r00013
ko:K01985	senr:STMDT2_r00004
ko:K01985	senr:STMDT2_r00005
ko:K14234	senr:STMDT2_t00065
ko:K14234	senr:STMDT2_t00068
ko:K14228	senr:STMDT2_t00063
ko:K14228	senr:STMDT2_t00073
ko:K14235	senr:STMDT2_t00059
ko:K01840	senr:STMDT2_20781
ko:K00971	senr:STMDT2_20581
ko:K04772	senr:STMDT2_32401
ko:K00042	senr:STMDT2_05151
ko:K01497	senr:STMDT2_16361
ko:K17722	senr:STMDT2_21631
ko:K01485	senr:STMDT2_32261
ko:K17723	senr:STMDT2_21641
ko:K01977	senr:STMDT2_r00009
ko:K13638	senr:STMDT2_32991
ko:K00042	senr:STMDT2_31411
ko:K05799	senr:STMDT2_01531
ko:K03566	senr:STMDT2_28831
ko:K08194	senr:STMDT2_37061
ko:K06518	senr:STMDT2_41211
ko:K08173	senr:STMDT2_14341
ko:K14219	senr:STMDT2_t00004
ko:K14219	senr:STMDT2_t00020
ko:K14219	senr:STMDT2_t00035
ko:K14219	senr:STMDT2_t00043
ko:K14219	senr:STMDT2_t00046
ko:K14219	senr:STMDT2_t00044
ko:K14219	senr:STMDT2_t00045
ko:K02477	senr:STMDT2_21331
ko:K00661	senr:STMDT2_04681
ko:K03772	senr:STMDT2_33401
ko:K00146	senr:STMDT2_30231
ko:K14219	senr:STMDT2_t00021
ko:K14219	senr:STMDT2_t00061
ko:K05540	senr:STMDT2_32771
ko:K04771	senr:STMDT2_02111
ko:K03292	senr:STMDT2_36361
ko:K03292	senr:STMDT2_38771
ko:K00632	senr:STMDT2_38491
ko:K01187	senr:STMDT2_03971
ko:K11747	senr:STMDT2_33441
ko:K01130	senr:STMDT2_30161
ko:K01840	senr:STMDT2_20571
ko:K00971	senr:STMDT2_20791
ko:K14059	senr:STMDT2_09411
ko:K14219	senr:STMDT2_t00042
ko:K08485	senr:STMDT2_32161
ko:K01791	senr:STMDT2_37911
ko:K01739	senr:STMDT2_39631
ko:K01977	senr:STMDT2_r00001
ko:K01980	senr:STMDT2_r00011
ko:K14223	senr:STMDT2_t00005
ko:K14223	senr:STMDT2_t00006
ko:K14223	senr:STMDT2_t00008
ko:K14223	senr:STMDT2_t00009
ko:K14228	senr:STMDT2_t00010
ko:K14228	senr:STMDT2_t00026
ko:K14229	senr:STMDT2_t00012
ko:K14229	senr:STMDT2_t00014
ko:K14229	senr:STMDT2_t00015
ko:K14229	senr:STMDT2_t00016
ko:K14229	senr:STMDT2_t00041
ko:K14237	senr:STMDT2_t00022
ko:K14237	senr:STMDT2_t00013
ko:K14237	senr:STMDT2_t00040
ko:K14237	senr:STMDT2_t00038
ko:K14237	senr:STMDT2_t00039
ko:K14237	senr:STMDT2_t00023
ko:K14233	senr:STMDT2_t00029
ko:K14233	senr:STMDT2_t00017
ko:K14233	senr:STMDT2_t00019
ko:K14233	senr:STMDT2_t00018
ko:K14233	senr:STMDT2_t00047
ko:K14236	senr:STMDT2_t00024
ko:K14236	senr:STMDT2_t00025
ko:K14236	senr:STMDT2_t00066
ko:K14222	senr:STMDT2_t00027
ko:K14225	senr:STMDT2_t00028
ko:K14225	senr:STMDT2_t00071
ko:K14225	senr:STMDT2_t00070
ko:K14225	senr:STMDT2_t00072
ko:K14225	senr:STMDT2_t00050
ko:K14225	senr:STMDT2_t00067
ko:K14220	senr:STMDT2_t00030
ko:K14220	senr:STMDT2_t00031
ko:K14220	senr:STMDT2_t00032
ko:K14220	senr:STMDT2_t00033
ko:K14232	senr:STMDT2_t00057
ko:K14232	senr:STMDT2_t00064
ko:K14231	senr:STMDT2_t00051
ko:K14231	senr:STMDT2_t00069
ko:K14238	senr:STMDT2_t00058
ko:K14235	senr:STMDT2_t00060
ko:K14226	senr:STMDT2_t00062
ko:K07459	senr:STMDT2_08771
ko:K14742	senr:STMDT2_17411
ko:K00884	senr:STMDT2_11551
ko:K03767	senr:STMDT2_33591
ko:K01271	senr:STMDT2_38511
ko:K06518	senr:STMDT2_21581
ko:K02483	senr:STMDT2_10321
ko:K17758	senr:STMDT2_42041
ko:K17759	senr:STMDT2_42041
ko:K02809	senr:STMDT2_25311
ko:K02810	senr:STMDT2_25311
ko:K11928	senr:STMDT2_10601
ko:K00344	senr:STMDT2_40951
ko:K13695	senr:STMDT2_12761
ko:K01977	senr:STMDT2_r00007
ko:K01980	senr:STMDT2_r00002
ko:K14221	senr:STMDT2_t00001
ko:K14221	senr:STMDT2_t00002
ko:K14234	senr:STMDT2_t00003
ko:K14230	senr:STMDT2_t00007
ko:K14230	senr:STMDT2_t00011
ko:K14230	senr:STMDT2_t00048
ko:K14230	senr:STMDT2_t00049
ko:K14230	senr:STMDT2_t00053
ko:K14230	senr:STMDT2_t00052
ko:K14228	senr:STMDT2_t00054
ko:K14232	senr:STMDT2_t00034
ko:K18140	senr:STMDT2_32821
ko:K03585	senr:STMDT2_04721
ko:K08351	senr:STMDT2_35291
ko:K00879	senr:STMDT2_28781
ko:K03973	senr:STMDT2_16111
ko:K10038	senr:STMDT2_08041
ko:K18015	senr:STMDT2_22561
ko:K08348	senr:STMDT2_14931
ko:K03292	senr:STMDT2_39281
ko:K17938	senr:STMDT2_03721
ko:K00996	senr:STMDT2_20561
ko:K18325	senr:STMDT2_05721
ko:K07483	senr:STMDT2_26741
ko:K03719	senr:STMDT2_08961
ko:K11645	senr:STMDT2_21151
ko:K07645	senr:STMDT2_30721
ko:K18895	senr:STMDT2_26801
ko:K01801	senr:STMDT2_21531
ko:K01066	senr:STMDT2_04861
ko:K03668	senr:STMDT2_15711
ko:K01985	senr:STMDT2_r00003
ko:K01980	senr:STMDT2_r00006
ko:K00249	senr:STMDT2_08331
ko:K00557	senr:STMDT2_39921
ko:K01985	senr:STMDT2_r00008
ko:K13053	senr:STMDT2_10081
ko:K10014	senr:STMDT2_23231
ko:K04103	senr:STMDT2_23731
ko:K18148	senr:STMDT2_03121
ko:K18141	senr:STMDT2_32831
ko:K00001	senr:STMDT2_39071
ko:K12979	senr:STMDT2_41371
ko:K11745	senr:STMDT2_00881
ko:K01582	senr:STMDT2_25201
ko:K17948	senr:STMDT2_10651
ko:K00956	senr:STMDT2_28341
ko:K15347	senr:STMDT2_11591
ko:K01582	senr:STMDT2_02361
ko:K02794	senr:STMDT2_05671
ko:K09017	senr:STMDT2_10571
ko:K02783	senr:STMDT2_26561
ko:K13739	senr:STMDT2_28451
ko:K05396	senr:STMDT2_18771
ko:K01007	senr:STMDT2_12821
ko:K21469	senr:STMDT2_24411
ko:K03605	senr:STMDT2_30401
ko:K03605	senr:STMDT2_17091
ko:K07782	senr:STMDT2_18741
ko:K03605	senr:STMDT2_14621
ko:K00523	senr:STMDT2_20671
ko:K05875	senr:STMDT2_18481
ko:K08156	senr:STMDT2_03901
ko:K07713	senr:STMDT2_40271
ko:K21430	senr:STMDT2_08371
ko:K19597	senr:STMDT2_03491
ko:K07005	senr:STMDT2_06831
ko:K05875	senr:STMDT2_31091
ko:K18290	senr:STMDT2_30131
ko:K18324	senr:STMDT2_24441
ko:K18326	senr:STMDT2_21031
ko:K05874	senr:STMDT2_43811
ko:K01246	senr:STMDT2_35271
ko:K07307	senr:STMDT2_14241
ko:K08278	senr:STMDT2_00011
ko:K07757	senr:STMDT2_08161
ko:K00865	senr:STMDT2_24551
ko:K07491	senr:STMDT2_08841
ko:K07491	senr:STMDT2_17381
ko:K07491	senr:STMDT2_33661
ko:K02444	senr:STMDT2_34101
ko:K00123	senr:STMDT2_38991
ko:K07146	senr:STMDT2_10901
ko:K01521	senr:STMDT2_39331
ko:K04333	senr:STMDT2_10761
ko:K00984	senr:STMDT2_11961
ko:K04753	senr:STMDT2_30661
ko:K01023	senr:STMDT2_30851
ko:K11904	senr:STMDT2_02851
ko:K18479	senr:STMDT2_38811
ko:K18478	senr:STMDT2_38841
ko:K18446	senr:STMDT2_30951
ko:K18475	senr:STMDT2_18821
ko:K00681	senr:STMDT2_34371
ko:K00335	senr:STMDT2_22931
ko:K08087	senr:STMDT2_05471
ko:K07794	senr:STMDT2_26921
ko:K18691	senr:STMDT2_25281
ko:K03791	senr:STMDT2_17981
ko:K18697	senr:STMDT2_25301
ko:K18142	senr:STMDT2_32841
ko:K18765	senr:STMDT2_32681
ko:K08138	senr:STMDT2_42661
ko:K06218	senr:STMDT2_42961
ko:K18850	senr:STMDT2_11651
ko:K18889	senr:STMDT2_04571
ko:K21645	senr:STMDT2_43581
ko:K11741	senr:STMDT2_41891
ko:K09691	senr:STMDT2_07061
ko:K20861	senr:STMDT2_08431
ko:K18829	senr:STMDT2_29321
ko:K20866	senr:STMDT2_38861
ko:K20881	senr:STMDT2_33831
ko:K08968	senr:STMDT2_17671
ko:K20862	senr:STMDT2_38181
ko:K07319	senr:STMDT2_32791
ko:K18800	senr:STMDT2_29521
ko:K18778	senr:STMDT2_01411
ko:K18831	senr:STMDT2_38901
ko:K18657	senr:STMDT2_09961
ko:K18890	senr:STMDT2_04581
ko:K07448	senr:STMDT2_43751
ko:K06218	senr:STMDT2_14761
ko:K03553	senr:STMDT2_27301
ko:K18918	senr:STMDT2_42951
ko:K08598	senr:STMDT2_27651
ko:K03169	senr:STMDT2_12311
ko:K05839	senr:STMDT2_04691
ko:K04565	senr:STMDT2_13701
ko:K10748	senr:STMDT2_13981
ko:K08722	senr:STMDT2_23011
ko:K03646	senr:STMDT2_07301
ko:K07724	senr:STMDT2_31981
ko:K03674	senr:STMDT2_08481
ko:K03746	senr:STMDT2_16751
ko:K07790	senr:STMDT2_17871
ko:K05785	senr:STMDT2_38451
ko:K04565	senr:STMDT2_09801
ko:K07473	senr:STMDT2_34041
ko:K07724	senr:STMDT2_26551
ko:K03502	senr:STMDT2_19201
ko:K03503	senr:STMDT2_19211
ko:K11685	senr:STMDT2_27041
ko:K03761	senr:STMDT2_26061
ko:K07497	senr:STMDT2_26711
ko:K03976	senr:STMDT2_04911
ko:K01699	senr:STMDT2_20131
ko:K19055	senr:STMDT2_12141
ko:K04028	senr:STMDT2_24271
ko:K03526	senr:STMDT2_24841
ko:K15367	senr:STMDT2_13291
ko:K18979	senr:STMDT2_42031
ko:K18988	senr:STMDT2_03711
ko:K18997	senr:STMDT2_10471
ko:K19048	senr:STMDT2_02911
ko:K19048	senr:STMDT2_43711
ko:K19046	senr:STMDT2_28421
ko:K19000	senr:STMDT2_02391
ko:K07805	senr:STMDT2_11801
ko:K19229	senr:STMDT2_16181
ko:K07746	senr:STMDT2_28571
ko:K11748	senr:STMDT2_33451
ko:K19157	senr:STMDT2_34031
ko:K19222	senr:STMDT2_12981
ko:K02777	senr:STMDT2_23961
ko:K19165	senr:STMDT2_34451
ko:K19166	senr:STMDT2_38911
ko:K19226	senr:STMDT2_16151
ko:K19123	senr:STMDT2_28431
ko:K19235	senr:STMDT2_08131
ko:K19236	senr:STMDT2_11501
ko:K07801	senr:STMDT2_25481
ko:K07448	senr:STMDT2_43351
ko:K13740	senr:STMDT2_27781
ko:K15352	senr:STMDT2_26841
ko:K15351	senr:STMDT2_13371
ko:K16291	senr:STMDT2_19881
ko:K19238	senr:STMDT2_22731
ko:K19124	senr:STMDT2_28411
ko:K01710	senr:STMDT2_20711
ko:K01710	senr:STMDT2_37931
ko:K19227	senr:STMDT2_16161
ko:K15354	senr:STMDT2_09881
ko:K15353	senr:STMDT2_22171
ko:K15349	senr:STMDT2_15541
ko:K19125	senr:STMDT2_28401
ko:K19228	senr:STMDT2_16171
ko:K19126	senr:STMDT2_28391
ko:K19234	senr:STMDT2_13071
ko:K19162	senr:STMDT2_04701
