ko:K22617	pfx:A7318_06110
ko:K18478	pfx:A7318_14905
ko:K01714	pfx:A7318_14910
ko:K02529	pfx:A7318_14920
ko:K00432	pfx:A7318_19115
ko:K02233	pfx:A7318_19130
ko:K02226	pfx:A7318_19135
ko:K00768	pfx:A7318_19140
ko:K02231	pfx:A7318_19145
ko:K02232	pfx:A7318_19150
ko:K02225	pfx:A7318_19155
ko:K02227	pfx:A7318_19160
ko:K04719	pfx:A7318_19165
ko:K02224	pfx:A7318_19170
ko:K19221	pfx:A7318_19175
ko:K10763	pfx:A7318_19195
ko:K09938	pfx:A7318_19205
ko:K01933	pfx:A7318_19210
ko:K11175	pfx:A7318_19215
ko:K09912	pfx:A7318_19230
ko:K04765	pfx:A7318_19235
ko:K00951	pfx:A7318_19240
ko:K03215	pfx:A7318_19245
ko:K12339	pfx:A7318_19250
ko:K12255	pfx:A7318_19265
ko:K03307	pfx:A7318_19280
ko:K03457	pfx:A7318_19315
ko:K00243	pfx:A7318_19325
ko:K16053	pfx:A7318_19360
ko:K01118	pfx:A7318_19370
ko:K02878	pfx:A7318_23575
ko:K02904	pfx:A7318_23580
ko:K02961	pfx:A7318_23585
ko:K02874	pfx:A7318_23590
ko:K02895	pfx:A7318_23595
ko:K02931	pfx:A7318_23600
ko:K02954	pfx:A7318_23605
ko:K02994	pfx:A7318_23610
ko:K02933	pfx:A7318_23615
ko:K02881	pfx:A7318_23620
ko:K02988	pfx:A7318_23625
ko:K02907	pfx:A7318_23630
ko:K02876	pfx:A7318_23635
ko:K03076	pfx:A7318_23640
ko:K02952	pfx:A7318_23645
ko:K02948	pfx:A7318_23650
ko:K02986	pfx:A7318_23655
ko:K03040	pfx:A7318_23660
ko:K02879	pfx:A7318_23665
ko:K03781	pfx:A7318_23670
ko:K03594	pfx:A7318_23675
ko:K03701	pfx:A7318_23680
ko:K03111	pfx:A7318_23690
ko:K00598	pfx:A7318_23805
ko:K06889	pfx:A7318_23825
ko:K07027	pfx:A7318_23830
ko:K06131	pfx:A7318_23835
ko:K19577	pfx:A7318_23845
ko:K03724	pfx:A7318_23855
ko:K00067	pfx:A7318_23860
ko:K07275	pfx:A7318_23865
ko:K03497	pfx:A7318_27990
ko:K03497	pfx:A7318_28015
ko:K07679	pfx:A7318_28080
ko:K07690	pfx:A7318_28095
ko:K03503	pfx:A7318_28105
ko:K12218	pfx:A7318_28130
ko:K12206	pfx:A7318_28160
ko:K12209	pfx:A7318_28185
ko:K12213	pfx:A7318_28190
ko:K12214	pfx:A7318_28200
ko:K06919	pfx:A7318_28210
ko:K12222	pfx:A7318_28215
ko:K12203	pfx:A7318_28220
ko:K12204	pfx:A7318_28225
ko:K12205	pfx:A7318_28230
ko:K03194	pfx:A7318_28240
ko:K02669	pfx:A7318_28255
ko:K22044	pfx:A7318_18615
ko:K00564	pfx:A7318_03955
ko:K00018	pfx:A7318_03960
ko:K00666	pfx:A7318_03970
ko:K03556	pfx:A7318_03985
ko:K03271	pfx:A7318_04010
ko:K07121	pfx:A7318_04020
ko:K07056	pfx:A7318_04025
ko:K03925	pfx:A7318_04035
ko:K03438	pfx:A7318_04040
ko:K03586	pfx:A7318_04045
ko:K03587	pfx:A7318_04050
ko:K01928	pfx:A7318_04055
ko:K01929	pfx:A7318_04060
ko:K01000	pfx:A7318_04065
ko:K01925	pfx:A7318_04070
ko:K03588	pfx:A7318_04075
ko:K02563	pfx:A7318_04080
ko:K01924	pfx:A7318_04085
ko:K01921	pfx:A7318_04090
ko:K03589	pfx:A7318_04095
ko:K03590	pfx:A7318_04100
ko:K03531	pfx:A7318_04105
ko:K02535	pfx:A7318_04110
ko:K07644	pfx:A7318_04125
ko:K07665	pfx:A7318_04130
ko:K21133	pfx:A7318_04135
ko:K21135	pfx:A7318_04140
ko:K03415	pfx:A7318_04165
ko:K00090	pfx:A7318_04170
ko:K11741	pfx:A7318_08490
ko:K03453	pfx:A7318_08495
ko:K03554	pfx:A7318_08500
ko:K16088	pfx:A7318_08520
ko:K03088	pfx:A7318_08530
ko:K02055	pfx:A7318_08550
ko:K02054	pfx:A7318_08560
ko:K02053	pfx:A7318_08565
ko:K02052	pfx:A7318_08570
ko:K03797	pfx:A7318_08585
ko:K03773	pfx:A7318_08610
ko:K11939	pfx:A7318_08635
ko:K01262	pfx:A7318_08665
ko:K04487	pfx:A7318_08670
ko:K00299	pfx:A7318_08685
ko:K04091	pfx:A7318_08690
ko:K13639	pfx:A7318_08710
ko:K01561	pfx:A7318_08715
ko:K11103	pfx:A7318_08720
ko:K01531	pfx:A7318_12970
ko:K06600	pfx:A7318_12975
ko:K11811	pfx:A7318_12985
ko:K03893	pfx:A7318_12995
ko:K03168	pfx:A7318_13035
ko:K02017	pfx:A7318_13040
ko:K02018	pfx:A7318_13045
ko:K02020	pfx:A7318_13050
ko:K00459	pfx:A7318_13055
ko:K10778	pfx:A7318_13070
ko:K00647	pfx:A7318_01425
ko:K00059	pfx:A7318_01435
ko:K09458	pfx:A7318_01440
ko:K08224	pfx:A7318_01455
ko:K01599	pfx:A7318_01460
ko:K00266	pfx:A7318_01465
ko:K00265	pfx:A7318_01470
ko:K03112	pfx:A7318_01480
ko:K01735	pfx:A7318_01485
ko:K00891	pfx:A7318_01490
ko:K02666	pfx:A7318_01495
ko:K02664	pfx:A7318_01500
ko:K02663	pfx:A7318_01505
ko:K02662	pfx:A7318_01510
ko:K05366	pfx:A7318_01515
ko:K00029	pfx:A7318_01520
ko:K02909	pfx:A7318_01530
ko:K04066	pfx:A7318_01535
ko:K01887	pfx:A7318_01540
ko:K01419	pfx:A7318_01550
ko:K03667	pfx:A7318_01555
ko:K03821	pfx:A7318_01565
ko:K03821	pfx:A7318_01575
ko:K07345	pfx:A7318_01590
ko:K15540	pfx:A7318_01595
ko:K15540	pfx:A7318_01600
ko:K07347	pfx:A7318_01605
ko:K07345	pfx:A7318_01615
ko:K03183	pfx:A7318_01635
ko:K03690	pfx:A7318_01640
ko:K03688	pfx:A7318_01645
ko:K01496	pfx:A7318_01650
ko:K01523	pfx:A7318_01655
ko:K03116	pfx:A7318_01660
ko:K03117	pfx:A7318_01665
ko:K03118	pfx:A7318_01670
ko:K00140	pfx:A7318_01685
ko:K00822	pfx:A7318_01690
ko:K15977	pfx:A7318_05900
ko:K09930	pfx:A7318_05910
ko:K01996	pfx:A7318_05920
ko:K01995	pfx:A7318_05925
ko:K01998	pfx:A7318_05930
ko:K01997	pfx:A7318_05935
ko:K01999	pfx:A7318_05940
ko:K06940	pfx:A7318_05960
ko:K03580	pfx:A7318_05970
ko:K03566	pfx:A7318_05990
ko:K16322	pfx:A7318_05995
ko:K02624	pfx:A7318_06005
ko:K08195	pfx:A7318_06010
ko:K01039	pfx:A7318_06015
ko:K01040	pfx:A7318_06020
ko:K07823	pfx:A7318_06025
ko:K00449	pfx:A7318_06030
ko:K00448	pfx:A7318_06035
ko:K01857	pfx:A7318_06045
ko:K01055	pfx:A7318_06050
ko:K01607	pfx:A7318_06055
ko:K18139	pfx:A7318_06070
ko:K18138	pfx:A7318_06075
ko:K03585	pfx:A7318_06080
ko:K03577	pfx:A7318_06085
ko:K19577	pfx:A7318_06095
ko:K01426	pfx:A7318_06140
ko:K05349	pfx:A7318_06160
ko:K03744	pfx:A7318_06165
ko:K06872	pfx:A7318_06170
ko:K11960	pfx:A7318_10430
ko:K11961	pfx:A7318_10435
ko:K11962	pfx:A7318_10440
ko:K11963	pfx:A7318_10445
ko:K01679	pfx:A7318_10455
ko:K11103	pfx:A7318_10460
ko:K01857	pfx:A7318_10465
ko:K03406	pfx:A7318_10475
ko:K01455	pfx:A7318_10480
ko:K01426	pfx:A7318_10490
ko:K16088	pfx:A7318_10545
ko:K06160	pfx:A7318_10550
ko:K00526	pfx:A7318_10610
ko:K06938	pfx:A7318_10615
ko:K00163	pfx:A7318_10620
ko:K06969	pfx:A7318_10625
ko:K01004	pfx:A7318_10630
ko:K03299	pfx:A7318_03100
ko:K02106	pfx:A7318_03110
ko:K01673	pfx:A7318_03130
ko:K03789	pfx:A7318_03140
ko:K03808	pfx:A7318_03170
ko:K03808	pfx:A7318_03175
ko:K02968	pfx:A7318_03180
ko:K03980	pfx:A7318_03185
ko:K11753	pfx:A7318_03190
ko:K01870	pfx:A7318_03195
ko:K03101	pfx:A7318_03200
ko:K03774	pfx:A7318_03205
ko:K03527	pfx:A7318_03210
ko:K08084	pfx:A7318_03215
ko:K02671	pfx:A7318_03220
ko:K02672	pfx:A7318_03225
ko:K02673	pfx:A7318_03230
ko:K02655	pfx:A7318_03235
ko:K03153	pfx:A7318_03240
ko:K06950	pfx:A7318_03245
ko:K05807	pfx:A7318_03250
ko:K06180	pfx:A7318_03255
ko:K05810	pfx:A7318_03260
ko:K03695	pfx:A7318_03265
ko:K03885	pfx:A7318_03290
ko:K09862	pfx:A7318_03320
ko:K00859	pfx:A7318_03325
ko:K02654	pfx:A7318_03330
ko:K02653	pfx:A7318_03335
ko:K02650	pfx:A7318_03340
ko:K00767	pfx:A7318_03360
ko:K03806	pfx:A7318_03370
ko:K03807	pfx:A7318_03375
ko:K03406	pfx:A7318_03380
ko:K02356	pfx:A7318_07595
ko:K07090	pfx:A7318_07620
ko:K09927	pfx:A7318_07635
ko:K01626	pfx:A7318_07640
ko:K05592	pfx:A7318_07655
ko:K15777	pfx:A7318_07665
ko:K00569	pfx:A7318_07670
ko:K03799	pfx:A7318_07675
ko:K14260	pfx:A7318_07680
ko:K07305	pfx:A7318_07685
ko:K00432	pfx:A7318_07690
ko:K20973	pfx:A7318_07700
ko:K06923	pfx:A7318_07705
ko:K08968	pfx:A7318_07710
ko:K07679	pfx:A7318_07715
ko:K07690	pfx:A7318_07720
ko:K01129	pfx:A7318_07730
ko:K03320	pfx:A7318_07755
ko:K03455	pfx:A7318_07760
ko:K06177	pfx:A7318_07775
ko:K03752	pfx:A7318_07785
ko:K03638	pfx:A7318_07790
ko:K03750	pfx:A7318_07795
ko:K04061	pfx:A7318_07800
ko:K02193	pfx:A7318_07810
ko:K02194	pfx:A7318_07815
ko:K02195	pfx:A7318_07820
ko:K02196	pfx:A7318_07825
ko:K02197	pfx:A7318_07830
ko:K02198	pfx:A7318_07835
ko:K02199	pfx:A7318_07840
ko:K02200	pfx:A7318_07845
ko:K02200	pfx:A7318_07850
ko:K02041	pfx:A7318_07860
ko:K02044	pfx:A7318_07865
ko:K01426	pfx:A7318_12150
ko:K08223	pfx:A7318_12170
ko:K06889	pfx:A7318_12185
ko:K03762	pfx:A7318_12200
ko:K08191	pfx:A7318_12210
ko:K03406	pfx:A7318_12245
ko:K00380	pfx:A7318_12250
ko:K00362	pfx:A7318_12255
ko:K00363	pfx:A7318_12260
ko:K03790	pfx:A7318_12295
ko:K07090	pfx:A7318_12305
ko:K07734	pfx:A7318_12310
ko:K00375	pfx:A7318_12315
ko:K03776	pfx:A7318_12345
ko:K09136	pfx:A7318_12350
ko:K01758	pfx:A7318_12355
ko:K01697	pfx:A7318_12360
ko:K01714	pfx:A7318_12365
ko:K03530	pfx:A7318_16625
ko:K03770	pfx:A7318_16630
ko:K00163	pfx:A7318_16655
ko:K00163	pfx:A7318_16665
ko:K00219	pfx:A7318_16680
ko:K12262	pfx:A7318_16690
ko:K05306	pfx:A7318_16695
ko:K03430	pfx:A7318_16700
ko:K06916	pfx:A7318_16730
ko:K07346	pfx:A7318_16755
ko:K07347	pfx:A7318_16760
ko:K03088	pfx:A7318_16775
ko:K03781	pfx:A7318_16780
ko:K01968	pfx:A7318_16805
ko:K13766	pfx:A7318_16810
ko:K01969	pfx:A7318_16815
ko:K00253	pfx:A7318_16820
ko:K00666	pfx:A7318_16825
ko:K01640	pfx:A7318_16830
ko:K02040	pfx:A7318_16850
ko:K02433	pfx:A7318_16855
ko:K06016	pfx:A7318_16860
ko:K01996	pfx:A7318_16865
ko:K01995	pfx:A7318_16870
ko:K01998	pfx:A7318_16875
ko:K01997	pfx:A7318_16880
ko:K01999	pfx:A7318_16885
ko:K01897	pfx:A7318_21045
ko:K01897	pfx:A7318_21050
ko:K09954	pfx:A7318_21070
ko:K01625	pfx:A7318_21080
ko:K01057	pfx:A7318_21085
ko:K00036	pfx:A7318_21090
ko:K19337	pfx:A7318_21095
ko:K07267	pfx:A7318_21105
ko:K10112	pfx:A7318_21110
ko:K17317	pfx:A7318_21115
ko:K17316	pfx:A7318_21120
ko:K17315	pfx:A7318_21125
ko:K05596	pfx:A7318_21145
ko:K09964	pfx:A7318_21150
ko:K06895	pfx:A7318_21155
ko:K04564	pfx:A7318_21160
ko:K21024	pfx:A7318_21170
ko:K07231	pfx:A7318_21175
ko:K03498	pfx:A7318_21180
ko:K15034	pfx:A7318_21205
ko:K11734	pfx:A7318_21210
ko:K06178	pfx:A7318_21220
ko:K06024	pfx:A7318_21230
ko:K05896	pfx:A7318_21235
ko:K07053	pfx:A7318_21245
ko:K06190	pfx:A7318_21250
ko:K09780	pfx:A7318_21255
ko:K03583	pfx:A7318_21285
ko:K03582	pfx:A7318_21290
ko:K03581	pfx:A7318_21295
ko:K21021	pfx:A7318_21305
ko:K00140	pfx:A7318_21320
ko:K02669	pfx:A7318_25515
ko:K06997	pfx:A7318_25520
ko:K00286	pfx:A7318_25525
ko:K02221	pfx:A7318_25530
ko:K00641	pfx:A7318_25535
ko:K02428	pfx:A7318_25550
ko:K03439	pfx:A7318_25565
ko:K03149	pfx:A7318_25570
ko:K03154	pfx:A7318_25575
ko:K03814	pfx:A7318_25585
ko:K03089	pfx:A7318_25590
ko:K09811	pfx:A7318_25595
ko:K09812	pfx:A7318_25600
ko:K03110	pfx:A7318_25605
ko:K07263	pfx:A7318_25610
ko:K07263	pfx:A7318_25615
ko:K08316	pfx:A7318_25620
ko:K07019	pfx:A7318_25625
ko:K01011	pfx:A7318_25630
ko:K00154	pfx:A7318_25640
ko:K00954	pfx:A7318_25655
ko:K10563	pfx:A7318_25665
ko:K06969	pfx:A7318_25675
ko:K01687	pfx:A7318_25685
ko:K06956	pfx:A7318_25695
ko:K00287	pfx:A7318_25700
ko:K21196	pfx:A7318_25715
ko:K02012	pfx:A7318_25725
ko:K02011	pfx:A7318_25730
ko:K02010	pfx:A7318_25735
ko:K01534	pfx:A7318_25745
ko:K00560	pfx:A7318_25755
ko:K13292	pfx:A7318_25760
ko:K07090	pfx:A7318_25765
ko:K08484	pfx:A7318_25775
ko:K08311	pfx:A7318_25780
ko:K03919	pfx:A7318_13075
ko:K00963	pfx:A7318_13105
ko:K00383	pfx:A7318_13110
ko:K03386	pfx:A7318_13125
ko:K03387	pfx:A7318_13130
ko:K01759	pfx:A7318_13135
ko:K00457	pfx:A7318_13165
ko:K05786	pfx:A7318_13170
ko:K02647	pfx:A7318_13195
ko:K00865	pfx:A7318_13200
ko:K03825	pfx:A7318_13210
ko:K01779	pfx:A7318_13215
ko:K00404	pfx:A7318_13225
ko:K05597	pfx:A7318_17450
ko:K10439	pfx:A7318_17455
ko:K10441	pfx:A7318_17460
ko:K10440	pfx:A7318_17465
ko:K02529	pfx:A7318_17470
ko:K00852	pfx:A7318_17475
ko:K06726	pfx:A7318_17480
ko:K01239	pfx:A7318_17485
ko:K03704	pfx:A7318_17505
ko:K01868	pfx:A7318_17515
ko:K02520	pfx:A7318_17520
ko:K02916	pfx:A7318_17525
ko:K02887	pfx:A7318_17530
ko:K01889	pfx:A7318_17535
ko:K01890	pfx:A7318_17540
ko:K04764	pfx:A7318_17545
ko:K03406	pfx:A7318_17585
ko:K01895	pfx:A7318_17620
ko:K20807	pfx:A7318_17635
ko:K01721	pfx:A7318_17640
ko:K01426	pfx:A7318_17645
ko:K13028	pfx:A7318_17655
ko:K02014	pfx:A7318_17665
ko:K02016	pfx:A7318_17670
ko:K02015	pfx:A7318_17675
ko:K02015	pfx:A7318_17680
ko:K02013	pfx:A7318_17685
ko:K10764	pfx:A7318_17705
ko:K00764	pfx:A7318_17710
ko:K03558	pfx:A7318_17715
ko:K03749	pfx:A7318_17720
ko:K11754	pfx:A7318_17725
ko:K01963	pfx:A7318_17730
ko:K07568	pfx:A7318_21920
ko:K00773	pfx:A7318_21925
ko:K03210	pfx:A7318_21930
ko:K03072	pfx:A7318_21935
ko:K03074	pfx:A7318_21940
ko:K01092	pfx:A7318_21950
ko:K15396	pfx:A7318_21955
ko:K00640	pfx:A7318_21960
ko:K13643	pfx:A7318_21965
ko:K04487	pfx:A7318_21970
ko:K04488	pfx:A7318_21975
ko:K13628	pfx:A7318_21980
ko:K04082	pfx:A7318_21985
ko:K04044	pfx:A7318_21990
ko:K04755	pfx:A7318_21995
ko:K00940	pfx:A7318_22005
ko:K06941	pfx:A7318_22010
ko:K02656	pfx:A7318_22015
ko:K15539	pfx:A7318_22020
ko:K03526	pfx:A7318_22025
ko:K01892	pfx:A7318_22030
ko:K17713	pfx:A7318_22040
ko:K03977	pfx:A7318_22045
ko:K14287	pfx:A7318_22050
ko:K01649	pfx:A7318_22060
ko:K03601	pfx:A7318_22070
ko:K07090	pfx:A7318_22080
ko:K00088	pfx:A7318_22090
ko:K01951	pfx:A7318_22095
ko:K03486	pfx:A7318_22105
ko:K02818	pfx:A7318_22110
ko:K02819	pfx:A7318_22110
ko:K01226	pfx:A7318_22115
ko:K02024	pfx:A7318_22120
ko:K18691	pfx:A7318_22135
ko:K01952	pfx:A7318_22140
ko:K02803	pfx:A7318_22150
ko:K02804	pfx:A7318_22150
ko:K11189	pfx:A7318_22155
ko:K00820	pfx:A7318_22160
ko:K01443	pfx:A7318_22165
ko:K01719	pfx:A7318_26330
ko:K01749	pfx:A7318_26335
ko:K08083	pfx:A7318_26340
ko:K01755	pfx:A7318_26345
ko:K00799	pfx:A7318_26350
ko:K05851	pfx:A7318_26365
ko:K06140	pfx:A7318_26370
ko:K06202	pfx:A7318_26380
ko:K01586	pfx:A7318_26385
ko:K01778	pfx:A7318_26390
ko:K09921	pfx:A7318_26395
ko:K03733	pfx:A7318_26400
ko:K20862	pfx:A7318_26405
ko:K03320	pfx:A7318_26420
ko:K04752	pfx:A7318_26425
ko:K09806	pfx:A7318_26430
ko:K03327	pfx:A7318_26490
ko:K03656	pfx:A7318_26500
ko:K03816	pfx:A7318_26505
ko:K01775	pfx:A7318_26525
ko:K00285	pfx:A7318_26535
ko:K03719	pfx:A7318_26540
ko:K06940	pfx:A7318_26545
ko:K09471	pfx:A7318_26550
ko:K06132	pfx:A7318_26565
ko:K12254	pfx:A7318_26575
ko:K06995	pfx:A7318_26580
ko:K02913	pfx:A7318_26585
ko:K02902	pfx:A7318_26590
ko:K02035	pfx:A7318_26595
ko:K03630	pfx:A7318_26600
ko:K13038	pfx:A7318_26605
ko:K01520	pfx:A7318_26610
ko:K07090	pfx:A7318_10635
ko:K03426	pfx:A7318_10640
ko:K01692	pfx:A7318_10645
ko:K07039	pfx:A7318_10655
ko:K00800	pfx:A7318_10660
ko:K00355	pfx:A7318_10670
ko:K01438	pfx:A7318_14925
ko:K07222	pfx:A7318_14940
ko:K09796	pfx:A7318_14975
ko:K07152	pfx:A7318_14980
ko:K03750	pfx:A7318_14995
ko:K05520	pfx:A7318_15015
ko:K00101	pfx:A7318_15040
ko:K06889	pfx:A7318_15045
ko:K15553	pfx:A7318_15075
ko:K15553	pfx:A7318_15080
ko:K06911	pfx:A7318_15105
ko:K18297	pfx:A7318_15130
ko:K09932	pfx:A7318_15135
ko:K01083	pfx:A7318_15170
ko:K03562	pfx:A7318_15175
ko:K03560	pfx:A7318_15180
ko:K03767	pfx:A7318_19390
ko:K18893	pfx:A7318_19395
ko:K06188	pfx:A7318_19405
ko:K09803	pfx:A7318_19415
ko:K09919	pfx:A7318_19420
ko:K03088	pfx:A7318_19435
ko:K16872	pfx:A7318_19440
ko:K03578	pfx:A7318_19445
ko:K00906	pfx:A7318_19455
ko:K03406	pfx:A7318_19460
ko:K07052	pfx:A7318_19475
ko:K03776	pfx:A7318_19480
ko:K07020	pfx:A7318_19485
ko:K00404	pfx:A7318_19490
ko:K00405	pfx:A7318_19495
ko:K00407	pfx:A7318_19500
ko:K00406	pfx:A7318_19505
ko:K00404	pfx:A7318_19510
ko:K00405	pfx:A7318_19515
ko:K00407	pfx:A7318_19520
ko:K00406	pfx:A7318_19525
ko:K09926	pfx:A7318_19535
ko:K01533	pfx:A7318_19540
ko:K09792	pfx:A7318_19550
ko:K00759	pfx:A7318_19570
ko:K06187	pfx:A7318_19580
ko:K07119	pfx:A7318_19585
ko:K09747	pfx:A7318_19590
ko:K02343	pfx:A7318_19595
ko:K01972	pfx:A7318_19650
ko:K03528	pfx:A7318_19655
ko:K09950	pfx:A7318_23870
ko:K02004	pfx:A7318_23875
ko:K02003	pfx:A7318_23880
ko:K05838	pfx:A7318_23895
ko:K07738	pfx:A7318_23910
ko:K11752	pfx:A7318_23915
ko:K00793	pfx:A7318_23920
ko:K14652	pfx:A7318_23925
ko:K00794	pfx:A7318_23930
ko:K03625	pfx:A7318_23935
ko:K00946	pfx:A7318_23940
ko:K01497	pfx:A7318_23950
ko:K06858	pfx:A7318_23960
ko:K16092	pfx:A7318_23965
ko:K01662	pfx:A7318_23970
ko:K13789	pfx:A7318_23975
ko:K03602	pfx:A7318_23980
ko:K09980	pfx:A7318_24000
ko:K10716	pfx:A7318_24015
ko:K08989	pfx:A7318_24025
ko:K01507	pfx:A7318_24045
ko:K09933	pfx:A7318_24050
ko:K03975	pfx:A7318_24055
ko:K03736	pfx:A7318_24065
ko:K03735	pfx:A7318_24070
ko:K16238	pfx:A7318_24075
ko:K00138	pfx:A7318_24080
ko:K21405	pfx:A7318_24085
ko:K02558	pfx:A7318_24090
ko:K03186	pfx:A7318_24095
ko:K07157	pfx:A7318_24130
ko:K19302	pfx:A7318_24135
ko:K03652	pfx:A7318_24140
ko:K00147	pfx:A7318_24145
ko:K05785	pfx:A7318_28290
ko:K02030	pfx:A7318_00005
ko:K02028	pfx:A7318_00010
ko:K02029	pfx:A7318_00015
ko:K16011	pfx:A7318_04235
ko:K19296	pfx:A7318_04240
ko:K19295	pfx:A7318_04245
ko:K19294	pfx:A7318_04250
ko:K01729	pfx:A7318_04255
ko:K19293	pfx:A7318_04260
ko:K01795	pfx:A7318_04265
ko:K16081	pfx:A7318_04270
ko:K19292	pfx:A7318_04275
ko:K19291	pfx:A7318_04280
ko:K19290	pfx:A7318_04285
ko:K16345	pfx:A7318_01700
ko:K09017	pfx:A7318_01705
ko:K18456	pfx:A7318_01720
ko:K07300	pfx:A7318_01725
ko:K21053	pfx:A7318_01730
ko:K07552	pfx:A7318_01760
ko:K07213	pfx:A7318_01765
ko:K17686	pfx:A7318_01775
ko:K19591	pfx:A7318_01780
ko:K07178	pfx:A7318_01785
ko:K00626	pfx:A7318_01790
ko:K00059	pfx:A7318_01795
ko:K02651	pfx:A7318_01820
ko:K02279	pfx:A7318_01825
ko:K02280	pfx:A7318_01830
ko:K02282	pfx:A7318_01835
ko:K02283	pfx:A7318_01840
ko:K12510	pfx:A7318_01845
ko:K12511	pfx:A7318_01850
ko:K02278	pfx:A7318_01870
ko:K06219	pfx:A7318_01900
ko:K05367	pfx:A7318_01910
ko:K06894	pfx:A7318_01920
ko:K03327	pfx:A7318_01925
ko:K01585	pfx:A7318_01935
ko:K03113	pfx:A7318_01940
ko:K03786	pfx:A7318_01965
ko:K02160	pfx:A7318_01970
ko:K01961	pfx:A7318_01975
ko:K02687	pfx:A7318_01980
ko:K08988	pfx:A7318_06175
ko:K16087	pfx:A7318_06190
ko:K07165	pfx:A7318_06195
ko:K03088	pfx:A7318_06200
ko:K01714	pfx:A7318_06205
ko:K01628	pfx:A7318_06210
ko:K13954	pfx:A7318_06225
ko:K01640	pfx:A7318_06250
ko:K09936	pfx:A7318_06260
ko:K08995	pfx:A7318_06280
ko:K00567	pfx:A7318_06290
ko:K06183	pfx:A7318_06330
ko:K03406	pfx:A7318_06340
ko:K03648	pfx:A7318_06355
ko:K07120	pfx:A7318_06375
ko:K07793	pfx:A7318_06380
ko:K07794	pfx:A7318_06385
ko:K07795	pfx:A7318_06390
ko:K07774	pfx:A7318_06400
ko:K07649	pfx:A7318_06405
ko:K06980	pfx:A7318_06415
ko:K09159	pfx:A7318_06420
ko:K19168	pfx:A7318_06425
ko:K00278	pfx:A7318_06430
ko:K03088	pfx:A7318_06435
ko:K03597	pfx:A7318_06440
ko:K03598	pfx:A7318_06445
ko:K04771	pfx:A7318_06450
ko:K00700	pfx:A7318_10710
ko:K05343	pfx:A7318_10715
ko:K16147	pfx:A7318_10720
ko:K07507	pfx:A7318_10725
ko:K21023	pfx:A7318_10750
ko:K07789	pfx:A7318_10760
ko:K07788	pfx:A7318_10765
ko:K07799	pfx:A7318_10770
ko:K11065	pfx:A7318_10775
ko:K10227	pfx:A7318_10790
ko:K10228	pfx:A7318_10795
ko:K10229	pfx:A7318_10800
ko:K10111	pfx:A7318_10805
ko:K00045	pfx:A7318_10810
ko:K00854	pfx:A7318_10815
ko:K00847	pfx:A7318_10820
ko:K01265	pfx:A7318_10850
ko:K03284	pfx:A7318_10855
ko:K17228	pfx:A7318_10870
ko:K07090	pfx:A7318_10880
ko:K03088	pfx:A7318_10895
ko:K02484	pfx:A7318_10905
ko:K02483	pfx:A7318_10910
ko:K03585	pfx:A7318_10915
ko:K18138	pfx:A7318_10920
ko:K02525	pfx:A7318_10940
ko:K11441	pfx:A7318_10950
ko:K00032	pfx:A7318_10960
ko:K03406	pfx:A7318_10965
ko:K16345	pfx:A7318_10970
ko:K15553	pfx:A7318_15210
ko:K04091	pfx:A7318_15235
ko:K02483	pfx:A7318_15250
ko:K05834	pfx:A7318_15260
ko:K18968	pfx:A7318_15265
ko:K01451	pfx:A7318_06130
ko:K00344	pfx:A7318_27500
ko:K01983	pfx:A7318_19640
ko:K21498	pfx:A7318_25435
ko:K00344	pfx:A7318_26120
ko:K00344	pfx:A7318_18100
ko:K01420	pfx:A7318_19565
ko:K01977	pfx:A7318_01680
ko:K21699	pfx:A7318_20695
ko:K21711	pfx:A7318_27045
ko:K10914	pfx:A7318_00090
ko:K15035	pfx:A7318_23160
ko:K12227	pfx:A7318_28205
ko:K01980	pfx:A7318_02685
ko:K01978	pfx:A7318_04030
ko:K21757	pfx:A7318_21370
ko:K21825	pfx:A7318_20645
ko:K21829	pfx:A7318_09925
ko:K21826	pfx:A7318_25095
ko:K21833	pfx:A7318_25030
ko:K21834	pfx:A7318_25025
ko:K21830	pfx:A7318_25690
ko:K21832	pfx:A7318_25005
ko:K21990	pfx:A7318_25280
ko:K22044	pfx:A7318_23850
ko:K03741	pfx:A7318_12990
ko:K01816	pfx:A7318_07985
ko:K22132	pfx:A7318_05525
ko:K22067	pfx:A7318_19740
ko:K22294	pfx:A7318_11805
ko:K13874	pfx:A7318_06635
ko:K14274	pfx:A7318_10055
ko:K07183	pfx:A7318_19745
ko:K00304	pfx:A7318_24975
ko:K00302	pfx:A7318_24970
ko:K22187	pfx:A7318_03640
ko:K08994	pfx:A7318_13300
ko:K08994	pfx:A7318_09990
ko:K22185	pfx:A7318_10080
ko:K13875	pfx:A7318_10035
ko:K22278	pfx:A7318_04695
ko:K22292	pfx:A7318_07225
ko:K22250	pfx:A7318_01570
ko:K22302	pfx:A7318_09170
ko:K17758	pfx:A7318_02470
ko:K22296	pfx:A7318_11820
ko:K22345	pfx:A7318_21530
ko:K02257	pfx:A7318_21675
ko:K02257	pfx:A7318_27720
ko:K01505	pfx:A7318_16685
ko:K11206	pfx:A7318_03720
ko:K13566	pfx:A7318_22055
ko:K11391	pfx:A7318_23360
ko:K22491	pfx:A7318_21565
ko:K22491	pfx:A7318_02770
ko:K03219	pfx:A7318_19735
ko:K22551	pfx:A7318_09890
