ko:K19744	pag:PLES_11121
ko:K01515	pag:PLES_53571
ko:K07397	pag:PLES_41061
ko:K00302	pag:PLES_58131
ko:K05921	pag:PLES_08501
ko:K19591	pag:PLES_51631
ko:K01826	pag:PLES_08461
ko:K00344	pag:PLES_00221
ko:K12686	pag:PLES_55021
ko:K18139	pag:PLES_26291
ko:K05921	pag:PLES_08491
ko:K11085	pag:PLES_53861
ko:K01934	pag:PLES_56221
ko:K06075	pag:PLES_17231
ko:K05812	pag:PLES_14291
ko:K12658	pag:PLES_40441
ko:K07729	pag:PLES_08991
ko:K07126	pag:PLES_54761
ko:K03272	pag:PLES_53851
ko:K19595	pag:PLES_15101
ko:K13979	pag:PLES_30291
ko:K00148	pag:PLES_58161
ko:K07497	pag:PLES_23491
ko:K00114	pag:PLES_33401
ko:K01273	pag:PLES_57921
ko:K00121	pag:PLES_14061
ko:K02028	pag:PLES_07351
ko:K00955	pag:PLES_48211
ko:K02004	pag:PLES_09121
ko:K01792	pag:PLES_58171
ko:K13778	pag:PLES_21761
ko:K13779	pag:PLES_21741
ko:K05297	pag:PLES_57441
ko:K10778	pag:PLES_32101
ko:K03297	pag:PLES_53781
ko:K08281	pag:PLES_53041
ko:K13488	pag:PLES_12751
ko:K13481	pag:PLES_38041
ko:K13775	pag:PLES_21721
ko:K09925	pag:PLES_37921
ko:K13938	pag:PLES_16241
ko:K02004	pag:PLES_22061
ko:K13489	pag:PLES_12771
ko:K02004	pag:PLES_00731
ko:K02004	pag:PLES_49771
ko:K00020	pag:PLES_14641
ko:K01961	pag:PLES_04901
ko:K02651	pag:PLES_46871
ko:K02028	pag:PLES_54641
ko:K13896	pag:PLES_32601
ko:K13895	pag:PLES_32611
ko:K07346	pag:PLES_50371
ko:K13931	pag:PLES_02051
ko:K02205	pag:PLES_53691
ko:K13954	pag:PLES_30921
ko:K01959	pag:PLES_58311
ko:K13894	pag:PLES_35181
ko:K13896	pag:PLES_35201
ko:K01130	pag:PLES_01841
ko:K07182	pag:PLES_18341
ko:K13639	pag:PLES_30311
ko:K13893	pag:PLES_35171
ko:K13893	pag:PLES_35161
ko:K01729	pag:PLES_14861
ko:K08978	pag:PLES_58391
ko:K14232	pag:PLES_23462
ko:K03182	pag:PLES_02511
ko:K14232	pag:PLES_20282
ko:K14220	pag:PLES_19192
ko:K14220	pag:PLES_49254
ko:K00459	pag:PLES_43001
ko:K04750	pag:PLES_38281
ko:K11477	pag:PLES_57471
ko:K11530	pag:PLES_46211
ko:K02673	pag:PLES_49361
ko:K04750	pag:PLES_50271
ko:K01800	pag:PLES_28231
ko:K01560	pag:PLES_45321
ko:K03088	pag:PLES_22531
ko:K03892	pag:PLES_30271
ko:K00344	pag:PLES_24241
ko:K01434	pag:PLES_03011
ko:K06884	pag:PLES_31351
ko:K07165	pag:PLES_10771
ko:K07213	pag:PLES_15131
ko:K02315	pag:PLES_08021
ko:K14238	pag:PLES_51862
ko:K02055	pag:PLES_06011
ko:K14230	pag:PLES_05712
ko:K14234	pag:PLES_55512
ko:K06893	pag:PLES_35101
ko:K14237	pag:PLES_18042
ko:K14237	pag:PLES_19652
ko:K05847	pag:PLES_10861
ko:K01977	pag:PLES_50756
ko:K01977	pag:PLES_57646
ko:K01977	pag:PLES_06472
ko:K01977	pag:PLES_46606
ko:K01505	pag:PLES_19701
ko:K01983	pag:PLES_37972
ko:K14229	pag:PLES_49242
ko:K14229	pag:PLES_43372
ko:K08365	pag:PLES_26901
ko:K14393	pag:PLES_30971
ko:K14233	pag:PLES_44104
ko:K14228	pag:PLES_35323
ko:K01070	pag:PLES_14071
ko:K01969	pag:PLES_33091
ko:K13580	pag:PLES_21221
ko:K13634	pag:PLES_35751
ko:K00800	pag:PLES_19041
ko:K00058	pag:PLES_03121
ko:K05520	pag:PLES_47141
ko:K06714	pag:PLES_41131
ko:K11189	pag:PLES_48451
ko:K13774	pag:PLES_21771
ko:K13776	pag:PLES_21711
ko:K13777	pag:PLES_21731
ko:K11444	pag:PLES_12811
ko:K10531	pag:PLES_29161
ko:K03394	pag:PLES_21601
ko:K02224	pag:PLES_40391
ko:K03932	pag:PLES_05411
ko:K13643	pag:PLES_11591
ko:K00632	pag:PLES_16061
ko:K01011	pag:PLES_40201
ko:K01011	pag:PLES_53421
ko:K01055	pag:PLES_04761
ko:K01039	pag:PLES_02231
ko:K01133	pag:PLES_00301
ko:K14268	pag:PLES_02621
ko:K02057	pag:PLES_01381
ko:K14233	pag:PLES_43112
ko:K15539	pag:PLES_11701
ko:K14335	pag:PLES_46891
ko:K02010	pag:PLES_14951
ko:K14223	pag:PLES_50552
ko:K02029	pag:PLES_31221
ko:K02029	pag:PLES_31231
ko:K14287	pag:PLES_11761
ko:K14233	pag:PLES_25012
ko:K14236	pag:PLES_06502
ko:K14347	pag:PLES_32961
ko:K00128	pag:PLES_52851
ko:K14228	pag:PLES_51313
ko:K14227	pag:PLES_06473
ko:K14227	pag:PLES_50755
ko:K14227	pag:PLES_46605
ko:K14227	pag:PLES_57645
ko:K01139	pag:PLES_57331
ko:K01113	pag:PLES_10671
ko:K14221	pag:PLES_35222
ko:K14221	pag:PLES_19653
ko:K14221	pag:PLES_19654
ko:K14221	pag:PLES_18043
ko:K01561	pag:PLES_32351
ko:K07003	pag:PLES_19811
ko:K07003	pag:PLES_30831
ko:K06867	pag:PLES_17781
ko:K06867	pag:PLES_49971
ko:K06992	pag:PLES_33701
ko:K06992	pag:PLES_35671
ko:K14224	pag:PLES_19253
ko:K14224	pag:PLES_22452
ko:K14224	pag:PLES_19255
ko:K00433	pag:PLES_23871
ko:K14228	pag:PLES_27232
ko:K14234	pag:PLES_06504
ko:K09935	pag:PLES_49631
ko:K14230	pag:PLES_50592
ko:K00344	pag:PLES_56281
ko:K00508	pag:PLES_52741
ko:K00459	pag:PLES_07251
ko:K14393	pag:PLES_18331
ko:K14219	pag:PLES_02592
ko:K14225	pag:PLES_06503
ko:K14161	pag:PLES_46591
ko:K00941	pag:PLES_10001
ko:K14219	pag:PLES_16922
ko:K00674	pag:PLES_13181
ko:K01978	pag:PLES_48002
ko:K14218	pag:PLES_19252
ko:K14218	pag:PLES_19254
ko:K14228	pag:PLES_53232
ko:K14228	pag:PLES_53233
ko:K15034	pag:PLES_44481
ko:K02358	pag:PLES_06631
ko:K02510	pag:PLES_08431
ko:K02803	pag:PLES_12191
ko:K02804	pag:PLES_12191
ko:K07165	pag:PLES_38811
ko:K06884	pag:PLES_31801
ko:K07807	pag:PLES_26211
ko:K07749	pag:PLES_12491
ko:K14205	pag:PLES_43961
ko:K14415	pag:PLES_49661
ko:K06597	pag:PLES_04121
ko:K07116	pag:PLES_29171
ko:K02442	pag:PLES_14491
ko:K07491	pag:PLES_41671
ko:K07491	pag:PLES_00411
ko:K02052	pag:PLES_18131
ko:K02525	pag:PLES_30451
ko:K02056	pag:PLES_01371
ko:K00018	pag:PLES_50111
ko:K02058	pag:PLES_01471
ko:K06148	pag:PLES_44581
ko:K00020	pag:PLES_17531
ko:K01046	pag:PLES_22021
ko:K14267	pag:PLES_13761
ko:K14231	pag:PLES_55402
ko:K14257	pag:PLES_25781
ko:K14170	pag:PLES_19021
ko:K14218	pag:PLES_06474
ko:K14218	pag:PLES_46604
ko:K14218	pag:PLES_50754
ko:K14218	pag:PLES_57644
ko:K08995	pag:PLES_31931
ko:K01434	pag:PLES_34311
ko:K14260	pag:PLES_22371
ko:K14228	pag:PLES_11492
ko:K14225	pag:PLES_46152
ko:K14441	pag:PLES_44001
ko:K05603	pag:PLES_54961
ko:K08196	pag:PLES_43061
ko:K08985	pag:PLES_42581
ko:K00128	pag:PLES_42961
ko:K00249	pag:PLES_44371
ko:K01524	pag:PLES_56351
ko:K01173	pag:PLES_38541
ko:K22617	pag:PLES_47291
ko:K03307	pag:PLES_39951
ko:K03307	pag:PLES_02831
ko:K15125	pag:PLES_28341
ko:K15125	pag:PLES_00401
ko:K19593	pag:PLES_15121
ko:K07690	pag:PLES_00331
ko:K15035	pag:PLES_45162
ko:K01985	pag:PLES_06476
ko:K01985	pag:PLES_46602
ko:K01985	pag:PLES_57642
ko:K01985	pag:PLES_50752
ko:K00249	pag:PLES_53821
ko:K14414	pag:PLES_49641
ko:K00253	pag:PLES_33081
ko:K14235	pag:PLES_06512
ko:K07213	pag:PLES_26101
ko:K00249	pag:PLES_27441
ko:K00249	pag:PLES_37931
ko:K14237	pag:PLES_22982
ko:K02014	pag:PLES_32321
ko:K16238	pag:PLES_09531
ko:K15396	pag:PLES_11571
ko:K03293	pag:PLES_45531
ko:K03324	pag:PLES_52071
ko:K14257	pag:PLES_25811
ko:K14219	pag:PLES_35325
ko:K14233	pag:PLES_22112
ko:K14230	pag:PLES_43932
ko:K14230	pag:PLES_51312
ko:K14261	pag:PLES_51001
ko:K05559	pag:PLES_42681
ko:K01980	pag:PLES_06475
ko:K01980	pag:PLES_46603
ko:K01980	pag:PLES_57643
ko:K01980	pag:PLES_50753
ko:K14226	pag:PLES_35322
ko:K14226	pag:PLES_35324
ko:K14162	pag:PLES_46601
ko:K14232	pag:PLES_49243
ko:K14219	pag:PLES_44102
ko:K14219	pag:PLES_44103
ko:K14744	pag:PLES_08101
ko:K03817	pag:PLES_18191
ko:K12537	pag:PLES_40651
ko:K07497	pag:PLES_15531
ko:K07497	pag:PLES_16961
ko:K07733	pag:PLES_27091
ko:K14225	pag:PLES_22453
ko:K14225	pag:PLES_22454
ko:K14225	pag:PLES_26042
ko:K00100	pag:PLES_41731
ko:K00249	pag:PLES_31011
ko:K00249	pag:PLES_41341
ko:K00249	pag:PLES_48141
ko:K00248	pag:PLES_54101
ko:K01758	pag:PLES_03981
ko:K01239	pag:PLES_01441
ko:K07346	pag:PLES_31981
ko:K06147	pag:PLES_07051
ko:K02055	pag:PLES_02191
ko:K02055	pag:PLES_53731
ko:K02030	pag:PLES_31211
ko:K02030	pag:PLES_55441
ko:K02028	pag:PLES_55431
ko:K02661	pag:PLES_04101
ko:K02487	pag:PLES_26721
ko:K11020	pag:PLES_41711
ko:K02675	pag:PLES_49381
ko:K01003	pag:PLES_52581
ko:K00355	pag:PLES_40841
ko:K00355	pag:PLES_40851
ko:K00355	pag:PLES_53631
ko:K03741	pag:PLES_30251
ko:K01607	pag:PLES_48661
ko:K03566	pag:PLES_41371
ko:K05799	pag:PLES_01211
ko:K09017	pag:PLES_39071
ko:K14475	pag:PLES_45651
ko:K14742	pag:PLES_12991
ko:K01271	pag:PLES_48781
ko:K08191	pag:PLES_02381
ko:K18131	pag:PLES_04221
ko:K18130	pag:PLES_12611
ko:K08316	pag:PLES_03671
ko:K00483	pag:PLES_08851
ko:K14652	pag:PLES_09221
ko:K14977	pag:PLES_41791
ko:K10024	pag:PLES_44271
ko:K00799	pag:PLES_39471
ko:K03560	pag:PLES_02001
ko:K13409	pag:PLES_07841
ko:K13408	pag:PLES_07851
ko:K15011	pag:PLES_48741
ko:K06177	pag:PLES_32791
ko:K11939	pag:PLES_38211
ko:K15726	pag:PLES_27751
ko:K06016	pag:PLES_04411
ko:K01802	pag:PLES_46311
ko:K07483	pag:PLES_16951
ko:K00131	pag:PLES_29811
ko:K00090	pag:PLES_10811
ko:K00032	pag:PLES_30411
ko:K00108	pag:PLES_32031
ko:K01826	pag:PLES_33571
ko:K03566	pag:PLES_11291
ko:K07782	pag:PLES_34261
ko:K11384	pag:PLES_58791
ko:K04065	pag:PLES_51241
ko:K11441	pag:PLES_30431
ko:K01447	pag:PLES_45351
ko:K10022	pag:PLES_44281
ko:K10023	pag:PLES_44261
ko:K07168	pag:PLES_34701
ko:K02509	pag:PLES_08441
ko:K14682	pag:PLES_55981
ko:K15012	pag:PLES_48731
ko:K11741	pag:PLES_18021
ko:K12543	pag:PLES_34481
ko:K15256	pag:PLES_45681
ko:K15257	pag:PLES_45691
ko:K11741	pag:PLES_34411
ko:K06998	pag:PLES_07121
ko:K15431	pag:PLES_25771
ko:K12055	pag:PLES_27081
ko:K15553	pag:PLES_16111
ko:K15727	pag:PLES_27741
ko:K15738	pag:PLES_20431
ko:K15554	pag:PLES_16171
ko:K15633	pag:PLES_55211
ko:K15553	pag:PLES_25751
ko:K15553	pag:PLES_25761
ko:K15551	pag:PLES_10381
ko:K10831	pag:PLES_10391
ko:K15553	pag:PLES_16151
ko:K03446	pag:PLES_22301
ko:K02050	pag:PLES_29761
ko:K15552	pag:PLES_10401
ko:K02428	pag:PLES_03841
ko:K15256	pag:PLES_32881
ko:K07116	pag:PLES_42911
ko:K15554	pag:PLES_16121
ko:K15725	pag:PLES_27731
ko:K01692	pag:PLES_35061
ko:K15866	pag:PLES_53681
ko:K01692	pag:PLES_35811
ko:K01692	pag:PLES_16341
ko:K04093	pag:PLES_55781
ko:K16011	pag:PLES_14821
ko:K12340	pag:PLES_07831
ko:K12538	pag:PLES_40641
ko:K21429	pag:PLES_05691
ko:K15461	pag:PLES_16041
ko:K00459	pag:PLES_06391
ko:K04765	pag:PLES_43811
ko:K01082	pag:PLES_55681
ko:K15724	pag:PLES_06441
ko:K00638	pag:PLES_46241
ko:K01713	pag:PLES_15371
ko:K14415	pag:PLES_24541
ko:K15268	pag:PLES_51641
ko:K19592	pag:PLES_26141
ko:K12542	pag:PLES_34461
ko:K15977	pag:PLES_22001
ko:K07267	pag:PLES_08741
ko:K16081	pag:PLES_14891
ko:K12541	pag:PLES_34471
ko:K10716	pag:PLES_39161
ko:K12960	pag:PLES_18981
ko:K15984	pag:PLES_13041
ko:K19594	pag:PLES_15111
ko:K19597	pag:PLES_26151
ko:K02226	pag:PLES_40321
ko:K03366	pag:PLES_07791
ko:K19735	pag:PLES_43221
ko:K18138	pag:PLES_04241
ko:K02014	pag:PLES_29681
ko:K02014	pag:PLES_01931
ko:K16152	pag:PLES_16531
ko:K07165	pag:PLES_16521
ko:K10009	pag:PLES_03091
ko:K16092	pag:PLES_40411
ko:K16091	pag:PLES_10761
ko:K16091	pag:PLES_17991
ko:K16090	pag:PLES_48941
ko:K16090	pag:PLES_38591
ko:K16088	pag:PLES_07591
ko:K16089	pag:PLES_34011
ko:K16088	pag:PLES_07061
ko:K16147	pag:PLES_31751
ko:K19611	pag:PLES_43851
ko:K16137	pag:PLES_31291
ko:K02029	pag:PLES_40551
ko:K02030	pag:PLES_40521
ko:K13063	pag:PLES_34211
ko:K01626	pag:PLES_34231
ko:K07497	pag:PLES_44991
ko:K07497	pag:PLES_23711
ko:K02014	pag:PLES_29041
ko:K02014	pag:PLES_29011
ko:K06160	pag:PLES_29051
ko:K06160	pag:PLES_29021
ko:K02014	pag:PLES_50611
ko:K02014	pag:PLES_38161
ko:K18135	pag:PLES_14591
ko:K02424	pag:PLES_03101
ko:K02028	pag:PLES_40561
ko:K16087	pag:PLES_52831
ko:K16087	pag:PLES_38801
ko:K02029	pag:PLES_07341
ko:K02029	pag:PLES_07331
ko:K02030	pag:PLES_07321
ko:K02029	pag:PLES_40541
ko:K03320	pag:PLES_20211
ko:K07267	pag:PLES_30131
ko:K21430	pag:PLES_42091
ko:K16053	pag:PLES_15441
ko:K16087	pag:PLES_50951
ko:K02029	pag:PLES_55451
ko:K02029	pag:PLES_55461
ko:K10025	pag:PLES_44241
ko:K16074	pag:PLES_35561
ko:K16074	pag:PLES_34501
ko:K11734	pag:PLES_44501
ko:K16345	pag:PLES_03491
ko:K01800	pag:PLES_33161
ko:K18346	pag:PLES_45941
ko:K00209	pag:PLES_21131
ko:K03294	pag:PLES_35081
ko:K03299	pag:PLES_42721
ko:K16345	pag:PLES_01671
ko:K11071	pag:PLES_03211
ko:K11070	pag:PLES_03201
ko:K11069	pag:PLES_03191
ko:K11733	pag:PLES_50131
ko:K01990	pag:PLES_25911
ko:K15555	pag:PLES_01851
ko:K11072	pag:PLES_03221
ko:K16322	pag:PLES_46721
ko:K16165	pag:PLES_28251
ko:K11734	pag:PLES_20621
ko:K16291	pag:PLES_22101
ko:K11735	pag:PLES_01301
ko:K16137	pag:PLES_44791
ko:K10022	pag:PLES_11091
ko:K16264	pag:PLES_03951
ko:K16264	pag:PLES_26231
ko:K03321	pag:PLES_27291
ko:K11959	pag:PLES_52441
ko:K11960	pag:PLES_52451
ko:K02473	pag:PLES_19101
ko:K11961	pag:PLES_52461
ko:K14222	pag:PLES_27122
ko:K14219	pag:PLES_49642
ko:K11189	pag:PLES_12201
ko:K16636	pag:PLES_00451
ko:K16635	pag:PLES_11331
ko:K15555	pag:PLES_16131
ko:K15554	pag:PLES_01861
ko:K15553	pag:PLES_01871
ko:K16637	pag:PLES_31341
ko:K07122	pag:PLES_48311
ko:K12368	pag:PLES_48821
ko:K14234	pag:PLES_49052
ko:K11962	pag:PLES_52471
ko:K11963	pag:PLES_52481
ko:K07090	pag:PLES_03371
ko:K02625	pag:PLES_02261
ko:K10001	pag:PLES_54721
ko:K02030	pag:PLES_09491
ko:K01487	pag:PLES_01351
ko:K15977	pag:PLES_08681
ko:K00108	pag:PLES_12721
ko:K16872	pag:PLES_17791
ko:K14220	pag:PLES_25293
ko:K02030	pag:PLES_21621
ko:K02030	pag:PLES_45661
ko:K18150	pag:PLES_12631
ko:K14230	pag:PLES_08072
ko:K14225	pag:PLES_25292
ko:K02030	pag:PLES_55291
ko:K02030	pag:PLES_56641
ko:K17316	pag:PLES_18791
ko:K18979	pag:PLES_53361
ko:K01992	pag:PLES_09381
ko:K02030	pag:PLES_54661
ko:K17315	pag:PLES_18781
ko:K15553	pag:PLES_25741
ko:K11209	pag:PLES_37041
ko:K19609	pag:PLES_24171
ko:K07679	pag:PLES_27111
ko:K11209	pag:PLES_42901
ko:K08738	pag:PLES_05151
ko:K17060	pag:PLES_38451
ko:K17061	pag:PLES_38461
ko:K17247	pag:PLES_50761
ko:K17103	pag:PLES_50781
ko:K17218	pag:PLES_29581
ko:K18456	pag:PLES_01431
ko:K17713	pag:PLES_11741
ko:K17228	pag:PLES_10211
ko:K17317	pag:PLES_18801
ko:K10112	pag:PLES_18811
ko:K02029	pag:PLES_54651
ko:K01399	pag:PLES_12581
ko:K01990	pag:PLES_22601
ko:K10111	pag:PLES_29621
ko:K01992	pag:PLES_16601
ko:K01992	pag:PLES_22611
ko:K17686	pag:PLES_10571
ko:K01990	pag:PLES_13121
ko:K01990	pag:PLES_09391
ko:K17680	pag:PLES_25231
ko:K01533	pag:PLES_37791
ko:K18139	pag:PLES_04251
ko:K09788	pag:PLES_45491
ko:K17723	pag:PLES_04371
ko:K03574	pag:PLES_23071
ko:K19746	pag:PLES_11111
ko:K07263	pag:PLES_03691
ko:K07263	pag:PLES_03681
ko:K15856	pag:PLES_58491
ko:K17758	pag:PLES_53351
ko:K17759	pag:PLES_53351
ko:K00138	pag:PLES_33381
ko:K17735	pag:PLES_57821
ko:K00135	pag:PLES_02611
ko:K17737	pag:PLES_33251
ko:K17736	pag:PLES_57851
ko:K18001	pag:PLES_43281
ko:K18000	pag:PLES_43291
ko:K18002	pag:PLES_43271
ko:K18003	pag:PLES_43261
ko:K18004	pag:PLES_07371
ko:K02614	pag:PLES_55961
ko:K17940	pag:PLES_26011
ko:K00004	pag:PLES_08761
ko:K06998	pag:PLES_34201
ko:K18148	pag:PLES_58661
ko:K18138	pag:PLES_47541
ko:K00004	pag:PLES_07741
ko:K18093	pag:PLES_43561
ko:K03719	pag:PLES_48881
ko:K18029	pag:PLES_37251
ko:K03585	pag:PLES_47531
ko:K18073	pag:PLES_35291
ko:K18072	pag:PLES_35301
ko:K17850	pag:PLES_08621
ko:K04343	pag:PLES_34661
ko:K18100	pag:PLES_15331
ko:K18101	pag:PLES_15341
ko:K18099	pag:PLES_15351
ko:K18118	pag:PLES_58401
ko:K18235	pag:PLES_04641
ko:K18292	pag:PLES_44331
ko:K18304	pag:PLES_39841
ko:K18291	pag:PLES_44381
ko:K18289	pag:PLES_44341
ko:K18296	pag:PLES_49831
ko:K18295	pag:PLES_49841
ko:K18294	pag:PLES_49851
ko:K18298	pag:PLES_28031
ko:K18300	pag:PLES_28001
ko:K18305	pag:PLES_07221
ko:K18306	pag:PLES_07211
ko:K18307	pag:PLES_07201
ko:K18308	pag:PLES_07191
ko:K18301	pag:PLES_13061
ko:K18303	pag:PLES_13081
ko:K00138	pag:PLES_09541
ko:K14234	pag:PLES_25294
ko:K20258	pag:PLES_27241
ko:K22589	pag:PLES_24211
ko:K16234	pag:PLES_54871
ko:K11904	pag:PLES_00921
ko:K11904	pag:PLES_00961
ko:K11904	pag:PLES_24191
ko:K11904	pag:PLES_29291
ko:K18459	pag:PLES_02841
ko:K18473	pag:PLES_55661
ko:K18480	pag:PLES_18531
ko:K19296	pag:PLES_14831
ko:K18540	pag:PLES_14371
ko:K18691	pag:PLES_12151
ko:K03427	pag:PLES_23591
ko:K21645	pag:PLES_58231
ko:K18800	pag:PLES_56151
ko:K18893	pag:PLES_18391
ko:K20862	pag:PLES_56761
ko:K09892	pag:PLES_56201
ko:K18954	pag:PLES_02451
ko:K07339	pag:PLES_13451
ko:K18843	pag:PLES_13441
ko:K18850	pag:PLES_24751
ko:K18930	pag:PLES_51571
ko:K01971	pag:PLES_31891
ko:K18973	pag:PLES_59101
ko:K07665	pag:PLES_22631
ko:K19055	pag:PLES_34841
ko:K03976	pag:PLES_14541
ko:K03526	pag:PLES_11711
ko:K18991	pag:PLES_05611
ko:K19000	pag:PLES_43761
ko:K07326	pag:PLES_00391
ko:K05913	pag:PLES_08781
ko:K03668	pag:PLES_43911
ko:K06858	pag:PLES_09311
ko:K06893	pag:PLES_17321
ko:K22468	pag:PLES_28671
ko:K02030	pag:PLES_55271
ko:K01406	pag:PLES_40631
ko:K19221	pag:PLES_40401
ko:K12349	pag:PLES_44731
ko:K19246	pag:PLES_41521
ko:K19344	pag:PLES_05141
ko:K01066	pag:PLES_57801
ko:K19290	pag:PLES_14921
ko:K01992	pag:PLES_16611
ko:K01992	pag:PLES_25921
ko:K01992	pag:PLES_25922
ko:K01992	pag:PLES_56241
ko:K04771	pag:PLES_45771
ko:K19293	pag:PLES_14871
ko:K19294	pag:PLES_14851
ko:K19295	pag:PLES_14841
ko:K19302	pag:PLES_09651
ko:K19342	pag:PLES_16651
ko:K19345	pag:PLES_05131
ko:K19353	pag:PLES_48971
ko:K01795	pag:PLES_14881
ko:K19337	pag:PLES_58331
ko:K19337	pag:PLES_18841
ko:K19300	pag:PLES_08521
ko:K19339	pag:PLES_16691
ko:K19416	pag:PLES_25011
ko:K19341	pag:PLES_16661
ko:K19291	pag:PLES_14911
ko:K19292	pag:PLES_14901
ko:K19577	pag:PLES_47331
ko:K18567	pag:PLES_17631
ko:K18567	pag:PLES_32291
ko:K21699	pag:PLES_01341
ko:K19610	pag:PLES_43871
ko:K19609	pag:PLES_43861
ko:K19610	pag:PLES_24181
ko:K19611	pag:PLES_24161
ko:K03446	pag:PLES_40731
ko:K00799	pag:PLES_47801
ko:K20261	pag:PLES_07141
ko:K20257	pag:PLES_43251
ko:K19594	pag:PLES_26281
ko:K19713	pag:PLES_28151
ko:K07165	pag:PLES_32701
ko:K19713	pag:PLES_49541
ko:K00992	pag:PLES_05941
ko:K19711	pag:PLES_46001
ko:K19696	pag:PLES_20581
ko:K07666	pag:PLES_51611
ko:K20260	pag:PLES_34251
ko:K20260	pag:PLES_07161
ko:K19784	pag:PLES_41051
ko:K00799	pag:PLES_22591
ko:K06131	pag:PLES_31711
ko:K06132	pag:PLES_57051
ko:K00995	pag:PLES_26041
ko:K13877	pag:PLES_40591
ko:K15777	pag:PLES_22261
ko:K17722	pag:PLES_04381
ko:K19803	pag:PLES_55881
ko:K05549	pag:PLES_32381
ko:K21636	pag:PLES_34031
ko:K09796	pag:PLES_11891
ko:K20971	pag:PLES_10011
ko:K11915	pag:PLES_00761
ko:K12132	pag:PLES_23641
ko:K20444	pag:PLES_42301
ko:K20265	pag:PLES_51881
ko:K20276	pag:PLES_34491
ko:K20277	pag:PLES_17031
ko:K20262	pag:PLES_07111
ko:K20320	pag:PLES_08611
ko:K20259	pag:PLES_27251
ko:K20455	pag:PLES_45481
ko:K20534	pag:PLES_52041
ko:K20262	pag:PLES_34191
ko:K20261	pag:PLES_34221
ko:K20260	pag:PLES_34241
ko:K20972	pag:PLES_52411
ko:K07076	pag:PLES_40071
ko:K01214	pag:PLES_31661
ko:K11529	pag:PLES_39131
ko:K20881	pag:PLES_55701
ko:K01046	pag:PLES_51981
ko:K20987	pag:PLES_30701
ko:K21008	pag:PLES_19981
ko:K21006	pag:PLES_19961
ko:K21007	pag:PLES_19971
ko:K21010	pag:PLES_20001
ko:K21011	pag:PLES_20011
ko:K16011	pag:PLES_30721
ko:K16011	pag:PLES_58471
ko:K20997	pag:PLES_30731
ko:K20998	pag:PLES_30691
ko:K20999	pag:PLES_30681
ko:K21000	pag:PLES_30671
ko:K21001	pag:PLES_30661
ko:K21002	pag:PLES_30651
ko:K21003	pag:PLES_30641
ko:K21004	pag:PLES_30631
ko:K21005	pag:PLES_30621
ko:K20940	pag:PLES_07101
ko:K21135	pag:PLES_39791
ko:K21137	pag:PLES_01581
ko:K21061	pag:PLES_40451
ko:K21021	pag:PLES_41991
ko:K21019	pag:PLES_47101
ko:K01768	pag:PLES_18501
ko:K20973	pag:PLES_22411
ko:K20974	pag:PLES_37161
ko:K20975	pag:PLES_33471
ko:K00840	pag:PLES_44211
ko:K21062	pag:PLES_40581
ko:K20976	pag:PLES_17191
ko:K20977	pag:PLES_17181
ko:K20978	pag:PLES_17171
ko:K07689	pag:PLES_26021
ko:K21053	pag:PLES_01491
ko:K21020	pag:PLES_01701
ko:K21103	pag:PLES_07181
ko:K13877	pag:PLES_31081
ko:K21022	pag:PLES_42141
ko:K21023	pag:PLES_36021
ko:K21024	pag:PLES_47461
ko:K21029	pag:PLES_50491
ko:K21025	pag:PLES_53451
ko:K21009	pag:PLES_19991
ko:K08968	pag:PLES_22431
ko:K21136	pag:PLES_01571
ko:K13609	pag:PLES_40601
ko:K20968	pag:PLES_36161
ko:K21133	pag:PLES_39781
ko:K20969	pag:PLES_05242
ko:K20970	pag:PLES_14132
ko:K21134	pag:PLES_01591
ko:K21012	pag:PLES_20021
ko:K21218	pag:PLES_15071
ko:K03863	pag:PLES_52911
ko:K02482	pag:PLES_27231
ko:K21253	pag:PLES_41901
ko:K03862	pag:PLES_52901
ko:K21416	pag:PLES_07771
ko:K21417	pag:PLES_07761
ko:K11688	pag:PLES_50011
ko:K21405	pag:PLES_07801
ko:K21420	pag:PLES_24871
ko:K21472	pag:PLES_59471
ko:K21405	pag:PLES_09551
ko:K22044	pag:PLES_55111
ko:K01451	pag:PLES_21421
ko:K01451	pag:PLES_47221
ko:K21711	pag:PLES_58321
ko:K10914	pag:PLES_02711
ko:K21563	pag:PLES_05241
ko:K21512	pag:PLES_13511
ko:K21498	pag:PLES_50601
ko:K21700	pag:PLES_01321
ko:K21757	pag:PLES_27851
ko:K21825	pag:PLES_44231
ko:K21829	pag:PLES_11101
ko:K21826	pag:PLES_57761
ko:K21831	pag:PLES_53071
ko:K21833	pag:PLES_57941
ko:K21834	pag:PLES_57951
ko:K21830	pag:PLES_56871
ko:K21832	pag:PLES_58071
ko:K21990	pag:PLES_22971
ko:K05802	pag:PLES_40051
ko:K22131	pag:PLES_05481
ko:K22132	pag:PLES_41571
ko:K22067	pag:PLES_35431
ko:K22112	pag:PLES_17021
ko:K22209	pag:PLES_09351
ko:K22292	pag:PLES_18961
ko:K22250	pag:PLES_54471
ko:K22296	pag:PLES_37241
ko:K01337	pag:PLES_07521
ko:K22345	pag:PLES_44691
ko:K22303	pag:PLES_01941
ko:K02257	pag:PLES_01141
ko:K02257	pag:PLES_38601
ko:K11391	pag:PLES_50021
ko:K13566	pag:PLES_11771
ko:K11206	pag:PLES_48541
