ko:K11897	eck:EC55989_3295
ko:K10972	eck:EC55989_0519
ko:K11900	eck:EC55989_0231
ko:K00117	eck:EC55989_0117
ko:K05714	eck:EC55989_0356
ko:K05806	eck:EC55989_5067
ko:K01659	eck:EC55989_0339
ko:K01190	eck:EC55989_0351
ko:K01185	eck:EC55989_2620
ko:K07214	eck:EC55989_4189
ko:K01089	eck:EC55989_2281
ko:K00853	eck:EC55989_0061
ko:K05818	eck:EC55989_0353
ko:K05712	eck:EC55989_0354
ko:K01185	eck:EC55989_0784
ko:K01185	eck:EC55989_1384
ko:K07726	eck:EC55989_4011
ko:K02302	eck:EC55989_3774
ko:K03762	eck:EC55989_4601
ko:K02362	eck:EC55989_0574
ko:K03855	eck:EC55989_0044
ko:K01187	eck:EC55989_0412
ko:K10973	eck:EC55989_0521
ko:K00633	eck:EC55989_0349
ko:K02532	eck:EC55989_0350
ko:K11751	eck:EC55989_0493
ko:K08297	eck:EC55989_0039
ko:K00042	eck:EC55989_3543
ko:K00042	eck:EC55989_0524
ko:K03148	eck:EC55989_4477
ko:K08313	eck:EC55989_0870
ko:K11906	eck:EC55989_3320
ko:K11905	eck:EC55989_3319
ko:K11748	eck:EC55989_3755
ko:K10716	eck:EC55989_1348
ko:K03329	eck:EC55989_0335
ko:K07459	eck:EC55989_0921
ko:K09016	eck:EC55989_1117
ko:K10036	eck:EC55989_0855
ko:K10037	eck:EC55989_0854
ko:K04755	eck:EC55989_2810
ko:K10709	eck:EC55989_3778
ko:K10710	eck:EC55989_3779
ko:K02852	eck:EC55989_4267
ko:K09974	eck:EC55989_4427
ko:K03078	eck:EC55989_4753
ko:K07352	eck:EC55989_0544
ko:K07353	eck:EC55989_0545
ko:K07354	eck:EC55989_0546
ko:K11911	eck:EC55989_0219
ko:K03386	eck:EC55989_0598
ko:K01243	eck:EC55989_0154
ko:K09024	eck:EC55989_1118
ko:K03286	eck:EC55989_1006
ko:K11940	eck:EC55989_1015
ko:K07343	eck:EC55989_1008
ko:K08154	eck:EC55989_4142
ko:K03119	eck:EC55989_0375
ko:K01085	eck:EC55989_1112
ko:K01119	eck:EC55989_4773
ko:K00971	eck:EC55989_2305
ko:K05887	eck:EC55989_1859
ko:K00970	eck:EC55989_0137
ko:K11720	eck:EC55989_4820
ko:K01630	eck:EC55989_3544
ko:K07810	eck:EC55989_0564
ko:K08225	eck:EC55989_0583
ko:K00137	eck:EC55989_1576
ko:K05880	eck:EC55989_1297
ko:K06884	eck:EC55989_1417
ko:K03482	eck:EC55989_4153
ko:K08997	eck:EC55989_1874
ko:K07781	eck:EC55989_2171
ko:K06159	eck:EC55989_2466
ko:K11938	eck:EC55989_0460
ko:K01092	eck:EC55989_2818
ko:K12291	eck:EC55989_3797
ko:K08279	eck:EC55989_0035
ko:K02237	eck:EC55989_0456
ko:K02532	eck:EC55989_2654
ko:K08299	eck:EC55989_0036
ko:K05713	eck:EC55989_0355
ko:K08277	eck:EC55989_0034
ko:K05845	eck:EC55989_2381
ko:K03668	eck:EC55989_1515
ko:K05876	eck:EC55989_1551
ko:K08324	eck:EC55989_1658
ko:K08173	eck:EC55989_1684
ko:K00602	eck:EC55989_4491
ko:K00974	eck:EC55989_3471
ko:K03931	eck:EC55989_3494
ko:K03757	eck:EC55989_4625
ko:K08368	eck:EC55989_0045
ko:K07214	eck:EC55989_0576
ko:K05373	eck:EC55989_2203
ko:K02504	eck:EC55989_0100
ko:K02505	eck:EC55989_0099
ko:K11738	eck:EC55989_1586
ko:K05984	eck:EC55989_1909
ko:K09473	eck:EC55989_1460
ko:K07347	eck:EC55989_3564
ko:K05778	eck:EC55989_1923
ko:K00537	eck:EC55989_3944
ko:K00537	eck:EC55989_2780
ko:K01058	eck:EC55989_4298
ko:K08349	eck:EC55989_1607
ko:K11892	eck:EC55989_3337
ko:K11901	eck:EC55989_3340
ko:K03445	eck:EC55989_4130
ko:K01488	eck:EC55989_1790
ko:K01684	eck:EC55989_4161
ko:K01631	eck:EC55989_4162
ko:K01524	eck:EC55989_4250
ko:K01664	eck:EC55989_3766
ko:K00835	eck:EC55989_4029
ko:K08194	eck:EC55989_4160
ko:K05520	eck:EC55989_3573
ko:K05540	eck:EC55989_3674
ko:K07397	eck:EC55989_3761
ko:K01193	eck:EC55989_2656
ko:K07797	eck:EC55989_2661
ko:K00675	eck:EC55989_1594
ko:K00371	eck:EC55989_1598
ko:K07279	eck:EC55989_2481
ko:K10986	eck:EC55989_3560
ko:K02506	eck:EC55989_3739
ko:K04844	eck:EC55989_1480
ko:K00956	eck:EC55989_3024
ko:K00146	eck:EC55989_1521
ko:K08177	eck:EC55989_4003
ko:K10124	eck:EC55989_4190
ko:K07172	eck:EC55989_3058
ko:K13890	eck:EC55989_0876
ko:K06887	eck:EC55989_3851
ko:K09925	eck:EC55989_4187
ko:K11201	eck:EC55989_4378
ko:K13892	eck:EC55989_0874
ko:K10985	eck:EC55989_3559
ko:K02057	eck:EC55989_2832
ko:K05685	eck:EC55989_0924
ko:K02799	eck:EC55989_3225
ko:K02800	eck:EC55989_3225
ko:K13889	eck:EC55989_0875
ko:K13637	eck:EC55989_4989
ko:K12940	eck:EC55989_1503
ko:K12943	eck:EC55989_3152
ko:K01424	eck:EC55989_3250
ko:K19124	eck:EC55989_3031
ko:K13256	eck:EC55989_4521
ko:K13038	eck:EC55989_4104
ko:K13255	eck:EC55989_5029
ko:K02116	eck:EC55989_4214
ko:K06879	eck:EC55989_3073
ko:K09477	eck:EC55989_0604
ko:K01582	eck:EC55989_4624
ko:K13283	eck:EC55989_4393
ko:K13378	eck:EC55989_2530
ko:K00297	eck:EC55989_4424
ko:K03973	eck:EC55989_1469
ko:K13243	eck:EC55989_1621
ko:K13244	eck:EC55989_0318
ko:K02423	eck:EC55989_2147
ko:K00885	eck:EC55989_3635
ko:K12972	eck:EC55989_1146
ko:K01090	eck:EC55989_1379
ko:K07246	eck:EC55989_1973
ko:K13480	eck:EC55989_3155
ko:K07484	eck:EC55989_4971
ko:K06887	eck:EC55989_0218
ko:K06867	eck:EC55989_0321
ko:K05939	eck:EC55989_3112
ko:K05817	eck:EC55989_2823
ko:K02058	eck:EC55989_0328
ko:K02056	eck:EC55989_0329
ko:K05349	eck:EC55989_2382
ko:K02468	eck:EC55989_2969
ko:K06909	eck:EC55989_2614
ko:K07821	eck:EC55989_2052
ko:K10711	eck:EC55989_3780
ko:K02083	eck:EC55989_0530
ko:K07126	eck:EC55989_0639
ko:K02057	eck:EC55989_0330
ko:K02057	eck:EC55989_0331
ko:K02315	eck:EC55989_5023
ko:K12368	eck:EC55989_3996
ko:K12339	eck:EC55989_2710
ko:K12371	eck:EC55989_3992
ko:K00951	eck:EC55989_3059
ko:K01466	eck:EC55989_0526
ko:K09806	eck:EC55989_3458
ko:K08318	eck:EC55989_4353
ko:K07347	eck:EC55989_4201
ko:K16371	eck:EC55989_3550
ko:K09612	eck:EC55989_3026
ko:K08138	eck:EC55989_4522
ko:K03077	eck:EC55989_4755
ko:K05874	eck:EC55989_5017
ko:K00557	eck:EC55989_4450
ko:K01104	eck:EC55989_2317
ko:K05847	eck:EC55989_2379
ko:K03079	eck:EC55989_4754
ko:K12678	eck:EC55989_0317
ko:K12528	eck:EC55989_3168
ko:K12529	eck:EC55989_3167
ko:K00065	eck:EC55989_3119
ko:K15524	eck:EC55989_0715
ko:K00104	eck:EC55989_3389
ko:K04085	eck:EC55989_3878
ko:K15548	eck:EC55989_3654
ko:K01708	eck:EC55989_3546
ko:K07684	eck:EC55989_1319
ko:K03468	eck:EC55989_3653
ko:K00219	eck:EC55989_3495
ko:K07232	eck:EC55989_1316
ko:K12573	eck:EC55989_4734
ko:K02053	eck:EC55989_1575
ko:K02790	eck:EC55989_4917
ko:K02791	eck:EC55989_4917
ko:K03772	eck:EC55989_3750
ko:K07314	eck:EC55989_3001
ko:K07666	eck:EC55989_3441
ko:K00529	eck:EC55989_2828
ko:K05819	eck:EC55989_0360
ko:K01515	eck:EC55989_3450
ko:K14057	eck:EC55989_1504
ko:K14062	eck:EC55989_1512
ko:K14063	eck:EC55989_1520
ko:K14059	eck:EC55989_1741
ko:K14064	eck:EC55989_2072
ko:K14056	eck:EC55989_1461
ko:K14061	eck:EC55989_1511
ko:K14055	eck:EC55989_1497
ko:K13650	eck:EC55989_0850
ko:K03896	eck:EC55989_4644
ko:K07404	eck:EC55989_0747
ko:K13735	eck:EC55989_0302
ko:K12369	eck:EC55989_3994
ko:K12582	eck:EC55989_4265
ko:K00758	eck:EC55989_5044
ko:K03272	eck:EC55989_3466
ko:K14054	eck:EC55989_1490
ko:K07483	eck:EC55989_4972
ko:K14065	eck:EC55989_4401
ko:K01782	eck:EC55989_2585
ko:K01825	eck:EC55989_4321
ko:K14058	eck:EC55989_1510
ko:K14052	eck:EC55989_1458
ko:K14053	eck:EC55989_1483
ko:K07644	eck:EC55989_3901
ko:K14051	eck:EC55989_1447
ko:K06211	eck:EC55989_5052
ko:K13628	eck:EC55989_2813
ko:K02462	eck:EC55989_3369
ko:K07483	eck:EC55989_4864
ko:K07749	eck:EC55989_2667
ko:K12507	eck:EC55989_1869
ko:K07245	eck:EC55989_2018
ko:K07245	eck:EC55989_3903
ko:K11106	eck:EC55989_3478
ko:K12700	eck:EC55989_0029
ko:K00215	eck:EC55989_0030
ko:K04753	eck:EC55989_3433
ko:K02068	eck:EC55989_0503
ko:K08137	eck:EC55989_3236
ko:K02062	eck:EC55989_0064
ko:K03490	eck:EC55989_1903
ko:K02100	eck:EC55989_3118
ko:K06956	eck:EC55989_1896
ko:K02069	eck:EC55989_0504
ko:K02004	eck:EC55989_0509
ko:K04691	eck:EC55989_3648
ko:K06156	eck:EC55989_3845
ko:K02226	eck:EC55989_0630
ko:K07346	eck:EC55989_1638
ko:K12524	eck:EC55989_0002
ko:K03767	eck:EC55989_3769
ko:K05789	eck:EC55989_2286
ko:K00138	eck:EC55989_4046
ko:K07677	eck:EC55989_2473
ko:K16693	eck:EC55989_4264
ko:K07038	eck:EC55989_0541
ko:K07310	eck:EC55989_1753
ko:K07038	eck:EC55989_1895
ko:K01297	eck:EC55989_1288
ko:K01897	eck:EC55989_1978
ko:K03321	eck:EC55989_1302
ko:K01087	eck:EC55989_2074
ko:K01176	eck:EC55989_2148
ko:K06884	eck:EC55989_1686
ko:K07496	eck:EC55989_4765
ko:K02057	eck:EC55989_4789
ko:K02052	eck:EC55989_1573
ko:K02054	eck:EC55989_1574
ko:K06075	eck:EC55989_1810
ko:K13069	eck:EC55989_1964
ko:K02477	eck:EC55989_2374
ko:K04027	eck:EC55989_2737
ko:K04030	eck:EC55989_2740
ko:K04072	eck:EC55989_1337
ko:K07480	eck:EC55989_0390
ko:K07165	eck:EC55989_4965
ko:K00087	eck:EC55989_3153
ko:K07812	eck:EC55989_2051
ko:K02485	eck:EC55989_1330
ko:K03446	eck:EC55989_2953
ko:K01147	eck:EC55989_1448
ko:K06895	eck:EC55989_3211
ko:K03823	eck:EC55989_1581
ko:K07126	eck:EC55989_4573
ko:K08970	eck:EC55989_2361
ko:K09994	eck:EC55989_4584
ko:K11104	eck:EC55989_4611
ko:K02255	eck:EC55989_2078
ko:K03275	eck:EC55989_4093
ko:K03838	eck:EC55989_3533
ko:K04063	eck:EC55989_1614
ko:K02614	eck:EC55989_1532
ko:K12527	eck:EC55989_3165
ko:K00564	eck:EC55989_5032
ko:K02850	eck:EC55989_4092
ko:K07274	eck:EC55989_1951
ko:K08172	eck:EC55989_2218
ko:K08305	eck:EC55989_2963
ko:K00713	eck:EC55989_4090
ko:K01791	eck:EC55989_2293
ko:K12957	eck:EC55989_4827
ko:K01791	eck:EC55989_4258
ko:K08351	eck:EC55989_4007
ko:K06518	eck:EC55989_2391
ko:K03897	eck:EC55989_4642
ko:K00344	eck:EC55989_4544
ko:K00276	eck:EC55989_1522
ko:K05834	eck:EC55989_4301
ko:K06006	eck:EC55989_4392
ko:K04751	eck:EC55989_2839
ko:K03087	eck:EC55989_3012
ko:K00879	eck:EC55989_3082
ko:K01104	eck:EC55989_1090
ko:K12941	eck:EC55989_1502
ko:K12942	eck:EC55989_1500
ko:K12945	eck:EC55989_2747
ko:K13979	eck:EC55989_0332
ko:K07496	eck:EC55989_1967
ko:K02484	eck:EC55989_2194
ko:K02615	eck:EC55989_1533
ko:K02617	eck:EC55989_1536
ko:K00076	eck:EC55989_1786
ko:K03649	eck:EC55989_3483
ko:K02027	eck:EC55989_1473
ko:K01838	eck:EC55989_1481
ko:K07471	eck:EC55989_3439
ko:K07483	eck:EC55989_4677
ko:K13631	eck:EC55989_4556
ko:K13634	eck:EC55989_1433
ko:K03782	eck:EC55989_4425
ko:K03895	eck:EC55989_4643
ko:K13638	eck:EC55989_3709
ko:K01792	eck:EC55989_1949
ko:K13641	eck:EC55989_4503
ko:K10778	eck:EC55989_2468
ko:K10939	eck:EC55989_3382
ko:K13479	eck:EC55989_3154
ko:K13643	eck:EC55989_2816
ko:K01070	eck:EC55989_2406
ko:K13694	eck:EC55989_2429
ko:K01916	eck:EC55989_1908
ko:K13821	eck:EC55989_1125
ko:K11198	eck:EC55989_0714
ko:K11199	eck:EC55989_0714
ko:K11200	eck:EC55989_0714
ko:K01051	eck:EC55989_0754
ko:K14218	eck:EC55989_tRNA74
ko:K14218	eck:EC55989_tRNA75
ko:K07248	eck:EC55989_1546
ko:K13938	eck:EC55989_1771
ko:K13953	eck:EC55989_1610
ko:K13954	eck:EC55989_4047
ko:K02550	eck:EC55989_3384
ko:K02058	eck:EC55989_4786
ko:K02056	eck:EC55989_4787
ko:K11535	eck:EC55989_2688
ko:K13483	eck:EC55989_0291
ko:K07186	eck:EC55989_5049
ko:K13695	eck:EC55989_1876
ko:K11477	eck:EC55989_3386
ko:K02081	eck:EC55989_3549
ko:K10984	eck:EC55989_3558
ko:K02080	eck:EC55989_3561
ko:K13497	eck:EC55989_1421
ko:K08326	eck:EC55989_2681
ko:K13896	eck:EC55989_2434
ko:K13639	eck:EC55989_4557
ko:K13893	eck:EC55989_2431
ko:K03894	eck:EC55989_4645
ko:K13891	eck:EC55989_0877
ko:K13894	eck:EC55989_2432
ko:K00121	eck:EC55989_0365
ko:K13620	eck:EC55989_2312
ko:K02056	eck:EC55989_2833
ko:K07480	eck:EC55989_4915
ko:K07810	eck:EC55989_3914
ko:K07484	eck:EC55989_4940
ko:K02477	eck:EC55989_2677
ko:K14220	eck:EC55989_tRNA22
ko:K14220	eck:EC55989_tRNA76
ko:K14220	eck:EC55989_tRNA24
ko:K14220	eck:EC55989_tRNA23
ko:K14238	eck:EC55989_tRNA36
ko:K14237	eck:EC55989_tRNA11
ko:K14237	eck:EC55989_tRNA29
ko:K14237	eck:EC55989_tRNA27
ko:K14237	eck:EC55989_tRNA9
ko:K14237	eck:EC55989_tRNA28
ko:K14232	eck:EC55989_tRNA60
ko:K01983	eck:EC55989miscRNA12
ko:K14221	eck:EC55989_tRNA3
ko:K14221	eck:EC55989_tRNA4
ko:K14221	eck:EC55989_tRNA38
ko:K14219	eck:EC55989_tRNA7
ko:K14229	eck:EC55989_tRNA10
ko:K14229	eck:EC55989_tRNA8
ko:K14229	eck:EC55989_tRNA12
ko:K14229	eck:EC55989_tRNA13
ko:K14229	eck:EC55989_tRNA14
ko:K14229	eck:EC55989_tRNA30
ko:K03312	eck:EC55989_4853
ko:K14219	eck:EC55989_tRNA16
ko:K14228	eck:EC55989_tRNA55
ko:K14233	eck:EC55989_tRNA67
ko:K14228	eck:EC55989_tRNA64
ko:K14228	eck:EC55989_tRNA89
ko:K07480	eck:EC55989_4416
ko:K01070	eck:EC55989_0364
ko:K02055	eck:EC55989_1572
ko:K13498	eck:EC55989_1420
ko:K08281	eck:EC55989_1937
ko:K13635	eck:EC55989_2222
ko:K13630	eck:EC55989_1667
ko:K13632	eck:EC55989_1666
ko:K13684	eck:EC55989_2313
ko:K13683	eck:EC55989_2311
ko:K13574	eck:EC55989_0845
ko:K07786	eck:EC55989_2660
ko:K07483	eck:EC55989_2917
ko:K13654	eck:EC55989_1583
ko:K13771	eck:EC55989_4733
ko:K21901	eck:EC55989_3950
ko:K03292	eck:EC55989_4124
ko:K06221	eck:EC55989_3429
ko:K07484	eck:EC55989_2249
ko:K00941	eck:EC55989_2358
ko:K03605	eck:EC55989_1083
ko:K01977	eck:EC55989_16S_2
ko:K01977	eck:EC55989_16S_6
ko:K01977	eck:EC55989_16S_3
ko:K01977	eck:EC55989_16S_1
ko:K01977	eck:EC55989_16S_7
ko:K01977	eck:EC55989_16S_4
ko:K01977	eck:EC55989_16S_5
ko:K14230	eck:EC55989_tRNA15
ko:K14230	eck:EC55989_tRNA81
ko:K14230	eck:EC55989_tRNA18
ko:K07250	eck:EC55989_2930
ko:K14187	eck:EC55989_2889
ko:K17247	eck:EC55989_2198
ko:K03077	eck:EC55989_0059
ko:K07713	eck:EC55989_4489
ko:K14230	eck:EC55989_tRNA88
ko:K14230	eck:EC55989_tRNA92
ko:K14233	eck:EC55989_tRNA77
ko:K01990	eck:EC55989_0838
ko:K14347	eck:EC55989_2699
ko:K14392	eck:EC55989_3672
ko:K14233	eck:EC55989_tRNA86
ko:K14236	eck:EC55989_tRNA83
ko:K14236	eck:EC55989_tRNA84
ko:K14236	eck:EC55989_tRNA48
ko:K14260	eck:EC55989_2534
ko:K14228	eck:EC55989_tRNA42
ko:K14228	eck:EC55989_tRNA58
ko:K14228	eck:EC55989_tRNA56
ko:K14228	eck:EC55989_tRNA57
ko:K19162	eck:EC55989_0474
ko:K07771	eck:EC55989_4604
ko:K07791	eck:EC55989_4693
ko:K21907	eck:EC55989_3955
ko:K05499	eck:EC55989_4412
ko:K14232	eck:EC55989_tRNA25
ko:K14234	eck:EC55989_tRNA50
ko:K14234	eck:EC55989_tRNA63
ko:K14224	eck:EC55989_tRNA37
ko:K14224	eck:EC55989_tRNA46
ko:K14224	eck:EC55989_tRNA73
ko:K14224	eck:EC55989_tRNA51
ko:K14223	eck:EC55989_tRNA93
ko:K14223	eck:EC55989_tRNA94
ko:K14228	eck:EC55989_tRNA80
ko:K14233	eck:EC55989_tRNA85
ko:K14233	eck:EC55989_tRNA87
ko:K09935	eck:EC55989_0842
ko:K14218	eck:EC55989_tRNA2
ko:K14218	eck:EC55989_tRNA45
ko:K14218	eck:EC55989_tRNA62
ko:K14348	eck:EC55989_4071
ko:K14219	eck:EC55989_tRNA17
ko:K14219	eck:EC55989_tRNA19
ko:K14219	eck:EC55989_tRNA82
ko:K21908	eck:EC55989_3954
ko:K14219	eck:EC55989_tRNA40
ko:K14225	eck:EC55989_tRNA49
ko:K14393	eck:EC55989_4562
ko:K14155	eck:EC55989_1789
ko:K14223	eck:EC55989_tRNA90
ko:K14223	eck:EC55989_tRNA91
ko:K14230	eck:EC55989_tRNA72
ko:K14230	eck:EC55989_tRNA35
ko:K14287	eck:EC55989_0593
ko:K06147	eck:EC55989_2204
ko:K06147	eck:EC55989_2205
ko:K15034	eck:EC55989_0186
ko:K15035	eck:EC55989miscRNA62
ko:K14415	eck:EC55989_3828
ko:K05374	eck:EC55989_2210
ko:K07491	eck:EC55989_2153
ko:K03293	eck:EC55989_4268
ko:K03604	eck:EC55989_1826
ko:K06858	eck:EC55989_0153
ko:K01985	eck:EC55989_5S_3
ko:K01985	eck:EC55989_5S_6
ko:K01985	eck:EC55989_5S_7
ko:K01985	eck:EC55989_5S_5
ko:K01985	eck:EC55989_5S_8
ko:K01985	eck:EC55989_5S_4
ko:K01985	eck:EC55989_5S_2
ko:K01985	eck:EC55989_5S_1
ko:K14414	eck:EC55989_3829
ko:K07496	eck:EC55989_1565
ko:K14744	eck:EC55989_1713
ko:K14235	eck:EC55989_tRNA39
ko:K14234	eck:EC55989_tRNA5
ko:K14234	eck:EC55989_tRNA47
ko:K15396	eck:EC55989_2817
ko:K14231	eck:EC55989_tRNA34
ko:K14231	eck:EC55989_tRNA59
ko:K14441	eck:EC55989_0880
ko:K14225	eck:EC55989_tRNA66
ko:K00674	eck:EC55989_0159
ko:K09022	eck:EC55989_3530
ko:K05372	eck:EC55989_2206
ko:K21906	eck:EC55989_3960
ko:K07733	eck:EC55989_0270
ko:K14623	eck:EC55989_4110
ko:K03307	eck:EC55989_4148
ko:K14227	eck:EC55989_tRNA1
ko:K14227	eck:EC55989_tRNA44
ko:K14227	eck:EC55989_tRNA61
ko:K14226	eck:EC55989_tRNA41
ko:K14237	eck:EC55989_tRNA20
ko:K14237	eck:EC55989_tRNA21
ko:K14219	eck:EC55989_tRNA26
ko:K21029	eck:EC55989_0871
ko:K01980	eck:EC55989_23S_7
ko:K01980	eck:EC55989_23S_6
ko:K01980	eck:EC55989_23S_4
ko:K01980	eck:EC55989_23S_3
ko:K01980	eck:EC55989_23S_5
ko:K01980	eck:EC55989_23S_1
ko:K01980	eck:EC55989_23S_2
ko:K14222	eck:EC55989_tRNA79
ko:K14170	eck:EC55989_2888
ko:K00965	eck:EC55989_0737
ko:K18141	eck:EC55989_3679
ko:K14261	eck:EC55989_2675
ko:K14230	eck:EC55989_tRNA31
ko:K14230	eck:EC55989_tRNA32
ko:K14230	eck:EC55989_tRNA33
ko:K14230	eck:EC55989_tRNA65
ko:K00094	eck:EC55989_2345
ko:K01978	eck:EC55989miscRNA82
ko:K01175	eck:EC55989_0673
ko:K14232	eck:EC55989_tRNA43
ko:K14219	eck:EC55989_tRNA68
ko:K14219	eck:EC55989_tRNA71
ko:K14219	eck:EC55989_tRNA69
ko:K14219	eck:EC55989_tRNA70
ko:K07273	eck:EC55989_2357
ko:K01066	eck:EC55989_0489
ko:K14744	eck:EC55989_0785
ko:K14744	eck:EC55989_1058
ko:K14744	eck:EC55989_2619
ko:K07497	eck:EC55989_1381
ko:K14225	eck:EC55989_tRNA52
ko:K14225	eck:EC55989_tRNA54
ko:K14225	eck:EC55989_tRNA53
ko:K14225	eck:EC55989_tRNA78
ko:K07726	eck:EC55989_3811
ko:K03722	eck:EC55989_1981
ko:K00813	eck:EC55989_0977
ko:K06946	eck:EC55989_3356
ko:K06919	eck:EC55989_0277
ko:K10124	eck:EC55989_1669
ko:K14591	eck:EC55989_0399
ko:K14977	eck:EC55989_0529
ko:K08316	eck:EC55989_3873
ko:K14682	eck:EC55989_3094
ko:K01138	eck:EC55989_1630
ko:K16013	eck:EC55989_0932
ko:K01146	eck:EC55989_3077
ko:K14588	eck:EC55989_0116
ko:K03535	eck:EC55989_3068
ko:K00645	eck:EC55989_1143
ko:K01185	eck:EC55989_1054
ko:K14744	eck:EC55989_1385
ko:K07484	eck:EC55989_2248
ko:K01138	eck:EC55989_4147
ko:K14742	eck:EC55989_1980
ko:K00090	eck:EC55989_4009
ko:K14761	eck:EC55989_0542
ko:K03566	eck:EC55989_3087
ko:K07484	eck:EC55989_3275
ko:K16012	eck:EC55989_0931
ko:K15256	eck:EC55989_2049
ko:K15257	eck:EC55989_2050
ko:K15582	eck:EC55989_1342
ko:K15584	eck:EC55989_3884
ko:K15587	eck:EC55989_3887
ko:K15580	eck:EC55989_1494
ko:K15586	eck:EC55989_3886
ko:K10824	eck:EC55989_3888
ko:K15580	eck:EC55989_1340
ko:K15547	eck:EC55989_4577
ko:K15549	eck:EC55989_4578
ko:K15550	eck:EC55989_4576
ko:K15545	eck:EC55989_1759
ko:K15773	eck:EC55989_4908
ko:K15552	eck:EC55989_0374
ko:K15461	eck:EC55989_2568
ko:K16301	eck:EC55989_1129
ko:K15738	eck:EC55989_0998
ko:K15554	eck:EC55989_0983
ko:K15540	eck:EC55989_0134
ko:K15553	eck:EC55989_0985
ko:K02428	eck:EC55989_3247
ko:K15633	eck:EC55989_4079
ko:K15773	eck:EC55989_1642
ko:K15551	eck:EC55989_0372
ko:K15724	eck:EC55989_0151
ko:K15722	eck:EC55989_1899
ko:K15735	eck:EC55989_2932
ko:K10831	eck:EC55989_0373
ko:K04765	eck:EC55989_3056
ko:K15721	eck:EC55989_2212
ko:K15736	eck:EC55989_2928
ko:K15737	eck:EC55989_2927
ko:K00254	eck:EC55989_0994
ko:K01692	eck:EC55989_1529
ko:K18140	eck:EC55989_3678
ko:K15723	eck:EC55989_3072
ko:K15833	eck:EC55989_2991
ko:K15827	eck:EC55989_2990
ko:K15460	eck:EC55989_2864
ko:K15585	eck:EC55989_3885
ko:K15828	eck:EC55989_2989
ko:K15583	eck:EC55989_1343
ko:K15836	eck:EC55989_2998
ko:K15539	eck:EC55989_2801
ko:K16348	eck:EC55989_4704
ko:K15835	eck:EC55989_2716
ko:K15536	eck:EC55989_4794
ko:K16347	eck:EC55989_4703
ko:K01082	eck:EC55989_4774
ko:K15342	eck:EC55989_3028
ko:K15832	eck:EC55989_2985
ko:K15841	eck:EC55989miscRNA58
ko:K15830	eck:EC55989_2987
ko:K15834	eck:EC55989_2984
ko:K15831	eck:EC55989_2986
ko:K15268	eck:EC55989_1674
ko:K15829	eck:EC55989_2988
ko:K15866	eck:EC55989_1530
ko:K08323	eck:EC55989_4443
ko:K03712	eck:EC55989_1665
ko:K15984	eck:EC55989_3935
ko:K15974	eck:EC55989_2951
ko:K15977	eck:EC55989_3519
ko:K15977	eck:EC55989_2829
ko:K18968	eck:EC55989_0394
ko:K18872	eck:EC55989miscRNA60
ko:K18843	eck:EC55989_1570
ko:K16135	eck:EC55989_1972
ko:K16092	eck:EC55989_4451
ko:K16089	eck:EC55989_4669
ko:K16138	eck:EC55989_1784
ko:K16139	eck:EC55989_1782
ko:K16091	eck:EC55989_4964
ko:K16089	eck:EC55989_2407
ko:K16088	eck:EC55989_1214
ko:K02503	eck:EC55989_1215
ko:K16090	eck:EC55989_0849
ko:K16136	eck:EC55989_1787
ko:K16140	eck:EC55989_1781
ko:K16137	eck:EC55989_1817
ko:K16137	eck:EC55989_4944
ko:K07347	eck:EC55989_0133
ko:K07480	eck:EC55989_4982
ko:K07480	eck:EC55989_4905
ko:K07480	eck:EC55989_4055
ko:K07480	eck:EC55989_3925
ko:K07480	eck:EC55989_3391
ko:K07480	eck:EC55989_3063
ko:K07480	eck:EC55989_2372
ko:K07480	eck:EC55989_2191
ko:K07480	eck:EC55989_2003
ko:K07480	eck:EC55989_1262
ko:K07480	eck:EC55989_1137
ko:K07480	eck:EC55989_1098
ko:K07480	eck:EC55989_1042
ko:K07480	eck:EC55989_0750
ko:K07480	eck:EC55989_0512
ko:K02014	eck:EC55989_4641
ko:K16052	eck:EC55989_1495
ko:K10109	eck:EC55989_4524
ko:K16053	eck:EC55989_0568
ko:K07347	eck:EC55989_2364
ko:K16076	eck:EC55989_0782
ko:K10013	eck:EC55989_2554
ko:K16066	eck:EC55989_1680
ko:K16074	eck:EC55989_1507
ko:K01185	eck:EC55989_1715
ko:K16346	eck:EC55989_3169
ko:K11139	eck:EC55989_1277
ko:K16321	eck:EC55989_4985
ko:K16322	eck:EC55989_3403
ko:K16324	eck:EC55989_2417
ko:K11645	eck:EC55989_2352
ko:K16370	eck:EC55989_1890
ko:K16322	eck:EC55989_3931
ko:K16329	eck:EC55989_2418
ko:K01156	eck:EC55989_3269
ko:K18842	eck:EC55989_4782
ko:K16325	eck:EC55989_2414
ko:K04015	eck:EC55989_4568
ko:K16326	eck:EC55989_2416
ko:K16328	eck:EC55989_2419
ko:K04014	eck:EC55989_4567
ko:K01160	eck:EC55989_1724
ko:K16263	eck:EC55989_4696
ko:K16291	eck:EC55989_2224
ko:K16264	eck:EC55989_0731
ko:K16328	eck:EC55989_2413
ko:K16703	eck:EC55989_2300
ko:K16704	eck:EC55989_4262
ko:K16692	eck:EC55989_2316
ko:K16711	eck:EC55989_2299
ko:K16710	eck:EC55989_2301
ko:K16695	eck:EC55989_2302
ko:K00370	eck:EC55989_1599
ko:K19234	eck:EC55989_1845
ko:K16692	eck:EC55989_1089
