ko:K00130	bsus:Q433_16975
ko:K20117	bsus:Q433_07975
ko:K20118	bsus:Q433_07975
ko:K02763	bsus:Q433_01435
ko:K02764	bsus:Q433_01435
ko:K02765	bsus:Q433_01435
ko:K21613	bsus:Q433_21795
ko:K11196	bsus:Q433_14550
ko:K01612	bsus:Q433_02170
ko:K18889	bsus:Q433_05495
ko:K20534	bsus:Q433_07360
ko:K06339	bsus:Q433_06885
ko:K20486	bsus:Q433_01230
ko:K08884	bsus:Q433_00415
ko:K08884	bsus:Q433_01280
ko:K18890	bsus:Q433_05500
ko:K20534	bsus:Q433_04800
ko:K17474	bsus:Q433_19190
ko:K21759	bsus:Q433_02175
ko:K20628	bsus:Q433_11015
ko:K22103	bsus:Q433_19920
ko:K01179	bsus:Q433_10715
ko:K20742	bsus:Q433_07425
ko:K07258	bsus:Q433_12645
ko:K22106	bsus:Q433_14615
ko:K01271	bsus:Q433_07950
ko:K01208	bsus:Q433_18955
ko:K20895	bsus:Q433_08800
ko:K03148	bsus:Q433_06610
ko:K21030	bsus:Q433_19595
ko:K21064	bsus:Q433_19655
ko:K21023	bsus:Q433_07670
ko:K08968	bsus:Q433_16085
ko:K00821	bsus:Q433_06340
ko:K21064	bsus:Q433_02400
ko:K00435	bsus:Q433_20750
ko:K00526	bsus:Q433_09885
ko:K02316	bsus:Q433_13790
ko:K06217	bsus:Q433_13865
ko:K01493	bsus:Q433_13995
ko:K03553	bsus:Q433_09630
ko:K02315	bsus:Q433_09985
ko:K06904	bsus:Q433_10110
ko:K01174	bsus:Q433_10390
ko:K01520	bsus:Q433_10410
ko:K00560	bsus:Q433_10435
ko:K00857	bsus:Q433_20370
ko:K03546	bsus:Q433_06020
ko:K00287	bsus:Q433_11870
ko:K00560	bsus:Q433_11875
ko:K07474	bsus:Q433_07165
ko:K06909	bsus:Q433_07170
ko:K02314	bsus:Q433_22315
ko:K17733	bsus:Q433_01710
ko:K05799	bsus:Q433_18730
ko:K05799	bsus:Q433_14365
ko:K05375	bsus:Q433_17475
ko:K00980	bsus:Q433_19580
ko:K21285	bsus:Q433_19590
ko:K03328	bsus:Q433_00360
ko:K03293	bsus:Q433_01295
ko:K03293	bsus:Q433_16560
ko:K02483	bsus:Q433_14120
ko:K02335	bsus:Q433_15750
ko:K07052	bsus:Q433_10310
ko:K21416	bsus:Q433_04545
ko:K21417	bsus:Q433_04550
ko:K06607	bsus:Q433_21955
ko:K13281	bsus:Q433_20455
ko:K03293	bsus:Q433_18640
ko:K02101	bsus:Q433_15565
ko:K21405	bsus:Q433_04565
ko:K21464	bsus:Q433_20645
ko:K21481	bsus:Q433_05715
ko:K21465	bsus:Q433_13685
ko:K21467	bsus:Q433_02455
ko:K02483	bsus:Q433_22235
ko:K21468	bsus:Q433_14710
ko:K09809	bsus:Q433_19575
ko:K21567	bsus:Q433_01960
ko:K21493	bsus:Q433_21695
ko:K21494	bsus:Q433_21690
ko:K21601	bsus:Q433_02350
ko:K21600	bsus:Q433_18395
ko:K21567	bsus:Q433_17570
ko:K21743	bsus:Q433_20090
ko:K21745	bsus:Q433_14520
ko:K21592	bsus:Q433_19605
ko:K11923	bsus:Q433_05415
ko:K21701	bsus:Q433_01040
ko:K21802	bsus:Q433_04140
ko:K21902	bsus:Q433_04160
ko:K06299	bsus:Q433_17390
ko:K21959	bsus:Q433_18030
ko:K21959	bsus:Q433_10885
ko:K18244	bsus:Q433_13200
ko:K00680	bsus:Q433_15940
ko:K22043	bsus:Q433_11385
ko:K21960	bsus:Q433_15945
ko:K21993	bsus:Q433_14650
ko:K01463	bsus:Q433_12245
ko:K00754	bsus:Q433_12240
ko:K22135	bsus:Q433_11580
ko:K22136	bsus:Q433_08665
ko:K14274	bsus:Q433_18190
ko:K03595	bsus:Q433_13830
ko:K22132	bsus:Q433_14835
ko:K22109	bsus:Q433_16980
ko:K01932	bsus:Q433_19680
ko:K22116	bsus:Q433_19675
ko:K22230	bsus:Q433_17040
ko:K22187	bsus:Q433_01505
ko:K03547	bsus:Q433_05595
ko:K01046	bsus:Q433_10960
ko:K22278	bsus:Q433_06890
ko:K03077	bsus:Q433_15570
ko:K22301	bsus:Q433_18510
ko:K22299	bsus:Q433_18470
ko:K02257	bsus:Q433_06880
ko:K02257	bsus:Q433_08525
ko:K22299	bsus:Q433_18465
ko:K22301	bsus:Q433_18535
ko:K03574	bsus:Q433_02555
ko:K09988	bsus:Q433_02490
ko:K13566	bsus:Q433_07760
ko:K18672	bsus:Q433_11560
ko:K22441	bsus:Q433_17590
ko:K22579	bsus:Q433_11140
