ko:K08153	banv:DJ46_5310
ko:K01081	banv:DJ46_3887
ko:K03296	banv:DJ46_4333
ko:K03328	banv:DJ46_4447
ko:K00798	banv:DJ46_321
ko:K00344	banv:DJ46_2268
ko:K00433	banv:DJ46_3688
ko:K00571	banv:DJ46_3553
ko:K00001	banv:DJ46_1019
ko:K02034	banv:DJ46_1065
ko:K06307	banv:DJ46_2350
ko:K01897	banv:DJ46_2402
ko:K01447	banv:DJ46_2475
ko:K19170	banv:DJ46_5792
ko:K01447	banv:DJ46_2447
ko:K01447	banv:DJ46_336
ko:K06345	banv:DJ46_3332
ko:K01710	banv:DJ46_64
ko:K02031	banv:DJ46_3405
ko:K02032	banv:DJ46_3406
ko:K01271	banv:DJ46_3525
ko:K03293	banv:DJ46_5151
ko:K02032	banv:DJ46_5381
ko:K06344	banv:DJ46_68
ko:K06343	banv:DJ46_71
ko:K00344	banv:DJ46_915
ko:K21900	banv:DJ46_4070
ko:K00525	banv:DJ46_196
ko:K12132	banv:DJ46_2701
ko:K01073	banv:DJ46_857
ko:K07448	banv:DJ46_1113
ko:K01447	banv:DJ46_2772
ko:K02032	banv:DJ46_5117
ko:K02031	banv:DJ46_5118
ko:K01117	banv:DJ46_5136
ko:K01897	banv:DJ46_5347
ko:K06893	banv:DJ46_5302
ko:K07453	banv:DJ46_2505
ko:K01200	banv:DJ46_3615
ko:K15640	banv:DJ46_2842
ko:K00634	banv:DJ46_3074
ko:K06336	banv:DJ46_116
ko:K02031	banv:DJ46_4637
ko:K02032	banv:DJ46_4638
ko:K08651	banv:DJ46_1169
ko:K01777	banv:DJ46_1609
ko:K01046	banv:DJ46_1390
ko:K03293	banv:DJ46_2244
ko:K00102	banv:DJ46_2296
ko:K19271	banv:DJ46_1199
ko:K00663	banv:DJ46_1726
ko:K00020	banv:DJ46_1145
ko:K00020	banv:DJ46_2953
ko:K00020	banv:DJ46_2954
ko:K19294	banv:DJ46_5359
ko:K01990	banv:DJ46_1806
ko:K01990	banv:DJ46_4296
ko:K01567	banv:DJ46_4865
ko:K01992	banv:DJ46_607
ko:K03722	banv:DJ46_385
ko:K03722	banv:DJ46_405
ko:K01436	banv:DJ46_218
ko:K19302	banv:DJ46_126
ko:K19405	banv:DJ46_4477
ko:K01992	banv:DJ46_4176
ko:K19411	banv:DJ46_4476
ko:K19350	banv:DJ46_1314
ko:K06419	banv:DJ46_5330
ko:K03574	banv:DJ46_3701
ko:K06867	banv:DJ46_5022
ko:K06867	banv:DJ46_3585
ko:K02031	banv:DJ46_4596
ko:K01436	banv:DJ46_5163
ko:K07496	banv:DJ46_5467
ko:K19302	banv:DJ46_1288
ko:K19302	banv:DJ46_5868
ko:K19302	banv:DJ46_3672
ko:K19302	banv:DJ46_5866
ko:K18567	banv:DJ46_3931
ko:K06881	banv:DJ46_3518
ko:K00887	banv:DJ46_3207
ko:K14218	banv:DJ46_3795
ko:K14218	banv:DJ46_4676
ko:K14218	banv:DJ46_5190
ko:K14218	banv:DJ46_4560
ko:K02476	banv:DJ46_5017
ko:K07315	banv:DJ46_5452
ko:K14222	banv:DJ46_4995
ko:K14228	banv:DJ46_4670
ko:K14228	banv:DJ46_4996
ko:K14228	banv:DJ46_3800
ko:K14228	banv:DJ46_5185
ko:K14228	banv:DJ46_5187
ko:K14228	banv:DJ46_3798
ko:K14219	banv:DJ46_4671
ko:K14219	banv:DJ46_3797
ko:K14219	banv:DJ46_5188
ko:K14219	banv:DJ46_3385
ko:K14232	banv:DJ46_4672
ko:K14232	banv:DJ46_3796
ko:K14232	banv:DJ46_5189
ko:K14225	banv:DJ46_3386
ko:K14225	banv:DJ46_5002
ko:K14225	banv:DJ46_4673
ko:K14225	banv:DJ46_3786
ko:K14225	banv:DJ46_3799
ko:K14225	banv:DJ46_4994
ko:K14225	banv:DJ46_5186
ko:K14225	banv:DJ46_4559
ko:K14231	banv:DJ46_4988
ko:K14231	banv:DJ46_5195
ko:K14231	banv:DJ46_3789
ko:K14231	banv:DJ46_4363
ko:K14236	banv:DJ46_4556
ko:K14236	banv:DJ46_5182
ko:K14236	banv:DJ46_4990
ko:K14235	banv:DJ46_4991
ko:K14235	banv:DJ46_5197
ko:K14230	banv:DJ46_4454
ko:K14230	banv:DJ46_3794
ko:K14237	banv:DJ46_3803
ko:K14237	banv:DJ46_4984
ko:K14237	banv:DJ46_4555
ko:K14237	banv:DJ46_4666
ko:K14237	banv:DJ46_5181
ko:K14230	banv:DJ46_4680
ko:K14230	banv:DJ46_5193
ko:K14230	banv:DJ46_4986
ko:K14230	banv:DJ46_3791
ko:K14223	banv:DJ46_4557
ko:K14223	banv:DJ46_4668
ko:K14223	banv:DJ46_5183
ko:K14223	banv:DJ46_4993
ko:K14221	banv:DJ46_3790
ko:K14221	banv:DJ46_4681
ko:K14221	banv:DJ46_4987
ko:K14221	banv:DJ46_4364
ko:K14221	banv:DJ46_4667
ko:K14221	banv:DJ46_5194
ko:K19701	banv:DJ46_4254
ko:K19689	banv:DJ46_3596
ko:K01258	banv:DJ46_3056
ko:K14234	banv:DJ46_3788
ko:K14234	banv:DJ46_4989
ko:K14234	banv:DJ46_5196
ko:K14234	banv:DJ46_3802
ko:K14227	banv:DJ46_3785
ko:K14227	banv:DJ46_4675
ko:K14227	banv:DJ46_5198
ko:K14229	banv:DJ46_3787
ko:K14229	banv:DJ46_4558
ko:K14229	banv:DJ46_4366
ko:K14229	banv:DJ46_5184
ko:K14229	banv:DJ46_4669
ko:K14230	banv:DJ46_3183
ko:K14230	banv:DJ46_3793
ko:K14234	banv:DJ46_4553
ko:K03417	banv:DJ46_1143
ko:K20480	banv:DJ46_5056
ko:K20481	banv:DJ46_5057
ko:K21755	banv:DJ46_2014
ko:K00547	banv:DJ46_3161
ko:K00297	banv:DJ46_3161
ko:K15777	banv:DJ46_669
ko:K19802	banv:DJ46_1624
ko:K19955	banv:DJ46_2554
ko:K11636	banv:DJ46_1387
ko:K01784	banv:DJ46_4705
ko:K21636	banv:DJ46_2378
ko:K13075	banv:DJ46_2242
ko:K01992	banv:DJ46_2368
ko:K19955	banv:DJ46_2555
ko:K05770	banv:DJ46_1931
ko:K10680	banv:DJ46_2420
ko:K19976	banv:DJ46_1941
ko:K20074	banv:DJ46_2702
ko:K18907	banv:DJ46_1452
ko:K20201	banv:DJ46_4213
ko:K20116	banv:DJ46_2961
ko:K20117	banv:DJ46_2961
ko:K20118	banv:DJ46_2961
ko:K20391	banv:DJ46_4245
ko:K20391	banv:DJ46_4244
ko:K20390	banv:DJ46_4243
ko:K20491	banv:DJ46_2605
ko:K20492	banv:DJ46_2604
ko:K00526	banv:DJ46_199
ko:K20487	banv:DJ46_2602
ko:K20488	banv:DJ46_2603
ko:K20490	banv:DJ46_2606
ko:K20534	banv:DJ46_4331
ko:K18889	banv:DJ46_5324
ko:K08884	banv:DJ46_1104
ko:K18889	banv:DJ46_2451
ko:K18890	banv:DJ46_2450
ko:K18890	banv:DJ46_5326
ko:K18890	banv:DJ46_5325
ko:K20742	banv:DJ46_1623
ko:K11751	banv:DJ46_1914
ko:K01208	banv:DJ46_2923
ko:K21029	banv:DJ46_2342
ko:K20895	banv:DJ46_4932
ko:K21029	banv:DJ46_936
ko:K00525	banv:DJ46_198
ko:K21029	banv:DJ46_3638
ko:K21064	banv:DJ46_15
ko:K08968	banv:DJ46_3569
ko:K00821	banv:DJ46_1788
ko:K00821	banv:DJ46_3040
ko:K00435	banv:DJ46_4284
ko:K01286	banv:DJ46_3923
ko:K01286	banv:DJ46_559
ko:K01286	banv:DJ46_1442
ko:K18640	banv:DJ46_1518
ko:K04068	banv:DJ46_2377
ko:K02316	banv:DJ46_3200
ko:K06217	banv:DJ46_3210
ko:K06904	banv:DJ46_4024
ko:K06904	banv:DJ46_4909
ko:K01493	banv:DJ46_3231
ko:K06904	banv:DJ46_2493
ko:K07313	banv:DJ46_5028
ko:K01286	banv:DJ46_758
ko:K03465	banv:DJ46_2516
ko:K00558	banv:DJ46_2517
ko:K02315	banv:DJ46_2521
ko:K00857	banv:DJ46_4224
ko:K01286	banv:DJ46_873
ko:K01286	banv:DJ46_1792
ko:K03553	banv:DJ46_2618
ko:K03553	banv:DJ46_2619
ko:K01286	banv:DJ46_4285
ko:K02314	banv:DJ46_4368
ko:K01286	banv:DJ46_114
ko:K00560	banv:DJ46_1034
ko:K00287	banv:DJ46_1035
ko:K13730	banv:DJ46_171
ko:K13730	banv:DJ46_172
ko:K01286	banv:DJ46_1067
ko:K01286	banv:DJ46_1068
ko:K03546	banv:DJ46_1152
ko:K01520	banv:DJ46_2809
ko:K02314	banv:DJ46_5398
ko:K01286	banv:DJ46_1340
ko:K07258	banv:DJ46_312
ko:K02031	banv:DJ46_5379
ko:K02031	banv:DJ46_5380
ko:K05375	banv:DJ46_1162
ko:K02335	banv:DJ46_3498
ko:K01101	banv:DJ46_3870
ko:K21416	banv:DJ46_1553
ko:K21417	banv:DJ46_1552
ko:K21405	banv:DJ46_1538
ko:K21481	banv:DJ46_5521
ko:K21464	banv:DJ46_4269
ko:K21465	banv:DJ46_3180
ko:K21465	banv:DJ46_1844
ko:K21467	banv:DJ46_1036
ko:K21465	banv:DJ46_1420
ko:K21465	banv:DJ46_1285
ko:K21465	banv:DJ46_1286
ko:K21468	banv:DJ46_3283
ko:K22044	banv:DJ46_4377
ko:K21471	banv:DJ46_4087
ko:K21471	banv:DJ46_275
ko:K21567	banv:DJ46_4789
ko:K00863	banv:DJ46_5425
ko:K00863	banv:DJ46_5427
ko:K21567	banv:DJ46_3841
ko:K21494	banv:DJ46_1109
ko:K21600	banv:DJ46_2567
ko:K21493	banv:DJ46_1110
ko:K21713	banv:DJ46_1602
ko:K21929	banv:DJ46_372
ko:K21935	banv:DJ46_1095
ko:K21902	banv:DJ46_4267
ko:K11923	banv:DJ46_2154
ko:K18244	banv:DJ46_4236
ko:K21993	banv:DJ46_2343
ko:K21903	banv:DJ46_5053
ko:K00754	banv:DJ46_378
ko:K01463	banv:DJ46_377
ko:K22135	banv:DJ46_2250
ko:K22135	banv:DJ46_2592
ko:K22136	banv:DJ46_2758
ko:K01585	banv:DJ46_2870
ko:K03595	banv:DJ46_3205
ko:K02116	banv:DJ46_5422
ko:K22112	banv:DJ46_4345
ko:K22132	banv:DJ46_3306
ko:K22106	banv:DJ46_1715
ko:K01932	banv:DJ46_5858
ko:K22116	banv:DJ46_5859
ko:K00302	banv:DJ46_1612
ko:K00302	banv:DJ46_1613
ko:K07456	banv:DJ46_2271
ko:K22278	banv:DJ46_769
ko:K22278	banv:DJ46_2392
ko:K02257	banv:DJ46_2853
ko:K01551	banv:DJ46_4754
ko:K13566	banv:DJ46_2945
ko:K18672	banv:DJ46_3835
ko:K22441	banv:DJ46_2007
ko:K22491	banv:DJ46_331
