ko:K07046	bpk:BBK_3654
ko:K13894	bpk:BBK_2756
ko:K13895	bpk:BBK_2757
ko:K13896	bpk:BBK_2758
ko:K07001	bpk:BBK_2760
ko:K01885	bpk:BBK_2761
ko:K02553	bpk:BBK_2770
ko:K01638	bpk:BBK_2772
ko:K00852	bpk:BBK_3584
ko:K07044	bpk:BBK_3588
ko:K01387	bpk:BBK_3613
ko:K04127	bpk:BBK_3615
ko:K03119	bpk:BBK_3616
ko:K01869	bpk:BBK_3621
ko:K06894	bpk:BBK_3625
ko:K05367	bpk:BBK_3626
ko:K03410	bpk:BBK_3627
ko:K00240	bpk:BBK_4436
ko:K00239	bpk:BBK_4437
ko:K00242	bpk:BBK_4438
ko:K00241	bpk:BBK_4439
ko:K03710	bpk:BBK_4440
ko:K00024	bpk:BBK_4441
ko:K01644	bpk:BBK_4442
ko:K01720	bpk:BBK_4444
ko:K01681	bpk:BBK_4445
ko:K15125	bpk:BBK_4446
ko:K05998	bpk:BBK_4455
ko:K02053	bpk:BBK_4456
ko:K02054	bpk:BBK_4457
ko:K02055	bpk:BBK_4458
ko:K02052	bpk:BBK_4459
ko:K00375	bpk:BBK_4460
ko:K02014	bpk:BBK_4464
ko:K12262	bpk:BBK_4466
ko:K06194	bpk:BBK_4468
ko:K00033	bpk:BBK_4471
ko:K03457	bpk:BBK_4474
ko:K03086	bpk:BBK_4481
ko:K09117	bpk:BBK_4483
ko:K02970	bpk:BBK_4484
ko:K07007	bpk:BBK_4485
ko:K01409	bpk:BBK_4486
ko:K09007	bpk:BBK_4487
ko:K01662	bpk:BBK_4488
ko:K02386	bpk:BBK_5297
ko:K02387	bpk:BBK_5299
ko:K02388	bpk:BBK_5300
ko:K02389	bpk:BBK_5301
ko:K02390	bpk:BBK_5302
ko:K02391	bpk:BBK_5303
ko:K02392	bpk:BBK_5304
ko:K02393	bpk:BBK_5305
ko:K02394	bpk:BBK_5306
ko:K02396	bpk:BBK_5308
ko:K02397	bpk:BBK_5309
ko:K07687	bpk:BBK_5314
ko:K00865	bpk:BBK_5317
ko:K00873	bpk:BBK_5318
ko:K02647	bpk:BBK_5319
ko:K10439	bpk:BBK_5331
ko:K10440	bpk:BBK_5332
ko:K10441	bpk:BBK_5333
ko:K05591	bpk:BBK_5337
ko:K10001	bpk:BBK_5345
ko:K00285	bpk:BBK_5346
ko:K00790	bpk:BBK_6162
ko:K10017	bpk:BBK_6163
ko:K10015	bpk:BBK_6164
ko:K10016	bpk:BBK_6165
ko:K00042	bpk:BBK_2947
ko:K00059	bpk:BBK_498
ko:K02498	bpk:BBK_500
ko:K01749	bpk:BBK_502
ko:K01595	bpk:BBK_503
ko:K07346	bpk:BBK_508
ko:K07347	bpk:BBK_509
ko:K01755	bpk:BBK_510
ko:K01956	bpk:BBK_170
ko:K08307	bpk:BBK_175
ko:K01069	bpk:BBK_176
ko:K02342	bpk:BBK_179
ko:K09771	bpk:BBK_180
ko:K03762	bpk:BBK_181
ko:K00645	bpk:BBK_185
ko:K13930	bpk:BBK_186
ko:K13934	bpk:BBK_187
ko:K13933	bpk:BBK_188
ko:K13932	bpk:BBK_189
ko:K13931	bpk:BBK_190
ko:K13929	bpk:BBK_191
ko:K01596	bpk:BBK_197
ko:K00381	bpk:BBK_204
ko:K09965	bpk:BBK_209
ko:K11159	bpk:BBK_210
ko:K00820	bpk:BBK_211
ko:K00375	bpk:BBK_214
ko:K07734	bpk:BBK_215
ko:K02055	bpk:BBK_223
ko:K02053	bpk:BBK_224
ko:K06872	bpk:BBK_1160
ko:K03744	bpk:BBK_1161
ko:K07213	bpk:BBK_1163
ko:K01940	bpk:BBK_1166
ko:K00383	bpk:BBK_1167
ko:K07267	bpk:BBK_1173
ko:K00720	bpk:BBK_1174
ko:K06193	bpk:BBK_1180
ko:K07240	bpk:BBK_1182
ko:K07240	bpk:BBK_1183
ko:K08738	bpk:BBK_1595
ko:K09122	bpk:BBK_1607
ko:K07275	bpk:BBK_1612
ko:K00145	bpk:BBK_1615
ko:K03809	bpk:BBK_1616
ko:K06910	bpk:BBK_1617
ko:K00762	bpk:BBK_1618
ko:K00029	bpk:BBK_1619
ko:K04090	bpk:BBK_1620
ko:K00457	bpk:BBK_1622
ko:K07444	bpk:BBK_2044
ko:K09857	bpk:BBK_2046
ko:K06192	bpk:BBK_2047
ko:K03808	bpk:BBK_2048
ko:K03808	bpk:BBK_2049
ko:K12262	bpk:BBK_2050
ko:K03762	bpk:BBK_2053
ko:K03074	bpk:BBK_2054
ko:K03072	bpk:BBK_2055
ko:K03210	bpk:BBK_2056
ko:K00773	bpk:BBK_2057
ko:K07568	bpk:BBK_2058
ko:K03655	bpk:BBK_2060
ko:K04761	bpk:BBK_2061
ko:K03782	bpk:BBK_2063
ko:K04047	bpk:BBK_2065
ko:K03179	bpk:BBK_2067
ko:K05774	bpk:BBK_2069
ko:K02043	bpk:BBK_2071
ko:K01679	bpk:BBK_2481
ko:K03327	bpk:BBK_2482
ko:K14761	bpk:BBK_2483
ko:K05805	bpk:BBK_2486
ko:K05524	bpk:BBK_2490
ko:K00763	bpk:BBK_2491
ko:K00782	bpk:BBK_2492
ko:K09760	bpk:BBK_2495
ko:K03750	bpk:BBK_2498
ko:K03752	bpk:BBK_2499
ko:K03639	bpk:BBK_2500
ko:K08300	bpk:BBK_2501
ko:K06179	bpk:BBK_2502
ko:K01091	bpk:BBK_2503
ko:K04773	bpk:BBK_2505
ko:K07056	bpk:BBK_2506
ko:K02279	bpk:BBK_3309
ko:K02278	bpk:BBK_3310
ko:K02651	bpk:BBK_3311
ko:K02050	bpk:BBK_3312
ko:K02049	bpk:BBK_3313
ko:K02051	bpk:BBK_3315
ko:K09786	bpk:BBK_3318
ko:K07180	bpk:BBK_3319
ko:K00852	bpk:BBK_3321
ko:K02529	bpk:BBK_3322
ko:K10440	bpk:BBK_3323
ko:K10441	bpk:BBK_3324
ko:K10439	bpk:BBK_3325
ko:K13635	bpk:BBK_3326
ko:K02045	bpk:BBK_3327
ko:K02047	bpk:BBK_3328
ko:K02046	bpk:BBK_3329
ko:K02048	bpk:BBK_3330
ko:K01356	bpk:BBK_3331
ko:K09695	bpk:BBK_3335
ko:K09694	bpk:BBK_3336
ko:K07089	bpk:BBK_3338
ko:K05539	bpk:BBK_3344
ko:K15555	bpk:BBK_3350
ko:K15554	bpk:BBK_3351
ko:K04091	bpk:BBK_3352
ko:K00684	bpk:BBK_3359
ko:K03711	bpk:BBK_4182
ko:K01465	bpk:BBK_4183
ko:K01868	bpk:BBK_4184
ko:K16515	bpk:BBK_4185
ko:K01737	bpk:BBK_4189
ko:K08998	bpk:BBK_4190
ko:K01883	bpk:BBK_4191
ko:K09007	bpk:BBK_4193
ko:K09823	bpk:BBK_4198
ko:K00101	bpk:BBK_4211
ko:K08677	bpk:BBK_4213
ko:K03306	bpk:BBK_4217
ko:K09990	bpk:BBK_4219
ko:K00612	bpk:BBK_5033
ko:K06147	bpk:BBK_5038
ko:K01613	bpk:BBK_5040
ko:K00240	bpk:BBK_5041
ko:K06133	bpk:BBK_5045
ko:K00382	bpk:BBK_5050
ko:K09699	bpk:BBK_5051
ko:K00167	bpk:BBK_5052
ko:K00166	bpk:BBK_5053
ko:K03333	bpk:BBK_5058
ko:K07028	bpk:BBK_5064
ko:K13993	bpk:BBK_5069
ko:K00666	bpk:BBK_5071
ko:K03556	bpk:BBK_5072
ko:K03119	bpk:BBK_5075
ko:K07002	bpk:BBK_5078
ko:K03406	bpk:BBK_5892
ko:K07141	bpk:BBK_5894
ko:K03762	bpk:BBK_5895
ko:K07126	bpk:BBK_5905
ko:K16090	bpk:BBK_5906
ko:K00609	bpk:BBK_5907
ko:K00375	bpk:BBK_5911
ko:K01414	bpk:BBK_5935
ko:K03119	bpk:BBK_5945
ko:K01584	bpk:BBK_513
ko:K01494	bpk:BBK_514
ko:K03593	bpk:BBK_516
ko:K01874	bpk:BBK_518
ko:K09800	bpk:BBK_521
ko:K05896	bpk:BBK_524
ko:K01918	bpk:BBK_525
ko:K01579	bpk:BBK_526
ko:K15977	bpk:BBK_528
ko:K02232	bpk:BBK_529
ko:K02231	bpk:BBK_531
ko:K02227	bpk:BBK_532
ko:K02225	bpk:BBK_533
ko:K02016	bpk:BBK_534
ko:K02233	bpk:BBK_537
ko:K00768	bpk:BBK_538
ko:K02013	bpk:BBK_539
ko:K02015	bpk:BBK_540
ko:K16092	bpk:BBK_541
ko:K09888	bpk:BBK_543
ko:K13292	bpk:BBK_546
ko:K01687	bpk:BBK_548
ko:K08738	bpk:BBK_549
ko:K09136	bpk:BBK_886
ko:K03086	bpk:BBK_1328
ko:K01919	bpk:BBK_1329
ko:K01247	bpk:BBK_1330
ko:K10778	bpk:BBK_1331
ko:K08234	bpk:BBK_1333
ko:K00657	bpk:BBK_1336
ko:K03650	bpk:BBK_1341
ko:K03217	bpk:BBK_1343
ko:K08998	bpk:BBK_1344
ko:K03536	bpk:BBK_1345
ko:K02914	bpk:BBK_1346
ko:K02313	bpk:BBK_1347
ko:K02338	bpk:BBK_1348
ko:K02470	bpk:BBK_1349
ko:K03657	bpk:BBK_1768
ko:K03427	bpk:BBK_1783
ko:K01154	bpk:BBK_1784
ko:K01153	bpk:BBK_1785
ko:K07043	bpk:BBK_1786
ko:K03707	bpk:BBK_1794
ko:K13481	bpk:BBK_2205
ko:K13482	bpk:BBK_2206
ko:K02014	bpk:BBK_2209
ko:K02013	bpk:BBK_2210
ko:K02016	bpk:BBK_2211
ko:K02015	bpk:BBK_2212
ko:K07518	bpk:BBK_2217
ko:K07090	bpk:BBK_2219
ko:K01126	bpk:BBK_2221
ko:K01560	bpk:BBK_2773
ko:K01637	bpk:BBK_2776
ko:K03789	bpk:BBK_2780
ko:K09977	bpk:BBK_2782
ko:K00941	bpk:BBK_2783
ko:K01775	bpk:BBK_2785
ko:K04485	bpk:BBK_2786
ko:K06158	bpk:BBK_2787
ko:K00432	bpk:BBK_2789
ko:K06131	bpk:BBK_2790
ko:K07320	bpk:BBK_2791
ko:K01439	bpk:BBK_2792
ko:K00674	bpk:BBK_2794
ko:K14267	bpk:BBK_2795
ko:K03529	bpk:BBK_2797
ko:K01972	bpk:BBK_2799
ko:K01462	bpk:BBK_2800
ko:K06182	bpk:BBK_2801
ko:K00990	bpk:BBK_2802
ko:K01265	bpk:BBK_2804
ko:K02967	bpk:BBK_2805
ko:K02357	bpk:BBK_2806
ko:K09903	bpk:BBK_2807
ko:K02838	bpk:BBK_2808
ko:K00806	bpk:BBK_2809
ko:K00981	bpk:BBK_2810
ko:K00099	bpk:BBK_2811
ko:K11749	bpk:BBK_2812
ko:K07277	bpk:BBK_2813
ko:K06142	bpk:BBK_2814
ko:K02536	bpk:BBK_2815
ko:K02372	bpk:BBK_2816
ko:K00677	bpk:BBK_2817
ko:K00748	bpk:BBK_2818
ko:K03470	bpk:BBK_2819
ko:K03437	bpk:BBK_2820
ko:K09773	bpk:BBK_2821
ko:K05998	bpk:BBK_2822
ko:K00832	bpk:BBK_3635
ko:K11734	bpk:BBK_3636
ko:K11068	bpk:BBK_3640
ko:K01999	bpk:BBK_3641
ko:K03534	bpk:BBK_3650
ko:K01685	bpk:BBK_3655
ko:K02057	bpk:BBK_3657
ko:K02056	bpk:BBK_3658
ko:K06995	bpk:BBK_3664
ko:K13874	bpk:BBK_3665
ko:K10538	bpk:BBK_3666
ko:K10974	bpk:BBK_3683
ko:K00795	bpk:BBK_4489
ko:K03602	bpk:BBK_4490
ko:K01011	bpk:BBK_4492
ko:K01061	bpk:BBK_4493
ko:K03885	bpk:BBK_4496
ko:K06966	bpk:BBK_4498
ko:K01241	bpk:BBK_4504
ko:K02204	bpk:BBK_4506
ko:K02020	bpk:BBK_4514
ko:K02018	bpk:BBK_4515
ko:K02017	bpk:BBK_4516
ko:K02019	bpk:BBK_4517
ko:K01821	bpk:BBK_4519
ko:K00788	bpk:BBK_4524
ko:K15256	bpk:BBK_4527
ko:K01666	bpk:BBK_4537
ko:K04073	bpk:BBK_4538
ko:K00826	bpk:BBK_4540
ko:K01953	bpk:BBK_5355
ko:K11891	bpk:BBK_5359
ko:K11892	bpk:BBK_5360
ko:K11893	bpk:BBK_5361
ko:K11906	bpk:BBK_5362
ko:K11903	bpk:BBK_5363
ko:K11901	bpk:BBK_5365
ko:K11907	bpk:BBK_5366
ko:K11898	bpk:BBK_5368
ko:K11897	bpk:BBK_5369
ko:K11896	bpk:BBK_5370
ko:K11895	bpk:BBK_5371
ko:K11902	bpk:BBK_5372
ko:K00355	bpk:BBK_5381
ko:K01740	bpk:BBK_5383
ko:K01941	bpk:BBK_5389
ko:K01961	bpk:BBK_5390
ko:K07160	bpk:BBK_5392
ko:K01434	bpk:BBK_5394
ko:K01259	bpk:BBK_5395
ko:K02688	bpk:BBK_5399
ko:K03417	bpk:BBK_5400
ko:K02614	bpk:BBK_1869
ko:K18199	bpk:BBK_4598
ko:K18139	bpk:BBK_5990
ko:K01046	bpk:BBK_4463
ko:K01046	bpk:BBK_5103
ko:K01487	bpk:BBK_2403
ko:K10038	bpk:BBK_5121
ko:K18139	bpk:BBK_691
ko:K01801	bpk:BBK_947
ko:K03719	bpk:BBK_1623
ko:K07492	bpk:BBK_3421
ko:K07068	bpk:BBK_3735
ko:K00146	bpk:BBK_1381
ko:K00956	bpk:BBK_557
ko:K02058	bpk:BBK_5890
ko:K01505	bpk:BBK_5773
ko:K00104	bpk:BBK_2086
ko:K02058	bpk:BBK_4833
ko:K02058	bpk:BBK_37
ko:K06900	bpk:BBK_4310
ko:K00130	bpk:BBK_3959
ko:K03719	bpk:BBK_1134
ko:K03719	bpk:BBK_2450
ko:K01485	bpk:BBK_3681
ko:K09017	bpk:BBK_5475
ko:K18101	bpk:BBK_3955
ko:K05973	bpk:BBK_116
ko:K07483	bpk:BBK_4920
ko:K07483	bpk:BBK_907
ko:K16011	bpk:BBK_2119
ko:K04618	bpk:BBK_101
ko:K00008	bpk:BBK_3278
ko:K05396	bpk:BBK_2334
ko:K00632	bpk:BBK_835
ko:K01133	bpk:BBK_3931
ko:K07003	bpk:BBK_5116
ko:K00433	bpk:BBK_5651
ko:K00249	bpk:BBK_871
ko:K07506	bpk:BBK_2201
ko:K18095	bpk:BBK_3293
ko:K13010	bpk:BBK_5627
ko:K05973	bpk:BBK_409
ko:K09459	bpk:BBK_3882
ko:K15669	bpk:BBK_2136
ko:K00329	bpk:BBK_1204
ko:K00356	bpk:BBK_1204
ko:K07326	bpk:BBK_459
ko:K21449	bpk:BBK_3648
ko:K10014	bpk:BBK_486
ko:K00020	bpk:BBK_3871
ko:K00102	bpk:BBK_5779
ko:K07346	bpk:BBK_3125
ko:K03772	bpk:BBK_4554
ko:K16011	bpk:BBK_4566
ko:K16011	bpk:BBK_880
ko:K00249	bpk:BBK_4780
ko:K22589	bpk:BBK_2319
ko:K11896	bpk:BBK_98
ko:K07782	bpk:BBK_2609
ko:K18248	bpk:BBK_4624
ko:K16319	bpk:BBK_4626
ko:K00523	bpk:BBK_575
ko:K00523	bpk:BBK_3729
ko:K01533	bpk:BBK_1162
ko:K18118	bpk:BBK_5719
ko:K05874	bpk:BBK_5398
ko:K18290	bpk:BBK_4297
ko:K18381	bpk:BBK_4275
ko:K21678	bpk:BBK_5126
ko:K05874	bpk:BBK_3320
ko:K05874	bpk:BBK_3216
ko:K18292	bpk:BBK_4298
ko:K18335	bpk:BBK_3653
ko:K18335	bpk:BBK_3701
ko:K08166	bpk:BBK_5538
ko:K01816	bpk:BBK_2948
ko:K21345	bpk:BBK_1068
ko:K21344	bpk:BBK_2436
ko:K18379	bpk:BBK_4271
ko:K00344	bpk:BBK_5356
ko:K07046	bpk:BBK_3702
ko:K07165	bpk:BBK_6113
ko:K18373	bpk:BBK_4008
ko:K18374	bpk:BBK_4279
ko:K18369	bpk:BBK_3598
ko:K18307	bpk:BBK_5991
ko:K18306	bpk:BBK_5992
ko:K08068	bpk:BBK_4765
ko:K04065	bpk:BBK_5022
ko:K18381	bpk:BBK_4011
ko:K05882	bpk:BBK_3574
ko:K01738	bpk:BBK_2744
ko:K01697	bpk:BBK_2744
ko:K15355	bpk:BBK_6143
ko:K00344	bpk:BBK_5074
ko:K00091	bpk:BBK_4938
ko:K00863	bpk:BBK_3113
ko:K00108	bpk:BBK_1445
ko:K21105	bpk:BBK_3661
ko:K12990	bpk:BBK_3952
ko:K18100	bpk:BBK_3956
ko:K18100	bpk:BBK_3957
ko:K11907	bpk:BBK_5727
ko:K03407	bpk:BBK_1558
ko:K02230	bpk:BBK_3254
ko:K16203	bpk:BBK_5796
ko:K07056	bpk:BBK_1590
ko:K00324	bpk:BBK_2037
ko:K06949	bpk:BBK_2463
ko:K06949	bpk:BBK_2464
ko:K10017	bpk:BBK_2564
ko:K10017	bpk:BBK_2565
ko:K00673	bpk:BBK_2568
ko:K00496	bpk:BBK_2605
ko:K00496	bpk:BBK_2606
ko:K15011	bpk:BBK_1269
ko:K01991	bpk:BBK_2151
ko:K03408	bpk:BBK_5268
ko:K10441	bpk:BBK_6110
ko:K07733	bpk:BBK_1760
ko:K02232	bpk:BBK_530
ko:K15256	bpk:BBK_4526
ko:K01685	bpk:BBK_3704
ko:K03534	bpk:BBK_3706
ko:K07001	bpk:BBK_3723
ko:K01912	bpk:BBK_3733
ko:K05366	bpk:BBK_5437
ko:K06147	bpk:BBK_4596
ko:K13486	bpk:BBK_4609
ko:K02077	bpk:BBK_683
ko:K01387	bpk:BBK_3823
ko:K00860	bpk:BBK_4665
ko:K02343	bpk:BBK_2995
ko:K00138	bpk:BBK_1494
ko:K12255	bpk:BBK_4242
ko:K11904	bpk:BBK_3477
ko:K11904	bpk:BBK_4117
ko:K11904	bpk:BBK_5374
ko:K11904	bpk:BBK_4858
ko:K11904	bpk:BBK_4815
ko:K11904	bpk:BBK_5241
ko:K21757	bpk:BBK_4628
ko:K18480	bpk:BBK_1059
ko:K11901	bpk:BBK_4865
ko:K00476	bpk:BBK_4030
ko:K11893	bpk:BBK_5736
ko:K11891	bpk:BBK_5738
ko:K11892	bpk:BBK_5737
ko:K18475	bpk:BBK_5258
ko:K16234	bpk:BBK_248
ko:K11904	bpk:BBK_5729
ko:K11902	bpk:BBK_5720
ko:K11904	bpk:BBK_5730
ko:K11906	bpk:BBK_5735
ko:K00505	bpk:BBK_4451
ko:K00681	bpk:BBK_1047
ko:K00681	bpk:BBK_5814
ko:K00681	bpk:BBK_793
ko:K00805	bpk:BBK_895
ko:K03332	bpk:BBK_3949
ko:K18676	bpk:BBK_1548
ko:K18138	bpk:BBK_693
ko:K18778	bpk:BBK_1908
ko:K18850	bpk:BBK_2703
ko:K18928	bpk:BBK_2664
ko:K18902	bpk:BBK_5502
ko:K18900	bpk:BBK_5499
ko:K13611	bpk:BBK_6134
ko:K13611	bpk:BBK_6136
ko:K07278	bpk:BBK_522
ko:K01971	bpk:BBK_4987
ko:K18929	bpk:BBK_5534
ko:K18901	bpk:BBK_5501
ko:K18903	bpk:BBK_5503
ko:K03746	bpk:BBK_3137
ko:K03746	bpk:BBK_3156
ko:K03746	bpk:BBK_4900
ko:K03746	bpk:BBK_81
ko:K03746	bpk:BBK_105
ko:K03746	bpk:BBK_1551
ko:K08151	bpk:BBK_5839
ko:K03746	bpk:BBK_1584
ko:K03746	bpk:BBK_4139
ko:K15773	bpk:BBK_4238
ko:K03496	bpk:BBK_5136
ko:K03497	bpk:BBK_5137
ko:K03746	bpk:BBK_6021
ko:K03746	bpk:BBK_5193
ko:K03496	bpk:BBK_6063
ko:K03646	bpk:BBK_2169
ko:K03169	bpk:BBK_1306
ko:K03746	bpk:BBK_3591
ko:K03746	bpk:BBK_5315
ko:K04565	bpk:BBK_515
ko:K03496	bpk:BBK_527
ko:K03746	bpk:BBK_3647
ko:K03111	bpk:BBK_912
ko:K01856	bpk:BBK_4629
ko:K03496	bpk:BBK_1458
ko:K03497	bpk:BBK_1459
ko:K14266	bpk:BBK_4751
ko:K07497	bpk:BBK_740
ko:K12241	bpk:BBK_3902
ko:K12240	bpk:BBK_3903
ko:K12238	bpk:BBK_3906
ko:K03761	bpk:BBK_3316
ko:K03761	bpk:BBK_4172
ko:K03761	bpk:BBK_4209
ko:K03761	bpk:BBK_5194
ko:K07497	bpk:BBK_6084
ko:K07497	bpk:BBK_6091
ko:K19055	bpk:BBK_6093
ko:K05999	bpk:BBK_4715
ko:K07050	bpk:BBK_353
ko:K07050	bpk:BBK_5780
ko:K07484	bpk:BBK_4840
ko:K03526	bpk:BBK_3010
ko:K05396	bpk:BBK_5920
ko:K02663	bpk:BBK_1703
ko:K00820	bpk:BBK_965
ko:K18979	bpk:BBK_645
ko:K07483	bpk:BBK_4841
ko:K02483	bpk:BBK_4071
ko:K07497	bpk:BBK_1639
ko:K07497	bpk:BBK_4810
ko:K07497	bpk:BBK_738
ko:K05874	bpk:BBK_2589
ko:K01458	bpk:BBK_2619
ko:K01139	bpk:BBK_2375
ko:K18373	bpk:BBK_4278
ko:K00344	bpk:BBK_365
ko:K00335	bpk:BBK_317
ko:K00336	bpk:BBK_316
ko:K07485	bpk:BBK_1219
ko:K07485	bpk:BBK_4837
ko:K18373	bpk:BBK_4263
ko:K07498	bpk:BBK_4797
ko:K07498	bpk:BBK_4799
ko:K05913	bpk:BBK_3748
ko:K04772	bpk:BBK_1750
ko:K06867	bpk:BBK_2936
ko:K07497	bpk:BBK_739
ko:K07452	bpk:BBK_1787
ko:K19147	bpk:BBK_1788
ko:K00148	bpk:BBK_3946
ko:K06020	bpk:BBK_1842
ko:K07326	bpk:BBK_4803
ko:K05874	bpk:BBK_1141
ko:K07326	bpk:BBK_4855
ko:K19221	bpk:BBK_3259
ko:K05375	bpk:BBK_3210
ko:K05375	bpk:BBK_3273
ko:K00344	bpk:BBK_326
ko:K12239	bpk:BBK_3904
ko:K01851	bpk:BBK_3909
ko:K02650	bpk:BBK_725
ko:K07749	bpk:BBK_2998
ko:K03309	bpk:BBK_5504
ko:K00571	bpk:BBK_4415
ko:K00020	bpk:BBK_5043
ko:K00499	bpk:BBK_4491
ko:K07100	bpk:BBK_767
ko:K10811	bpk:BBK_6008
ko:K02031	bpk:BBK_3485
ko:K05875	bpk:BBK_3754
ko:K02483	bpk:BBK_3802
ko:K00571	bpk:BBK_1793
ko:K00571	bpk:BBK_6038
ko:K08678	bpk:BBK_5024
ko:K05875	bpk:BBK_5410
ko:K01710	bpk:BBK_2247
ko:K07326	bpk:BBK_4447
ko:K10844	bpk:BBK_3581
ko:K03293	bpk:BBK_3593
ko:K10439	bpk:BBK_3659
ko:K12242	bpk:BBK_3907
ko:K22468	bpk:BBK_5822
ko:K00249	bpk:BBK_299
ko:K01167	bpk:BBK_1964
ko:K03328	bpk:BBK_2277
ko:K03285	bpk:BBK_2380
ko:K02351	bpk:BBK_2542
ko:K03296	bpk:BBK_2725
ko:K05799	bpk:BBK_5532
ko:K00249	bpk:BBK_979
ko:K19339	bpk:BBK_3100
ko:K19265	bpk:BBK_1253
ko:K01066	bpk:BBK_2927
ko:K01785	bpk:BBK_1958
ko:K04771	bpk:BBK_2520
ko:K01992	bpk:BBK_4679
ko:K06016	bpk:BBK_3579
ko:K03722	bpk:BBK_3027
ko:K07497	bpk:BBK_4811
ko:K07497	bpk:BBK_4178
ko:K07497	bpk:BBK_4181
ko:K07497	bpk:BBK_1640
ko:K07497	bpk:BBK_6082
ko:K07497	bpk:BBK_6083
ko:K07497	bpk:BBK_6090
ko:K07497	bpk:BBK_6092
ko:K07497	bpk:BBK_741
ko:K07497	bpk:BBK_4750
ko:K07497	bpk:BBK_5605
ko:K07497	bpk:BBK_5606
ko:K19337	bpk:BBK_1989
ko:K19342	bpk:BBK_3104
ko:K09459	bpk:BBK_5713
ko:K04771	bpk:BBK_699
ko:K13790	bpk:BBK_4133
ko:K00525	bpk:BBK_1929
ko:K19302	bpk:BBK_5158
ko:K00525	bpk:BBK_5063
ko:K19416	bpk:BBK_3006
ko:K19340	bpk:BBK_3106
ko:K19341	bpk:BBK_3105
ko:K11209	bpk:BBK_2017
ko:K21308	bpk:BBK_5081
ko:K00525	bpk:BBK_5685
ko:K19577	bpk:BBK_2196
ko:K19577	bpk:BBK_809
ko:K13612	bpk:BBK_6139
ko:K09690	bpk:BBK_2254
ko:K00799	bpk:BBK_1203
ko:K20257	bpk:BBK_5690
ko:K19713	bpk:BBK_4449
ko:K19670	bpk:BBK_5560
ko:K00992	bpk:BBK_829
ko:K19666	bpk:BBK_3551
ko:K07666	bpk:BBK_701
ko:K08172	bpk:BBK_5925
ko:K16215	bpk:BBK_3207
ko:K19743	bpk:BBK_3495
ko:K19731	bpk:BBK_4221
ko:K20250	bpk:BBK_4222
ko:K07119	bpk:BBK_5850
ko:K07119	bpk:BBK_4585
ko:K07119	bpk:BBK_2926
ko:K06131	bpk:BBK_839
ko:K19784	bpk:BBK_5132
ko:K06132	bpk:BBK_4621
ko:K08744	bpk:BBK_2534
ko:K07147	bpk:BBK_1696
ko:K15777	bpk:BBK_1832
ko:K00799	bpk:BBK_4798
ko:K08992	bpk:BBK_2433
ko:K19804	bpk:BBK_2434
ko:K06016	bpk:BBK_3578
ko:K19813	bpk:BBK_3457
ko:K21636	bpk:BBK_2600
ko:K14731	bpk:BBK_861
ko:K19981	bpk:BBK_4752
ko:K19982	bpk:BBK_4754
ko:K09796	bpk:BBK_2543
ko:K20034	bpk:BBK_2918
ko:K20035	bpk:BBK_2448
ko:K20273	bpk:BBK_4169
ko:K20274	bpk:BBK_3927
ko:K11900	bpk:BBK_5364
ko:K13061	bpk:BBK_3553
ko:K20329	bpk:BBK_259
ko:K20332	bpk:BBK_5988
ko:K00507	bpk:BBK_4788
ko:K00507	bpk:BBK_4791
ko:K00507	bpk:BBK_592
ko:K20444	bpk:BBK_2252
ko:K20455	bpk:BBK_5402
ko:K20429	bpk:BBK_1541
ko:K20333	bpk:BBK_5986
ko:K20542	bpk:BBK_4235
ko:K20543	bpk:BBK_4234
ko:K20534	bpk:BBK_4956
ko:K09788	bpk:BBK_5403
ko:K08282	bpk:BBK_4868
ko:K20541	bpk:BBK_4236
ko:K19591	bpk:BBK_5569
ko:K22130	bpk:BBK_4026
ko:K22131	bpk:BBK_4028
ko:K20866	bpk:BBK_4022
ko:K01214	bpk:BBK_120
ko:K02487	bpk:BBK_4257
ko:K20938	bpk:BBK_3804
ko:K20940	bpk:BBK_4877
ko:K21061	bpk:BBK_5545
ko:K21062	bpk:BBK_5543
ko:K21053	bpk:BBK_2405
ko:K00840	bpk:BBK_2567
ko:K21023	bpk:BBK_3638
ko:K08968	bpk:BBK_2538
ko:K13609	bpk:BBK_5540
ko:K13877	bpk:BBK_5541
ko:K21801	bpk:BBK_4896
ko:K13877	bpk:BBK_5173
ko:K21029	bpk:BBK_1022
ko:K08261	bpk:BBK_680
ko:K00526	bpk:BBK_1930
ko:K22252	bpk:BBK_4407
ko:K00287	bpk:BBK_2471
ko:K00560	bpk:BBK_2477
ko:K07336	bpk:BBK_5904
ko:K01185	bpk:BBK_4319
ko:K00560	bpk:BBK_6005
ko:K06905	bpk:BBK_6026
ko:K06906	bpk:BBK_6027
ko:K06908	bpk:BBK_6030
ko:K06907	bpk:BBK_6031
ko:K06903	bpk:BBK_6036
ko:K06217	bpk:BBK_812
ko:K00558	bpk:BBK_6067
ko:K14059	bpk:BBK_4479
ko:K02316	bpk:BBK_4482
ko:K01520	bpk:BBK_600
ko:K17733	bpk:BBK_1811
ko:K07313	bpk:BBK_4549
ko:K02314	bpk:BBK_2959
ko:K03553	bpk:BBK_731
ko:K03676	bpk:BBK_1018
ko:K07451	bpk:BBK_5604
ko:K05874	bpk:BBK_1561
ko:K02335	bpk:BBK_4497
