ko:K00086	kpx:PMK1_01008
ko:K00974	kpx:PMK1_00935
ko:K06153	kpx:PMK1_00936
ko:K01633	kpx:PMK1_00937
ko:K08591	kpx:PMK1_00938
ko:K03190	kpx:PMK1_00939
ko:K01430	kpx:PMK1_00940
ko:K01429	kpx:PMK1_00941
ko:K01428	kpx:PMK1_00942
ko:K03187	kpx:PMK1_00943
ko:K03188	kpx:PMK1_00944
ko:K03189	kpx:PMK1_00945
ko:K01409	kpx:PMK1_00947
ko:K02970	kpx:PMK1_00948
ko:K03086	kpx:PMK1_00950
ko:K03649	kpx:PMK1_00951
ko:K12687	kpx:PMK1_00960
ko:K06946	kpx:PMK1_00963
ko:K03657	kpx:PMK1_00967
ko:K03427	kpx:PMK1_00970
ko:K01154	kpx:PMK1_00971
ko:K01153	kpx:PMK1_00972
ko:K01595	kpx:PMK1_01735
ko:K07347	kpx:PMK1_00462
ko:K07347	kpx:PMK1_00463
ko:K07345	kpx:PMK1_00465
ko:K00138	kpx:PMK1_00466
ko:K01118	kpx:PMK1_00469
ko:K00375	kpx:PMK1_00478
ko:K03647	kpx:PMK1_00481
ko:K02000	kpx:PMK1_00484
ko:K02001	kpx:PMK1_00485
ko:K02002	kpx:PMK1_00486
ko:K15974	kpx:PMK1_00489
ko:K03543	kpx:PMK1_00490
ko:K03446	kpx:PMK1_00491
ko:K01649	kpx:PMK1_00492
ko:K07173	kpx:PMK1_00494
ko:K01919	kpx:PMK1_00495
ko:K03563	kpx:PMK1_00504
ko:K01872	kpx:PMK1_00505
ko:K03565	kpx:PMK1_00506
ko:K03743	kpx:PMK1_00508
ko:K02077	kpx:PMK1_00509
ko:K02075	kpx:PMK1_00510
ko:K02074	kpx:PMK1_00511
ko:K08305	kpx:PMK1_00513
ko:K04759	kpx:PMK1_01283
ko:K07490	kpx:PMK1_01284
ko:K02170	kpx:PMK1_01286
ko:K07400	kpx:PMK1_01288
ko:K06155	kpx:PMK1_01289
ko:K00705	kpx:PMK1_01290
ko:K00688	kpx:PMK1_01291
ko:K03556	kpx:PMK1_01292
ko:K02444	kpx:PMK1_01293
ko:K02441	kpx:PMK1_01294
ko:K02439	kpx:PMK1_01295
ko:K00111	kpx:PMK1_01296
ko:K00688	kpx:PMK1_01297
ko:K00703	kpx:PMK1_01298
ko:K00975	kpx:PMK1_01299
ko:K00700	kpx:PMK1_01301
ko:K00133	kpx:PMK1_01302
ko:K06156	kpx:PMK1_01303
ko:K00851	kpx:PMK1_01304
ko:K06145	kpx:PMK1_01305
ko:K06911	kpx:PMK1_01306
ko:K03825	kpx:PMK1_01309
ko:K00681	kpx:PMK1_01310
ko:K01126	kpx:PMK1_01312
ko:K05816	kpx:PMK1_01313
ko:K05815	kpx:PMK1_01314
ko:K05814	kpx:PMK1_01315
ko:K05813	kpx:PMK1_01316
ko:K07341	kpx:PMK1_01317
ko:K01996	kpx:PMK1_01319
ko:K01995	kpx:PMK1_01320
ko:K01998	kpx:PMK1_01321
ko:K01997	kpx:PMK1_01322
ko:K01999	kpx:PMK1_01323
ko:K01999	kpx:PMK1_01325
ko:K00823	kpx:PMK1_01327
ko:K00375	kpx:PMK1_01328
ko:K03089	kpx:PMK1_01329
ko:K09811	kpx:PMK1_01330
ko:K09812	kpx:PMK1_01331
ko:K09800	kpx:PMK1_02086
ko:K01507	kpx:PMK1_02089
ko:K02058	kpx:PMK1_02090
ko:K02056	kpx:PMK1_02091
ko:K02057	kpx:PMK1_02092
ko:K02057	kpx:PMK1_02093
ko:K03841	kpx:PMK1_02094
ko:K02558	kpx:PMK1_02095
ko:K09889	kpx:PMK1_02098
ko:K03592	kpx:PMK1_02099
ko:K15536	kpx:PMK1_02100
ko:K01465	kpx:PMK1_02106
ko:K01042	kpx:PMK1_02107
ko:K02760	kpx:PMK1_02116
ko:K01222	kpx:PMK1_02117
ko:K02761	kpx:PMK1_02118
ko:K01226	kpx:PMK1_02119
ko:K02818	kpx:PMK1_02120
ko:K02819	kpx:PMK1_02120
ko:K03485	kpx:PMK1_02121
ko:K01531	kpx:PMK1_02122
ko:K09022	kpx:PMK1_02123
ko:K00610	kpx:PMK1_02124
ko:K00609	kpx:PMK1_02125
ko:K00611	kpx:PMK1_02127
ko:K09893	kpx:PMK1_02128
ko:K06169	kpx:PMK1_02129
ko:K03828	kpx:PMK1_02130
ko:K01873	kpx:PMK1_02131
ko:K02339	kpx:PMK1_02132
ko:K01255	kpx:PMK1_02133
ko:K02680	kpx:PMK1_00715
ko:K02679	kpx:PMK1_00716
ko:K13292	kpx:PMK1_00718
ko:K08484	kpx:PMK1_00719
ko:K08311	kpx:PMK1_00720
ko:K03573	kpx:PMK1_00721
ko:K08227	kpx:PMK1_00725
ko:K05939	kpx:PMK1_00726
ko:K02529	kpx:PMK1_00727
ko:K13637	kpx:PMK1_00729
ko:K05350	kpx:PMK1_00730
ko:K02761	kpx:PMK1_00731
ko:K01586	kpx:PMK1_00733
ko:K10193	kpx:PMK1_00737
ko:K10194	kpx:PMK1_00738
ko:K10195	kpx:PMK1_00740
ko:K10192	kpx:PMK1_00741
ko:K01193	kpx:PMK1_00743
ko:K02532	kpx:PMK1_00744
ko:K02100	kpx:PMK1_00746
ko:K00065	kpx:PMK1_00747
ko:K01730	kpx:PMK1_00748
ko:K00626	kpx:PMK1_00750
ko:K07347	kpx:PMK1_00760
ko:K07345	kpx:PMK1_00762
ko:K02073	kpx:PMK1_01535
ko:K09958	kpx:PMK1_01538
ko:K07006	kpx:PMK1_01539
ko:K07552	kpx:PMK1_01547
ko:K07106	kpx:PMK1_01548
ko:K11191	kpx:PMK1_01549
ko:K11192	kpx:PMK1_01549
ko:K16514	kpx:PMK1_01553
ko:K10218	kpx:PMK1_01554
ko:K16515	kpx:PMK1_01555
ko:K16516	kpx:PMK1_01556
ko:K02760	kpx:PMK1_01560
ko:K02761	kpx:PMK1_01561
ko:K02759	kpx:PMK1_01562
ko:K02024	kpx:PMK1_01563
ko:K11082	kpx:PMK1_01564
ko:K11083	kpx:PMK1_01565
ko:K11084	kpx:PMK1_01566
ko:K11081	kpx:PMK1_01567
ko:K03430	kpx:PMK1_01569
ko:K05306	kpx:PMK1_01570
ko:K07726	kpx:PMK1_01573
ko:K07784	kpx:PMK1_01575
ko:K07783	kpx:PMK1_01576
ko:K07675	kpx:PMK1_01577
ko:K01653	kpx:PMK1_01579
ko:K01652	kpx:PMK1_01580
ko:K00215	kpx:PMK1_02347
ko:K01956	kpx:PMK1_02348
ko:K01955	kpx:PMK1_02349
ko:K11746	kpx:PMK1_02351
ko:K01525	kpx:PMK1_02354
ko:K06195	kpx:PMK1_02355
ko:K02528	kpx:PMK1_02356
ko:K00097	kpx:PMK1_02357
ko:K03771	kpx:PMK1_02358
ko:K04744	kpx:PMK1_02359
ko:K05801	kpx:PMK1_02360
ko:K07702	kpx:PMK1_02361
ko:K07700	kpx:PMK1_02362
ko:K05964	kpx:PMK1_02364
ko:K06177	kpx:PMK1_02365
ko:K03580	kpx:PMK1_02366
ko:K02336	kpx:PMK1_02367
ko:K01804	kpx:PMK1_02369
ko:K00853	kpx:PMK1_02370
ko:K02099	kpx:PMK1_02371
ko:K02062	kpx:PMK1_02373
ko:K02063	kpx:PMK1_02374
ko:K02064	kpx:PMK1_02375
ko:K11925	kpx:PMK1_02376
ko:K03291	kpx:PMK1_02378
ko:K08194	kpx:PMK1_02379
ko:K03785	kpx:PMK1_02381
ko:K00014	kpx:PMK1_02383
ko:K01704	kpx:PMK1_02385
ko:K01703	kpx:PMK1_02386
ko:K00052	kpx:PMK1_02387
ko:K01649	kpx:PMK1_02388
ko:K05798	kpx:PMK1_02389
ko:K01652	kpx:PMK1_02390
ko:K01653	kpx:PMK1_02391
ko:K03435	kpx:PMK1_02392
ko:K03925	kpx:PMK1_02393
ko:K01993	kpx:PMK1_03155
ko:K00615	kpx:PMK1_03160
ko:K00615	kpx:PMK1_03161
ko:K11927	kpx:PMK1_03162
ko:K13650	kpx:PMK1_03167
ko:K06970	kpx:PMK1_03169
ko:K10038	kpx:PMK1_03171
ko:K10037	kpx:PMK1_03172
ko:K10036	kpx:PMK1_03173
ko:K04047	kpx:PMK1_03174
ko:K11939	kpx:PMK1_03175
ko:K11934	kpx:PMK1_03176
ko:K11924	kpx:PMK1_03179
ko:K01223	kpx:PMK1_03181
ko:K03492	kpx:PMK1_03182
ko:K01187	kpx:PMK1_03186
ko:K08191	kpx:PMK1_03187
ko:K07757	kpx:PMK1_03190
ko:K00656	kpx:PMK1_03191
ko:K04069	kpx:PMK1_03192
ko:K03750	kpx:PMK1_03194
ko:K13051	kpx:PMK1_03195
ko:K13892	kpx:PMK1_03196
ko:K13889	kpx:PMK1_03197
ko:K13890	kpx:PMK1_03198
ko:K13891	kpx:PMK1_03199
ko:K14441	kpx:PMK1_03200
ko:K02532	kpx:PMK1_03931
ko:K01190	kpx:PMK1_03932
ko:K13633	kpx:PMK1_03937
ko:K00549	kpx:PMK1_03939
ko:K11959	kpx:PMK1_03940
ko:K11960	kpx:PMK1_03941
ko:K11961	kpx:PMK1_03942
ko:K11962	kpx:PMK1_03943
ko:K11963	kpx:PMK1_03944
ko:K15268	kpx:PMK1_03947
ko:K13630	kpx:PMK1_03948
ko:K13632	kpx:PMK1_03949
ko:K03712	kpx:PMK1_03950
ko:K05595	kpx:PMK1_03951
ko:K08159	kpx:PMK1_03952
ko:K00058	kpx:PMK1_03955
ko:K01714	kpx:PMK1_03956
ko:K00016	kpx:PMK1_03961
ko:K03829	kpx:PMK1_03962
ko:K08324	kpx:PMK1_03964
ko:K01425	kpx:PMK1_03965
ko:K00041	kpx:PMK1_03969
ko:K01607	kpx:PMK1_03974
ko:K00598	kpx:PMK1_03975
ko:K00281	kpx:PMK1_00824
ko:K02437	kpx:PMK1_00825
ko:K00605	kpx:PMK1_00826
ko:K03185	kpx:PMK1_00828
ko:K01262	kpx:PMK1_00829
ko:K09895	kpx:PMK1_00830
ko:K09888	kpx:PMK1_00831
ko:K01934	kpx:PMK1_00832
ko:K00058	kpx:PMK1_00833
ko:K01807	kpx:PMK1_00834
ko:K05596	kpx:PMK1_00835
ko:K09807	kpx:PMK1_00836
ko:K06895	kpx:PMK1_00837
ko:K03442	kpx:PMK1_00838
ko:K01624	kpx:PMK1_00839
ko:K00927	kpx:PMK1_00840
ko:K03472	kpx:PMK1_00841
ko:K00615	kpx:PMK1_00842
ko:K07387	kpx:PMK1_00843
ko:K01480	kpx:PMK1_00844
ko:K01585	kpx:PMK1_00845
ko:K00789	kpx:PMK1_00846
ko:K08137	kpx:PMK1_00847
ko:K02742	kpx:PMK1_00848
ko:K01150	kpx:PMK1_00849
ko:K09761	kpx:PMK1_00850
ko:K01920	kpx:PMK1_00851
ko:K07735	kpx:PMK1_00852
ko:K07447	kpx:PMK1_00853
ko:K02669	kpx:PMK1_00855
ko:K06997	kpx:PMK1_00856
ko:K02221	kpx:PMK1_00857
ko:K01438	kpx:PMK1_01736
ko:K00145	kpx:PMK1_01737
ko:K00930	kpx:PMK1_01738
ko:K01755	kpx:PMK1_01739
ko:K04761	kpx:PMK1_01740
ko:K00322	kpx:PMK1_01741
ko:K16092	kpx:PMK1_01745
ko:K01776	kpx:PMK1_01746
ko:K09897	kpx:PMK1_01752
ko:K07391	kpx:PMK1_01753
ko:K01652	kpx:PMK1_01754
ko:K11258	kpx:PMK1_01755
ko:K00826	kpx:PMK1_01756
ko:K01687	kpx:PMK1_01757
ko:K01754	kpx:PMK1_01758
ko:K02521	kpx:PMK1_01759
ko:K00053	kpx:PMK1_01760
ko:K03769	kpx:PMK1_01761
ko:K03769	kpx:PMK1_01762
ko:K03656	kpx:PMK1_01763
ko:K07150	kpx:PMK1_01764
ko:K01524	kpx:PMK1_01767
ko:K03732	kpx:PMK1_01768
ko:K03671	kpx:PMK1_01769
ko:K03628	kpx:PMK1_01770
ko:K02851	kpx:PMK1_01771
ko:K05790	kpx:PMK1_01772
ko:K01791	kpx:PMK1_01773
ko:K02472	kpx:PMK1_01774
ko:K00973	kpx:PMK1_01776
ko:K16704	kpx:PMK1_01777
ko:K02805	kpx:PMK1_01778
ko:K16693	kpx:PMK1_01779
ko:K12582	kpx:PMK1_01780
ko:K03271	kpx:PMK1_02541
ko:K00346	kpx:PMK1_02544
ko:K00347	kpx:PMK1_02545
ko:K00348	kpx:PMK1_02546
ko:K00349	kpx:PMK1_02547
ko:K00350	kpx:PMK1_02548
ko:K00351	kpx:PMK1_02549
ko:K05952	kpx:PMK1_02550
ko:K02346	kpx:PMK1_02552
ko:K03830	kpx:PMK1_02553
ko:K01270	kpx:PMK1_02554
ko:K00769	kpx:PMK1_02555
ko:K11750	kpx:PMK1_02556
ko:K11926	kpx:PMK1_02557
ko:K15735	kpx:PMK1_02558
ko:K11735	kpx:PMK1_02559
ko:K07250	kpx:PMK1_02560
ko:K00135	kpx:PMK1_02561
ko:K15736	kpx:PMK1_02562
ko:K15737	kpx:PMK1_02563
ko:K09982	kpx:PMK1_02564
ko:K02775	kpx:PMK1_02567
ko:K00058	kpx:PMK1_02568
ko:K00059	kpx:PMK1_02569
ko:K00880	kpx:PMK1_02570
ko:K02443	kpx:PMK1_02571
ko:K00382	kpx:PMK1_02574
ko:K00627	kpx:PMK1_02575
ko:K03556	kpx:PMK1_02578
ko:K03451	kpx:PMK1_03354
ko:K07246	kpx:PMK1_03355
ko:K16135	kpx:PMK1_03356
ko:K09471	kpx:PMK1_03357
ko:K14056	kpx:PMK1_03359
ko:K09473	kpx:PMK1_03360
ko:K09470	kpx:PMK1_03361
ko:K14052	kpx:PMK1_03363
ko:K07124	kpx:PMK1_03366
ko:K01085	kpx:PMK1_03368
ko:K03809	kpx:PMK1_03370
ko:K09016	kpx:PMK1_03372
ko:K09024	kpx:PMK1_03373
ko:K09019	kpx:PMK1_03374
ko:K09023	kpx:PMK1_03375
ko:K09021	kpx:PMK1_03376
ko:K09020	kpx:PMK1_03377
ko:K09018	kpx:PMK1_03378
ko:K13821	kpx:PMK1_03381
ko:K11928	kpx:PMK1_03382
ko:K03317	kpx:PMK1_03384
ko:K07243	kpx:PMK1_03385
ko:K07224	kpx:PMK1_03386
ko:K16301	kpx:PMK1_03387
ko:K03673	kpx:PMK1_03389
ko:K06911	kpx:PMK1_03392
ko:K12972	kpx:PMK1_03395
ko:K04477	kpx:PMK1_03396
ko:K11941	kpx:PMK1_03401
ko:K03670	kpx:PMK1_03402
ko:K03457	kpx:PMK1_04130
ko:K01487	kpx:PMK1_04131
ko:K02529	kpx:PMK1_04133
ko:K03335	kpx:PMK1_04134
ko:K03707	kpx:PMK1_04137
ko:K15600	kpx:PMK1_04138
ko:K15599	kpx:PMK1_04139
ko:K15598	kpx:PMK1_04140
ko:K00836	kpx:PMK1_04141
ko:K13745	kpx:PMK1_04142
ko:K01273	kpx:PMK1_04148
ko:K06136	kpx:PMK1_04149
ko:K06137	kpx:PMK1_04150
ko:K06138	kpx:PMK1_04151
ko:K06139	kpx:PMK1_04152
ko:K01951	kpx:PMK1_04154
ko:K05515	kpx:PMK1_04155
ko:K03782	kpx:PMK1_04157
ko:K06916	kpx:PMK1_04158
ko:K07507	kpx:PMK1_04159
ko:K08369	kpx:PMK1_04160
ko:K02759	kpx:PMK1_04161
ko:K02760	kpx:PMK1_04162
ko:K05989	kpx:PMK1_04166
ko:K02761	kpx:PMK1_04167
ko:K02030	kpx:PMK1_04172
ko:K04063	kpx:PMK1_04174
ko:K03724	kpx:PMK1_a00016
ko:K02532	kpx:PMK1_a00021
ko:K01190	kpx:PMK1_a00022
ko:K01070	kpx:PMK1_a00027
ko:K00121	kpx:PMK1_a00028
ko:K02033	kpx:PMK1_a00036
ko:K02034	kpx:PMK1_a00037
ko:K01999	kpx:PMK1_a00039
ko:K03088	kpx:PMK1_a00042
ko:K07165	kpx:PMK1_a00043
ko:K16091	kpx:PMK1_a00044
ko:K02016	kpx:PMK1_a00045
ko:K02015	kpx:PMK1_a00046
ko:K02015	kpx:PMK1_a00047
ko:K02013	kpx:PMK1_a00048
ko:K02041	kpx:PMK1_a00054
ko:K02044	kpx:PMK1_a00055
ko:K02042	kpx:PMK1_a00056
ko:K12944	kpx:PMK1_00155
ko:K01911	kpx:PMK1_00156
ko:K02549	kpx:PMK1_00157
ko:K01661	kpx:PMK1_00158
ko:K08680	kpx:PMK1_00159
ko:K02551	kpx:PMK1_00160
ko:K02552	kpx:PMK1_00161
ko:K02348	kpx:PMK1_00162
ko:K00784	kpx:PMK1_00163
ko:K00343	kpx:PMK1_00164
ko:K00342	kpx:PMK1_00165
ko:K00341	kpx:PMK1_00166
ko:K00340	kpx:PMK1_00167
ko:K00339	kpx:PMK1_00168
ko:K00338	kpx:PMK1_00169
ko:K00337	kpx:PMK1_00170
ko:K00334	kpx:PMK1_00173
ko:K13378	kpx:PMK1_00174
ko:K00331	kpx:PMK1_00175
ko:K00330	kpx:PMK1_00176
ko:K14260	kpx:PMK1_00178
ko:K09161	kpx:PMK1_00182
ko:K09899	kpx:PMK1_00183
ko:K00925	kpx:PMK1_00184
ko:K13788	kpx:PMK1_00185
ko:K07095	kpx:PMK1_00187
ko:K07589	kpx:PMK1_00190
ko:K07071	kpx:PMK1_00191
ko:K10017	kpx:PMK1_00193
ko:K10015	kpx:PMK1_00194
ko:K10016	kpx:PMK1_00195
ko:K10014	kpx:PMK1_00196
ko:K10013	kpx:PMK1_00197
ko:K03186	kpx:PMK1_00198
ko:K00764	kpx:PMK1_00199
ko:K03558	kpx:PMK1_00200
ko:K03749	kpx:PMK1_00201
ko:K04095	kpx:PMK1_00981
ko:K07350	kpx:PMK1_00984
ko:K07349	kpx:PMK1_00985
ko:K07348	kpx:PMK1_00986
ko:K07347	kpx:PMK1_00987
ko:K07347	kpx:PMK1_00989
ko:K07346	kpx:PMK1_00990
ko:K07351	kpx:PMK1_00991
ko:K07345	kpx:PMK1_00992
ko:K07679	kpx:PMK1_00998
ko:K02440	kpx:PMK1_01002
ko:K05880	kpx:PMK1_01011
ko:K00005	kpx:PMK1_01012
ko:K05878	kpx:PMK1_01013
ko:K05879	kpx:PMK1_01014
ko:K05881	kpx:PMK1_01015
ko:K07229	kpx:PMK1_01017
ko:K09251	kpx:PMK1_01019
ko:K11530	kpx:PMK1_01020
ko:K08321	kpx:PMK1_01021
ko:K10555	kpx:PMK1_01022
ko:K10557	kpx:PMK1_01023
ko:K10556	kpx:PMK1_01024
ko:K10558	kpx:PMK1_01025
ko:K11531	kpx:PMK1_01026
ko:K11216	kpx:PMK1_01027
ko:K00219	kpx:PMK1_01028
ko:K11391	kpx:PMK1_01029
ko:K02853	kpx:PMK1_01781
ko:K02852	kpx:PMK1_01782
ko:K02498	kpx:PMK1_01788
ko:K02496	kpx:PMK1_01789
ko:K01719	kpx:PMK1_01790
ko:K01749	kpx:PMK1_01791
ko:K05851	kpx:PMK1_01792
ko:K06202	kpx:PMK1_01793
ko:K01778	kpx:PMK1_01795
ko:K09921	kpx:PMK1_01796
ko:K03733	kpx:PMK1_01797
ko:K03657	kpx:PMK1_01799
ko:K03284	kpx:PMK1_01800
ko:K05786	kpx:PMK1_01801
ko:K01058	kpx:PMK1_01803
ko:K03654	kpx:PMK1_01804
ko:K05835	kpx:PMK1_01805
ko:K05834	kpx:PMK1_01807
ko:K01048	kpx:PMK1_01808
ko:K03576	kpx:PMK1_01811
ko:K00549	kpx:PMK1_01812
ko:K01061	kpx:PMK1_01813
ko:K00757	kpx:PMK1_01814
ko:K09760	kpx:PMK1_01815
ko:K03183	kpx:PMK1_01816
ko:K03690	kpx:PMK1_01817
ko:K03688	kpx:PMK1_01818
ko:K03116	kpx:PMK1_01819
ko:K03117	kpx:PMK1_01820
ko:K03118	kpx:PMK1_01821
ko:K03424	kpx:PMK1_01822
ko:K03182	kpx:PMK1_01824
ko:K05368	kpx:PMK1_01825
ko:K01825	kpx:PMK1_01827
ko:K03498	kpx:PMK1_01830
ko:K00230	kpx:PMK1_01831
ko:K03981	kpx:PMK1_02591
ko:K00147	kpx:PMK1_02606
ko:K00931	kpx:PMK1_02607
ko:K11929	kpx:PMK1_02608
ko:K02042	kpx:PMK1_02612
ko:K02042	kpx:PMK1_02613
ko:K02044	kpx:PMK1_02614
ko:K02041	kpx:PMK1_02615
ko:K02029	kpx:PMK1_02622
ko:K02029	kpx:PMK1_02623
ko:K02028	kpx:PMK1_02624
ko:K02030	kpx:PMK1_02625
ko:K01996	kpx:PMK1_02627
ko:K01995	kpx:PMK1_02628
ko:K01998	kpx:PMK1_02629
ko:K01997	kpx:PMK1_02630
ko:K01999	kpx:PMK1_02631
ko:K03736	kpx:PMK1_02632
ko:K03735	kpx:PMK1_02633
ko:K16235	kpx:PMK1_02635
ko:K16235	kpx:PMK1_02636
ko:K00547	kpx:PMK1_02637
ko:K15551	kpx:PMK1_02638
ko:K10831	kpx:PMK1_02639
ko:K15552	kpx:PMK1_02640
ko:K03119	kpx:PMK1_02641
ko:K03669	kpx:PMK1_03403
ko:K12147	kpx:PMK1_03405
ko:K08161	kpx:PMK1_03406
ko:K02517	kpx:PMK1_03407
ko:K07146	kpx:PMK1_03408
ko:K02846	kpx:PMK1_03410
ko:K12148	kpx:PMK1_03411
ko:K12149	kpx:PMK1_03412
ko:K01465	kpx:PMK1_03413
ko:K08162	kpx:PMK1_03415
ko:K03790	kpx:PMK1_03416
ko:K09915	kpx:PMK1_03417
ko:K03810	kpx:PMK1_03418
ko:K03980	kpx:PMK1_03419
ko:K08300	kpx:PMK1_03422
ko:K06179	kpx:PMK1_03423
ko:K07040	kpx:PMK1_03425
ko:K02911	kpx:PMK1_03426
ko:K03621	kpx:PMK1_03427
ko:K00648	kpx:PMK1_03428
ko:K00645	kpx:PMK1_03429
ko:K00059	kpx:PMK1_03430
ko:K02078	kpx:PMK1_03431
ko:K09458	kpx:PMK1_03432
ko:K02619	kpx:PMK1_03433
ko:K07082	kpx:PMK1_03434
ko:K00943	kpx:PMK1_03435
ko:K02341	kpx:PMK1_03436
ko:K03424	kpx:PMK1_03437
ko:K02778	kpx:PMK1_03438
ko:K02779	kpx:PMK1_03438
ko:K02503	kpx:PMK1_03439
ko:K07337	kpx:PMK1_03441
ko:K07251	kpx:PMK1_03442
ko:K01207	kpx:PMK1_03443
ko:K07000	kpx:PMK1_03444
ko:K03885	kpx:PMK1_03445
ko:K02014	kpx:PMK1_03447
ko:K12151	kpx:PMK1_03449
ko:K03723	kpx:PMK1_03451
ko:K09808	kpx:PMK1_03452
ko:K09810	kpx:PMK1_03453
ko:K09808	kpx:PMK1_03454
ko:K05343	kpx:PMK1_04181
ko:K02972	kpx:PMK1_04189
ko:K00027	kpx:PMK1_04190
ko:K01507	kpx:PMK1_04194
ko:K13953	kpx:PMK1_04195
ko:K02035	kpx:PMK1_04196
ko:K02033	kpx:PMK1_04197
ko:K02034	kpx:PMK1_04198
ko:K07091	kpx:PMK1_02134
ko:K11720	kpx:PMK1_02135
ko:K06915	kpx:PMK1_02136
ko:K06606	kpx:PMK1_02137
ko:K02030	kpx:PMK1_02899
ko:K02029	kpx:PMK1_02900
ko:K02029	kpx:PMK1_02901
ko:K02028	kpx:PMK1_02902
ko:K15373	kpx:PMK1_02903
ko:K15372	kpx:PMK1_02904
ko:K02034	kpx:PMK1_02907
ko:K02033	kpx:PMK1_02908
ko:K02035	kpx:PMK1_02909
ko:K02167	kpx:PMK1_02913
ko:K02168	kpx:PMK1_02914
ko:K16053	kpx:PMK1_02916
ko:K03566	kpx:PMK1_02917
ko:K17203	kpx:PMK1_02921
ko:K17204	kpx:PMK1_02922
ko:K17202	kpx:PMK1_02927
ko:K00864	kpx:PMK1_02928
ko:K00615	kpx:PMK1_02930
ko:K00615	kpx:PMK1_02931
ko:K02362	kpx:PMK1_02932
ko:K07214	kpx:PMK1_02934
ko:K02364	kpx:PMK1_02936
ko:K02013	kpx:PMK1_02937
ko:K02015	kpx:PMK1_02938
ko:K02015	kpx:PMK1_02939
ko:K08225	kpx:PMK1_02940
ko:K02016	kpx:PMK1_02941
ko:K02361	kpx:PMK1_02942
ko:K02363	kpx:PMK1_02943
ko:K01252	kpx:PMK1_02944
ko:K00216	kpx:PMK1_02945
ko:K06200	kpx:PMK1_02947
ko:K03113	kpx:PMK1_03664
ko:K04062	kpx:PMK1_03665
ko:K01147	kpx:PMK1_03668
ko:K00208	kpx:PMK1_03670
ko:K09975	kpx:PMK1_03671
ko:K03457	kpx:PMK1_03672
ko:K08170	kpx:PMK1_03682
ko:K03974	kpx:PMK1_03683
ko:K03969	kpx:PMK1_03684
ko:K03970	kpx:PMK1_03685
ko:K03971	kpx:PMK1_03687
ko:K06918	kpx:PMK1_03688
ko:K08990	kpx:PMK1_03689
ko:K13636	kpx:PMK1_03690
ko:K01222	kpx:PMK1_03691
ko:K03721	kpx:PMK1_03692
ko:K07120	kpx:PMK1_03693
ko:K11065	kpx:PMK1_03694
ko:K14054	kpx:PMK1_03696
ko:K15580	kpx:PMK1_03697
ko:K06889	kpx:PMK1_03701
ko:K01192	kpx:PMK1_03704
ko:K00694	kpx:PMK1_03710
ko:K04749	kpx:PMK1_03714
ko:K04757	kpx:PMK1_03715
ko:K05713	kpx:PMK1_04485
ko:K05712	kpx:PMK1_04486
ko:K05818	kpx:PMK1_04487
ko:K02016	kpx:PMK1_04488
ko:K02015	kpx:PMK1_04489
ko:K02013	kpx:PMK1_04490
ko:K02020	kpx:PMK1_04491
ko:K00014	kpx:PMK1_04492
ko:K08194	kpx:PMK1_04493
ko:K00457	kpx:PMK1_04494
ko:K00873	kpx:PMK1_04497
ko:K06078	kpx:PMK1_04498
ko:K02426	kpx:PMK1_04500
ko:K11717	kpx:PMK1_04501
ko:K09015	kpx:PMK1_04502
ko:K09013	kpx:PMK1_04503
ko:K09014	kpx:PMK1_04504
ko:K05997	kpx:PMK1_04505
ko:K00101	kpx:PMK1_04509
ko:K02016	kpx:PMK1_04515
ko:K02015	kpx:PMK1_04516
ko:K02013	kpx:PMK1_04517
ko:K00549	kpx:PMK1_04519
ko:K09773	kpx:PMK1_04528
ko:K01626	kpx:PMK1_04529
ko:K08997	kpx:PMK1_04531
ko:K06074	kpx:PMK1_04533
ko:K00432	kpx:PMK1_04534
ko:K03313	kpx:PMK1_c00074
ko:K07075	kpx:PMK1_c00078
ko:K08310	kpx:PMK1_04741
ko:K01876	kpx:PMK1_04742
ko:K07136	kpx:PMK1_04745
ko:K15256	kpx:PMK1_04746
ko:K15257	kpx:PMK1_04747
ko:K06201	kpx:PMK1_04748
ko:K09907	kpx:PMK1_04749
ko:K01887	kpx:PMK1_04750
ko:K15532	kpx:PMK1_04751
ko:K16210	kpx:PMK1_04752
ko:K14064	kpx:PMK1_04753
ko:K00697	kpx:PMK1_04754
ko:K01087	kpx:PMK1_04755
ko:K10538	kpx:PMK1_04756
ko:K10539	kpx:PMK1_04757
ko:K10537	kpx:PMK1_04758
ko:K02255	kpx:PMK1_04759
ko:K16210	kpx:PMK1_04760
ko:K02217	kpx:PMK1_04764
ko:K03834	kpx:PMK1_04766
ko:K07039	kpx:PMK1_04767
ko:K01714	kpx:PMK1_04768
ko:K00995	kpx:PMK1_04772
ko:K03703	kpx:PMK1_04773
ko:K07689	kpx:PMK1_04774
ko:K07782	kpx:PMK1_04776
ko:K10010	kpx:PMK1_04777
ko:K10009	kpx:PMK1_04778
ko:K02424	kpx:PMK1_04780
ko:K01176	kpx:PMK1_04781
ko:K07781	kpx:PMK1_04783
ko:K09781	kpx:PMK1_04787
ko:K07458	kpx:PMK1_04789
ko:K05794	kpx:PMK1_ndm00283
ko:K05795	kpx:PMK1_ndm00284
ko:K05795	kpx:PMK1_ndm00285
ko:K09131	kpx:PMK1_00858
ko:K02428	kpx:PMK1_00859
