ko:K07005	bmal:DM55_4437
ko:K14221	bmal:DM55_90
ko:K14237	bmal:DM55_95
ko:K14228	bmal:DM55_133
ko:K14224	bmal:DM55_247
ko:K14218	bmal:DM55_248
ko:K14233	bmal:DM55_294
ko:K14237	bmal:DM55_2201
ko:K14237	bmal:DM55_3054
ko:K14232	bmal:DM55_2770
ko:K14218	bmal:DM55_1354
ko:K14218	bmal:DM55_4128
ko:K14218	bmal:DM55_2645
ko:K14227	bmal:DM55_1355
ko:K14227	bmal:DM55_2644
ko:K14227	bmal:DM55_4127
ko:K01046	bmal:DM55_3734
ko:K14225	bmal:DM55_1278
ko:K14230	bmal:DM55_3400
ko:K07278	bmal:DM55_2064
ko:K07050	bmal:DM55_2572
ko:K18249	bmal:DM55_3511
ko:K07485	bmal:DM55_164
ko:K07485	bmal:DM55_2508
ko:K07485	bmal:DM55_2886
ko:K07485	bmal:DM55_293
ko:K07485	bmal:DM55_3740
ko:K07497	bmal:DM55_2955
ko:K07497	bmal:DM55_4453
ko:K07497	bmal:DM55_2370
ko:K19055	bmal:DM55_4622
ko:K05999	bmal:DM55_3612
ko:K18373	bmal:DM55_4944
ko:K07485	bmal:DM55_4484
ko:K07050	bmal:DM55_4514
ko:K00344	bmal:DM55_3867
ko:K03526	bmal:DM55_3191
ko:K14742	bmal:DM55_230
ko:K07483	bmal:DM55_2164
ko:K00820	bmal:DM55_1026
ko:K03761	bmal:DM55_4891
ko:K03761	bmal:DM55_3630
ko:K03761	bmal:DM55_2927
ko:K18979	bmal:DM55_1761
ko:K18248	bmal:DM55_3512
ko:K03746	bmal:DM55_4777
ko:K03746	bmal:DM55_4861
ko:K03169	bmal:DM55_1542
ko:K03646	bmal:DM55_2375
ko:K15773	bmal:DM55_4919
ko:K07001	bmal:DM55_766
ko:K03746	bmal:DM55_3379
ko:K03746	bmal:DM55_906
ko:K03746	bmal:DM55_944
ko:K03496	bmal:DM55_981
ko:K03497	bmal:DM55_982
ko:K01856	bmal:DM55_3517
ko:K03111	bmal:DM55_1102
ko:K03746	bmal:DM55_2811
ko:K03746	bmal:DM55_3631
ko:K03497	bmal:DM55_3702
ko:K03496	bmal:DM55_3703
ko:K08151	bmal:DM55_4549
ko:K03496	bmal:DM55_2059
ko:K04565	bmal:DM55_2071
ko:K03746	bmal:DM55_2085
ko:K03746	bmal:DM55_4721
ko:K02663	bmal:DM55_1265
ko:K02483	bmal:DM55_4655
ko:K18373	bmal:DM55_3215
ko:K05874	bmal:DM55_1989
ko:K01458	bmal:DM55_2017
ko:K13543	bmal:DM55_2174
ko:K05396	bmal:DM55_2322
ko:K01139	bmal:DM55_2362
ko:K16011	bmal:DM55_1473
ko:K00632	bmal:DM55_1602
ko:K00344	bmal:DM55_2558
ko:K00335	bmal:DM55_2612
ko:K00336	bmal:DM55_2613
ko:K16319	bmal:DM55_3514
ko:K00146	bmal:DM55_4158
ko:K00130	bmal:DM55_4470
ko:K01505	bmal:DM55_4507
ko:K07497	bmal:DM55_1137
ko:K07497	bmal:DM55_132
ko:K07497	bmal:DM55_1332
ko:K07497	bmal:DM55_1350
ko:K07497	bmal:DM55_1517
ko:K07497	bmal:DM55_1715
ko:K07497	bmal:DM55_1822
ko:K07497	bmal:DM55_1960
ko:K07497	bmal:DM55_2021
ko:K07497	bmal:DM55_2114
ko:K07497	bmal:DM55_2167
ko:K07497	bmal:DM55_2198
ko:K07497	bmal:DM55_2267
ko:K07497	bmal:DM55_2469
ko:K07497	bmal:DM55_2490
ko:K07497	bmal:DM55_2594
ko:K07497	bmal:DM55_2668
ko:K07497	bmal:DM55_2692
ko:K07497	bmal:DM55_2824
ko:K07497	bmal:DM55_2901
ko:K07497	bmal:DM55_3102
ko:K07497	bmal:DM55_3316
ko:K07497	bmal:DM55_3334
ko:K07497	bmal:DM55_3456
ko:K07497	bmal:DM55_3603
ko:K07497	bmal:DM55_3661
ko:K07497	bmal:DM55_375
ko:K07497	bmal:DM55_403
ko:K07497	bmal:DM55_4080
ko:K07497	bmal:DM55_4212
ko:K07497	bmal:DM55_4287
ko:K07497	bmal:DM55_4346
ko:K07497	bmal:DM55_4383
ko:K07497	bmal:DM55_4472
ko:K07497	bmal:DM55_4633
ko:K07497	bmal:DM55_4779
ko:K07497	bmal:DM55_4847
ko:K07497	bmal:DM55_723
ko:K07497	bmal:DM55_937
ko:K04772	bmal:DM55_1218
ko:K06867	bmal:DM55_59
ko:K07497	bmal:DM55_2781
ko:K06020	bmal:DM55_4093
ko:K00148	bmal:DM55_4052
ko:K05913	bmal:DM55_4447
ko:K16011	bmal:DM55_3458
ko:K05874	bmal:DM55_586
ko:K10844	bmal:DM55_4147
ko:K16011	bmal:DM55_3459
ko:K19221	bmal:DM55_2984
ko:K00344	bmal:DM55_2603
ko:K02650	bmal:DM55_1666
ko:K00249	bmal:DM55_432
ko:K05874	bmal:DM55_3911
ko:K01801	bmal:DM55_1067
ko:K00571	bmal:DM55_3297
ko:K00020	bmal:DM55_3796
ko:K00499	bmal:DM55_3411
ko:K06900	bmal:DM55_3245
ko:K02031	bmal:DM55_4243
ko:K07485	bmal:DM55_1536
ko:K07485	bmal:DM55_443
ko:K05875	bmal:DM55_4441
ko:K02483	bmal:DM55_4404
ko:K08678	bmal:DM55_3816
ko:K05875	bmal:DM55_3923
ko:K01710	bmal:DM55_2453
ko:K07326	bmal:DM55_3332
ko:K03293	bmal:DM55_4723
ko:K10439	bmal:DM55_4790
ko:K07485	bmal:DM55_1798
ko:K07485	bmal:DM55_3862
ko:K07485	bmal:DM55_4300
ko:K00249	bmal:DM55_2630
ko:K03328	bmal:DM55_2272
ko:K00146	bmal:DM55_1186
ko:K07497	bmal:DM55_1104
ko:K01167	bmal:DM55_668
ko:K00102	bmal:DM55_1371
ko:K07011	bmal:DM55_2461
ko:K02351	bmal:DM55_1949
ko:K03296	bmal:DM55_287
ko:K16011	bmal:DM55_423
ko:K00249	bmal:DM55_1040
ko:K07497	bmal:DM55_1208
ko:K07497	bmal:DM55_1501
ko:K07497	bmal:DM55_1888
ko:K07497	bmal:DM55_2022
ko:K07497	bmal:DM55_2080
ko:K07497	bmal:DM55_2115
ko:K07497	bmal:DM55_2245
ko:K07497	bmal:DM55_2266
ko:K07497	bmal:DM55_2468
ko:K07497	bmal:DM55_2489
ko:K07497	bmal:DM55_2595
ko:K07497	bmal:DM55_2823
ko:K07497	bmal:DM55_2923
ko:K07497	bmal:DM55_3143
ko:K07497	bmal:DM55_3317
ko:K07497	bmal:DM55_3604
ko:K07497	bmal:DM55_3662
ko:K07497	bmal:DM55_376
ko:K07497	bmal:DM55_3994
ko:K07497	bmal:DM55_4081
ko:K07497	bmal:DM55_4131
ko:K07497	bmal:DM55_4211
ko:K07497	bmal:DM55_4286
ko:K07497	bmal:DM55_4382
ko:K07497	bmal:DM55_4424
ko:K07497	bmal:DM55_4452
ko:K07497	bmal:DM55_4717
ko:K07497	bmal:DM55_4780
ko:K07497	bmal:DM55_49
ko:K07497	bmal:DM55_722
ko:K19339	bmal:DM55_2860
ko:K19265	bmal:DM55_468
ko:K01066	bmal:DM55_68
ko:K01785	bmal:DM55_674
ko:K04771	bmal:DM55_1927
ko:K01992	bmal:DM55_3574
ko:K03722	bmal:DM55_3174
ko:K19337	bmal:DM55_642
ko:K07497	bmal:DM55_550
ko:K07497	bmal:DM55_551
ko:K07497	bmal:DM55_2244
ko:K07497	bmal:DM55_3069
ko:K07497	bmal:DM55_3070
ko:K07497	bmal:DM55_590
ko:K07497	bmal:DM55_591
ko:K07497	bmal:DM55_3101
ko:K19342	bmal:DM55_2864
ko:K07497	bmal:DM55_3105
ko:K07497	bmal:DM55_3108
ko:K07497	bmal:DM55_3109
ko:K07497	bmal:DM55_3144
ko:K07497	bmal:DM55_3995
ko:K07497	bmal:DM55_4838
ko:K07497	bmal:DM55_4839
ko:K07497	bmal:DM55_4848
ko:K07497	bmal:DM55_1500
ko:K07497	bmal:DM55_1516
ko:K07497	bmal:DM55_1534
ko:K07497	bmal:DM55_1535
ko:K07497	bmal:DM55_1545
ko:K07497	bmal:DM55_1546
ko:K07497	bmal:DM55_2369
ko:K07497	bmal:DM55_3226
ko:K07497	bmal:DM55_3227
ko:K07497	bmal:DM55_721
ko:K07497	bmal:DM55_4132
ko:K07497	bmal:DM55_4142
ko:K07497	bmal:DM55_4145
ko:K07497	bmal:DM55_4146
ko:K07497	bmal:DM55_791
ko:K07497	bmal:DM55_1660
ko:K07497	bmal:DM55_1661
ko:K07497	bmal:DM55_3335
ko:K07497	bmal:DM55_874
ko:K07497	bmal:DM55_875
ko:K07497	bmal:DM55_1678
ko:K07497	bmal:DM55_1679
ko:K07497	bmal:DM55_1712
ko:K07497	bmal:DM55_1714
ko:K07497	bmal:DM55_3397
ko:K07497	bmal:DM55_47
ko:K07497	bmal:DM55_48
ko:K07497	bmal:DM55_50
ko:K07497	bmal:DM55_3455
ko:K07497	bmal:DM55_108
ko:K07497	bmal:DM55_109
ko:K07497	bmal:DM55_131
ko:K07497	bmal:DM55_940
ko:K07497	bmal:DM55_1779
ko:K07497	bmal:DM55_1780
ko:K07497	bmal:DM55_1783
ko:K07497	bmal:DM55_1784
ko:K07497	bmal:DM55_1785
ko:K07497	bmal:DM55_1786
ko:K07497	bmal:DM55_1821
ko:K07497	bmal:DM55_2669
ko:K07497	bmal:DM55_4344
ko:K07497	bmal:DM55_4345
ko:K07497	bmal:DM55_188
ko:K07497	bmal:DM55_189
ko:K07497	bmal:DM55_2690
ko:K07497	bmal:DM55_2691
ko:K07497	bmal:DM55_3541
ko:K07497	bmal:DM55_3542
ko:K07497	bmal:DM55_3543
ko:K07497	bmal:DM55_234
ko:K07497	bmal:DM55_235
ko:K07497	bmal:DM55_1889
ko:K07497	bmal:DM55_2728
ko:K07497	bmal:DM55_2731
ko:K07497	bmal:DM55_3619
ko:K07497	bmal:DM55_3620
ko:K07497	bmal:DM55_4425
ko:K07497	bmal:DM55_4473
ko:K07497	bmal:DM55_1103
ko:K07497	bmal:DM55_1961
ko:K07497	bmal:DM55_1167
ko:K07497	bmal:DM55_1168
ko:K07497	bmal:DM55_4544
ko:K07497	bmal:DM55_4545
ko:K07497	bmal:DM55_380
ko:K07497	bmal:DM55_381
ko:K07497	bmal:DM55_392
ko:K07497	bmal:DM55_393
ko:K07497	bmal:DM55_1209
ko:K07497	bmal:DM55_2081
ko:K07497	bmal:DM55_2899
ko:K07497	bmal:DM55_2921
ko:K07497	bmal:DM55_2922
ko:K07497	bmal:DM55_4603
ko:K07497	bmal:DM55_4604
ko:K07497	bmal:DM55_4634
ko:K07497	bmal:DM55_404
ko:K07497	bmal:DM55_1274
ko:K07497	bmal:DM55_1275
ko:K07497	bmal:DM55_1333
ko:K07497	bmal:DM55_2166
ko:K07497	bmal:DM55_2197
ko:K07497	bmal:DM55_3035
ko:K07497	bmal:DM55_3036
ko:K07497	bmal:DM55_3845
ko:K07497	bmal:DM55_3846
ko:K07497	bmal:DM55_4716
ko:K00529	bmal:DM55_4196
ko:K09690	bmal:DM55_2457
ko:K09459	bmal:DM55_4013
ko:K04771	bmal:DM55_1703
ko:K13790	bmal:DM55_4855
ko:K19302	bmal:DM55_3680
ko:K19340	bmal:DM55_2866
ko:K19341	bmal:DM55_2865
ko:K11209	bmal:DM55_1439
ko:K21308	bmal:DM55_3760
ko:K15669	bmal:DM55_1490
ko:K19577	bmal:DM55_1628
ko:K19577	bmal:DM55_2402
ko:K00525	bmal:DM55_703
ko:K00799	bmal:DM55_519
ko:K00525	bmal:DM55_3777
ko:K00992	bmal:DM55_1608
ko:K19666	bmal:DM55_4177
ko:K07666	bmal:DM55_1701
ko:K19743	bmal:DM55_4233
ko:K19731	bmal:DM55_4902
ko:K20250	bmal:DM55_4903
ko:K06131	bmal:DM55_1598
ko:K19784	bmal:DM55_3707
ko:K07119	bmal:DM55_69
ko:K07119	bmal:DM55_3476
ko:K07119	bmal:DM55_4560
ko:K06132	bmal:DM55_3509
ko:K08744	bmal:DM55_1941
ko:K07147	bmal:DM55_1273
ko:K15777	bmal:DM55_4083
ko:K19804	bmal:DM55_1836
ko:K08992	bmal:DM55_1835
ko:K19813	bmal:DM55_4271
ko:K21636	bmal:DM55_2000
ko:K14731	bmal:DM55_1576
ko:K09796	bmal:DM55_1950
ko:K20034	bmal:DM55_76
ko:K20035	bmal:DM55_1850
ko:K02004	bmal:DM55_2569
ko:K20035	bmal:DM55_1851
ko:K01053	bmal:DM55_3663
ko:K09456	bmal:DM55_476
ko:K09456	bmal:DM55_477
ko:K06911	bmal:DM55_2189
ko:K20273	bmal:DM55_4888
ko:K20274	bmal:DM55_4071
ko:K11900	bmal:DM55_3876
ko:K13061	bmal:DM55_4175
ko:K18379	bmal:DM55_3209
ko:K20332	bmal:DM55_4610
ko:K00507	bmal:DM55_364
ko:K20455	bmal:DM55_3915
ko:K20429	bmal:DM55_916
ko:K20329	bmal:DM55_2646
ko:K03328	bmal:DM55_421
ko:K05874	bmal:DM55_895
ko:K03293	bmal:DM55_1105
ko:K02483	bmal:DM55_1673
ko:K20542	bmal:DM55_4916
ko:K20543	bmal:DM55_4915
ko:K09788	bmal:DM55_3916
ko:K08282	bmal:DM55_3347
ko:K02482	bmal:DM55_3239
ko:K20541	bmal:DM55_4917
ko:K02487	bmal:DM55_4938
ko:K01214	bmal:DM55_2793
ko:K20938	bmal:DM55_4402
ko:K20940	bmal:DM55_3356
ko:K21105	bmal:DM55_4792
ko:K21053	bmal:DM55_1807
ko:K00840	bmal:DM55_1965
ko:K21023	bmal:DM55_4768
ko:K08968	bmal:DM55_1945
ko:K21801	bmal:DM55_3375
ko:K13877	bmal:DM55_3664
ko:K21029	bmal:DM55_821
ko:K08261	bmal:DM55_1725
ko:K00526	bmal:DM55_702
ko:K03676	bmal:DM55_825
ko:K06217	bmal:DM55_1625
ko:K03553	bmal:DM55_1672
ko:K17733	bmal:DM55_864
ko:K02316	bmal:DM55_3402
ko:K02314	bmal:DM55_38
ko:K00287	bmal:DM55_1875
ko:K00560	bmal:DM55_1881
ko:K01520	bmal:DM55_372
ko:K02335	bmal:DM55_3417
ko:K05375	bmal:DM55_2970
ko:K05375	bmal:DM55_3031
ko:K02032	bmal:DM55_4242
ko:K08100	bmal:DM55_1776
ko:K13993	bmal:DM55_2710
ko:K05710	bmal:DM55_4184
ko:K00249	bmal:DM55_2203
ko:K02482	bmal:DM55_4759
ko:K09983	bmal:DM55_2976
ko:K21307	bmal:DM55_3761
ko:K21309	bmal:DM55_3758
ko:K03651	bmal:DM55_2679
ko:K21449	bmal:DM55_2808
ko:K21420	bmal:DM55_2905
ko:K01451	bmal:DM55_3850
ko:K01420	bmal:DM55_3549
ko:K01420	bmal:DM55_3667
ko:K21699	bmal:DM55_4449
ko:K10026	bmal:DM55_1558
ko:K21563	bmal:DM55_1992
ko:K10914	bmal:DM55_1514
ko:K21645	bmal:DM55_635
ko:K21757	bmal:DM55_3529
ko:K00043	bmal:DM55_2122
ko:K21802	bmal:DM55_4799
ko:K21825	bmal:DM55_1964
ko:K21826	bmal:DM55_4053
ko:K21833	bmal:DM55_4057
ko:K21834	bmal:DM55_4058
ko:K08994	bmal:DM55_4261
ko:K21832	bmal:DM55_4062
ko:K21929	bmal:DM55_228
ko:K05802	bmal:DM55_2859
ko:K22003	bmal:DM55_2412
ko:K22132	bmal:DM55_1754
ko:K00090	bmal:DM55_1901
ko:K03595	bmal:DM55_1932
ko:K22067	bmal:DM55_4572
ko:K07183	bmal:DM55_4573
ko:K00302	bmal:DM55_4454
ko:K22185	bmal:DM55_675
ko:K22292	bmal:DM55_1823
ko:K22252	bmal:DM55_3289
ko:K02257	bmal:DM55_842
ko:K00611	bmal:DM55_1769
ko:K11206	bmal:DM55_1447
ko:K22488	bmal:DM55_4878
ko:K00424	bmal:DM55_2853
ko:K22487	bmal:DM55_4880
ko:K00424	bmal:DM55_1022
ko:K22505	bmal:DM55_4881
ko:K22512	bmal:DM55_4873
ko:K22504	bmal:DM55_4876
ko:K22506	bmal:DM55_4872
ko:K22507	bmal:DM55_4868
ko:K22508	bmal:DM55_4867
ko:K22509	bmal:DM55_4866
ko:K22510	bmal:DM55_4865
ko:K22511	bmal:DM55_4875
ko:K01007	bmal:DM55_184
