ko:K19744	pfc:PflA506_2228
ko:K01724	pfc:PflA506_3765
ko:K06179	pfc:PflA506_4020
ko:K07660	pfc:PflA506_4027
ko:K00575	pfc:PflA506_4038
ko:K01226	pfc:PflA506_4346
ko:K03486	pfc:PflA506_4348
ko:K00088	pfc:PflA506_4351
ko:K07054	pfc:PflA506_4657
ko:K10914	pfc:PflA506_4862
ko:K14234	pfc:PflA506_0297
ko:K03743	pfc:PflA506_1161
ko:K06889	pfc:PflA506_1195
ko:K00939	pfc:PflA506_1203
ko:K06988	pfc:PflA506_1667
ko:K01560	pfc:PflA506_1676
ko:K01259	pfc:PflA506_1684
ko:K02033	pfc:PflA506_1685
ko:K02035	pfc:PflA506_1689
ko:K02052	pfc:PflA506_1929
ko:K02055	pfc:PflA506_1933
ko:K09815	pfc:PflA506_1938
ko:K04750	pfc:PflA506_1947
ko:K01262	pfc:PflA506_1953
ko:K02014	pfc:PflA506_2218
ko:K02014	pfc:PflA506_2222
ko:K03405	pfc:PflA506_2483
ko:K02441	pfc:PflA506_2488
ko:K06445	pfc:PflA506_2500
ko:K00059	pfc:PflA506_2501
ko:K00626	pfc:PflA506_2503
ko:K07114	pfc:PflA506_2517
ko:K07114	pfc:PflA506_2518
ko:K07232	pfc:PflA506_5182
ko:K15555	pfc:PflA506_0207
ko:K03498	pfc:PflA506_4168
ko:K01478	pfc:PflA506_4191
ko:K15035	pfc:PflA506_4576
ko:K02004	pfc:PflA506_1745
ko:K01081	pfc:PflA506_1756
ko:K12992	pfc:PflA506_1980
ko:K03406	pfc:PflA506_2236
ko:K01785	pfc:PflA506_2253
ko:K03649	pfc:PflA506_2256
ko:K11209	pfc:PflA506_2257
ko:K17213	pfc:PflA506_2260
ko:K00010	pfc:PflA506_2262
ko:K11688	pfc:PflA506_2557
ko:K11689	pfc:PflA506_2558
ko:K07116	pfc:PflA506_2831
ko:K02050	pfc:PflA506_2835
ko:K02051	pfc:PflA506_2836
ko:K02049	pfc:PflA506_2837
ko:K03406	pfc:PflA506_2860
ko:K07028	pfc:PflA506_4517
ko:K00970	pfc:PflA506_4532
ko:K03177	pfc:PflA506_4544
ko:K02427	pfc:PflA506_4556
ko:K00569	pfc:PflA506_1775
ko:K07305	pfc:PflA506_1778
ko:K03455	pfc:PflA506_1790
ko:K06177	pfc:PflA506_1794
ko:K02193	pfc:PflA506_1801
ko:K02200	pfc:PflA506_1808
ko:K02200	pfc:PflA506_1809
ko:K00626	pfc:PflA506_2282
ko:K02228	pfc:PflA506_2286
ko:K02014	pfc:PflA506_2311
ko:K09251	pfc:PflA506_2598
ko:K01835	pfc:PflA506_2605
ko:K06889	pfc:PflA506_2891
ko:K01692	pfc:PflA506_2918
ko:K02004	pfc:PflA506_3227
ko:K07114	pfc:PflA506_0173
ko:K04093	pfc:PflA506_0331
ko:K01479	pfc:PflA506_0354
ko:K02843	pfc:PflA506_0453
ko:K02014	pfc:PflA506_0460
ko:K11085	pfc:PflA506_0469
ko:K01515	pfc:PflA506_0481
ko:K01011	pfc:PflA506_0492
ko:K03299	pfc:PflA506_0676
ko:K15725	pfc:PflA506_0678
ko:K15727	pfc:PflA506_0679
ko:K07665	pfc:PflA506_0682
ko:K03406	pfc:PflA506_0685
ko:K03227	pfc:PflA506_0703
ko:K07665	pfc:PflA506_0940
ko:K03469	pfc:PflA506_2452
ko:K02342	pfc:PflA506_2454
ko:K00548	pfc:PflA506_2469
ko:K03406	pfc:PflA506_2090
ko:K03406	pfc:PflA506_2092
ko:K09983	pfc:PflA506_2101
ko:K00626	pfc:PflA506_2119
ko:K04774	pfc:PflA506_2375
ko:K03560	pfc:PflA506_2349
ko:K00101	pfc:PflA506_2357
ko:K06889	pfc:PflA506_2358
ko:K14162	pfc:PflA506_2363
ko:K02051	pfc:PflA506_2646
ko:K00700	pfc:PflA506_2934
ko:K00045	pfc:PflA506_2955
ko:K00854	pfc:PflA506_2956
ko:K07126	pfc:PflA506_3241
ko:K03768	pfc:PflA506_3244
ko:K00666	pfc:PflA506_3260
ko:K01885	pfc:PflA506_3520
ko:K00799	pfc:PflA506_3561
ko:K00065	pfc:PflA506_2379
ko:K03769	pfc:PflA506_2394
ko:K01907	pfc:PflA506_2396
ko:K03769	pfc:PflA506_2404
ko:K03406	pfc:PflA506_2679
ko:K11735	pfc:PflA506_3558
ko:K12262	pfc:PflA506_3288
ko:K05844	pfc:PflA506_0261
ko:K01082	pfc:PflA506_0281
ko:K02014	pfc:PflA506_0292
ko:K01259	pfc:PflA506_0356
ko:K03406	pfc:PflA506_0365
ko:K01523	pfc:PflA506_0370
ko:K01496	pfc:PflA506_0371
ko:K01916	pfc:PflA506_0534
ko:K02014	pfc:PflA506_0745
ko:K00066	pfc:PflA506_0970
ko:K03635	pfc:PflA506_0977
ko:K02014	pfc:PflA506_1001
ko:K01439	pfc:PflA506_1220
ko:K00674	pfc:PflA506_1225
ko:K03316	pfc:PflA506_1227
ko:K01692	pfc:PflA506_2695
ko:K00626	pfc:PflA506_2697
ko:K00575	pfc:PflA506_2708
ko:K03825	pfc:PflA506_2714
ko:K03406	pfc:PflA506_2983
ko:K00033	pfc:PflA506_3005
ko:K02014	pfc:PflA506_3017
ko:K00219	pfc:PflA506_3290
ko:K05595	pfc:PflA506_3612
ko:K00101	pfc:PflA506_3617
ko:K03286	pfc:PflA506_3916
ko:K04765	pfc:PflA506_3813
ko:K03307	pfc:PflA506_3820
ko:K01426	pfc:PflA506_4094
ko:K03406	pfc:PflA506_4099
ko:K13628	pfc:PflA506_4373
ko:K04488	pfc:PflA506_4374
ko:K01092	pfc:PflA506_4379
ko:K08738	pfc:PflA506_4407
ko:K08305	pfc:PflA506_4713
ko:K02342	pfc:PflA506_4668
ko:K07126	pfc:PflA506_4688
ko:K01297	pfc:PflA506_4707
ko:K07258	pfc:PflA506_4711
ko:K01525	pfc:PflA506_4880
ko:K00974	pfc:PflA506_4885
ko:K01409	pfc:PflA506_4889
ko:K10022	pfc:PflA506_2225
ko:K18297	pfc:PflA506_2601
ko:K16322	pfc:PflA506_1316
ko:K11734	pfc:PflA506_4490
ko:K05799	pfc:PflA506_4572
ko:K11735	pfc:PflA506_0303
ko:K14225	pfc:PflA506_4839
ko:K14230	pfc:PflA506_0693
ko:K14223	pfc:PflA506_0721
ko:K14228	pfc:PflA506_4386
ko:K14219	pfc:PflA506_3306
ko:K14228	pfc:PflA506_4550
ko:K01856	pfc:PflA506_4484
ko:K05599	pfc:PflA506_4487
ko:K05600	pfc:PflA506_4488
ko:K14222	pfc:PflA506_2830
ko:K16264	pfc:PflA506_0677
ko:K04782	pfc:PflA506_2785
ko:K10544	pfc:PflA506_2229
ko:K01487	pfc:PflA506_3895
ko:K03321	pfc:PflA506_4475
ko:K11959	pfc:PflA506_0574
ko:K11960	pfc:PflA506_0573
ko:K10025	pfc:PflA506_4074
ko:K02525	pfc:PflA506_2977
ko:K11961	pfc:PflA506_0572
ko:K14231	pfc:PflA506_0308
ko:K14230	pfc:PflA506_4302
ko:K14230	pfc:PflA506_4303
ko:K14230	pfc:PflA506_4549
ko:K00090	pfc:PflA506_0948
ko:K11189	pfc:PflA506_4337
ko:K03457	pfc:PflA506_2333
ko:K00253	pfc:PflA506_3261
ko:K16638	pfc:PflA506_5017
ko:K12368	pfc:PflA506_0817
ko:K01166	pfc:PflA506_2437
ko:K15554	pfc:PflA506_0209
ko:K15553	pfc:PflA506_0210
ko:K07122	pfc:PflA506_0879
ko:K14227	pfc:PflA506_0115
ko:K14227	pfc:PflA506_4506
ko:K14227	pfc:PflA506_4847
ko:K14227	pfc:PflA506_1959
ko:K14227	pfc:PflA506_0657
ko:K14227	pfc:PflA506_4048
ko:K02768	pfc:PflA506_0793
ko:K08483	pfc:PflA506_0793
ko:K11183	pfc:PflA506_0793
ko:K01708	pfc:PflA506_0842
ko:K14237	pfc:PflA506_1916
ko:K14237	pfc:PflA506_1918
ko:K14237	pfc:PflA506_3493
ko:K14224	pfc:PflA506_1880
ko:K14224	pfc:PflA506_1882
ko:K14224	pfc:PflA506_3516
ko:K14224	pfc:PflA506_3518
ko:K14237	pfc:PflA506_3485
ko:K14233	pfc:PflA506_4058
ko:K14219	pfc:PflA506_4056
ko:K14219	pfc:PflA506_4057
ko:K14229	pfc:PflA506_0772
ko:K14229	pfc:PflA506_4213
ko:K14220	pfc:PflA506_0770
ko:K14220	pfc:PflA506_3615
ko:K14234	pfc:PflA506_4838
ko:K14236	pfc:PflA506_4840
ko:K02484	pfc:PflA506_2967
ko:K01985	pfc:PflA506_0118
ko:K01985	pfc:PflA506_1962
ko:K01985	pfc:PflA506_0119
ko:K01985	pfc:PflA506_0660
ko:K01985	pfc:PflA506_4503
ko:K01985	pfc:PflA506_4844
ko:K01985	pfc:PflA506_4045
ko:K05812	pfc:PflA506_1166
ko:K14232	pfc:PflA506_0771
ko:K14232	pfc:PflA506_0773
ko:K12368	pfc:PflA506_0813
ko:K14218	pfc:PflA506_3517
ko:K14218	pfc:PflA506_3519
ko:K11962	pfc:PflA506_0571
ko:K11963	pfc:PflA506_0570
ko:K02075	pfc:PflA506_5394
ko:K00537	pfc:PflA506_3164
ko:K14233	pfc:PflA506_3961
ko:K01959	pfc:PflA506_5375
ko:K14235	pfc:PflA506_4837
ko:K14475	pfc:PflA506_1052
ko:K11914	pfc:PflA506_2413
ko:K11912	pfc:PflA506_5292
ko:K12254	pfc:PflA506_5260
ko:K11384	pfc:PflA506_0087
ko:K13490	pfc:PflA506_1188
ko:K01729	pfc:PflA506_0963
ko:K06970	pfc:PflA506_1034
ko:K09472	pfc:PflA506_2651
ko:K10001	pfc:PflA506_5028
ko:K02030	pfc:PflA506_2386
ko:K02030	pfc:PflA506_5192
ko:K02030	pfc:PflA506_5368
ko:K02030	pfc:PflA506_0230
ko:K02030	pfc:PflA506_0301
ko:K02030	pfc:PflA506_0360
ko:K02030	pfc:PflA506_4090
ko:K02030	pfc:PflA506_4990
ko:K01593	pfc:PflA506_1055
ko:K06016	pfc:PflA506_3364
ko:K06016	pfc:PflA506_1500
ko:K06016	pfc:PflA506_3315
ko:K02803	pfc:PflA506_4338
ko:K02804	pfc:PflA506_4338
ko:K06148	pfc:PflA506_3621
ko:K09810	pfc:PflA506_1586
ko:K01485	pfc:PflA506_2005
ko:K08316	pfc:PflA506_5081
ko:K03559	pfc:PflA506_5282
ko:K03559	pfc:PflA506_1895
ko:K07245	pfc:PflA506_3827
ko:K07245	pfc:PflA506_3322
ko:K06075	pfc:PflA506_3772
ko:K03559	pfc:PflA506_3153
ko:K06075	pfc:PflA506_0147
ko:K00265	pfc:PflA506_0406
ko:K11383	pfc:PflA506_0086
ko:K07794	pfc:PflA506_1390
ko:K11441	pfc:PflA506_2979
ko:K01426	pfc:PflA506_1354
ko:K03719	pfc:PflA506_4666
ko:K00032	pfc:PflA506_2981
ko:K00042	pfc:PflA506_1822
ko:K00108	pfc:PflA506_2128
ko:K00108	pfc:PflA506_4982
ko:K00128	pfc:PflA506_0537
ko:K01426	pfc:PflA506_2896
ko:K16872	pfc:PflA506_3851
ko:K01467	pfc:PflA506_2904
ko:K14742	pfc:PflA506_1204
ko:K03719	pfc:PflA506_4679
ko:K03719	pfc:PflA506_2638
ko:K03719	pfc:PflA506_5253
ko:K03767	pfc:PflA506_3844
ko:K03574	pfc:PflA506_4239
ko:K06600	pfc:PflA506_2762
ko:K11904	pfc:PflA506_0445
ko:K11904	pfc:PflA506_2001
ko:K12538	pfc:PflA506_2621
ko:K04065	pfc:PflA506_4540
ko:K14218	pfc:PflA506_0116
ko:K14218	pfc:PflA506_1960
ko:K14218	pfc:PflA506_4505
ko:K14218	pfc:PflA506_0658
ko:K14218	pfc:PflA506_4846
ko:K14218	pfc:PflA506_4047
ko:K14228	pfc:PflA506_3304
ko:K12255	pfc:PflA506_3819
ko:K16081	pfc:PflA506_0966
ko:K12976	pfc:PflA506_0730
ko:K07215	pfc:PflA506_4278
ko:K11913	pfc:PflA506_5299
ko:K11916	pfc:PflA506_2421
ko:K12988	pfc:PflA506_0467
ko:K01800	pfc:PflA506_1006
ko:K02030	pfc:PflA506_5022
ko:K00034	pfc:PflA506_1991
ko:K14234	pfc:PflA506_0784
ko:K14233	pfc:PflA506_1412
ko:K17213	pfc:PflA506_3027
ko:K01501	pfc:PflA506_2986
ko:K14228	pfc:PflA506_2770
ko:K02669	pfc:PflA506_p0049
ko:K15555	pfc:PflA506_5146
ko:K00480	pfc:PflA506_5351
ko:K14233	pfc:PflA506_3146
ko:K03417	pfc:PflA506_3935
ko:K17214	pfc:PflA506_3025
ko:K17315	pfc:PflA506_4157
ko:K01802	pfc:PflA506_2139
ko:K00652	pfc:PflA506_4918
ko:K07182	pfc:PflA506_4928
ko:K02342	pfc:PflA506_4929
ko:K02014	pfc:PflA506_4932
ko:K16841	pfc:PflA506_3946
ko:K02030	pfc:PflA506_0318
ko:K17316	pfc:PflA506_4156
ko:K02035	pfc:PflA506_5264
ko:K02004	pfc:PflA506_5290
ko:K07657	pfc:PflA506_5321
ko:K02049	pfc:PflA506_5339
ko:K02051	pfc:PflA506_5340
ko:K02050	pfc:PflA506_5341
ko:K17325	pfc:PflA506_3136
ko:K01424	pfc:PflA506_5357
ko:K03455	pfc:PflA506_5382
ko:K02074	pfc:PflA506_5393
ko:K02077	pfc:PflA506_5395
ko:K02116	pfc:PflA506_5426
ko:K02014	pfc:PflA506_5433
ko:K06078	pfc:PflA506_p0009
ko:K17323	pfc:PflA506_3134
ko:K17321	pfc:PflA506_3132
ko:K02660	pfc:PflA506_5047
ko:K02659	pfc:PflA506_5048
ko:K02658	pfc:PflA506_5049
ko:K02657	pfc:PflA506_5050
ko:K02428	pfc:PflA506_5067
ko:K07019	pfc:PflA506_5082
ko:K01011	pfc:PflA506_5083
ko:K10563	pfc:PflA506_5090
ko:K01983	pfc:PflA506_3886
ko:K14219	pfc:PflA506_4051
ko:K14230	pfc:PflA506_4894
ko:K14219	pfc:PflA506_0182
ko:K14228	pfc:PflA506_0515
ko:K14228	pfc:PflA506_0516
ko:K02010	pfc:PflA506_5104
ko:K00058	pfc:PflA506_5123
ko:K02030	pfc:PflA506_0361
ko:K02348	pfc:PflA506_4991
ko:K03316	pfc:PflA506_5013
ko:K02487	pfc:PflA506_5046
ko:K06596	pfc:PflA506_5046
ko:K17206	pfc:PflA506_2381
ko:K10439	pfc:PflA506_3373
ko:K14225	pfc:PflA506_1382
ko:K17317	pfc:PflA506_4155
ko:K02028	pfc:PflA506_0229
ko:K02028	pfc:PflA506_4089
ko:K01990	pfc:PflA506_3383
ko:K04091	pfc:PflA506_5148
ko:K11209	pfc:PflA506_2112
ko:K02028	pfc:PflA506_0302
ko:K02028	pfc:PflA506_2389
ko:K10014	pfc:PflA506_3345
ko:K10015	pfc:PflA506_4690
ko:K10016	pfc:PflA506_4691
ko:K10014	pfc:PflA506_4692
ko:K03457	pfc:PflA506_0346
ko:K03457	pfc:PflA506_3945
ko:K17060	pfc:PflA506_1103
ko:K17061	pfc:PflA506_1102
ko:K17324	pfc:PflA506_3137
ko:K17247	pfc:PflA506_4508
ko:K17103	pfc:PflA506_4510
ko:K01267	pfc:PflA506_3678
ko:K05603	pfc:PflA506_0342
ko:K17218	pfc:PflA506_3333
ko:K14226	pfc:PflA506_3303
ko:K14226	pfc:PflA506_3305
ko:K00151	pfc:PflA506_3396
ko:K00951	pfc:PflA506_3814
ko:K01897	pfc:PflA506_2504
ko:K01897	pfc:PflA506_4141
ko:K01897	pfc:PflA506_4142
ko:K15035	pfc:PflA506_4577
ko:K17713	pfc:PflA506_4361
ko:K02028	pfc:PflA506_5196
ko:K17205	pfc:PflA506_2380
ko:K17207	pfc:PflA506_2382
ko:K01992	pfc:PflA506_1741
ko:K17228	pfc:PflA506_2962
ko:K10112	pfc:PflA506_4154
ko:K10439	pfc:PflA506_3469
ko:K17215	pfc:PflA506_3026
ko:K14232	pfc:PflA506_3449
ko:K02029	pfc:PflA506_0362
ko:K01990	pfc:PflA506_1904
ko:K01992	pfc:PflA506_1905
ko:K03671	pfc:PflA506_3602
ko:K17686	pfc:PflA506_0636
ko:K01990	pfc:PflA506_1742
ko:K00821	pfc:PflA506_1677
ko:K02454	pfc:PflA506_5159
ko:K01262	pfc:PflA506_5171
ko:K01934	pfc:PflA506_5176
ko:K02014	pfc:PflA506_5184
ko:K01719	pfc:PflA506_5218
ko:K00799	pfc:PflA506_5222
ko:K09806	pfc:PflA506_5239
ko:K10111	pfc:PflA506_2954
ko:K01533	pfc:PflA506_3869
ko:K17723	pfc:PflA506_3319
ko:K00632	pfc:PflA506_3628
ko:K03892	pfc:PflA506_2759
ko:K00632	pfc:PflA506_1568
ko:K01843	pfc:PflA506_1943
ko:K05540	pfc:PflA506_0594
ko:K03566	pfc:PflA506_1018
ko:K03566	pfc:PflA506_1313
ko:K11928	pfc:PflA506_0444
ko:K19746	pfc:PflA506_2227
ko:K07263	pfc:PflA506_5079
ko:K07263	pfc:PflA506_5080
ko:K01658	pfc:PflA506_1342
ko:K01658	pfc:PflA506_4865
ko:K07318	pfc:PflA506_1427
ko:K18100	pfc:PflA506_4985
ko:K07577	pfc:PflA506_1276
ko:K00344	pfc:PflA506_0021
ko:K00248	pfc:PflA506_0442
ko:K00018	pfc:PflA506_0903
ko:K17735	pfc:PflA506_4971
ko:K00135	pfc:PflA506_0191
ko:K01497	pfc:PflA506_4762
ko:K18199	pfc:PflA506_1987
ko:K17737	pfc:PflA506_2122
ko:K17736	pfc:PflA506_4968
ko:K18139	pfc:PflA506_1331
ko:K00249	pfc:PflA506_3255
ko:K01758	pfc:PflA506_2875
ko:K21379	pfc:PflA506_1717
ko:K12979	pfc:PflA506_1673
ko:K02614	pfc:PflA506_0257
ko:K01007	pfc:PflA506_3923
ko:K01247	pfc:PflA506_4188
ko:K03366	pfc:PflA506_2313
ko:K00505	pfc:PflA506_4965
ko:K07483	pfc:PflA506_2142
ko:K07483	pfc:PflA506_2259
ko:K07483	pfc:PflA506_2368
ko:K07483	pfc:PflA506_2632
ko:K07483	pfc:PflA506_3571
ko:K07483	pfc:PflA506_5313
ko:K00008	pfc:PflA506_3370
ko:K05396	pfc:PflA506_0248
ko:K07003	pfc:PflA506_2507
ko:K01133	pfc:PflA506_0026
ko:K00249	pfc:PflA506_2553
ko:K00091	pfc:PflA506_0176
ko:K08305	pfc:PflA506_4706
ko:K18093	pfc:PflA506_4233
ko:K01652	pfc:PflA506_5347
ko:K16011	pfc:PflA506_0959
ko:K00249	pfc:PflA506_3876
ko:K09017	pfc:PflA506_0651
ko:K00557	pfc:PflA506_4648
ko:K19270	pfc:PflA506_3476
ko:K18073	pfc:PflA506_2547
ko:K18072	pfc:PflA506_2548
ko:K00317	pfc:PflA506_4693
ko:K17850	pfc:PflA506_2903
ko:K07222	pfc:PflA506_2338
ko:K07782	pfc:PflA506_1683
ko:K07782	pfc:PflA506_4636
ko:K04343	pfc:PflA506_3107
ko:K18100	pfc:PflA506_2541
ko:K18101	pfc:PflA506_2540
ko:K18099	pfc:PflA506_2539
ko:K18118	pfc:PflA506_0107
ko:K11894	pfc:PflA506_2415
ko:K00523	pfc:PflA506_5186
ko:K18291	pfc:PflA506_2552
ko:K18304	pfc:PflA506_1343
ko:K18292	pfc:PflA506_2556
ko:K18289	pfc:PflA506_2555
ko:K07165	pfc:PflA506_0138
ko:K07165	pfc:PflA506_1023
ko:K07165	pfc:PflA506_1029
ko:K07165	pfc:PflA506_1364
ko:K07165	pfc:PflA506_2219
ko:K07165	pfc:PflA506_1984
ko:K07165	pfc:PflA506_1994
ko:K07165	pfc:PflA506_2994
ko:K07165	pfc:PflA506_4276
ko:K18299	pfc:PflA506_2587
ko:K18298	pfc:PflA506_2588
ko:K18300	pfc:PflA506_2586
ko:K15125	pfc:PflA506_2786
ko:K04044	pfc:PflA506_4583
ko:K00075	pfc:PflA506_4590
ko:K00790	pfc:PflA506_4596
ko:K07102	pfc:PflA506_4602
ko:K03704	pfc:PflA506_3726
ko:K03704	pfc:PflA506_3727
ko:K06895	pfc:PflA506_4396
ko:K06987	pfc:PflA506_4689
ko:K05787	pfc:PflA506_5314
ko:K11102	pfc:PflA506_5015
ko:K03406	pfc:PflA506_0364
ko:K12685	pfc:PflA506_0974
ko:K01595	pfc:PflA506_1134
ko:K07690	pfc:PflA506_2146
ko:K11102	pfc:PflA506_2169
ko:K11073	pfc:PflA506_2320
ko:K06938	pfc:PflA506_2913
ko:K11901	pfc:PflA506_2691
ko:K18138	pfc:PflA506_2970
ko:K07165	pfc:PflA506_4931
ko:K18301	pfc:PflA506_1210
ko:K18303	pfc:PflA506_1212
ko:K00138	pfc:PflA506_4734
ko:K18297	pfc:PflA506_1512
ko:K18297	pfc:PflA506_3073
ko:K05799	pfc:PflA506_5191
ko:K18457	pfc:PflA506_1682
ko:K16234	pfc:PflA506_0352
ko:K11904	pfc:PflA506_5308
ko:K18456	pfc:PflA506_0648
ko:K18480	pfc:PflA506_0093
ko:K00681	pfc:PflA506_0691
ko:K19296	pfc:PflA506_0960
ko:K18691	pfc:PflA506_4342
ko:K18828	pfc:PflA506_4081
ko:K18900	pfc:PflA506_3613
ko:K21645	pfc:PflA506_5337
ko:K18800	pfc:PflA506_5168
ko:K18893	pfc:PflA506_3845
ko:K18831	pfc:PflA506_3942
ko:K20862	pfc:PflA506_5234
ko:K18918	pfc:PflA506_1492
ko:K09892	pfc:PflA506_5173
ko:K03328	pfc:PflA506_1708
ko:K18831	pfc:PflA506_0435
ko:K18954	pfc:PflA506_1521
ko:K07339	pfc:PflA506_p0026
ko:K18843	pfc:PflA506_p0027
ko:K18850	pfc:PflA506_3196
ko:K18930	pfc:PflA506_4574
ko:K01971	pfc:PflA506_1430
ko:K01971	pfc:PflA506_2574
ko:K03496	pfc:PflA506_0431
ko:K18968	pfc:PflA506_2299
ko:K03169	pfc:PflA506_2126
ko:K03646	pfc:PflA506_4218
ko:K03496	pfc:PflA506_3713
ko:K03497	pfc:PflA506_5427
ko:K03496	pfc:PflA506_5428
ko:K03503	pfc:PflA506_p0003
ko:K03502	pfc:PflA506_p0004
ko:K03496	pfc:PflA506_p0020
ko:K05785	pfc:PflA506_p0034
ko:K03201	pfc:PflA506_p0041
ko:K03203	pfc:PflA506_p0053
ko:K03204	pfc:PflA506_p0054
ko:K03196	pfc:PflA506_p0056
ko:K03205	pfc:PflA506_p0059
ko:K03169	pfc:PflA506_p0061
ko:K03111	pfc:PflA506_p0062
ko:K02663	pfc:PflA506_0400
ko:K03761	pfc:PflA506_4264
ko:K03976	pfc:PflA506_1112
ko:K07050	pfc:PflA506_3930
ko:K00335	pfc:PflA506_3204
ko:K03526	pfc:PflA506_4364
ko:K18981	pfc:PflA506_3324
ko:K00433	pfc:PflA506_3576
ko:K02664	pfc:PflA506_0401
ko:K06858	pfc:PflA506_4760
ko:K19160	pfc:PflA506_2068
ko:K00148	pfc:PflA506_4943
ko:K19166	pfc:PflA506_0434
ko:K07326	pfc:PflA506_0158
ko:K07326	pfc:PflA506_2790
ko:K03668	pfc:PflA506_3162
ko:K06992	pfc:PflA506_2998
ko:K03458	pfc:PflA506_3670
ko:K12979	pfc:PflA506_1555
ko:K09017	pfc:PflA506_3320
ko:K03293	pfc:PflA506_1073
ko:K19158	pfc:PflA506_4416
ko:K16291	pfc:PflA506_1749
ko:K01505	pfc:PflA506_3289
ko:K07749	pfc:PflA506_4308
ko:K01710	pfc:PflA506_0288
ko:K05799	pfc:PflA506_2525
ko:K09017	pfc:PflA506_1827
ko:K01239	pfc:PflA506_3463
ko:K01139	pfc:PflA506_5277
ko:K00525	pfc:PflA506_4032
ko:K19113	pfc:PflA506_0566
ko:K00336	pfc:PflA506_3205
ko:K00344	pfc:PflA506_5180
ko:K01406	pfc:PflA506_2617
ko:K03446	pfc:PflA506_0134
ko:K12979	pfc:PflA506_2573
ko:K19168	pfc:PflA506_1399
ko:K19159	pfc:PflA506_4415
ko:K19221	pfc:PflA506_3796
ko:K06867	pfc:PflA506_3641
ko:K19265	pfc:PflA506_0251
ko:K19290	pfc:PflA506_0969
ko:K04771	pfc:PflA506_1403
ko:K03722	pfc:PflA506_1283
ko:K19293	pfc:PflA506_0964
ko:K19294	pfc:PflA506_0962
ko:K19295	pfc:PflA506_0961
ko:K07497	pfc:PflA506_2143
ko:K07497	pfc:PflA506_2258
ko:K07497	pfc:PflA506_2369
ko:K07497	pfc:PflA506_2631
ko:K07497	pfc:PflA506_3053
ko:K19353	pfc:PflA506_3007
ko:K03574	pfc:PflA506_2435
ko:K00249	pfc:PflA506_0828
ko:K01795	pfc:PflA506_0965
ko:K19337	pfc:PflA506_5377
ko:K19337	pfc:PflA506_4151
ko:K00526	pfc:PflA506_2912
ko:K19416	pfc:PflA506_3147
ko:K01785	pfc:PflA506_3330
ko:K06867	pfc:PflA506_4632
ko:K19291	pfc:PflA506_0968
ko:K19292	pfc:PflA506_0967
ko:K19302	pfc:PflA506_4722
ko:K02650	pfc:PflA506_0783
ko:K21699	pfc:PflA506_0653
ko:K19610	pfc:PflA506_3158
ko:K19609	pfc:PflA506_3157
ko:K06884	pfc:PflA506_2189
ko:K06884	pfc:PflA506_2204
ko:K06884	pfc:PflA506_2205
ko:K19640	pfc:PflA506_2656
ko:K19591	pfc:PflA506_0635
ko:K19577	pfc:PflA506_1345
ko:K19577	pfc:PflA506_1665
ko:K19577	pfc:PflA506_2872
ko:K10024	pfc:PflA506_4077
ko:K03446	pfc:PflA506_4208
ko:K16238	pfc:PflA506_1722
ko:K03710	pfc:PflA506_3999
ko:K19594	pfc:PflA506_3013
ko:K19707	pfc:PflA506_2329
ko:K00992	pfc:PflA506_4873
ko:K12960	pfc:PflA506_1693
ko:K07315	pfc:PflA506_2327
ko:K17623	pfc:PflA506_3949
ko:K01003	pfc:PflA506_2644
ko:K06132	pfc:PflA506_5258
ko:K00799	pfc:PflA506_3045
ko:K00799	pfc:PflA506_1903
ko:K06131	pfc:PflA506_4785
ko:K19784	pfc:PflA506_2460
ko:K07147	pfc:PflA506_4509
ko:K07119	pfc:PflA506_1874
ko:K07119	pfc:PflA506_3878
ko:K15777	pfc:PflA506_1774
ko:K17722	pfc:PflA506_3318
ko:K19803	pfc:PflA506_0265
ko:K19954	pfc:PflA506_4870
ko:K02487	pfc:PflA506_p0042
ko:K05770	pfc:PflA506_3537
ko:K09796	pfc:PflA506_3072
ko:K09796	pfc:PflA506_0578
ko:K09471	pfc:PflA506_5255
ko:K20971	pfc:PflA506_4684
ko:K11915	pfc:PflA506_5293
ko:K20250	pfc:PflA506_2538
ko:K20330	pfc:PflA506_3390
ko:K20455	pfc:PflA506_3933
ko:K09788	pfc:PflA506_3932
ko:K03200	pfc:PflA506_p0039
ko:K20972	pfc:PflA506_0590
ko:K03199	pfc:PflA506_p0038
ko:K03195	pfc:PflA506_p0055
ko:K01214	pfc:PflA506_2853
ko:K11529	pfc:PflA506_1821
ko:K20881	pfc:PflA506_0279
ko:K20987	pfc:PflA506_1979
ko:K16011	pfc:PflA506_1981
ko:K20997	pfc:PflA506_1982
ko:K20998	pfc:PflA506_1978
ko:K20999	pfc:PflA506_1977
ko:K21000	pfc:PflA506_1976
ko:K21001	pfc:PflA506_1975
ko:K21002	pfc:PflA506_1974
ko:K21003	pfc:PflA506_1973
ko:K21004	pfc:PflA506_1971
ko:K21062	pfc:PflA506_2819
ko:K13877	pfc:PflA506_2820
ko:K13877	pfc:PflA506_2248
ko:K20938	pfc:PflA506_0241
ko:K21135	pfc:PflA506_0942
ko:K21137	pfc:PflA506_0233
ko:K21021	pfc:PflA506_4498
ko:K20973	pfc:PflA506_1780
ko:K20974	pfc:PflA506_1859
ko:K20976	pfc:PflA506_3738
