ko:K07005	bmaq:DM76_3387
ko:K03925	bmaq:DM76_734
ko:K06134	bmaq:DM76_735
ko:K00548	bmaq:DM76_738
ko:K00548	bmaq:DM76_739
ko:K16171	bmaq:DM76_743
ko:K01999	bmaq:DM76_916
ko:K07226	bmaq:DM76_918
ko:K03642	bmaq:DM76_924
ko:K03530	bmaq:DM76_926
ko:K15461	bmaq:DM76_927
ko:K06048	bmaq:DM76_929
ko:K01951	bmaq:DM76_931
ko:K07117	bmaq:DM76_933
ko:K01724	bmaq:DM76_937
ko:K00500	bmaq:DM76_938
ko:K00140	bmaq:DM76_942
ko:K01995	bmaq:DM76_944
ko:K01996	bmaq:DM76_945
ko:K01999	bmaq:DM76_946
ko:K01997	bmaq:DM76_947
ko:K01998	bmaq:DM76_948
ko:K01999	bmaq:DM76_950
ko:K01997	bmaq:DM76_951
ko:K01995	bmaq:DM76_952
ko:K01998	bmaq:DM76_952
ko:K01996	bmaq:DM76_953
ko:K03495	bmaq:DM76_954
ko:K03501	bmaq:DM76_955
ko:K02116	bmaq:DM76_959
ko:K02108	bmaq:DM76_960
ko:K02110	bmaq:DM76_961
ko:K02109	bmaq:DM76_962
ko:K07649	bmaq:DM76_1174
ko:K02050	bmaq:DM76_1175
ko:K02049	bmaq:DM76_1176
ko:K02051	bmaq:DM76_1177
ko:K02421	bmaq:DM76_1181
ko:K02420	bmaq:DM76_1182
ko:K02419	bmaq:DM76_1183
ko:K03600	bmaq:DM76_1188
ko:K03599	bmaq:DM76_1189
ko:K00413	bmaq:DM76_1190
ko:K00412	bmaq:DM76_1191
ko:K00411	bmaq:DM76_1192
ko:K03118	bmaq:DM76_1195
ko:K03117	bmaq:DM76_1196
ko:K03116	bmaq:DM76_1197
ko:K02503	bmaq:DM76_1198
ko:K01523	bmaq:DM76_1200
ko:K01496	bmaq:DM76_1201
ko:K02500	bmaq:DM76_1202
ko:K01814	bmaq:DM76_1203
ko:K02501	bmaq:DM76_1204
ko:K05595	bmaq:DM76_1205
ko:K01693	bmaq:DM76_1206
ko:K00817	bmaq:DM76_1207
ko:K00013	bmaq:DM76_1208
ko:K00765	bmaq:DM76_1209
ko:K00790	bmaq:DM76_1210
ko:K01992	bmaq:DM76_1212
ko:K01990	bmaq:DM76_1213
ko:K00031	bmaq:DM76_1753
ko:K06181	bmaq:DM76_1754
ko:K02342	bmaq:DM76_1761
ko:K04093	bmaq:DM76_1762
ko:K02014	bmaq:DM76_1765
ko:K03841	bmaq:DM76_1773
ko:K03576	bmaq:DM76_1774
ko:K00549	bmaq:DM76_1775
ko:K01256	bmaq:DM76_1776
ko:K01487	bmaq:DM76_1779
ko:K06901	bmaq:DM76_1780
ko:K07402	bmaq:DM76_1782
ko:K03611	bmaq:DM76_1783
ko:K02433	bmaq:DM76_1784
ko:K00123	bmaq:DM76_1789
ko:K00124	bmaq:DM76_1790
ko:K00127	bmaq:DM76_1791
ko:K00568	bmaq:DM76_1798
ko:K03286	bmaq:DM76_1799
ko:K02469	bmaq:DM76_1800
ko:K09924	bmaq:DM76_1801
ko:K00831	bmaq:DM76_1802
ko:K14170	bmaq:DM76_1803
ko:K00800	bmaq:DM76_1804
ko:K00945	bmaq:DM76_1805
ko:K03406	bmaq:DM76_2123
ko:K03809	bmaq:DM76_2133
ko:K07058	bmaq:DM76_2134
ko:K01736	bmaq:DM76_2138
ko:K01595	bmaq:DM76_2149
ko:K01749	bmaq:DM76_2150
ko:K02498	bmaq:DM76_2152
ko:K00059	bmaq:DM76_2154
ko:K00128	bmaq:DM76_2155
ko:K01507	bmaq:DM76_2156
ko:K07461	bmaq:DM76_2157
ko:K09919	bmaq:DM76_2158
ko:K01950	bmaq:DM76_2159
ko:K04751	bmaq:DM76_2160
ko:K10017	bmaq:DM76_2162
ko:K10015	bmaq:DM76_2163
ko:K10016	bmaq:DM76_2164
ko:K10014	bmaq:DM76_2165
ko:K06911	bmaq:DM76_2167
ko:K07659	bmaq:DM76_2169
ko:K07638	bmaq:DM76_2170
ko:K02050	bmaq:DM76_2172
ko:K02049	bmaq:DM76_2173
ko:K01734	bmaq:DM76_2543
ko:K14228	bmaq:DM76_1998
ko:K01985	bmaq:DM76_1327
ko:K01985	bmaq:DM76_4828
ko:K14234	bmaq:DM76_1256
ko:K14233	bmaq:DM76_4688
ko:K14231	bmaq:DM76_1535
ko:K14232	bmaq:DM76_699
ko:K14223	bmaq:DM76_1053
ko:K14219	bmaq:DM76_1758
ko:K14225	bmaq:DM76_2282
ko:K14233	bmaq:DM76_2325
ko:K14233	bmaq:DM76_2339
ko:K14219	bmaq:DM76_2347
ko:K14219	bmaq:DM76_2348
ko:K14234	bmaq:DM76_1771
ko:K14225	bmaq:DM76_1917
ko:K14225	bmaq:DM76_1918
ko:K14222	bmaq:DM76_1919
ko:K14230	bmaq:DM76_2206
ko:K14230	bmaq:DM76_2892
ko:K14221	bmaq:DM76_224
ko:K14221	bmaq:DM76_69
ko:K14237	bmaq:DM76_74
ko:K14228	bmaq:DM76_113
ko:K14224	bmaq:DM76_225
ko:K14218	bmaq:DM76_226
ko:K14233	bmaq:DM76_273
ko:K14237	bmaq:DM76_2180
ko:K14237	bmaq:DM76_3036
ko:K14232	bmaq:DM76_2752
ko:K14218	bmaq:DM76_1330
ko:K14218	bmaq:DM76_2630
ko:K14218	bmaq:DM76_4825
ko:K14227	bmaq:DM76_1331
ko:K14227	bmaq:DM76_4824
ko:K14227	bmaq:DM76_2629
ko:K01046	bmaq:DM76_4429
ko:K01977	bmaq:DM76_2628
ko:K01977	bmaq:DM76_1332
ko:K01977	bmaq:DM76_4823
ko:K14225	bmaq:DM76_1255
ko:K14230	bmaq:DM76_4097
ko:K07278	bmaq:DM76_2039
ko:K07050	bmaq:DM76_2558
ko:K18249	bmaq:DM76_4208
ko:K07485	bmaq:DM76_1515
ko:K07497	bmaq:DM76_3239
ko:K07497	bmaq:DM76_3403
ko:K19055	bmaq:DM76_3575
ko:K05999	bmaq:DM76_4307
ko:K18373	bmaq:DM76_3898
ko:K07485	bmaq:DM76_144
ko:K07485	bmaq:DM76_2350
ko:K07485	bmaq:DM76_4559
ko:K07485	bmaq:DM76_993
ko:K07050	bmaq:DM76_3464
ko:K00344	bmaq:DM76_4564
ko:K03526	bmaq:DM76_3175
ko:K14742	bmaq:DM76_210
ko:K07483	bmaq:DM76_2139
ko:K00820	bmaq:DM76_1002
ko:K03746	bmaq:DM76_883
ko:K15773	bmaq:DM76_3873
ko:K03746	bmaq:DM76_919
ko:K03496	bmaq:DM76_956
ko:K03497	bmaq:DM76_957
ko:K03169	bmaq:DM76_1521
ko:K03746	bmaq:DM76_2794
ko:K07001	bmaq:DM76_747
ko:K03646	bmaq:DM76_2360
ko:K03111	bmaq:DM76_1079
ko:K03496	bmaq:DM76_2034
ko:K04565	bmaq:DM76_2046
ko:K03746	bmaq:DM76_2060
ko:K08151	bmaq:DM76_3501
ko:K03746	bmaq:DM76_4077
ko:K01856	bmaq:DM76_4214
ko:K18979	bmaq:DM76_1737
ko:K03761	bmaq:DM76_3844
ko:K03761	bmaq:DM76_2910
ko:K03761	bmaq:DM76_4326
ko:K03746	bmaq:DM76_3673
ko:K03746	bmaq:DM76_3731
ko:K03746	bmaq:DM76_4327
ko:K03746	bmaq:DM76_3814
ko:K03497	bmaq:DM76_4397
ko:K03496	bmaq:DM76_4398
ko:K18248	bmaq:DM76_4209
ko:K02663	bmaq:DM76_1241
ko:K02483	bmaq:DM76_3608
ko:K18373	bmaq:DM76_3913
ko:K05874	bmaq:DM76_1964
ko:K01458	bmaq:DM76_1992
ko:K13543	bmaq:DM76_2151
ko:K05396	bmaq:DM76_2306
ko:K01139	bmaq:DM76_2346
ko:K16011	bmaq:DM76_1451
ko:K00632	bmaq:DM76_1581
ko:K00344	bmaq:DM76_2544
ko:K00335	bmaq:DM76_2597
ko:K00336	bmaq:DM76_2598
ko:K16319	bmaq:DM76_4211
ko:K00146	bmaq:DM76_4858
ko:K00130	bmaq:DM76_3420
ko:K01505	bmaq:DM76_3457
ko:K07497	bmaq:DM76_1080
ko:K07497	bmaq:DM76_111
ko:K07497	bmaq:DM76_1185
ko:K07497	bmaq:DM76_1252
ko:K07497	bmaq:DM76_1309
ko:K07497	bmaq:DM76_1325
ko:K07497	bmaq:DM76_1524
ko:K07497	bmaq:DM76_1638
ko:K07497	bmaq:DM76_1657
ko:K07497	bmaq:DM76_169
ko:K07497	bmaq:DM76_1796
ko:K07497	bmaq:DM76_1935
ko:K07497	bmaq:DM76_2056
ko:K07497	bmaq:DM76_2089
ko:K07497	bmaq:DM76_2142
ko:K07497	bmaq:DM76_2251
ko:K07497	bmaq:DM76_2355
ko:K07497	bmaq:DM76_2454
ko:K07497	bmaq:DM76_2653
ko:K07497	bmaq:DM76_2676
ko:K07497	bmaq:DM76_2713
ko:K07497	bmaq:DM76_2763
ko:K07497	bmaq:DM76_2808
ko:K07497	bmaq:DM76_2885
ko:K07497	bmaq:DM76_29
ko:K07497	bmaq:DM76_2905
ko:K07497	bmaq:DM76_2938
ko:K07497	bmaq:DM76_3052
ko:K07497	bmaq:DM76_3084
ko:K07497	bmaq:DM76_3092
ko:K07497	bmaq:DM76_3128
ko:K07497	bmaq:DM76_3296
ko:K07497	bmaq:DM76_3333
ko:K07497	bmaq:DM76_3494
ko:K07497	bmaq:DM76_355
ko:K07497	bmaq:DM76_3586
ko:K07497	bmaq:DM76_361
ko:K07497	bmaq:DM76_3733
ko:K07497	bmaq:DM76_3800
ko:K07497	bmaq:DM76_3925
ko:K07497	bmaq:DM76_4014
ko:K07497	bmaq:DM76_4032
ko:K07497	bmaq:DM76_4357
ko:K07497	bmaq:DM76_4543
ko:K07497	bmaq:DM76_4830
ko:K07497	bmaq:DM76_4846
ko:K07497	bmaq:DM76_4912
ko:K07497	bmaq:DM76_704
ko:K07497	bmaq:DM76_853
ko:K07497	bmaq:DM76_914
ko:K04772	bmaq:DM76_1194
ko:K06867	bmaq:DM76_38
ko:K07497	bmaq:DM76_1513
ko:K06020	bmaq:DM76_4790
ko:K16011	bmaq:DM76_4155
ko:K05874	bmaq:DM76_566
ko:K00148	bmaq:DM76_4749
ko:K05913	bmaq:DM76_3397
ko:K16011	bmaq:DM76_4156
ko:K10844	bmaq:DM76_4847
ko:K19221	bmaq:DM76_2966
ko:K00344	bmaq:DM76_2588
ko:K07497	bmaq:DM76_2141
ko:K07497	bmaq:DM76_2224
ko:K07497	bmaq:DM76_2229
ko:K07497	bmaq:DM76_2764
ko:K07497	bmaq:DM76_28
ko:K07497	bmaq:DM76_3051
ko:K07497	bmaq:DM76_3127
ko:K07497	bmaq:DM76_356
ko:K07497	bmaq:DM76_3587
ko:K07497	bmaq:DM76_3669
ko:K07497	bmaq:DM76_384
ko:K07497	bmaq:DM76_3924
ko:K07497	bmaq:DM76_4829
ko:K07497	bmaq:DM76_87
ko:K07497	bmaq:DM76_1525
ko:K07497	bmaq:DM76_1936
ko:K02650	bmaq:DM76_1644
ko:K07749	bmaq:DM76_3187
ko:K00249	bmaq:DM76_412
ko:K05874	bmaq:DM76_4608
ko:K01801	bmaq:DM76_1044
ko:K00571	bmaq:DM76_3995
ko:K00020	bmaq:DM76_4493
ko:K00499	bmaq:DM76_4108
ko:K06900	bmaq:DM76_3943
ko:K02031	bmaq:DM76_4943
ko:K05875	bmaq:DM76_3391
ko:K02483	bmaq:DM76_3354
ko:K08678	bmaq:DM76_4513
ko:K05875	bmaq:DM76_4620
ko:K01710	bmaq:DM76_2438
ko:K07326	bmaq:DM76_4030
ko:K03293	bmaq:DM76_3675
ko:K10439	bmaq:DM76_3744
ko:K07485	bmaq:DM76_1772
ko:K07485	bmaq:DM76_2561
ko:K00249	bmaq:DM76_2615
ko:K03328	bmaq:DM76_2256
ko:K00146	bmaq:DM76_1162
ko:K07497	bmaq:DM76_1863
ko:K01167	bmaq:DM76_649
ko:K00102	bmaq:DM76_1348
ko:K07011	bmaq:DM76_2446
ko:K02351	bmaq:DM76_1924
ko:K03296	bmaq:DM76_265
ko:K16011	bmaq:DM76_403
ko:K00249	bmaq:DM76_1016
ko:K19339	bmaq:DM76_2844
ko:K19265	bmaq:DM76_449
ko:K01066	bmaq:DM76_47
ko:K01785	bmaq:DM76_655
ko:K04771	bmaq:DM76_1902
ko:K01992	bmaq:DM76_4269
ko:K19337	bmaq:DM76_623
ko:K03722	bmaq:DM76_3158
ko:K19342	bmaq:DM76_2848
ko:K07497	bmaq:DM76_360
ko:K07497	bmaq:DM76_372
ko:K07497	bmaq:DM76_373
ko:K07497	bmaq:DM76_383
ko:K07497	bmaq:DM76_531
ko:K07497	bmaq:DM76_532
ko:K07497	bmaq:DM76_1143
ko:K07497	bmaq:DM76_1144
ko:K07497	bmaq:DM76_1478
ko:K07497	bmaq:DM76_1479
ko:K07497	bmaq:DM76_2250
ko:K07497	bmaq:DM76_2712
ko:K07497	bmaq:DM76_3238
ko:K07497	bmaq:DM76_570
ko:K07497	bmaq:DM76_571
ko:K07497	bmaq:DM76_702
ko:K07497	bmaq:DM76_703
ko:K07497	bmaq:DM76_915
ko:K07497	bmaq:DM76_1184
ko:K07497	bmaq:DM76_1494
ko:K07497	bmaq:DM76_1495
ko:K07497	bmaq:DM76_1512
ko:K07497	bmaq:DM76_1514
ko:K07497	bmaq:DM76_1864
ko:K07497	bmaq:DM76_3295
ko:K07497	bmaq:DM76_3332
ko:K07497	bmaq:DM76_1251
ko:K07497	bmaq:DM76_2352
ko:K07497	bmaq:DM76_3374
ko:K07497	bmaq:DM76_3375
ko:K07497	bmaq:DM76_852
ko:K07497	bmaq:DM76_1311
ko:K07497	bmaq:DM76_1326
ko:K07497	bmaq:DM76_1639
ko:K07497	bmaq:DM76_1996
ko:K07497	bmaq:DM76_1997
ko:K07497	bmaq:DM76_2884
ko:K07497	bmaq:DM76_2906
ko:K07497	bmaq:DM76_3402
ko:K07497	bmaq:DM76_3422
ko:K07497	bmaq:DM76_3423
ko:K07497	bmaq:DM76_4015
ko:K07497	bmaq:DM76_4033
ko:K07497	bmaq:DM76_1081
ko:K07497	bmaq:DM76_1112
ko:K07497	bmaq:DM76_1113
ko:K07497	bmaq:DM76_1656
ko:K07497	bmaq:DM76_1690
ko:K07497	bmaq:DM76_1691
ko:K07497	bmaq:DM76_2055
ko:K07497	bmaq:DM76_2453
ko:K07497	bmaq:DM76_2474
ko:K07497	bmaq:DM76_2475
ko:K07497	bmaq:DM76_2939
ko:K07497	bmaq:DM76_3495
ko:K07497	bmaq:DM76_3496
ko:K07497	bmaq:DM76_2090
ko:K07497	bmaq:DM76_3017
ko:K07497	bmaq:DM76_3018
ko:K07497	bmaq:DM76_3555
ko:K07497	bmaq:DM76_4095
ko:K07497	bmaq:DM76_1755
ko:K07497	bmaq:DM76_1756
ko:K07497	bmaq:DM76_1759
ko:K07497	bmaq:DM76_1760
ko:K07497	bmaq:DM76_1795
ko:K07497	bmaq:DM76_2174
ko:K07497	bmaq:DM76_2175
ko:K07497	bmaq:DM76_2579
ko:K07497	bmaq:DM76_2580
ko:K07497	bmaq:DM76_3556
ko:K07497	bmaq:DM76_4152
ko:K07497	bmaq:DM76_4153
ko:K07497	bmaq:DM76_2223
ko:K07497	bmaq:DM76_2228
ko:K07497	bmaq:DM76_3083
ko:K07497	bmaq:DM76_3087
ko:K07497	bmaq:DM76_4238
ko:K07497	bmaq:DM76_4239
ko:K07497	bmaq:DM76_2654
ko:K07497	bmaq:DM76_2675
ko:K07497	bmaq:DM76_3668
ko:K07497	bmaq:DM76_4298
ko:K07497	bmaq:DM76_4299
ko:K07497	bmaq:DM76_4542
ko:K07497	bmaq:DM76_4841
ko:K07497	bmaq:DM76_4842
ko:K07497	bmaq:DM76_4845
ko:K07497	bmaq:DM76_3734
ko:K07497	bmaq:DM76_4314
ko:K07497	bmaq:DM76_4315
ko:K07497	bmaq:DM76_4690
ko:K07497	bmaq:DM76_4691
ko:K07497	bmaq:DM76_4777
ko:K07497	bmaq:DM76_4778
ko:K07497	bmaq:DM76_4911
ko:K07497	bmaq:DM76_26
ko:K07497	bmaq:DM76_27
ko:K07497	bmaq:DM76_3792
ko:K07497	bmaq:DM76_3793
ko:K07497	bmaq:DM76_3801
ko:K07497	bmaq:DM76_4358
ko:K07497	bmaq:DM76_88
ko:K07497	bmaq:DM76_110
ko:K07497	bmaq:DM76_168
ko:K00529	bmaq:DM76_4896
ko:K09690	bmaq:DM76_2442
ko:K09459	bmaq:DM76_4709
ko:K04771	bmaq:DM76_1681
ko:K13790	bmaq:DM76_3808
ko:K19302	bmaq:DM76_4376
ko:K19340	bmaq:DM76_2850
ko:K19341	bmaq:DM76_2849
ko:K15669	bmaq:DM76_1468
ko:K11209	bmaq:DM76_1416
ko:K21308	bmaq:DM76_4457
ko:K19577	bmaq:DM76_1607
ko:K19577	bmaq:DM76_2387
ko:K00525	bmaq:DM76_684
ko:K00799	bmaq:DM76_500
ko:K00525	bmaq:DM76_4474
ko:K00992	bmaq:DM76_1587
ko:K19666	bmaq:DM76_4877
ko:K07666	bmaq:DM76_1679
ko:K19743	bmaq:DM76_4933
ko:K19731	bmaq:DM76_3856
ko:K20250	bmaq:DM76_3857
ko:K06131	bmaq:DM76_1577
ko:K19784	bmaq:DM76_4402
ko:K07119	bmaq:DM76_3512
ko:K07119	bmaq:DM76_4173
ko:K07119	bmaq:DM76_48
ko:K06132	bmaq:DM76_4206
ko:K08744	bmaq:DM76_1916
ko:K07147	bmaq:DM76_1250
ko:K15777	bmaq:DM76_4780
ko:K08992	bmaq:DM76_1810
ko:K19804	bmaq:DM76_1811
ko:K19813	bmaq:DM76_3223
ko:K21636	bmaq:DM76_1975
ko:K14731	bmaq:DM76_1555
ko:K09796	bmaq:DM76_1925
ko:K20034	bmaq:DM76_55
ko:K20035	bmaq:DM76_1825
ko:K20035	bmaq:DM76_1826
ko:K09456	bmaq:DM76_457
ko:K09456	bmaq:DM76_458
ko:K06911	bmaq:DM76_2166
ko:K02004	bmaq:DM76_2555
ko:K01053	bmaq:DM76_4359
ko:K20273	bmaq:DM76_3841
ko:K20274	bmaq:DM76_4768
ko:K11900	bmaq:DM76_4573
ko:K13061	bmaq:DM76_4875
ko:K18379	bmaq:DM76_3907
ko:K20332	bmaq:DM76_3562
ko:K00507	bmaq:DM76_343
ko:K20455	bmaq:DM76_4612
ko:K20429	bmaq:DM76_893
ko:K20329	bmaq:DM76_2631
ko:K20542	bmaq:DM76_3870
ko:K20543	bmaq:DM76_3869
ko:K09788	bmaq:DM76_4613
ko:K08282	bmaq:DM76_4045
ko:K02482	bmaq:DM76_3937
ko:K20541	bmaq:DM76_3871
ko:K02487	bmaq:DM76_3892
ko:K01214	bmaq:DM76_2776
ko:K20938	bmaq:DM76_3352
ko:K20940	bmaq:DM76_4054
ko:K21105	bmaq:DM76_3746
ko:K21053	bmaq:DM76_1781
ko:K00840	bmaq:DM76_1940
ko:K21023	bmaq:DM76_3722
ko:K08968	bmaq:DM76_1920
ko:K21801	bmaq:DM76_4073
ko:K13877	bmaq:DM76_4360
ko:K21029	bmaq:DM76_799
ko:K08261	bmaq:DM76_1701
ko:K00526	bmaq:DM76_683
ko:K01520	bmaq:DM76_352
ko:K00287	bmaq:DM76_1850
ko:K00560	bmaq:DM76_1856
ko:K03676	bmaq:DM76_803
ko:K17733	bmaq:DM76_842
ko:K06217	bmaq:DM76_1604
ko:K03553	bmaq:DM76_1650
ko:K02316	bmaq:DM76_4099
ko:K02314	bmaq:DM76_17
ko:K06223	bmaq:DM76_112
ko:K05874	bmaq:DM76_873
ko:K02335	bmaq:DM76_4114
ko:K05375	bmaq:DM76_2952
ko:K05375	bmaq:DM76_3013
ko:K02032	bmaq:DM76_4942
ko:K08100	bmaq:DM76_1752
ko:K13993	bmaq:DM76_2694
ko:K02483	bmaq:DM76_1651
ko:K00249	bmaq:DM76_2182
ko:K03293	bmaq:DM76_1082
ko:K02482	bmaq:DM76_3713
ko:K09983	bmaq:DM76_2958
ko:K03328	bmaq:DM76_401
ko:K05710	bmaq:DM76_4884
ko:K21307	bmaq:DM76_4458
ko:K21309	bmaq:DM76_4455
ko:K03651	bmaq:DM76_2664
ko:K21449	bmaq:DM76_2791
ko:K21420	bmaq:DM76_2889
ko:K01451	bmaq:DM76_4547
ko:K01420	bmaq:DM76_4245
ko:K01420	bmaq:DM76_4363
ko:K21699	bmaq:DM76_3399
ko:K10026	bmaq:DM76_1537
ko:K21563	bmaq:DM76_1967
ko:K10914	bmaq:DM76_1492
ko:K21645	bmaq:DM76_616
ko:K21757	bmaq:DM76_4226
ko:K00043	bmaq:DM76_2097
ko:K21802	bmaq:DM76_3753
ko:K21825	bmaq:DM76_1939
ko:K21826	bmaq:DM76_4750
ko:K21833	bmaq:DM76_4754
ko:K21834	bmaq:DM76_4755
ko:K21832	bmaq:DM76_4759
ko:K21929	bmaq:DM76_208
ko:K05802	bmaq:DM76_2843
ko:K22003	bmaq:DM76_2397
ko:K22132	bmaq:DM76_1730
ko:K00090	bmaq:DM76_1876
ko:K03595	bmaq:DM76_1907
ko:K22067	bmaq:DM76_3524
ko:K07183	bmaq:DM76_3525
ko:K00302	bmaq:DM76_3404
ko:K22185	bmaq:DM76_656
ko:K08994	bmaq:DM76_3212
ko:K22292	bmaq:DM76_1797
ko:K22252	bmaq:DM76_3987
ko:K02257	bmaq:DM76_820
ko:K00611	bmaq:DM76_1745
ko:K11206	bmaq:DM76_1425
ko:K22488	bmaq:DM76_3831
ko:K00424	bmaq:DM76_2837
ko:K22487	bmaq:DM76_3833
ko:K00424	bmaq:DM76_998
ko:K22505	bmaq:DM76_3834
ko:K22512	bmaq:DM76_3826
ko:K22504	bmaq:DM76_3829
ko:K22506	bmaq:DM76_3825
ko:K22507	bmaq:DM76_3821
ko:K22508	bmaq:DM76_3820
ko:K22509	bmaq:DM76_3819
ko:K22510	bmaq:DM76_3818
ko:K22511	bmaq:DM76_3828
ko:K01007	bmaq:DM76_164
