ko:K08153	banh:HYU01_04530
ko:K00986	banh:HYU01_28085
ko:K02277	banh:HYU01_20305
ko:K00354	banh:HYU01_10200
ko:K01046	banh:HYU01_24915
ko:K00632	banh:HYU01_25665
ko:K02777	banh:HYU01_27165
ko:K01200	banh:HYU01_13535
ko:K01239	banh:HYU01_14310
ko:K01239	banh:HYU01_26095
ko:K00001	banh:HYU01_17450
ko:K01239	banh:HYU01_17645
ko:K02032	banh:HYU01_01050
ko:K11615	banh:HYU01_03140
ko:K01090	banh:HYU01_06250
ko:K03296	banh:HYU01_03855
ko:K01271	banh:HYU01_19625
ko:K06308	banh:HYU01_24290
ko:K10819	banh:HYU01_23975
ko:K01081	banh:HYU01_25485
ko:K03296	banh:HYU01_27755
ko:K03328	banh:HYU01_00310
ko:K00798	banh:HYU01_07600
ko:K00344	banh:HYU01_17350
ko:K00433	banh:HYU01_24495
ko:K00571	banh:HYU01_23825
ko:K00001	banh:HYU01_11080
ko:K02034	banh:HYU01_11310
ko:K06307	banh:HYU01_17765
ko:K01897	banh:HYU01_18015
ko:K01447	banh:HYU01_18410
ko:K19170	banh:HYU01_28175
ko:K01710	banh:HYU01_06310
ko:K01447	banh:HYU01_18270
ko:K06345	banh:HYU01_22710
ko:K01447	banh:HYU01_07675
ko:K02031	banh:HYU01_23075
ko:K02032	banh:HYU01_23080
ko:K01271	banh:HYU01_23685
ko:K03293	banh:HYU01_03725
ko:K02032	banh:HYU01_04890
ko:K06344	banh:HYU01_06330
ko:K06343	banh:HYU01_06350
ko:K00344	banh:HYU01_10570
ko:K21900	banh:HYU01_26420
ko:K12132	banh:HYU01_19555
ko:K01073	banh:HYU01_10275
ko:K07448	banh:HYU01_11550
ko:K01447	banh:HYU01_19915
ko:K02032	banh:HYU01_03555
ko:K02031	banh:HYU01_03560
ko:K01117	banh:HYU01_03650
ko:K01897	banh:HYU01_04715
ko:K06893	banh:HYU01_04490
ko:K07453	banh:HYU01_18565
ko:K01200	banh:HYU01_24130
ko:K15640	banh:HYU01_20270
ko:K00634	banh:HYU01_21420
ko:K06336	banh:HYU01_06580
ko:K02031	banh:HYU01_01260
ko:K02032	banh:HYU01_01265
ko:K08651	banh:HYU01_11845
ko:K01777	banh:HYU01_14050
ko:K01046	banh:HYU01_12935
ko:K03293	banh:HYU01_17230
ko:K00102	banh:HYU01_17490
ko:K00020	banh:HYU01_11715
ko:K19271	banh:HYU01_11985
ko:K00663	banh:HYU01_14665
ko:K19294	banh:HYU01_04775
ko:K01990	banh:HYU01_15050
ko:K01990	banh:HYU01_27575
ko:K01567	banh:HYU01_02280
ko:K03722	banh:HYU01_08020
ko:K01992	banh:HYU01_09015
ko:K01436	banh:HYU01_07065
ko:K19302	banh:HYU01_06635
ko:K19405	banh:HYU01_00460
ko:K01992	banh:HYU01_26975
ko:K19411	banh:HYU01_00455
ko:K19350	banh:HYU01_12570
ko:K06419	banh:HYU01_04635
ko:K03574	banh:HYU01_24550
ko:K06867	banh:HYU01_03070
ko:K06867	banh:HYU01_23980
ko:K02031	banh:HYU01_01045
ko:K01436	banh:HYU01_03785
ko:K07496	banh:HYU01_05350
ko:K19302	banh:HYU01_12450
ko:K19302	banh:HYU01_24415
ko:K19302	banh:HYU01_29270
ko:K18567	banh:HYU01_25720
ko:K06881	banh:HYU01_23650
ko:K00887	banh:HYU01_22085
ko:K14222	banh:HYU01_02935
ko:K19689	banh:HYU01_24035
ko:K14228	banh:HYU01_03895
ko:K14228	banh:HYU01_25050
ko:K14236	banh:HYU01_00850
ko:K14236	banh:HYU01_03880
ko:K14236	banh:HYU01_02910
ko:K19701	banh:HYU01_27365
ko:K07315	banh:HYU01_05260
ko:K01258	banh:HYU01_21325
ko:K14227	banh:HYU01_00045
ko:K14227	banh:HYU01_00155
ko:K14227	banh:HYU01_24975
ko:K14227	banh:HYU01_03960
ko:K03417	banh:HYU01_11705
ko:K20480	banh:HYU01_03255
ko:K21755	banh:HYU01_16075
ko:K00547	banh:HYU01_21850
ko:K00297	banh:HYU01_21850
ko:K15777	banh:HYU01_09340
ko:K19802	banh:HYU01_14130
ko:K21636	banh:HYU01_17900
ko:K13075	banh:HYU01_17220
ko:K19976	banh:HYU01_15705
ko:K20074	banh:HYU01_19560
ko:K10680	banh:HYU01_18105
ko:K20201	banh:HYU01_27160
ko:K20116	banh:HYU01_20855
ko:K20117	banh:HYU01_20855
ko:K20118	banh:HYU01_20855
ko:K20391	banh:HYU01_27325
ko:K20390	banh:HYU01_27320
ko:K20491	banh:HYU01_19065
ko:K20492	banh:HYU01_19060
ko:K00526	banh:HYU01_06970
ko:K20487	banh:HYU01_19050
ko:K20488	banh:HYU01_19055
ko:K20490	banh:HYU01_19070
ko:K20534	banh:HYU01_27745
ko:K18889	banh:HYU01_04605
ko:K08884	banh:HYU01_11500
ko:K18889	banh:HYU01_18290
ko:K18890	banh:HYU01_18285
ko:K08645	banh:HYU01_28805
ko:K20742	banh:HYU01_14125
ko:K11751	banh:HYU01_15580
ko:K01208	banh:HYU01_20670
ko:K21029	banh:HYU01_17725
ko:K20895	banh:HYU01_02635
ko:K21029	banh:HYU01_10675
ko:K21029	banh:HYU01_24240
ko:K21064	banh:HYU01_06070
ko:K08968	banh:HYU01_23900
ko:K00821	banh:HYU01_14965
ko:K00821	banh:HYU01_21250
ko:K00435	banh:HYU01_27515
ko:K06904	banh:HYU01_02515
ko:K01286	banh:HYU01_12700
ko:K07313	banh:HYU01_03105
ko:K02314	banh:HYU01_04985
ko:K01286	banh:HYU01_06570
ko:K01286	banh:HYU01_08785
ko:K01286	banh:HYU01_10355
ko:K01286	banh:HYU01_09775
ko:K00560	banh:HYU01_11155
ko:K00287	banh:HYU01_11160
ko:K01286	banh:HYU01_11320
ko:K03546	banh:HYU01_11750
ko:K01286	banh:HYU01_13220
ko:K18640	banh:HYU01_13590
ko:K01286	banh:HYU01_25680
ko:K00857	banh:HYU01_27220
ko:K01286	banh:HYU01_27520
ko:K02314	banh:HYU01_27930
ko:K01286	banh:HYU01_14985
ko:K02316	banh:HYU01_22050
ko:K06217	banh:HYU01_22100
ko:K01493	banh:HYU01_22205
ko:K04068	banh:HYU01_17895
ko:K06904	banh:HYU01_18495
ko:K03465	banh:HYU01_18625
ko:K00558	banh:HYU01_18630
ko:K02315	banh:HYU01_18660
ko:K01520	banh:HYU01_20110
ko:K07258	banh:HYU01_07555
ko:K05375	banh:HYU01_11810
ko:K02335	banh:HYU01_23540
ko:K01101	banh:HYU01_25400
ko:K21416	banh:HYU01_13765
ko:K21417	banh:HYU01_13760
ko:K21405	banh:HYU01_13690
ko:K21481	banh:HYU01_05615
ko:K21464	banh:HYU01_27445
ko:K21465	banh:HYU01_21950
ko:K21465	banh:HYU01_12440
ko:K21465	banh:HYU01_15235
ko:K21467	banh:HYU01_11165
ko:K21465	banh:HYU01_13100
ko:K21468	banh:HYU01_22465
ko:K22044	banh:HYU01_27975
ko:K21471	banh:HYU01_26510
ko:K21471	banh:HYU01_07350
ko:K21567	banh:HYU01_01890
ko:K21567	banh:HYU01_25245
ko:K21494	banh:HYU01_11530
ko:K21600	banh:HYU01_18880
ko:K00863	banh:HYU01_05125
ko:K00863	banh:HYU01_05135
ko:K21493	banh:HYU01_11535
ko:K21713	banh:HYU01_14015
ko:K21929	banh:HYU01_07855
ko:K21935	banh:HYU01_11455
ko:K21902	banh:HYU01_27435
ko:K11923	banh:HYU01_16780
ko:K18244	banh:HYU01_27285
ko:K21993	banh:HYU01_17730
ko:K21903	banh:HYU01_03240
ko:K00754	banh:HYU01_07885
ko:K01463	banh:HYU01_07880
ko:K22135	banh:HYU01_17260
ko:K22135	banh:HYU01_19000
ko:K22136	banh:HYU01_19845
ko:K01585	banh:HYU01_20410
ko:K00015	banh:HYU01_07275
ko:K03595	banh:HYU01_22075
ko:K02116	banh:HYU01_05110
ko:K22112	banh:HYU01_27815
ko:K22132	banh:HYU01_22580
ko:K22106	banh:HYU01_14615
ko:K01932	banh:HYU01_29310
ko:K22116	banh:HYU01_29305
ko:K00302	banh:HYU01_14070
ko:K00302	banh:HYU01_14075
ko:K07456	banh:HYU01_17365
ko:K22278	banh:HYU01_09835
ko:K22278	banh:HYU01_17970
ko:K02257	banh:HYU01_20325
ko:K13566	banh:HYU01_20780
ko:K18672	banh:HYU01_25215
ko:K22491	banh:HYU01_07650
