ko:K02345	yel:LC20_03135
ko:K07497	yel:LC20_05212
ko:K07497	yel:LC20_04477
ko:K07497	yel:LC20_06079
ko:K07497	yel:LC20_06236
ko:K19804	yel:LC20_02625
ko:K19810	yel:LC20_04827
ko:K02756	yel:LC20_03623
ko:K02757	yel:LC20_03623
ko:K00042	yel:LC20_04846
ko:K19956	yel:LC20_04331
ko:K07497	yel:LC20_00120
ko:K07263	yel:LC20_00151
ko:K07274	yel:LC20_02514
ko:K21636	yel:LC20_04696
ko:K20265	yel:LC20_00860
ko:K07686	yel:LC20_00113
ko:K20264	yel:LC20_02065
ko:K20542	yel:LC20_00144
ko:K19591	yel:LC20_01476
ko:K20543	yel:LC20_00145
ko:K20534	yel:LC20_00107
ko:K20541	yel:LC20_00143
ko:K22132	yel:LC20_01119
ko:K20881	yel:LC20_00267
ko:K20862	yel:LC20_05048
ko:K20866	yel:LC20_05240
ko:K02790	yel:LC20_02687
ko:K02791	yel:LC20_02687
ko:K21021	yel:LC20_04591
ko:K22025	yel:LC20_00732
ko:K21086	yel:LC20_00155
ko:K21087	yel:LC20_01311
ko:K21084	yel:LC20_04036
ko:K02495	yel:LC20_05246
ko:K08968	yel:LC20_03028
ko:K00821	yel:LC20_00300
ko:K00526	yel:LC20_04240
ko:K02335	yel:LC20_05250
ko:K02314	yel:LC20_02254
ko:K00525	yel:LC20_02263
ko:K01185	yel:LC20_02266
ko:K06223	yel:LC20_00280
ko:K02314	yel:LC20_00529
ko:K06904	yel:LC20_00571
ko:K21147	yel:LC20_04864
ko:K00558	yel:LC20_00405
ko:K06952	yel:LC20_00463
ko:K00558	yel:LC20_00474
ko:K01185	yel:LC20_00482
ko:K02316	yel:LC20_00817
ko:K06919	yel:LC20_00844
ko:K00560	yel:LC20_01102
ko:K03791	yel:LC20_01152
ko:K06223	yel:LC20_01184
ko:K07313	yel:LC20_01591
ko:K06217	yel:LC20_01627
ko:K02315	yel:LC20_01730
ko:K02314	yel:LC20_01731
ko:K03791	yel:LC20_01739
ko:K06217	yel:LC20_02332
ko:K00857	yel:LC20_02540
ko:K06904	yel:LC20_03896
ko:K03791	yel:LC20_03904
ko:K01160	yel:LC20_03915
ko:K06952	yel:LC20_03939
ko:K09960	yel:LC20_03087
ko:K09961	yel:LC20_03089
ko:K01185	yel:LC20_03102
ko:K06223	yel:LC20_03105
ko:K00558	yel:LC20_03111
ko:K09960	yel:LC20_03261
ko:K09961	yel:LC20_03263
ko:K01185	yel:LC20_03274
ko:K06866	yel:LC20_04168
ko:K00558	yel:LC20_04180
ko:K06191	yel:LC20_04237
ko:K03676	yel:LC20_05176
ko:K01520	yel:LC20_05195
ko:K06919	yel:LC20_05206
ko:K00287	yel:LC20_04552
ko:K04068	yel:LC20_04697
ko:K00050	yel:LC20_03674
ko:K05375	yel:LC20_00745
ko:K21310	yel:LC20_02693
ko:K13695	yel:LC20_02954
ko:K21470	yel:LC20_03455
ko:K22589	yel:LC20_01293
ko:K21498	yel:LC20_06014
ko:K01420	yel:LC20_02785
ko:K07334	yel:LC20_06015
ko:K21695	yel:LC20_00609
ko:K21527	yel:LC20_01735
ko:K21698	yel:LC20_00608
ko:K21829	yel:LC20_00014
ko:K21936	yel:LC20_04852
ko:K21948	yel:LC20_02308
ko:K13638	yel:LC20_00363
ko:K22015	yel:LC20_01931
ko:K22015	yel:LC20_04838
ko:K22051	yel:LC20_04816
ko:K22131	yel:LC20_02310
ko:K22130	yel:LC20_02309
ko:K03595	yel:LC20_04151
ko:K22105	yel:LC20_05116
ko:K22110	yel:LC20_00147
ko:K22110	yel:LC20_03013
ko:K22214	yel:LC20_02998
ko:K03079	yel:LC20_04308
ko:K17210	yel:LC20_03980
ko:K22252	yel:LC20_01981
ko:K03077	yel:LC20_04301
ko:K03077	yel:LC20_02645
ko:K22302	yel:LC20_02250
ko:K22300	yel:LC20_03119
ko:K02257	yel:LC20_01375
ko:K00986	yel:LC20_06085
ko:K03976	yel:LC20_07035
ko:K01545	yel:LC20_07150
ko:K12149	yel:LC20_07250
ko:K00833	yel:LC20_07255
ko:K11961	yel:LC20_07300
ko:K05845	yel:LC20_07305
ko:K02679	yel:LC20_06850
ko:K02680	yel:LC20_06855
ko:K02681	yel:LC20_06865
ko:K03582	yel:LC20_06870
ko:K07497	yel:LC20_06945
ko:K02029	yel:LC20_06960
ko:K00347	yel:LC20_06970
ko:K07497	yel:LC20_06975
ko:K07497	yel:LC20_07080
ko:K07733	yel:LC20_07200
ko:K05541	yel:LC20_07260
ko:K02279	yel:LC20_06650
ko:K07497	yel:LC20_06660
ko:K12514	yel:LC20_06665
ko:K12515	yel:LC20_06670
ko:K07000	yel:LC20_06675
ko:K02453	yel:LC20_06775
ko:K02452	yel:LC20_06780
ko:K07497	yel:LC20_06790
ko:K18800	yel:LC20_06800
ko:K06966	yel:LC20_06890
ko:K03554	yel:LC20_06980
ko:K03546	yel:LC20_06985
ko:K11382	yel:LC20_06995
ko:K07497	yel:LC20_07085
ko:K07497	yel:LC20_06500
ko:K03701	yel:LC20_06505
ko:K07497	yel:LC20_06565
ko:K07497	yel:LC20_06700
ko:K07497	yel:LC20_06825
ko:K02337	yel:LC20_06900
ko:K19000	yel:LC20_06905
ko:K07497	yel:LC20_07005
ko:K02077	yel:LC20_07015
ko:K07497	yel:LC20_06335
ko:K07497	yel:LC20_06340
ko:K02358	yel:LC20_06385
ko:K02965	yel:LC20_06390
ko:K02874	yel:LC20_06395
ko:K02919	yel:LC20_06400
ko:K03704	yel:LC20_07410
ko:K03412	yel:LC20_07415
ko:K07497	yel:LC20_06345
ko:K03336	yel:LC20_06350
ko:K02438	yel:LC20_06355
ko:K04760	yel:LC20_06370
ko:K07451	yel:LC20_06525
ko:K18765	yel:LC20_06540
ko:K07497	yel:LC20_06575
ko:K07497	yel:LC20_06600
ko:K18320	yel:LC20_06610
ko:K18320	yel:LC20_06615
ko:K03892	yel:LC20_06630
ko:K13735	yel:LC20_06635
ko:K18320	yel:LC20_06640
ko:K07497	yel:LC20_06730
ko:K11904	yel:LC20_06735
ko:K18827	yel:LC20_07345
ko:K19697	yel:LC20_07360
ko:K02008	yel:LC20_07365
ko:K07347	yel:LC20_07390
ko:K07497	yel:LC20_07400
ko:K02414	yel:LC20_07420
ko:K13741	yel:LC20_07430
ko:K16301	yel:LC20_07445
ko:K11939	yel:LC20_07310
ko:K00121	yel:LC20_07335
ko:K00558	yel:LC20_08085
ko:K03812	yel:LC20_08145
ko:K07497	yel:LC20_08150
ko:K13895	yel:LC20_08230
ko:K02897	yel:LC20_08235
ko:K02066	yel:LC20_08295
ko:K02755	yel:LC20_08305
ko:K02756	yel:LC20_08305
ko:K02757	yel:LC20_08305
ko:K07308	yel:LC20_08310
ko:K07451	yel:LC20_08385
ko:K22302	yel:LC20_08395
ko:K07497	yel:LC20_08400
ko:K06213	yel:LC20_08450
ko:K07497	yel:LC20_08460
ko:K18326	yel:LC20_08470
ko:K07106	yel:LC20_08490
ko:K03474	yel:LC20_08495
ko:K07497	yel:LC20_08535
ko:K09967	yel:LC20_08605
ko:K02064	yel:LC20_08655
ko:K02336	yel:LC20_08660
ko:K07497	yel:LC20_08715
ko:K07497	yel:LC20_08730
ko:K11216	yel:LC20_08735
ko:K09912	yel:LC20_07525
ko:K02744	yel:LC20_07555
ko:K00919	yel:LC20_07575
ko:K06201	yel:LC20_07590
ko:K01008	yel:LC20_07640
ko:K01142	yel:LC20_07645
ko:K15580	yel:LC20_07670
ko:K15582	yel:LC20_07675
ko:K07497	yel:LC20_07710
ko:K01096	yel:LC20_07715
ko:K15383	yel:LC20_07725
ko:K03604	yel:LC20_07875
ko:K02016	yel:LC20_07905
ko:K07806	yel:LC20_07910
ko:K01890	yel:LC20_07915
ko:K02916	yel:LC20_07920
ko:K02520	yel:LC20_07925
ko:K07150	yel:LC20_07930
ko:K05595	yel:LC20_07940
ko:K11607	yel:LC20_07945
ko:K03797	yel:LC20_07950
ko:K03808	yel:LC20_07955
ko:K01620	yel:LC20_08200
ko:K14261	yel:LC20_08320
ko:K02047	yel:LC20_08415
ko:K00064	yel:LC20_08425
ko:K00029	yel:LC20_08430
ko:K03601	yel:LC20_08475
ko:K16868	yel:LC20_07530
ko:K00840	yel:LC20_07535
ko:K00673	yel:LC20_07540
ko:K06447	yel:LC20_07545
ko:K01159	yel:LC20_07600
ko:K09815	yel:LC20_07605
ko:K07285	yel:LC20_07610
ko:K03314	yel:LC20_07625
ko:K07690	yel:LC20_07685
ko:K01591	yel:LC20_07740
ko:K00853	yel:LC20_07765
ko:K07347	yel:LC20_07775
ko:K15125	yel:LC20_07790
ko:K07347	yel:LC20_07795
ko:K07497	yel:LC20_07800
ko:K03578	yel:LC20_07815
ko:K01771	yel:LC20_07820
ko:K16074	yel:LC20_07825
ko:K07497	yel:LC20_07970
ko:K07497	yel:LC20_07995
ko:K03704	yel:LC20_08030
ko:K03798	yel:LC20_08775
ko:K00024	yel:LC20_08780
ko:K02686	yel:LC20_08785
ko:K05796	yel:LC20_08815
ko:K07497	yel:LC20_08845
ko:K03636	yel:LC20_08850
ko:K03230	yel:LC20_08870
ko:K02358	yel:LC20_08910
ko:K03118	yel:LC20_08960
ko:K03576	yel:LC20_08965
ko:K18650	yel:LC20_08995
ko:K07497	yel:LC20_09005
ko:K02913	yel:LC20_09095
ko:K07497	yel:LC20_09120
ko:K07497	yel:LC20_09130
ko:K03312	yel:LC20_09140
ko:K02036	yel:LC20_09195
ko:K03536	yel:LC20_09200
ko:K12064	yel:LC20_09255
ko:K07171	yel:LC20_09335
ko:K07497	yel:LC20_09350
ko:K11391	yel:LC20_00868
ko:K22302	yel:LC20_03118
ko:K07497	yel:LC20_06280
ko:K03892	yel:LC20_06305
ko:K13566	yel:LC20_01260
ko:K22488	yel:LC20_01527
ko:K07319	yel:LC20_09330
ko:K00424	yel:LC20_01690
ko:K22487	yel:LC20_01525
ko:K22505	yel:LC20_01524
ko:K22504	yel:LC20_01529
ko:K22506	yel:LC20_01533
ko:K22507	yel:LC20_01538
ko:K22508	yel:LC20_01539
ko:K22509	yel:LC20_01540
ko:K22510	yel:LC20_01541
ko:K22511	yel:LC20_01530
ko:K22512	yel:LC20_01532
ko:K22601	yel:LC20_01247
ko:K22602	yel:LC20_06955
