ko:K02030	kpn:KPN_01829
ko:K03748	kpn:KPN_02585
ko:K06606	kpn:KPN_04669
ko:K11535	kpn:KPN_02744
ko:K12061	kpn:KPN_pKPN4p07141
ko:K09898	kpn:KPN_03740
ko:K07264	kpn:KPN_03843
ko:K07278	kpn:KPN_04616
ko:K03779	kpn:KPN_03640
ko:K03780	kpn:KPN_03639
ko:K03426	kpn:KPN_04378
ko:K11896	kpn:KPN_02250
ko:K00010	kpn:KPN_00507
ko:K11747	kpn:KPN_03736
ko:K07592	kpn:KPN_02296
ko:K01894	kpn:KPN_00144
ko:K07480	kpn:KPN_pKPN3p05957
ko:K00247	kpn:KPN_04550
ko:K11531	kpn:KPN_03508
ko:K11903	kpn:KPN_01327
ko:K06889	kpn:KPN_04583
ko:K07454	kpn:KPN_04719
ko:K08682	kpn:KPN_00355
ko:K09251	kpn:KPN_03501
ko:K07724	kpn:KPN_03598
ko:K07724	kpn:KPN_02950
ko:K07345	kpn:KPN_02990
ko:K01042	kpn:KPN_04639
ko:K08195	kpn:KPN_03917
ko:K04775	kpn:KPN_01567
ko:K09470	kpn:KPN_01021
ko:K00262	kpn:KPN_01210
ko:K11749	kpn:KPN_00189
ko:K11811	kpn:KPN_pKPN3p05926
ko:K06911	kpn:KPN_01051
ko:K07726	kpn:KPN_04067
ko:K04333	kpn:KPN_03383
ko:K07782	kpn:KPN_02414
ko:K11755	kpn:KPN_02482
ko:K07343	kpn:KPN_00988
ko:K12974	kpn:KPN_01167
ko:K12979	kpn:KPN_02997
ko:K12975	kpn:KPN_03904
ko:K12962	kpn:KPN_03842
ko:K12963	kpn:KPN_03841
ko:K10440	kpn:KPN_00639
ko:K01460	kpn:KPN_03416
ko:K12992	kpn:KPN_02508
ko:K00906	kpn:KPN_04397
ko:K12972	kpn:KPN_02979
ko:K03769	kpn:KPN_04275
ko:K07289	kpn:KPN_02517
ko:K00059	kpn:KPN_01694
ko:K01207	kpn:KPN_01104
ko:K03335	kpn:KPN_01796
ko:K01708	kpn:KPN_03540
ko:K01176	kpn:KPN_03935
ko:K02517	kpn:KPN_00496
ko:K12370	kpn:KPN_03897
ko:K07269	kpn:KPN_04599
ko:K02058	kpn:KPN_04622
ko:K02056	kpn:KPN_04623
ko:K02057	kpn:KPN_04624
ko:K02057	kpn:KPN_04625
ko:K06905	kpn:KPN_04858
ko:K03328	kpn:KPN_02500
ko:K13301	kpn:KPN_00101
ko:K00558	kpn:KPN_01395
ko:K02024	kpn:KPN_00433
ko:K11209	kpn:KPN_03419
ko:K00823	kpn:KPN_03825
ko:K12065	kpn:KPN_pKPN3p06008
ko:K12060	kpn:KPN_pKPN3p06020
ko:K00847	kpn:KPN_03076
ko:K04025	kpn:KPN_02781
ko:K03324	kpn:KPN_04400
ko:K01093	kpn:KPN_00628
ko:K11929	kpn:KPN_00282
ko:K04065	kpn:KPN_04832
ko:K01187	kpn:KPN_00852
ko:K11738	kpn:KPN_01906
ko:K00117	kpn:KPN_00132
ko:K02009	kpn:KPN_03187
ko:K11753	kpn:KPN_00020
ko:K06079	kpn:KPN_00206
ko:K03757	kpn:KPN_00499
ko:K02436	kpn:KPN_03552
ko:K08322	kpn:KPN_03621
ko:K11735	kpn:KPN_00254
ko:K11745	kpn:KPN_00044
ko:K11734	kpn:KPN_00116
ko:K12297	kpn:KPN_00977
ko:K12290	kpn:KPN_03764
ko:K12288	kpn:KPN_03766
ko:K11534	kpn:KPN_00872
ko:K11732	kpn:KPN_00537
ko:K00748	kpn:KPN_00195
ko:K12059	kpn:KPN_pKPN3p06021
ko:K12060	kpn:KPN_pKPN4p07143
ko:K02624	kpn:KPN_01537
ko:K12056	kpn:KPN_pKPN3p06031
ko:K12057	kpn:KPN_pKPN3p06026
ko:K12058	kpn:KPN_pKPN3p06022
ko:K02624	kpn:KPN_00388
ko:K03478	kpn:KPN_01235
ko:K07124	kpn:KPN_01025
ko:K04085	kpn:KPN_03836
ko:K07665	kpn:KPN_pKPN3p05937
ko:K07665	kpn:KPN_pKPN3p05950
ko:K02002	kpn:KPN_03010
ko:K01730	kpn:KPN_03266
ko:K11737	kpn:KPN_04601
ko:K04021	kpn:KPN_02789
ko:K12410	kpn:KPN_01117
ko:K08485	kpn:KPN_03616
ko:K05540	kpn:KPN_03669
ko:K07397	kpn:KPN_03742
ko:K12064	kpn:KPN_pKPN3p06010
ko:K12067	kpn:KPN_pKPN4p07129
ko:K08163	kpn:KPN_04120
ko:K00520	kpn:KPN_pKPN4p07068
ko:K06954	kpn:KPN_04731
ko:K02075	kpn:KPN_03034
ko:K02074	kpn:KPN_03035
ko:K02468	kpn:KPN_03042
ko:K03487	kpn:KPN_03050
ko:K09612	kpn:KPN_03116
ko:K00879	kpn:KPN_03154
ko:K03394	kpn:KPN_03189
ko:K02028	kpn:KPN_01898
ko:K11893	kpn:KPN_02275
ko:K02029	kpn:KPN_01899
ko:K02255	kpn:KPN_02397
ko:K04720	kpn:KPN_03224
ko:K05845	kpn:KPN_02567
ko:K11208	kpn:KPN_01896
ko:K11736	kpn:KPN_00343
ko:K01491	kpn:KPN_00484
ko:K08094	kpn:KPN_02958
ko:K03078	kpn:KPN_04589
ko:K12372	kpn:KPN_03895
ko:K13053	kpn:KPN_00987
ko:K08967	kpn:KPN_00643
ko:K07351	kpn:KPN_03288
ko:K12068	kpn:KPN_pKPN3p06005
ko:K12068	kpn:KPN_pKPN4p07128
ko:K05595	kpn:KPN_01627
ko:K12308	kpn:KPN_04612
ko:K05368	kpn:KPN_04338
ko:K12525	kpn:KPN_04234
ko:K12500	kpn:KPN_00405
ko:K03457	kpn:KPN_01286
ko:K03970	kpn:KPN_01298
ko:K03971	kpn:KPN_01300
ko:K07497	kpn:KPN_01338
ko:K03791	kpn:KPN_01405
ko:K00116	kpn:KPN_01554
ko:K02056	kpn:KPN_01732
ko:K02057	kpn:KPN_01733
ko:K02769	kpn:KPN_01742
ko:K02029	kpn:KPN_01764
ko:K02030	kpn:KPN_01766
ko:K03457	kpn:KPN_01790
ko:K02478	kpn:KPN_02563
ko:K02972	kpn:KPN_01846
ko:K00675	kpn:KPN_01884
ko:K02053	kpn:KPN_01925
ko:K02054	kpn:KPN_01926
ko:K02052	kpn:KPN_01927
ko:K02055	kpn:KPN_01928
ko:K03817	kpn:KPN_01943
ko:K03838	kpn:KPN_02294
ko:K07245	kpn:KPN_02357
ko:K08137	kpn:KPN_03376
ko:K06889	kpn:KPN_01707
ko:K01150	kpn:KPN_03378
ko:K02478	kpn:KPN_02736
ko:K07038	kpn:KPN_01239
ko:K00065	kpn:KPN_01240
ko:K01497	kpn:KPN_01273
ko:K02077	kpn:KPN_03033
ko:K13051	kpn:KPN_00861
ko:K12961	kpn:KPN_03557
ko:K12944	kpn:KPN_02657
ko:K13292	kpn:KPN_03237
ko:K00694	kpn:KPN_03893
ko:K12984	kpn:KPN_03973
ko:K10804	kpn:KPN_00472
ko:K13014	kpn:KPN_03844
ko:K01077	kpn:KPN_00327
ko:K06956	kpn:KPN_01238
ko:K03502	kpn:KPN_01439
ko:K01011	kpn:KPN_02851
ko:K01092	kpn:KPN_00630
ko:K09474	kpn:KPN_01206
ko:K00626	kpn:KPN_01693
ko:K00626	kpn:KPN_03268
ko:K11685	kpn:KPN_02998
ko:K09810	kpn:KPN_01114
ko:K11939	kpn:KPN_00842
ko:K04771	kpn:KPN_00176
ko:K11744	kpn:KPN_01564
ko:K00615	kpn:KPN_01127
ko:K00598	kpn:KPN_01646
ko:K11607	kpn:KPN_03079
ko:K11605	kpn:KPN_03080
ko:K11896	kpn:KPN_01347
ko:K07470	kpn:KPN_02467
ko:K11901	kpn:KPN_01322
ko:K11910	kpn:KPN_01343
ko:K11925	kpn:KPN_00068
ko:K11752	kpn:KPN_00366
ko:K08154	kpn:KPN_04078
ko:K01766	kpn:KPN_03161
ko:K11926	kpn:KPN_00252
ko:K10037	kpn:KPN_pKPN5p08192
ko:K00965	kpn:KPN_00772
ko:K11891	kpn:KPN_02251
ko:K11928	kpn:KPN_01042
ko:K11927	kpn:KPN_00830
ko:K01476	kpn:KPN_01054
ko:K11754	kpn:KPN_02705
ko:K11933	kpn:KPN_00906
ko:K11893	kpn:KPN_01324
ko:K03768	kpn:KPN_00481
ko:K11907	kpn:KPN_01328
ko:K04487	kpn:KPN_02862
ko:K11717	kpn:KPN_02137
ko:K11719	kpn:KPN_03609
ko:K00661	kpn:KPN_00440
ko:K11934	kpn:KPN_00843
ko:K11924	kpn:KPN_00845
ko:K01785	kpn:KPN_00770
ko:K03425	kpn:KPN_00659
ko:K06168	kpn:KPN_00686
ko:K11895	kpn:KPN_02249
ko:K11895	kpn:KPN_03180
ko:K03524	kpn:KPN_04351
ko:K00029	kpn:KPN_02797
ko:K00016	kpn:KPN_01632
ko:K08317	kpn:KPN_00621
ko:K11932	kpn:KPN_00652
ko:K07122	kpn:KPN_03601
ko:K10038	kpn:KPN_00838
ko:K00932	kpn:KPN_02293
ko:K00010	kpn:KPN_04675
ko:K02001	kpn:KPN_03009
ko:K02000	kpn:KPN_03008
ko:K07757	kpn:KPN_00856
ko:K01759	kpn:KPN_02017
ko:K01759	kpn:KPN_01990
ko:K06957	kpn:KPN_02808
ko:K01119	kpn:KPN_04607
ko:K12072	kpn:KPN_pKPN3p06030
ko:K12067	kpn:KPN_pKPN3p06006
ko:K12066	kpn:KPN_pKPN4p07130
ko:K00024	kpn:KPN_03644
ko:K01187	kpn:KPN_00344
ko:K03386	kpn:KPN_00354
ko:K03386	kpn:KPN_00650
ko:K12151	kpn:KPN_01110
ko:K03472	kpn:KPN_03356
ko:K01190	kpn:KPN_01610
ko:K07214	kpn:KPN_04127
ko:K00853	kpn:KPN_00062
ko:K11742	kpn:KPN_01566
ko:K02302	kpn:KPN_03754
ko:K07796	kpn:KPN_pKPN3p05949
ko:K07796	kpn:KPN_04739
ko:K02362	kpn:KPN_00601
ko:K10036	kpn:KPN_pKPN5p08191
ko:K11900	kpn:KPN_01323
ko:K11748	kpn:KPN_03737
ko:K11751	kpn:KPN_00461
ko:K02099	kpn:KPN_00063
ko:K00042	kpn:KPN_03537
ko:K11906	kpn:KPN_02248
ko:K11936	kpn:KPN_04512
ko:K07459	kpn:KPN_00910
ko:K10036	kpn:KPN_00840
ko:K10037	kpn:KPN_00839
ko:K11896	kpn:KPN_03179
ko:K11905	kpn:KPN_03181
ko:K04091	kpn:KPN_03147
ko:K04091	kpn:KPN_02111
ko:K03182	kpn:KPN_01161
ko:K04755	kpn:KPN_02857
ko:K01089	kpn:KPN_02478
ko:K11940	kpn:KPN_01000
ko:K00058	kpn:KPN_00636
ko:K00040	kpn:KPN_01587
ko:K03286	kpn:KPN_00986
ko:K03119	kpn:KPN_00314
ko:K01085	kpn:KPN_01027
ko:K07090	kpn:KPN_02717
ko:K02426	kpn:KPN_03162
ko:K04751	kpn:KPN_02878
ko:K01243	kpn:KPN_00174
ko:K01710	kpn:KPN_04288
ko:K05778	kpn:KPN_01215
ko:K02024	kpn:KPN_04057
ko:K00130	kpn:KPN_00585
ko:K00130	kpn:KPN_03361
ko:K12308	kpn:KPN_00431
ko:K07726	kpn:KPN_03918
ko:K00067	kpn:KPN_02495
ko:K07810	kpn:KPN_04738
ko:K11720	kpn:KPN_04667
ko:K08225	kpn:KPN_00609
ko:K05880	kpn:KPN_03493
ko:K03482	kpn:KPN_04087
ko:K07781	kpn:KPN_02421
ko:K06159	kpn:KPN_02632
ko:K11938	kpn:KPN_00408
ko:K03566	kpn:KPN_02452
ko:K12291	kpn:KPN_03763
ko:K19586	kpn:KPN_02969
ko:K11743	kpn:KPN_01565
ko:K02237	kpn:KPN_00404
ko:K05984	kpn:KPN_01227
ko:K02554	kpn:KPN_02119
ko:K07787	kpn:KPN_04736
ko:K09473	kpn:KPN_01020
ko:K08324	kpn:KPN_01635
ko:K01092	kpn:KPN_04453
ko:K00602	kpn:KPN_04388
ko:K01232	kpn:KPN_04085
ko:K07214	kpn:KPN_00603
ko:K00065	kpn:KPN_03265
ko:K05804	kpn:KPN_02968
ko:K11606	kpn:KPN_03081
ko:K01572	kpn:KPN_00766
ko:K02770	kpn:KPN_01741
ko:K02768	kpn:KPN_01743
ko:K02028	kpn:KPN_01763
ko:K02029	kpn:KPN_01765
ko:K07090	kpn:KPN_01786
ko:K08349	kpn:KPN_01866
ko:K01250	kpn:KPN_01912
ko:K08194	kpn:KPN_02129
ko:K01087	kpn:KPN_02393
ko:K01630	kpn:KPN_03538
ko:K00694	kpn:KPN_03883
ko:K01058	kpn:KPN_04316
ko:K06895	kpn:KPN_03352
ko:K00055	kpn:KPN_01945
ko:K06075	kpn:KPN_01981
ko:K00019	kpn:KPN_02057
ko:K11892	kpn:KPN_01325
ko:K02815	kpn:KPN_04403
ko:K01684	kpn:KPN_04095
ko:K07345	kpn:KPN_02984
ko:K07347	kpn:KPN_02986
ko:K06156	kpn:KPN_03800
ko:K00799	kpn:KPN_03867
ko:K00835	kpn:KPN_03936
ko:K01139	kpn:KPN_03998
ko:K03785	kpn:KPN_00073
ko:K00219	kpn:KPN_03510
ko:K11189	kpn:KPN_03546
ko:K00094	kpn:KPN_03551
ko:K05520	kpn:KPN_03561
ko:K04691	kpn:KPN_03634
ko:K10124	kpn:KPN_04128
ko:K13890	kpn:KPN_00864
ko:K13892	kpn:KPN_00862
ko:K05685	kpn:KPN_00912
ko:K13889	kpn:KPN_00863
ko:K13637	kpn:KPN_03248
ko:K12940	kpn:KPN_01534
ko:K12943	kpn:KPN_03316
ko:K13256	kpn:KPN_04420
ko:K13038	kpn:KPN_03979
ko:K13255	kpn:KPN_04821
ko:K06879	kpn:KPN_03137
ko:K13283	kpn:KPN_04222
ko:K13378	kpn:KPN_02676
ko:K02485	kpn:KPN_02203
ko:K07274	kpn:KPN_01194
ko:K01607	kpn:KPN_01543
ko:K02532	kpn:KPN_01609
ko:K07017	kpn:KPN_01678
ko:K12972	kpn:KPN_01056
ko:K13926	kpn:KPN_04750
ko:K01699	kpn:KPN_03205
ko:K07246	kpn:KPN_01015
ko:K10778	kpn:KPN_03992
ko:K13788	kpn:KPN_02688
ko:K05939	kpn:KPN_03245
ko:K01002	kpn:KPN_04809
ko:K00146	kpn:KPN_01455
ko:K02793	kpn:KPN_00552
ko:K12368	kpn:KPN_03899
ko:K12339	kpn:KPN_02769
ko:K12371	kpn:KPN_03896
ko:K09945	kpn:KPN_00331
ko:K00854	kpn:KPN_02542
ko:K02855	kpn:KPN_01889
ko:K08325	kpn:KPN_03431
ko:K07232	kpn:KPN_02227
ko:K06518	kpn:KPN_02582
ko:K15548	kpn:KPN_03650
ko:K03321	kpn:KPN_02239
ko:K12573	kpn:KPN_04578
ko:K03468	kpn:KPN_03649
ko:K01175	kpn:KPN_00709
ko:K15830	kpn:KPN_03058
ko:K00529	kpn:KPN_03366
ko:K13629	kpn:KPN_04080
ko:K14057	kpn:KPN_01535
ko:K14062	kpn:KPN_01445
ko:K14063	kpn:KPN_01454
ko:K13930	kpn:KPN_01562
ko:K14055	kpn:KPN_01529
ko:K13935	kpn:KPN_01558
ko:K14061	kpn:KPN_01444
ko:K14056	kpn:KPN_01019
ko:K13888	kpn:KPN_00911
ko:K13919	kpn:KPN_03206
ko:K02852	kpn:KPN_04295
ko:K12582	kpn:KPN_04293
ko:K00537	kpn:KPN_03303
ko:K03892	kpn:KPN_03305
ko:K03272	kpn:KPN_03456
ko:K14054	kpn:KPN_01309
ko:K13934	kpn:KPN_01559
ko:K13928	kpn:KPN_01557
ko:K13929	kpn:KPN_01563
ko:K13932	kpn:KPN_01561
ko:K13933	kpn:KPN_01560
ko:K14064	kpn:KPN_02391
ko:K13921	kpn:KPN_03217
ko:K13922	kpn:KPN_03216
ko:K01782	kpn:KPN_02723
ko:K01825	kpn:KPN_04340
ko:K14058	kpn:KPN_01375
ko:K14059	kpn:KPN_01376
ko:K14052	kpn:KPN_01022
ko:K06211	kpn:KPN_04845
ko:K13628	kpn:KPN_02860
ko:K00840	kpn:KPN_01221
ko:K13953	kpn:KPN_01853
ko:K02224	kpn:KPN_03200
ko:K07245	kpn:KPN_pKPN3p05938
ko:K01534	kpn:KPN_03835
ko:K00657	kpn:KPN_01583
ko:K00455	kpn:KPN_04786
ko:K02821	kpn:KPN_00353
ko:K06518	kpn:KPN_04468
ko:K03893	kpn:KPN_03304
ko:K09702	kpn:KPN_03307
ko:K02062	kpn:KPN_00065
ko:K09982	kpn:KPN_00259
ko:K07027	kpn:KPN_00816
ko:K03492	kpn:KPN_00848
ko:K10193	kpn:KPN_03256
ko:K10194	kpn:KPN_03257
ko:K10195	kpn:KPN_03258
ko:K10192	kpn:KPN_03259
ko:K01193	kpn:KPN_03261
ko:K02100	kpn:KPN_03264
ko:K07357	kpn:KPN_03285
ko:K07358	kpn:KPN_03286
ko:K07346	kpn:KPN_03289
ko:K07348	kpn:KPN_03291
ko:K03490	kpn:KPN_01233
ko:K12700	kpn:KPN_00025
ko:K02575	kpn:KPN_01879
ko:K12524	kpn:KPN_00002
ko:K02794	kpn:KPN_00551
ko:K07349	kpn:KPN_03292
ko:K12369	kpn:KPN_03898
ko:K00557	kpn:KPN_04254
ko:K01710	kpn:KPN_02491
ko:K06884	kpn:KPN_01149
ko:K01055	kpn:KPN_01542
ko:K00007	kpn:KPN_02543
ko:K07497	kpn:KPN_pKPN4p07064
ko:K07497	kpn:KPN_01337
ko:K00632	kpn:KPN_04339
ko:K13069	kpn:KPN_01172
ko:K13288	kpn:KPN_04559
ko:K04072	kpn:KPN_02199
ko:K13895	kpn:KPN_02612
ko:K01470	kpn:KPN_02038
ko:K00433	kpn:KPN_02451
ko:K02477	kpn:KPN_02562
ko:K09880	kpn:KPN_00644
ko:K07126	kpn:KPN_04481
ko:K08970	kpn:KPN_00423
ko:K02778	kpn:KPN_00432
ko:K02004	kpn:KPN_00474
ko:K01193	kpn:KPN_00513
ko:K01856	kpn:KPN_01875
ko:K03079	kpn:KPN_04590
ko:K06218	kpn:KPN_04644
ko:K01198	kpn:KPN_04721
ko:K03892	kpn:KPN_pKPN3p05918
ko:K00973	kpn:KPN_02496
ko:K00854	kpn:KPN_03928
ko:K08177	kpn:KPN_03905
ko:K01130	kpn:KPN_00527
ko:K00146	kpn:KPN_00535
ko:K02058	kpn:KPN_00624
ko:K01485	kpn:KPN_00632
ko:K07480	kpn:KPN_00759
ko:K11382	kpn:KPN_01724
ko:K01487	kpn:KPN_01791
ko:K00839	kpn:KPN_01762
ko:K00355	kpn:KPN_04757
ko:K06884	kpn:KPN_01841
ko:K03484	kpn:KPN_00512
ko:K01051	kpn:KPN_00791
ko:K02030	kpn:KPN_01901
ko:K08172	kpn:KPN_02458
ko:K00632	kpn:KPN_02724
ko:K02477	kpn:KPN_02737
ko:K04028	kpn:KPN_02790
ko:K04027	kpn:KPN_02791
ko:K04020	kpn:KPN_02792
ko:K04030	kpn:KPN_02794
ko:K12957	kpn:KPN_04683
ko:K12973	kpn:KPN_00655
ko:K03445	kpn:KPN_04065
ko:K02813	kpn:KPN_04405
ko:K02812	kpn:KPN_04406
ko:K01826	kpn:KPN_04785
ko:K07307	kpn:KPN_00927
ko:K05921	kpn:KPN_04788
ko:K00276	kpn:KPN_01467
ko:K06075	kpn:KPN_01489
ko:K01048	kpn:KPN_04321
ko:K01061	kpn:KPN_04326
ko:K01271	kpn:KPN_04341
ko:K02814	kpn:KPN_04404
ko:K03292	kpn:KPN_04019
ko:K00124	kpn:KPN_04189
ko:K00001	kpn:KPN_04206
ko:K06006	kpn:KPN_04221
ko:K01524	kpn:KPN_04280
ko:K12660	kpn:KPN_02650
ko:K12661	kpn:KPN_02652
ko:K00996	kpn:KPN_02509
ko:K03503	kpn:KPN_01183
ko:K02615	kpn:KPN_01478
ko:K01297	kpn:KPN_02306
ko:K01176	kpn:KPN_02419
ko:K05847	kpn:KPN_02565
ko:K12941	kpn:KPN_01533
ko:K12942	kpn:KPN_01532
ko:K12945	kpn:KPN_02801
ko:K00121	kpn:KPN_01952
ko:K13652	kpn:KPN_03438
ko:K13631	kpn:KPN_04462
ko:K03782	kpn:KPN_01819
ko:K13638	kpn:KPN_03692
ko:K01792	kpn:KPN_01196
ko:K03288	kpn:KPN_02282
ko:K13641	kpn:KPN_04398
ko:K10778	kpn:KPN_02634
ko:K13643	kpn:KPN_02863
ko:K13634	kpn:KPN_01271
ko:K01070	kpn:KPN_02592
ko:K13694	kpn:KPN_02608
ko:K01571	kpn:KPN_00031
ko:K13821	kpn:KPN_01041
ko:K14218	kpn:KPN_02747
ko:K14218	kpn:KPN_02746
ko:K07248	kpn:KPN_01501
ko:K13938	kpn:KPN_01523
ko:K00086	kpn:KPN_03491
ko:K01607	kpn:KPN_pKPN5p08190
ko:K13918	kpn:KPN_03131
ko:K13745	kpn:KPN_01803
ko:K13727	kpn:KPN_03848
ko:K13993	kpn:KPN_pKPN3p05898
ko:K13695	kpn:KPN_02165
ko:K13894	kpn:KPN_02611
ko:K13896	kpn:KPN_02613
ko:K13497	kpn:KPN_01256
ko:K13639	kpn:KPN_04463
ko:K13891	kpn:KPN_00865
ko:K13893	kpn:KPN_02610
ko:K14228	kpn:KPN_03584
ko:K04099	kpn:KPN_04051
ko:K14219	kpn:KPN_00486
ko:K00020	kpn:KPN_01687
ko:K14220	kpn:KPN_02433
ko:K14220	kpn:KPN_02446
ko:K14220	kpn:KPN_02438
ko:K14220	kpn:KPN_02448
ko:K14238	kpn:KPN_04020
ko:K14237	kpn:KPN_00748
ko:K14237	kpn:KPN_00750
ko:K14237	kpn:KPN_02753
ko:K14237	kpn:KPN_02751
ko:K14237	kpn:KPN_02752
ko:K01977	kpn:KPN_03679
ko:K01977	kpn:KPN_04744
ko:K01977	kpn:KPN_04389
ko:K01977	kpn:KPN_00215
ko:K01977	kpn:KPN_02914
ko:K01977	kpn:KPN_04161
ko:K01977	kpn:KPN_04257
ko:K01977	kpn:KPN_04345
ko:K14232	kpn:KPN_03902
ko:K14221	kpn:KPN_00220
ko:K14221	kpn:KPN_00231
ko:K14221	kpn:KPN_04262
ko:K14229	kpn:KPN_00747
ko:K14229	kpn:KPN_00751
ko:K14229	kpn:KPN_00749
ko:K14229	kpn:KPN_00753
ko:K14229	kpn:KPN_02754
ko:K14229	kpn:KPN_00752
ko:K14228	kpn:KPN_04686
ko:K14233	kpn:KPN_03027
ko:K14228	kpn:KPN_00693
ko:K13498	kpn:KPN_01255
ko:K08281	kpn:KPN_01202
ko:K13635	kpn:KPN_02436
ko:K01607	kpn:KPN_04237
ko:K13630	kpn:KPN_01623
ko:K13632	kpn:KPN_01624
ko:K13633	kpn:KPN_01614
ko:K13636	kpn:KPN_04079
ko:K13574	kpn:KPN_02089
ko:K13771	kpn:KPN_04577
ko:K02358	kpn:KPN_04357
ko:K00941	kpn:KPN_02550
ko:K14187	kpn:KPN_02922
ko:K02057	kpn:KPN_04755
ko:K07250	kpn:KPN_00255
ko:K02057	kpn:KPN_04756
ko:K07347	kpn:KPN_04473
ko:K11935	kpn:KPN_04514
ko:K08195	kpn:KPN_00382
ko:K05343	kpn:KPN_01838
ko:K05520	kpn:KPN_01321
ko:K01273	kpn:KPN_01809
ko:K02029	kpn:KPN_00296
ko:K02029	kpn:KPN_00297
ko:K08169	kpn:KPN_03314
ko:K07810	kpn:KPN_pKPN3p05948
ko:K06015	kpn:KPN_04793
ko:K07186	kpn:KPN_04842
ko:K02058	kpn:KPN_04753
ko:K14233	kpn:KPN_02431
ko:K02010	kpn:KPN_02086
ko:K14236	kpn:KPN_02207
ko:K14236	kpn:KPN_02208
ko:K14236	kpn:KPN_04354
ko:K14347	kpn:KPN_02756
ko:K14233	kpn:KPN_01008
ko:K14392	kpn:KPN_03667
ko:K14228	kpn:KPN_04824
ko:K14228	kpn:KPN_04825
ko:K14228	kpn:KPN_04826
ko:K14228	kpn:KPN_04299
ko:K14260	kpn:KPN_02680
ko:K14232	kpn:KPN_02626
ko:K00244	kpn:KPN_01548
ko:K14234	kpn:KPN_03676
ko:K14234	kpn:KPN_04356
ko:K14224	kpn:KPN_02913
ko:K14224	kpn:KPN_04162
ko:K14224	kpn:KPN_04745
ko:K14224	kpn:KPN_04390
ko:K14223	kpn:KPN_00688
ko:K14223	kpn:KPN_00689
ko:K14228	kpn:KPN_02407
ko:K14233	kpn:KPN_01049
ko:K14233	kpn:KPN_01055
ko:K14218	kpn:KPN_00217
ko:K14218	kpn:KPN_04259
ko:K14218	kpn:KPN_04347
ko:K14348	kpn:KPN_03948
ko:K14230	kpn:KPN_00690
ko:K14230	kpn:KPN_00694
ko:K21908	kpn:KPN_03483
ko:K14219	kpn:KPN_04297
ko:K14225	kpn:KPN_04355
ko:K14393	kpn:KPN_04476
ko:K14155	kpn:KPN_01511
ko:K14223	kpn:KPN_00691
ko:K14223	kpn:KPN_00692
ko:K14230	kpn:KPN_03476
ko:K14287	kpn:KPN_00645
ko:K15034	kpn:KPN_00205
ko:K02617	kpn:KPN_01481
ko:K01985	kpn:KPN_00219
ko:K01985	kpn:KPN_04747
ko:K01985	kpn:KPN_02911
ko:K01985	kpn:KPN_04164
ko:K01985	kpn:KPN_04392
ko:K01985	kpn:KPN_04349
ko:K01985	kpn:KPN_04261
ko:K01985	kpn:KPN_03677
ko:K01985	kpn:KPN_03675
ko:K14235	kpn:KPN_04263
ko:K14234	kpn:KPN_04353
ko:K14234	kpn:KPN_00279
ko:K02056	kpn:KPN_04754
ko:K14231	kpn:KPN_03399
ko:K14231	kpn:KPN_04523
ko:K14441	kpn:KPN_00866
ko:K14225	kpn:KPN_03315
ko:K14225	kpn:KPN_02409
ko:K14225	kpn:KPN_04563
ko:K14225	kpn:KPN_04561
ko:K14225	kpn:KPN_04562
ko:K01524	kpn:KPN_02827
ko:K00287	kpn:KPN_pKPN5p08198
ko:K07733	kpn:KPN_04704
ko:K02086	kpn:KPN_pKPN7p10262
ko:K07483	kpn:KPN_03336
ko:K06884	kpn:KPN_01030
ko:K00135	kpn:KPN_01012
ko:K01934	kpn:KPN_03347
ko:K02781	kpn:KPN_01124
ko:K14623	kpn:KPN_04089
ko:K18141	kpn:KPN_03672
ko:K14227	kpn:KPN_00216
ko:K14227	kpn:KPN_04258
ko:K14227	kpn:KPN_04346
ko:K14226	kpn:KPN_04298
ko:K14237	kpn:KPN_02005
ko:K14237	kpn:KPN_02006
ko:K14237	kpn:KPN_02007
ko:K14219	kpn:KPN_02729
ko:K01980	kpn:KPN_00218
ko:K01980	kpn:KPN_04746
ko:K01980	kpn:KPN_02912
ko:K01980	kpn:KPN_04348
ko:K01980	kpn:KPN_04391
ko:K01980	kpn:KPN_04163
ko:K01980	kpn:KPN_04260
ko:K01980	kpn:KPN_03678
ko:K10218	kpn:KPN_04048
ko:K14222	kpn:KPN_02408
ko:K15396	kpn:KPN_02864
ko:K14170	kpn:KPN_02920
ko:K14261	kpn:KPN_02735
ko:K14230	kpn:KPN_03165
ko:K14230	kpn:KPN_03166
ko:K14230	kpn:KPN_03167
ko:K14230	kpn:KPN_03579
ko:K01607	kpn:KPN_01645
ko:K14219	kpn:KPN_03023
ko:K14219	kpn:KPN_03026
ko:K14219	kpn:KPN_03024
ko:K14219	kpn:KPN_03025
ko:K14232	kpn:KPN_04300
ko:K00039	kpn:KPN_02546
ko:K07726	kpn:KPN_01894
ko:K02083	kpn:KPN_01761
ko:K14588	kpn:KPN_00131
ko:K14591	kpn:KPN_00334
ko:K06919	kpn:KPN_04115
ko:K01759	kpn:KPN_01697
ko:K14682	kpn:KPN_03226
ko:K01607	kpn:KPN_03312
ko:K19162	kpn:KPN_00442
ko:K14762	kpn:KPN_03946
ko:K01146	kpn:KPN_03149
ko:K07481	kpn:KPN_00273
ko:K03292	kpn:KPN_04722
