ko:K00652	eum:ECUMN_3461
ko:K03184	eum:ECUMN_0755
ko:K02835	eum:ECUMN_1508
ko:K02493	eum:ECUMN_1509
ko:K01627	eum:ECUMN_1512
ko:K07300	eum:ECUMN_1515
ko:K08303	eum:ECUMN_3638
ko:K03835	eum:ECUMN_3643
ko:K05592	eum:ECUMN_3644
ko:K04066	eum:ECUMN_4465
ko:K02909	eum:ECUMN_4466
ko:K03764	eum:ECUMN_4468
ko:K00005	eum:ECUMN_4477
ko:K08483	eum:ECUMN_4479
ko:K11189	eum:ECUMN_4479
ko:K11201	eum:ECUMN_4479
ko:K11203	eum:ECUMN_4480
ko:K11202	eum:ECUMN_4481
ko:K00656	eum:ECUMN_4482
ko:K04069	eum:ECUMN_4483
ko:K11202	eum:ECUMN_4484
ko:K01595	eum:ECUMN_4487
ko:K01438	eum:ECUMN_4488
ko:K00145	eum:ECUMN_4489
ko:K00930	eum:ECUMN_4490
ko:K01755	eum:ECUMN_4491
ko:K04761	eum:ECUMN_4492
ko:K00322	eum:ECUMN_4493
ko:K01776	eum:ECUMN_4498
ko:K00075	eum:ECUMN_4498.6
ko:K06180	eum:ECUMN_2921
ko:K05807	eum:ECUMN_2922
ko:K05809	eum:ECUMN_2923
ko:K01626	eum:ECUMN_2926
ko:K02884	eum:ECUMN_2931
ko:K00554	eum:ECUMN_2932
ko:K02860	eum:ECUMN_2933
ko:K02959	eum:ECUMN_2934
ko:K03106	eum:ECUMN_2935
ko:K04762	eum:ECUMN_3858
ko:K04083	eum:ECUMN_3859
ko:K01610	eum:ECUMN_3862
ko:K07638	eum:ECUMN_3863
ko:K04760	eum:ECUMN_3865
ko:K06959	eum:ECUMN_3866
ko:K04758	eum:ECUMN_3867
ko:K04759	eum:ECUMN_3868
ko:K07490	eum:ECUMN_3869
ko:K02170	eum:ECUMN_3871
ko:K07400	eum:ECUMN_3873
ko:K06155	eum:ECUMN_3874
ko:K00705	eum:ECUMN_3875
ko:K00688	eum:ECUMN_3876
ko:K03556	eum:ECUMN_3877
ko:K01974	eum:ECUMN_3878
ko:K02444	eum:ECUMN_3881
ko:K02441	eum:ECUMN_3882
ko:K02439	eum:ECUMN_3883
ko:K00111	eum:ECUMN_3884
ko:K03221	eum:ECUMN_3190
ko:K01805	eum:ECUMN_4076
ko:K10543	eum:ECUMN_4077
ko:K10545	eum:ECUMN_4078
ko:K10544	eum:ECUMN_4079
ko:K02529	eum:ECUMN_4081
ko:K03796	eum:ECUMN_4082
ko:K00880	eum:ECUMN_4093
ko:K09955	eum:ECUMN_4099
ko:K07642	eum:ECUMN_2416
ko:K11939	eum:ECUMN_0957
ko:K02099	eum:ECUMN_0065
ko:K09476	eum:ECUMN_1123
ko:K11685	eum:ECUMN_2993
ko:K08314	eum:ECUMN_4478
ko:K12151	eum:ECUMN_1290
ko:K00884	eum:ECUMN_1297
ko:K04771	eum:ECUMN_0159
ko:K04772	eum:ECUMN_3708
ko:K01139	eum:ECUMN_4166
ko:K02057	eum:ECUMN_2866
ko:K02056	eum:ECUMN_2867
ko:K02058	eum:ECUMN_2868
ko:K01048	eum:ECUMN_4351
ko:K01271	eum:ECUMN_4371
ko:K00060	eum:ECUMN_4133
ko:K07491	eum:ECUMN_1272
ko:K01739	eum:ECUMN_4469
ko:K11901	eum:ECUMN_0228
ko:K00821	eum:ECUMN_3822
ko:K02173	eum:ECUMN_3278
ko:K00568	eum:ECUMN_2569
ko:K11920	eum:ECUMN_0639
ko:K03425	eum:ECUMN_0719
ko:K02017	eum:ECUMN_0850
ko:K11909	eum:ECUMN_0218
ko:K03574	eum:ECUMN_0099
ko:K11925	eum:ECUMN_0072
ko:K11926	eum:ECUMN_0306
ko:K01766	eum:ECUMN_3140
ko:K11891	eum:ECUMN_0216
ko:K11905	eum:ECUMN_0226
ko:K11906	eum:ECUMN_0222
ko:K02426	eum:ECUMN_3141
ko:K11139	eum:ECUMN_1471
ko:K06957	eum:ECUMN_2787
ko:K11910	eum:ECUMN_0217
ko:K10213	eum:ECUMN_2498
ko:K03417	eum:ECUMN_0375
ko:K11927	eum:ECUMN_0941
ko:K12143	eum:ECUMN_2801
ko:K01160	eum:ECUMN_1405
ko:K11928	eum:ECUMN_1198
ko:K03459	eum:ECUMN_2805
ko:K03524	eum:ECUMN_4499
ko:K01069	eum:ECUMN_0209
ko:K11907	eum:ECUMN_0219
ko:K11904	eum:ECUMN_0230
ko:K10975	eum:ECUMN_0551
ko:K11933	eum:ECUMN_1067
ko:K11934	eum:ECUMN_0958
ko:K03768	eum:ECUMN_0565
ko:K12112	eum:ECUMN_3560
ko:K03472	eum:ECUMN_3272
ko:K04487	eum:ECUMN_2850
ko:K11717	eum:ECUMN_1969
ko:K11719	eum:ECUMN_3679
ko:K05713	eum:ECUMN_0391
ko:K01077	eum:ECUMN_0421
ko:K11924	eum:ECUMN_1001
ko:K06168	eum:ECUMN_0754
ko:K11894	eum:ECUMN_0223
ko:K11895	eum:ECUMN_0224
ko:K08234	eum:ECUMN_0184
ko:K08163	eum:ECUMN_4241
ko:K11932	eum:ECUMN_0702
ko:K01720	eum:ECUMN_0377
ko:K01358	eum:ECUMN_0477
ko:K01710	eum:ECUMN_4313
ko:K08317	eum:ECUMN_0694
ko:K01250	eum:ECUMN_0745
ko:K11893	eum:ECUMN_0221
ko:K07356	eum:ECUMN_0573
ko:K07355	eum:ECUMN_0574
ko:K06940	eum:ECUMN_2507
ko:K07757	eum:ECUMN_1010
ko:K02001	eum:ECUMN_3004
ko:K02000	eum:ECUMN_3003
ko:K00652	eum:ECUMN_0918
ko:K01119	eum:ECUMN_4750
ko:K01169	eum:ECUMN_0704
ko:K05966	eum:ECUMN_0706
ko:K06212	eum:ECUMN_1097
ko:K07591	eum:ECUMN_3603
ko:K03836	eum:ECUMN_4240
ko:K04786	eum:ECUMN_2274
ko:K04784	eum:ECUMN_2273
ko:K05799	eum:ECUMN_0110
ko:K08278	eum:ECUMN_5049
ko:K00661	eum:ECUMN_0498
ko:K16345	eum:ECUMN_4170
ko:K00024	eum:ECUMN_3710
ko:K08297	eum:ECUMN_0041
ko:K03762	eum:ECUMN_4642
ko:K01185	eum:ECUMN_1335
ko:K07796	eum:ECUMN_0662
ko:K07787	eum:ECUMN_0665
ko:K10972	eum:ECUMN_0545
ko:K00117	eum:ECUMN_0121
ko:K05714	eum:ECUMN_0392
ko:K01185	eum:ECUMN_1411
ko:K01659	eum:ECUMN_0376
ko:K01185	eum:ECUMN_1841
ko:K01190	eum:ECUMN_0387
ko:K01089	eum:ECUMN_2364
ko:K00853	eum:ECUMN_0064
ko:K05818	eum:ECUMN_0389
ko:K01160	eum:ECUMN_0602
ko:K07726	eum:ECUMN_4067
ko:K02302	eum:ECUMN_3831
ko:K02362	eum:ECUMN_0675
ko:K00130	eum:ECUMN_0350
ko:K01840	eum:ECUMN_2374
ko:K03855	eum:ECUMN_0046
ko:K01187	eum:ECUMN_0440
ko:K10973	eum:ECUMN_0547
ko:K11900	eum:ECUMN_0227
ko:K02532	eum:ECUMN_0386
ko:K11751	eum:ECUMN_0519
ko:K05806	eum:ECUMN_5050
ko:K00042	eum:ECUMN_3607
ko:K00042	eum:ECUMN_0550
ko:K03148	eum:ECUMN_4516
ko:K08313	eum:ECUMN_1013
ko:K11748	eum:ECUMN_3812
ko:K10716	eum:ECUMN_1549
ko:K07459	eum:ECUMN_1071
ko:K09016	eum:ECUMN_1189
ko:K10036	eum:ECUMN_0955
ko:K10037	eum:ECUMN_0954
ko:K10038	eum:ECUMN_0953
ko:K02852	eum:ECUMN_4320
ko:K09974	eum:ECUMN_4476
ko:K03078	eum:ECUMN_4729
ko:K07352	eum:ECUMN_0570
ko:K07353	eum:ECUMN_0571
ko:K04755	eum:ECUMN_2845
ko:K11911	eum:ECUMN_0215
ko:K03386	eum:ECUMN_0700
ko:K01243	eum:ECUMN_0157
ko:K02532	eum:ECUMN_2690
ko:K09024	eum:ECUMN_1190
ko:K03286	eum:ECUMN_1146
ko:K11940	eum:ECUMN_1156
ko:K07343	eum:ECUMN_1149
ko:K08154	eum:ECUMN_4205
ko:K03119	eum:ECUMN_0408
ko:K01085	eum:ECUMN_1184
ko:K00971	eum:ECUMN_2385
ko:K05887	eum:ECUMN_1981
ko:K00633	eum:ECUMN_0385
ko:K00970	eum:ECUMN_0140
ko:K11720	eum:ECUMN_4794
ko:K01630	eum:ECUMN_3608
ko:K07810	eum:ECUMN_0663
ko:K08225	eum:ECUMN_0685
ko:K00137	eum:ECUMN_1692
ko:K05880	eum:ECUMN_1497
ko:K06884	eum:ECUMN_1558
ko:K07637	eum:ECUMN_1373
ko:K03482	eum:ECUMN_4215
ko:K08997	eum:ECUMN_1997
ko:K07781	eum:ECUMN_2243
ko:K06159	eum:ECUMN_2547
ko:K11938	eum:ECUMN_0486
ko:K01092	eum:ECUMN_2853
ko:K12291	eum:ECUMN_3850
ko:K00484	eum:ECUMN_4965
ko:K02237	eum:ECUMN_0482
ko:K08279	eum:ECUMN_0037
ko:K08299	eum:ECUMN_0038
ko:K05712	eum:ECUMN_0390
ko:K08277	eum:ECUMN_0036
ko:K00108	eum:ECUMN_0349
ko:K03668	eum:ECUMN_1646
ko:K05876	eum:ECUMN_1668
ko:K08324	eum:ECUMN_1793
ko:K08173	eum:ECUMN_1810
ko:K05845	eum:ECUMN_2465
ko:K00602	eum:ECUMN_4530
ko:K00974	eum:ECUMN_3539
ko:K03931	eum:ECUMN_3563
ko:K03757	eum:ECUMN_4666
ko:K07491	eum:ECUMN_0247
ko:K08368	eum:ECUMN_0047
ko:K07214	eum:ECUMN_0678
ko:K11607	eum:ECUMN_1440
ko:K05373	eum:ECUMN_2269
ko:K02504	eum:ECUMN_0104
ko:K02505	eum:ECUMN_0103
ko:K11738	eum:ECUMN_1702
ko:K05778	eum:ECUMN_2044
ko:K02395	eum:ECUMN_0278
ko:K01058	eum:ECUMN_4347
ko:K06895	eum:ECUMN_3267
ko:K03445	eum:ECUMN_4187
ko:K01488	eum:ECUMN_1913
ko:K01684	eum:ECUMN_4223
ko:K00835	eum:ECUMN_4085
ko:K08194	eum:ECUMN_4222
ko:K05520	eum:ECUMN_3633
ko:K04691	eum:ECUMN_3709
ko:K05540	eum:ECUMN_3734
ko:K07397	eum:ECUMN_3818
ko:K07786	eum:ECUMN_2696
ko:K00073	eum:ECUMN_0557
ko:K01104	eum:ECUMN_2397
ko:K00371	eum:ECUMN_1720
ko:K03205	eum:p2ECUMN_0022
ko:K07279	eum:ECUMN_2570
ko:K10986	eum:ECUMN_3624
ko:K02506	eum:ECUMN_3796
ko:K03897	eum:ECUMN_3372
ko:K00956	eum:ECUMN_3075
ko:K01631	eum:ECUMN_4224
ko:K01664	eum:ECUMN_3823
ko:K10985	eum:ECUMN_3623
ko:K13890	eum:ECUMN_1019
ko:K06887	eum:ECUMN_3906
ko:K04017	eum:ECUMN_4611
ko:K13892	eum:ECUMN_1017
ko:K03194	eum:p2ECUMN_0032
ko:K05685	eum:ECUMN_1074
ko:K02798	eum:ECUMN_3283
ko:K13889	eum:ECUMN_1018
ko:K03203	eum:p2ECUMN_0026
ko:K05817	eum:ECUMN_2857
ko:K13637	eum:ECUMN_4932
ko:K12940	eum:ECUMN_1634
ko:K00885	eum:ECUMN_3384
ko:K12943	eum:ECUMN_3208
ko:K13287	eum:ECUMN_4184
ko:K01424	eum:ECUMN_3312
ko:K19124	eum:ECUMN_3085
ko:K13256	eum:ECUMN_4565
ko:K13038	eum:ECUMN_4154
ko:K03195	eum:p2ECUMN_0024
ko:K01355	eum:ECUMN_0637
ko:K13069	eum:ECUMN_1744
ko:K13255	eum:ECUMN_4990
ko:K02116	eum:ECUMN_4269
ko:K06879	eum:ECUMN_3123
ko:K09477	eum:ECUMN_0705
ko:K13283	eum:ECUMN_4443
ko:K13378	eum:ECUMN_2625
ko:K00297	eum:ECUMN_4473
ko:K13243	eum:ECUMN_1743
ko:K03973	eum:ECUMN_1613
ko:K13244	eum:ECUMN_0354
ko:K02423	eum:ECUMN_2218
ko:K08349	eum:ECUMN_1729
ko:K13285	eum:ECUMN_4182
ko:K12972	eum:ECUMN_1207
ko:K02484	eum:ECUMN_2259
ko:K01699	eum:ECUMN_2336
ko:K02462	eum:ECUMN_3435
ko:K07246	eum:ECUMN_2090
ko:K03169	eum:p2ECUMN_0013
ko:K13788	eum:ECUMN_2636
ko:K13480	eum:ECUMN_3211
ko:K07484	eum:ECUMN_4869
ko:K06887	eum:ECUMN_0214
ko:K13735	eum:ECUMN_0337
ko:K06867	eum:ECUMN_0357
ko:K05939	eum:ECUMN_3163
ko:K01916	eum:ECUMN_2029
ko:K00758	eum:ECUMN_5006
ko:K02058	eum:ECUMN_0364
ko:K02468	eum:ECUMN_3028
ko:K05349	eum:ECUMN_2466
ko:K07350	eum:ECUMN_4927
ko:K01066	eum:ECUMN_0515
ko:K07821	eum:ECUMN_2171
ko:K03779	eum:ECUMN_3544
ko:K02083	eum:ECUMN_0556
ko:K07126	eum:ECUMN_0741
ko:K01051	eum:ECUMN_0857
ko:K02056	eum:ECUMN_0365
ko:K02057	eum:ECUMN_0366
ko:K02057	eum:ECUMN_0367
ko:K02315	eum:ECUMN_4984
ko:K12368	eum:ECUMN_4055
ko:K12339	eum:ECUMN_2742
ko:K12371	eum:ECUMN_4051
ko:K09612	eum:ECUMN_3077
ko:K03487	eum:ECUMN_3036
ko:K00951	eum:ECUMN_3113
ko:K11189	eum:ECUMN_3968
ko:K11264	eum:ECUMN_3263
ko:K07347	eum:ECUMN_4256
ko:K16371	eum:ECUMN_3614
ko:K08325	eum:ECUMN_3495
ko:K07232	eum:ECUMN_1517
ko:K03077	eum:ECUMN_4731
ko:K05874	eum:ECUMN_4977
ko:K01002	eum:ECUMN_4982
ko:K02414	eum:ECUMN_2235
ko:K00557	eum:ECUMN_4496
ko:K12528	eum:ECUMN_3224
ko:K12529	eum:ECUMN_3223
ko:K00065	eum:ECUMN_3170
ko:K03321	eum:ECUMN_1503
ko:K00104	eum:ECUMN_3455
ko:K01708	eum:ECUMN_3610
ko:K12521	eum:ECUMN_3332
ko:K12519	eum:ECUMN_3336
ko:K12520	eum:ECUMN_3333
ko:K15548	eum:ECUMN_3715
ko:K03468	eum:ECUMN_3714
ko:K00219	eum:ECUMN_3564
ko:K12573	eum:ECUMN_4712
ko:K07497	eum:ECUMN_4846
ko:K03817	eum:ECUMN_1675
ko:K02799	eum:ECUMN_3282
ko:K02800	eum:ECUMN_3282
ko:K03772	eum:ECUMN_3807
ko:K07666	eum:ECUMN_3510
ko:K00529	eum:ECUMN_2862
ko:K01515	eum:ECUMN_3519
ko:K13735	eum:ECUMN_4186
ko:K14057	eum:ECUMN_1635
ko:K14062	eum:ECUMN_1643
ko:K14059	eum:ECUMN_1863
ko:K14064	eum:ECUMN_2190
ko:K14056	eum:ECUMN_1605
ko:K14061	eum:ECUMN_1642
ko:K13888	eum:ECUMN_1073
ko:K14055	eum:ECUMN_1628
ko:K13650	eum:ECUMN_0950
ko:K03896	eum:ECUMN_3374
ko:K07404	eum:ECUMN_0852
ko:K13919	eum:ECUMN_2337
ko:K03197	eum:ECUMN_2285
ko:K12582	eum:ECUMN_4318
ko:K12072	eum:p1ECUMN_0084
ko:K12060	eum:p1ECUMN_0095
ko:K12063	eum:p1ECUMN_0098
ko:K12065	eum:p1ECUMN_0107
ko:K03497	eum:p1ECUMN_0123
ko:K03272	eum:ECUMN_3534
ko:K00968	eum:ECUMN_0264
ko:K14054	eum:ECUMN_1621
ko:K07483	eum:ECUMN_4870
ko:K14065	eum:ECUMN_4451
ko:K13921	eum:ECUMN_2348
ko:K13922	eum:ECUMN_2347
ko:K01782	eum:ECUMN_2680
ko:K01825	eum:ECUMN_4370
ko:K14058	eum:ECUMN_1641
ko:K14060	eum:ECUMN_1812
ko:K14052	eum:ECUMN_1602
ko:K14051	eum:ECUMN_1589
ko:K06211	eum:ECUMN_5014
ko:K13628	eum:ECUMN_2848
ko:K02813	eum:ECUMN_4551
ko:K12507	eum:ECUMN_1991
ko:K08172	eum:ECUMN_2319
ko:K11106	eum:ECUMN_3546
ko:K12700	eum:ECUMN_0031
ko:K00455	eum:ECUMN_4973
ko:K02068	eum:ECUMN_0537
ko:K02069	eum:ECUMN_0538
ko:K02815	eum:ECUMN_4549
ko:K08137	eum:ECUMN_3295
ko:K02062	eum:ECUMN_0067
ko:K09982	eum:ECUMN_4908
ko:K03490	eum:ECUMN_2024
ko:K01193	eum:ECUMN_2692
ko:K02100	eum:ECUMN_3169
ko:K07357	eum:ECUMN_4919
ko:K07358	eum:ECUMN_4920
ko:K07346	eum:ECUMN_4923
ko:K06956	eum:ECUMN_2018
ko:K10984	eum:ECUMN_3622
ko:K02004	eum:ECUMN_0543
ko:K03111	eum:p1ECUMN_0125
ko:K02226	eum:ECUMN_0732
ko:K04774	eum:ECUMN_1570
ko:K12524	eum:ECUMN_0002
ko:K07310	eum:ECUMN_1873
ko:K05789	eum:ECUMN_2369
ko:K07348	eum:ECUMN_4925
ko:K07677	eum:ECUMN_2555
ko:K16693	eum:ECUMN_4317
ko:K12369	eum:ECUMN_4053
ko:K06156	eum:ECUMN_3899
ko:K07038	eum:ECUMN_0567
ko:K07749	eum:ECUMN_2703
ko:K07038	eum:ECUMN_2017
ko:K12523	eum:ECUMN_3334
ko:K08326	eum:ECUMN_2715
ko:K01297	eum:ECUMN_1483
ko:K01897	eum:ECUMN_2097
ko:K00965	eum:ECUMN_0842
ko:K01087	eum:ECUMN_2192
ko:K01176	eum:ECUMN_2219
ko:K00632	eum:ECUMN_4369
ko:K06075	eum:ECUMN_1933
ko:K07245	eum:ECUMN_2135
ko:K13069	eum:ECUMN_2084
ko:K02477	eum:ECUMN_2459
ko:K04027	eum:ECUMN_2769
ko:K04030	eum:ECUMN_2772
ko:K01487	eum:ECUMN_3226
ko:K04072	eum:ECUMN_1538
ko:K02414	eum:ECUMN_0289
ko:K04085	eum:ECUMN_3933
ko:K07165	eum:ECUMN_4861
ko:K00281	eum:ECUMN_3244
ko:K00087	eum:ECUMN_3209
ko:K07812	eum:ECUMN_2170
ko:K02485	eum:ECUMN_1532
ko:K03446	eum:ECUMN_3011
ko:K01147	eum:ECUMN_1590
ko:K07684	eum:ECUMN_1520
ko:K09806	eum:ECUMN_3530
ko:K07126	eum:ECUMN_4614
ko:K08970	eum:ECUMN_2438
ko:K11104	eum:ECUMN_4652
ko:K02255	eum:ECUMN_2196
ko:K08177	eum:ECUMN_4059
ko:K03838	eum:ECUMN_3600
ko:K07679	eum:ECUMN_2699
ko:K07496	eum:ECUMN_2588
ko:K04063	eum:ECUMN_1736
ko:K07480	eum:ECUMN_3590
ko:K12527	eum:ECUMN_3221
ko:K05819	eum:ECUMN_0396
ko:K12517	eum:ECUMN_3339
ko:K12518	eum:ECUMN_3337
ko:K01582	eum:ECUMN_4665
ko:K04835	eum:ECUMN_0814
ko:K07314	eum:ECUMN_3059
ko:K02850	eum:ECUMN_4142
ko:K09994	eum:ECUMN_4625
ko:K06518	eum:ECUMN_2474
ko:K07274	eum:ECUMN_2071
ko:K08305	eum:ECUMN_3022
ko:K00713	eum:ECUMN_4140
ko:K12957	eum:ECUMN_4801
ko:K01791	eum:ECUMN_4311
ko:K08351	eum:ECUMN_4063
ko:K12973	eum:ECUMN_0715
ko:K02814	eum:ECUMN_4550
ko:K02812	eum:ECUMN_4552
ko:K07349	eum:ECUMN_4926
ko:K01826	eum:ECUMN_4972
ko:K05921	eum:ECUMN_4975
ko:K00344	eum:ECUMN_4585
ko:K12522	eum:ECUMN_3331
ko:K01846	eum:ECUMN_0817
ko:K05834	eum:ECUMN_4350
ko:K06006	eum:ECUMN_4442
ko:K01524	eum:ECUMN_4303
ko:K12660	eum:ECUMN_2586
ko:K04751	eum:ECUMN_2873
ko:K03087	eum:ECUMN_3064
ko:K00879	eum:ECUMN_3132
ko:K12941	eum:ECUMN_1633
ko:K12942	eum:ECUMN_1631
ko:K12945	eum:ECUMN_2779
ko:K02003	eum:p1ECUMN_0038
ko:K07230	eum:p1ECUMN_0042
ko:K07052	eum:p1ECUMN_0068
ko:K13979	eum:ECUMN_0368
ko:K07496	eum:ECUMN_4740
ko:K02052	eum:ECUMN_1689
ko:K00076	eum:ECUMN_1909
ko:K03649	eum:ECUMN_3552
ko:K03972	eum:ECUMN_1615
ko:K00138	eum:ECUMN_4103
ko:K07471	eum:ECUMN_3508
ko:K13631	eum:ECUMN_4598
ko:K13634	eum:ECUMN_1574
ko:K03782	eum:ECUMN_4474
ko:K03895	eum:ECUMN_3373
ko:K01466	eum:ECUMN_0552
ko:K13638	eum:ECUMN_3766
ko:K08093	eum:ECUMN_2963
ko:K01792	eum:ECUMN_2069
ko:K13641	eum:ECUMN_4544
ko:K10778	eum:ECUMN_2549
ko:K07483	eum:ECUMN_3388
ko:K10939	eum:ECUMN_3448
ko:K03496	eum:p2ECUMN_0008
ko:K13479	eum:ECUMN_3210
ko:K13643	eum:ECUMN_2851
ko:K13694	eum:ECUMN_2512
ko:K01070	eum:ECUMN_2489
ko:K07714	eum:ECUMN_2558
ko:K13821	eum:ECUMN_1197
ko:K14218	eum:ECUMN_tRNA70
ko:K14218	eum:ECUMN_tRNA71
ko:K07248	eum:ECUMN_1663
ko:K13938	eum:ECUMN_1894
ko:K03201	eum:ECUMN_2291
ko:K02004	eum:p1ECUMN_0039
ko:K02004	eum:p1ECUMN_0040
ko:K07496	eum:ECUMN_2142
ko:K13953	eum:ECUMN_1733
ko:K13954	eum:ECUMN_4104
ko:K05340	eum:ECUMN_4892
ko:K02550	eum:ECUMN_3450
ko:K01467	eum:ECUMN_4686
ko:K02058	eum:ECUMN_4761
ko:K02056	eum:ECUMN_4762
ko:K11535	eum:ECUMN_2722
ko:K13918	eum:ECUMN_3117
ko:K02057	eum:ECUMN_4764
ko:K02057	eum:ECUMN_4763
ko:K03292	eum:ECUMN_4404
ko:K07186	eum:ECUMN_5011
ko:K12068	eum:p1ECUMN_0110
ko:K07483	eum:ECUMN_0249
ko:K13695	eum:ECUMN_1999
ko:K11477	eum:ECUMN_3452
ko:K02081	eum:ECUMN_3613
ko:K02080	eum:ECUMN_3625
ko:K13896	eum:ECUMN_2517
ko:K13497	eum:ECUMN_1562
ko:K13639	eum:ECUMN_4599
ko:K13893	eum:ECUMN_2514
ko:K03894	eum:ECUMN_3375
ko:K07484	eum:ECUMN_3327
ko:K13891	eum:ECUMN_1020
ko:K13894	eum:ECUMN_2515
ko:K00121	eum:ECUMN_0399
ko:K13620	eum:ECUMN_2392
ko:K03293	eum:ECUMN_4321
ko:K02477	eum:ECUMN_2711
ko:K14220	eum:ECUMN_tRNA17
ko:K14220	eum:ECUMN_tRNA72
ko:K14220	eum:ECUMN_tRNA18
ko:K14220	eum:ECUMN_tRNA19
ko:K13735	eum:ECUMN_2829
ko:K14238	eum:ECUMN_tRNA32
ko:K05847	eum:ECUMN_2463
ko:K14237	eum:ECUMN_tRNA11
ko:K14237	eum:ECUMN_tRNA9
ko:K14237	eum:ECUMN_tRNA24
ko:K14237	eum:ECUMN_tRNA23
ko:K14237	eum:ECUMN_tRNA22
ko:K14232	eum:ECUMN_tRNA56
ko:K01983	eum:ECUMN_misc_RNA_7
ko:K14221	eum:ECUMN_tRNA3
ko:K14221	eum:ECUMN_tRNA34
ko:K14221	eum:ECUMN_tRNA4
ko:K14219	eum:ECUMN_tRNA7
ko:K14229	eum:ECUMN_tRNA10
ko:K14229	eum:ECUMN_tRNA12
ko:K14229	eum:ECUMN_tRNA25
ko:K14229	eum:ECUMN_tRNA13
ko:K14229	eum:ECUMN_tRNA14
ko:K14229	eum:ECUMN_tRNA8
ko:K14228	eum:ECUMN_tRNA51
ko:K14233	eum:ECUMN_tRNA63
ko:K03201	eum:p2ECUMN_0027
ko:K14228	eum:ECUMN_tRNA60
ko:K14228	eum:ECUMN_tRNA83
ko:K01070	eum:ECUMN_0398
ko:K03196	eum:p2ECUMN_0023
ko:K12067	eum:p1ECUMN_0109
ko:K02055	eum:ECUMN_1688
ko:K13498	eum:ECUMN_1561
ko:K08281	eum:ECUMN_2057
ko:K13635	eum:ECUMN_2324
ko:K13630	eum:ECUMN_1800
ko:K13632	eum:ECUMN_1799
ko:K13735	eum:ECUMN_2317
ko:K12061	eum:p1ECUMN_0096
ko:K03746	eum:p2ECUMN_0011
ko:K03204	eum:p2ECUMN_0025
ko:K03200	eum:p2ECUMN_0029
ko:K03199	eum:p2ECUMN_0030
ko:K07483	eum:p1ECUMN_0031
ko:K13684	eum:ECUMN_2393
ko:K13574	eum:ECUMN_0945
ko:K13683	eum:ECUMN_2391
ko:K07797	eum:ECUMN_2697
ko:K13651	eum:ECUMN_3507
ko:K13654	eum:ECUMN_1699
ko:K13655	eum:ECUMN_3506
ko:K13771	eum:ECUMN_4711
ko:K03292	eum:ECUMN_4175
ko:K06221	eum:ECUMN_3496
ko:K01977	eum:ECUMN_16S_5
ko:K01977	eum:ECUMN_16S_1
ko:K01977	eum:ECUMN_16S_4
ko:K01977	eum:ECUMN_16S_3
ko:K01977	eum:ECUMN_16S_7
ko:K01977	eum:ECUMN_16S_6
ko:K01977	eum:ECUMN_16S_2
ko:K00941	eum:ECUMN_2435
ko:K03605	eum:ECUMN_1165
ko:K14187	eum:ECUMN_2925
ko:K07250	eum:ECUMN_2986
ko:K03077	eum:ECUMN_0062
ko:K14230	eum:ECUMN_tRNA82
ko:K14230	eum:ECUMN_tRNA86
ko:K14233	eum:ECUMN_tRNA73
ko:K01990	eum:ECUMN_0938
ko:K14347	eum:ECUMN_2731
ko:K14392	eum:ECUMN_3732
ko:K14233	eum:ECUMN_tRNA80
ko:K14236	eum:ECUMN_tRNA77
ko:K14236	eum:ECUMN_tRNA78
ko:K14236	eum:ECUMN_tRNA44
ko:K14260	eum:ECUMN_2629
ko:K14228	eum:ECUMN_tRNA38
ko:K14228	eum:ECUMN_tRNA54
ko:K14228	eum:ECUMN_tRNA52
ko:K14228	eum:ECUMN_tRNA53
ko:K21901	eum:ECUMN_3998
ko:K07771	eum:ECUMN_4645
ko:K07791	eum:ECUMN_4673
ko:K21907	eum:ECUMN_4012
ko:K05499	eum:ECUMN_4464
ko:K01934	eum:ECUMN_3253
ko:K14232	eum:ECUMN_tRNA20
ko:K14230	eum:ECUMN_tRNA68
ko:K14230	eum:ECUMN_tRNA31
ko:K14234	eum:ECUMN_tRNA46
ko:K14234	eum:ECUMN_tRNA59
ko:K14224	eum:ECUMN_tRNA33
ko:K14224	eum:ECUMN_tRNA42
ko:K14224	eum:ECUMN_tRNA47
ko:K14224	eum:ECUMN_tRNA69
ko:K14223	eum:ECUMN_tRNA87
ko:K14223	eum:ECUMN_tRNA88
ko:K14228	eum:ECUMN_tRNA76
ko:K14233	eum:ECUMN_tRNA79
ko:K14233	eum:ECUMN_tRNA81
ko:K06946	eum:ECUMN_3399
ko:K09935	eum:ECUMN_0942
ko:K14218	eum:ECUMN_tRNA2
ko:K14218	eum:ECUMN_tRNA41
ko:K14218	eum:ECUMN_tRNA58
ko:K14348	eum:ECUMN_4119
ko:K21908	eum:ECUMN_4011
ko:K14219	eum:ECUMN_tRNA36
ko:K14225	eum:ECUMN_tRNA45
ko:K14393	eum:ECUMN_4603
ko:K14155	eum:ECUMN_1912
ko:K14223	eum:ECUMN_tRNA84
ko:K14223	eum:ECUMN_tRNA85
ko:K02053	eum:ECUMN_1691
ko:K02054	eum:ECUMN_1690
ko:K14287	eum:ECUMN_0695
ko:K06147	eum:ECUMN_2270
ko:K06147	eum:ECUMN_2271
ko:K15034	eum:ECUMN_0189
ko:K07448	eum:ECUMN_4960
ko:K14415	eum:ECUMN_3879
ko:K05374	eum:ECUMN_2276
