ko:K02030	rsl:RPSI07_mp0136
ko:K15773	rsl:RPSI07_mp1287
ko:K15553	rsl:RPSI07_mp1371
ko:K15553	rsl:RPSI07_2029
ko:K15555	rsl:RPSI07_2026
ko:K15738	rsl:RPSI07_2424
ko:K07506	rsl:RPSI07_mp1188
ko:K03719	rsl:RPSI07_3253
ko:K03719	rsl:RPSI07_1324
ko:K02050	rsl:RPSI07_mp0865
ko:K02428	rsl:RPSI07_1264
ko:K14218	rsl:RPSI07_tRNA10
ko:K14218	rsl:RPSI07_tRNA45
ko:K14218	rsl:RPSI07_tRNA3
ko:K15539	rsl:RPSI07_2163
ko:K02031	rsl:RPSI07_mp0726
ko:K02031	rsl:RPSI07_1509
ko:K15721	rsl:RPSI07_1871
ko:K15725	rsl:RPSI07_mp0428
ko:K15371	rsl:RPSI07_2292
ko:K15727	rsl:RPSI07_mp0036
ko:K02014	rsl:RPSI07_mp0070
ko:K15676	rsl:RPSI07_mp0403
ko:K03153	rsl:RPSI07_3271
ko:K04750	rsl:RPSI07_3275
ko:K01077	rsl:RPSI07_3279
ko:K01077	rsl:RPSI07_3280
ko:K07343	rsl:RPSI07_3286
ko:K02433	rsl:RPSI07_3320
ko:K03711	rsl:RPSI07_3330
ko:K02035	rsl:RPSI07_3334
ko:K06910	rsl:RPSI07_mp0029
ko:K00619	rsl:RPSI07_mp0105
ko:K04093	rsl:RPSI07_mp0148
ko:K09806	rsl:RPSI07_3069
ko:K07258	rsl:RPSI07_3083
ko:K02067	rsl:RPSI07_3095
ko:K01974	rsl:RPSI07_3184
ko:K00819	rsl:RPSI07_3214
ko:K00700	rsl:RPSI07_mp0201
ko:K03386	rsl:RPSI07_mp0211
ko:K03711	rsl:RPSI07_mp0213
ko:K03776	rsl:RPSI07_mp0221
ko:K01692	rsl:RPSI07_3106
ko:K00548	rsl:RPSI07_3118
ko:K00548	rsl:RPSI07_3119
ko:K18139	rsl:RPSI07_3371
ko:K08483	rsl:RPSI07_3061
ko:K02821	rsl:RPSI07_3063
ko:K00626	rsl:RPSI07_3138
ko:K07025	rsl:RPSI07_3347
ko:K00135	rsl:RPSI07_3351
ko:K07657	rsl:RPSI07_3362
ko:K01596	rsl:RPSI07_3363
ko:K00058	rsl:RPSI07_3364
ko:K00383	rsl:RPSI07_3366
ko:K03286	rsl:RPSI07_mp0685
ko:K12340	rsl:RPSI07_mp0278
ko:K03799	rsl:RPSI07_3302
ko:K15725	rsl:RPSI07_mp0459
ko:K15727	rsl:RPSI07_mp1072
ko:K04750	rsl:RPSI07_mp0481
ko:K01760	rsl:RPSI07_mp0497
ko:K13049	rsl:RPSI07_mp0423
ko:K07665	rsl:RPSI07_mp0425
ko:K01692	rsl:RPSI07_mp0572
ko:K03399	rsl:RPSI07_mp0508
ko:K03404	rsl:RPSI07_mp0509
ko:K07665	rsl:RPSI07_mp0532
ko:K03830	rsl:RPSI07_mp0282
ko:K02510	rsl:RPSI07_mp0384
ko:K00059	rsl:RPSI07_mp0286
ko:K02414	rsl:RPSI07_mp0351
ko:K15461	rsl:RPSI07_1751
ko:K15469	rsl:RPSI07_mp0411
ko:K15470	rsl:RPSI07_mp0406
ko:K15577	rsl:RPSI07_3028
ko:K00459	rsl:RPSI07_3159
ko:K15578	rsl:RPSI07_3029
ko:K08086	rsl:RPSI07_1443
ko:K15724	rsl:RPSI07_2873
ko:K01713	rsl:RPSI07_0954
ko:K15268	rsl:RPSI07_0186
ko:K16092	rsl:RPSI07_1069
ko:K02028	rsl:RPSI07_mp0412
ko:K16147	rsl:RPSI07_mp0203
ko:K16090	rsl:RPSI07_mp1095
ko:K16137	rsl:RPSI07_2176
ko:K02014	rsl:RPSI07_0578
ko:K02014	rsl:RPSI07_mp0375
ko:K02014	rsl:RPSI07_mp0377
ko:K07497	rsl:RPSI07_1615
ko:K07497	rsl:RPSI07_mp1606
ko:K02030	rsl:RPSI07_mp0647
ko:K02029	rsl:RPSI07_mp0645
ko:K02029	rsl:RPSI07_mp0644
ko:K02030	rsl:RPSI07_1165
ko:K16087	rsl:RPSI07_mp0209
ko:K02028	rsl:RPSI07_1162
ko:K16066	rsl:RPSI07_2608
ko:K01801	rsl:RPSI07_3023
ko:K01184	rsl:RPSI07_mp0827
ko:K16203	rsl:RPSI07_1983
ko:K01239	rsl:RPSI07_0919
ko:K01800	rsl:RPSI07_2306
ko:K00568	rsl:RPSI07_mp1452
ko:K02030	rsl:RPSI07_0031
ko:K02030	rsl:RPSI07_mp0414
ko:K02030	rsl:RPSI07_mp0516
ko:K02030	rsl:RPSI07_mp1678
ko:K02028	rsl:RPSI07_0033
ko:K02028	rsl:RPSI07_mp0513
ko:K02035	rsl:RPSI07_0635
ko:K02035	rsl:RPSI07_1422
ko:K02035	rsl:RPSI07_1507
ko:K02035	rsl:RPSI07_mp1036
ko:K02031	rsl:RPSI07_0638
ko:K11733	rsl:RPSI07_1800
ko:K02655	rsl:RPSI07_2621
ko:K06221	rsl:RPSI07_mp1490
ko:K07481	rsl:RPSI07_mp0041
ko:K11733	rsl:RPSI07_1801
ko:K09386	rsl:RPSI07_1905
ko:K16514	rsl:RPSI07_mp1415
ko:K16516	rsl:RPSI07_mp1414
ko:K01992	rsl:RPSI07_0543
ko:K00505	rsl:RPSI07_1536
ko:K01826	rsl:RPSI07_1055
ko:K03458	rsl:RPSI07_1315
ko:K02650	rsl:RPSI07_2799
ko:K05874	rsl:RPSI07_mp1395
ko:K02483	rsl:RPSI07_0038
ko:K02483	rsl:RPSI07_0433
ko:K02483	rsl:RPSI07_2806
ko:K07326	rsl:RPSI07_0277
ko:K00344	rsl:RPSI07_1364
ko:K16165	rsl:RPSI07_2305
ko:K02014	rsl:RPSI07_mp0904
ko:K16165	rsl:RPSI07_3024
ko:K16171	rsl:RPSI07_3111
ko:K03417	rsl:RPSI07_mp0087
ko:K01115	rsl:RPSI07_mp0694
ko:K02035	rsl:RPSI07_mp0723
ko:K02033	rsl:RPSI07_mp0724
ko:K03227	rsl:RPSI07_mp0805
ko:K01104	rsl:RPSI07_mp1013
ko:K10439	rsl:RPSI07_mp1025
ko:K03406	rsl:RPSI07_mp1026
ko:K01167	rsl:RPSI07_0743
ko:K05874	rsl:RPSI07_2137
ko:K13472	rsl:RPSI07_mp0115
ko:K02484	rsl:RPSI07_mp1657
ko:K02480	rsl:RPSI07_3358
ko:K07506	rsl:RPSI07_2643
ko:K03566	rsl:RPSI07_0748
ko:K03566	rsl:RPSI07_mp0892
ko:K03719	rsl:RPSI07_0706
ko:K15773	rsl:RPSI07_1921
ko:K02051	rsl:RPSI07_0049
ko:K02051	rsl:RPSI07_2179
ko:K02051	rsl:RPSI07_mp1524
ko:K02055	rsl:RPSI07_1595
ko:K02052	rsl:RPSI07_1594
ko:K02052	rsl:RPSI07_1778
ko:K02052	rsl:RPSI07_1833
ko:K02058	rsl:RPSI07_1249
ko:K05874	rsl:RPSI07_mp0283
ko:K02014	rsl:RPSI07_mp0747
ko:K03406	rsl:RPSI07_mp0784
ko:K02049	rsl:RPSI07_mp0864
ko:K02030	rsl:RPSI07_mp0866
ko:K09705	rsl:RPSI07_mp0623
ko:K00046	rsl:RPSI07_mp0631
ko:K00851	rsl:RPSI07_mp0632
ko:K00090	rsl:RPSI07_mp0633
ko:K05524	rsl:RPSI07_mp0742
ko:K08738	rsl:RPSI07_mp0940
ko:K07052	rsl:RPSI07_mp0960
ko:K02004	rsl:RPSI07_mp1434
ko:K00845	rsl:RPSI07_mp1661
ko:K02274	rsl:RPSI07_mp1669
ko:K01480	rsl:RPSI07_mp1681
ko:K06889	rsl:RPSI07_mp1449
ko:K00135	rsl:RPSI07_mp1716
ko:K02510	rsl:RPSI07_mp1718
ko:K03406	rsl:RPSI07_mp1140
ko:K01784	rsl:RPSI07_mp1142
ko:K01679	rsl:RPSI07_mp1318
ko:K02674	rsl:RPSI07_mp1320
ko:K03455	rsl:RPSI07_mp1496
ko:K00374	rsl:RPSI07_mp1505
ko:K02049	rsl:RPSI07_mp1522
ko:K02050	rsl:RPSI07_mp1523
ko:K02017	rsl:RPSI07_mp1181
ko:K03333	rsl:RPSI07_mp1199
ko:K16267	rsl:RPSI07_1195
ko:K00046	rsl:RPSI07_mp1575
ko:K00625	rsl:RPSI07_mp1365
ko:K00575	rsl:RPSI07_mp1393
ko:K10544	rsl:RPSI07_mp1741
ko:K00135	rsl:RPSI07_mp1031
ko:K02033	rsl:RPSI07_mp1035
ko:K01560	rsl:RPSI07_mp1038
ko:K07025	rsl:RPSI07_mp1054
ko:K06986	rsl:RPSI07_mp1787
ko:K03299	rsl:RPSI07_mp1219
ko:K02858	rsl:RPSI07_mp1221
ko:K11959	rsl:RPSI07_1388
ko:K11961	rsl:RPSI07_1390
ko:K17213	rsl:RPSI07_2124
ko:K02768	rsl:RPSI07_0644
ko:K08483	rsl:RPSI07_0644
ko:K11183	rsl:RPSI07_0644
ko:K16692	rsl:RPSI07_mp1012
ko:K03776	rsl:RPSI07_mp1250
ko:K05825	rsl:RPSI07_2410
ko:K16713	rsl:RPSI07_mp1008
ko:K16712	rsl:RPSI07_mp1009
ko:K11962	rsl:RPSI07_1391
ko:K11963	rsl:RPSI07_1392
ko:K05845	rsl:RPSI07_0950
ko:K05846	rsl:RPSI07_0950
ko:K06016	rsl:RPSI07_2143
ko:K02226	rsl:RPSI07_1074
ko:K11991	rsl:RPSI07_1918
ko:K03559	rsl:RPSI07_0935
ko:K03559	rsl:RPSI07_1464
ko:K16872	rsl:RPSI07_mp0145
ko:K18138	rsl:RPSI07_mp0754
ko:K19416	rsl:RPSI07_2167
ko:K13485	rsl:RPSI07_1312
ko:K13490	rsl:RPSI07_mp1757
ko:K14222	rsl:RPSI07_tRNA27
ko:K01897	rsl:RPSI07_2826
ko:K17214	rsl:RPSI07_2122
ko:K17226	rsl:RPSI07_0188
ko:K17227	rsl:RPSI07_0189
ko:K10001	rsl:RPSI07_3260
ko:K01990	rsl:RPSI07_3209
ko:K17325	rsl:RPSI07_0449
ko:K17323	rsl:RPSI07_0447
ko:K17321	rsl:RPSI07_0445
ko:K17218	rsl:RPSI07_1582
ko:K11209	rsl:RPSI07_1405
ko:K19621	rsl:RPSI07_0774
ko:K19623	rsl:RPSI07_0772
ko:K19624	rsl:RPSI07_0762
ko:K08738	rsl:RPSI07_0187
ko:K00681	rsl:RPSI07_0577
ko:K00681	rsl:RPSI07_0965
ko:K17713	rsl:RPSI07_2159
ko:K17324	rsl:RPSI07_0450
ko:K17247	rsl:RPSI07_0518
ko:K00265	rsl:RPSI07_0533
ko:K00951	rsl:RPSI07_1664
ko:K02484	rsl:RPSI07_0039
ko:K01897	rsl:RPSI07_3313
ko:K01533	rsl:RPSI07_2091
ko:K17222	rsl:RPSI07_0191
ko:K17224	rsl:RPSI07_0194
ko:K17223	rsl:RPSI07_0192
ko:K17103	rsl:RPSI07_1357
ko:K00681	rsl:RPSI07_mp0253
ko:K10439	rsl:RPSI07_2378
ko:K17215	rsl:RPSI07_2123
ko:K01990	rsl:RPSI07_0542
ko:K17686	rsl:RPSI07_0096
ko:K00523	rsl:RPSI07_1040
ko:K18929	rsl:RPSI07_1703
ko:K17723	rsl:RPSI07_2141
ko:K07483	rsl:RPSI07_2499
ko:K07497	rsl:RPSI07_1482
ko:K07497	rsl:RPSI07_2494
ko:K07497	rsl:RPSI07_2519
ko:K07497	rsl:RPSI07_2731
ko:K07497	rsl:RPSI07_2965
ko:K05375	rsl:RPSI07_mp0112
ko:K19745	rsl:RPSI07_0611
ko:K01739	rsl:RPSI07_mp0706
ko:K01791	rsl:RPSI07_mp1011
ko:K00254	rsl:RPSI07_1711
ko:K07263	rsl:RPSI07_3020
ko:K07263	rsl:RPSI07_3019
ko:K01658	rsl:RPSI07_0622
ko:K06518	rsl:RPSI07_0846
ko:K00128	rsl:RPSI07_mp1039
ko:K17838	rsl:RPSI07_mp0046
ko:K00249	rsl:RPSI07_mp0052
ko:K02809	rsl:RPSI07_mp1102
ko:K02810	rsl:RPSI07_mp1102
ko:K01126	rsl:RPSI07_2864
ko:K13543	rsl:RPSI07_1116
ko:K00248	rsl:RPSI07_1805
ko:K01187	rsl:RPSI07_2310
ko:K17733	rsl:RPSI07_mp0690
ko:K18139	rsl:RPSI07_mp0753
ko:K02031	rsl:RPSI07_mp1033
ko:K02032	rsl:RPSI07_mp1033
ko:K17989	rsl:RPSI07_mp0027
ko:K18148	rsl:RPSI07_mp0598
ko:K15125	rsl:RPSI07_mp1641
ko:K22589	rsl:RPSI07_mp1534
ko:K01184	rsl:RPSI07_mp0828
ko:K03520	rsl:RPSI07_1901
ko:K00317	rsl:RPSI07_mp0583
ko:K18199	rsl:RPSI07_mp0745
ko:K18243	rsl:RPSI07_2302
ko:K14581	rsl:RPSI07_2300
ko:K18242	rsl:RPSI07_2301
ko:K14578	rsl:RPSI07_2303
ko:K07090	rsl:RPSI07_mp1300
ko:K18235	rsl:RPSI07_mp0101
ko:K18235	rsl:RPSI07_0316
ko:K03406	rsl:RPSI07_mp1239
ko:K12240	rsl:RPSI07_1867
ko:K03823	rsl:RPSI07_0146
ko:K08086	rsl:RPSI07_mp0141
ko:K01999	rsl:RPSI07_3107
ko:K15125	rsl:RPSI07_mp0469
ko:K11103	rsl:RPSI07_mp0966
ko:K21345	rsl:RPSI07_3101
ko:K06901	rsl:RPSI07_mp1793
ko:K06901	rsl:RPSI07_mp1794
ko:K03704	rsl:RPSI07_mp1087
ko:K15125	rsl:RPSI07_mp1106
ko:K15125	rsl:RPSI07_mp1110
ko:K01754	rsl:RPSI07_mp1270
ko:K06950	rsl:RPSI07_mp1538
ko:K19620	rsl:RPSI07_0775
ko:K21344	rsl:RPSI07_2470
ko:K05874	rsl:RPSI07_mp0436
ko:K03406	rsl:RPSI07_1909
ko:K18138	rsl:RPSI07_3370
ko:K03406	rsl:RPSI07_1499
ko:K18383	rsl:RPSI07_mp0178
ko:K18379	rsl:RPSI07_mp0804
ko:K18373	rsl:RPSI07_mp0812
ko:K18376	rsl:RPSI07_mp1659
ko:K00138	rsl:RPSI07_0359
ko:K08068	rsl:RPSI07_mp0439
ko:K18374	rsl:RPSI07_mp0813
ko:K18381	rsl:RPSI07_mp0809
ko:K07492	rsl:RPSI07_mp1599
ko:K11904	rsl:RPSI07_0016
ko:K11904	rsl:RPSI07_mp1409
ko:K03462	rsl:RPSI07_mp0780
ko:K18480	rsl:RPSI07_3094
ko:K11904	rsl:RPSI07_2271
ko:K11904	rsl:RPSI07_mp1172
ko:K18581	rsl:RPSI07_mp0906
ko:K08744	rsl:RPSI07_2320
ko:K18650	rsl:RPSI07_0327
ko:K18778	rsl:RPSI07_0678
ko:K18850	rsl:RPSI07_2227
ko:K18928	rsl:RPSI07_1702
ko:K12994	rsl:RPSI07_2512
ko:K18902	rsl:RPSI07_mp1154
ko:K20807	rsl:RPSI07_2728
ko:K18900	rsl:RPSI07_mp1151
ko:K07497	rsl:RPSI07_2495
ko:K03646	rsl:RPSI07_2604
ko:K03111	rsl:RPSI07_2983
ko:K02847	rsl:RPSI07_1219
ko:K07278	rsl:RPSI07_1084
ko:K03496	rsl:RPSI07_0118
ko:K03497	rsl:RPSI07_0119
ko:K03746	rsl:RPSI07_0251
ko:K03496	rsl:RPSI07_1080
ko:K04565	rsl:RPSI07_1100
ko:K03746	rsl:RPSI07_mp0043
ko:K03169	rsl:RPSI07_3311
ko:K03496	rsl:RPSI07_mp0004
ko:K03497	rsl:RPSI07_mp0005
ko:K01971	rsl:RPSI07_2772
ko:K18901	rsl:RPSI07_mp1153
ko:K18903	rsl:RPSI07_mp1155
ko:K03746	rsl:RPSI07_mp0308
ko:K03746	rsl:RPSI07_mp1064
ko:K07389	rsl:RPSI07_mp1113
ko:K03746	rsl:RPSI07_mp1139
ko:K02663	rsl:RPSI07_0524
ko:K03761	rsl:RPSI07_mp0059
ko:K03761	rsl:RPSI07_mp0008
ko:K07483	rsl:RPSI07_mp1440
ko:K07497	rsl:RPSI07_1638
ko:K07497	rsl:RPSI07_3376
ko:K19055	rsl:RPSI07_0588
ko:K00335	rsl:RPSI07_1306
ko:K07050	rsl:RPSI07_2406
ko:K03526	rsl:RPSI07_2162
ko:K18979	rsl:RPSI07_0925
ko:K16898	rsl:RPSI07_2187
ko:K16899	rsl:RPSI07_2188
ko:K18981	rsl:RPSI07_mp0775
ko:K07483	rsl:RPSI07_1635
ko:K07483	rsl:RPSI07_2490
ko:K07483	rsl:RPSI07_2970
ko:K07483	rsl:RPSI07_mp0238
ko:K07497	rsl:RPSI07_0298
ko:K00335	rsl:RPSI07_1372
ko:K00336	rsl:RPSI07_1373
ko:K02664	rsl:RPSI07_0525
ko:K19048	rsl:RPSI07_mp1736
ko:K00986	rsl:RPSI07_0597
ko:K07746	rsl:RPSI07_0220
ko:K20074	rsl:RPSI07_1266
ko:K19221	rsl:RPSI07_mp0500
ko:K12979	rsl:RPSI07_1516
ko:K02032	rsl:RPSI07_0639
ko:K19092	rsl:RPSI07_0221
ko:K04772	rsl:RPSI07_0567
ko:K19225	rsl:RPSI07_mp1621
ko:K00571	rsl:RPSI07_1447
ko:K03496	rsl:RPSI07_p0001
ko:K01710	rsl:RPSI07_2669
ko:K03446	rsl:RPSI07_mp0761
ko:K07448	rsl:RPSI07_0027
ko:K01066	rsl:RPSI07_0132
ko:K01066	rsl:RPSI07_mp0185
ko:K10916	rsl:RPSI07_0575
ko:K19267	rsl:RPSI07_mp0789
ko:K07497	rsl:RPSI07_2964
ko:K07497	rsl:RPSI07_2969
ko:K07497	rsl:RPSI07_1524
ko:K07497	rsl:RPSI07_1531
ko:K07497	rsl:RPSI07_0812
ko:K07497	rsl:RPSI07_1603
ko:K07497	rsl:RPSI07_1633
ko:K07497	rsl:RPSI07_1634
ko:K07497	rsl:RPSI07_2489
ko:K07497	rsl:RPSI07_2518
ko:K07497	rsl:RPSI07_0299
ko:K07497	rsl:RPSI07_3375
ko:K07497	rsl:RPSI07_mp1439
ko:K07497	rsl:RPSI07_2732
ko:K07497	rsl:RPSI07_mp1607
ko:K07497	rsl:RPSI07_mp0239
ko:K01066	rsl:RPSI07_1815
ko:K01785	rsl:RPSI07_0755
ko:K01785	rsl:RPSI07_2308
ko:K04771	rsl:RPSI07_2334
ko:K01992	rsl:RPSI07_3208
ko:K19338	rsl:RPSI07_mp0636
ko:K03722	rsl:RPSI07_1719
ko:K04771	rsl:RPSI07_mp1656
ko:K04771	rsl:RPSI07_1630
ko:K19302	rsl:RPSI07_mp1789
ko:K19337	rsl:RPSI07_mp1660
ko:K06867	rsl:RPSI07_3157
ko:K06867	rsl:RPSI07_mp1715
ko:K19302	rsl:RPSI07_0341
ko:K19622	rsl:RPSI07_0773
ko:K03657	rsl:RPSI07_2953
ko:K07344	rsl:RPSI07_p0007
ko:K00799	rsl:RPSI07_3290
ko:K00525	rsl:RPSI07_0702
ko:K00992	rsl:RPSI07_2853
ko:K07165	rsl:RPSI07_mp0796
ko:K19667	rsl:RPSI07_mp0997
ko:K19666	rsl:RPSI07_0159
ko:K07666	rsl:RPSI07_mp0453
ko:K05875	rsl:RPSI07_0349
ko:K06042	rsl:RPSI07_mp0507
ko:K02160	rsl:RPSI07_mp0641
ko:K11904	rsl:RPSI07_mp0094
ko:K11904	rsl:RPSI07_mp0187
ko:K07044	rsl:RPSI07_mp1029
ko:K00799	rsl:RPSI07_1836
ko:K19784	rsl:RPSI07_mp1495
ko:K00799	rsl:RPSI07_2411
ko:K15777	rsl:RPSI07_3365
ko:K06131	rsl:RPSI07_2898
ko:K11904	rsl:RPSI07_mp0651
ko:K08084	rsl:RPSI07_2622
ko:K07119	rsl:RPSI07_1809
ko:K07147	rsl:RPSI07_0517
ko:K00505	rsl:RPSI07_3072
ko:K03710	rsl:RPSI07_mp0309
ko:K02029	rsl:RPSI07_mp1679
ko:K17722	rsl:RPSI07_2142
ko:K22003	rsl:RPSI07_3182
ko:K19804	rsl:RPSI07_2472
ko:K08992	rsl:RPSI07_2473
ko:K19813	rsl:RPSI07_2570
ko:K21636	rsl:RPSI07_mp1513
ko:K14731	rsl:RPSI07_2931
ko:K20034	rsl:RPSI07_1790
ko:K09796	rsl:RPSI07_3341
ko:K20035	rsl:RPSI07_2459
ko:K20266	rsl:RPSI07_p0005
ko:K20277	rsl:RPSI07_0156
ko:K20275	rsl:RPSI07_0157
ko:K13061	rsl:RPSI07_0160
ko:K22209	rsl:RPSI07_1526
ko:K00507	rsl:RPSI07_1024
ko:K00507	rsl:RPSI07_mp1774
ko:K00507	rsl:RPSI07_mp0717
ko:K20444	rsl:RPSI07_mp0952
ko:K20455	rsl:RPSI07_mp0085
ko:K20534	rsl:RPSI07_2706
ko:K09788	rsl:RPSI07_mp0084
ko:K20533	rsl:RPSI07_mp0129
ko:K20628	rsl:RPSI07_2525
ko:K20712	rsl:RPSI07_2107
ko:K22209	rsl:RPSI07_2736
ko:K11529	rsl:RPSI07_mp1426
ko:K11529	rsl:RPSI07_2881
ko:K07100	rsl:RPSI07_mp0396
ko:K01214	rsl:RPSI07_mp0200
ko:K19591	rsl:RPSI07_0097
ko:K21008	rsl:RPSI07_1153
ko:K21006	rsl:RPSI07_1151
ko:K21007	rsl:RPSI07_1152
ko:K21010	rsl:RPSI07_1155
ko:K21011	rsl:RPSI07_1156
ko:K16011	rsl:RPSI07_2503
ko:K13877	rsl:RPSI07_mp0771
ko:K20940	rsl:RPSI07_2763
ko:K00821	rsl:RPSI07_1039
ko:K21023	rsl:RPSI07_2854
ko:K21009	rsl:RPSI07_1154
ko:K21053	rsl:RPSI07_1331
ko:K21006	rsl:RPSI07_0348
ko:K21012	rsl:RPSI07_1157
ko:K21029	rsl:RPSI07_3058
ko:K21147	rsl:RPSI07_mp0913
ko:K21140	rsl:RPSI07_mp0912
ko:K00526	rsl:RPSI07_0703
ko:K01520	rsl:RPSI07_1011
ko:K00558	rsl:RPSI07_0012
ko:K06903	rsl:RPSI07_1485
ko:K00560	rsl:RPSI07_2436
ko:K00287	rsl:RPSI07_2437
ko:K02316	rsl:RPSI07_1206
ko:K03676	rsl:RPSI07_3054
ko:K02314	rsl:RPSI07_2056
ko:K03553	rsl:RPSI07_2805
ko:K06217	rsl:RPSI07_2832
ko:K13522	rsl:RPSI07_mp0779
ko:K05710	rsl:RPSI07_2127
ko:K02335	rsl:RPSI07_1192
ko:K03863	rsl:RPSI07_mp0174
ko:K01139	rsl:RPSI07_1272
ko:K02032	rsl:RPSI07_1508
ko:K02032	rsl:RPSI07_mp0727
ko:K03636	rsl:RPSI07_mp0911
ko:K03862	rsl:RPSI07_mp0173
ko:K03651	rsl:RPSI07_1834
ko:K21449	rsl:RPSI07_mp1725
ko:K22044	rsl:RPSI07_0429
ko:K21420	rsl:RPSI07_1707
ko:K01451	rsl:RPSI07_mp0230
ko:K01420	rsl:RPSI07_1550
ko:K01420	rsl:RPSI07_2082
ko:K21563	rsl:RPSI07_mp1516
ko:K21699	rsl:RPSI07_mp1677
ko:K10026	rsl:RPSI07_1920
ko:K10914	rsl:RPSI07_mp0740
ko:K07062	rsl:RPSI07_0254
ko:K21645	rsl:RPSI07_2889
ko:K21757	rsl:RPSI07_1891
ko:K00043	rsl:RPSI07_1814
ko:K21815	rsl:RPSI07_mp1626
ko:K21802	rsl:RPSI07_mp0179
ko:K21795	rsl:RPSI07_0329
ko:K21721	rsl:RPSI07_mp0379
ko:K21929	rsl:RPSI07_1998
ko:K21949	rsl:RPSI07_mp0378
ko:K03741	rsl:RPSI07_mp0923
ko:K03892	rsl:RPSI07_mp0921
ko:K00043	rsl:RPSI07_mp0978
ko:K22131	rsl:RPSI07_3360
ko:K15576	rsl:RPSI07_3027
ko:K01816	rsl:RPSI07_0164
ko:K22132	rsl:RPSI07_2567
ko:K09022	rsl:RPSI07_mp1281
ko:K00090	rsl:RPSI07_2360
ko:K07183	rsl:RPSI07_3025
ko:K08994	rsl:RPSI07_0028
ko:K22292	rsl:RPSI07_2487
ko:K22252	rsl:RPSI07_2511
ko:K02257	rsl:RPSI07_3037
ko:K03469	rsl:RPSI07_1554
ko:K07497	rsl:RPSI07_1859
ko:K00611	rsl:RPSI07_0913
ko:K13061	rsl:RPSI07_mp0704
ko:K11206	rsl:RPSI07_0858
ko:K22452	rsl:RPSI07_mp0078
ko:K00499	rsl:RPSI07_1198
ko:K15471	rsl:RPSI07_mp0404
ko:K01007	rsl:RPSI07_1940
