ko:K13613	bama:RBAU_1681
ko:K03293	bama:RBAU_3273
ko:K21405	bama:RBAU_0809
ko:K21464	bama:RBAU_3600
ko:K21481	bama:RBAU_0995
ko:K21465	bama:RBAU_2464
ko:K21467	bama:RBAU_0411
ko:K21468	bama:RBAU_2578
ko:K21567	bama:RBAU_0322
ko:K21487	bama:RBAU_1850
ko:K21601	bama:RBAU_0394
ko:K21567	bama:RBAU_3046
ko:K21600	bama:RBAU_3202
ko:K21488	bama:RBAU_1849
ko:K21745	bama:RBAU_0537
ko:K11923	bama:RBAU_0942
ko:K21701	bama:RBAU_0183
ko:K21802	bama:RBAU_0731
ko:K21902	bama:RBAU_0736
ko:K21935	bama:RBAU_1922
ko:K06299	bama:RBAU_3017
ko:K21959	bama:RBAU_1830
ko:K18244	bama:RBAU_2379
ko:K00680	bama:RBAU_3218
ko:K22043	bama:RBAU_1856
ko:K21960	bama:RBAU_3219
ko:K21993	bama:RBAU_2567
ko:K00754	bama:RBAU_2200
ko:K01463	bama:RBAU_2201
ko:K22135	bama:RBAU_1892
ko:K22136	bama:RBAU_1474
ko:K14274	bama:RBAU_3164
ko:K22132	bama:RBAU_2603
ko:K22109	bama:RBAU_2929
ko:K01932	bama:RBAU_3444
ko:K22116	bama:RBAU_3443
ko:K03547	bama:RBAU_0976
ko:K22230	bama:RBAU_2952
ko:K22278	bama:RBAU_2537
ko:K03077	bama:RBAU_2721
ko:K22301	bama:RBAU_3241
ko:K22299	bama:RBAU_3230
ko:K01486	bama:RBAU_1409
ko:K02257	bama:RBAU_0818
ko:K02257	bama:RBAU_1450
ko:K22299	bama:RBAU_3229
ko:K22301	bama:RBAU_3246
ko:K03574	bama:RBAU_0429
ko:K09988	bama:RBAU_0416
ko:K13566	bama:RBAU_1313
ko:K18672	bama:RBAU_1888
ko:K22441	bama:RBAU_3309
ko:K22579	bama:RBAU_1716
