ko:K07591	eoh:ECO103_3866
ko:K00146	eoh:ECO103_1522
ko:K02615	eoh:ECO103_1534
ko:K02617	eoh:ECO103_1537
ko:K02052	eoh:ECO103_1571
ko:K02054	eoh:ECO103_1572
ko:K07346	eoh:ECO103_1635
ko:K08324	eoh:ECO103_1655
ko:K07484	eoh:ECO103_2295
ko:K07484	eoh:ECO103_3553
ko:K00076	eoh:ECO103_1759
ko:K08997	eoh:ECO103_1850
ko:K01190	eoh:ECO103_0326
ko:K00042	eoh:ECO103_0482
ko:K02083	eoh:ECO103_0488
ko:K11904	eoh:ECO103_0574
ko:K01169	eoh:ECO103_0619
ko:K00652	eoh:ECO103_0811
ko:K02778	eoh:ECO103_1146
ko:K02779	eoh:ECO103_1146
ko:K06884	eoh:ECO103_1421
ko:K03972	eoh:ECO103_1472
ko:K02027	eoh:ECO103_1474
ko:K01838	eoh:ECO103_1481
ko:K12784	eoh:ECO103_3611
ko:K12788	eoh:ECO103_3614
ko:K12785	eoh:ECO103_3639
ko:K12789	eoh:ECO103_2369
ko:K02315	eoh:ECO103_5145
ko:K01840	eoh:ECO103_2527
ko:K00138	eoh:ECO103_4646
ko:K07471	eoh:ECO103_3701
ko:K07483	eoh:ECO103_1075
ko:K07483	eoh:ECO103_3566
ko:K13631	eoh:ECO103_4812
ko:K13634	eoh:ECO103_1436
ko:K06887	eoh:ECO103_0213
ko:K00970	eoh:ECO103_0143
ko:K01582	eoh:ECO103_0184
ko:K06867	eoh:ECO103_0296
ko:K03782	eoh:ECO103_4699
ko:K13638	eoh:ECO103_4024
ko:K01813	eoh:ECO103_4624
ko:K01792	eoh:ECO103_1966
ko:K13641	eoh:ECO103_4763
ko:K07726	eoh:ECO103_4679
ko:K05714	eoh:ECO103_0331
ko:K10778	eoh:ECO103_2689
ko:K01002	eoh:ECO103_5143
ko:K08970	eoh:ECO103_2582
ko:K13479	eoh:ECO103_3442
ko:K13643	eoh:ECO103_3048
ko:K13694	eoh:ECO103_2652
ko:K01070	eoh:ECO103_2629
ko:K03649	eoh:ECO103_3748
ko:K13821	eoh:ECO103_1060
ko:K11922	eoh:ECO103_0723
ko:K01051	eoh:ECO103_0760
ko:K11006	eoh:ECO103_5197
ko:K11006	eoh:ECO103_2845
ko:K14218	eoh:ECO103_tRNA52
ko:K14218	eoh:ECO103_tRNA53
ko:K04091	eoh:ECO103_0980
ko:K07248	eoh:ECO103_1547
ko:K13938	eoh:ECO103_1746
ko:K03078	eoh:ECO103_4989
ko:K03077	eoh:ECO103_4991
ko:K07354	eoh:ECO103_0504
ko:K00557	eoh:ECO103_4723
ko:K00632	eoh:ECO103_4320
ko:K07074	eoh:ECO103_4770
ko:K07804	eoh:ECO103_3556
ko:K13953	eoh:ECO103_1607
ko:K13954	eoh:ECO103_4645
ko:K00632	eoh:ECO103_2806
ko:K02550	eoh:ECO103_3651
ko:K01467	eoh:ECO103_4948
ko:K02058	eoh:ECO103_5024
ko:K02056	eoh:ECO103_5025
ko:K02057	eoh:ECO103_5027
ko:K11535	eoh:ECO103_2918
ko:K13918	eoh:ECO103_3331
ko:K13483	eoh:ECO103_0263
ko:K01176	eoh:ECO103_4663
ko:K04065	eoh:ECO103_5236
ko:K12787	eoh:ECO103_3612
ko:K01759	eoh:ECO103_1792
ko:K12687	eoh:ECO103_4895
ko:K02057	eoh:ECO103_5026
ko:K09953	eoh:ECO103_0766
ko:K09925	eoh:ECO103_4441
ko:K05835	eoh:ECO103_4340
ko:K03292	eoh:ECO103_4295
ko:K03292	eoh:ECO103_4294
ko:K03079	eoh:ECO103_4990
ko:K07186	eoh:ECO103_5248
ko:K13695	eoh:ECO103_1852
ko:K11477	eoh:ECO103_3653
ko:K10984	eoh:ECO103_3885
ko:K02080	eoh:ECO103_3888
ko:K13497	eoh:ECO103_1425
ko:K04028	eoh:ECO103_2965
ko:K08326	eoh:ECO103_2910
ko:K04027	eoh:ECO103_2966
ko:K12136	eoh:ECO103_2993
ko:K12145	eoh:ECO103_3007
ko:K12146	eoh:ECO103_3008
ko:K03459	eoh:ECO103_3009
ko:K13639	eoh:ECO103_4813
ko:K13896	eoh:ECO103_2657
ko:K04750	eoh:ECO103_4859
ko:K00073	eoh:ECO103_0489
ko:K02058	eoh:ECO103_3069
ko:K13893	eoh:ECO103_2654
ko:K09020	eoh:ECO103_1057
ko:K09017	eoh:ECO103_1059
ko:K13891	eoh:ECO103_0876
ko:K13894	eoh:ECO103_2655
ko:K14229	eoh:ECO103_tRNA14
ko:K14229	eoh:ECO103_tRNA56
ko:K14229	eoh:ECO103_tRNA20
ko:K14229	eoh:ECO103_tRNA19
ko:K14229	eoh:ECO103_tRNA18
ko:K14229	eoh:ECO103_tRNA16
ko:K00121	eoh:ECO103_0338
ko:K13620	eoh:ECO103_2535
ko:K07352	eoh:ECO103_0502
ko:K11920	eoh:ECO103_0567
ko:K07274	eoh:ECO103_1968
ko:K02484	eoh:ECO103_2216
ko:K10710	eoh:ECO103_4092
ko:K02056	eoh:ECO103_3068
ko:K07810	eoh:ECO103_0578
ko:K06946	eoh:ECO103_5080
ko:K06946	eoh:ECO103_3582
ko:K02477	eoh:ECO103_2906
ko:K04021	eoh:ECO103_2964
ko:K14220	eoh:ECO103_tRNA43
ko:K14220	eoh:ECO103_tRNA45
ko:K14220	eoh:ECO103_tRNA44
ko:K14220	eoh:ECO103_tRNA46
ko:K00965	eoh:ECO103_0746
ko:K14238	eoh:ECO103_tRNA83
ko:K14237	eoh:ECO103_tRNA15
ko:K14237	eoh:ECO103_tRNA17
ko:K14237	eoh:ECO103_tRNA54
ko:K14237	eoh:ECO103_tRNA55
ko:K14232	eoh:ECO103_tRNA84
ko:K01983	eoh:ECO103_ncRNA03
ko:K14221	eoh:ECO103_tRNA03
ko:K14221	eoh:ECO103_tRNA81
ko:K14221	eoh:ECO103_tRNA04
ko:K14219	eoh:ECO103_tRNA06
ko:K14228	eoh:ECO103_tRNA95
ko:K14233	eoh:ECO103_tRNA62
ko:K14228	eoh:ECO103_tRNA70
ko:K14228	eoh:ECO103_tRNA12
ko:K01070	eoh:ECO103_0337
ko:K02055	eoh:ECO103_1570
ko:K13498	eoh:ECO103_1424
ko:K08281	eoh:ECO103_1962
ko:K10938	eoh:ECO103_1701
ko:K13743	eoh:ECO103_3599
ko:K03574	eoh:ECO103_0101
ko:K11720	eoh:ECO103_3663
ko:K13630	eoh:ECO103_1663
ko:K13632	eoh:ECO103_1662
ko:K02099	eoh:ECO103_0065
ko:K07483	eoh:ECO103_1687
ko:K13684	eoh:ECO103_2536
ko:K11189	eoh:ECO103_4207
ko:K08138	eoh:ECO103_4779
ko:K13683	eoh:ECO103_2534
ko:K13574	eoh:ECO103_0837
ko:K07797	eoh:ECO103_2893
ko:K07786	eoh:ECO103_2892
ko:K07483	eoh:ECO103_3642
ko:K13654	eoh:ECO103_1581
ko:K13771	eoh:ECO103_4971
ko:K03772	eoh:ECO103_4065
ko:K00633	eoh:ECO103_0324
ko:K03292	eoh:ECO103_4500
ko:K00941	eoh:ECO103_2579
ko:K03605	eoh:ECO103_1020
ko:K01977	eoh:ECO103_rRNA01
ko:K01977	eoh:ECO103_rRNA10
ko:K01977	eoh:ECO103_rRNA13
ko:K01977	eoh:ECO103_rRNA06
ko:K01977	eoh:ECO103_rRNA20
ko:K01977	eoh:ECO103_rRNA17
ko:K01977	eoh:ECO103_rRNA16
ko:K14230	eoh:ECO103_tRNA30
ko:K14230	eoh:ECO103_tRNA39
ko:K14230	eoh:ECO103_tRNA50
ko:K07675	eoh:ECO103_4489
ko:K14187	eoh:ECO103_3174
ko:K14230	eoh:ECO103_tRNA41
ko:K14230	eoh:ECO103_tRNA36
ko:K07250	eoh:ECO103_3203
ko:K01434	eoh:ECO103_5123
ko:K03077	eoh:ECO103_0062
ko:K14230	eoh:ECO103_tRNA09
ko:K14230	eoh:ECO103_tRNA13
ko:K14233	eoh:ECO103_tRNA42
ko:K01990	eoh:ECO103_0830
ko:K14347	eoh:ECO103_2928
ko:K14392	eoh:ECO103_3997
ko:K14233	eoh:ECO103_tRNA22
ko:K14236	eoh:ECO103_tRNA24
ko:K14236	eoh:ECO103_tRNA25
ko:K14236	eoh:ECO103_tRNA87
ko:K14260	eoh:ECO103_2754
ko:K14228	eoh:ECO103_tRNA77
ko:K14228	eoh:ECO103_tRNA98
ko:K14228	eoh:ECO103_tRNA97
ko:K14228	eoh:ECO103_tRNA96
ko:K19162	eoh:ECO103_0437
ko:K21901	eoh:ECO103_4235
ko:K07771	eoh:ECO103_4865
ko:K07791	eoh:ECO103_4933
ko:K21907	eoh:ECO103_4240
ko:K05499	eoh:ECO103_4594
ko:K14232	eoh:ECO103_tRNA47
ko:K14234	eoh:ECO103_tRNA89
ko:K14234	eoh:ECO103_tRNA71
ko:K14224	eoh:ECO103_tRNA57
ko:K14224	eoh:ECO103_tRNA82
ko:K14224	eoh:ECO103_tRNA85
ko:K14224	eoh:ECO103_tRNA90
ko:K14223	eoh:ECO103_tRNA07
ko:K14223	eoh:ECO103_tRNA08
ko:K14228	eoh:ECO103_tRNA31
ko:K14233	eoh:ECO103_tRNA21
ko:K14233	eoh:ECO103_tRNA23
ko:K14218	eoh:ECO103_tRNA02
ko:K14218	eoh:ECO103_tRNA74
ko:K14218	eoh:ECO103_tRNA72
ko:K14348	eoh:ECO103_4575
ko:K14219	eoh:ECO103_tRNA48
ko:K14219	eoh:ECO103_tRNA34
ko:K14219	eoh:ECO103_tRNA28
ko:K14219	eoh:ECO103_tRNA40
ko:K14219	eoh:ECO103_tRNA37
ko:K21908	eoh:ECO103_4239
ko:K07480	eoh:ECO103_1415
ko:K14219	eoh:ECO103_tRNA79
ko:K14219	eoh:ECO103_tRNA29
ko:K14219	eoh:ECO103_tRNA35
ko:K14393	eoh:ECO103_4818
ko:K14155	eoh:ECO103_1762
ko:K02014	eoh:ECO103_0150
ko:K01243	eoh:ECO103_0159
ko:K14223	eoh:ECO103_tRNA10
ko:K14223	eoh:ECO103_tRNA11
ko:K02053	eoh:ECO103_1573
ko:K14287	eoh:ECO103_0609
ko:K15034	eoh:ECO103_0190
ko:K08279	eoh:ECO103_0037
ko:K07474	eoh:ECO103_3116
ko:K03293	eoh:ECO103_4368
ko:K06858	eoh:ECO103_0158
ko:K01985	eoh:ECO103_rRNA04
ko:K01985	eoh:ECO103_rRNA11
ko:K01985	eoh:ECO103_rRNA22
ko:K01985	eoh:ECO103_rRNA14
ko:K01985	eoh:ECO103_rRNA08
ko:K01985	eoh:ECO103_rRNA19
ko:K01985	eoh:ECO103_rRNA03
ko:K01985	eoh:ECO103_rRNA07
ko:K14414	eoh:ECO103_4140
ko:K14744	eoh:ECO103_0531
ko:K01160	eoh:ECO103_2265
ko:K07454	eoh:ECO103_5089
ko:K14235	eoh:ECO103_tRNA80
ko:K02509	eoh:ECO103_5132
ko:K02510	eoh:ECO103_5131
ko:K14234	eoh:ECO103_tRNA05
ko:K14234	eoh:ECO103_tRNA86
ko:K15396	eoh:ECO103_3049
ko:K14231	eoh:ECO103_tRNA67
ko:K14231	eoh:ECO103_tRNA91
ko:K14441	eoh:ECO103_0879
ko:K14225	eoh:ECO103_tRNA66
ko:K00674	eoh:ECO103_0164
ko:K11179	eoh:ECO103_1015
ko:K06282	eoh:ECO103_1017
ko:K06281	eoh:ECO103_1018
ko:K03810	eoh:ECO103_1113
ko:K07772	eoh:ECO103_1040
ko:K08161	eoh:ECO103_1098
ko:K07483	eoh:ECO103_1631
ko:K07497	eoh:ECO103_3643
ko:K21906	eoh:ECO103_4243
ko:K11071	eoh:ECO103_1232
ko:K01258	eoh:ECO103_1234
ko:K07660	eoh:ECO103_1254
ko:K00059	eoh:ECO103_1138
ko:K02619	eoh:ECO103_1141
ko:K11069	eoh:ECO103_1168
ko:K03830	eoh:ECO103_0249
ko:K00769	eoh:ECO103_0253
ko:K06445	eoh:ECO103_0237
ko:K05713	eoh:ECO103_0330
ko:K04073	eoh:ECO103_0333
ko:K07657	eoh:ECO103_0373
ko:K06179	eoh:ECO103_1131
ko:K07307	eoh:ECO103_0938
ko:K07308	eoh:ECO103_0939
ko:K02238	eoh:ECO103_0956
ko:K05522	eoh:ECO103_0707
ko:K07120	eoh:ECO103_0708
ko:K00241	eoh:ECO103_0715
ko:K01785	eoh:ECO103_0744
ko:K02017	eoh:ECO103_0753
ko:K06910	eoh:ECO103_0808
ko:K03635	eoh:ECO103_0820
ko:K07027	eoh:ECO103_0824
ko:K03560	eoh:ECO103_0733
ko:K05844	eoh:ECO103_0896
ko:K09998	eoh:ECO103_0905
ko:K10000	eoh:ECO103_0908
ko:K07757	eoh:ECO103_0866
ko:K07258	eoh:ECO103_0883
ko:K07343	eoh:ECO103_1005
ko:K09909	eoh:ECO103_1010
ko:K04477	eoh:ECO103_1079
ko:K03286	eoh:ECO103_1003
ko:K00939	eoh:ECO103_0450
ko:K02004	eoh:ECO103_0472
ko:K02381	eoh:ECO103_0490
ko:K03455	eoh:ECO103_0454
ko:K11751	eoh:ECO103_0456
ko:K07665	eoh:ECO103_0576
ko:K03768	eoh:ECO103_0497
ko:K05966	eoh:ECO103_0621
ko:K03386	eoh:ECO103_0614
ko:K03326	eoh:ECO103_0629
ko:K07258	eoh:ECO103_0639
ko:K03756	eoh:ECO103_0686
ko:K07126	eoh:ECO103_0651
ko:K07126	eoh:ECO103_0654
ko:K02566	eoh:ECO103_0671
ko:K02564	eoh:ECO103_0674
ko:K04067	eoh:ECO103_0443
ko:K03711	eoh:ECO103_0679
ko:K03469	eoh:ECO103_0208
ko:K02342	eoh:ECO103_0209
ko:K03307	eoh:ECO103_4478
ko:K14227	eoh:ECO103_tRNA01
ko:K14227	eoh:ECO103_tRNA73
ko:K14227	eoh:ECO103_tRNA75
ko:K01760	eoh:ECO103_3690
ko:K14226	eoh:ECO103_tRNA78
ko:K14230	eoh:ECO103_tRNA68
ko:K14219	eoh:ECO103_tRNA51
ko:K07273	eoh:ECO103_2578
ko:K14237	eoh:ECO103_tRNA26
ko:K14237	eoh:ECO103_tRNA27
ko:K01980	eoh:ECO103_rRNA05
ko:K01980	eoh:ECO103_rRNA18
ko:K01980	eoh:ECO103_rRNA21
ko:K01980	eoh:ECO103_rRNA09
ko:K01980	eoh:ECO103_rRNA12
ko:K01980	eoh:ECO103_rRNA02
ko:K01980	eoh:ECO103_rRNA15
ko:K14222	eoh:ECO103_tRNA32
ko:K14170	eoh:ECO103_3173
ko:K14261	eoh:ECO103_2904
ko:K00094	eoh:ECO103_2565
ko:K01978	eoh:ECO103_ncRNA58
ko:K14230	eoh:ECO103_tRNA63
ko:K14230	eoh:ECO103_tRNA64
ko:K14230	eoh:ECO103_tRNA65
ko:K14230	eoh:ECO103_tRNA69
ko:K01175	eoh:ECO103_0683
ko:K14232	eoh:ECO103_tRNA76
ko:K07001	eoh:ECO103_3760
ko:K14219	eoh:ECO103_tRNA58
ko:K14219	eoh:ECO103_tRNA61
ko:K14219	eoh:ECO103_tRNA59
ko:K14219	eoh:ECO103_tRNA60
ko:K01066	eoh:ECO103_0452
ko:K07497	eoh:ECO103_1383
ko:K07497	eoh:ECO103_2260
ko:K07497	eoh:ECO103_1194
ko:K07497	eoh:ECO103_2843
ko:K07497	eoh:ECO103_1691
ko:K07497	eoh:ECO103_0770
ko:K14225	eoh:ECO103_tRNA33
ko:K14225	eoh:ECO103_tRNA93
ko:K14225	eoh:ECO103_tRNA92
ko:K14225	eoh:ECO103_tRNA94
ko:K03722	eoh:ECO103_1997
ko:K03604	eoh:ECO103_1800
ko:K01185	eoh:ECO103_2091
ko:K01185	eoh:ECO103_1197
ko:K06212	eoh:ECO103_0947
ko:K00813	eoh:ECO103_0973
ko:K14588	eoh:ECO103_0123
ko:K00483	eoh:ECO103_5128
ko:K10124	eoh:ECO103_1665
ko:K14591	eoh:ECO103_0365
ko:K14977	eoh:ECO103_0487
ko:K10549	eoh:ECO103_4841
ko:K08316	eoh:ECO103_4185
ko:K03324	eoh:ECO103_4765
ko:K13743	eoh:ECO103_2059
ko:K02364	eoh:ECO103_0594
ko:K06221	eoh:ECO103_3694
ko:K14682	eoh:ECO103_3377
ko:K07497	eoh:ECO103_2330
ko:K01138	eoh:ECO103_1625
ko:K02477	eoh:ECO103_2601
ko:K06919	eoh:ECO103_2849
ko:K01424	eoh:ECO103_1961
ko:K07305	eoh:ECO103_1964
ko:K08680	eoh:ECO103_2730
ko:K02793	eoh:ECO103_2007
ko:K02794	eoh:ECO103_2007
ko:K02795	eoh:ECO103_2008
ko:K11392	eoh:ECO103_2026
ko:K00647	eoh:ECO103_2787
ko:K03227	eoh:ECO103_3632
ko:K02552	eoh:ECO103_2732
ko:K02348	eoh:ECO103_2734
ko:K11209	eoh:ECO103_3673
ko:K06281	eoh:ECO103_3679
ko:K10440	eoh:ECO103_4407
ko:K06282	eoh:ECO103_3682
ko:K01515	eoh:ECO103_3712
ko:K03718	eoh:ECO103_4415
ko:K03488	eoh:ECO103_4435
ko:K00389	eoh:ECO103_4481
ko:K07784	eoh:ECO103_4491
ko:K10563	eoh:ECO103_4547
ko:K02858	eoh:ECO103_3720
ko:K03279	eoh:ECO103_4555
ko:K00101	eoh:ECO103_4574
ko:K09806	eoh:ECO103_3721
ko:K02798	eoh:ECO103_4583
ko:K02799	eoh:ECO103_4583
ko:K02800	eoh:ECO103_4583
ko:K02446	eoh:ECO103_4603
ko:K00127	eoh:ECO103_4635
ko:K08314	eoh:ECO103_4703
ko:K07709	eoh:ECO103_4752
ko:K01409	eoh:ECO103_3744
ko:K09251	eoh:ECO103_3818
ko:K00219	eoh:ECO103_3826
ko:K02843	eoh:ECO103_4559
ko:K00639	eoh:ECO103_4562
ko:K02745	eoh:ECO103_3878
ko:K02744	eoh:ECO103_3881
ko:K07640	eoh:ECO103_4616
ko:K02855	eoh:ECO103_4622
ko:K01629	eoh:ECO103_4625
ko:K02427	eoh:ECO103_3926
ko:K03796	eoh:ECO103_4664
ko:K00854	eoh:ECO103_4670
ko:K00867	eoh:ECO103_4728
ko:K03148	eoh:ECO103_4741
ko:K04774	eoh:ECO103_1433
ko:K01424	eoh:ECO103_3540
ko:K03289	eoh:ECO103_3547
ko:K02852	eoh:ECO103_4369
ko:K02755	eoh:ECO103_4436
ko:K02756	eoh:ECO103_4436
ko:K02757	eoh:ECO103_4436
ko:K01619	eoh:ECO103_5242
ko:K03784	eoh:ECO103_5245
ko:K02454	eoh:ECO103_p04
ko:K01719	eoh:ECO103_4363
ko:K02851	eoh:ECO103_4380
ko:K03769	eoh:ECO103_4389
ko:K00852	eoh:ECO103_4405
ko:K02533	eoh:ECO103_5264
ko:K16013	eoh:ECO103_0930
ko:K01146	eoh:ECO103_3341
ko:K11530	eoh:ECO103_1648
ko:K00598	eoh:ECO103_1649
ko:K05595	eoh:ECO103_1660
ko:K07283	eoh:ECO103_1914
ko:K03478	eoh:ECO103_1926
ko:K01222	eoh:ECO103_1927
ko:K00657	eoh:ECO103_1723
ko:K07312	eoh:ECO103_1729
ko:K07258	eoh:ECO103_2488
ko:K01679	eoh:ECO103_1751
ko:K01488	eoh:ECO103_1763
ko:K03617	eoh:ECO103_1768
ko:K03616	eoh:ECO103_1769
ko:K03615	eoh:ECO103_1770
ko:K03614	eoh:ECO103_1771
ko:K03612	eoh:ECO103_1772
ko:K03613	eoh:ECO103_1773
ko:K06078	eoh:ECO103_1820
ko:K03593	eoh:ECO103_2589
ko:K00882	eoh:ECO103_2643
ko:K07048	eoh:ECO103_2460
ko:K00033	eoh:ECO103_2508
ko:K03606	eoh:ECO103_2526
ko:K03299	eoh:ECO103_3278
ko:K02436	eoh:ECO103_2564
ko:K02775	eoh:ECO103_2566
ko:K01489	eoh:ECO103_2618
ko:K03748	eoh:ECO103_2619
ko:K10541	eoh:ECO103_2623
ko:K10540	eoh:ECO103_2625
ko:K02200	eoh:ECO103_2669
ko:K02193	eoh:ECO103_2676
ko:K02569	eoh:ECO103_2677
ko:K02574	eoh:ECO103_2679
ko:K08350	eoh:ECO103_1605
ko:K00027	eoh:ECO103_1608
ko:K02033	eoh:ECO103_1615
ko:K02035	eoh:ECO103_1616
ko:K01580	eoh:ECO103_1620
ko:K12943	eoh:ECO103_3440
ko:K02549	eoh:ECO103_2728
ko:K00784	eoh:ECO103_2735
ko:K01262	eoh:ECO103_3484
ko:K01934	eoh:ECO103_3487
ko:K00058	eoh:ECO103_3488
ko:K01847	eoh:ECO103_3491
ko:K07588	eoh:ECO103_3492
ko:K03442	eoh:ECO103_3499
ko:K06934	eoh:ECO103_3503
ko:K02173	eoh:ECO103_3508
ko:K00068	eoh:ECO103_3240
ko:K02466	eoh:ECO103_3241
ko:K04652	eoh:ECO103_3265
ko:K03087	eoh:ECO103_3283
ko:K00380	eoh:ECO103_3308
ko:K07019	eoh:ECO103_4072
ko:K09898	eoh:ECO103_4073
ko:K10914	eoh:ECO103_4076
ko:K02100	eoh:ECO103_3401
ko:K00626	eoh:ECO103_3404
ko:K01823	eoh:ECO103_3464
ko:K04763	eoh:ECO103_3469
ko:K00383	eoh:ECO103_4226
ko:K01580	eoh:ECO103_4245
ko:K01480	eoh:ECO103_3517
ko:K01585	eoh:ECO103_3518
ko:K03647	eoh:ECO103_3215
ko:K04655	eoh:ECO103_3268
ko:K02506	eoh:ECO103_4054
ko:K00135	eoh:ECO103_3202
ko:K07048	eoh:ECO103_4097
ko:K01974	eoh:ECO103_4137
ko:K02441	eoh:ECO103_4142
ko:K03743	eoh:ECO103_3235
ko:K00700	eoh:ECO103_4153
ko:K00851	eoh:ECO103_4159
ko:K02783	eoh:ECO103_3237
ko:K03825	eoh:ECO103_4163
ko:K05816	eoh:ECO103_4170
ko:K05815	eoh:ECO103_4171
ko:K02782	eoh:ECO103_3238
ko:K05814	eoh:ECO103_4172
ko:K02775	eoh:ECO103_4205
ko:K06149	eoh:ECO103_4221
ko:K02783	eoh:ECO103_3238
ko:K07304	eoh:ECO103_5017
ko:K01507	eoh:ECO103_5023
ko:K01226	eoh:ECO103_5035
ko:K00230	eoh:ECO103_4315
ko:K03498	eoh:ECO103_4316
ko:K11105	eoh:ECO103_1293
ko:K02014	eoh:ECO103_1582
ko:K03747	eoh:ECO103_4016
ko:K03499	eoh:ECO103_4021
ko:K00548	eoh:ECO103_4764
ko:K04018	eoh:ECO103_4827
ko:K07126	eoh:ECO103_4829
ko:K11104	eoh:ECO103_4872
ko:K07792	eoh:ECO103_4875
ko:K03757	eoh:ECO103_4884
ko:K00245	eoh:ECO103_4951
ko:K06889	eoh:ECO103_4983
ko:K03476	eoh:ECO103_4985
ko:K03475	eoh:ECO103_4986
ko:K02822	eoh:ECO103_4987
ko:K02821	eoh:ECO103_4988
ko:K09022	eoh:ECO103_5040
ko:K06039	eoh:ECO103_1324
ko:K00374	eoh:ECO103_1332
ko:K01671	eoh:ECO103_4290
ko:K00276	eoh:ECO103_1523
ko:K04063	eoh:ECO103_1611
ko:K09815	eoh:ECO103_2047
ko:K09476	eoh:ECO103_2214
ko:K01439	eoh:ECO103_2981
ko:K07054	eoh:ECO103_2985
ko:K04488	eoh:ECO103_3046
ko:K03803	eoh:ECO103_3148
ko:K00575	eoh:ECO103_2146
ko:K03451	eoh:ECO103_1990
ko:K06201	eoh:ECO103_2136
ko:K01577	eoh:ECO103_2898
ko:K00845	eoh:ECO103_2913
ko:K01885	eoh:ECO103_2922
ko:K02784	eoh:ECO103_2934
ko:K08483	eoh:ECO103_2935
ko:K00616	eoh:ECO103_2973
ko:K03548	eoh:ECO103_3010
ko:K02824	eoh:ECO103_3014
ko:K00088	eoh:ECO103_3025
ko:K01092	eoh:ECO103_3050
ko:K06889	eoh:ECO103_3051
ko:K07393	eoh:ECO103_3851
ko:K12961	eoh:ECO103_3898
ko:K03177	eoh:ECO103_3915
ko:K02067	eoh:ECO103_3940
ko:K02806	eoh:ECO103_3951
ko:K01788	eoh:ECO103_3964
ko:K01639	eoh:ECO103_3966
ko:K03326	eoh:ECO103_3968
ko:K06889	eoh:ECO103_1493
ko:K06889	eoh:ECO103_1494
ko:K00567	eoh:ECO103_1501
ko:K12942	eoh:ECO103_1502
ko:K07678	eoh:ECO103_3329
ko:K07645	eoh:ECO103_3704
ko:K02465	eoh:ECO103_p14
ko:K03526	eoh:ECO103_3032
ko:K18922	eoh:ECO103_0589
ko:K01185	eoh:ECO103_1387
ko:K13793	eoh:ECO103_3596
ko:K03535	eoh:ECO103_3332
ko:K02464	eoh:ECO103_p13
ko:K07484	eoh:ECO103_3808
ko:K03817	eoh:ECO103_1558
ko:K06919	eoh:ECO103_4528
ko:K01138	eoh:ECO103_4479
ko:K14742	eoh:ECO103_1996
ko:K00090	eoh:ECO103_4681
ko:K07355	eoh:ECO103_0506
ko:K14761	eoh:ECO103_0500
ko:K03566	eoh:ECO103_3351
ko:K06867	eoh:ECO103_3560
ko:K07484	eoh:ECO103_4908
ko:K16012	eoh:ECO103_0929
ko:K07214	eoh:ECO103_0592
ko:K15256	eoh:ECO103_2132
ko:K15257	eoh:ECO103_2133
ko:K15582	eoh:ECO103_1345
ko:K01185	eoh:ECO103_0772
ko:K01090	eoh:ECO103_1373
ko:K07496	eoh:ECO103_1563
ko:K08348	eoh:ECO103_1603
ko:K07496	eoh:ECO103_1983
ko:K07017	eoh:ECO103_2271
ko:K07741	eoh:ECO103_2879
ko:K07484	eoh:ECO103_3554
ko:K07484	eoh:ECO103_3567
ko:K12790	eoh:ECO103_3609
ko:K07214	eoh:ECO103_4439
ko:K07713	eoh:ECO103_4753
ko:K10551	eoh:ECO103_4839
ko:K10551	eoh:ECO103_4840
ko:K01185	eoh:ECO103_5203
ko:K11748	eoh:ECO103_4070
ko:K15584	eoh:ECO103_4196
ko:K15587	eoh:ECO103_4199
ko:K15580	eoh:ECO103_1496
ko:K15586	eoh:ECO103_4198
ko:K10824	eoh:ECO103_4200
ko:K15580	eoh:ECO103_1343
ko:K15547	eoh:ECO103_4832
ko:K15549	eoh:ECO103_4833
ko:K15550	eoh:ECO103_4831
ko:K15545	eoh:ECO103_1733
ko:K15552	eoh:ECO103_0346
ko:K16301	eoh:ECO103_1064
ko:K15738	eoh:ECO103_0995
ko:K15554	eoh:ECO103_0979
ko:K15461	eoh:ECO103_2788
ko:K15540	eoh:ECO103_0140
ko:K15553	eoh:ECO103_0981
ko:K02428	eoh:ECO103_3534
ko:K15633	eoh:ECO103_4567
ko:K15773	eoh:ECO103_1639
ko:K15551	eoh:ECO103_0344
ko:K15724	eoh:ECO103_0156
ko:K15722	eoh:ECO103_1924
ko:K10831	eoh:ECO103_0345
ko:K01252	eoh:ECO103_0603
ko:K15735	eoh:ECO103_3205
ko:K04765	eoh:ECO103_3324
ko:K15736	eoh:ECO103_3201
ko:K15737	eoh:ECO103_3200
ko:K00254	eoh:ECO103_0991
ko:K01692	eoh:ECO103_1530
ko:K18140	eoh:ECO103_4003
ko:K15723	eoh:ECO103_3336
ko:K15835	eoh:ECO103_2945
ko:K15833	eoh:ECO103_3263
ko:K15827	eoh:ECO103_3262
ko:K15460	eoh:ECO103_3153
ko:K15585	eoh:ECO103_4197
ko:K15828	eoh:ECO103_3261
ko:K15583	eoh:ECO103_1346
ko:K15539	eoh:ECO103_3033
ko:K16348	eoh:ECO103_4945
ko:K15836	eoh:ECO103_3269
ko:K15536	eoh:ECO103_5032
ko:K16347	eoh:ECO103_4944
ko:K01082	eoh:ECO103_5013
ko:K15342	eoh:ECO103_3297
ko:K15832	eoh:ECO103_3257
ko:K15834	eoh:ECO103_3256
ko:K15841	eoh:ECO103_ncRNA41
ko:K15830	eoh:ECO103_3259
ko:K15268	eoh:ECO103_1671
ko:K15829	eoh:ECO103_3260
ko:K15866	eoh:ECO103_1531
