ko:K22617	bsuc:BSSP2_I1954
ko:K14224	bsuc:BSSP2_II1102
ko:K20539	bsuc:BSSP2_II1090
ko:K03200	bsuc:BSSP2_II0032
ko:K03198	bsuc:BSSP2_II0034
ko:K03197	bsuc:BSSP2_II0035
ko:K03296	bsuc:BSSP2_I0295
ko:K03199	bsuc:BSSP2_II0033
ko:K03195	bsuc:BSSP2_II0028
ko:K11529	bsuc:BSSP2_I0376
ko:K01980	bsuc:BSSP2_II1086
ko:K16011	bsuc:BSSP2_II0310
ko:K21054	bsuc:BSSP2_II0818
ko:K21062	bsuc:BSSP2_II0209
ko:K21137	bsuc:BSSP2_II0870
ko:K21136	bsuc:BSSP2_II0871
ko:K13609	bsuc:BSSP2_II0210
ko:K00821	bsuc:BSSP2_I0319
ko:K07497	bsuc:BSSP2_I0532
ko:K21134	bsuc:BSSP2_II0869
ko:K02314	bsuc:BSSP2_I0465
ko:K06904	bsuc:BSSP2_I0597
ko:K06952	bsuc:BSSP2_I0675
ko:K03676	bsuc:BSSP2_I1683
ko:K01520	bsuc:BSSP2_II1123
ko:K09882	bsuc:BSSP2_I1827
ko:K01286	bsuc:BSSP2_I1840
ko:K01286	bsuc:BSSP2_I1091
ko:K06217	bsuc:BSSP2_I1957
ko:K01286	bsuc:BSSP2_I1190
ko:K03553	bsuc:BSSP2_I1222
ko:K00287	bsuc:BSSP2_I1418
ko:K00560	bsuc:BSSP2_I1419
ko:K02316	bsuc:BSSP2_I1502
ko:K06191	bsuc:BSSP2_II0281
ko:K02483	bsuc:BSSP2_I0615
ko:K01740	bsuc:BSSP2_I0804
ko:K01738	bsuc:BSSP2_I0804
ko:K01802	bsuc:BSSP2_I1115
ko:K09017	bsuc:BSSP2_I0298
ko:K09806	bsuc:BSSP2_I1547
ko:K00529	bsuc:BSSP2_II0681
ko:K01139	bsuc:BSSP2_I0662
ko:K02335	bsuc:BSSP2_I0121
ko:K00015	bsuc:BSSP2_I1981
ko:K07497	bsuc:BSSP2_I0740
ko:K21420	bsuc:BSSP2_I0764
ko:K02483	bsuc:BSSP2_II0198
ko:K21470	bsuc:BSSP2_I0771
ko:K21470	bsuc:BSSP2_I0977
ko:K01420	bsuc:BSSP2_I0664
ko:K21603	bsuc:BSSP2_II1333
ko:K21564	bsuc:BSSP2_II0250
ko:K21697	bsuc:BSSP2_II0087
ko:K21564	bsuc:BSSP2_II0229
ko:K21832	bsuc:BSSP2_I1484
ko:K19591	bsuc:BSSP2_I0217
ko:K21910	bsuc:BSSP2_II0823
ko:K21948	bsuc:BSSP2_II0111
ko:K21929	bsuc:BSSP2_I0658
ko:K21929	bsuc:BSSP2_I0632
ko:K05802	bsuc:BSSP2_I1346
ko:K22025	bsuc:BSSP2_II0108
ko:K22131	bsuc:BSSP2_II0110
ko:K22130	bsuc:BSSP2_II0107
ko:K08319	bsuc:BSSP2_II0112
ko:K03595	bsuc:BSSP2_I0672
ko:K00304	bsuc:BSSP2_I0225
ko:K00302	bsuc:BSSP2_I0226
ko:K00302	bsuc:BSSP2_I0227
ko:K22187	bsuc:BSSP2_I0205
ko:K22310	bsuc:BSSP2_I0145
ko:K11991	bsuc:BSSP2_II0168
ko:K02257	bsuc:BSSP2_I0482
ko:K11206	bsuc:BSSP2_I1682
ko:K00424	bsuc:BSSP2_II0475
ko:K22548	bsuc:BSSP2_I0357
