ko:K07489	ypo:BZ17_3368
ko:K10544	ypo:BZ17_2693
ko:K02529	ypo:BZ17_2694
ko:K03427	ypo:BZ17_2699
ko:K01154	ypo:BZ17_2700
ko:K01153	ypo:BZ17_2702
ko:K07043	ypo:BZ17_2703
ko:K07448	ypo:BZ17_2704
ko:K07448	ypo:BZ17_2707
ko:K06946	ypo:BZ17_2710
ko:K03630	ypo:BZ17_2713
ko:K18838	ypo:BZ17_2714
ko:K18837	ypo:BZ17_2715
ko:K02013	ypo:BZ17_2720
ko:K02015	ypo:BZ17_2722
ko:K02015	ypo:BZ17_2723
ko:K02016	ypo:BZ17_2724
ko:K00759	ypo:BZ17_2727
ko:K01738	ypo:BZ17_2728
ko:K01712	ypo:BZ17_2729
ko:K01745	ypo:BZ17_2730
ko:K16234	ypo:BZ17_2731
ko:K12975	ypo:BZ17_2733
ko:K07675	ypo:BZ17_2735
ko:K07783	ypo:BZ17_2736
ko:K02459	ypo:BZ17_3558
ko:K02460	ypo:BZ17_3559
ko:K02461	ypo:BZ17_3560
ko:K02465	ypo:BZ17_3562
ko:K07396	ypo:BZ17_3566
ko:K01586	ypo:BZ17_3573
ko:K02529	ypo:BZ17_3572
ko:K08351	ypo:BZ17_3574
ko:K05939	ypo:BZ17_3575
ko:K08227	ypo:BZ17_3576
ko:K03573	ypo:BZ17_3580
ko:K08311	ypo:BZ17_3581
ko:K08484	ypo:BZ17_3582
ko:K13292	ypo:BZ17_3583
ko:K02679	ypo:BZ17_3586
ko:K02680	ypo:BZ17_3587
ko:K02681	ypo:BZ17_3589
ko:K03583	ypo:BZ17_3590
ko:K01407	ypo:BZ17_3591
ko:K03582	ypo:BZ17_3592
ko:K03581	ypo:BZ17_3593
ko:K14682	ypo:BZ17_3594
ko:K01448	ypo:BZ17_3595
ko:K08304	ypo:BZ17_3599
ko:K02426	ypo:BZ17_3601
ko:K01766	ypo:BZ17_3602
ko:K03566	ypo:BZ17_3603
ko:K06968	ypo:BZ17_3605
ko:K01146	ypo:BZ17_3606
ko:K06966	ypo:BZ17_3607
ko:K06879	ypo:BZ17_3608
ko:K15723	ypo:BZ17_3609
ko:K07491	ypo:BZ17_3610
ko:K06175	ypo:BZ17_3612
ko:K11928	ypo:BZ17_776
ko:K13821	ypo:BZ17_778
ko:K10010	ypo:BZ17_781
ko:K10009	ypo:BZ17_782
ko:K02424	ypo:BZ17_783
ko:K05396	ypo:BZ17_784
ko:K02425	ypo:BZ17_785
ko:K02405	ypo:BZ17_786
ko:K02406	ypo:BZ17_787
ko:K02407	ypo:BZ17_788
ko:K02422	ypo:BZ17_789
ko:K02423	ypo:BZ17_790
ko:K01247	ypo:BZ17_793
ko:K07341	ypo:BZ17_794
ko:K02408	ypo:BZ17_796
ko:K02409	ypo:BZ17_797
ko:K02410	ypo:BZ17_798
ko:K02411	ypo:BZ17_799
ko:K02412	ypo:BZ17_800
ko:K02413	ypo:BZ17_801
ko:K02414	ypo:BZ17_802
ko:K02415	ypo:BZ17_803
ko:K02416	ypo:BZ17_804
ko:K02417	ypo:BZ17_805
ko:K02418	ypo:BZ17_806
ko:K02419	ypo:BZ17_807
ko:K02420	ypo:BZ17_808
ko:K02421	ypo:BZ17_809
ko:K02057	ypo:BZ17_813
ko:K02056	ypo:BZ17_814
ko:K02058	ypo:BZ17_815
ko:K02057	ypo:BZ17_816
ko:K02397	ypo:BZ17_819
ko:K02396	ypo:BZ17_820
ko:K02395	ypo:BZ17_821
ko:K02393	ypo:BZ17_824
ko:K02392	ypo:BZ17_825
ko:K02391	ypo:BZ17_826
ko:K02390	ypo:BZ17_827
ko:K02389	ypo:BZ17_828
ko:K02388	ypo:BZ17_829
ko:K02387	ypo:BZ17_830
ko:K07636	ypo:BZ17_1629
ko:K07657	ypo:BZ17_1630
ko:K03547	ypo:BZ17_1631
ko:K00847	ypo:BZ17_1633
ko:K03554	ypo:BZ17_1634
ko:K09913	ypo:BZ17_1635
ko:K00891	ypo:BZ17_1636
ko:K00147	ypo:BZ17_1641
ko:K00931	ypo:BZ17_1642
ko:K11926	ypo:BZ17_1643
ko:K11750	ypo:BZ17_1644
ko:K00769	ypo:BZ17_1645
ko:K01270	ypo:BZ17_1649
ko:K02346	ypo:BZ17_1650
ko:K05952	ypo:BZ17_1652
ko:K03734	ypo:BZ17_1653
ko:K00351	ypo:BZ17_1654
ko:K00350	ypo:BZ17_1655
ko:K00349	ypo:BZ17_1656
ko:K00348	ypo:BZ17_1657
ko:K00347	ypo:BZ17_1658
ko:K00346	ypo:BZ17_1659
ko:K03271	ypo:BZ17_1662
ko:K06445	ypo:BZ17_1663
ko:K00899	ypo:BZ17_1668
ko:K08963	ypo:BZ17_1669
ko:K08967	ypo:BZ17_1670
ko:K09880	ypo:BZ17_1671
ko:K08964	ypo:BZ17_1672
ko:K14287	ypo:BZ17_1673
ko:K02083	ypo:BZ17_1675
ko:K02028	ypo:BZ17_1677
ko:K02029	ypo:BZ17_1678
ko:K00322	ypo:BZ17_2476
ko:K04761	ypo:BZ17_2475
ko:K00382	ypo:BZ17_2478
ko:K03832	ypo:BZ17_2479
ko:K12537	ypo:BZ17_2480
ko:K12536	ypo:BZ17_2481
ko:K12545	ypo:BZ17_2482
ko:K16152	ypo:BZ17_2483
ko:K01755	ypo:BZ17_2484
ko:K00930	ypo:BZ17_2485
ko:K00145	ypo:BZ17_2486
ko:K01438	ypo:BZ17_2487
ko:K01595	ypo:BZ17_2488
ko:K00297	ypo:BZ17_2489
ko:K12525	ypo:BZ17_2490
ko:K01739	ypo:BZ17_2491
ko:K03764	ypo:BZ17_2492
ko:K02909	ypo:BZ17_2494
ko:K04066	ypo:BZ17_2495
ko:K05499	ypo:BZ17_2497
ko:K03591	ypo:BZ17_2498
ko:K01419	ypo:BZ17_2499
ko:K03667	ypo:BZ17_2500
ko:K02548	ypo:BZ17_2501
ko:K02553	ypo:BZ17_2502
ko:K13408	ypo:BZ17_2505
ko:K13409	ypo:BZ17_2506
ko:K09892	ypo:BZ17_2507
ko:K02440	ypo:BZ17_2508
ko:K00864	ypo:BZ17_2509
ko:K02446	ypo:BZ17_2510
ko:K00528	ypo:BZ17_2511
ko:K01803	ypo:BZ17_2514
ko:K16516	ypo:BZ17_2515
ko:K16515	ypo:BZ17_2516
ko:K10218	ypo:BZ17_2517
ko:K03319	ypo:BZ17_2518
ko:K02020	ypo:BZ17_2519
ko:K02048	ypo:BZ17_2520
ko:K00850	ypo:BZ17_2522
ko:K13283	ypo:BZ17_2523
ko:K06006	ypo:BZ17_2525
ko:K02529	ypo:BZ17_3340
ko:K02014	ypo:BZ17_3343
ko:K03897	ypo:BZ17_3344
ko:K03895	ypo:BZ17_3345
ko:K03896	ypo:BZ17_3346
ko:K03894	ypo:BZ17_3347
ko:K07052	ypo:BZ17_3353
ko:K11901	ypo:BZ17_3358
ko:K11900	ypo:BZ17_3359
ko:K11893	ypo:BZ17_3360
ko:K11892	ypo:BZ17_3361
ko:K11903	ypo:BZ17_3363
ko:K11907	ypo:BZ17_3364
ko:K11904	ypo:BZ17_3365
ko:K07480	ypo:BZ17_3374
ko:K01581	ypo:BZ17_3378
ko:K10439	ypo:BZ17_3379
ko:K10441	ypo:BZ17_3380
ko:K10440	ypo:BZ17_3381
ko:K02014	ypo:BZ17_3382
ko:K02016	ypo:BZ17_3383
ko:K08306	ypo:BZ17_3384
ko:K03575	ypo:BZ17_3386
ko:K03439	ypo:BZ17_3387
ko:K09923	ypo:BZ17_3388
ko:K01425	ypo:BZ17_3389
ko:K02428	ypo:BZ17_3393
ko:K09131	ypo:BZ17_3394
ko:K02221	ypo:BZ17_3395
ko:K07483	ypo:BZ17_4224
ko:K07483	ypo:BZ17_4226
ko:K01207	ypo:BZ17_1
ko:K07000	ypo:BZ17_2
ko:K03885	ypo:BZ17_3
ko:K03723	ypo:BZ17_7
ko:K09808	ypo:BZ17_8
ko:K09810	ypo:BZ17_9
ko:K09808	ypo:BZ17_10
ko:K00884	ypo:BZ17_11
ko:K12410	ypo:BZ17_12
ko:K01258	ypo:BZ17_13
ko:K18850	ypo:BZ17_14
ko:K07637	ypo:BZ17_15
ko:K07660	ypo:BZ17_16
ko:K01756	ypo:BZ17_18
ko:K07153	ypo:BZ17_19
ko:K00566	ypo:BZ17_20
ko:K12152	ypo:BZ17_21
ko:K06181	ypo:BZ17_22
ko:K00031	ypo:BZ17_23
ko:K03776	ypo:BZ17_26
ko:K19267	ypo:BZ17_27
ko:K01093	ypo:BZ17_30
ko:K03719	ypo:BZ17_33
ko:K06147	ypo:BZ17_890
ko:K07178	ypo:BZ17_891
ko:K09933	ypo:BZ17_893
ko:K02529	ypo:BZ17_895
ko:K02532	ypo:BZ17_896
ko:K07407	ypo:BZ17_897
ko:K04781	ypo:BZ17_908
ko:K05373	ypo:BZ17_909
ko:K06147	ypo:BZ17_910
ko:K06147	ypo:BZ17_911
ko:K05372	ypo:BZ17_912
ko:K04784	ypo:BZ17_913
ko:K04786	ypo:BZ17_914
ko:K04785	ypo:BZ17_915
ko:K05374	ypo:BZ17_916
ko:K04783	ypo:BZ17_917
ko:K15721	ypo:BZ17_918
ko:K07733	ypo:BZ17_920
ko:K09912	ypo:BZ17_928
ko:K01940	ypo:BZ17_933
ko:K00101	ypo:BZ17_934
ko:K18334	ypo:BZ17_936
ko:K18335	ypo:BZ17_938
ko:K00864	ypo:BZ17_1738
ko:K00615	ypo:BZ17_1739
ko:K00615	ypo:BZ17_1740
ko:K17203	ypo:BZ17_1741
ko:K17204	ypo:BZ17_1742
ko:K17202	ypo:BZ17_1744
ko:K03782	ypo:BZ17_1745
ko:K15536	ypo:BZ17_1746
ko:K12262	ypo:BZ17_1747
ko:K07308	ypo:BZ17_1749
ko:K07307	ypo:BZ17_1750
ko:K07306	ypo:BZ17_1751
ko:K02430	ypo:BZ17_1753
ko:K02058	ypo:BZ17_1754
ko:K02056	ypo:BZ17_1755
ko:K02057	ypo:BZ17_1756
ko:K02057	ypo:BZ17_1757
ko:K00880	ypo:BZ17_1759
ko:K01676	ypo:BZ17_1760
ko:K01265	ypo:BZ17_1762
ko:K16089	ypo:BZ17_1764
ko:K00428	ypo:BZ17_1766
ko:K01713	ypo:BZ17_1767
ko:K03893	ypo:BZ17_1771
ko:K05879	ypo:BZ17_1773
ko:K05878	ypo:BZ17_1774
ko:K01808	ypo:BZ17_1777
ko:K03555	ypo:BZ17_1778
ko:K03087	ypo:BZ17_1780
ko:K06194	ypo:BZ17_1781
ko:K00573	ypo:BZ17_1782
ko:K03787	ypo:BZ17_1783
ko:K06176	ypo:BZ17_1784
ko:K01770	ypo:BZ17_1785
ko:K00991	ypo:BZ17_1786
ko:K03673	ypo:BZ17_2578
ko:K09896	ypo:BZ17_2580
ko:K03752	ypo:BZ17_2581
ko:K03753	ypo:BZ17_2582
ko:K00852	ypo:BZ17_2591
ko:K06726	ypo:BZ17_2592
ko:K03549	ypo:BZ17_2593
ko:K03924	ypo:BZ17_2594
ko:K01914	ypo:BZ17_2596
ko:K03718	ypo:BZ17_2597
ko:K06205	ypo:BZ17_2598
ko:K03495	ypo:BZ17_2599
ko:K03501	ypo:BZ17_2600
ko:K02116	ypo:BZ17_2601
ko:K02108	ypo:BZ17_2602
ko:K02110	ypo:BZ17_2603
ko:K02109	ypo:BZ17_2604
ko:K02113	ypo:BZ17_2605
ko:K02111	ypo:BZ17_2606
ko:K02115	ypo:BZ17_2607
ko:K02112	ypo:BZ17_2608
ko:K02114	ypo:BZ17_2609
ko:K04042	ypo:BZ17_2610
ko:K00820	ypo:BZ17_2611
ko:K02040	ypo:BZ17_2613
ko:K02037	ypo:BZ17_2614
ko:K02038	ypo:BZ17_2615
ko:K02036	ypo:BZ17_2616
ko:K02039	ypo:BZ17_2617
ko:K02030	ypo:BZ17_2619
ko:K02029	ypo:BZ17_2620
ko:K02029	ypo:BZ17_2621
ko:K06901	ypo:BZ17_2623
ko:K00209	ypo:BZ17_2626
ko:K03650	ypo:BZ17_2627
ko:K03217	ypo:BZ17_2628
ko:K08998	ypo:BZ17_2629
ko:K02342	ypo:BZ17_3477
ko:K13651	ypo:BZ17_3493
ko:K13655	ypo:BZ17_3494
ko:K07733	ypo:BZ17_3497
ko:K03554	ypo:BZ17_690
ko:K03976	ypo:BZ17_1526
ko:K11751	ypo:BZ17_1530
ko:K08223	ypo:BZ17_1531
ko:K03455	ypo:BZ17_1532
ko:K00892	ypo:BZ17_1533
ko:K01840	ypo:BZ17_1535
ko:K00971	ypo:BZ17_1537
ko:K02377	ypo:BZ17_1538
ko:K01711	ypo:BZ17_1539
ko:K12452	ypo:BZ17_1547
ko:K01709	ypo:BZ17_1548
ko:K00978	ypo:BZ17_1549
ko:K00523	ypo:BZ17_1550
ko:K01772	ypo:BZ17_1551
ko:K00939	ypo:BZ17_1552
ko:K04079	ypo:BZ17_1553
ko:K06187	ypo:BZ17_1554
ko:K09747	ypo:BZ17_1555
ko:K02343	ypo:BZ17_1556
ko:K00759	ypo:BZ17_1557
ko:K09790	ypo:BZ17_1558
ko:K04067	ypo:BZ17_1559
ko:K05802	ypo:BZ17_1560
ko:K06039	ypo:BZ17_1561
ko:K03577	ypo:BZ17_1562
ko:K03585	ypo:BZ17_1563
ko:K18138	ypo:BZ17_1564
ko:K02909	ypo:BZ17_1565
ko:K02919	ypo:BZ17_1566
ko:K19162	ypo:BZ17_1568
ko:K05839	ypo:BZ17_1569
ko:K07443	ypo:BZ17_1570
ko:K09914	ypo:BZ17_1571
ko:K10805	ypo:BZ17_1572
ko:K03320	ypo:BZ17_1573
ko:K04752	ypo:BZ17_1574
ko:K18890	ypo:BZ17_1575
ko:K18889	ypo:BZ17_1576
ko:K01534	ypo:BZ17_2368
ko:K04085	ypo:BZ17_2369
ko:K09125	ypo:BZ17_2370
ko:K00113	ypo:BZ17_2372
ko:K00112	ypo:BZ17_2373
ko:K00111	ypo:BZ17_2374
ko:K01126	ypo:BZ17_2375
ko:K01048	ypo:BZ17_2378
ko:K05834	ypo:BZ17_2379
ko:K05835	ypo:BZ17_2380
ko:K03654	ypo:BZ17_2381
ko:K01058	ypo:BZ17_2382
ko:K05786	ypo:BZ17_2384
ko:K03284	ypo:BZ17_2385
ko:K03657	ypo:BZ17_2389
ko:K03733	ypo:BZ17_2391
ko:K09921	ypo:BZ17_2392
ko:K01778	ypo:BZ17_2393
ko:K06202	ypo:BZ17_2395
ko:K05851	ypo:BZ17_2399
ko:K01749	ypo:BZ17_2400
ko:K01719	ypo:BZ17_2401
ko:K02496	ypo:BZ17_2402
ko:K02498	ypo:BZ17_2403
ko:K02852	ypo:BZ17_2410
ko:K02853	ypo:BZ17_2411
ko:K12582	ypo:BZ17_2412
ko:K16693	ypo:BZ17_2413
ko:K02805	ypo:BZ17_2414
ko:K16704	ypo:BZ17_2415
ko:K00973	ypo:BZ17_2416
ko:K01710	ypo:BZ17_2417
ko:K02472	ypo:BZ17_2418
ko:K01791	ypo:BZ17_2419
ko:K05790	ypo:BZ17_2420
ko:K12515	ypo:BZ17_3229
ko:K12514	ypo:BZ17_3230
ko:K12513	ypo:BZ17_3231
ko:K12512	ypo:BZ17_3232
ko:K12511	ypo:BZ17_3233
ko:K12510	ypo:BZ17_3234
ko:K02283	ypo:BZ17_3235
ko:K02282	ypo:BZ17_3236
ko:K02280	ypo:BZ17_3238
ko:K02279	ypo:BZ17_3239
ko:K02278	ypo:BZ17_3240
ko:K02016	ypo:BZ17_3249
ko:K02400	ypo:BZ17_3253
ko:K02401	ypo:BZ17_3254
ko:K02421	ypo:BZ17_3255
ko:K02420	ypo:BZ17_3256
ko:K02419	ypo:BZ17_3257
ko:K02417	ypo:BZ17_3258
ko:K02416	ypo:BZ17_3259
ko:K02408	ypo:BZ17_3261
ko:K02409	ypo:BZ17_3262
ko:K02410	ypo:BZ17_3263
ko:K02411	ypo:BZ17_3264
ko:K02412	ypo:BZ17_3265
ko:K02399	ypo:BZ17_3267
ko:K07483	ypo:BZ17_4234
ko:K08598	ypo:BZ17_4238
ko:K03223	ypo:BZ17_4247
ko:K04054	ypo:BZ17_4248
ko:K03222	ypo:BZ17_4249
ko:K04053	ypo:BZ17_4250
ko:K04052	ypo:BZ17_4251
ko:K04051	ypo:BZ17_4252
ko:K03221	ypo:BZ17_4253
ko:K04050	ypo:BZ17_4254
ko:K03220	ypo:BZ17_4255
ko:K03219	ypo:BZ17_4256
ko:K04049	ypo:BZ17_4257
ko:K03229	ypo:BZ17_4260
ko:K03228	ypo:BZ17_4261
ko:K03227	ypo:BZ17_4262
ko:K01007	ypo:BZ17_136
ko:K19577	ypo:BZ17_3571
ko:K06415	ypo:BZ17_391
ko:K14237	ypo:BZ17_151
ko:K14237	ypo:BZ17_152
ko:K14237	ypo:BZ17_149
ko:K14237	ypo:BZ17_3927
ko:K14237	ypo:BZ17_3928
ko:K14237	ypo:BZ17_3929
ko:K14232	ypo:BZ17_1226
ko:K14228	ypo:BZ17_1988
ko:K14228	ypo:BZ17_1989
ko:K14228	ypo:BZ17_1990
ko:K14228	ypo:BZ17_2405
ko:K14230	ypo:BZ17_3189
ko:K14233	ypo:BZ17_447
ko:K14233	ypo:BZ17_455
ko:K14233	ypo:BZ17_1051
ko:K14233	ypo:BZ17_1264
ko:K14219	ypo:BZ17_1726
ko:K14219	ypo:BZ17_1728
ko:K14219	ypo:BZ17_1727
ko:K14218	ypo:BZ17_3923
ko:K02483	ypo:BZ17_3911
ko:K01185	ypo:BZ17_678
ko:K14218	ypo:BZ17_3925
ko:K14227	ypo:BZ17_1701
ko:K14227	ypo:BZ17_2931
ko:K14227	ypo:BZ17_2310
ko:K14228	ypo:BZ17_2087
ko:K14228	ypo:BZ17_2028
ko:K14228	ypo:BZ17_1424
ko:K14233	ypo:BZ17_1729
ko:K07497	ypo:BZ17_4221
ko:K14238	ypo:BZ17_2695
ko:K14228	ypo:BZ17_759
ko:K14230	ypo:BZ17_1423
ko:K14230	ypo:BZ17_1427
ko:K14219	ypo:BZ17_1508
ko:K14219	ypo:BZ17_2408
ko:K14219	ypo:BZ17_3988
ko:K14218	ypo:BZ17_1700
ko:K14218	ypo:BZ17_2932
ko:K14218	ypo:BZ17_2309
ko:K02796	ypo:BZ17_870
ko:K14226	ypo:BZ17_2407
ko:K01985	ypo:BZ17_2937
ko:K01985	ypo:BZ17_2935
ko:K01985	ypo:BZ17_2466
ko:K01985	ypo:BZ17_2268
ko:K01985	ypo:BZ17_2584
ko:K01985	ypo:BZ17_1697
ko:K01985	ypo:BZ17_3653
ko:K01985	ypo:BZ17_2307
ko:K14225	ypo:BZ17_3448
ko:K01977	ypo:BZ17_2271
ko:K01977	ypo:BZ17_1702
ko:K01977	ypo:BZ17_2587
ko:K01977	ypo:BZ17_3650
ko:K01977	ypo:BZ17_2469
ko:K01977	ypo:BZ17_2311
ko:K01977	ypo:BZ17_2930
ko:K01980	ypo:BZ17_1698
ko:K01980	ypo:BZ17_2585
ko:K01980	ypo:BZ17_2467
ko:K01980	ypo:BZ17_2308
ko:K01980	ypo:BZ17_2269
ko:K01980	ypo:BZ17_2933
ko:K01980	ypo:BZ17_3652
ko:K05875	ypo:BZ17_2656
ko:K19775	ypo:BZ17_3122
ko:K19745	ypo:BZ17_3034
ko:K19778	ypo:BZ17_3693
ko:K13060	ypo:BZ17_4138
ko:K07147	ypo:BZ17_3033
ko:K00799	ypo:BZ17_1175
ko:K15777	ypo:BZ17_3205
ko:K07493	ypo:BZ17_2583
ko:K07662	ypo:BZ17_2526
ko:K19802	ypo:BZ17_201
ko:K19803	ypo:BZ17_1211
ko:K01138	ypo:BZ17_3861
ko:K19804	ypo:BZ17_316
ko:K19810	ypo:BZ17_2162
ko:K15540	ypo:BZ17_3969
ko:K07263	ypo:BZ17_2754
ko:K07274	ypo:BZ17_383
ko:K21636	ypo:BZ17_2043
ko:K04055	ypo:BZ17_4246
ko:K14224	ypo:BZ17_2270
ko:K14224	ypo:BZ17_3651
ko:K14224	ypo:BZ17_2468
ko:K14224	ypo:BZ17_2586
ko:K14229	ypo:BZ17_1372
ko:K14229	ypo:BZ17_1375
ko:K14229	ypo:BZ17_1374
ko:K14229	ypo:BZ17_3930
ko:K14229	ypo:BZ17_1373
ko:K14229	ypo:BZ17_769
ko:K14222	ypo:BZ17_760
ko:K14223	ypo:BZ17_1425
ko:K14223	ypo:BZ17_1428
ko:K07686	ypo:BZ17_2734
ko:K20268	ypo:BZ17_4076
ko:K14221	ypo:BZ17_2465
ko:K14221	ypo:BZ17_3654
ko:K20264	ypo:BZ17_904
ko:K14221	ypo:BZ17_3663
ko:K14234	ypo:BZ17_1263
ko:K14234	ypo:BZ17_2302
ko:K14225	ypo:BZ17_2300
ko:K00526	ypo:BZ17_3669
ko:K19591	ypo:BZ17_1523
ko:K03197	ypo:BZ17_4289
ko:K03200	ypo:BZ17_4291
ko:K22443	ypo:BZ17_4107
ko:K22132	ypo:BZ17_3600
ko:K03199	ypo:BZ17_4290
ko:K03195	ypo:BZ17_4300
ko:K14223	ypo:BZ17_1426
ko:K14220	ypo:BZ17_555
ko:K14220	ypo:BZ17_905
ko:K14220	ypo:BZ17_894
ko:K14225	ypo:BZ17_2146
ko:K14225	ypo:BZ17_761
ko:K14225	ypo:BZ17_2149
ko:K14225	ypo:BZ17_2148
ko:K14236	ypo:BZ17_2301
ko:K14236	ypo:BZ17_366
ko:K14236	ypo:BZ17_367
ko:K02438	ypo:BZ17_2799
ko:K20885	ypo:BZ17_4122
ko:K14230	ypo:BZ17_2086
ko:K14230	ypo:BZ17_3597
ko:K14230	ypo:BZ17_3596
ko:K14230	ypo:BZ17_3598
ko:K14234	ypo:BZ17_2299
ko:K20862	ypo:BZ17_2390
ko:K14232	ypo:BZ17_2404
ko:K14232	ypo:BZ17_2738
ko:K14229	ypo:BZ17_1369
ko:K14229	ypo:BZ17_1371
ko:K14229	ypo:BZ17_1370
ko:K14231	ypo:BZ17_2175
ko:K14231	ypo:BZ17_3377
ko:K07489	ypo:BZ17_3373
ko:K14219	ypo:BZ17_1725
ko:K21021	ypo:BZ17_1967
ko:K22025	ypo:BZ17_304
ko:K21086	ypo:BZ17_2757
ko:K21087	ypo:BZ17_1640
ko:K08968	ypo:BZ17_77
ko:K00821	ypo:BZ17_2856
ko:K20968	ypo:BZ17_4258
ko:K03636	ypo:BZ17_2000
ko:K00526	ypo:BZ17_1274
ko:K06223	ypo:BZ17_2839
ko:K06191	ypo:BZ17_3672
ko:K04068	ypo:BZ17_2044
ko:K06866	ypo:BZ17_3726
ko:K00857	ypo:BZ17_360
ko:K02314	ypo:BZ17_2195
ko:K17733	ypo:BZ17_3046
ko:K06217	ypo:BZ17_516
ko:K06903	ypo:BZ17_573
ko:K06907	ypo:BZ17_577
ko:K06217	ypo:BZ17_1431
ko:K06223	ypo:BZ17_613
ko:K06903	ypo:BZ17_634
ko:K06907	ypo:BZ17_639
ko:K06908	ypo:BZ17_640
ko:K06906	ypo:BZ17_643
ko:K06905	ypo:BZ17_644
ko:K07474	ypo:BZ17_3188
ko:K02316	ypo:BZ17_3191
ko:K00558	ypo:BZ17_686
ko:K01185	ypo:BZ17_741
ko:K06903	ypo:BZ17_746
ko:K06907	ypo:BZ17_751
ko:K06908	ypo:BZ17_752
ko:K06906	ypo:BZ17_756
ko:K06905	ypo:BZ17_757
ko:K03546	ypo:BZ17_1632
ko:K03553	ypo:BZ17_1733
ko:K03676	ypo:BZ17_2533
ko:K01520	ypo:BZ17_2551
ko:K06919	ypo:BZ17_3495
ko:K00560	ypo:BZ17_3584
ko:K00287	ypo:BZ17_1928
ko:K02335	ypo:BZ17_2577
ko:K21147	ypo:BZ17_1998
ko:K00050	ypo:BZ17_4070
ko:K00525	ypo:BZ17_1273
ko:K00108	ypo:BZ17_1332
ko:K13695	ypo:BZ17_131
ko:K21405	ypo:BZ17_264
ko:K21470	ypo:BZ17_1086
ko:K01420	ypo:BZ17_238
ko:K02015	ypo:BZ17_1149
ko:K21698	ypo:BZ17_3052
ko:K21695	ypo:BZ17_3053
ko:K21936	ypo:BZ17_2224
ko:K21948	ypo:BZ17_1254
ko:K13638	ypo:BZ17_2916
ko:K22015	ypo:BZ17_2171
ko:K22051	ypo:BZ17_2154
ko:K22444	ypo:BZ17_4108
ko:K22130	ypo:BZ17_1253
ko:K03595	ypo:BZ17_3742
ko:K22105	ypo:BZ17_2474
ko:K22131	ypo:BZ17_1251
ko:K22110	ypo:BZ17_2749
ko:K22110	ypo:BZ17_93
ko:K03079	ypo:BZ17_1758
ko:K03077	ypo:BZ17_1752
ko:K22278	ypo:BZ17_930
ko:K03077	ypo:BZ17_311
ko:K02257	ypo:BZ17_1599
ko:K11391	ypo:BZ17_3132
ko:K13566	ypo:BZ17_1674
ko:K00590	ypo:BZ17_688
ko:K00424	ypo:BZ17_1384
ko:K22601	ypo:BZ17_1683
