ko:K02495	sfs:SFyv_5686
ko:K05800	sfs:SFyv_0533
ko:K04752	sfs:SFyv_0538
ko:K03320	sfs:SFyv_0539
ko:K10805	sfs:SFyv_0540
ko:K09914	sfs:SFyv_0542
ko:K07443	sfs:SFyv_0544
ko:K00661	sfs:SFyv_0550
ko:K00661	sfs:SFyv_0551
ko:K18138	sfs:SFyv_0554
ko:K03585	sfs:SFyv_0556
ko:K03577	sfs:SFyv_0557
ko:K13650	sfs:SFyv_1073
ko:K13891	sfs:SFyv_1104
ko:K14441	sfs:SFyv_1108
ko:K07258	sfs:SFyv_1113
ko:K07258	sfs:SFyv_1116
ko:K11534	sfs:SFyv_1117
ko:K08160	sfs:SFyv_1119
ko:K05844	sfs:SFyv_1132
ko:K07637	sfs:SFyv_1711
ko:K07660	sfs:SFyv_1712
ko:K01756	sfs:SFyv_1714
ko:K07153	sfs:SFyv_1715
ko:K00566	sfs:SFyv_1716
ko:K12152	sfs:SFyv_1717
ko:K06181	sfs:SFyv_1718
ko:K08173	sfs:SFyv_2279
ko:K16066	sfs:SFyv_2286
ko:K01284	sfs:SFyv_2287
ko:K15268	sfs:SFyv_2295
ko:K13630	sfs:SFyv_2296
ko:K13632	sfs:SFyv_2297
ko:K03712	sfs:SFyv_2298
ko:K05595	sfs:SFyv_2299
ko:K10537	sfs:SFyv_2847
ko:K02255	sfs:SFyv_2848
ko:K02217	sfs:SFyv_2854
ko:K03834	sfs:SFyv_2857
ko:K07039	sfs:SFyv_2858
ko:K00995	sfs:SFyv_2861
ko:K03703	sfs:SFyv_2862
ko:K07689	sfs:SFyv_2863
ko:K07782	sfs:SFyv_2867
ko:K10010	sfs:SFyv_2868
ko:K10009	sfs:SFyv_2869
ko:K02424	sfs:SFyv_2871
ko:K02425	sfs:SFyv_2872
ko:K02405	sfs:SFyv_2873
ko:K02405	sfs:SFyv_2874
ko:K02406	sfs:SFyv_2875
ko:K18015	sfs:SFyv_3414
ko:K00343	sfs:SFyv_3420
ko:K00342	sfs:SFyv_3422
ko:K00341	sfs:SFyv_3424
ko:K00340	sfs:SFyv_3425
ko:K00339	sfs:SFyv_3426
ko:K00338	sfs:SFyv_3427
ko:K00337	sfs:SFyv_3428
ko:K00334	sfs:SFyv_3434
ko:K07862	sfs:SFyv_4546
ko:K01685	sfs:SFyv_4549
ko:K01812	sfs:SFyv_4551
ko:K08191	sfs:SFyv_4553
ko:K15977	sfs:SFyv_4565
ko:K07393	sfs:SFyv_4566
ko:K06911	sfs:SFyv_4570
ko:K01752	sfs:SFyv_4576
ko:K09022	sfs:SFyv_4577
ko:K00656	sfs:SFyv_4579
ko:K00932	sfs:SFyv_4580
ko:K03838	sfs:SFyv_4582
ko:K01754	sfs:SFyv_4583
ko:K07592	sfs:SFyv_4584
ko:K07591	sfs:SFyv_4585
ko:K00865	sfs:SFyv_4587
ko:K01630	sfs:SFyv_4591
ko:K01630	sfs:SFyv_4592
ko:K12299	sfs:SFyv_4595
ko:K01708	sfs:SFyv_4598
ko:K16371	sfs:SFyv_4600
ko:K02745	sfs:SFyv_4601
ko:K02746	sfs:SFyv_4602
ko:K02747	sfs:SFyv_4603
ko:K02744	sfs:SFyv_4604
ko:K02079	sfs:SFyv_4605
ko:K04066	sfs:SFyv_5803
ko:K02909	sfs:SFyv_5804
ko:K03764	sfs:SFyv_5808
ko:K01739	sfs:SFyv_5809
ko:K12525	sfs:SFyv_5810
ko:K00297	sfs:SFyv_5812
ko:K03782	sfs:SFyv_5814
ko:K09974	sfs:SFyv_5818
ko:K09974	sfs:SFyv_5817
ko:K00005	sfs:SFyv_5819
ko:K00005	sfs:SFyv_5822
ko:K08314	sfs:SFyv_5823
ko:K08314	sfs:SFyv_5824
ko:K08483	sfs:SFyv_5825
ko:K11189	sfs:SFyv_5825
ko:K11201	sfs:SFyv_5825
ko:K08483	sfs:SFyv_5827
ko:K11189	sfs:SFyv_5827
ko:K11201	sfs:SFyv_5827
ko:K11203	sfs:SFyv_5829
ko:K11202	sfs:SFyv_5830
ko:K00656	sfs:SFyv_5831
ko:K04069	sfs:SFyv_5833
ko:K11202	sfs:SFyv_5834
ko:K01595	sfs:SFyv_5837
ko:K01595	sfs:SFyv_5838
ko:K01438	sfs:SFyv_5841
ko:K00145	sfs:SFyv_5842
ko:K00930	sfs:SFyv_5843
ko:K01755	sfs:SFyv_5844
ko:K04761	sfs:SFyv_5853
ko:K00322	sfs:SFyv_5854
ko:K16092	sfs:SFyv_5860
ko:K01776	sfs:SFyv_5861
ko:K00075	sfs:SFyv_5865
ko:K03524	sfs:SFyv_5866
ko:K00867	sfs:SFyv_5868
ko:K02358	sfs:SFyv_5869
ko:K03073	sfs:SFyv_5871
ko:K02601	sfs:SFyv_5872
ko:K02867	sfs:SFyv_5873
ko:K02863	sfs:SFyv_5874
ko:K02864	sfs:SFyv_5876
ko:K13378	sfs:SFyv_3436
ko:K00331	sfs:SFyv_3437
ko:K00330	sfs:SFyv_3438
ko:K14260	sfs:SFyv_3440
ko:K09161	sfs:SFyv_3444
ko:K09899	sfs:SFyv_3445
ko:K00925	sfs:SFyv_3447
ko:K13788	sfs:SFyv_3450
ko:K02550	sfs:SFyv_4378
ko:K01638	sfs:SFyv_4380
ko:K11477	sfs:SFyv_4381
ko:K11473	sfs:SFyv_4382
ko:K11472	sfs:SFyv_4384
ko:K00104	sfs:SFyv_4385
ko:K00104	sfs:SFyv_4387
ko:K11474	sfs:SFyv_4388
ko:K00666	sfs:SFyv_4392
ko:K00652	sfs:SFyv_4397
ko:K11720	sfs:SFyv_4398
ko:K07091	sfs:SFyv_4399
ko:K16322	sfs:SFyv_4409
ko:K01460	sfs:SFyv_4411
ko:K11209	sfs:SFyv_4412
ko:K04653	sfs:SFyv_4413
ko:K04651	sfs:SFyv_4415
ko:K03605	sfs:SFyv_4417
ko:K06281	sfs:SFyv_4419
ko:K06282	sfs:SFyv_4423
ko:K01061	sfs:SFyv_4426
ko:K03559	sfs:SFyv_4431
ko:K03561	sfs:SFyv_4432
ko:K01760	sfs:SFyv_4433
ko:K08325	sfs:SFyv_4439
ko:K06221	sfs:SFyv_4441
ko:K00655	sfs:SFyv_4449
ko:K00549	sfs:SFyv_5637
ko:K01061	sfs:SFyv_5639
ko:K00757	sfs:SFyv_5640
ko:K09760	sfs:SFyv_5642
ko:K03183	sfs:SFyv_5643
ko:K03690	sfs:SFyv_5644
ko:K03688	sfs:SFyv_5645
ko:K03116	sfs:SFyv_5646
ko:K03117	sfs:SFyv_5647
ko:K03118	sfs:SFyv_5649
ko:K03424	sfs:SFyv_5651
ko:K03182	sfs:SFyv_5653
ko:K05368	sfs:SFyv_5655
ko:K01825	sfs:SFyv_5659
ko:K03498	sfs:SFyv_5664
ko:K00230	sfs:SFyv_5665
ko:K03753	sfs:SFyv_5671
ko:K03752	sfs:SFyv_5672
ko:K09896	sfs:SFyv_5673
ko:K03673	sfs:SFyv_5676
ko:K03978	sfs:SFyv_5683
ko:K09894	sfs:SFyv_5684
ko:K07712	sfs:SFyv_5687
ko:K07708	sfs:SFyv_5688
ko:K01915	sfs:SFyv_5690
ko:K06207	sfs:SFyv_5693
ko:K03292	sfs:SFyv_5704
ko:K03292	sfs:SFyv_5705
ko:K03292	sfs:SFyv_5706
ko:K15922	sfs:SFyv_5708
ko:K18479	sfs:SFyv_5710
ko:K01671	sfs:SFyv_5711
ko:K08318	sfs:SFyv_5712
ko:K18478	sfs:SFyv_5713
ko:K07058	sfs:SFyv_5716
ko:K07560	sfs:SFyv_5717
ko:K01525	sfs:SFyv_0064
ko:K06195	sfs:SFyv_0065
ko:K02528	sfs:SFyv_0066
ko:K00097	sfs:SFyv_0067
ko:K03771	sfs:SFyv_0068
ko:K04744	sfs:SFyv_0069
ko:K05801	sfs:SFyv_0070
ko:K06177	sfs:SFyv_0071
ko:K03580	sfs:SFyv_0072
ko:K02336	sfs:SFyv_0073
ko:K01804	sfs:SFyv_0075
ko:K00853	sfs:SFyv_0078
ko:K02099	sfs:SFyv_0080
ko:K02062	sfs:SFyv_0082
ko:K02063	sfs:SFyv_0083
ko:K02064	sfs:SFyv_0084
ko:K11925	sfs:SFyv_0086
ko:K03291	sfs:SFyv_0088
ko:K11920	sfs:SFyv_0630
ko:K11739	sfs:SFyv_0632
ko:K11739	sfs:SFyv_0633
ko:K11739	sfs:SFyv_0634
ko:K11740	sfs:SFyv_0636
ko:K07644	sfs:SFyv_0637
ko:K07665	sfs:SFyv_0639
ko:K07798	sfs:SFyv_0644
ko:K07798	sfs:SFyv_0653
ko:K07787	sfs:SFyv_0656
ko:K11732	sfs:SFyv_0657
ko:K16053	sfs:SFyv_0659
ko:K10679	sfs:SFyv_0660
ko:K06048	sfs:SFyv_0663
ko:K03704	sfs:SFyv_1176
ko:K09765	sfs:SFyv_1221
ko:K10762	sfs:SFyv_1224
ko:K10762	sfs:SFyv_1225
ko:K01194	sfs:SFyv_1790
ko:K05881	sfs:SFyv_1792
ko:K05879	sfs:SFyv_1793
ko:K05878	sfs:SFyv_1794
ko:K05880	sfs:SFyv_1795
ko:K06942	sfs:SFyv_1797
ko:K01056	sfs:SFyv_1799
ko:K03321	sfs:SFyv_1802
ko:K00948	sfs:SFyv_1804
ko:K00919	sfs:SFyv_1805
ko:K02494	sfs:SFyv_1806
ko:K02492	sfs:SFyv_1807
ko:K02835	sfs:SFyv_1808
ko:K02493	sfs:SFyv_1810
ko:K01627	sfs:SFyv_1814
ko:K07300	sfs:SFyv_1818
ko:K07232	sfs:SFyv_1821
ko:K06039	sfs:SFyv_1822
ko:K07684	sfs:SFyv_1824
ko:K07673	sfs:SFyv_1825
ko:K11744	sfs:SFyv_2375
ko:K00325	sfs:SFyv_2376
ko:K00324	sfs:SFyv_2377
ko:K03758	sfs:SFyv_2379
ko:K13938	sfs:SFyv_2381
ko:K07661	sfs:SFyv_2384
ko:K06956	sfs:SFyv_2385
ko:K07639	sfs:SFyv_2386
ko:K01679	sfs:SFyv_2389
ko:K01676	sfs:SFyv_2390
ko:K01809	sfs:SFyv_2391
ko:K16140	sfs:SFyv_2395
ko:K16139	sfs:SFyv_2397
ko:K01195	sfs:SFyv_2398
ko:K16138	sfs:SFyv_2399
ko:K00076	sfs:SFyv_2405
ko:K16136	sfs:SFyv_2406
ko:K14155	sfs:SFyv_2408
ko:K01488	sfs:SFyv_2409
ko:K17247	sfs:SFyv_2955
ko:K01193	sfs:SFyv_3523
ko:K01753	sfs:SFyv_3527
ko:K07786	sfs:SFyv_3530
ko:K07797	sfs:SFyv_3532
ko:K07690	sfs:SFyv_3533
ko:K07679	sfs:SFyv_3534
ko:K07088	sfs:SFyv_3536
ko:K01577	sfs:SFyv_3537
ko:K12974	sfs:SFyv_3541
ko:K14261	sfs:SFyv_3543
ko:K02478	sfs:SFyv_3547
ko:K02477	sfs:SFyv_3548
ko:K08483	sfs:SFyv_3551
ko:K11189	sfs:SFyv_3551
ko:K11201	sfs:SFyv_3551
ko:K10984	sfs:SFyv_4609
ko:K10985	sfs:SFyv_4610
ko:K10986	sfs:SFyv_4611
ko:K02080	sfs:SFyv_4612
ko:K07347	sfs:SFyv_4622
ko:K07056	sfs:SFyv_4624
ko:K07121	sfs:SFyv_4625
ko:K07460	sfs:SFyv_4627
ko:K12961	sfs:SFyv_4628
ko:K07089	sfs:SFyv_4631
ko:K05520	sfs:SFyv_4633
ko:K09979	sfs:SFyv_4634
ko:K07461	sfs:SFyv_4636
ko:K03824	sfs:SFyv_4638
ko:K08303	sfs:SFyv_4641
ko:K08303	sfs:SFyv_4642
ko:K03835	sfs:SFyv_4645
ko:K05592	sfs:SFyv_4649
ko:K05803	sfs:SFyv_4651
ko:K00962	sfs:SFyv_4654
ko:K02956	sfs:SFyv_4655
ko:K03177	sfs:SFyv_4657
ko:K02834	sfs:SFyv_4658
ko:K02519	sfs:SFyv_4660
ko:K02600	sfs:SFyv_4662
ko:K09748	sfs:SFyv_4663
ko:K01940	sfs:SFyv_4665
ko:K03075	sfs:SFyv_4668
ko:K03431	sfs:SFyv_4670
ko:K00796	sfs:SFyv_4671
ko:K03798	sfs:SFyv_4673
ko:K02427	sfs:SFyv_4674
ko:K07574	sfs:SFyv_4676
ko:K03624	sfs:SFyv_4677
ko:K07259	sfs:SFyv_4678
ko:K03979	sfs:SFyv_4680
ko:K02899	sfs:SFyv_4683
ko:K02888	sfs:SFyv_4684
ko:K02523	sfs:SFyv_4686
ko:K00790	sfs:SFyv_4688
ko:K07122	sfs:SFyv_4691
ko:K02935	sfs:SFyv_5877
ko:K03043	sfs:SFyv_5880
ko:K03046	sfs:SFyv_5883
ko:K03150	sfs:SFyv_5885
ko:K03149	sfs:SFyv_5886
ko:K03154	sfs:SFyv_5887
ko:K03148	sfs:SFyv_5888
ko:K00788	sfs:SFyv_5889
ko:K03147	sfs:SFyv_5891
ko:K07740	sfs:SFyv_5893
ko:K03426	sfs:SFyv_5894
ko:K01599	sfs:SFyv_5895
ko:K05982	sfs:SFyv_5897
ko:K09891	sfs:SFyv_5899
ko:K05787	sfs:SFyv_5900
ko:K07803	sfs:SFyv_5904
ko:K07709	sfs:SFyv_5905
ko:K01945	sfs:SFyv_5908
ko:K00602	sfs:SFyv_5910
ko:K00651	sfs:SFyv_5915
ko:K01638	sfs:SFyv_5916
ko:K01638	sfs:SFyv_5918
ko:K01637	sfs:SFyv_5919
ko:K00906	sfs:SFyv_5921
ko:K00906	sfs:SFyv_5923
ko:K13641	sfs:SFyv_5929
ko:K00548	sfs:SFyv_5930
ko:K03324	sfs:SFyv_5931
ko:K05995	sfs:SFyv_5932
ko:K02815	sfs:SFyv_5934
ko:K02814	sfs:SFyv_5935
ko:K02813	sfs:SFyv_5936
ko:K02812	sfs:SFyv_5937
ko:K00068	sfs:SFyv_5939
ko:K06182	sfs:SFyv_5941
ko:K07701	sfs:SFyv_5948
ko:K07703	sfs:SFyv_5949
ko:K07792	sfs:SFyv_5950
ko:K01676	sfs:SFyv_5951
ko:K08984	sfs:SFyv_5953
ko:K11104	sfs:SFyv_5955
ko:K07406	sfs:SFyv_5956
ko:K01584	sfs:SFyv_5961
ko:K12524	sfs:SFyv_0002
ko:K00872	sfs:SFyv_0003
ko:K01733	sfs:SFyv_0005
ko:K09861	sfs:SFyv_0008
ko:K03310	sfs:SFyv_0009
ko:K03310	sfs:SFyv_0010
ko:K00616	sfs:SFyv_0011
ko:K03831	sfs:SFyv_0012
ko:K07034	sfs:SFyv_0013
ko:K04043	sfs:SFyv_0019
ko:K03686	sfs:SFyv_0020
ko:K03313	sfs:SFyv_0023
ko:K03717	sfs:SFyv_0025
ko:K05802	sfs:SFyv_0559
ko:K04067	sfs:SFyv_0561
ko:K09790	sfs:SFyv_0562
ko:K00759	sfs:SFyv_0563
ko:K02343	sfs:SFyv_0564
ko:K09747	sfs:SFyv_0565
ko:K06187	sfs:SFyv_0567
ko:K04079	sfs:SFyv_0568
ko:K00939	sfs:SFyv_0570
ko:K01772	sfs:SFyv_0571
ko:K00892	sfs:SFyv_0574
ko:K03455	sfs:SFyv_0575
ko:K08223	sfs:SFyv_0576
ko:K11751	sfs:SFyv_0577
ko:K09973	sfs:SFyv_0579
ko:K17686	sfs:SFyv_0582
ko:K01425	sfs:SFyv_0583
ko:K07340	sfs:SFyv_0587
ko:K02068	sfs:SFyv_0589
ko:K02069	sfs:SFyv_0590
ko:K05838	sfs:SFyv_0592
ko:K07085	sfs:SFyv_1126
ko:K11073	sfs:SFyv_1135
ko:K11076	sfs:SFyv_1136
ko:K11075	sfs:SFyv_1137
ko:K11074	sfs:SFyv_1138
ko:K03212	sfs:SFyv_1140
ko:K09996	sfs:SFyv_1142
ko:K09998	sfs:SFyv_1143
ko:K09999	sfs:SFyv_1144
ko:K09997	sfs:SFyv_1146
ko:K10000	sfs:SFyv_1147
ko:K11066	sfs:SFyv_1154
ko:K01620	sfs:SFyv_1158
ko:K00156	sfs:SFyv_1159
ko:K11933	sfs:SFyv_1160
ko:K05601	sfs:SFyv_1162
ko:K06188	sfs:SFyv_1167
ko:K00031	sfs:SFyv_1720
ko:K12678	sfs:SFyv_1728
ko:K03608	sfs:SFyv_1734
ko:K03609	sfs:SFyv_1735
ko:K03610	sfs:SFyv_1736
ko:K09902	sfs:SFyv_1743
ko:K09160	sfs:SFyv_1747
ko:K11139	sfs:SFyv_1748
ko:K11139	sfs:SFyv_1749
ko:K03611	sfs:SFyv_1753
ko:K03314	sfs:SFyv_1754
ko:K08159	sfs:SFyv_2300
ko:K08324	sfs:SFyv_2304
ko:K01425	sfs:SFyv_2305
ko:K00041	sfs:SFyv_2309
ko:K00598	sfs:SFyv_2316
ko:K11530	sfs:SFyv_2317
ko:K08321	sfs:SFyv_2318
ko:K11216	sfs:SFyv_2321
ko:K11531	sfs:SFyv_2322
ko:K10558	sfs:SFyv_2323
ko:K10556	sfs:SFyv_2324
ko:K10557	sfs:SFyv_2325
ko:K10555	sfs:SFyv_2326
ko:K09771	sfs:SFyv_2334
ko:K00657	sfs:SFyv_2338
ko:K02407	sfs:SFyv_2876
ko:K02422	sfs:SFyv_2877
ko:K02423	sfs:SFyv_2878
ko:K01176	sfs:SFyv_2880
ko:K07112	sfs:SFyv_2884
ko:K07491	sfs:SFyv_2890
ko:K16076	sfs:SFyv_2893
ko:K02408	sfs:SFyv_2897
ko:K02409	sfs:SFyv_2899
ko:K02409	sfs:SFyv_2900
ko:K02410	sfs:SFyv_2903
ko:K02411	sfs:SFyv_2906
ko:K02412	sfs:SFyv_2908
ko:K02413	sfs:SFyv_2909
ko:K02414	sfs:SFyv_2912
ko:K02415	sfs:SFyv_2913
ko:K02416	sfs:SFyv_2915
ko:K02417	sfs:SFyv_2916
ko:K02418	sfs:SFyv_2917
ko:K07095	sfs:SFyv_3455
ko:K07589	sfs:SFyv_3458
ko:K07071	sfs:SFyv_3459
ko:K10017	sfs:SFyv_3461
ko:K10015	sfs:SFyv_3462
ko:K10016	sfs:SFyv_3463
ko:K10014	sfs:SFyv_3464
ko:K10013	sfs:SFyv_3465
ko:K03186	sfs:SFyv_3467
ko:K00764	sfs:SFyv_3469
ko:K03558	sfs:SFyv_3470
ko:K03749	sfs:SFyv_3471
ko:K11754	sfs:SFyv_3472
ko:K01963	sfs:SFyv_3473
ko:K03975	sfs:SFyv_3475
ko:K06173	sfs:SFyv_3476
ko:K03473	sfs:SFyv_3479
ko:K00647	sfs:SFyv_3482
ko:K15461	sfs:SFyv_3483
ko:K15461	sfs:SFyv_3484
ko:K02621	sfs:SFyv_4452
ko:K07471	sfs:SFyv_4453
ko:K07666	sfs:SFyv_4455
ko:K07645	sfs:SFyv_4456
ko:K03923	sfs:SFyv_4458
ko:K02622	sfs:SFyv_4461
ko:K07000	sfs:SFyv_4462
ko:K03651	sfs:SFyv_4463
ko:K09920	sfs:SFyv_4464
ko:K01515	sfs:SFyv_4466
ko:K12340	sfs:SFyv_4467
ko:K07238	sfs:SFyv_4473
ko:K02858	sfs:SFyv_4475
ko:K09806	sfs:SFyv_4476
ko:K03272	sfs:SFyv_4490
ko:K00982	sfs:SFyv_4491
ko:K18446	sfs:SFyv_4492
ko:K07184	sfs:SFyv_4494
ko:K00974	sfs:SFyv_4495
ko:K06153	sfs:SFyv_4496
ko:K01633	sfs:SFyv_4497
ko:K03779	sfs:SFyv_4502
ko:K03780	sfs:SFyv_4503
ko:K11106	sfs:SFyv_4504
ko:K01409	sfs:SFyv_4506
ko:K02970	sfs:SFyv_4507
ko:K03086	sfs:SFyv_4509
ko:K03649	sfs:SFyv_4512
ko:K07229	sfs:SFyv_4513
ko:K07229	sfs:SFyv_4514
ko:K03776	sfs:SFyv_4516
ko:K03776	sfs:SFyv_4518
ko:K09251	sfs:SFyv_4521
ko:K06878	sfs:SFyv_4523
ko:K06878	sfs:SFyv_4524
ko:K12113	sfs:SFyv_4525
ko:K12111	sfs:SFyv_4527
ko:K02380	sfs:SFyv_5732
ko:K00127	sfs:SFyv_5733
ko:K00124	sfs:SFyv_5734
ko:K00123	sfs:SFyv_5736
ko:K00123	sfs:SFyv_5737
ko:K02379	sfs:SFyv_5738
ko:K18531	sfs:SFyv_5742
ko:K18530	sfs:SFyv_5743
ko:K11202	sfs:SFyv_5744
ko:K11203	sfs:SFyv_5744
ko:K11201	sfs:SFyv_5745
ko:K03534	sfs:SFyv_5746
ko:K01629	sfs:SFyv_5749
ko:K01813	sfs:SFyv_5753
ko:K00848	sfs:SFyv_5754
ko:K02855	sfs:SFyv_5757
ko:K02854	sfs:SFyv_5759
ko:K02856	sfs:SFyv_5760
ko:K02856	sfs:SFyv_5761
ko:K04564	sfs:SFyv_5762
ko:K02526	sfs:SFyv_5765
ko:K02526	sfs:SFyv_5766
ko:K07640	sfs:SFyv_5770
ko:K06006	sfs:SFyv_5772
ko:K13283	sfs:SFyv_5773
ko:K00850	sfs:SFyv_5774
ko:K02048	sfs:SFyv_5776
ko:K01521	sfs:SFyv_5778
ko:K01803	sfs:SFyv_5780
ko:K14065	sfs:SFyv_5785
ko:K00528	sfs:SFyv_5786
ko:K02446	sfs:SFyv_5787
ko:K00864	sfs:SFyv_5789
ko:K02440	sfs:SFyv_5791
ko:K09892	sfs:SFyv_5792
ko:K02553	sfs:SFyv_5793
ko:K02548	sfs:SFyv_5794
ko:K03667	sfs:SFyv_5795
ko:K01419	sfs:SFyv_5797
ko:K03591	sfs:SFyv_5799
ko:K05499	sfs:SFyv_5800
ko:K18697	sfs:SFyv_3779
ko:K18702	sfs:SFyv_3535
ko:K18765	sfs:SFyv_4769
ko:K11741	sfs:SFyv_6252
ko:K21039	sfs:SFyv_0751
ko:K18850	sfs:SFyv_1673
ko:K13654	sfs:SFyv_2584
ko:K18837	sfs:SFyv_1521
ko:K18889	sfs:SFyv_0535
ko:K18838	sfs:SFyv_1520
ko:K03630	sfs:SFyv_1516
ko:K18862	sfs:SFyv_1817
ko:K21645	sfs:SFyv_6086
ko:K14222	sfs:SFyv_tRNA81
ko:K18898	sfs:SFyv_5119
ko:K18899	sfs:SFyv_5199
ko:K18899	sfs:SFyv_5200
ko:K18898	sfs:SFyv_5201
ko:K14234	sfs:SFyv_tRNA61
ko:K14234	sfs:SFyv_tRNA48
ko:K14237	sfs:SFyv_tRNA29
ko:K14237	sfs:SFyv_tRNA94
ko:K14237	sfs:SFyv_tRNA30
ko:K18920	sfs:SFyv_5188
ko:K14227	sfs:SFyv_tRNA1
ko:K14227	sfs:SFyv_tRNA71
ko:K18842	sfs:SFyv_4955
ko:K20861	sfs:SFyv_1122
ko:K18862	sfs:SFyv_5160
ko:K18862	sfs:SFyv_5161
ko:K18862	sfs:SFyv_5164
ko:K18841	sfs:SFyv_4956
ko:K20866	sfs:SFyv_5715
ko:K20881	sfs:SFyv_4932
ko:K20862	sfs:SFyv_5612
ko:K18800	sfs:SFyv_4197
ko:K18657	sfs:SFyv_1343
ko:K18918	sfs:SFyv_2275
ko:K18862	sfs:SFyv_5162
ko:K18778	sfs:SFyv_0128
ko:K18890	sfs:SFyv_0536
ko:K18790	sfs:SFyv_1491
ko:K18831	sfs:SFyv_4537
ko:K18838	sfs:SFyv_4358
ko:K18837	sfs:SFyv_4359
ko:K07480	sfs:SFyv_1510
ko:K03630	sfs:SFyv_4355
ko:K03553	sfs:SFyv_3948
ko:K01977	sfs:SFyv_rRNA16
ko:K01977	sfs:SFyv_rRNA21
ko:K01977	sfs:SFyv_rRNA18
ko:K01977	sfs:SFyv_rRNA22
ko:K01977	sfs:SFyv_rRNA19
ko:K01977	sfs:SFyv_rRNA20
ko:K01977	sfs:SFyv_rRNA17
ko:K18929	sfs:SFyv_0354
ko:K03668	sfs:SFyv_2654
ko:K03668	sfs:SFyv_2666
ko:K00335	sfs:SFyv_3433
ko:K01185	sfs:SFyv_0980
ko:K14233	sfs:SFyv_tRNA76
ko:K14225	sfs:SFyv_tRNA80
ko:K14225	sfs:SFyv_tRNA52
ko:K14225	sfs:SFyv_tRNA53
ko:K14225	sfs:SFyv_tRNA50
ko:K14225	sfs:SFyv_tRNA51
ko:K03976	sfs:SFyv_0578
ko:K07483	sfs:SFyv_2975
ko:K09472	sfs:SFyv_1932
ko:K07483	sfs:SFyv_1980
ko:K19055	sfs:SFyv_2110
ko:K03526	sfs:SFyv_3718
ko:K07497	sfs:SFyv_0290
ko:K07497	sfs:SFyv_0335
ko:K07497	sfs:SFyv_0952
ko:K07497	sfs:SFyv_1165
ko:K07497	sfs:SFyv_1234
ko:K07497	sfs:SFyv_1320
ko:K07497	sfs:SFyv_1572
ko:K07497	sfs:SFyv_1737
ko:K07497	sfs:SFyv_1982
ko:K07497	sfs:SFyv_2032
ko:K07497	sfs:SFyv_2319
ko:K07497	sfs:SFyv_2330
ko:K07497	sfs:SFyv_2433
ko:K07497	sfs:SFyv_2587
ko:K07497	sfs:SFyv_2942
ko:K07497	sfs:SFyv_3368
ko:K07497	sfs:SFyv_3792
ko:K07497	sfs:SFyv_3907
ko:K07497	sfs:SFyv_4166
ko:K07497	sfs:SFyv_4620
ko:K07497	sfs:SFyv_4954
ko:K07497	sfs:SFyv_5064
ko:K07497	sfs:SFyv_5356
ko:K07497	sfs:SFyv_5377
ko:K07497	sfs:SFyv_5499
ko:K07497	sfs:SFyv_5592
ko:K07497	sfs:SFyv_5767
ko:K07497	sfs:SFyv_5944
ko:K07497	sfs:SFyv_6076
ko:K14742	sfs:SFyv_2086
ko:K07483	sfs:SFyv_0665
ko:K07483	sfs:SFyv_0671
ko:K07483	sfs:SFyv_2434
ko:K07483	sfs:SFyv_0716
ko:K07483	sfs:SFyv_6075
ko:K07483	sfs:SFyv_1321
ko:K07483	sfs:SFyv_1356
ko:K07483	sfs:SFyv_6126
ko:K07483	sfs:SFyv_4953
ko:K07483	sfs:SFyv_1983
ko:K07483	sfs:SFyv_3791
ko:K07483	sfs:SFyv_5063
ko:K07483	sfs:SFyv_5067
ko:K07483	sfs:SFyv_6326
ko:K07483	sfs:SFyv_0289
ko:K07483	sfs:SFyv_1447
ko:K07483	sfs:SFyv_2024
ko:K07483	sfs:SFyv_2588
ko:K07483	sfs:SFyv_2622
ko:K07483	sfs:SFyv_3887
ko:K07483	sfs:SFyv_0332
ko:K07483	sfs:SFyv_0336
ko:K07483	sfs:SFyv_1464
ko:K07483	sfs:SFyv_2632
ko:K07483	sfs:SFyv_2633
ko:K07483	sfs:SFyv_3908
ko:K07483	sfs:SFyv_0953
ko:K07483	sfs:SFyv_2112
ko:K07483	sfs:SFyv_1547
ko:K07483	sfs:SFyv_1571
ko:K07483	sfs:SFyv_2145
ko:K07483	sfs:SFyv_5357
ko:K07483	sfs:SFyv_5378
ko:K07483	sfs:SFyv_0425
ko:K07483	sfs:SFyv_0432
ko:K07483	sfs:SFyv_0435
ko:K07483	sfs:SFyv_4144
ko:K07483	sfs:SFyv_4167
ko:K07483	sfs:SFyv_5498
ko:K07483	sfs:SFyv_2819
ko:K07483	sfs:SFyv_4325
ko:K07483	sfs:SFyv_4365
ko:K07483	sfs:SFyv_2277
ko:K07483	sfs:SFyv_2278
ko:K07483	sfs:SFyv_1166
ko:K07483	sfs:SFyv_1738
ko:K07483	sfs:SFyv_1740
ko:K07483	sfs:SFyv_2329
ko:K07483	sfs:SFyv_2332
ko:K07483	sfs:SFyv_4477
ko:K07483	sfs:SFyv_5768
ko:K07483	sfs:SFyv_2939
ko:K07483	sfs:SFyv_2943
ko:K07483	sfs:SFyv_0652
ko:K07483	sfs:SFyv_1235
ko:K07483	sfs:SFyv_4621
ko:K07483	sfs:SFyv_5945
ko:K07497	sfs:SFyv_0651
ko:K07480	sfs:SFyv_0102
ko:K07480	sfs:SFyv_0103
ko:K07480	sfs:SFyv_0689
ko:K03746	sfs:SFyv_1839
