ko:K15581	sew:SeSA_A1879
ko:K11717	sew:SeSA_A1470
ko:K11719	sew:SeSA_A3509
ko:K11924	sew:SeSA_A0987
ko:K01785	sew:SeSA_A0923
ko:K03425	sew:SeSA_A0791
ko:K06168	sew:SeSA_A0824
ko:K08234	sew:SeSA_A0262
ko:K03524	sew:SeSA_A4349
ko:K00029	sew:SeSA_A2705
ko:K11744	sew:SeSA_A1581
ko:K01720	sew:SeSA_A0422
ko:K01358	sew:SeSA_A0507
ko:K01710	sew:SeSA_A2330
ko:K01710	sew:SeSA_A4133
ko:K10038	sew:SeSA_A0976
ko:K11932	sew:SeSA_A0772
ko:K02001	sew:SeSA_A2958
ko:K02000	sew:SeSA_A2957
ko:K00647	sew:SeSA_A2607
ko:K01759	sew:SeSA_A1532
ko:K01119	sew:SeSA_A4671
ko:K01169	sew:SeSA_A0776
ko:K11890	sew:SeSA_A0319
ko:K01187	sew:SeSA_A0459
ko:K05799	sew:SeSA_A0170
ko:K07307	sew:SeSA_A1599
ko:K00661	sew:SeSA_A0532
ko:K00024	sew:SeSA_A3551
ko:K12151	sew:SeSA_A1290
ko:K00117	sew:SeSA_A0188
ko:K07214	sew:SeSA_A0744
ko:K00853	sew:SeSA_A0114
ko:K01659	sew:SeSA_A0421
ko:K07726	sew:SeSA_A3844
ko:K02302	sew:SeSA_A3675
ko:K08297	sew:SeSA_A0081
ko:K03762	sew:SeSA_A4545
ko:K02362	sew:SeSA_A0742
ko:K03855	sew:SeSA_A0088
ko:K08279	sew:SeSA_A0077
ko:K11751	sew:SeSA_A0557
ko:K02099	sew:SeSA_A0115
ko:K00042	sew:SeSA_A3441
ko:K11748	sew:SeSA_A3654
ko:K07757	sew:SeSA_A0993
ko:K07350	sew:SeSA_A0592
ko:K10036	sew:SeSA_A0978
ko:K10037	sew:SeSA_A0977
ko:K07346	sew:SeSA_A0590
ko:K04755	sew:SeSA_A2778
ko:K11903	sew:SeSA_A0308
ko:K01089	sew:SeSA_A2302
ko:K03386	sew:SeSA_A0460
ko:K03386	sew:SeSA_A0766
ko:K11940	sew:SeSA_A1142
ko:K01243	sew:SeSA_A0230
ko:K03286	sew:SeSA_A1133
ko:K01085	sew:SeSA_A1181
ko:K03767	sew:SeSA_A3669
ko:K02426	sew:SeSA_A3148
ko:K06884	sew:SeSA_A1860
ko:K00971	sew:SeSA_A2338
ko:K11082	sew:SeSA_A0486
ko:K11083	sew:SeSA_A0487
ko:K11084	sew:SeSA_A0488
ko:K11081	sew:SeSA_A0489
ko:K05887	sew:SeSA_A1455
ko:K00484	sew:SeSA_A1162
ko:K01185	sew:SeSA_A0629
ko:K11720	sew:SeSA_A4735
ko:K08225	sew:SeSA_A0751
ko:K00137	sew:SeSA_A1715
ko:K06884	sew:SeSA_A1616
ko:K04063	sew:SeSA_A1679
ko:K08997	sew:SeSA_A1440
ko:K06159	sew:SeSA_A2489
ko:K11938	sew:SeSA_A0516
ko:K01092	sew:SeSA_A2787
ko:K12291	sew:SeSA_A3686
ko:K11743	sew:SeSA_A1583
ko:K02237	sew:SeSA_A0512
ko:K01854	sew:SeSA_A0876
ko:K05984	sew:SeSA_A1405
ko:K08299	sew:SeSA_A0078
ko:K03668	sew:SeSA_A1768
ko:K08173	sew:SeSA_A1609
ko:K00602	sew:SeSA_A4387
ko:K00974	sew:SeSA_A3394
ko:K08368	sew:SeSA_A0089
ko:K11534	sew:SeSA_A1016
ko:K08195	sew:SeSA_A2418
ko:K11534	sew:SeSA_A4004
ko:K00065	sew:SeSA_A3185
ko:K01644	sew:SeSA_A0781
ko:K11606	sew:SeSA_A3017
ko:K01250	sew:SeSA_A0814
ko:K06895	sew:SeSA_A3239
ko:K01058	sew:SeSA_A4165
ko:K08351	sew:SeSA_A3839
ko:K03280	sew:SeSA_A3913
ko:K08349	sew:SeSA_A1685
ko:K03971	sew:SeSA_A1812
ko:K05812	sew:SeSA_A2844
ko:K04720	sew:SeSA_A0804
ko:K01524	sew:SeSA_A4125
ko:K06156	sew:SeSA_A3730
ko:K02468	sew:SeSA_A2988
ko:K09979	sew:SeSA_A3460
ko:K07397	sew:SeSA_A3662
ko:K00675	sew:SeSA_A1699
ko:K00956	sew:SeSA_A3085
ko:K01630	sew:SeSA_A3442
ko:K01708	sew:SeSA_A3444
ko:K07349	sew:SeSA_A1269
ko:K13890	sew:SeSA_A1001
ko:K13892	sew:SeSA_A0999
ko:K05685	sew:SeSA_A1060
ko:K13889	sew:SeSA_A1000
ko:K13741	sew:SeSA_A4485
ko:K13637	sew:SeSA_A4761
ko:K12943	sew:SeSA_A3206
ko:K01424	sew:SeSA_A3792
ko:K01424	sew:SeSA_A3280
ko:K13256	sew:SeSA_A4417
ko:K03297	sew:SeSA_A1774
ko:K13255	sew:SeSA_A4803
ko:K06879	sew:SeSA_A3128
ko:K13283	sew:SeSA_A4278
ko:K13284	sew:SeSA_A3035
ko:K13378	sew:SeSA_A2554
ko:K08353	sew:SeSA_A2234
ko:K03973	sew:SeSA_A1813
ko:K02423	sew:SeSA_A2119
ko:K13287	sew:SeSA_A3036
ko:K00297	sew:SeSA_A4323
ko:K12972	sew:SeSA_A1200
ko:K00215	sew:SeSA_A0070
ko:K12957	sew:SeSA_A4741
ko:K13926	sew:SeSA_A3778
ko:K01699	sew:SeSA_A2210
ko:K13795	sew:SeSA_A0846
ko:K03288	sew:SeSA_A0845
ko:K13788	sew:SeSA_A2567
ko:K05939	sew:SeSA_A3175
ko:K01488	sew:SeSA_A1561
ko:K02508	sew:SeSA_A1172
ko:K01002	sew:SeSA_A4795
ko:K07213	sew:SeSA_A0408
ko:K07348	sew:SeSA_A0593
ko:K05349	sew:SeSA_A2404
ko:K01066	sew:SeSA_A0552
ko:K08088	sew:SeSA_A0595
ko:K00249	sew:SeSA_A1009
ko:K06714	sew:SeSA_A2591
ko:K02315	sew:SeSA_A4797
ko:K12368	sew:SeSA_A3828
ko:K12371	sew:SeSA_A3825
ko:K02485	sew:SeSA_A1886
ko:K12339	sew:SeSA_A2676
ko:K01479	sew:SeSA_A0938
ko:K02173	sew:SeSA_A3249
ko:K08318	sew:SeSA_A4233
ko:K03087	sew:SeSA_A3074
ko:K03406	sew:SeSA_A3769
ko:K06518	sew:SeSA_A4524
ko:K04016	sew:SeSA_A4533
ko:K09994	sew:SeSA_A4542
ko:K03079	sew:SeSA_A4655
ko:K08352	sew:SeSA_A2235
ko:K02414	sew:SeSA_A2132
ko:K06157	sew:SeSA_A4737
ko:K12686	sew:SeSA_A0738
ko:K05875	sew:SeSA_A2074
ko:K03321	sew:SeSA_A1920
ko:K02029	sew:SeSA_A1755
ko:K00657	sew:SeSA_A1604
ko:K05845	sew:SeSA_A1595
ko:K05847	sew:SeSA_A1593
ko:K00557	sew:SeSA_A4339
ko:K01664	sew:SeSA_A3666
ko:K15548	sew:SeSA_A3557
ko:K13285	sew:SeSA_A3038
ko:K12573	sew:SeSA_A4636
ko:K07793	sew:SeSA_A2932
ko:K03817	sew:SeSA_A1728
ko:K07017	sew:SeSA_A2918
ko:K11382	sew:SeSA_A2629
ko:K03468	sew:SeSA_A3556
ko:K07314	sew:SeSA_A3056
ko:K03406	sew:SeSA_A3335
ko:K15830	sew:SeSA_A3001
ko:K05520	sew:SeSA_A3458
ko:K00885	sew:SeSA_A3529
ko:K05845	sew:SeSA_A2403
ko:K05847	sew:SeSA_A2401
ko:K02850	sew:SeSA_A3915
ko:K09968	sew:SeSA_A3987
ko:K11189	sew:SeSA_A3989
ko:K01048	sew:SeSA_A4169
ko:K01061	sew:SeSA_A4175
ko:K01271	sew:SeSA_A4191
ko:K03292	sew:SeSA_A4228
ko:K01671	sew:SeSA_A4232
ko:K00124	sew:SeSA_A4249
ko:K06148	sew:SeSA_A4513
ko:K13629	sew:SeSA_A4010
ko:K14062	sew:SeSA_A1572
ko:K14055	sew:SeSA_A1786
ko:K13888	sew:SeSA_A1059
ko:K14061	sew:SeSA_A1773
ko:K01571	sew:SeSA_A3544
ko:K02852	sew:SeSA_A4140
ko:K12582	sew:SeSA_A4138
ko:K03272	sew:SeSA_A3390
ko:K14054	sew:SeSA_A1805
ko:K14064	sew:SeSA_A2082
ko:K10762	sew:SeSA_A2283
ko:K13922	sew:SeSA_A2221
ko:K06887	sew:SeSA_A4764
ko:K13921	sew:SeSA_A2222
ko:K01782	sew:SeSA_A2617
ko:K01825	sew:SeSA_A4190
ko:K14058	sew:SeSA_A1777
ko:K14051	sew:SeSA_A1831
ko:K06211	sew:SeSA_A4831
ko:K13628	sew:SeSA_A2781
ko:K13953	sew:SeSA_A1683
ko:K02224	sew:SeSA_A2204
ko:K13794	sew:SeSA_A0848
ko:K13796	sew:SeSA_A0847
ko:K07497	sew:SeSA_A0720
ko:K13919	sew:SeSA_A2211
ko:K12507	sew:SeSA_A1446
ko:K07245	sew:SeSA_A2028
ko:K01534	sew:SeSA_A3768
ko:K00455	sew:SeSA_A1167
ko:K09806	sew:SeSA_A3385
ko:K01572	sew:SeSA_A3543
ko:K02062	sew:SeSA_A0117
ko:K09982	sew:SeSA_A4753
ko:K03490	sew:SeSA_A1412
ko:K06956	sew:SeSA_A1417
ko:K12700	sew:SeSA_A0057
ko:K02004	sew:SeSA_A0572
ko:K12524	sew:SeSA_A0002
ko:K05789	sew:SeSA_A2307
ko:K04691	sew:SeSA_A3541
ko:K12369	sew:SeSA_A3827
ko:K07038	sew:SeSA_A0585
ko:K07038	sew:SeSA_A1418
ko:K06218	sew:SeSA_B0018
ko:K01297	sew:SeSA_A1942
ko:K03791	sew:SeSA_A0686
ko:K03791	sew:SeSA_A2272
ko:K03791	sew:SeSA_A4457
ko:K01087	sew:SeSA_A2084
ko:K06075	sew:SeSA_A1541
ko:K02477	sew:SeSA_A2397
ko:K04072	sew:SeSA_A1882
ko:K13895	sew:SeSA_A2458
ko:K01791	sew:SeSA_A4131
ko:K11104	sew:SeSA_A4554
ko:K03446	sew:SeSA_A2963
ko:K00094	sew:SeSA_A3450
ko:K02069	sew:SeSA_A0567
ko:K01150	sew:SeSA_A3267
ko:K08365	sew:SeSA_B0083
ko:K08970	sew:SeSA_A3193
ko:K01147	sew:SeSA_A1830
ko:K07313	sew:SeSA_A1996
ko:K02255	sew:SeSA_A2087
ko:K04753	sew:SeSA_A3358
ko:K00146	sew:SeSA_A3305
ko:K07357	sew:SeSA_A0873
ko:K02040	sew:SeSA_A3721
ko:K01156	sew:SeSA_A0411
ko:K02068	sew:SeSA_A0566
ko:K02847	sew:SeSA_A3912
ko:K04030	sew:SeSA_A2702
ko:K08305	sew:SeSA_A2982
ko:K00520	sew:SeSA_B0045
ko:K12973	sew:SeSA_A0787
ko:K08087	sew:SeSA_A0598
ko:K00996	sew:SeSA_A2310
ko:K01826	sew:SeSA_A1168
ko:K05921	sew:SeSA_A1165
ko:K13040	sew:SeSA_A1483
ko:K05834	sew:SeSA_A4168
ko:K06006	sew:SeSA_A4277
ko:K12660	sew:SeSA_A2517
ko:K12661	sew:SeSA_A2519
ko:K09612	sew:SeSA_A3087
ko:K00879	sew:SeSA_A3139
ko:K02191	sew:SeSA_A2199
ko:K12945	sew:SeSA_A2710
ko:K19595	sew:SeSA_A0405
ko:K03649	sew:SeSA_A3402
ko:K00121	sew:SeSA_A1746
ko:K01176	sew:SeSA_A3862
ko:K13631	sew:SeSA_A4516
ko:K03782	sew:SeSA_A4324
ko:K13638	sew:SeSA_A3608
ko:K01792	sew:SeSA_A1383
ko:K13641	sew:SeSA_A4399
ko:K10778	sew:SeSA_A2491
ko:K13643	sew:SeSA_A2785
ko:K13634	sew:SeSA_A1844
ko:K01070	sew:SeSA_A2433
ko:K13694	sew:SeSA_A2454
ko:K01571	sew:SeSA_A0061
ko:K13821	sew:SeSA_A1188
ko:K14218	sew:SeSA_A2645
ko:K14218	sew:SeSA_A2646
ko:K11734	sew:SeSA_A0168
ko:K13918	sew:SeSA_A3120
ko:K03292	sew:SeSA_A3957
ko:K13695	sew:SeSA_A1438
ko:K07497	sew:SeSA_B0024
ko:K00971	sew:SeSA_A2312
ko:K08598	sew:SeSA_A3018
ko:K13894	sew:SeSA_A2457
ko:K13896	sew:SeSA_A2459
ko:K13497	sew:SeSA_A1856
ko:K13639	sew:SeSA_A4517
ko:K13891	sew:SeSA_A1002
ko:K13893	sew:SeSA_A2456
ko:K07491	sew:SeSA_A4825
ko:K13620	sew:SeSA_A2345
ko:K07792	sew:SeSA_A3793
ko:K04017	sew:SeSA_A4534
ko:K14220	sew:SeSA_A2163
ko:K14220	sew:SeSA_A2165
ko:K14220	sew:SeSA_A2172
ko:K14220	sew:SeSA_A2170
ko:K00344	sew:SeSA_A4493
ko:K14238	sew:SeSA_A3958
ko:K01934	sew:SeSA_A3233
ko:K14237	sew:SeSA_A0911
ko:K14237	sew:SeSA_A2651
ko:K14237	sew:SeSA_A2650
ko:K14237	sew:SeSA_A2652
ko:K01977	sew:SeSA_A4343
ko:K01977	sew:SeSA_A2854
ko:K01977	sew:SeSA_A0277
ko:K01977	sew:SeSA_A3594
ko:K01977	sew:SeSA_A4195
ko:K01977	sew:SeSA_A4101
ko:K01977	sew:SeSA_A4388
ko:K00799	sew:SeSA_A4518
ko:K14232	sew:SeSA_A3834
ko:K01983	sew:SeSA_A0527
ko:K14221	sew:SeSA_A0284
ko:K14221	sew:SeSA_A4106
ko:K14221	sew:SeSA_A0295
ko:K14219	sew:SeSA_A0599
ko:K14229	sew:SeSA_A0910
ko:K14229	sew:SeSA_A0913
ko:K14229	sew:SeSA_A0914
ko:K14229	sew:SeSA_A0912
ko:K14229	sew:SeSA_A2653
ko:K14228	sew:SeSA_A4742
ko:K14233	sew:SeSA_A2976
ko:K02030	sew:SeSA_A1752
ko:K02028	sew:SeSA_A1754
ko:K06858	sew:SeSA_A0229
ko:K08177	sew:SeSA_A2817
ko:K03201	sew:SeSA_B0111
ko:K14228	sew:SeSA_A3481
ko:K14228	sew:SeSA_A0831
ko:K13954	sew:SeSA_A3881
ko:K13498	sew:SeSA_A1857
ko:K08281	sew:SeSA_A1387
ko:K13739	sew:SeSA_A3099
ko:K13740	sew:SeSA_A3031
ko:K13741	sew:SeSA_A1999
ko:K13630	sew:SeSA_A1623
ko:K13632	sew:SeSA_A1624
ko:K13636	sew:SeSA_A4009
ko:K13735	sew:SeSA_A2754
ko:K13684	sew:SeSA_A2346
ko:K08138	sew:SeSA_A4418
ko:K03811	sew:SeSA_A4123
ko:K13683	sew:SeSA_A2344
ko:K13654	sew:SeSA_A1706
ko:K13771	sew:SeSA_A4635
ko:K02358	sew:SeSA_A4356
ko:K11023	sew:SeSA_A1322
ko:K03292	sew:SeSA_A4227
ko:K00941	sew:SeSA_A2382
ko:K14187	sew:SeSA_A2863
ko:K07250	sew:SeSA_A2937
ko:K14219	sew:SeSA_A1352
ko:K14219	sew:SeSA_A1334
ko:K14230	sew:SeSA_A0828
ko:K14230	sew:SeSA_A0832
ko:K14233	sew:SeSA_A2161
ko:K07497	sew:SeSA_A2743
ko:K07497	sew:SeSA_B0026
ko:K07497	sew:SeSA_B0041
ko:K02029	sew:SeSA_A1753
ko:K14233	sew:SeSA_A1150
ko:K14236	sew:SeSA_A1890
ko:K14236	sew:SeSA_A1892
ko:K14236	sew:SeSA_A4352
ko:K14347	sew:SeSA_A2660
ko:K14392	sew:SeSA_A3574
ko:K14228	sew:SeSA_A4144
ko:K14228	sew:SeSA_A4806
ko:K14228	sew:SeSA_A4808
ko:K14228	sew:SeSA_A4807
ko:K14260	sew:SeSA_A2559
ko:K07791	sew:SeSA_A4595
ko:K14232	sew:SeSA_A2468
ko:K05499	sew:SeSA_A4310
ko:K07771	sew:SeSA_A4547
ko:K14234	sew:SeSA_A4355
ko:K14234	sew:SeSA_A3589
ko:K14224	sew:SeSA_A2853
ko:K14224	sew:SeSA_A3593
ko:K14224	sew:SeSA_A4389
ko:K14224	sew:SeSA_A4102
ko:K14228	sew:SeSA_A2098
ko:K14233	sew:SeSA_A1064
ko:K14233	sew:SeSA_A1199
ko:K14218	sew:SeSA_A0279
ko:K14218	sew:SeSA_A4197
ko:K14218	sew:SeSA_A4345
ko:K07713	sew:SeSA_A4385
ko:K14348	sew:SeSA_A3894
ko:K03605	sew:SeSA_A1640
ko:K03605	sew:SeSA_A1931
ko:K07480	sew:SeSA_B0029
ko:K14219	sew:SeSA_A4142
ko:K14225	sew:SeSA_A4354
ko:K14393	sew:SeSA_A4526
ko:K14155	sew:SeSA_A1562
ko:K14223	sew:SeSA_A0830
ko:K14223	sew:SeSA_A0829
ko:K14287	sew:SeSA_A0761
ko:K15034	sew:SeSA_A0267
ko:K14225	sew:SeSA_A2100
ko:K04085	sew:SeSA_A3770
ko:K01990	sew:SeSA_A0965
ko:K01985	sew:SeSA_A3590
ko:K01985	sew:SeSA_A4391
ko:K01985	sew:SeSA_A2851
ko:K01985	sew:SeSA_A4105
ko:K01985	sew:SeSA_A4347
ko:K01985	sew:SeSA_A0283
ko:K01985	sew:SeSA_A4201
ko:K01985	sew:SeSA_A3588
ko:K14235	sew:SeSA_A4107
ko:K14234	sew:SeSA_A4351
ko:K03293	sew:SeSA_A4141
ko:K02509	sew:SeSA_A1169
ko:K02510	sew:SeSA_A1170
ko:K14234	sew:SeSA_A0373
ko:K07308	sew:SeSA_A4562
ko:K15396	sew:SeSA_A2786
ko:K14231	sew:SeSA_A3292
ko:K14231	sew:SeSA_A4591
ko:K14441	sew:SeSA_A1003
ko:K14225	sew:SeSA_A3205
ko:K00674	sew:SeSA_A0237
ko:K14225	sew:SeSA_A4622
ko:K14225	sew:SeSA_A4621
ko:K01160	sew:SeSA_A0625
ko:K01173	sew:SeSA_A1427
ko:K07733	sew:SeSA_A2907
ko:K18141	sew:SeSA_A3583
ko:K14227	sew:SeSA_A0278
ko:K14227	sew:SeSA_A4344
ko:K14227	sew:SeSA_A4196
ko:K14226	sew:SeSA_A4143
ko:K01978	sew:SeSA_A3439
ko:K14237	sew:SeSA_A1519
ko:K14237	sew:SeSA_A1520
ko:K14230	sew:SeSA_A3403
ko:K14219	sew:SeSA_A2623
ko:K14223	sew:SeSA_A0826
ko:K14223	sew:SeSA_A0827
ko:K14222	sew:SeSA_A2099
ko:K14170	sew:SeSA_A2861
ko:K01980	sew:SeSA_A3592
ko:K01980	sew:SeSA_A0280
ko:K01980	sew:SeSA_A4198
ko:K01980	sew:SeSA_A4103
ko:K14261	sew:SeSA_A2634
ko:K14230	sew:SeSA_A3152
ko:K14230	sew:SeSA_A3153
ko:K14230	sew:SeSA_A3479
ko:K14232	sew:SeSA_A4145
ko:K14219	sew:SeSA_A2972
ko:K14219	sew:SeSA_A2974
ko:K14219	sew:SeSA_A2975
ko:K14219	sew:SeSA_A2973
ko:K14155	sew:SeSA_A1669
ko:K14979	sew:SeSA_A1489
ko:K14978	sew:SeSA_A1490
ko:K06919	sew:SeSA_A0680
ko:K14588	sew:SeSA_A0187
ko:K14682	sew:SeSA_A3155
ko:K14762	sew:SeSA_A3889
ko:K16013	sew:SeSA_A1071
ko:K01146	sew:SeSA_A3132
ko:K14591	sew:SeSA_A0446
ko:K15269	sew:SeSA_B0031
ko:K15351	sew:SeSA_A1501
ko:K15352	sew:SeSA_A2921
ko:K07497	sew:SeSA_A3960
ko:K01051	sew:SeSA_A0936
ko:K00785	sew:SeSA_A3919
ko:K07733	sew:SeSA_A0668
ko:K03227	sew:SeSA_A1516
ko:K03197	sew:SeSA_B0107
ko:K06919	sew:SeSA_A0381
ko:K00932	sew:SeSA_A3433
ko:K14587	sew:SeSA_A1734
ko:K14742	sew:SeSA_A1964
ko:K14761	sew:SeSA_A0586
ko:K16012	sew:SeSA_A1070
ko:K15257	sew:SeSA_A2060
ko:K15256	sew:SeSA_A2059
ko:K15582	sew:SeSA_A1878
ko:K15346	sew:SeSA_A1497
ko:K15347	sew:SeSA_A1302
ko:K15349	sew:SeSA_A1750
ko:K15350	sew:SeSA_A1500
ko:K15368	sew:SeSA_A1495
ko:K15344	sew:SeSA_A1494
ko:K15345	sew:SeSA_A1496
ko:K15580	sew:SeSA_A1880
ko:K15580	sew:SeSA_A1804
ko:K15545	sew:SeSA_A1590
ko:K15724	sew:SeSA_A0227
ko:K15461	sew:SeSA_A2608
ko:K15738	sew:SeSA_A1124
ko:K15540	sew:SeSA_A0208
ko:K15539	sew:SeSA_A2763
ko:K01082	sew:SeSA_A4672
ko:K15532	sew:SeSA_A2066
ko:K02428	sew:SeSA_A3277
ko:K03929	sew:SeSA_A1741
ko:K15633	sew:SeSA_A3903
ko:K15735	sew:SeSA_A2939
ko:K15722	sew:SeSA_A1416
ko:K15736	sew:SeSA_A2934
ko:K04765	sew:SeSA_A3112
ko:K02226	sew:SeSA_A0803
ko:K04093	sew:SeSA_A1358
ko:K12543	sew:SeSA_A2887
ko:K15723	sew:SeSA_A3127
ko:K15833	sew:SeSA_A3006
ko:K15827	sew:SeSA_A3004
ko:K15828	sew:SeSA_A3003
ko:K15583	sew:SeSA_A1877
ko:K16347	sew:SeSA_A4605
ko:K15836	sew:SeSA_A3012
ko:K15536	sew:SeSA_A4689
ko:K15342	sew:SeSA_A3092
ko:K15832	sew:SeSA_A2999
ko:K15834	sew:SeSA_A2998
ko:K01713	sew:SeSA_A0714
ko:K15831	sew:SeSA_A3000
ko:K15268	sew:SeSA_A1622
ko:K15829	sew:SeSA_A3002
ko:K10109	sew:SeSA_A4420
ko:K03712	sew:SeSA_A1625
ko:K12542	sew:SeSA_A2889
ko:K12541	sew:SeSA_A2888
ko:K10716	sew:SeSA_A1875
ko:K15984	sew:SeSA_A3786
ko:K15974	sew:SeSA_A2961
ko:K15977	sew:SeSA_A3423
ko:K18825	sew:SeSA_B0060
ko:K18968	sew:SeSA_A0440
ko:K18984	sew:SeSA_A1493
ko:K15922	sew:SeSA_A4229
ko:K18552	sew:SeSA_B0064
ko:K16092	sew:SeSA_A4341
ko:K16138	sew:SeSA_A3312
ko:K16088	sew:SeSA_A1280
ko:K16089	sew:SeSA_A2438
ko:K16345	sew:SeSA_A3954
ko:K19611	sew:SeSA_A2919
ko:K16136	sew:SeSA_A1564
ko:K16140	sew:SeSA_A3315
ko:K02199	sew:SeSA_A4024
ko:K02198	sew:SeSA_A4025
ko:K02197	sew:SeSA_A4026
ko:K02196	sew:SeSA_A4027
ko:K02195	sew:SeSA_A4028
ko:K02194	sew:SeSA_A4029
ko:K16137	sew:SeSA_A1534
ko:K07347	sew:SeSA_A0207
ko:K16052	sew:SeSA_A1788
ko:K12516	sew:SeSA_A3676
ko:K02495	sew:SeSA_A4215
ko:K19221	sew:SeSA_A1850
ko:K16053	sew:SeSA_A0736
ko:K07347	sew:SeSA_A2388
ko:K16076	sew:SeSA_A1689
ko:K10013	sew:SeSA_A2584
ko:K16066	sew:SeSA_A1614
ko:K16074	sew:SeSA_A1780
ko:K01801	sew:SeSA_A2415
ko:K00254	sew:SeSA_A1120
ko:K06909	sew:SeSA_A0633
ko:K16370	sew:SeSA_A1423
ko:K03299	sew:SeSA_A2727
ko:K16322	sew:SeSA_A3782
ko:K16371	sew:SeSA_A3446
ko:K16291	sew:SeSA_A2184
ko:K16165	sew:SeSA_A2416
ko:K01223	sew:SeSA_A3983
ko:K10673	sew:SeSA_B0085
ko:K16139	sew:SeSA_A3314
ko:K04015	sew:SeSA_A4532
ko:K04014	sew:SeSA_A4531
ko:K16263	sew:SeSA_A4598
ko:K16264	sew:SeSA_A0917
ko:K16693	sew:SeSA_A4137
ko:K16703	sew:SeSA_A2333
ko:K16704	sew:SeSA_A4135
ko:K16711	sew:SeSA_A2332
ko:K16692	sew:SeSA_A2349
ko:K16710	sew:SeSA_A2334
ko:K16695	sew:SeSA_A2335
ko:K19230	sew:SeSA_A1825
ko:K16651	sew:SeSA_A2228
ko:K18816	sew:SeSA_A1736
ko:K01160	sew:SeSA_A4449
ko:K16950	sew:SeSA_A2789
ko:K16951	sew:SeSA_A2790
ko:K16850	sew:SeSA_A0810
ko:K16787	sew:SeSA_A3248
ko:K16786	sew:SeSA_A3247
ko:K16785	sew:SeSA_A3246
ko:K16923	sew:SeSA_A3245
ko:K16849	sew:SeSA_A0809
ko:K16868	sew:SeSA_A1725
ko:K15035	sew:SeSA_A2891
ko:K17467	sew:SeSA_A3976
ko:K00371	sew:SeSA_A1695
ko:K00374	sew:SeSA_A1697
ko:K00373	sew:SeSA_A1696
ko:K02503	sew:SeSA_A1281
ko:K17247	sew:SeSA_A3570
ko:K19697	sew:SeSA_A2227
ko:K13923	sew:SeSA_A2217
ko:K00370	sew:SeSA_A1694
ko:K07307	sew:SeSA_A2768
ko:K12678	sew:SeSA_A3962
ko:K18139	sew:SeSA_A0403
ko:K15841	sew:SeSA_A2807
ko:K17713	sew:SeSA_A2758
ko:K17468	sew:SeSA_A3975
ko:K17463	sew:SeSA_A3974
ko:K17465	sew:SeSA_A3978
ko:K17464	sew:SeSA_A3979
ko:K17466	sew:SeSA_A3977
ko:K01990	sew:SeSA_A0191
ko:K17473	sew:SeSA_A3980
ko:K01992	sew:SeSA_A0192
ko:K05601	sew:SeSA_A1054
ko:K17680	sew:SeSA_A0621
ko:K17686	sew:SeSA_A0562
ko:K19789	sew:SeSA_A2463
ko:K17837	sew:SeSA_A3944
ko:K17722	sew:SeSA_A2425
ko:K17723	sew:SeSA_A2426
ko:K17758	sew:SeSA_A4623
ko:K17759	sew:SeSA_A4623
ko:K18140	sew:SeSA_A3581
ko:K03585	sew:SeSA_A0536
ko:K18015	sew:SeSA_A2515
ko:K02193	sew:SeSA_A4030
ko:K03292	sew:SeSA_A4282
ko:K17938	sew:SeSA_A0430
ko:K18325	sew:SeSA_A0739
ko:K18895	sew:SeSA_A2916
ko:K04343	sew:SeSA_B0084
ko:K18148	sew:SeSA_A0363
ko:K00001	sew:SeSA_A4258
ko:K18142	sew:SeSA_A3584
ko:K17948	sew:SeSA_A1195
ko:K21469	sew:SeSA_A2711
ko:K03605	sew:SeSA_A3328
ko:K18290	sew:SeSA_A3294
ko:K08156	sew:SeSA_A0450
ko:K21430	sew:SeSA_A1013
ko:K19597	sew:SeSA_A0406
ko:K18292	sew:SeSA_A3295
ko:K18320	sew:SeSA_B0055
ko:K18320	sew:SeSA_B0078
ko:K18320	sew:SeSA_B0048
ko:K18320	sew:SeSA_B0070
ko:K18320	sew:SeSA_B0040
ko:K18320	sew:SeSA_B0014
ko:K18320	sew:SeSA_B0096
ko:K18320	sew:SeSA_B0099
ko:K18320	sew:SeSA_B0076
ko:K18288	sew:SeSA_A3293
ko:K18324	sew:SeSA_A2714
ko:K18326	sew:SeSA_A2366
ko:K18476	sew:SeSA_B0033
ko:K11904	sew:SeSA_A0322
ko:K18479	sew:SeSA_A4231
ko:K18478	sew:SeSA_A4235
ko:K18446	sew:SeSA_A3392
ko:K18475	sew:SeSA_A2113
ko:K18507	sew:SeSA_A3735
ko:K18522	sew:SeSA_A3176
ko:K18521	sew:SeSA_A3145
ko:K18518	sew:SeSA_A1459
ko:K18504	sew:SeSA_A3520
ko:K18505	sew:SeSA_A4147
ko:K18511	sew:SeSA_A2967
ko:K18512	sew:SeSA_A1771
ko:K18508	sew:SeSA_A1022
ko:K18513	sew:SeSA_A2494
ko:K18523	sew:SeSA_A3177
ko:K18506	sew:SeSA_A0123
ko:K18520	sew:SeSA_A2373
ko:K18502	sew:SeSA_A2144
ko:K18503	sew:SeSA_A0559
ko:K18509	sew:SeSA_A1758
ko:K18515	sew:SeSA_A3126
ko:K18516	sew:SeSA_A4213
ko:K18528	sew:SeSA_A4334
ko:K18527	sew:SeSA_A4211
ko:K18698	sew:SeSA_B0046
ko:K18691	sew:SeSA_A2810
ko:K18697	sew:SeSA_A2812
ko:K03791	sew:SeSA_A2021
