ko:K00344	vcm:VCM66_0510
ko:K14226	vcm:VCM66_tRNAHIS1
ko:K14226	vcm:VCM66_tRNAHIS2
ko:K07639	vcm:VCM66_1274
ko:K14230	vcm:VCM66_tRNAMET9
ko:K14237	vcm:VCM66_tRNAVAL3
ko:K14237	vcm:VCM66_tRNAVAL4
ko:K14222	vcm:VCM66_tRNACYS1
ko:K14222	vcm:VCM66_AtRNACYS1
ko:K14222	vcm:VCM66_AtRNACYS2
ko:K15396	vcm:VCM66_0704
ko:K02362	vcm:VCM66_0738
ko:K03409	vcm:VCM66_0361
ko:K14230	vcm:VCM66_tRNAMET4
ko:K14230	vcm:VCM66_tRNAMET5
ko:K07491	vcm:VCM66_0827
ko:K14230	vcm:VCM66_tRNAMET1
ko:K14230	vcm:VCM66_tRNAMET2
ko:K14230	vcm:VCM66_tRNAMET3
ko:K01980	vcm:VCM66_23S01
ko:K01980	vcm:VCM66_23S05
ko:K01980	vcm:VCM66_23S07
ko:K01980	vcm:VCM66_23S03
ko:K01980	vcm:VCM66_23S04
ko:K01980	vcm:VCM66_23S02
ko:K01980	vcm:VCM66_23S06
ko:K14219	vcm:VCM66_tRNAARG3
ko:K14219	vcm:VCM66_tRNAARG7
ko:K14219	vcm:VCM66_tRNAARG5
ko:K14170	vcm:VCM66_0663
ko:K14219	vcm:VCM66_tRNAARG2
ko:K14219	vcm:VCM66_tRNAARG4
ko:K14219	vcm:VCM66_tRNAARG6
ko:K01183	vcm:VCM66_1876
ko:K04778	vcm:VCM66_0733
ko:K11748	vcm:VCM66_2527
ko:K11903	vcm:VCM66_A0016
ko:K00986	vcm:VCM66_2308
ko:K07733	vcm:VCM66_1732
ko:K07483	vcm:VCM66_1420
ko:K08676	vcm:VCM66_A0043
ko:K00018	vcm:VCM66_2426
ko:K12237	vcm:VCM66_2132
ko:K00128	vcm:VCM66_0777
ko:K11201	vcm:VCM66_1745
ko:K11202	vcm:VCM66_1745
ko:K11203	vcm:VCM66_1745
ko:K10126	vcm:VCM66_A0140
ko:K06946	vcm:VCM66_1729
ko:K06957	vcm:VCM66_A1068
ko:K00640	vcm:VCM66_0876
ko:K03410	vcm:VCM66_1039
ko:K14223	vcm:VCM66_tRNAGLN5
ko:K14223	vcm:VCM66_tRNAGLN4
ko:K14742	vcm:VCM66_1913
ko:K01802	vcm:VCM66_A0619
ko:K00813	vcm:VCM66_A0472
ko:K01176	vcm:VCM66_A0246
ko:K11908	vcm:VCM66_A0115
ko:K14540	vcm:VCM66_A0487
ko:K08316	vcm:VCM66_0146
ko:K01755	vcm:VCM66_2561
ko:K14652	vcm:VCM66_2192
ko:K00638	vcm:VCM66_A0249
ko:K12995	vcm:VCM66_0244
ko:K14645	vcm:VCM66_0156
ko:K02803	vcm:VCM66_0951
ko:K02804	vcm:VCM66_0951
ko:K08720	vcm:VCM66_0591
ko:K03566	vcm:VCM66_0853
ko:K01146	vcm:VCM66_0855
ko:K16013	vcm:VCM66_1136
ko:K02031	vcm:VCM66_0169
ko:K02032	vcm:VCM66_0169
ko:K11939	vcm:VCM66_1266
ko:K10823	vcm:VCM66_1051
ko:K03604	vcm:VCM66_1661
ko:K08985	vcm:VCM66_0132
ko:K01659	vcm:VCM66_1292
ko:K02822	vcm:VCM66_A0242
ko:K03475	vcm:VCM66_A0242
ko:K10117	vcm:VCM66_A0991
ko:K14228	vcm:VCM66_tRNALEU1
ko:K07491	vcm:VCM66_A0453
ko:K14761	vcm:VCM66_A0541
ko:K02030	vcm:VCM66_A0938
ko:K01674	vcm:VCM66_A0270
ko:K02482	vcm:VCM66_1463
ko:K11018	vcm:VCM66_A0214
ko:K01186	vcm:VCM66_1722
ko:K14682	vcm:VCM66_2239
ko:K00020	vcm:VCM66_A0007
ko:K02476	vcm:VCM66_1545
ko:K16012	vcm:VCM66_1135
ko:K12543	vcm:VCM66_1561
ko:K15256	vcm:VCM66_1119
ko:K15257	vcm:VCM66_1118
ko:K08086	vcm:VCM66_0954
ko:K15580	vcm:VCM66_1047
ko:K15545	vcm:VCM66_1931
ko:K15724	vcm:VCM66_0585
ko:K01252	vcm:VCM66_0729
ko:K15738	vcm:VCM66_1429
ko:K15633	vcm:VCM66_0320
ko:K15736	vcm:VCM66_A0145
ko:K02428	vcm:VCM66_0441
ko:K15582	vcm:VCM66_1049
ko:K04765	vcm:VCM66_2373
ko:K15723	vcm:VCM66_0860
ko:K11741	vcm:VCM66_1348
ko:K15461	vcm:VCM66_2033
ko:K15460	vcm:VCM66_0619
ko:K15835	vcm:VCM66_0192
ko:K15581	vcm:VCM66_1048
ko:K15539	vcm:VCM66_0716
ko:K18136	vcm:VCM66_0165
ko:K15536	vcm:VCM66_A0853
ko:K01082	vcm:VCM66_2642
ko:K12542	vcm:VCM66_A1038
ko:K15977	vcm:VCM66_A0978
ko:K12541	vcm:VCM66_A1041
ko:K15984	vcm:VCM66_0073
ko:K03320	vcm:VCM66_0565
ko:K15986	vcm:VCM66_1627
ko:K19736	vcm:VCM66_1685
ko:K16089	vcm:VCM66_0460
ko:K16092	vcm:VCM66_0155
ko:K10023	vcm:VCM66_1784
ko:K07491	vcm:VCM66_A0198
ko:K07491	vcm:VCM66_1798
ko:K07497	vcm:VCM66_A0750
ko:K07497	vcm:VCM66_A0467
ko:K07497	vcm:VCM66_A0396
ko:K07497	vcm:VCM66_A0272
ko:K07497	vcm:VCM66_1727
ko:K07483	vcm:VCM66_A0751
ko:K07483	vcm:VCM66_A0466
ko:K07483	vcm:VCM66_A0397
ko:K07483	vcm:VCM66_A0273
ko:K07481	vcm:VCM66_A0434
ko:K06996	vcm:VCM66_A0390
ko:K03098	vcm:VCM66_A0356
ko:K03321	vcm:VCM66_1955
ko:K02028	vcm:VCM66_A0995
ko:K16087	vcm:VCM66_A0583
ko:K16087	vcm:VCM66_A0228
ko:K16053	vcm:VCM66_0250
ko:K16087	vcm:VCM66_A0535
ko:K10024	vcm:VCM66_1785
ko:K10022	vcm:VCM66_1786
ko:K10025	vcm:VCM66_1787
ko:K16074	vcm:VCM66_2257
ko:K10716	vcm:VCM66_A0190
ko:K16345	vcm:VCM66_2632
ko:K16317	vcm:VCM66_A1017
ko:K00209	vcm:VCM66_1678
ko:K03299	vcm:VCM66_A0864
ko:K01990	vcm:VCM66_1599
ko:K16171	vcm:VCM66_1301
ko:K16263	vcm:VCM66_A0806
ko:K04771	vcm:VCM66_0524
ko:K19226	vcm:VCM66_1620
ko:K19227	vcm:VCM66_1621
ko:K15583	vcm:VCM66_A0937
ko:K10823	vcm:VCM66_A0937
ko:K19229	vcm:VCM66_1623
ko:K19228	vcm:VCM66_1622
ko:K19230	vcm:VCM66_1624
ko:K16963	vcm:VCM66_0008
ko:K02030	vcm:VCM66_2542
ko:K02030	vcm:VCM66_A0997
ko:K02503	vcm:VCM66_1821
ko:K11209	vcm:VCM66_A0543
ko:K17713	vcm:VCM66_0720
ko:K19092	vcm:VCM66_A0314
ko:K02029	vcm:VCM66_A0996
ko:K02029	vcm:VCM66_A0998
ko:K01990	vcm:VCM66_0547
ko:K01992	vcm:VCM66_0548
ko:K01992	vcm:VCM66_1548
ko:K11069	vcm:VCM66_A1069
ko:K17686	vcm:VCM66_2138
ko:K01533	vcm:VCM66_1393
ko:K19789	vcm:VCM66_1575
ko:K02030	vcm:VCM66_A0542
ko:K19745	vcm:VCM66_0026
ko:K00254	vcm:VCM66_1434
ko:K00209	vcm:VCM66_A0743
ko:K17758	vcm:VCM66_A0187
ko:K17759	vcm:VCM66_A0187
ko:K18218	vcm:VCM66_1087
ko:K21379	vcm:VCM66_0240
ko:K18009	vcm:VCM66_1531
ko:K03585	vcm:VCM66_0164
ko:K18138	vcm:VCM66_0163
ko:K17948	vcm:VCM66_1712
ko:K07090	vcm:VCM66_0631
ko:K20949	vcm:VCM66_0894
ko:K20962	vcm:VCM66_A0744
ko:K21498	vcm:VCM66_A0372
ko:K00138	vcm:VCM66_1742
ko:K20977	vcm:VCM66_A1043
ko:K18446	vcm:VCM66_2363
ko:K18454	vcm:VCM66_1235
ko:K18676	vcm:VCM66_0572
ko:K09796	vcm:VCM66_A0036
ko:K18675	vcm:VCM66_0570
ko:K18765	vcm:VCM66_0383
ko:K18691	vcm:VCM66_0823
ko:K02847	vcm:VCM66_0225
ko:K18800	vcm:VCM66_2397
ko:K18778	vcm:VCM66_2351
ko:K20862	vcm:VCM66_0129
ko:K18657	vcm:VCM66_1433
ko:K10747	vcm:VCM66_1483
ko:K18930	vcm:VCM66_A0944
ko:K18893	vcm:VCM66_A0955
ko:K03976	vcm:VCM66_2095
ko:K01872	vcm:VCM66_0722
ko:K03526	vcm:VCM66_0717
ko:K18990	vcm:VCM66_0586
ko:K18989	vcm:VCM66_0587
ko:K18979	vcm:VCM66_0326
ko:K19000	vcm:VCM66_A0908
ko:K19157	vcm:VCM66_A0362
ko:K00571	vcm:VCM66_A0407
ko:K22468	vcm:VCM66_0686
ko:K19236	vcm:VCM66_A0055
ko:K07451	vcm:VCM66_A0346
ko:K19221	vcm:VCM66_0995
ko:K01992	vcm:VCM66_1549
ko:K01992	vcm:VCM66_1600
ko:K08604	vcm:VCM66_A0824
ko:K19337	vcm:VCM66_1104
ko:K19302	vcm:VCM66_2410
ko:K22042	vcm:VCM66_0636
ko:K19334	vcm:VCM66_1496
ko:K19693	vcm:VCM66_2004
ko:K19694	vcm:VCM66_0580
ko:K07666	vcm:VCM66_A1062
ko:K01258	vcm:VCM66_1298
ko:K19804	vcm:VCM66_1836
ko:K19810	vcm:VCM66_2581
ko:K21636	vcm:VCM66_A0470
ko:K08723	vcm:VCM66_A0566
ko:K20263	vcm:VCM66_A0641
ko:K20264	vcm:VCM66_A0640
ko:K09788	vcm:VCM66_1294
ko:K20455	vcm:VCM66_1293
ko:K19591	vcm:VCM66_0930
ko:K01214	vcm:VCM66_A0987
ko:K20922	vcm:VCM66_0882
ko:K20947	vcm:VCM66_0879
ko:K20920	vcm:VCM66_0891
ko:K20963	vcm:VCM66_1532
ko:K20988	vcm:VCM66_0892
ko:K16554	vcm:VCM66_0893
ko:K20954	vcm:VCM66_1533
ko:K20953	vcm:VCM66_0885
ko:K20955	vcm:VCM66_1060
ko:K20957	vcm:VCM66_1022
ko:K20958	vcm:VCM66_2208
ko:K20960	vcm:VCM66_A0899
ko:K20959	vcm:VCM66_1331
ko:K20961	vcm:VCM66_2377
ko:K20966	vcm:VCM66_0661
ko:K20921	vcm:VCM66_0877
ko:K20978	vcm:VCM66_A1044
ko:K20918	vcm:VCM66_A0912
ko:K20945	vcm:VCM66_0873
ko:K20946	vcm:VCM66_0878
ko:K20948	vcm:VCM66_0883
ko:K20950	vcm:VCM66_0895
ko:K20951	vcm:VCM66_1812
ko:K20952	vcm:VCM66_0887
ko:K21029	vcm:VCM66_A0576
ko:K21217	vcm:VCM66_2521
ko:K00971	vcm:VCM66_0229
ko:K20919	vcm:VCM66_0623
ko:K08968	vcm:VCM66_1441
ko:K00424	vcm:VCM66_1765
ko:K07181	vcm:VCM66_0137
ko:K02495	vcm:VCM66_0116
ko:K20964	vcm:VCM66_0130
ko:K20965	vcm:VCM66_0611
ko:K21218	vcm:VCM66_0964
ko:K21405	vcm:VCM66_1740
ko:K21420	vcm:VCM66_1676
ko:K21470	vcm:VCM66_1223
ko:K07334	vcm:VCM66_A0371
ko:K21606	vcm:VCM66_1029
ko:K21606	vcm:VCM66_A0658
ko:K21712	vcm:VCM66_A0770
ko:K19285	vcm:VCM66_0673
ko:K21936	vcm:VCM66_A0869
ko:K06212	vcm:VCM66_A0499
ko:K22132	vcm:VCM66_2234
ko:K22105	vcm:VCM66_0152
ko:K03079	vcm:VCM66_A0237
ko:K11391	vcm:VCM66_2220
