ko:K01183	bal:BACI_c04380
ko:K17828	bal:BACI_c38370
ko:K17837	bal:BACI_c33980
ko:K06518	bal:BACI_c36180
ko:K18115	bal:BACI_c35010
ko:K00661	bal:BACI_c32990
ko:K01791	bal:BACI_c51850
ko:K01791	bal:BACI_c52610
ko:K01497	bal:BACI_c33480
ko:K07284	bal:BACI_c06960
ko:K18104	bal:BACI_c19310
ko:K02479	bal:BACI_c22290
ko:K01759	bal:BACI_c52040
ko:K08168	bal:BACI_c44780
ko:K21379	bal:BACI_c34680
ko:K18220	bal:BACI_c29960
ko:K00102	bal:BACI_c34640
ko:K08221	bal:BACI_c53660
ko:K00004	bal:BACI_c06830
ko:K01286	bal:BACI_c50180
ko:K00004	bal:BACI_c08860
ko:K07222	bal:BACI_c34060
ko:K17910	bal:BACI_c14180
ko:K01286	bal:BACI_c53840
ko:K01286	bal:BACI_c17450
ko:K01286	bal:BACI_c19270
ko:K01286	bal:BACI_c22340
ko:K01286	bal:BACI_c26360
ko:K17910	bal:BACI_c20550
ko:K00663	bal:BACI_c29190
ko:K05396	bal:BACI_c31780
ko:K07145	bal:BACI_c45330
ko:K07145	bal:BACI_c29410
ko:K21472	bal:BACI_c49790
ko:K01286	bal:BACI_c20310
ko:K01286	bal:BACI_c25280
ko:K01286	bal:BACI_c30980
ko:K02809	bal:BACI_c08610
ko:K02810	bal:BACI_c08610
ko:K05303	bal:BACI_c12470
ko:K06880	bal:BACI_c22350
ko:K21993	bal:BACI_c36770
ko:K18234	bal:BACI_c26040
ko:K19302	bal:BACI_c26230
ko:K00128	bal:BACI_c27950
ko:K00128	bal:BACI_c27960
ko:K01652	bal:BACI_c18360
ko:K01953	bal:BACI_c11880
ko:K03311	bal:BACI_c14840
ko:K06418	bal:BACI_c30750
ko:K03406	bal:BACI_c04190
ko:K05814	bal:BACI_c05750
ko:K02499	bal:BACI_c00640
ko:K06295	bal:BACI_c06420
ko:K03761	bal:BACI_c09570
ko:K07533	bal:BACI_c28270
ko:K19449	bal:BACI_c13160
ko:K03924	bal:BACI_c31300
ko:K03611	bal:BACI_pCIXO101940
ko:K01434	bal:BACI_c32270
ko:K11752	bal:BACI_c40800
ko:K15580	bal:BACI_pCIXO200880
ko:K00548	bal:BACI_c42180
ko:K01739	bal:BACI_c42230
ko:K02004	bal:BACI_c51020
ko:K02003	bal:BACI_c51050
ko:K02004	bal:BACI_c51060
ko:K08974	bal:BACI_c51400
ko:K03303	bal:BACI_c52140
ko:K07107	bal:BACI_c35520
ko:K06518	bal:BACI_c37020
ko:K12574	bal:BACI_c37480
ko:K12574	bal:BACI_c37490
ko:K07729	bal:BACI_pCIXO100580
ko:K00937	bal:BACI_c39500
ko:K02003	bal:BACI_c48220
ko:K00759	bal:BACI_pCIXO101320
ko:K07717	bal:BACI_c30930
ko:K01436	bal:BACI_c14110
ko:K21113	bal:BACI_c26070
ko:K22579	bal:BACI_c30610
ko:K03742	bal:BACI_c37310
ko:K00681	bal:BACI_pCIXO200610
ko:K02351	bal:BACI_c30650
ko:K06384	bal:BACI_c40620
ko:K06380	bal:BACI_c44430
ko:K12555	bal:BACI_c14980
ko:K12555	bal:BACI_c11100
ko:K18640	bal:BACI_c27050
ko:K06896	bal:BACI_c04220
ko:K18672	bal:BACI_c01940
ko:K18707	bal:BACI_c42790
ko:K18692	bal:BACI_c42560
ko:K18929	bal:BACI_c13370
ko:K18924	bal:BACI_c41800
ko:K18925	bal:BACI_c41810
ko:K03790	bal:BACI_c29640
ko:K18928	bal:BACI_c32110
ko:K18907	bal:BACI_c26450
ko:K03790	bal:BACI_c30230
ko:K03790	bal:BACI_c28150
ko:K03790	bal:BACI_c23700
ko:K01777	bal:BACI_c09400
ko:K07171	bal:BACI_c02840
ko:K06147	bal:BACI_c23860
ko:K03789	bal:BACI_c16070
ko:K03169	bal:BACI_c04250
ko:K18967	bal:BACI_c54090
ko:K03790	bal:BACI_c18630
ko:K03790	bal:BACI_c26720
ko:K18928	bal:BACI_c13360
ko:K03169	bal:BACI_c18880
ko:K05593	bal:BACI_c19350
ko:K18929	bal:BACI_c32100
ko:K03111	bal:BACI_c21210
ko:K06147	bal:BACI_c23850
ko:K04565	bal:BACI_c49140
ko:K03205	bal:BACI_pCIXO200160
ko:K03502	bal:BACI_pCIXO200920
ko:K03169	bal:BACI_pCIXO201030
ko:K03496	bal:BACI_c54590
ko:K00662	bal:BACI_c28860
ko:K03111	bal:BACI_c54790
ko:K03497	bal:BACI_c54850
ko:K03496	bal:BACI_c54860
ko:K03497	bal:BACI_c54870
ko:K19055	bal:BACI_c49770
ko:K19055	bal:BACI_c29870
ko:K19005	bal:BACI_c29020
ko:K07149	bal:BACI_c53980
ko:K01872	bal:BACI_c35690
ko:K07029	bal:BACI_c03690
ko:K03526	bal:BACI_c42490
ko:K18979	bal:BACI_c05540
ko:K01174	bal:BACI_pCIXO101970
ko:K07816	bal:BACI_c43300
ko:K14742	bal:BACI_c03040
ko:K00344	bal:BACI_c33400
ko:K00986	bal:BACI_pCIXO100120
ko:K00354	bal:BACI_c20000
ko:K02777	bal:BACI_c53140
ko:K01239	bal:BACI_c28560
ko:K00001	bal:BACI_c34570
ko:K02032	bal:BACI_c02270
ko:K11615	bal:BACI_c05870
ko:K01090	bal:BACI_c12430
ko:K03296	bal:BACI_c07270
ko:K01271	bal:BACI_c38290
ko:K06308	bal:BACI_c47320
ko:K01081	bal:BACI_c49820
ko:K03328	bal:BACI_c00620
ko:K00798	bal:BACI_c15220
ko:K19170	bal:BACI_pCIXO100330
ko:K00344	bal:BACI_c34370
ko:K01710	bal:BACI_c12550
ko:K00433	bal:BACI_c47760
ko:K02034	bal:BACI_c22320
ko:K06307	bal:BACI_c35180
ko:K01897	bal:BACI_c35760
ko:K01447	bal:BACI_c09150
ko:K06345	bal:BACI_c44130
ko:K01897	bal:BACI_c35730
ko:K21900	bal:BACI_c51620
ko:K12132	bal:BACI_c38150
ko:K02031	bal:BACI_c06700
ko:K19271	bal:BACI_c23590
ko:K00020	bal:BACI_c23000
ko:K19294	bal:BACI_c09290
ko:K01990	bal:BACI_c30000
ko:K01567	bal:BACI_c04800
ko:K07496	bal:BACI_c47180
ko:K07496	bal:BACI_c30500
ko:K01992	bal:BACI_c17900
ko:K01992	bal:BACI_c25130
ko:K00020	bal:BACI_c40110
ko:K19302	bal:BACI_c13230
ko:K00638	bal:BACI_c24690
ko:K01992	bal:BACI_c13970
ko:K19405	bal:BACI_c01060
ko:K01990	bal:BACI_c53950
ko:K01992	bal:BACI_c52770
ko:K01990	bal:BACI_c13960
ko:K01990	bal:BACI_c36150
ko:K19302	bal:BACI_c26930
ko:K19302	bal:BACI_c47580
ko:K19411	bal:BACI_c01050
ko:K19350	bal:BACI_c24990
ko:K03574	bal:BACI_c47870
ko:K07149	bal:BACI_c32030
ko:K01436	bal:BACI_c07140
ko:K07496	bal:BACI_c10470
ko:K07496	bal:BACI_c46110
ko:K03722	bal:BACI_c15850
ko:K03722	bal:BACI_c16050
ko:K19302	bal:BACI_c24770
ko:K18567	bal:BACI_c50260
ko:K06881	bal:BACI_c45990
ko:K00887	bal:BACI_c42710
ko:K19689	bal:BACI_c46790
ko:K19701	bal:BACI_c53540
ko:K07315	bal:BACI_c10280
ko:K01258	bal:BACI_c41140
ko:K19689	bal:BACI_c31890
ko:K07148	bal:BACI_c51040
ko:K20480	bal:BACI_c06070
ko:K21755	bal:BACI_c32120
ko:K00547	bal:BACI_c42200
ko:K00297	bal:BACI_c42200
ko:K15777	bal:BACI_c18450
ko:K19802	bal:BACI_c28180
ko:K00863	bal:BACI_c10010
ko:K00863	bal:BACI_c10030
ko:K19955	bal:BACI_c36690
ko:K21636	bal:BACI_c35480
ko:K05770	bal:BACI_c31210
ko:K19975	bal:BACI_c31370
ko:K19976	bal:BACI_c31380
ko:K19973	bal:BACI_c31390
ko:K18889	bal:BACI_c36290
ko:K20074	bal:BACI_c38160
ko:K00001	bal:BACI_c21790
ko:K10680	bal:BACI_c35960
ko:K20201	bal:BACI_c53130
ko:K20116	bal:BACI_c40180
ko:K20117	bal:BACI_c40180
ko:K20118	bal:BACI_c40180
ko:K20390	bal:BACI_c53440
ko:K20391	bal:BACI_c53450
ko:K20491	bal:BACI_c37160
ko:K20492	bal:BACI_c37150
ko:K20461	bal:BACI_c10400
ko:K20460	bal:BACI_c10390
ko:K20459	bal:BACI_c10380
ko:K00526	bal:BACI_c13920
ko:K20487	bal:BACI_c37130
ko:K20488	bal:BACI_c37140
ko:K20490	bal:BACI_c37170
ko:K20534	bal:BACI_c54270
ko:K06343	bal:BACI_c12630
ko:K18889	bal:BACI_c08980
ko:K08884	bal:BACI_c22680
ko:K18890	bal:BACI_c08990
ko:K18890	bal:BACI_c36280
ko:K00302	bal:BACI_c28030
ko:K00302	bal:BACI_c28040
ko:K20742	bal:BACI_c28170
ko:K11751	bal:BACI_c31040
ko:K01208	bal:BACI_c39730
ko:K21029	bal:BACI_c35110
ko:K20895	bal:BACI_c04880
ko:K21029	bal:BACI_c20950
ko:K21029	bal:BACI_c47220
ko:K21064	bal:BACI_c12030
ko:K08968	bal:BACI_c46490
ko:K00821	bal:BACI_c29800
ko:K00821	bal:BACI_c41000
ko:K00435	bal:BACI_c53830
ko:K07313	bal:BACI_c05800
ko:K02314	bal:BACI_c09690
ko:K00525	bal:BACI_c13910
ko:K00560	bal:BACI_c21930
ko:K00287	bal:BACI_c21940
ko:K03546	bal:BACI_c23070
ko:K02314	bal:BACI_c54740
ko:K04068	bal:BACI_c35470
ko:K03553	bal:BACI_c37290
ko:K03553	bal:BACI_c37300
ko:K02316	bal:BACI_c42630
ko:K06217	bal:BACI_c42740
ko:K00857	bal:BACI_c53250
ko:K01493	bal:BACI_c42950
ko:K03546	bal:BACI_c43090
ko:K07258	bal:BACI_c15130
ko:K05375	bal:BACI_c23180
ko:K02031	bal:BACI_c02260
ko:K02335	bal:BACI_c45800
ko:K00525	bal:BACI_c13880
ko:K21416	bal:BACI_c27380
ko:K21417	bal:BACI_c27370
ko:K21405	bal:BACI_c27270
ko:K21481	bal:BACI_c11090
ko:K21464	bal:BACI_c53690
ko:K21465	bal:BACI_c42430
ko:K21465	bal:BACI_c26110
ko:K21465	bal:BACI_c24750
ko:K21465	bal:BACI_c30350
ko:K21467	bal:BACI_c21950
ko:K21467	bal:BACI_c24710
ko:K21468	bal:BACI_c43640
ko:K22044	bal:BACI_c54830
ko:K21471	bal:BACI_c51800
ko:K21471	bal:BACI_c14720
ko:K21567	bal:BACI_c03990
ko:K21493	bal:BACI_c03130
ko:K21493	bal:BACI_c03140
ko:K21493	bal:BACI_c03150
ko:K21493	bal:BACI_c10500
ko:K21613	bal:BACI_c36130
ko:K21567	bal:BACI_c49340
ko:K21600	bal:BACI_c36820
ko:K21493	bal:BACI_c48050
ko:K21713	bal:BACI_c27900
ko:K21929	bal:BACI_c15720
ko:K21935	bal:BACI_c22590
ko:K21902	bal:BACI_c53670
ko:K11923	bal:BACI_c33190
ko:K18244	bal:BACI_c53370
ko:K21993	bal:BACI_c35120
ko:K21903	bal:BACI_c06040
ko:K00754	bal:BACI_c15780
ko:K01463	bal:BACI_c15770
ko:K22135	bal:BACI_c34210
ko:K22136	bal:BACI_c38750
ko:K01585	bal:BACI_c39190
ko:K14274	bal:BACI_c25680
ko:K03595	bal:BACI_c42690
ko:K02116	bal:BACI_c09940
ko:K22112	bal:BACI_c54410
ko:K22132	bal:BACI_c43880
ko:K22106	bal:BACI_c29060
ko:K01932	bal:BACI_pCIXO200640
ko:K22116	bal:BACI_pCIXO200630
ko:K07456	bal:BACI_c34400
ko:K22278	bal:BACI_c19360
ko:K22278	bal:BACI_c35630
ko:K02257	bal:BACI_c39020
ko:K01551	bal:BACI_c03630
ko:K13566	bal:BACI_c40020
ko:K18672	bal:BACI_c49280
ko:K22441	bal:BACI_c32050
ko:K22491	bal:BACI_c15330
