ko:K13040	sbn:Sbal195_3859
ko:K01969	sbn:Sbal195_2974
ko:K00407	sbn:Sbal195_2218
ko:K06967	sbn:Sbal195_2444
ko:K09909	sbn:Sbal195_2745
ko:K13771	sbn:Sbal195_0043
ko:K03317	sbn:Sbal195_3368
ko:K13766	sbn:Sbal195_2975
ko:K07017	sbn:Sbal195_1563
ko:K03605	sbn:Sbal195_1919
ko:K14153	sbn:Sbal195_2438
ko:K08325	sbn:Sbal195_0271
ko:K00830	sbn:Sbal195_4124
ko:K07250	sbn:Sbal195_1205
ko:K14220	sbn:Sbal195_R0061
ko:K14220	sbn:Sbal195_R0064
ko:K14220	sbn:Sbal195_R0063
ko:K14220	sbn:Sbal195_R0065
ko:K14220	sbn:Sbal195_R0062
ko:K15539	sbn:Sbal195_3149
ko:K14219	sbn:Sbal195_R0108
ko:K14236	sbn:Sbal195_R0014
ko:K14236	sbn:Sbal195_R0068
ko:K14236	sbn:Sbal195_R0067
ko:K14236	sbn:Sbal195_R0066
ko:K14228	sbn:Sbal195_R0037
ko:K14228	sbn:Sbal195_R0038
ko:K14266	sbn:Sbal195_1209
ko:K14221	sbn:Sbal195_R0005
ko:K14221	sbn:Sbal195_R0137
ko:K14221	sbn:Sbal195_R0021
ko:K14221	sbn:Sbal195_R0060
ko:K14233	sbn:Sbal195_R0114
ko:K14233	sbn:Sbal195_R0120
ko:K14232	sbn:Sbal195_R0075
ko:K19591	sbn:Sbal195_1534
ko:K13590	sbn:Sbal195_2370
ko:K07791	sbn:Sbal195_0644
ko:K14187	sbn:Sbal195_1292
ko:K14233	sbn:Sbal195_R0059
ko:K14234	sbn:Sbal195_R0029
ko:K14234	sbn:Sbal195_R0016
ko:K14224	sbn:Sbal195_R0095
ko:K14224	sbn:Sbal195_R0101
ko:K14224	sbn:Sbal195_R0098
ko:K14224	sbn:Sbal195_R0099
ko:K14224	sbn:Sbal195_R0096
ko:K14224	sbn:Sbal195_R0097
ko:K14224	sbn:Sbal195_R0102
ko:K14228	sbn:Sbal195_R0071
ko:K14228	sbn:Sbal195_R0077
ko:K14228	sbn:Sbal195_R0076
ko:K14218	sbn:Sbal195_R0092
ko:K09935	sbn:Sbal195_1731
ko:K21029	sbn:Sbal195_0135
ko:K14218	sbn:Sbal195_R0009
ko:K14218	sbn:Sbal195_R0026
ko:K14230	sbn:Sbal195_R0125
ko:K14230	sbn:Sbal195_R0129
ko:K07017	sbn:Sbal195_1862
ko:K00459	sbn:Sbal195_4010
ko:K14218	sbn:Sbal195_R0100
ko:K14218	sbn:Sbal195_R0103
ko:K02010	sbn:Sbal195_3815
ko:K14225	sbn:Sbal195_R0015
ko:K14223	sbn:Sbal195_R0126
ko:K14223	sbn:Sbal195_R0127
ko:K14223	sbn:Sbal195_R0123
ko:K00674	sbn:Sbal195_1478
ko:K14445	sbn:Sbal195_4030
ko:K02406	sbn:Sbal195_3077
ko:K02406	sbn:Sbal195_3084
ko:K02005	sbn:Sbal195_1029
ko:K02304	sbn:Sbal195_2876
ko:K06147	sbn:Sbal195_1057
ko:K08177	sbn:Sbal195_0061
ko:K14205	sbn:Sbal195_2788
ko:K02482	sbn:Sbal195_4455
ko:K09810	sbn:Sbal195_2508
ko:K07216	sbn:Sbal195_0827
ko:K06858	sbn:Sbal195_1017
ko:K06867	sbn:Sbal195_0254
ko:K14170	sbn:Sbal195_1297
ko:K01990	sbn:Sbal195_0078
ko:K03307	sbn:Sbal195_4423
ko:K14234	sbn:Sbal195_R0013
ko:K14234	sbn:Sbal195_R0110
ko:K14234	sbn:Sbal195_R0112
ko:K15011	sbn:Sbal195_0453
ko:K14231	sbn:Sbal195_R0039
ko:K14231	sbn:Sbal195_R0109
ko:K14231	sbn:Sbal195_R0111
ko:K14260	sbn:Sbal195_2186
ko:K14441	sbn:Sbal195_0538
ko:K14227	sbn:Sbal195_R0008
ko:K14227	sbn:Sbal195_R0025
ko:K14227	sbn:Sbal195_R0093
ko:K15045	sbn:Sbal195_2243
ko:K07729	sbn:Sbal195_1971
ko:K01524	sbn:Sbal195_1869
ko:K01985	sbn:Sbal195_R0004
ko:K01985	sbn:Sbal195_R0042
ko:K01985	sbn:Sbal195_R0152
ko:K01985	sbn:Sbal195_R0020
ko:K01985	sbn:Sbal195_R0028
ko:K01985	sbn:Sbal195_R0035
ko:K01985	sbn:Sbal195_R0012
ko:K01985	sbn:Sbal195_R0030
ko:K01985	sbn:Sbal195_R0147
ko:K01985	sbn:Sbal195_R0138
ko:K01985	sbn:Sbal195_R0090
ko:K07003	sbn:Sbal195_2554
ko:K08084	sbn:Sbal195_0864
ko:K14226	sbn:Sbal195_R0050
ko:K14226	sbn:Sbal195_R0143
ko:K14230	sbn:Sbal195_R0043
ko:K14237	sbn:Sbal195_R0073
ko:K14237	sbn:Sbal195_R0074
ko:K01978	sbn:Sbal195_R0146
ko:K01083	sbn:Sbal195_2351
ko:K14222	sbn:Sbal195_R0070
ko:K14222	sbn:Sbal195_R0078
ko:K15396	sbn:Sbal195_2505
ko:K14237	sbn:Sbal195_R0104
ko:K14237	sbn:Sbal195_R0105
ko:K14237	sbn:Sbal195_R0107
ko:K14237	sbn:Sbal195_R0106
ko:K14219	sbn:Sbal195_R0049
ko:K06133	sbn:Sbal195_1455
ko:K14230	sbn:Sbal195_R0084
ko:K14230	sbn:Sbal195_R0085
ko:K14230	sbn:Sbal195_R0086
ko:K14230	sbn:Sbal195_R0087
ko:K14230	sbn:Sbal195_R0088
ko:K14230	sbn:Sbal195_R0089
ko:K14230	sbn:Sbal195_R0121
ko:K01980	sbn:Sbal195_R0148
ko:K01980	sbn:Sbal195_R0139
ko:K01980	sbn:Sbal195_R0027
ko:K01980	sbn:Sbal195_R0034
ko:K01980	sbn:Sbal195_R0091
ko:K01980	sbn:Sbal195_R0019
ko:K01980	sbn:Sbal195_R0153
ko:K01980	sbn:Sbal195_R0002
ko:K01980	sbn:Sbal195_R0041
ko:K01980	sbn:Sbal195_R0011
ko:K14219	sbn:Sbal195_R0113
ko:K14219	sbn:Sbal195_R0115
ko:K14219	sbn:Sbal195_R0116
ko:K14219	sbn:Sbal195_R0119
ko:K14219	sbn:Sbal195_R0117
ko:K14219	sbn:Sbal195_R0118
ko:K00661	sbn:Sbal195_3024
ko:K00799	sbn:Sbal195_4390
ko:K06147	sbn:Sbal195_3826
ko:K14266	sbn:Sbal195_2084
ko:K08676	sbn:Sbal195_1309
ko:K01768	sbn:Sbal195_1259
ko:K14979	sbn:Sbal195_2246
ko:K14978	sbn:Sbal195_2247
ko:K14742	sbn:Sbal195_1893
ko:K14940	sbn:Sbal195_1882
ko:K14540	sbn:Sbal195_1889
ko:K14652	sbn:Sbal195_3301
ko:K14645	sbn:Sbal195_3338
ko:K06183	sbn:Sbal195_3582
ko:K01146	sbn:Sbal195_1396
ko:K16013	sbn:Sbal195_0908
ko:K06177	sbn:Sbal195_0445
ko:K15269	sbn:Sbal195_4245
ko:K15012	sbn:Sbal195_0454
ko:K03500	sbn:Sbal195_2088
ko:K02030	sbn:Sbal195_4365
ko:K14266	sbn:Sbal195_1172
ko:K01185	sbn:Sbal195_0780
ko:K01185	sbn:Sbal195_2129
ko:K08364	sbn:Sbal195_3215
ko:K07483	sbn:Sbal195_4595
ko:K07497	sbn:Sbal195_2282
ko:K07497	sbn:Sbal195_4651
ko:K04065	sbn:Sbal195_3849
ko:K06926	sbn:Sbal195_1573
ko:K14761	sbn:Sbal195_1672
ko:K15034	sbn:Sbal195_3979
ko:K16012	sbn:Sbal195_0909
ko:K12543	sbn:Sbal195_4101
ko:K15256	sbn:Sbal195_2425
ko:K15257	sbn:Sbal195_2426
ko:K08086	sbn:Sbal195_2837
ko:K15346	sbn:Sbal195_2256
ko:K15344	sbn:Sbal195_2252
ko:K15368	sbn:Sbal195_2254
ko:K15350	sbn:Sbal195_2260
ko:K15345	sbn:Sbal195_2255
ko:K01082	sbn:Sbal195_1505
ko:K15738	sbn:Sbal195_2683
ko:K15633	sbn:Sbal195_0047
ko:K15773	sbn:Sbal195_0378
ko:K11741	sbn:Sbal195_2970
ko:K02428	sbn:Sbal195_3188
ko:K15256	sbn:Sbal195_4362
ko:K04765	sbn:Sbal195_3281
ko:K15723	sbn:Sbal195_1462
ko:K21429	sbn:Sbal195_4038
ko:K15460	sbn:Sbal195_3645
ko:K15461	sbn:Sbal195_2841
ko:K15724	sbn:Sbal195_1241
ko:K01082	sbn:Sbal195_0172
ko:K15342	sbn:Sbal195_3377
ko:K08679	sbn:Sbal195_4469
ko:K12542	sbn:Sbal195_4100
ko:K15977	sbn:Sbal195_3155
ko:K15986	sbn:Sbal195_0440
ko:K12541	sbn:Sbal195_4099
ko:K03320	sbn:Sbal195_3831
ko:K10716	sbn:Sbal195_2640
ko:K15984	sbn:Sbal195_4375
ko:K03781	sbn:Sbal195_1606
ko:K02014	sbn:Sbal195_1437
ko:K02014	sbn:Sbal195_2085
ko:K16089	sbn:Sbal195_4241
ko:K16088	sbn:Sbal195_2339
ko:K16090	sbn:Sbal195_0749
ko:K16091	sbn:Sbal195_3564
ko:K16088	sbn:Sbal195_2342
ko:K16089	sbn:Sbal195_2531
ko:K16088	sbn:Sbal195_2812
ko:K16088	sbn:Sbal195_0540
ko:K15726	sbn:Sbal195_3973
ko:K16137	sbn:Sbal195_0272
ko:K15726	sbn:Sbal195_4441
ko:K07497	sbn:Sbal195_4251
ko:K07483	sbn:Sbal195_4661
ko:K07483	sbn:Sbal195_4654
ko:K02014	sbn:Sbal195_0299
ko:K00986	sbn:Sbal195_0901
ko:K16087	sbn:Sbal195_1054
ko:K16087	sbn:Sbal195_1420
ko:K10716	sbn:Sbal195_0919
ko:K16053	sbn:Sbal195_0122
ko:K16074	sbn:Sbal195_3838
ko:K01801	sbn:Sbal195_1519
ko:K02017	sbn:Sbal195_0291
ko:K08344	sbn:Sbal195_4357
ko:K16293	sbn:Sbal195_0556
ko:K16211	sbn:Sbal195_2452
ko:K02014	sbn:Sbal195_1171
ko:K16317	sbn:Sbal195_2654
ko:K00209	sbn:Sbal195_1633
ko:K03299	sbn:Sbal195_1605
ko:K01990	sbn:Sbal195_1550
ko:K16322	sbn:Sbal195_3607
ko:K16294	sbn:Sbal195_0557
ko:K05349	sbn:Sbal195_1218
ko:K16171	sbn:Sbal195_1518
ko:K04015	sbn:Sbal195_3997
ko:K04014	sbn:Sbal195_3998
ko:K04018	sbn:Sbal195_3999
ko:K16263	sbn:Sbal195_4281
ko:K13283	sbn:Sbal195_0263
ko:K03321	sbn:Sbal195_1749
ko:K01166	sbn:Sbal195_4305
ko:K00254	sbn:Sbal195_2552
ko:K16786	sbn:Sbal195_4449
ko:K16787	sbn:Sbal195_4449
ko:K16785	sbn:Sbal195_4448
ko:K16872	sbn:Sbal195_2762
ko:K02030	sbn:Sbal195_3761
ko:K02030	sbn:Sbal195_3329
ko:K02030	sbn:Sbal195_4246
ko:K10439	sbn:Sbal195_3533
ko:K15035	sbn:Sbal195_R0044
ko:K02030	sbn:Sbal195_3523
ko:K02030	sbn:Sbal195_1308
ko:K02030	sbn:Sbal195_0482
ko:K02503	sbn:Sbal195_1834
ko:K02030	sbn:Sbal195_0986
ko:K17247	sbn:Sbal195_2103
ko:K11209	sbn:Sbal195_1416
ko:K17103	sbn:Sbal195_1123
ko:K17713	sbn:Sbal195_3145
ko:K02029	sbn:Sbal195_0985
ko:K17363	sbn:Sbal195_4325
ko:K01990	sbn:Sbal195_3712
ko:K00986	sbn:Sbal195_0981
ko:K00986	sbn:Sbal195_2517
ko:K00986	sbn:Sbal195_2985
ko:K00986	sbn:Sbal195_3662
ko:K00986	sbn:Sbal195_4249
ko:K01992	sbn:Sbal195_0528
ko:K01992	sbn:Sbal195_3711
ko:K17686	sbn:Sbal195_1535
ko:K05601	sbn:Sbal195_1293
ko:K19789	sbn:Sbal195_1790
ko:K19745	sbn:Sbal195_0255
ko:K17758	sbn:Sbal195_3898
ko:K17759	sbn:Sbal195_3898
ko:K18138	sbn:Sbal195_2664
ko:K07483	sbn:Sbal195_2336
ko:K07483	sbn:Sbal195_4415
ko:K07483	sbn:Sbal195_4652
ko:K07483	sbn:Sbal195_4658
ko:K03585	sbn:Sbal195_2665
ko:K00042	sbn:Sbal195_1764
ko:K00127	sbn:Sbal195_0107
ko:K21430	sbn:Sbal195_2984
ko:K18234	sbn:Sbal195_1600
ko:K18298	sbn:Sbal195_3325
ko:K18299	sbn:Sbal195_3324
ko:K03742	sbn:Sbal195_4216
ko:K07666	sbn:Sbal195_1927
ko:K01791	sbn:Sbal195_3122
ko:K00138	sbn:Sbal195_0251
ko:K02226	sbn:Sbal195_1008
ko:K18454	sbn:Sbal195_1438
ko:K18527	sbn:Sbal195_R0151
ko:K18676	sbn:Sbal195_1178
ko:K18691	sbn:Sbal195_3139
ko:K18765	sbn:Sbal195_0500
ko:K18927	sbn:Sbal195_3294
ko:K20881	sbn:Sbal195_0164
ko:K18800	sbn:Sbal195_3802
ko:K18778	sbn:Sbal195_4064
ko:K20862	sbn:Sbal195_4086
ko:K18918	sbn:Sbal195_1995
ko:K18918	sbn:Sbal195_4646
ko:K18657	sbn:Sbal195_2551
ko:K18515	sbn:Sbal195_R0046
ko:K13040	sbn:Sbal195_0468
ko:K13041	sbn:Sbal195_0467
ko:K18850	sbn:Sbal195_2594
ko:K18850	sbn:Sbal195_2459
ko:K18929	sbn:Sbal195_1374
ko:K10747	sbn:Sbal195_1886
ko:K18930	sbn:Sbal195_1376
ko:K18893	sbn:Sbal195_2941
ko:K03976	sbn:Sbal195_3539
ko:K03892	sbn:Sbal195_3960
ko:K03526	sbn:Sbal195_3148
ko:K18979	sbn:Sbal195_3762
ko:K19000	sbn:Sbal195_4147
ko:K19129	sbn:Sbal195_3373
ko:K19127	sbn:Sbal195_3375
ko:K19226	sbn:Sbal195_1638
ko:K19228	sbn:Sbal195_1636
ko:K07012	sbn:Sbal195_3376
ko:K19229	sbn:Sbal195_1635
ko:K19130	sbn:Sbal195_3372
ko:K19092	sbn:Sbal195_4670
ko:K19227	sbn:Sbal195_1637
ko:K19230	sbn:Sbal195_1634
ko:K19128	sbn:Sbal195_3374
ko:K19235	sbn:Sbal195_0943
ko:K19168	sbn:Sbal195_1270
ko:K19221	sbn:Sbal195_1015
ko:K01066	sbn:Sbal195_3780
ko:K01992	sbn:Sbal195_0529
ko:K01992	sbn:Sbal195_1551
ko:K08604	sbn:Sbal195_0456
ko:K00638	sbn:Sbal195_1998
ko:K00638	sbn:Sbal195_4361
ko:K19337	sbn:Sbal195_2174
ko:K19270	sbn:Sbal195_4047
ko:K19302	sbn:Sbal195_0435
ko:K19304	sbn:Sbal195_1678
ko:K19342	sbn:Sbal195_3996
ko:K19340	sbn:Sbal195_3994
ko:K19341	sbn:Sbal195_3993
ko:K02495	sbn:Sbal195_4493
ko:K02030	sbn:Sbal195_1044
ko:K19577	sbn:Sbal195_3983
ko:K01991	sbn:Sbal195_3035
ko:K19713	sbn:Sbal195_0568
ko:K00992	sbn:Sbal195_1084
ko:K19715	sbn:Sbal195_2476
ko:K19714	sbn:Sbal195_2477
ko:K00799	sbn:Sbal195_0005
ko:K19804	sbn:Sbal195_2393
ko:K21636	sbn:Sbal195_1687
ko:K08723	sbn:Sbal195_0375
ko:K09796	sbn:Sbal195_0810
ko:K20266	sbn:Sbal195_4693
ko:K20455	sbn:Sbal195_4142
ko:K20527	sbn:Sbal195_4690
ko:K20531	sbn:Sbal195_4695
ko:K20532	sbn:Sbal195_4696
ko:K20533	sbn:Sbal195_4698
ko:K09788	sbn:Sbal195_4143
ko:K20528	sbn:Sbal195_4691
ko:K20530	sbn:Sbal195_4692
ko:K22320	sbn:Sbal195_1583
ko:K20755	sbn:Sbal195_2968
ko:K01214	sbn:Sbal195_1358
ko:K01200	sbn:Sbal195_1316
ko:K22332	sbn:Sbal195_0845
ko:K21217	sbn:Sbal195_0736
ko:K20962	sbn:Sbal195_0703
ko:K08968	sbn:Sbal195_2562
ko:K21218	sbn:Sbal195_1779
ko:K02483	sbn:Sbal195_1104
ko:K01139	sbn:Sbal195_0358
ko:K21405	sbn:Sbal195_0252
ko:K21420	sbn:Sbal195_2583
ko:K21472	sbn:Sbal195_0301
ko:K21470	sbn:Sbal195_1931
ko:K21703	sbn:Sbal195_0930
ko:K21575	sbn:Sbal195_2083
ko:K21606	sbn:Sbal195_2604
ko:K21712	sbn:Sbal195_3589
ko:K22051	sbn:Sbal195_3904
ko:K22105	sbn:Sbal195_0179
ko:K22132	sbn:Sbal195_0823
ko:K22042	sbn:Sbal195_1151
ko:K22292	sbn:Sbal195_2406
ko:K22319	sbn:Sbal195_1582
ko:K02257	sbn:Sbal195_4319
ko:K02257	sbn:Sbal195_4354
ko:K22318	sbn:Sbal195_1581
ko:K22302	sbn:Sbal195_0769
ko:K11391	sbn:Sbal195_3569
ko:K22452	sbn:Sbal195_2096
ko:K00424	sbn:Sbal195_3135
