ko:K00086	ecln:ECNIH4_18110
ko:K01985	ecln:ECNIH4_21625
ko:K01985	ecln:ECNIH4_02500
ko:K01985	ecln:ECNIH4_22075
ko:K01985	ecln:ECNIH4_18515
ko:K01985	ecln:ECNIH4_20985
ko:K01985	ecln:ECNIH4_05960
ko:K01985	ecln:ECNIH4_02510
ko:K14219	ecln:ECNIH4_17120
ko:K14233	ecln:ECNIH4_14685
ko:K14233	ecln:ECNIH4_14715
ko:K20866	ecln:ECNIH4_22480
ko:K02529	ecln:ECNIH4_00015
ko:K00852	ecln:ECNIH4_00020
ko:K10439	ecln:ECNIH4_00025
ko:K10440	ecln:ECNIH4_00030
ko:K10441	ecln:ECNIH4_00035
ko:K06726	ecln:ECNIH4_00040
ko:K03549	ecln:ECNIH4_00045
ko:K03924	ecln:ECNIH4_00050
ko:K01914	ecln:ECNIH4_00060
ko:K03718	ecln:ECNIH4_00065
ko:K06205	ecln:ECNIH4_00070
ko:K03495	ecln:ECNIH4_00075
ko:K03501	ecln:ECNIH4_00080
ko:K02116	ecln:ECNIH4_00085
ko:K02108	ecln:ECNIH4_00090
ko:K02110	ecln:ECNIH4_00095
ko:K02109	ecln:ECNIH4_00100
ko:K02113	ecln:ECNIH4_00105
ko:K02111	ecln:ECNIH4_00110
ko:K02115	ecln:ECNIH4_00115
ko:K02112	ecln:ECNIH4_00120
ko:K02114	ecln:ECNIH4_00125
ko:K04042	ecln:ECNIH4_00130
ko:K00820	ecln:ECNIH4_00135
ko:K07345	ecln:ECNIH4_00140
ko:K07347	ecln:ECNIH4_00150
ko:K02040	ecln:ECNIH4_00160
ko:K02037	ecln:ECNIH4_00165
ko:K02038	ecln:ECNIH4_00170
ko:K02036	ecln:ECNIH4_00175
ko:K02039	ecln:ECNIH4_00180
ko:K06901	ecln:ECNIH4_00190
ko:K08163	ecln:ECNIH4_00210
ko:K03650	ecln:ECNIH4_00215
ko:K03217	ecln:ECNIH4_00220
ko:K03536	ecln:ECNIH4_00225
ko:K02914	ecln:ECNIH4_00230
ko:K02313	ecln:ECNIH4_00235
ko:K02338	ecln:ECNIH4_00240
ko:K03629	ecln:ECNIH4_00245
ko:K02470	ecln:ECNIH4_00250
ko:K00605	ecln:ECNIH4_04405
ko:K02437	ecln:ECNIH4_04410
ko:K00281	ecln:ECNIH4_04415
ko:K01223	ecln:ECNIH4_04425
ko:K11068	ecln:ECNIH4_04435
ko:K06980	ecln:ECNIH4_04440
ko:K09159	ecln:ECNIH4_04445
ko:K03840	ecln:ECNIH4_04455
ko:K04763	ecln:ECNIH4_04460
ko:K03981	ecln:ECNIH4_04465
ko:K07462	ecln:ECNIH4_04470
ko:K02836	ecln:ECNIH4_04480
ko:K04567	ecln:ECNIH4_04485
ko:K01823	ecln:ECNIH4_04490
ko:K12943	ecln:ECNIH4_04495
ko:K01551	ecln:ECNIH4_04520
ko:K03893	ecln:ECNIH4_04525
ko:K00537	ecln:ECNIH4_04530
ko:K02010	ecln:ECNIH4_04535
ko:K02011	ecln:ECNIH4_04540
ko:K02012	ecln:ECNIH4_04545
ko:K07702	ecln:ECNIH4_04550
ko:K07700	ecln:ECNIH4_04555
ko:K06975	ecln:ECNIH4_04565
ko:K00626	ecln:ECNIH4_04585
ko:K01815	ecln:ECNIH4_04590
ko:K00065	ecln:ECNIH4_04595
ko:K02100	ecln:ECNIH4_04600
ko:K01586	ecln:ECNIH4_04620
ko:K02529	ecln:ECNIH4_04635
ko:K05939	ecln:ECNIH4_04640
ko:K08227	ecln:ECNIH4_04645
ko:K03573	ecln:ECNIH4_04660
ko:K08311	ecln:ECNIH4_04665
ko:K08484	ecln:ECNIH4_04670
ko:K13292	ecln:ECNIH4_04675
ko:K18480	ecln:ECNIH4_08805
ko:K02067	ecln:ECNIH4_08810
ko:K02065	ecln:ECNIH4_08815
ko:K02066	ecln:ECNIH4_08820
ko:K07792	ecln:ECNIH4_08955
ko:K02255	ecln:ECNIH4_08960
ko:K10537	ecln:ECNIH4_08965
ko:K10539	ecln:ECNIH4_08970
ko:K10538	ecln:ECNIH4_08975
ko:K01087	ecln:ECNIH4_08980
ko:K00697	ecln:ECNIH4_08985
ko:K14064	ecln:ECNIH4_08990
ko:K02403	ecln:ECNIH4_08995
ko:K02402	ecln:ECNIH4_09000
ko:K02556	ecln:ECNIH4_09005
ko:K02557	ecln:ECNIH4_09010
ko:K00793	ecln:ECNIH4_13155
ko:K03327	ecln:ECNIH4_13160
ko:K01673	ecln:ECNIH4_13180
ko:K02073	ecln:ECNIH4_13210
ko:K02072	ecln:ECNIH4_13215
ko:K02071	ecln:ECNIH4_13220
ko:K01697	ecln:ECNIH4_13225
ko:K01758	ecln:ECNIH4_13230
ko:K00873	ecln:ECNIH4_13235
ko:K06078	ecln:ECNIH4_13240
ko:K02426	ecln:ECNIH4_13250
ko:K11717	ecln:ECNIH4_13255
ko:K09015	ecln:ECNIH4_13260
ko:K09013	ecln:ECNIH4_13265
ko:K09014	ecln:ECNIH4_13270
ko:K05997	ecln:ECNIH4_13275
ko:K07349	ecln:ECNIH4_13315
ko:K07347	ecln:ECNIH4_13325
ko:K07345	ecln:ECNIH4_13335
ko:K05349	ecln:ECNIH4_13370
ko:K09773	ecln:ECNIH4_13385
ko:K01626	ecln:ECNIH4_13390
ko:K16087	ecln:ECNIH4_13400
ko:K07225	ecln:ECNIH4_13405
ko:K02016	ecln:ECNIH4_13410
ko:K02015	ecln:ECNIH4_13415
ko:K02013	ecln:ECNIH4_13420
ko:K03594	ecln:ECNIH4_02195
ko:K02654	ecln:ECNIH4_02200
ko:K17713	ecln:ECNIH4_06315
ko:K03977	ecln:ECNIH4_06320
ko:K03305	ecln:ECNIH4_06325
ko:K03601	ecln:ECNIH4_06350
ko:K00088	ecln:ECNIH4_06355
ko:K01951	ecln:ECNIH4_06360
ko:K00140	ecln:ECNIH4_06370
ko:K03336	ecln:ECNIH4_06375
ko:K00010	ecln:ECNIH4_06380
ko:K17208	ecln:ECNIH4_06385
ko:K17210	ecln:ECNIH4_06390
ko:K17209	ecln:ECNIH4_06395
ko:K03338	ecln:ECNIH4_06405
ko:K03335	ecln:ECNIH4_06410
ko:K03337	ecln:ECNIH4_06415
ko:K01524	ecln:ECNIH4_06450
ko:K00937	ecln:ECNIH4_06455
ko:K11175	ecln:ECNIH4_06460
ko:K01933	ecln:ECNIH4_06465
ko:K01223	ecln:ECNIH4_06470
ko:K00761	ecln:ECNIH4_06475
ko:K02824	ecln:ECNIH4_06480
ko:K10763	ecln:ECNIH4_06485
ko:K01255	ecln:ECNIH4_06490
ko:K02761	ecln:ECNIH4_06500
ko:K00537	ecln:ECNIH4_06510
ko:K03548	ecln:ECNIH4_06520
ko:K03564	ecln:ECNIH4_06525
ko:K03567	ecln:ECNIH4_06530
ko:K01714	ecln:ECNIH4_06535
ko:K07287	ecln:ECNIH4_06540
ko:K01923	ecln:ECNIH4_06545
ko:K07054	ecln:ECNIH4_06550
ko:K06957	ecln:ECNIH4_06555
ko:K06999	ecln:ECNIH4_06560
ko:K01439	ecln:ECNIH4_06570
ko:K18143	ecln:ECNIH4_10690
ko:K03974	ecln:ECNIH4_10725
ko:K03969	ecln:ECNIH4_10730
ko:K03970	ecln:ECNIH4_10735
ko:K03971	ecln:ECNIH4_10745
ko:K02027	ecln:ECNIH4_10755
ko:K02025	ecln:ECNIH4_10760
ko:K02026	ecln:ECNIH4_10765
ko:K04844	ecln:ECNIH4_10785
ko:K01838	ecln:ECNIH4_10790
ko:K14053	ecln:ECNIH4_10800
ko:K06918	ecln:ECNIH4_10810
ko:K08990	ecln:ECNIH4_10815
ko:K03721	ecln:ECNIH4_10820
ko:K11065	ecln:ECNIH4_10830
ko:K14054	ecln:ECNIH4_10840
ko:K15580	ecln:ECNIH4_10845
ko:K05520	ecln:ECNIH4_10850
ko:K16074	ecln:ECNIH4_10875
ko:K05591	ecln:ECNIH4_10880
ko:K14058	ecln:ECNIH4_10885
ko:K06212	ecln:ECNIH4_15030
ko:K00656	ecln:ECNIH4_15035
ko:K04069	ecln:ECNIH4_15040
ko:K08219	ecln:ECNIH4_15050
ko:K07308	ecln:ECNIH4_15055
ko:K07307	ecln:ECNIH4_15060
ko:K07306	ecln:ECNIH4_15065
ko:K01875	ecln:ECNIH4_15070
ko:K07478	ecln:ECNIH4_15075
ko:K03634	ecln:ECNIH4_15080
ko:K03466	ecln:ECNIH4_15085
ko:K03719	ecln:ECNIH4_15090
ko:K00384	ecln:ECNIH4_15095
ko:K16013	ecln:ECNIH4_15100
ko:K16012	ecln:ECNIH4_15105
ko:K00684	ecln:ECNIH4_15110
ko:K02518	ecln:ECNIH4_15115
ko:K15342	ecln:ECNIH4_15155
ko:K03694	ecln:ECNIH4_15165
ko:K06891	ecln:ECNIH4_15170
ko:K03704	ecln:ECNIH4_15175
ko:K05685	ecln:ECNIH4_15180
ko:K13888	ecln:ECNIH4_15185
ko:K09824	ecln:ECNIH4_15190
ko:K07459	ecln:ECNIH4_15195
ko:K06188	ecln:ECNIH4_15200
ko:K05601	ecln:ECNIH4_15210
ko:K11933	ecln:ECNIH4_15215
ko:K15977	ecln:ECNIH4_15220
ko:K00156	ecln:ECNIH4_15225
ko:K01620	ecln:ECNIH4_15230
ko:K02452	ecln:ECNIH4_15265
ko:K02450	ecln:ECNIH4_15270
ko:K11066	ecln:ECNIH4_15285
ko:K10000	ecln:ECNIH4_15300
ko:K20881	ecln:ECNIH4_01900
ko:K01939	ecln:ECNIH4_20745
ko:K09937	ecln:ECNIH4_20750
ko:K04087	ecln:ECNIH4_20755
ko:K04088	ecln:ECNIH4_20760
ko:K03665	ecln:ECNIH4_20765
ko:K03666	ecln:ECNIH4_20770
ko:K00791	ecln:ECNIH4_20775
ko:K03572	ecln:ECNIH4_20780
ko:K01448	ecln:ECNIH4_20785
ko:K06925	ecln:ECNIH4_20790
ko:K17758	ecln:ECNIH4_20795
ko:K17759	ecln:ECNIH4_20795
ko:K13288	ecln:ECNIH4_20820
ko:K06949	ecln:ECNIH4_20825
ko:K01613	ecln:ECNIH4_20830
ko:K04568	ecln:ECNIH4_20845
ko:K00244	ecln:ECNIH4_20850
ko:K00245	ecln:ECNIH4_20855
ko:K00246	ecln:ECNIH4_20860
ko:K00247	ecln:ECNIH4_20865
ko:K03098	ecln:ECNIH4_20880
ko:K16348	ecln:ECNIH4_20895
ko:K16347	ecln:ECNIH4_20900
ko:K00883	ecln:ECNIH4_00275
ko:K01631	ecln:ECNIH4_00280
ko:K01684	ecln:ECNIH4_00285
ko:K04080	ecln:ECNIH4_00305
ko:K04081	ecln:ECNIH4_00310
ko:K07085	ecln:ECNIH4_00315
ko:K03482	ecln:ECNIH4_00320
ko:K02749	ecln:ECNIH4_00325
ko:K02750	ecln:ECNIH4_00325
ko:K01232	ecln:ECNIH4_00330
ko:K00389	ecln:ECNIH4_00335
ko:K01753	ecln:ECNIH4_00345
ko:K13629	ecln:ECNIH4_00350
ko:K13636	ecln:ECNIH4_00355
ko:K08154	ecln:ECNIH4_00365
ko:K18831	ecln:ECNIH4_00390
ko:K01652	ecln:ECNIH4_00395
ko:K01653	ecln:ECNIH4_00400
ko:K07783	ecln:ECNIH4_00415
ko:K07784	ecln:ECNIH4_00420
ko:K11903	ecln:ECNIH4_00425
ko:K02024	ecln:ECNIH4_00460
ko:K02759	ecln:ECNIH4_00465
ko:K01223	ecln:ECNIH4_00470
ko:K02761	ecln:ECNIH4_00475
ko:K02760	ecln:ECNIH4_00480
ko:K02073	ecln:ECNIH4_00500
ko:K07127	ecln:ECNIH4_00535
ko:K03098	ecln:ECNIH4_00545
ko:K03827	ecln:ECNIH4_00555
ko:K02679	ecln:ECNIH4_04685
ko:K02680	ecln:ECNIH4_04690
ko:K02681	ecln:ECNIH4_04700
ko:K03583	ecln:ECNIH4_04705
ko:K01407	ecln:ECNIH4_04710
ko:K03582	ecln:ECNIH4_04715
ko:K03581	ecln:ECNIH4_04720
ko:K14682	ecln:ECNIH4_04725
ko:K01448	ecln:ECNIH4_04730
ko:K08304	ecln:ECNIH4_04750
ko:K02426	ecln:ECNIH4_04760
ko:K01766	ecln:ECNIH4_04765
ko:K03566	ecln:ECNIH4_04775
ko:K06968	ecln:ECNIH4_04785
ko:K01146	ecln:ECNIH4_04790
ko:K01752	ecln:ECNIH4_04795
ko:K03837	ecln:ECNIH4_04800
ko:K06966	ecln:ECNIH4_04805
ko:K06879	ecln:ECNIH4_04810
ko:K15723	ecln:ECNIH4_04815
ko:K06175	ecln:ECNIH4_04825
ko:K03535	ecln:ECNIH4_04835
ko:K13918	ecln:ECNIH4_04840
ko:K01706	ecln:ECNIH4_04845
ko:K00865	ecln:ECNIH4_04850
ko:K07678	ecln:ECNIH4_04855
ko:K03215	ecln:ECNIH4_04860
ko:K00951	ecln:ECNIH4_04865
ko:K04765	ecln:ECNIH4_04870
ko:K01937	ecln:ECNIH4_04875
ko:K01689	ecln:ECNIH4_04880
ko:K01788	ecln:ECNIH4_04900
ko:K10026	ecln:ECNIH4_04905
ko:K01737	ecln:ECNIH4_04910
ko:K00380	ecln:ECNIH4_04915
ko:K00381	ecln:ECNIH4_04920
ko:K00390	ecln:ECNIH4_04925
ko:K09612	ecln:ECNIH4_04930
ko:K02302	ecln:ECNIH4_04935
ko:K00957	ecln:ECNIH4_04940
ko:K00956	ecln:ECNIH4_04945
ko:K00860	ecln:ECNIH4_04950
ko:K03407	ecln:ECNIH4_09015
ko:K03408	ecln:ECNIH4_09020
ko:K07346	ecln:ECNIH4_09040
ko:K07347	ecln:ECNIH4_09045
ko:K05877	ecln:ECNIH4_09060
ko:K00575	ecln:ECNIH4_09065
ko:K03412	ecln:ECNIH4_09070
ko:K03413	ecln:ECNIH4_09075
ko:K03414	ecln:ECNIH4_09080
ko:K07347	ecln:ECNIH4_09090
ko:K02401	ecln:ECNIH4_09105
ko:K02400	ecln:ECNIH4_09110
ko:K03516	ecln:ECNIH4_09115
ko:K16210	ecln:ECNIH4_09120
ko:K15532	ecln:ECNIH4_09125
ko:K01887	ecln:ECNIH4_09130
ko:K09907	ecln:ECNIH4_09135
ko:K06201	ecln:ECNIH4_09140
ko:K15257	ecln:ECNIH4_09145
ko:K15256	ecln:ECNIH4_09150
ko:K07136	ecln:ECNIH4_09155
ko:K01876	ecln:ECNIH4_09245
ko:K08310	ecln:ECNIH4_09250
ko:K01159	ecln:ECNIH4_09260
ko:K03550	ecln:ECNIH4_09265
ko:K03551	ecln:ECNIH4_09270
ko:K09816	ecln:ECNIH4_09280
ko:K09817	ecln:ECNIH4_09285
ko:K09815	ecln:ECNIH4_09290
ko:K17737	ecln:ECNIH4_13425
ko:K01028	ecln:ECNIH4_13430
ko:K01029	ecln:ECNIH4_13435
ko:K00626	ecln:ECNIH4_13440
ko:K00019	ecln:ECNIH4_13450
ko:K08997	ecln:ECNIH4_13455
ko:K06074	ecln:ECNIH4_13470
ko:K00432	ecln:ECNIH4_13475
ko:K06073	ecln:ECNIH4_13480
ko:K04764	ecln:ECNIH4_13485
ko:K01890	ecln:ECNIH4_13490
ko:K01889	ecln:ECNIH4_13495
ko:K02887	ecln:ECNIH4_13500
ko:K02916	ecln:ECNIH4_13505
ko:K02520	ecln:ECNIH4_13510
ko:K01868	ecln:ECNIH4_13515
ko:K07283	ecln:ECNIH4_13520
ko:K16370	ecln:ECNIH4_13525
ko:K07038	ecln:ECNIH4_13550
ko:K06956	ecln:ECNIH4_13555
ko:K15722	ecln:ECNIH4_13560
ko:K03781	ecln:ECNIH4_13565
ko:K03478	ecln:ECNIH4_13570
ko:K01222	ecln:ECNIH4_13575
ko:K03490	ecln:ECNIH4_13580
ko:K02759	ecln:ECNIH4_13585
ko:K02761	ecln:ECNIH4_13590
ko:K02760	ecln:ECNIH4_13595
ko:K04064	ecln:ECNIH4_13600
ko:K04075	ecln:ECNIH4_18600
ko:K08234	ecln:ECNIH4_18605
ko:K01962	ecln:ECNIH4_18615
ko:K02337	ecln:ECNIH4_18620
ko:K03470	ecln:ECNIH4_18625
ko:K00748	ecln:ECNIH4_18630
ko:K00677	ecln:ECNIH4_18635
ko:K02372	ecln:ECNIH4_18640
ko:K06142	ecln:ECNIH4_18650
ko:K07277	ecln:ECNIH4_18655
ko:K11749	ecln:ECNIH4_18660
ko:K00981	ecln:ECNIH4_18665
ko:K00806	ecln:ECNIH4_18670
ko:K00099	ecln:ECNIH4_18675
ko:K02838	ecln:ECNIH4_18680
ko:K09903	ecln:ECNIH4_18685
ko:K02357	ecln:ECNIH4_18690
ko:K02967	ecln:ECNIH4_18695
ko:K01265	ecln:ECNIH4_18700
ko:K00990	ecln:ECNIH4_18705
ko:K00674	ecln:ECNIH4_18710
ko:K02647	ecln:ECNIH4_18725
ko:K01129	ecln:ECNIH4_18735
ko:K01243	ecln:ECNIH4_18740
ko:K06858	ecln:ECNIH4_18745
ko:K15724	ecln:ECNIH4_18755
ko:K03281	ecln:ECNIH4_18760
ko:K01845	ecln:ECNIH4_18765
ko:K02015	ecln:ECNIH4_18770
ko:K02016	ecln:ECNIH4_18775
ko:K02013	ecln:ECNIH4_18780
ko:K02014	ecln:ECNIH4_18785
ko:K07347	ecln:ECNIH4_18795
ko:K07345	ecln:ECNIH4_18805
ko:K05365	ecln:ECNIH4_18810
ko:K03579	ecln:ECNIH4_18815
ko:K01975	ecln:ECNIH4_18820
ko:K06206	ecln:ECNIH4_18825
ko:K06204	ecln:ECNIH4_18830
ko:K01894	ecln:ECNIH4_18835
ko:K00970	ecln:ECNIH4_18840
ko:K00950	ecln:ECNIH4_18845
ko:K02462	ecln:ECNIH4_02205
ko:K02461	ecln:ECNIH4_02210
ko:K02460	ecln:ECNIH4_02215
ko:K02457	ecln:ECNIH4_02230
ko:K02456	ecln:ECNIH4_02235
ko:K02455	ecln:ECNIH4_02240
ko:K02454	ecln:ECNIH4_02245
ko:K02453	ecln:ECNIH4_02250
ko:K02452	ecln:ECNIH4_02255
ko:K02451	ecln:ECNIH4_02265
ko:K02946	ecln:ECNIH4_02270
ko:K02906	ecln:ECNIH4_02275
ko:K02926	ecln:ECNIH4_02280
ko:K02892	ecln:ECNIH4_02285
ko:K02886	ecln:ECNIH4_02290
ko:K02965	ecln:ECNIH4_02295
ko:K02890	ecln:ECNIH4_02300
ko:K02982	ecln:ECNIH4_02305
ko:K02878	ecln:ECNIH4_02310
ko:K02904	ecln:ECNIH4_02315
ko:K02961	ecln:ECNIH4_02320
ko:K02874	ecln:ECNIH4_02325
ko:K02895	ecln:ECNIH4_02330
ko:K02931	ecln:ECNIH4_02335
ko:K02954	ecln:ECNIH4_02340
ko:K02994	ecln:ECNIH4_02345
ko:K02933	ecln:ECNIH4_02350
ko:K02881	ecln:ECNIH4_02355
ko:K02988	ecln:ECNIH4_02360
ko:K02907	ecln:ECNIH4_02365
ko:K02876	ecln:ECNIH4_02370
ko:K03076	ecln:ECNIH4_02375
ko:K02919	ecln:ECNIH4_02380
ko:K02952	ecln:ECNIH4_02385
ko:K02948	ecln:ECNIH4_02390
ko:K02986	ecln:ECNIH4_02395
ko:K03040	ecln:ECNIH4_02400
ko:K02879	ecln:ECNIH4_02405
ko:K09890	ecln:ECNIH4_02420
ko:K03282	ecln:ECNIH4_02425
ko:K03499	ecln:ECNIH4_02430
ko:K03500	ecln:ECNIH4_02435
ko:K00604	ecln:ECNIH4_02440
ko:K01462	ecln:ECNIH4_02445
ko:K04096	ecln:ECNIH4_02450
ko:K03747	ecln:ECNIH4_02455
ko:K07479	ecln:ECNIH4_02460
ko:K07566	ecln:ECNIH4_02465
ko:K00014	ecln:ECNIH4_02470
ko:K18324	ecln:ECNIH4_06580
ko:K07674	ecln:ECNIH4_06585
ko:K12945	ecln:ECNIH4_06590
ko:K00615	ecln:ECNIH4_06600
ko:K00616	ecln:ECNIH4_06605
ko:K00029	ecln:ECNIH4_06610
ko:K00228	ecln:ECNIH4_06615
ko:K01448	ecln:ECNIH4_06620
ko:K07223	ecln:ECNIH4_06640
ko:K02048	ecln:ECNIH4_06645
ko:K02046	ecln:ECNIH4_06650
ko:K02047	ecln:ECNIH4_06655
ko:K02045	ecln:ECNIH4_06660
ko:K12339	ecln:ECNIH4_06665
ko:K00868	ecln:ECNIH4_06670
ko:K08483	ecln:ECNIH4_06680
ko:K02784	ecln:ECNIH4_06685
ko:K01738	ecln:ECNIH4_06690
ko:K06203	ecln:ECNIH4_06695
ko:K03528	ecln:ECNIH4_06700
ko:K01972	ecln:ECNIH4_06705
ko:K09954	ecln:ECNIH4_06710
ko:K14347	ecln:ECNIH4_06715
ko:K03815	ecln:ECNIH4_06730
ko:K11537	ecln:ECNIH4_06735
ko:K01885	ecln:ECNIH4_06765
ko:K11535	ecln:ECNIH4_06795
ko:K03322	ecln:ECNIH4_06800
ko:K00845	ecln:ECNIH4_06825
ko:K02477	ecln:ECNIH4_06830
ko:K02478	ecln:ECNIH4_06835
ko:K14261	ecln:ECNIH4_06840
ko:K12974	ecln:ECNIH4_06850
ko:K14062	ecln:ECNIH4_11020
ko:K03737	ecln:ECNIH4_11025
ko:K00426	ecln:ECNIH4_11045
ko:K00425	ecln:ECNIH4_11050
ko:K11903	ecln:ECNIH4_11060
ko:K02055	ecln:ECNIH4_11075
ko:K02052	ecln:ECNIH4_11080
ko:K02054	ecln:ECNIH4_11085
ko:K02053	ecln:ECNIH4_11090
ko:K00137	ecln:ECNIH4_11095
ko:K09936	ecln:ECNIH4_11135
ko:K03823	ecln:ECNIH4_11140
ko:K02014	ecln:ECNIH4_11160
ko:K11738	ecln:ECNIH4_11170
ko:K02030	ecln:ECNIH4_11195
ko:K02029	ecln:ECNIH4_11205
ko:K02028	ecln:ECNIH4_11210
ko:K11208	ecln:ECNIH4_11220
ko:K01821	ecln:ECNIH4_11225
ko:K02517	ecln:ECNIH4_11230
ko:K00375	ecln:ECNIH4_11235
ko:K09997	ecln:ECNIH4_15305
ko:K09999	ecln:ECNIH4_15310
ko:K09998	ecln:ECNIH4_15315
ko:K09996	ecln:ECNIH4_15320
ko:K03212	ecln:ECNIH4_15340
ko:K11074	ecln:ECNIH4_15350
ko:K11075	ecln:ECNIH4_15355
ko:K11076	ecln:ECNIH4_15360
ko:K11073	ecln:ECNIH4_15365
ko:K05844	ecln:ECNIH4_15375
ko:K07085	ecln:ECNIH4_15395
ko:K08160	ecln:ECNIH4_15415
ko:K11534	ecln:ECNIH4_15430
ko:K07258	ecln:ECNIH4_15435
ko:K14441	ecln:ECNIH4_15470
ko:K13891	ecln:ECNIH4_15475
ko:K13890	ecln:ECNIH4_15480
ko:K13889	ecln:ECNIH4_15485
ko:K13892	ecln:ECNIH4_15490
ko:K13051	ecln:ECNIH4_15495
ko:K03750	ecln:ECNIH4_15500
ko:K08313	ecln:ECNIH4_15510
ko:K04069	ecln:ECNIH4_15515
ko:K00656	ecln:ECNIH4_15520
ko:K07757	ecln:ECNIH4_15525
ko:K08191	ecln:ECNIH4_15540
ko:K01187	ecln:ECNIH4_15545
ko:K03492	ecln:ECNIH4_15560
ko:K02761	ecln:ECNIH4_15565
ko:K02356	ecln:ECNIH4_20905
ko:K01305	ecln:ECNIH4_20930
ko:K04077	ecln:ECNIH4_20935
ko:K04078	ecln:ECNIH4_20940
ko:K16263	ecln:ECNIH4_20945
ko:K07113	ecln:ECNIH4_20950
ko:K01744	ecln:ECNIH4_20955
ko:K07791	ecln:ECNIH4_20960
ko:K03926	ecln:ECNIH4_20965
ko:K04084	ecln:ECNIH4_20970
ko:K03762	ecln:ECNIH4_21010
ko:K02526	ecln:ECNIH4_21015
ko:K01916	ecln:ECNIH4_13605
ko:K05984	ecln:ECNIH4_13610
ko:K09975	ecln:ECNIH4_13615
ko:K05526	ecln:ECNIH4_13625
ko:K01484	ecln:ECNIH4_13630
ko:K06447	ecln:ECNIH4_13635
ko:K00673	ecln:ECNIH4_13640
ko:K00840	ecln:ECNIH4_13645
ko:K01142	ecln:ECNIH4_13650
ko:K05777	ecln:ECNIH4_13660
ko:K05778	ecln:ECNIH4_13665
ko:K05779	ecln:ECNIH4_13670
ko:K20862	ecln:ECNIH4_21850
ko:K01810	ecln:ECNIH4_21555
ko:K00928	ecln:ECNIH4_21560
ko:K03453	ecln:ECNIH4_21565
ko:K06182	ecln:ECNIH4_21575
ko:K03324	ecln:ECNIH4_21590
ko:K00548	ecln:ECNIH4_21595
ko:K13641	ecln:ECNIH4_21600
ko:K00906	ecln:ECNIH4_21605
ko:K01637	ecln:ECNIH4_21610
ko:K01638	ecln:ECNIH4_21615
ko:K00651	ecln:ECNIH4_21620
ko:K00230	ecln:ECNIH4_21650
ko:K03498	ecln:ECNIH4_21655
ko:K01825	ecln:ECNIH4_21670
ko:K05368	ecln:ECNIH4_21680
ko:K03182	ecln:ECNIH4_21685
ko:K03424	ecln:ECNIH4_21695
ko:K03118	ecln:ECNIH4_21700
ko:K03117	ecln:ECNIH4_21705
ko:K03116	ecln:ECNIH4_21710
ko:K03688	ecln:ECNIH4_21715
ko:K03690	ecln:ECNIH4_21720
ko:K03183	ecln:ECNIH4_21725
ko:K09760	ecln:ECNIH4_21730
ko:K00757	ecln:ECNIH4_21735
ko:K01061	ecln:ECNIH4_21740
ko:K01226	ecln:ECNIH4_21750
ko:K02026	ecln:ECNIH4_21755
ko:K02025	ecln:ECNIH4_21760
ko:K02027	ecln:ECNIH4_21765
ko:K01840	ecln:ECNIH4_21775
ko:K10111	ecln:ECNIH4_21780
ko:K00549	ecln:ECNIH4_21785
ko:K03576	ecln:ECNIH4_21790
ko:K07640	ecln:ECNIH4_22325
ko:K04564	ecln:ECNIH4_22335
ko:K02856	ecln:ECNIH4_22340
ko:K02854	ecln:ECNIH4_22345
ko:K02855	ecln:ECNIH4_22350
ko:K00848	ecln:ECNIH4_22360
ko:K01813	ecln:ECNIH4_22365
ko:K03534	ecln:ECNIH4_22375
ko:K02532	ecln:ECNIH4_22380
ko:K07407	ecln:ECNIH4_22385
ko:K02529	ecln:ECNIH4_22390
ko:K02379	ecln:ECNIH4_22415
ko:K00123	ecln:ECNIH4_22420
ko:K00123	ecln:ECNIH4_22425
ko:K00124	ecln:ECNIH4_22430
ko:K00127	ecln:ECNIH4_22435
ko:K02380	ecln:ECNIH4_22440
ko:K01883	ecln:ECNIH4_17205
ko:K03768	ecln:ECNIH4_17210
ko:K03269	ecln:ECNIH4_17215
ko:K01588	ecln:ECNIH4_17225
ko:K01589	ecln:ECNIH4_17230
ko:K06917	ecln:ECNIH4_17235
ko:K11903	ecln:ECNIH4_00565
ko:K03292	ecln:ECNIH4_00615
ko:K01811	ecln:ECNIH4_00620
ko:K16345	ecln:ECNIH4_00630
ko:K03312	ecln:ECNIH4_00635
ko:K03655	ecln:ECNIH4_00640
ko:K00556	ecln:ECNIH4_00645
ko:K03060	ecln:ECNIH4_00655
ko:K00942	ecln:ECNIH4_00660
ko:K01972	ecln:ECNIH4_00665
ko:K00989	ecln:ECNIH4_00680
ko:K00762	ecln:ECNIH4_00685
ko:K05501	ecln:ECNIH4_00690
ko:K13038	ecln:ECNIH4_00700
ko:K03630	ecln:ECNIH4_00705
ko:K02902	ecln:ECNIH4_00710
ko:K02913	ecln:ECNIH4_00715
ko:K10563	ecln:ECNIH4_00720
ko:K00954	ecln:ECNIH4_00725
ko:K12984	ecln:ECNIH4_00730
ko:K02527	ecln:ECNIH4_00735
ko:K02844	ecln:ECNIH4_00750
ko:K02849	ecln:ECNIH4_00755
ko:K02847	ecln:ECNIH4_00765
ko:K02841	ecln:ECNIH4_00780
ko:K02843	ecln:ECNIH4_00785
ko:K03274	ecln:ECNIH4_00790
ko:K00639	ecln:ECNIH4_00795
ko:K00060	ecln:ECNIH4_00800
ko:K09798	ecln:ECNIH4_00815
