ko:K19744	pnc:NCGM2_5052
ko:K03924	pnc:NCGM2_1282
ko:K01141	pnc:NCGM2_1288
ko:K01433	pnc:NCGM2_1290
ko:K06915	pnc:NCGM2_1299
ko:K02651	pnc:NCGM2_1301
ko:K02279	pnc:NCGM2_1302
ko:K02280	pnc:NCGM2_1303
ko:K02282	pnc:NCGM2_1304
ko:K02283	pnc:NCGM2_1305
ko:K12510	pnc:NCGM2_1306
ko:K12511	pnc:NCGM2_1307
ko:K02278	pnc:NCGM2_1312
ko:K07240	pnc:NCGM2_1318
ko:K09160	pnc:NCGM2_2185
ko:K03088	pnc:NCGM2_2186
ko:K03100	pnc:NCGM2_2189
ko:K01354	pnc:NCGM2_2190
ko:K03430	pnc:NCGM2_2196
ko:K05306	pnc:NCGM2_2197
ko:K02297	pnc:NCGM2_2204
ko:K02298	pnc:NCGM2_2205
ko:K02299	pnc:NCGM2_2206
ko:K02300	pnc:NCGM2_2207
ko:K01754	pnc:NCGM2_2213
ko:K01173	pnc:NCGM2_2214
ko:K10680	pnc:NCGM2_2221
ko:K05597	pnc:NCGM2_2225
ko:K10004	pnc:NCGM2_2227
ko:K10002	pnc:NCGM2_2228
ko:K10003	pnc:NCGM2_2229
ko:K10001	pnc:NCGM2_2230
ko:K03088	pnc:NCGM2_2239
ko:K10778	pnc:NCGM2_3092
ko:K07345	pnc:NCGM2_3106
ko:K07347	pnc:NCGM2_3108
ko:K08995	pnc:NCGM2_3112
ko:K00688	pnc:NCGM2_3125
ko:K03781	pnc:NCGM2_3129
ko:K07507	pnc:NCGM2_3131
ko:K10979	pnc:NCGM2_3133
ko:K05343	pnc:NCGM2_3135
ko:K06044	pnc:NCGM2_3146
ko:K00705	pnc:NCGM2_3147
ko:K01236	pnc:NCGM2_3148
ko:K00334	pnc:NCGM2_3656
ko:K00337	pnc:NCGM2_3659
ko:K00338	pnc:NCGM2_3660
ko:K06167	pnc:NCGM2_4508
ko:K05774	pnc:NCGM2_4509
ko:K06162	pnc:NCGM2_4510
ko:K05780	pnc:NCGM2_4511
ko:K05781	pnc:NCGM2_4512
ko:K06163	pnc:NCGM2_4513
ko:K06164	pnc:NCGM2_4514
ko:K06165	pnc:NCGM2_4515
ko:K06166	pnc:NCGM2_4516
ko:K02043	pnc:NCGM2_4517
ko:K02042	pnc:NCGM2_4518
ko:K02044	pnc:NCGM2_4519
ko:K02041	pnc:NCGM2_4520
ko:K00376	pnc:NCGM2_4528
ko:K07218	pnc:NCGM2_4529
ko:K00528	pnc:NCGM2_4533
ko:K01993	pnc:NCGM2_4538
ko:K12537	pnc:NCGM2_4542
ko:K12536	pnc:NCGM2_4543
ko:K03088	pnc:NCGM2_4547
ko:K09918	pnc:NCGM2_4550
ko:K07178	pnc:NCGM2_0752
ko:K15268	pnc:NCGM2_0753
ko:K09962	pnc:NCGM2_0754
ko:K00797	pnc:NCGM2_0760
ko:K01611	pnc:NCGM2_0761
ko:K02424	pnc:NCGM2_0294
ko:K16087	pnc:NCGM2_0628
ko:K10022	pnc:NCGM2_5055
ko:K12545	pnc:NCGM2_4544
ko:K14225	pnc:NCGM2_3598
ko:K14225	pnc:NCGM2_3922
ko:K14225	pnc:NCGM2_3923
ko:K16087	pnc:NCGM2_2188
ko:K02029	pnc:NCGM2_2140
ko:K03320	pnc:NCGM2_4158
ko:K00484	pnc:NCGM2_5293
ko:K00131	pnc:NCGM2_3335
ko:K14232	pnc:NCGM2_1056
ko:K21430	pnc:NCGM2_1979
ko:K10716	pnc:NCGM2_2381
ko:K13776	pnc:NCGM2_4004
ko:K14232	pnc:NCGM2_3773
ko:K04063	pnc:NCGM2_0063
ko:K02004	pnc:NCGM2_0076
ko:K00647	pnc:NCGM2_0103
ko:K02274	pnc:NCGM2_0110
ko:K02258	pnc:NCGM2_0111
ko:K02348	pnc:NCGM2_0119
ko:K02004	pnc:NCGM2_1000
ko:K01974	pnc:NCGM2_1009
ko:K00799	pnc:NCGM2_2808
ko:K09684	pnc:NCGM2_2833
ko:K03406	pnc:NCGM2_2851
ko:K02454	pnc:NCGM2_4226
ko:K08086	pnc:NCGM2_4238
ko:K01885	pnc:NCGM2_4261
ko:K00666	pnc:NCGM2_5118
ko:K00626	pnc:NCGM2_5119
ko:K01719	pnc:NCGM2_6022
ko:K09806	pnc:NCGM2_6054
ko:K00058	pnc:NCGM2_0292
ko:K03307	pnc:NCGM2_0324
ko:K03442	pnc:NCGM2_1209
ko:K00059	pnc:NCGM2_1214
ko:K07338	pnc:NCGM2_1231
ko:K03406	pnc:NCGM2_2133
ko:K08167	pnc:NCGM2_2166
ko:K01011	pnc:NCGM2_2177
ko:K02014	pnc:NCGM2_3048
ko:K01561	pnc:NCGM2_3066
ko:K02014	pnc:NCGM2_3069
ko:K00575	pnc:NCGM2_4479
ko:K09931	pnc:NCGM2_4485
ko:K03769	pnc:NCGM2_5379
ko:K00666	pnc:NCGM2_5397
ko:K13590	pnc:NCGM2_6266
ko:K09815	pnc:NCGM2_6277
ko:K03455	pnc:NCGM2_6298
ko:K16053	pnc:NCGM2_4607
ko:K10022	pnc:NCGM2_1666
ko:K16087	pnc:NCGM2_0830
ko:K14219	pnc:NCGM2_2701
ko:K02029	pnc:NCGM2_5909
ko:K02029	pnc:NCGM2_5910
ko:K14230	pnc:NCGM2_5613
ko:K10025	pnc:NCGM2_1670
ko:K10023	pnc:NCGM2_1668
ko:K10024	pnc:NCGM2_1667
ko:K00575	pnc:NCGM2_0183
ko:K03406	pnc:NCGM2_0184
ko:K03406	pnc:NCGM2_0188
ko:K00059	pnc:NCGM2_0190
ko:K01039	pnc:NCGM2_0232
ko:K01607	pnc:NCGM2_1115
ko:K02433	pnc:NCGM2_1118
ko:K01679	pnc:NCGM2_1132
ko:K11189	pnc:NCGM2_1136
ko:K02806	pnc:NCGM2_1138
ko:K02067	pnc:NCGM2_1148
ko:K07491	pnc:NCGM2_2027
ko:K01439	pnc:NCGM2_2035
ko:K02569	pnc:NCGM2_2045
ko:K02571	pnc:NCGM2_2050
ko:K07660	pnc:NCGM2_2052
ko:K01482	pnc:NCGM2_2069
ko:K01826	pnc:NCGM2_2938
ko:K03769	pnc:NCGM2_2970
ko:K01907	pnc:NCGM2_2971
ko:K00626	pnc:NCGM2_2975
ko:K00799	pnc:NCGM2_4340
ko:K02342	pnc:NCGM2_4354
ko:K07182	pnc:NCGM2_4355
ko:K06177	pnc:NCGM2_4369
ko:K02055	pnc:NCGM2_4373
ko:K02052	pnc:NCGM2_4377
ko:K02004	pnc:NCGM2_5265
ko:K01784	pnc:NCGM2_5269
ko:K07729	pnc:NCGM2_5278
ko:K07116	pnc:NCGM2_1893
ko:K00548	pnc:NCGM2_2758
ko:K03498	pnc:NCGM2_2774
ko:K03499	pnc:NCGM2_0015
ko:K09983	pnc:NCGM2_0059
ko:K02824	pnc:NCGM2_0940
ko:K04750	pnc:NCGM2_0946
ko:K03406	pnc:NCGM2_0956
ko:K00564	pnc:NCGM2_0962
ko:K00567	pnc:NCGM2_1849
ko:K03548	pnc:NCGM2_1861
ko:K07267	pnc:NCGM2_3302
ko:K07004	pnc:NCGM2_5099
ko:K01113	pnc:NCGM2_5100
ko:K03635	pnc:NCGM2_5106
ko:K05595	pnc:NCGM2_5965
ko:K02454	pnc:NCGM2_5970
ko:K01262	pnc:NCGM2_5984
ko:K01934	pnc:NCGM2_5988
ko:K02017	pnc:NCGM2_2778
ko:K07114	pnc:NCGM2_4190
ko:K07114	pnc:NCGM2_4191
ko:K02441	pnc:NCGM2_4205
ko:K00219	pnc:NCGM2_4211
ko:K03316	pnc:NCGM2_5077
ko:K01607	pnc:NCGM2_0238
ko:K08305	pnc:NCGM2_1159
ko:K00383	pnc:NCGM2_3000
ko:K06177	pnc:NCGM2_3018
ko:K07221	pnc:NCGM2_4405
ko:K07221	pnc:NCGM2_4406
ko:K01077	pnc:NCGM2_4423
ko:K00059	pnc:NCGM2_5290
ko:K00657	pnc:NCGM2_5315
ko:K02056	pnc:NCGM2_0140
ko:K03386	pnc:NCGM2_0144
ko:K02014	pnc:NCGM2_0158
ko:K02674	pnc:NCGM2_1042
ko:K03153	pnc:NCGM2_1047
ko:K02653	pnc:NCGM2_1072
ko:K03406	pnc:NCGM2_1079
ko:K07032	pnc:NCGM2_1082
ko:K07126	pnc:NCGM2_1084
ko:K00380	pnc:NCGM2_1087
ko:K10942	pnc:NCGM2_1965
ko:K10943	pnc:NCGM2_1966
ko:K06147	pnc:NCGM2_1983
ko:K10440	pnc:NCGM2_2866
ko:K00852	pnc:NCGM2_2868
ko:K01479	pnc:NCGM2_4286
ko:K00845	pnc:NCGM2_4307
ko:K03498	pnc:NCGM2_4325
ko:K02067	pnc:NCGM2_4328
ko:K07126	pnc:NCGM2_5177
ko:K07258	pnc:NCGM2_5198
ko:K08305	pnc:NCGM2_5200
ko:K01507	pnc:NCGM2_5231
ko:K02035	pnc:NCGM2_6082
ko:K07657	pnc:NCGM2_6127
ko:K01826	pnc:NCGM2_5326
ko:K02510	pnc:NCGM2_5329
ko:K13953	pnc:NCGM2_6201
ko:K08978	pnc:NCGM2_6221
ko:K00104	pnc:NCGM2_6122
ko:K14235	pnc:NCGM2_5522
ko:K16074	pnc:NCGM2_2674
ko:K16074	pnc:NCGM2_2791
ko:K01585	pnc:NCGM2_0690
ko:K02014	pnc:NCGM2_0692
ko:K00219	pnc:NCGM2_0716
ko:K00124	pnc:NCGM2_0720
ko:K00127	pnc:NCGM2_0721
ko:K00059	pnc:NCGM2_0746
ko:K00626	pnc:NCGM2_0747
ko:K03386	pnc:NCGM2_1622
ko:K11734	pnc:NCGM2_1642
ko:K02665	pnc:NCGM2_0471
ko:K11105	pnc:NCGM2_0491
ko:K07304	pnc:NCGM2_0495
ko:K02843	pnc:NCGM2_0503
ko:K11085	pnc:NCGM2_0518
ko:K07316	pnc:NCGM2_1388
ko:K01156	pnc:NCGM2_1389
ko:K03307	pnc:NCGM2_2300
ko:K03406	pnc:NCGM2_2305
ko:K07665	pnc:NCGM2_2320
ko:K02414	pnc:NCGM2_2325
ko:K00799	pnc:NCGM2_2351
ko:K00666	pnc:NCGM2_3208
ko:K12992	pnc:NCGM2_3243
ko:K01424	pnc:NCGM2_3262
ko:K07017	pnc:NCGM2_3716
ko:K05524	pnc:NCGM2_3743
ko:K03593	pnc:NCGM2_4621
ko:K03617	pnc:NCGM2_4631
ko:K03616	pnc:NCGM2_4632
ko:K03615	pnc:NCGM2_4633
ko:K03614	pnc:NCGM2_4634
ko:K03612	pnc:NCGM2_4635
ko:K03613	pnc:NCGM2_4636
ko:K07214	pnc:NCGM2_3457
ko:K02004	pnc:NCGM2_3968
ko:K07052	pnc:NCGM2_3995
ko:K04763	pnc:NCGM2_4871
ko:K02014	pnc:NCGM2_5763
ko:K00274	pnc:NCGM2_5776
ko:K02487	pnc:NCGM2_5785
ko:K06596	pnc:NCGM2_5785
ko:K02660	pnc:NCGM2_5787
ko:K02659	pnc:NCGM2_5788
ko:K02658	pnc:NCGM2_5789
ko:K02657	pnc:NCGM2_5790
ko:K01679	pnc:NCGM2_1628
ko:K01724	pnc:NCGM2_1647
ko:K11688	pnc:NCGM2_1662
ko:K11689	pnc:NCGM2_1663
ko:K03406	pnc:NCGM2_2538
ko:K00799	pnc:NCGM2_2548
ko:K06889	pnc:NCGM2_2578
ko:K00568	pnc:NCGM2_4282
ko:K03442	pnc:NCGM2_0599
ko:K12943	pnc:NCGM2_0600
ko:K01916	pnc:NCGM2_0604
ko:K03406	pnc:NCGM2_0609
ko:K02014	pnc:NCGM2_1508
ko:K01560	pnc:NCGM2_1539
ko:K03776	pnc:NCGM2_2450
ko:K04085	pnc:NCGM2_2453
ko:K09471	pnc:NCGM2_3328
ko:K00851	pnc:NCGM2_3331
ko:K03299	pnc:NCGM2_3332
ko:K02050	pnc:NCGM2_3339
ko:K02051	pnc:NCGM2_3340
ko:K02049	pnc:NCGM2_3341
ko:K00045	pnc:NCGM2_3350
ko:K07213	pnc:NCGM2_4645
ko:K01759	pnc:NCGM2_4649
ko:K03386	pnc:NCGM2_4654
ko:K02010	pnc:NCGM2_4663
ko:K00066	pnc:NCGM2_4665
ko:K10914	pnc:NCGM2_5551
ko:K11072	pnc:NCGM2_4738
ko:K11071	pnc:NCGM2_4739
ko:K11069	pnc:NCGM2_4741
ko:K03743	pnc:NCGM2_4749
ko:K00854	pnc:NCGM2_3351
ko:K05524	pnc:NCGM2_4752
ko:K03087	pnc:NCGM2_4753
ko:K00121	pnc:NCGM2_4760
ko:K03932	pnc:NCGM2_5651
ko:K04748	pnc:NCGM2_5676
ko:K05812	pnc:NCGM2_4737
ko:K03321	pnc:NCGM2_0028
ko:K07052	pnc:NCGM2_0377
ko:K01759	pnc:NCGM2_0399
ko:K06986	pnc:NCGM2_1293
ko:K14335	pnc:NCGM2_1294
ko:K03406	pnc:NCGM2_1296
ko:K03406	pnc:NCGM2_1297
ko:K03406	pnc:NCGM2_1300
ko:K03406	pnc:NCGM2_1317
ko:K00700	pnc:NCGM2_3136
ko:K07027	pnc:NCGM2_3137
ko:K00059	pnc:NCGM2_6304
ko:K03455	pnc:NCGM2_6310
ko:K02116	pnc:NCGM2_6349
ko:K07506	pnc:NCGM2_5088
ko:K00508	pnc:NCGM2_0638
ko:K07665	pnc:NCGM2_0641
ko:K05595	pnc:NCGM2_0671
ko:K00241	pnc:NCGM2_2472
ko:K03406	pnc:NCGM2_2499
ko:K00647	pnc:NCGM2_2500
ko:K02014	pnc:NCGM2_2504
ko:K00101	pnc:NCGM2_3393
ko:K07116	pnc:NCGM2_3396
ko:K09815	pnc:NCGM2_3412
ko:K00616	pnc:NCGM2_3890
ko:K06445	pnc:NCGM2_3909
ko:K07305	pnc:NCGM2_3932
ko:K00569	pnc:NCGM2_3937
ko:K03316	pnc:NCGM2_4791
ko:K00674	pnc:NCGM2_4797
ko:K00939	pnc:NCGM2_4817
ko:K06889	pnc:NCGM2_4826
ko:K00652	pnc:NCGM2_5696
ko:K07028	pnc:NCGM2_0876
ko:K03768	pnc:NCGM2_2697
ko:K03469	pnc:NCGM2_2727
ko:K02342	pnc:NCGM2_2728
ko:K01692	pnc:NCGM2_2733
ko:K00059	pnc:NCGM2_2739
ko:K04774	pnc:NCGM2_2744
ko:K02014	pnc:NCGM2_3605
ko:K04091	pnc:NCGM2_3613
ko:K02051	pnc:NCGM2_3614
ko:K04091	pnc:NCGM2_3615
ko:K11179	pnc:NCGM2_3624
ko:K07393	pnc:NCGM2_3626
ko:K06149	pnc:NCGM2_4133
ko:K00803	pnc:NCGM2_4143
ko:K00799	pnc:NCGM2_4154
ko:K06889	pnc:NCGM2_5018
ko:K01989	pnc:NCGM2_5024
ko:K05832	pnc:NCGM2_5025
ko:K05833	pnc:NCGM2_5026
ko:K00666	pnc:NCGM2_5049
ko:K02014	pnc:NCGM2_5056
ko:K03769	pnc:NCGM2_5059
ko:K00374	pnc:NCGM2_5060
ko:K11688	pnc:NCGM2_5923
ko:K11689	pnc:NCGM2_5924
ko:K01478	pnc:NCGM2_5927
ko:K01082	pnc:NCGM2_5932
ko:K04093	pnc:NCGM2_5942
ko:K05844	pnc:NCGM2_5957
ko:K01297	pnc:NCGM2_5958
ko:K03406	pnc:NCGM2_0438
ko:K01523	pnc:NCGM2_0444
ko:K01496	pnc:NCGM2_0445
ko:K14162	pnc:NCGM2_1332
ko:K02454	pnc:NCGM2_1349
ko:K11530	pnc:NCGM2_1375
ko:K01759	pnc:NCGM2_1376
ko:K04750	pnc:NCGM2_2241
ko:K03825	pnc:NCGM2_2270
ko:K06889	pnc:NCGM2_3153
ko:K03406	pnc:NCGM2_3668
ko:K03406	pnc:NCGM2_3671
ko:K02454	pnc:NCGM2_3694
ko:K01692	pnc:NCGM2_4564
ko:K09898	pnc:NCGM2_4602
ko:K00027	pnc:NCGM2_4610
ko:K06147	pnc:NCGM2_5467
ko:K01479	pnc:NCGM2_0419
ko:K07126	pnc:NCGM2_0423
ko:K01259	pnc:NCGM2_0430
ko:K02055	pnc:NCGM2_0531
ko:K01515	pnc:NCGM2_0548
ko:K01011	pnc:NCGM2_0564
ko:K06183	pnc:NCGM2_1457
ko:K07120	pnc:NCGM2_1477
ko:K07793	pnc:NCGM2_1478
ko:K03803	pnc:NCGM2_1492
ko:K00059	pnc:NCGM2_2355
ko:K02193	pnc:NCGM2_2359
ko:K02200	pnc:NCGM2_2366
ko:K02200	pnc:NCGM2_2367
ko:K02014	pnc:NCGM2_3299
ko:K02050	pnc:NCGM2_3318
ko:K02049	pnc:NCGM2_3319
ko:K02051	pnc:NCGM2_3320
ko:K09471	pnc:NCGM2_3825
ko:K00882	pnc:NCGM2_4687
ko:K07213	pnc:NCGM2_4702
ko:K00626	pnc:NCGM2_4719
ko:K02055	pnc:NCGM2_5582
ko:K02055	pnc:NCGM2_5584
ko:K01525	pnc:NCGM2_5596
ko:K00974	pnc:NCGM2_5603
ko:K01409	pnc:NCGM2_5607
ko:K00970	pnc:NCGM2_0812
ko:K07054	pnc:NCGM2_0823
ko:K03560	pnc:NCGM2_1777
ko:K01782	pnc:NCGM2_2637
ko:K01692	pnc:NCGM2_2648
ko:K03286	pnc:NCGM2_2678
ko:K05794	pnc:NCGM2_3557
ko:K00626	pnc:NCGM2_3561
ko:K00666	pnc:NCGM2_3565
ko:K03406	pnc:NCGM2_3571
ko:K03406	pnc:NCGM2_3585
ko:K02619	pnc:NCGM2_4076
ko:K00059	pnc:NCGM2_4080
ko:K06179	pnc:NCGM2_4088
ko:K01104	pnc:NCGM2_4092
ko:K02238	pnc:NCGM2_4098
ko:K00088	pnc:NCGM2_4954
ko:K13628	pnc:NCGM2_4999
ko:K04488	pnc:NCGM2_5000
ko:K01092	pnc:NCGM2_5005
ko:K00598	pnc:NCGM2_3574
ko:K02030	pnc:NCGM2_4013
ko:K00595	pnc:NCGM2_4017
ko:K02014	pnc:NCGM2_4021
ko:K03406	pnc:NCGM2_4030
ko:K03405	pnc:NCGM2_4054
ko:K02428	pnc:NCGM2_5812
ko:K07019	pnc:NCGM2_5831
ko:K07126	pnc:NCGM2_5841
ko:K10563	pnc:NCGM2_5844
ko:K00101	pnc:NCGM2_0763
ko:K03711	pnc:NCGM2_0770
ko:K02427	pnc:NCGM2_0784
ko:K03177	pnc:NCGM2_0796
ko:K04765	pnc:NCGM2_1718
ko:K08964	pnc:NCGM2_2581
ko:K03227	pnc:NCGM2_2591
ko:K00626	pnc:NCGM2_2636
ko:K15727	pnc:NCGM2_3526
ko:K15725	pnc:NCGM2_3527
ko:K07665	pnc:NCGM2_3528
ko:K07394	pnc:NCGM2_0298
ko:K11915	pnc:NCGM2_2568
ko:K16345	pnc:NCGM2_5849
ko:K08642	pnc:NCGM2_2789
ko:K01800	pnc:NCGM2_2981
ko:K14221	pnc:NCGM2_4215
ko:K14221	pnc:NCGM2_4216
ko:K14221	pnc:NCGM2_4387
ko:K14221	pnc:NCGM2_2716
ko:K14237	pnc:NCGM2_3824
ko:K07165	pnc:NCGM2_3749
ko:K02303	pnc:NCGM2_2679
ko:K01980	pnc:NCGM2_0892
ko:K01980	pnc:NCGM2_6138
ko:K01980	pnc:NCGM2_5531
ko:K01980	pnc:NCGM2_1330
ko:K11311	pnc:NCGM2_3519
ko:K18346	pnc:NCGM2_1475
ko:K00209	pnc:NCGM2_4062
ko:K03294	pnc:NCGM2_2731
ko:K03299	pnc:NCGM2_1912
ko:K16345	pnc:NCGM2_0174
ko:K02054	pnc:NCGM2_5581
ko:K02055	pnc:NCGM2_0228
ko:K11072	pnc:NCGM2_5880
ko:K11071	pnc:NCGM2_5881
ko:K11070	pnc:NCGM2_5882
ko:K11069	pnc:NCGM2_5883
ko:K01659	pnc:NCGM2_1524
ko:K11733	pnc:NCGM2_0961
ko:K07346	pnc:NCGM2_0936
ko:K07346	pnc:NCGM2_3107
ko:K13053	pnc:NCGM2_4123
ko:K01069	pnc:NCGM2_2725
ko:K10831	pnc:NCGM2_5132
ko:K04053	pnc:NCGM2_2621
ko:K01977	pnc:NCGM2_0889
ko:K01977	pnc:NCGM2_6141
ko:K01977	pnc:NCGM2_5534
ko:K01977	pnc:NCGM2_1327
ko:K00146	pnc:NCGM2_5274
ko:K02054	pnc:NCGM2_4375
ko:K14268	pnc:NCGM2_0347
ko:K00355	pnc:NCGM2_0543
ko:K00355	pnc:NCGM2_2104
ko:K11747	pnc:NCGM2_2081
ko:K14234	pnc:NCGM2_5916
ko:K15555	pnc:NCGM2_0192
ko:K13063	pnc:NCGM2_5459
ko:K16137	pnc:NCGM2_1613
ko:K12262	pnc:NCGM2_1700
ko:K15553	pnc:NCGM2_3611
ko:K18297	pnc:NCGM2_3495
ko:K16322	pnc:NCGM2_1315
ko:K16165	pnc:NCGM2_3473
ko:K00130	pnc:NCGM2_3708
ko:K11734	pnc:NCGM2_4115
ko:K12252	pnc:NCGM2_0542
ko:K05799	pnc:NCGM2_0765
ko:K11735	pnc:NCGM2_0133
ko:K14225	pnc:NCGM2_5525
ko:K14220	pnc:NCGM2_1055
ko:K14220	pnc:NCGM2_4267
ko:K14223	pnc:NCGM2_0917
ko:K08364	pnc:NCGM2_1752
ko:K01856	pnc:NCGM2_3512
ko:K01545	pnc:NCGM2_2523
ko:K05599	pnc:NCGM2_3517
ko:K05600	pnc:NCGM2_3518
ko:K16264	pnc:NCGM2_5801
ko:K04782	pnc:NCGM2_5475
ko:K01487	pnc:NCGM2_2407
ko:K03321	pnc:NCGM2_3573
ko:K11959	pnc:NCGM2_0669
ko:K11960	pnc:NCGM2_0668
ko:K11961	pnc:NCGM2_0667
ko:K14233	pnc:NCGM2_3962
ko:K14228	pnc:NCGM2_3582
ko:K14226	pnc:NCGM2_2702
ko:K14226	pnc:NCGM2_2704
ko:K14222	pnc:NCGM2_3594
ko:K14228	pnc:NCGM2_2703
ko:K14233	pnc:NCGM2_1868
ko:K14219	pnc:NCGM2_1685
ko:K14219	pnc:NCGM2_1686
ko:K14225	pnc:NCGM2_1453
ko:K14229	pnc:NCGM2_1057
ko:K14229	pnc:NCGM2_1784
ko:K14219	pnc:NCGM2_1014
ko:K14228	pnc:NCGM2_0790
ko:K14238	pnc:NCGM2_0729
ko:K14231	pnc:NCGM2_0358
ko:K07684	pnc:NCGM2_5068
ko:K00090	pnc:NCGM2_5086
ko:K11189	pnc:NCGM2_4942
ko:K00253	pnc:NCGM2_2989
ko:K16636	pnc:NCGM2_0048
ko:K16638	pnc:NCGM2_1844
ko:K15555	pnc:NCGM2_4585
ko:K11894	pnc:NCGM2_2563
ko:K14233	pnc:NCGM2_1684
ko:K15554	pnc:NCGM2_0193
ko:K15553	pnc:NCGM2_0194
ko:K16637	pnc:NCGM2_3172
ko:K07122	pnc:NCGM2_1150
ko:K01426	pnc:NCGM2_4497
ko:K14227	pnc:NCGM2_0890
ko:K14227	pnc:NCGM2_6140
ko:K14227	pnc:NCGM2_5533
ko:K14227	pnc:NCGM2_1328
ko:K02768	pnc:NCGM2_4688
ko:K08483	pnc:NCGM2_4688
ko:K11183	pnc:NCGM2_4688
ko:K14218	pnc:NCGM2_0891
ko:K14218	pnc:NCGM2_1329
ko:K14218	pnc:NCGM2_5532
ko:K14218	pnc:NCGM2_6139
ko:K01985	pnc:NCGM2_0893
ko:K01985	pnc:NCGM2_5530
ko:K01985	pnc:NCGM2_1331
ko:K01985	pnc:NCGM2_6137
ko:K14236	pnc:NCGM2_5526
ko:K14234	pnc:NCGM2_5524
ko:K14228	pnc:NCGM2_5013
ko:K14237	pnc:NCGM2_4217
ko:K14237	pnc:NCGM2_4388
ko:K14224	pnc:NCGM2_3924
ko:K14224	pnc:NCGM2_4259
ko:K14224	pnc:NCGM2_4257
ko:K14232	pnc:NCGM2_4150
ko:K14233	pnc:NCGM2_3619
ko:K14230	pnc:NCGM2_0791
ko:K14230	pnc:NCGM2_1705
ko:K12368	pnc:NCGM2_1098
ko:K14230	pnc:NCGM2_0912
ko:K14228	pnc:NCGM2_0583
ko:K14228	pnc:NCGM2_0584
ko:K14219	pnc:NCGM2_4503
ko:K14234	pnc:NCGM2_1074
ko:K00483	pnc:NCGM2_5292
ko:K02525	pnc:NCGM2_3269
ko:K11962	pnc:NCGM2_0666
ko:K11963	pnc:NCGM2_0665
ko:K00537	pnc:NCGM2_1735
ko:K07090	pnc:NCGM2_5863
ko:K01959	pnc:NCGM2_6211
ko:K14475	pnc:NCGM2_1505
ko:K11914	pnc:NCGM2_2561
ko:K11912	pnc:NCGM2_0078
ko:K00114	pnc:NCGM2_2955
ko:K00128	pnc:NCGM2_0626
ko:K00128	pnc:NCGM2_1888
ko:K05350	pnc:NCGM2_0593
ko:K00523	pnc:NCGM2_5997
ko:K02625	pnc:NCGM2_0235
ko:K11913	pnc:NCGM2_0085
ko:K01851	pnc:NCGM2_5476
ko:K12242	pnc:NCGM2_5474
ko:K12254	pnc:NCGM2_6076
ko:K11384	pnc:NCGM2_6262
ko:K13490	pnc:NCGM2_4835
ko:K01729	pnc:NCGM2_4672
ko:K12538	pnc:NCGM2_4541
ko:K06970	pnc:NCGM2_5028
ko:K09472	pnc:NCGM2_0225
ko:K10001	pnc:NCGM2_0428
ko:K02030	pnc:NCGM2_3186
ko:K02030	pnc:NCGM2_5745
ko:K02030	pnc:NCGM2_5908
ko:K02030	pnc:NCGM2_5226
ko:K06016	pnc:NCGM2_5753
ko:K02803	pnc:NCGM2_4943
ko:K02804	pnc:NCGM2_4943
ko:K01487	pnc:NCGM2_0138
ko:K12239	pnc:NCGM2_5471
ko:K03719	pnc:NCGM2_5163
ko:K03767	pnc:NCGM2_4349
ko:K06148	pnc:NCGM2_1634
ko:K04056	pnc:NCGM2_2595
ko:K11441	pnc:NCGM2_3271
ko:K00316	pnc:NCGM2_4844
ko:K15864	pnc:NCGM2_5677
ko:K08721	pnc:NCGM2_0995
ko:K09810	pnc:NCGM2_4101
ko:K03574	pnc:NCGM2_4292
ko:K08365	pnc:NCGM2_1754
ko:K08316	pnc:NCGM2_5829
ko:K03559	pnc:NCGM2_1358
ko:K03559	pnc:NCGM2_4096
ko:K06075	pnc:NCGM2_4472
ko:K00265	pnc:NCGM2_0476
ko:K11383	pnc:NCGM2_6263
ko:K12243	pnc:NCGM2_5472
ko:K07794	pnc:NCGM2_1479
ko:K00032	pnc:NCGM2_3273
ko:K01426	pnc:NCGM2_1262
ko:K03719	pnc:NCGM2_0748
ko:K00042	pnc:NCGM2_2385
ko:K01485	pnc:NCGM2_5760
ko:K01239	pnc:NCGM2_0148
ko:K11917	pnc:NCGM2_3369
ko:K00108	pnc:NCGM2_4841
ko:K00108	pnc:NCGM2_6144
ko:K01426	pnc:NCGM2_1369
ko:K01426	pnc:NCGM2_5366
ko:K16872	pnc:NCGM2_4414
ko:K09472	pnc:NCGM2_5393
ko:K02303	pnc:NCGM2_5686
ko:K14742	pnc:NCGM2_4816
ko:K03719	pnc:NCGM2_3589
ko:K03719	pnc:NCGM2_6072
ko:K03574	pnc:NCGM2_1203
ko:K04057	pnc:NCGM2_2594
ko:K04059	pnc:NCGM2_2600
ko:K11904	pnc:NCGM2_0269
ko:K11904	pnc:NCGM2_2396
ko:K11904	pnc:NCGM2_4421
ko:K12538	pnc:NCGM2_2128
ko:K04049	pnc:NCGM2_2615
ko:K04051	pnc:NCGM2_2619
ko:K04052	pnc:NCGM2_2620
ko:K04060	pnc:NCGM2_2601
ko:K04065	pnc:NCGM2_0800
ko:K16011	pnc:NCGM2_4677
ko:K11919	pnc:NCGM2_3378
ko:K12255	pnc:NCGM2_2303
ko:K12976	pnc:NCGM2_0926
ko:K07215	pnc:NCGM2_1335
ko:K12253	pnc:NCGM2_0541
ko:K02675	pnc:NCGM2_1041
ko:K02661	pnc:NCGM2_5786
