ko:K18138	sens:Q786_02340
ko:K03755	sens:Q786_21090
ko:K01584	sens:Q786_21095
ko:K07406	sens:Q786_21105
ko:K11104	sens:Q786_21110
ko:K01676	sens:Q786_21115
ko:K07792	sens:Q786_21120
ko:K07703	sens:Q786_21125
ko:K07701	sens:Q786_21130
ko:K07306	sens:Q786_21135
ko:K07307	sens:Q786_21140
ko:K07308	sens:Q786_21145
ko:K09474	sens:Q786_21210
ko:K08094	sens:Q786_21245
ko:K17195	sens:Q786_21255
ko:K04084	sens:Q786_21280
ko:K03926	sens:Q786_21285
ko:K07791	sens:Q786_21290
ko:K01744	sens:Q786_21295
ko:K07113	sens:Q786_21300
ko:K16263	sens:Q786_21305
ko:K04078	sens:Q786_21310
ko:K04077	sens:Q786_21315
ko:K02356	sens:Q786_21335
ko:K16347	sens:Q786_21340
ko:K16348	sens:Q786_21345
ko:K03098	sens:Q786_21360
ko:K00247	sens:Q786_21365
ko:K00246	sens:Q786_21370
ko:K00245	sens:Q786_21375
ko:K00244	sens:Q786_21380
ko:K04568	sens:Q786_21385
ko:K01613	sens:Q786_21405
ko:K06949	sens:Q786_21410
ko:K09996	sens:Q786_21425
ko:K17758	sens:Q786_21450
ko:K17759	sens:Q786_21450
ko:K06925	sens:Q786_21455
ko:K01448	sens:Q786_21460
ko:K03572	sens:Q786_21465
ko:K00791	sens:Q786_21470
ko:K03666	sens:Q786_21475
ko:K03665	sens:Q786_21480
ko:K04088	sens:Q786_21485
ko:K04087	sens:Q786_21490
ko:K09937	sens:Q786_21495
ko:K01939	sens:Q786_21500
ko:K13771	sens:Q786_21505
ko:K12573	sens:Q786_21510
ko:K03218	sens:Q786_21515
ko:K09980	sens:Q786_21520
ko:K08989	sens:Q786_21540
ko:K09456	sens:Q786_21555
ko:K06889	sens:Q786_21570
ko:K03477	sens:Q786_21575
ko:K03476	sens:Q786_21580
ko:K03475	sens:Q786_21585
ko:K02822	sens:Q786_21590
ko:K02821	sens:Q786_21595
ko:K03078	sens:Q786_21600
ko:K03079	sens:Q786_21605
ko:K03077	sens:Q786_21610
ko:K08996	sens:Q786_21615
ko:K02990	sens:Q786_21630
ko:K02686	sens:Q786_21635
ko:K02963	sens:Q786_21640
ko:K02939	sens:Q786_21645
ko:K07269	sens:Q786_21655
ko:K03773	sens:Q786_21660
ko:K11737	sens:Q786_21665
ko:K07322	sens:Q786_21670
ko:K01119	sens:Q786_21690
ko:K01082	sens:Q786_21695
ko:K07109	sens:Q786_21700
ko:K07304	sens:Q786_21715
ko:K07278	sens:Q786_21720
ko:K09800	sens:Q786_21725
ko:K01507	sens:Q786_21745
ko:K03841	sens:Q786_21750
ko:K02558	sens:Q786_21755
ko:K03337	sens:Q786_21785
ko:K00140	sens:Q786_21790
ko:K03335	sens:Q786_21800
ko:K00010	sens:Q786_21805
ko:K01201	sens:Q786_21810
ko:K06606	sens:Q786_21815
ko:K03338	sens:Q786_21825
ko:K03336	sens:Q786_21835
ko:K00010	sens:Q786_21840
ko:K06606	sens:Q786_21850
ko:K06605	sens:Q786_21855
ko:K09889	sens:Q786_21860
ko:K03592	sens:Q786_21865
ko:K15536	sens:Q786_21870
ko:K01465	sens:Q786_21900
ko:K01042	sens:Q786_21905
ko:K01226	sens:Q786_21940
ko:K02818	sens:Q786_21945
ko:K02819	sens:Q786_21945
ko:K03485	sens:Q786_21950
ko:K01531	sens:Q786_21955
ko:K09022	sens:Q786_21965
ko:K00610	sens:Q786_21970
ko:K00609	sens:Q786_21975
ko:K00611	sens:Q786_21995
ko:K00926	sens:Q786_22000
ko:K01478	sens:Q786_22005
ko:K00611	sens:Q786_22015
ko:K09893	sens:Q786_22020
ko:K06169	sens:Q786_22025
ko:K03828	sens:Q786_22040
ko:K01873	sens:Q786_22050
ko:K02339	sens:Q786_22055
ko:K01255	sens:Q786_22060
ko:K07091	sens:Q786_22065
ko:K11720	sens:Q786_22070
ko:K06146	sens:Q786_22075
ko:K06157	sens:Q786_22080
ko:K00046	sens:Q786_22085
ko:K00098	sens:Q786_22090
ko:K00851	sens:Q786_22095
ko:K12957	sens:Q786_22100
ko:K07733	sens:Q786_22120
ko:K07154	sens:Q786_22275
ko:K03427	sens:Q786_22305
ko:K03427	sens:Q786_22310
ko:K01154	sens:Q786_22315
ko:K01153	sens:Q786_22320
ko:K07454	sens:Q786_22335
ko:K09982	sens:Q786_22350
ko:K13637	sens:Q786_22380
ko:K01867	sens:Q786_22385
ko:K06887	sens:Q786_22390
ko:K01779	sens:Q786_22395
ko:K01305	sens:Q786_22405
ko:K00135	sens:Q786_22445
ko:K01002	sens:Q786_22490
ko:K02317	sens:Q786_22505
ko:K13255	sens:Q786_22530
ko:K00564	sens:Q786_22560
ko:K03789	sens:Q786_22570
ko:K08723	sens:Q786_22575
ko:K02837	sens:Q786_22580
ko:K03424	sens:Q786_22600
ko:K01619	sens:Q786_22615
ko:K00758	sens:Q786_22620
ko:K01839	sens:Q786_22625
ko:K03784	sens:Q786_22630
ko:K03800	sens:Q786_22660
ko:K07186	sens:Q786_22665
ko:K01079	sens:Q786_22670
ko:K04485	sens:Q786_22675
ko:K06211	sens:Q786_22680
ko:K08309	sens:Q786_22690
ko:K03720	sens:Q786_22695
ko:K05804	sens:Q786_22710
ko:K05805	sens:Q786_22715
ko:K07663	sens:Q786_22720
ko:K07641	sens:Q786_22725
ko:K06143	sens:Q786_22730
ko:K07347	sens:Q786_22745
ko:K07773	sens:Q786_22770
ko:K02533	sens:Q786_22775
ko:K18140	sens:Q786_16530
ko:K03585	sens:Q786_02345
ko:K03973	sens:Q786_06755
ko:K01977	sens:Q786_01305
ko:K08351	sens:Q786_17800
ko:K01977	sens:Q786_12900
ko:K01977	sens:Q786_16570
ko:K01977	sens:Q786_19065
ko:K18015	sens:Q786_11275
ko:K07645	sens:Q786_15475
ko:K12979	sens:Q786_21040
ko:K03292	sens:Q786_19965
ko:K17938	sens:Q786_01845
ko:K01978	sens:Q786_15835
ko:K18325	sens:Q786_02835
ko:K03719	sens:Q786_04470
ko:K11645	sens:Q786_10620
ko:K18895	sens:Q786_13315
ko:K01801	sens:Q786_10800
ko:K01582	sens:Q786_12670
ko:K11747	sens:Q786_16855
ko:K01659	sens:Q786_01810
ko:K02809	sens:Q786_12720
ko:K02810	sens:Q786_12720
ko:K10014	sens:Q786_11620
ko:K01066	sens:Q786_02415
ko:K00042	sens:Q786_15845
ko:K01096	sens:Q786_06645
ko:K03668	sens:Q786_06960
ko:K05396	sens:Q786_05445
ko:K00996	sens:Q786_10280
ko:K01985	sens:Q786_01325
ko:K01985	sens:Q786_12885
ko:K01985	sens:Q786_19080
ko:K01985	sens:Q786_19570
ko:K01985	sens:Q786_20475
ko:K01985	sens:Q786_20275
ko:K01985	sens:Q786_16555
ko:K01985	sens:Q786_16545
ko:K13053	sens:Q786_04765
ko:K03772	sens:Q786_16835
ko:K04103	sens:Q786_11880
ko:K18148	sens:Q786_01555
ko:K18141	sens:Q786_16535
ko:K00001	sens:Q786_19855
ko:K01977	sens:Q786_19550
ko:K01977	sens:Q786_20255
ko:K01977	sens:Q786_20460
ko:K11745	sens:Q786_00420
ko:K04771	sens:Q786_01105
ko:K01582	sens:Q786_01230
ko:K01485	sens:Q786_16260
ko:K00956	sens:Q786_14140
ko:K09017	sens:Q786_05015
ko:K02031	sens:Q786_08965
ko:K00557	sens:Q786_20240
ko:K02032	sens:Q786_08960
ko:K00879	sens:Q786_14390
ko:K15347	sens:Q786_09140
ko:K01980	sens:Q786_01320
ko:K01980	sens:Q786_19075
ko:K01980	sens:Q786_19565
ko:K01980	sens:Q786_20270
ko:K01980	sens:Q786_16560
ko:K01980	sens:Q786_12890
ko:K01980	sens:Q786_20470
ko:K01007	sens:Q786_08505
ko:K02794	sens:Q786_21230
ko:K21430	sens:Q786_04165
ko:K21469	sens:Q786_12245
ko:K00632	sens:Q786_11795
ko:K03605	sens:Q786_15280
ko:K03605	sens:Q786_06240
ko:K03605	sens:Q786_07565
ko:K00146	sens:Q786_15195
ko:K00523	sens:Q786_10335
ko:K05875	sens:Q786_05605
ko:K14223	sens:Q786_03315
ko:K14223	sens:Q786_03320
ko:K05874	sens:Q786_22485
ko:K00344	sens:Q786_20830
ko:K14233	sens:Q786_04845
ko:K14238	sens:Q786_18345
ko:K02197	sens:Q786_18715
ko:K11903	sens:Q786_15120
ko:K01534	sens:Q786_17455
ko:K08156	sens:Q786_01940
ko:K01571	sens:Q786_03720
ko:K19597	sens:Q786_01735
ko:K07005	sens:Q786_03440
ko:K11891	sens:Q786_05100
ko:K02196	sens:Q786_11100
ko:K01185	sens:Q786_13170
ko:K01175	sens:Q786_03425
ko:K05875	sens:Q786_15685
ko:K14225	sens:Q786_20305
ko:K14219	sens:Q786_19265
ko:K18324	sens:Q786_12265
ko:K18326	sens:Q786_10520
ko:K14234	sens:Q786_01600
ko:K14221	sens:Q786_01330
ko:K14221	sens:Q786_19085
ko:K14221	sens:Q786_01385
ko:K14228	sens:Q786_03325
ko:K14218	sens:Q786_11910
ko:K14218	sens:Q786_11915
ko:K04065	sens:Q786_22585
ko:K14229	sens:Q786_11950
ko:K14232	sens:Q786_17750
ko:K14234	sens:Q786_20295
ko:K14235	sens:Q786_19090
ko:K14234	sens:Q786_20310
ko:K14219	sens:Q786_11820
ko:K14230	sens:Q786_15670
ko:K14219	sens:Q786_02730
ko:K14233	sens:Q786_09635
ko:K14227	sens:Q786_01310
ko:K14227	sens:Q786_19555
ko:K14227	sens:Q786_20260
ko:K14218	sens:Q786_01315
ko:K14218	sens:Q786_20265
ko:K14218	sens:Q786_19560
ko:K14234	sens:Q786_16550
ko:K14223	sens:Q786_03300
ko:K14223	sens:Q786_03305
ko:K14230	sens:Q786_03310
ko:K14230	sens:Q786_03330
ko:K14237	sens:Q786_03645
ko:K14237	sens:Q786_11935
ko:K14237	sens:Q786_11945
ko:K14237	sens:Q786_11940
ko:K14237	sens:Q786_08135
ko:K14237	sens:Q786_08140
ko:K14233	sens:Q786_04425
ko:K14233	sens:Q786_09595
ko:K14233	sens:Q786_13580
ko:K14225	sens:Q786_05490
ko:K14225	sens:Q786_21440
ko:K14225	sens:Q786_21435
ko:K14225	sens:Q786_21430
ko:K14225	sens:Q786_14695
ko:K14222	sens:Q786_05495
ko:K14228	sens:Q786_05500
ko:K14228	sens:Q786_16040
ko:K14228	sens:Q786_19275
ko:K14228	sens:Q786_22555
ko:K14228	sens:Q786_22545
ko:K14228	sens:Q786_22550
ko:K14219	sens:Q786_08945
ko:K14219	sens:Q786_09020
ko:K14219	sens:Q786_13560
ko:K14219	sens:Q786_13575
ko:K14219	sens:Q786_13565
ko:K14219	sens:Q786_13570
ko:K14220	sens:Q786_09645
ko:K14220	sens:Q786_09865
ko:K14220	sens:Q786_09805
ko:K14220	sens:Q786_09855
ko:K14232	sens:Q786_11060
ko:K14224	sens:Q786_12895
ko:K14224	sens:Q786_20465
ko:K14224	sens:Q786_16565
ko:K14224	sens:Q786_19070
ko:K14231	sens:Q786_15110
ko:K14231	sens:Q786_21270
ko:K14226	sens:Q786_19270
ko:K14232	sens:Q786_19280
ko:K14228	sens:Q786_22105
ko:K07713	sens:Q786_20445
ko:K07459	sens:Q786_04365
ko:K18828	sens:Q786_14680
ko:K02793	sens:Q786_21225
ko:K02794	sens:Q786_21225
ko:K05799	sens:Q786_07105
ko:K04333	sens:Q786_09550
ko:K00984	sens:Q786_08935
ko:K04753	sens:Q786_15445
ko:K11904	sens:Q786_05195
ko:K18479	sens:Q786_19710
ko:K18478	sens:Q786_19725
ko:K18446	sens:Q786_15610
ko:K18475	sens:Q786_05425
ko:K11894	sens:Q786_05155
ko:K08087	sens:Q786_02725
ko:K00335	sens:Q786_11470
ko:K07794	sens:Q786_13385
ko:K18691	sens:Q786_12705
ko:K18697	sens:Q786_12715
ko:K18142	sens:Q786_16540
ko:K18765	sens:Q786_16460
ko:K08138	sens:Q786_21770
ko:K18828	sens:Q786_21920
ko:K18850	sens:Q786_09115
ko:K18889	sens:Q786_02270
ko:K18862	sens:Q786_02020
ko:K18864	sens:Q786_10500
ko:K18868	sens:Q786_15595
ko:K21645	sens:Q786_22400
ko:K11741	sens:Q786_21355
ko:K20861	sens:Q786_04195
ko:K18829	sens:Q786_21925
ko:K20866	sens:Q786_19735
ko:K20881	sens:Q786_17060
ko:K20862	sens:Q786_19355
ko:K07319	sens:Q786_16515
ko:K18800	sens:Q786_14795
ko:K18778	sens:Q786_00705
ko:K18831	sens:Q786_05885
ko:K18831	sens:Q786_19755
ko:K06218	sens:Q786_07495
ko:K18657	sens:Q786_04710
ko:K18890	sens:Q786_02275
ko:K07724	sens:Q786_16115
ko:K05785	sens:Q786_19500
ko:K05839	sens:Q786_02330
ko:K03646	sens:Q786_03620
ko:K03674	sens:Q786_04220
ko:K03553	sens:Q786_13600
ko:K03746	sens:Q786_06435
ko:K08722	sens:Q786_11505
ko:K11685	sens:Q786_13450
ko:K08598	sens:Q786_13785
ko:K10748	sens:Q786_07900
ko:K04565	sens:Q786_08055
ko:K03169	sens:Q786_08765
ko:K10716	sens:Q786_21530
ko:K15773	sens:Q786_22270
ko:K07483	sens:Q786_05210
ko:K07497	sens:Q786_22260
ko:K03761	sens:Q786_12875
ko:K03976	sens:Q786_02440
ko:K01699	sens:Q786_10070
ko:K19055	sens:Q786_08850
ko:K04028	sens:Q786_12180
ko:K02483	sens:Q786_04895
ko:K03526	sens:Q786_12485
ko:K14742	sens:Q786_06085
ko:K15367	sens:Q786_08270
ko:K07483	sens:Q786_18395
ko:K07483	sens:Q786_02740
ko:K07497	sens:Q786_22255
ko:K18979	sens:Q786_21445
ko:K18988	sens:Q786_01840
ko:K18997	sens:Q786_04965
ko:K05799	sens:Q786_00765
ko:K19048	sens:Q786_01430
ko:K19046	sens:Q786_14180
ko:K19000	sens:Q786_01245
ko:K08970	sens:Q786_14630
ko:K19227	sens:Q786_06730
ko:K19229	sens:Q786_06720
ko:K07746	sens:Q786_14285
ko:K11748	sens:Q786_16860
ko:K19222	sens:Q786_08425
ko:K02777	sens:Q786_12025
ko:K19166	sens:Q786_19760
ko:K19226	sens:Q786_06735
ko:K19235	sens:Q786_04080
ko:K19236	sens:Q786_09185
ko:K19123	sens:Q786_14185
ko:K07448	sens:Q786_22285
ko:K03445	sens:Q786_18505
ko:K19163	sens:Q786_22195
ko:K13740	sens:Q786_13850
ko:K00590	sens:Q786_22235
ko:K15352	sens:Q786_13345
ko:K15351	sens:Q786_08230
ko:K16291	sens:Q786_09945
ko:K01710	sens:Q786_19220
ko:K19238	sens:Q786_11360
ko:K19166	sens:Q786_05890
ko:K01710	sens:Q786_10355
ko:K19148	sens:Q786_18615
ko:K00336	sens:Q786_11465
ko:K22044	sens:Q786_04015
ko:K15353	sens:Q786_05855
ko:K15349	sens:Q786_07050
ko:K19125	sens:Q786_14170
ko:K19228	sens:Q786_06725
ko:K19126	sens:Q786_14165
ko:K19234	sens:Q786_08380
ko:K19162	sens:Q786_02335
ko:K19168	sens:Q786_14740
ko:K04772	sens:Q786_16325
ko:K19164	sens:Q786_22190
ko:K09951	sens:Q786_14155
ko:K19270	sens:Q786_11515
ko:K07497	sens:Q786_09620
ko:K01992	sens:Q786_03955
ko:K01992	sens:Q786_03960
ko:K01992	sens:Q786_17500
ko:K03722	sens:Q786_03990
ko:K19265	sens:Q786_11885
ko:K01066	sens:Q786_19765
ko:K03722	sens:Q786_06080
ko:K19416	sens:Q786_04835
ko:K07497	sens:Q786_18400
ko:K07497	sens:Q786_05215
ko:K07497	sens:Q786_01460
ko:K19335	sens:Q786_06825
ko:K19353	sens:Q786_20190
ko:K19267	sens:Q786_21680
ko:K19337	sens:Q786_05765
ko:K19304	sens:Q786_05750
ko:K19334	sens:Q786_22010
ko:K19270	sens:Q786_08645
ko:K07496	sens:Q786_00490
ko:K19354	sens:Q786_18125
ko:K19336	sens:Q786_06820
ko:K19333	sens:Q786_05980
ko:K21637	sens:Q786_15200
ko:K01785	sens:Q786_19705
ko:K03293	sens:Q786_19260
ko:K07274	sens:Q786_08825
ko:K06884	sens:Q786_06550
ko:K06884	sens:Q786_07680
ko:K06884	sens:Q786_05010
ko:K19303	sens:Q786_08090
ko:K00042	sens:Q786_02565
ko:K19611	sens:Q786_02855
ko:K11209	sens:Q786_11595
ko:K02257	sens:Q786_02165
ko:K00525	sens:Q786_11225
ko:K19592	sens:Q786_01740
ko:K19594	sens:Q786_01725
ko:K02796	sens:Q786_06030
ko:K19709	sens:Q786_08465
ko:K19688	sens:Q786_04160
ko:K19745	sens:Q786_16465
ko:K19778	sens:Q786_07415
ko:K07119	sens:Q786_07280
ko:K00799	sens:Q786_04170
ko:K06131	sens:Q786_03940
ko:K00799	sens:Q786_11590
ko:K06132	sens:Q786_09520
ko:K15777	sens:Q786_15530
ko:K07147	sens:Q786_16470
ko:K19784	sens:Q786_18850
ko:K19802	sens:Q786_06790
ko:K01023	sens:Q786_15545
ko:K07497	sens:Q786_15560
ko:K07497	sens:Q786_16965
ko:K07497	sens:Q786_09605
ko:K07497	sens:Q786_22205
ko:K19803	sens:Q786_10980
ko:K19804	sens:Q786_06655
ko:K19810	sens:Q786_21330
ko:K07662	sens:Q786_19935
ko:K07497	sens:Q786_05050
ko:K07497	sens:Q786_03335
ko:K07126	sens:Q786_02160
ko:K07126	sens:Q786_02155
ko:K02485	sens:Q786_06425
ko:K00632	sens:Q786_19520
ko:K01139	sens:Q786_18300
ko:K01271	sens:Q786_19530
ko:K21636	sens:Q786_21935
ko:K13638	sens:Q786_16635
ko:K20023	sens:Q786_18075
ko:K07686	sens:Q786_18580
ko:K20265	sens:Q786_11645
ko:K20276	sens:Q786_13035
ko:K19591	sens:Q786_02460
ko:K01612	sens:Q786_14080
ko:K01236	sens:Q786_07425
ko:K20542	sens:Q786_17665
ko:K20534	sens:Q786_20620
ko:K20543	sens:Q786_17660
ko:K20534	sens:Q786_02755
ko:K20541	sens:Q786_17670
ko:K21394	sens:Q786_17935
ko:K22132	sens:Q786_14440
ko:K20609	sens:Q786_07165
ko:K01214	sens:Q786_07435
ko:K02438	sens:Q786_17260
ko:K21029	sens:Q786_04120
ko:K21084	sens:Q786_10485
ko:K21021	sens:Q786_12955
ko:K21085	sens:Q786_05280
ko:K21086	sens:Q786_17635
ko:K21087	sens:Q786_06195
ko:K21089	sens:Q786_10720
ko:K08968	sens:Q786_05955
ko:K00821	sens:Q786_16915
ko:K21090	sens:Q786_06050
ko:K00525	sens:Q786_13490
ko:K00526	sens:Q786_13495
ko:K02335	sens:Q786_19605
ko:K06903	sens:Q786_20605
ko:K06905	sens:Q786_20635
ko:K06908	sens:Q786_20665
ko:K06907	sens:Q786_20670
ko:K02314	sens:Q786_20835
ko:K04068	sens:Q786_21930
ko:K06919	sens:Q786_22150
ko:K02315	sens:Q786_22500
ko:K06197	sens:Q786_06345
ko:K00857	sens:Q786_06440
ko:K16711	sens:Q786_10365
ko:K06866	sens:Q786_12835
ko:K06905	sens:Q786_13060
ko:K06906	sens:Q786_13065
ko:K06908	sens:Q786_13085
ko:K06907	sens:Q786_13090
ko:K06903	sens:Q786_13135
ko:K00558	sens:Q786_13220
ko:K06223	sens:Q786_13240
ko:K06191	sens:Q786_13480
ko:K00560	sens:Q786_14515
ko:K02316	sens:Q786_15655
ko:K01520	sens:Q786_18245
ko:K06223	sens:Q786_17000
ko:K11089	sens:Q786_17180
ko:K03676	sens:Q786_18100
ko:K06217	sens:Q786_05040
ko:K00558	sens:Q786_05255
ko:K03546	sens:Q786_01945
ko:K06217	sens:Q786_03280
ko:K03292	sens:Q786_00755
ko:K05934	sens:Q786_10005
ko:K13695	sens:Q786_08540
ko:K03892	sens:Q786_09895
ko:K21393	sens:Q786_17940
ko:K21395	sens:Q786_17945
ko:K21449	sens:Q786_18045
ko:K21470	sens:Q786_04650
ko:K01420	sens:Q786_06895
ko:K21602	sens:Q786_17915
ko:K21645	sens:Q786_03705
ko:K21739	sens:Q786_02785
ko:K21740	sens:Q786_02790
ko:K21741	sens:Q786_02795
ko:K21746	sens:Q786_02780
ko:K21698	sens:Q786_16420
ko:K21695	sens:Q786_16415
ko:K21759	sens:Q786_14085
ko:K21948	sens:Q786_14055
ko:K21990	sens:Q786_11815
ko:K22041	sens:Q786_09195
ko:K22024	sens:Q786_00865
ko:K22025	sens:Q786_14040
ko:K22051	sens:Q786_21400
ko:K03741	sens:Q786_09890
ko:K08319	sens:Q786_14060
ko:K22131	sens:Q786_14045
ko:K01816	sens:Q786_02560
ko:K14274	sens:Q786_12935
ko:K03595	sens:Q786_12770
ko:K22130	sens:Q786_14050
ko:K22129	sens:Q786_00860
ko:K22105	sens:Q786_20230
ko:K22104	sens:Q786_16290
ko:K22110	sens:Q786_19895
ko:K22110	sens:Q786_19680
ko:K22270	sens:Q786_10795
ko:K03079	sens:Q786_17960
ko:K08994	sens:Q786_07605
ko:K03078	sens:Q786_17955
ko:K03077	sens:Q786_17965
ko:K03077	sens:Q786_00505
ko:K15634	sens:Q786_22705
ko:K22397	sens:Q786_17235
ko:K22293	sens:Q786_07695
ko:K13566	sens:Q786_01525
ko:K11206	sens:Q786_03085
ko:K22488	sens:Q786_13830
ko:K22486	sens:Q786_13840
ko:K22489	sens:Q786_14070
ko:K22501	sens:Q786_06215
ko:K00424	sens:Q786_03595
ko:K22487	sens:Q786_13820
ko:K22505	sens:Q786_13815
ko:K22512	sens:Q786_13935
ko:K22504	sens:Q786_13950
ko:K22506	sens:Q786_13930
ko:K22507	sens:Q786_13910
ko:K22508	sens:Q786_13905
ko:K22509	sens:Q786_13900
ko:K22510	sens:Q786_13895
ko:K22511	sens:Q786_13945
ko:K22513	sens:Q786_13925
ko:K22514	sens:Q786_13920
