ko:K00932	ecz:ECS88_3508
ko:K07642	ecz:ECS88_2177
ko:K11939	ecz:ECS88_0831
ko:K02099	ecz:ECS88_0067
ko:K09476	ecz:ECS88_0957
ko:K11685	ecz:ECS88_2933
ko:K03760	ecz:ECS88_4616
ko:K04771	ecz:ECS88_0172
ko:K00884	ecz:ECS88_1133
ko:K01048	ecz:ECS88_4253
ko:K01271	ecz:ECS88_4295
ko:K00060	ecz:ECS88_4033
ko:K07491	ecz:ECS88_0035
ko:K11896	ecz:ECS88_3102
ko:K01061	ecz:ECS88_4274
ko:K01626	ecz:ECS88_p0123
ko:K01739	ecz:ECS88_4390
ko:K11901	ecz:ECS88_3083
ko:K11901	ecz:ECS88_0246
ko:K00821	ecz:ECS88_3750
ko:K02173	ecz:ECS88_3209
ko:K00568	ecz:ECS88_2380
ko:K03425	ecz:ECS88_0668
ko:K11910	ecz:ECS88_3098
ko:K02017	ecz:ECS88_0781
ko:K11893	ecz:ECS88_3085
ko:K11928	ecz:ECS88_1032
ko:K03574	ecz:ECS88_0103
ko:K11909	ecz:ECS88_0236
ko:K11926	ecz:ECS88_0275
ko:K10551	ecz:ECS88_4588
ko:K01766	ecz:ECS88_3079
ko:K01185	ecz:ECS88_2828
ko:K11891	ecz:ECS88_0234
ko:K11905	ecz:ECS88_0244
ko:K11906	ecz:ECS88_0240
ko:K02426	ecz:ECS88_3080
ko:K06957	ecz:ECS88_2655
ko:K10213	ecz:ECS88_2310
ko:K03417	ecz:ECS88_0343
ko:K11891	ecz:ECS88_3097
ko:K11910	ecz:ECS88_0235
ko:K11927	ecz:ECS88_0815
ko:K12151	ecz:ECS88_1126
ko:K11904	ecz:ECS88_0248
ko:K03524	ecz:ECS88_4437
ko:K01069	ecz:ECS88_0227
ko:K11907	ecz:ECS88_0237
ko:K11904	ecz:ECS88_1552
ko:K10975	ecz:ECS88_0510
ko:K11933	ecz:ECS88_0893
ko:K11934	ecz:ECS88_0832
ko:K03768	ecz:ECS88_0525
ko:K12112	ecz:ECS88_3474
ko:K11907	ecz:ECS88_3089
ko:K11903	ecz:ECS88_3088
ko:K04487	ecz:ECS88_2706
ko:K11717	ecz:ECS88_1730
ko:K03472	ecz:ECS88_3203
ko:K11719	ecz:ECS88_3582
ko:K01077	ecz:ECS88_0377
ko:K11924	ecz:ECS88_0835
ko:K06168	ecz:ECS88_0696
ko:K11894	ecz:ECS88_0241
ko:K11895	ecz:ECS88_0242
ko:K08234	ecz:ECS88_0198
ko:K11925	ecz:ECS88_0074
ko:K11895	ecz:ECS88_3103
ko:K06970	ecz:ECS88_0825
ko:K07757	ecz:ECS88_0839
ko:K11911	ecz:ECS88_3106
ko:K08163	ecz:ECS88_4133
ko:K11932	ecz:ECS88_0649
ko:K01720	ecz:ECS88_0345
ko:K01358	ecz:ECS88_0434
ko:K01710	ecz:ECS88_2138
ko:K01710	ecz:ECS88_4210
ko:K08317	ecz:ECS88_0639
ko:K01250	ecz:ECS88_0686
ko:K03297	ecz:ECS88_1989
ko:K11893	ecz:ECS88_0239
ko:K06940	ecz:ECS88_2319
ko:K02001	ecz:ECS88_2944
ko:K02000	ecz:ECS88_2943
ko:K00652	ecz:ECS88_0793
ko:K00652	ecz:ECS88_3360
ko:K01759	ecz:ECS88_1700
ko:K02464	ecz:ECS88_3723
ko:K01169	ecz:ECS88_0652
ko:K05966	ecz:ECS88_0654
ko:K06212	ecz:ECS88_0932
ko:K03836	ecz:ECS88_4132
ko:K04786	ecz:ECS88_2038
ko:K04784	ecz:ECS88_2037
ko:K01187	ecz:ECS88_0398
ko:K05799	ecz:ECS88_0121
ko:K08278	ecz:ECS88_5086
ko:K00661	ecz:ECS88_0456
ko:K16345	ecz:ECS88_4070
ko:K00024	ecz:ECS88_3612
ko:K00130	ecz:ECS88_0320
ko:K08297	ecz:ECS88_0042
ko:K03762	ecz:ECS88_4612
ko:K07796	ecz:ECS88_0609
ko:K07787	ecz:ECS88_0612
ko:K10972	ecz:ECS88_0503
ko:K00117	ecz:ECS88_0133
ko:K01659	ecz:ECS88_0344
ko:K01190	ecz:ECS88_0351
ko:K07214	ecz:ECS88_4141
ko:K01089	ecz:ECS88_2121
ko:K00853	ecz:ECS88_0066
ko:K01160	ecz:ECS88_1181
ko:K01185	ecz:ECS88_5020
ko:K01185	ecz:ECS88_1185
ko:K12152	ecz:ECS88_1149
ko:K07726	ecz:ECS88_3974
ko:K02302	ecz:ECS88_3759
ko:K02362	ecz:ECS88_0621
ko:K03855	ecz:ECS88_0047
ko:K10973	ecz:ECS88_0505
ko:K11900	ecz:ECS88_0245
ko:K00633	ecz:ECS88_0349
ko:K02532	ecz:ECS88_0350
ko:K11751	ecz:ECS88_0477
ko:K05806	ecz:ECS88_5087
ko:K00042	ecz:ECS88_3513
ko:K00042	ecz:ECS88_0508
ko:K03148	ecz:ECS88_4453
ko:K08313	ecz:ECS88_0842
ko:K11906	ecz:ECS88_3104
ko:K11905	ecz:ECS88_3105
ko:K11936	ecz:ECS88_1038
ko:K11748	ecz:ECS88_3740
ko:K10716	ecz:ECS88_1319
ko:K03329	ecz:ECS88_0340
ko:K07459	ecz:ECS88_0898
ko:K09020	ecz:ECS88_1027
ko:K10036	ecz:ECS88_0829
ko:K10037	ecz:ECS88_0828
ko:K10038	ecz:ECS88_0827
ko:K04755	ecz:ECS88_2701
ko:K02852	ecz:ECS88_4218
ko:K09974	ecz:ECS88_4400
ko:K03078	ecz:ECS88_4782
ko:K01545	ecz:ECS88_0733
ko:K11911	ecz:ECS88_0233
ko:K03386	ecz:ECS88_0647
ko:K01243	ecz:ECS88_0170
ko:K09024	ecz:ECS88_1023
ko:K03286	ecz:ECS88_0978
ko:K11940	ecz:ECS88_0988
ko:K07343	ecz:ECS88_0981
ko:K08154	ecz:ECS88_4098
ko:K11752	ecz:ECS88_0409
ko:K01085	ecz:ECS88_1016
ko:K03119	ecz:ECS88_0365
ko:K01119	ecz:ECS88_4807
ko:K00971	ecz:ECS88_2146
ko:K05887	ecz:ECS88_1742
ko:K00970	ecz:ECS88_0153
ko:K11720	ecz:ECS88_4849
ko:K01630	ecz:ECS88_3514
ko:K07810	ecz:ECS88_0610
ko:K08225	ecz:ECS88_0630
ko:K00137	ecz:ECS88_1538
ko:K05880	ecz:ECS88_1269
ko:K06884	ecz:ECS88_1394
ko:K07637	ecz:ECS88_1144
ko:K08997	ecz:ECS88_1757
ko:K07781	ecz:ECS88_2004
ko:K06159	ecz:ECS88_2359
ko:K11938	ecz:ECS88_0443
ko:K01092	ecz:ECS88_2709
ko:K12291	ecz:ECS88_3777
ko:K02237	ecz:ECS88_0439
ko:K08279	ecz:ECS88_0038
ko:K08299	ecz:ECS88_0039
ko:K08277	ecz:ECS88_0037
ko:K00108	ecz:ECS88_0319
ko:K03668	ecz:ECS88_1495
ko:K08324	ecz:ECS88_1602
ko:K05845	ecz:ECS88_2275
ko:K00602	ecz:ECS88_4467
ko:K00974	ecz:ECS88_3454
ko:K03931	ecz:ECS88_3477
ko:K03757	ecz:ECS88_4636
ko:K07491	ecz:ECS88_0263
ko:K08368	ecz:ECS88_0048
ko:K07214	ecz:ECS88_0623
ko:K11607	ecz:ECS88_1216
ko:K05373	ecz:ECS88_2033
ko:K02504	ecz:ECS88_0109
ko:K02505	ecz:ECS88_0108
ko:K11738	ecz:ECS88_1547
ko:K07114	ecz:ECS88_2420
ko:K05778	ecz:ECS88_1807
ko:K08137	ecz:ECS88_3225
ko:K03817	ecz:ECS88_1522
ko:K11892	ecz:ECS88_3086
ko:K03445	ecz:ECS88_4087
ko:K06895	ecz:ECS88_3199
ko:K01058	ecz:ECS88_4247
ko:K01488	ecz:ECS88_1670
ko:K01684	ecz:ECS88_4115
ko:K01631	ecz:ECS88_4116
ko:K01631	ecz:ECS88_4279
ko:K01524	ecz:ECS88_4200
ko:K00835	ecz:ECS88_3991
ko:K08194	ecz:ECS88_4114
ko:K04691	ecz:ECS88_3611
ko:K05540	ecz:ECS88_3645
ko:K07397	ecz:ECS88_3746
ko:K04063	ecz:ECS88_1576
ko:K00675	ecz:ECS88_1558
ko:K00371	ecz:ECS88_1562
ko:K00104	ecz:ECS88_3354
ko:K03111	ecz:ECS88_p0050
ko:K06199	ecz:ECS88_p0015
ko:K10986	ecz:ECS88_3528
ko:K02769	ecz:ECS88_4077
ko:K03897	ecz:ECS88_p0010
ko:K04844	ecz:ECS88_1458
ko:K02768	ecz:ECS88_4078
ko:K00956	ecz:ECS88_3022
ko:K01664	ecz:ECS88_3751
ko:K07172	ecz:ECS88_3051
ko:K10985	ecz:ECS88_3527
ko:K04772	ecz:ECS88_3610
ko:K13890	ecz:ECS88_0848
ko:K04017	ecz:ECS88_4568
ko:K13892	ecz:ECS88_0846
ko:K02057	ecz:ECS88_2716
ko:K05685	ecz:ECS88_0901
ko:K02798	ecz:ECS88_3215
ko:K13889	ecz:ECS88_0847
ko:K13637	ecz:ECS88_4942
ko:K12943	ecz:ECS88_3143
ko:K01424	ecz:ECS88_3239
ko:K01104	ecz:ECS88_2158
ko:K13256	ecz:ECS88_4505
ko:K05520	ecz:ECS88_3537
ko:K05520	ecz:ECS88_4673
ko:K13038	ecz:ECS88_4053
ko:K12945	ecz:ECS88_2646
ko:K01355	ecz:ECS88_0602
ko:K13255	ecz:ECS88_4989
ko:K02116	ecz:ECS88_4161
ko:K06879	ecz:ECS88_3063
ko:K09477	ecz:ECS88_0653
ko:K13283	ecz:ECS88_4365
ko:K13378	ecz:ECS88_2433
ko:K00297	ecz:ECS88_4397
ko:K13243	ecz:ECS88_1577
ko:K13244	ecz:ECS88_0324
ko:K02423	ecz:ECS88_1980
ko:K00885	ecz:ECS88_3599
ko:K12972	ecz:ECS88_1044
ko:K13926	ecz:ECS88_3893
ko:K12061	ecz:ECS88_p0079
ko:K13788	ecz:ECS88_2444
ko:K07714	ecz:ECS88_2369
ko:K03077	ecz:ECS88_4784
ko:K13480	ecz:ECS88_3147
ko:K07484	ecz:ECS88_4877
ko:K06887	ecz:ECS88_0232
ko:K13735	ecz:ECS88_0300
ko:K07480	ecz:ECS88_p0007
ko:K01916	ecz:ECS88_1792
ko:K07404	ecz:ECS88_0783
ko:K05939	ecz:ECS88_3131
ko:K05349	ecz:ECS88_2276
ko:K02058	ecz:ECS88_0334
ko:K08177	ecz:ECS88_3966
ko:K06909	ecz:ECS88_2518
ko:K03779	ecz:ECS88_3459
ko:K02083	ecz:ECS88_0515
ko:K01051	ecz:ECS88_0789
ko:K01838	ecz:ECS88_1459
ko:K02056	ecz:ECS88_0335
ko:K02057	ecz:ECS88_0336
ko:K02057	ecz:ECS88_0337
ko:K02315	ecz:ECS88_4982
ko:K12368	ecz:ECS88_3964
ko:K12339	ecz:ECS88_2610
ko:K11189	ecz:ECS88_3890
ko:K12371	ecz:ECS88_3961
ko:K02485	ecz:ECS88_1303
ko:K00951	ecz:ECS88_3052
ko:K09806	ecz:ECS88_3445
ko:K08318	ecz:ECS88_4324
ko:K16371	ecz:ECS88_3518
ko:K09612	ecz:ECS88_3024
ko:K03487	ecz:ECS88_2977
ko:K01002	ecz:ECS88_4980
ko:K00557	ecz:ECS88_4424
ko:K12528	ecz:ECS88_3160
ko:K12529	ecz:ECS88_3159
ko:K00065	ecz:ECS88_3139
ko:K05875	ecz:ECS88_1943
ko:K03321	ecz:ECS88_1274
ko:K15548	ecz:ECS88_3617
ko:K01708	ecz:ECS88_3516
ko:K12521	ecz:ECS88_3258
ko:K12519	ecz:ECS88_3262
ko:K12520	ecz:ECS88_3259
ko:K07684	ecz:ECS88_1290
ko:K03468	ecz:ECS88_3616
ko:K00219	ecz:ECS88_3478
ko:K07232	ecz:ECS88_1287
ko:K12573	ecz:ECS88_4765
ko:K02799	ecz:ECS88_3214
ko:K02800	ecz:ECS88_3214
ko:K02790	ecz:ECS88_3110
ko:K02791	ecz:ECS88_3110
ko:K11382	ecz:ECS88_3277
ko:K02770	ecz:ECS88_4076
ko:K02414	ecz:ECS88_1996
ko:K03772	ecz:ECS88_3735
ko:K07314	ecz:ECS88_3001
ko:K07666	ecz:ECS88_3411
ko:K00058	ecz:ECS88_3107
ko:K01515	ecz:ECS88_3428
ko:K06221	ecz:ECS88_0299
ko:K01791	ecz:ECS88_4208
ko:K09968	ecz:ECS88_2857
ko:K13629	ecz:ECS88_2559
ko:K14062	ecz:ECS88_1492
ko:K14064	ecz:ECS88_1950
ko:K14061	ecz:ECS88_1491
ko:K13888	ecz:ECS88_0900
ko:K14055	ecz:ECS88_1475
ko:K13650	ecz:ECS88_0824
ko:K03896	ecz:ECS88_p0012
ko:K13735	ecz:ECS88_4952
ko:K12369	ecz:ECS88_3963
ko:K12582	ecz:ECS88_4215
ko:K00758	ecz:ECS88_5063
ko:K02815	ecz:ECS88_4489
ko:K02752	ecz:ECS88_2978
ko:K02753	ecz:ECS88_2978
ko:K03497	ecz:ECS88_p0038
ko:K03497	ecz:ECS88_p0054
ko:K12065	ecz:ECS88_p0070
ko:K12063	ecz:ECS88_p0077
ko:K12060	ecz:ECS88_p0080
ko:K12072	ecz:ECS88_p0088
ko:K12056	ecz:ECS88_p0089
ko:K03272	ecz:ECS88_3449
ko:K14059	ecz:ECS88_2917
ko:K14054	ecz:ECS88_1468
ko:K07483	ecz:ECS88_4878
ko:K07279	ecz:ECS88_2381
ko:K13922	ecz:ECS88_4675
ko:K14065	ecz:ECS88_4373
ko:K01782	ecz:ECS88_2488
ko:K01825	ecz:ECS88_4294
ko:K14058	ecz:ECS88_1488
ko:K14060	ecz:ECS88_5050
ko:K14053	ecz:ECS88_1461
ko:K14051	ecz:ECS88_1427
ko:K06211	ecz:ECS88_5071
ko:K13628	ecz:ECS88_2704
ko:K02462	ecz:ECS88_3722
ko:K02462	ecz:ECS88_3335
ko:K00640	ecz:ECS88_2131
ko:K07749	ecz:ECS88_2569
ko:K05685	ecz:ECS88_p0147
ko:K07017	ecz:ECS88_p0125
ko:K12507	ecz:ECS88_1752
ko:K07245	ecz:ECS88_1894
ko:K04030	ecz:ECS88_2639
ko:K11106	ecz:ECS88_3461
ko:K00215	ecz:ECS88_0031
ko:K04753	ecz:ECS88_3405
ko:K02068	ecz:ECS88_0495
ko:K02069	ecz:ECS88_0496
ko:K02062	ecz:ECS88_0071
ko:K09982	ecz:ECS88_4922
ko:K02100	ecz:ECS88_3138
ko:K07357	ecz:ECS88_4930
ko:K07358	ecz:ECS88_4931
ko:K07346	ecz:ECS88_4934
ko:K07348	ecz:ECS88_4936
ko:K03490	ecz:ECS88_1787
ko:K06956	ecz:ECS88_1781
ko:K03328	ecz:ECS88_2134
ko:K07677	ecz:ECS88_2367
ko:K09934	ecz:ECS88_2377
ko:K07310	ecz:ECS88_1633
ko:K03973	ecz:ECS88_1447
ko:K12700	ecz:ECS88_0029
ko:K10984	ecz:ECS88_3526
ko:K02004	ecz:ECS88_0501
ko:K06156	ecz:ECS88_3833
ko:K02226	ecz:ECS88_0680
ko:K04774	ecz:ECS88_1407
ko:K12524	ecz:ECS88_0002
ko:K03767	ecz:ECS88_3754
ko:K05789	ecz:ECS88_2126
ko:K00138	ecz:ECS88_4004
ko:K01654	ecz:ECS88_3330
ko:K16693	ecz:ECS88_4214
ko:K07038	ecz:ECS88_0527
ko:K07038	ecz:ECS88_1780
ko:K12523	ecz:ECS88_3260
ko:K07812	ecz:ECS88_1930
ko:K08326	ecz:ECS88_2580
ko:K01297	ecz:ECS88_1255
ko:K01897	ecz:ECS88_1857
ko:K01087	ecz:ECS88_1952
ko:K01176	ecz:ECS88_1981
ko:K03079	ecz:ECS88_4783
ko:K00632	ecz:ECS88_4293
ko:K06075	ecz:ECS88_1690
ko:K13069	ecz:ECS88_1849
ko:K02477	ecz:ECS88_2268
ko:K04072	ecz:ECS88_1308
ko:K07480	ecz:ECS88_4712
ko:K04085	ecz:ECS88_3873
ko:K01791	ecz:ECS88_3328
ko:K07165	ecz:ECS88_4865
ko:K00281	ecz:ECS88_3182
ko:K00087	ecz:ECS88_3145
ko:K08092	ecz:ECS88_3994
ko:K08325	ecz:ECS88_3391
ko:K07126	ecz:ECS88_4571
ko:K08970	ecz:ECS88_2248
ko:K06518	ecz:ECS88_2287
ko:K01147	ecz:ECS88_1428
ko:K02255	ecz:ECS88_1957
ko:K03446	ecz:ECS88_2951
ko:K03838	ecz:ECS88_3509
ko:K07679	ecz:ECS88_2565
ko:K07357	ecz:ECS88_0317
ko:K02850	ecz:ECS88_4041
ko:K06518	ecz:ECS88_4558
ko:K09994	ecz:ECS88_4594
ko:K12527	ecz:ECS88_3157
ko:K12517	ecz:ECS88_3265
ko:K00564	ecz:ECS88_4992
ko:K12518	ecz:ECS88_3263
ko:K01582	ecz:ECS88_4635
ko:K07274	ecz:ECS88_1835
ko:K02847	ecz:ECS88_4038
ko:K08172	ecz:ECS88_2049
ko:K08305	ecz:ECS88_2964
ko:K12957	ecz:ECS88_4851
ko:K08351	ecz:ECS88_3970
ko:K12973	ecz:ECS88_0664
ko:K07821	ecz:ECS88_1931
ko:K02814	ecz:ECS88_4490
ko:K02813	ecz:ECS88_4491
ko:K02812	ecz:ECS88_4492
ko:K07349	ecz:ECS88_4937
ko:K00344	ecz:ECS88_4523
ko:K12522	ecz:ECS88_3257
ko:K05834	ecz:ECS88_4252
ko:K06006	ecz:ECS88_4364
ko:K12660	ecz:ECS88_2393
ko:K12661	ecz:ECS88_2396
ko:K04751	ecz:ECS88_2724
ko:K03087	ecz:ECS88_3010
ko:K00879	ecz:ECS88_3072
ko:K08349	ecz:ECS88_1568
ko:K07350	ecz:ECS88_4938
ko:K02468	ecz:ECS88_2970
ko:K13979	ecz:ECS88_0338
ko:K00076	ecz:ECS88_1666
ko:K03649	ecz:ECS88_3466
ko:K02027	ecz:ECS88_1451
ko:K07471	ecz:ECS88_3409
ko:K07483	ecz:ECS88_2081
ko:K13631	ecz:ECS88_4551
ko:K13634	ecz:ECS88_1413
ko:K06867	ecz:ECS88_0327
ko:K03782	ecz:ECS88_4398
ko:K03895	ecz:ECS88_p0011
ko:K01466	ecz:ECS88_0511
ko:K13638	ecz:ECS88_3680
ko:K01813	ecz:ECS88_4350
ko:K01792	ecz:ECS88_1833
ko:K13641	ecz:ECS88_4482
ko:K05340	ecz:ECS88_4904
ko:K10778	ecz:ECS88_2361
ko:K02451	ecz:ECS88_3710
ko:K10939	ecz:ECS88_3348
ko:K13479	ecz:ECS88_3146
ko:K13643	ecz:ECS88_2707
ko:K13694	ecz:ECS88_2324
ko:K01070	ecz:ECS88_2302
ko:K13821	ecz:ECS88_1030
ko:K11720	ecz:ECS88_3361
ko:K10549	ecz:ECS88_4589
ko:K14218	ecz:ECS88_tRNA73
ko:K14218	ecz:ECS88_tRNA74
ko:K07248	ecz:ECS88_1511
ko:K13938	ecz:ECS88_1651
ko:K13953	ecz:ECS88_1572
ko:K13954	ecz:ECS88_4006
ko:K02484	ecz:ECS88_2020
ko:K02550	ecz:ECS88_3349
ko:K02058	ecz:ECS88_4818
ko:K02056	ecz:ECS88_4819
ko:K11535	ecz:ECS88_2587
ko:K13918	ecz:ECS88_3056
ko:K02057	ecz:ECS88_4821
ko:K02015	ecz:ECS88_4861
ko:K01467	ecz:ECS88_4738
ko:K07186	ecz:ECS88_5068
ko:K07480	ecz:ECS88_4706
ko:K12068	ecz:ECS88_p0067
ko:K13695	ecz:ECS88_1759
ko:K11477	ecz:ECS88_3351
ko:K02081	ecz:ECS88_3517
ko:K02080	ecz:ECS88_3529
ko:K13497	ecz:ECS88_1398
ko:K13896	ecz:ECS88_2329
ko:K13888	ecz:ECS88_p0148
ko:K13639	ecz:ECS88_4552
ko:K13893	ecz:ECS88_2326
ko:K03894	ecz:ECS88_p0013
ko:K02058	ecz:ECS88_2718
ko:K13891	ecz:ECS88_0849
ko:K13894	ecz:ECS88_2327
ko:K00121	ecz:ECS88_0356
ko:K13620	ecz:ECS88_2153
ko:K02056	ecz:ECS88_2717
ko:K03293	ecz:ECS88_4219
ko:K12058	ecz:ECS88_p0082
ko:K02477	ecz:ECS88_2576
ko:K13735	ecz:ECS88_2685
ko:K14220	ecz:ECS88_tRNA22
ko:K14220	ecz:ECS88_tRNA23
ko:K14220	ecz:ECS88_tRNA75
ko:K14220	ecz:ECS88_tRNA24
ko:K00965	ecz:ECS88_0774
ko:K14238	ecz:ECS88_tRNA36
ko:K05847	ecz:ECS88_2273
ko:K14237	ecz:ECS88_tRNA12
ko:K14237	ecz:ECS88_tRNA27
ko:K14237	ecz:ECS88_tRNA14
ko:K14237	ecz:ECS88_tRNA29
ko:K14237	ecz:ECS88_tRNA28
ko:K00847	ecz:ECS88_4073
ko:K14232	ecz:ECS88_tRNA60
ko:K01983	ecz:ECS88_misc_RNA_8
ko:K14221	ecz:ECS88_tRNA3
ko:K14221	ecz:ECS88_tRNA38
ko:K14221	ecz:ECS88_tRNA4
ko:K14219	ecz:ECS88_tRNA7
ko:K14229	ecz:ECS88_tRNA11
ko:K14229	ecz:ECS88_tRNA13
ko:K14229	ecz:ECS88_tRNA30
ko:K14229	ecz:ECS88_tRNA15
ko:K14229	ecz:ECS88_tRNA17
ko:K14229	ecz:ECS88_tRNA16
ko:K14219	ecz:ECS88_tRNA9
ko:K14228	ecz:ECS88_tRNA55
ko:K14233	ecz:ECS88_tRNA67
ko:K14228	ecz:ECS88_tRNA64
ko:K14228	ecz:ECS88_tRNA86
ko:K01070	ecz:ECS88_0355
ko:K11606	ecz:ECS88_p0019
ko:K11605	ecz:ECS88_p0020
ko:K11607	ecz:ECS88_p0021
ko:K11604	ecz:ECS88_p0022
ko:K13498	ecz:ECS88_1397
ko:K08281	ecz:ECS88_1820
ko:K13635	ecz:ECS88_2053
ko:K13630	ecz:ECS88_1608
ko:K13632	ecz:ECS88_1607
ko:K13636	ecz:ECS88_2558
ko:K07483	ecz:ECS88_p0152
ko:K13684	ecz:ECS88_2154
ko:K13574	ecz:ECS88_0819
ko:K13683	ecz:ECS88_2152
ko:K07797	ecz:ECS88_2563
ko:K07786	ecz:ECS88_2562
ko:K13771	ecz:ECS88_4764
ko:K12067	ecz:ECS88_p0068
ko:K03292	ecz:ECS88_4081
ko:K07484	ecz:ECS88_2088
ko:K00941	ecz:ECS88_2245
ko:K03605	ecz:ECS88_0997
ko:K01977	ecz:ECS88_16S_4
ko:K01977	ecz:ECS88_16S_7
ko:K01977	ecz:ECS88_16S_2
ko:K01977	ecz:ECS88_16S_1
ko:K01977	ecz:ECS88_16S_5
ko:K01977	ecz:ECS88_16S_6
ko:K01977	ecz:ECS88_16S_3
ko:K14230	ecz:ECS88_tRNA18
ko:K14230	ecz:ECS88_tRNA8
ko:K07250	ecz:ECS88_2926
ko:K14187	ecz:ECS88_2786
ko:K07713	ecz:ECS88_4465
ko:K14230	ecz:ECS88_tRNA85
ko:K14230	ecz:ECS88_tRNA89
ko:K14233	ecz:ECS88_tRNA76
ko:K01990	ecz:ECS88_0812
ko:K14347	ecz:ECS88_2599
ko:K14392	ecz:ECS88_3643
ko:K14233	ecz:ECS88_tRNA83
ko:K14236	ecz:ECS88_tRNA80
ko:K14236	ecz:ECS88_tRNA81
ko:K14236	ecz:ECS88_tRNA48
ko:K14260	ecz:ECS88_2437
ko:K14228	ecz:ECS88_tRNA42
ko:K14228	ecz:ECS88_tRNA58
ko:K14228	ecz:ECS88_tRNA56
ko:K14228	ecz:ECS88_tRNA57
ko:K19162	ecz:ECS88_0458
ko:K21901	ecz:ECS88_3911
ko:K07771	ecz:ECS88_4615
ko:K07791	ecz:ECS88_4724
ko:K21907	ecz:ECS88_3924
ko:K01934	ecz:ECS88_3191
ko:K05499	ecz:ECS88_4384
ko:K14232	ecz:ECS88_tRNA25
ko:K14234	ecz:ECS88_tRNA50
ko:K14234	ecz:ECS88_tRNA63
ko:K14224	ecz:ECS88_tRNA37
ko:K14224	ecz:ECS88_tRNA72
ko:K14224	ecz:ECS88_tRNA46
ko:K14224	ecz:ECS88_tRNA51
ko:K14223	ecz:ECS88_tRNA90
ko:K14223	ecz:ECS88_tRNA91
ko:K14228	ecz:ECS88_tRNA79
ko:K14233	ecz:ECS88_tRNA82
ko:K14233	ecz:ECS88_tRNA84
ko:K14218	ecz:ECS88_tRNA2
ko:K14218	ecz:ECS88_tRNA45
ko:K14218	ecz:ECS88_tRNA62
ko:K14348	ecz:ECS88_4021
ko:K02055	ecz:ECS88_1533
ko:K14219	ecz:ECS88_tRNA19
ko:K14219	ecz:ECS88_tRNA10
ko:K21908	ecz:ECS88_3923
ko:K07480	ecz:ECS88_0282
ko:K14219	ecz:ECS88_tRNA40
ko:K14225	ecz:ECS88_tRNA49
ko:K14393	ecz:ECS88_4560
ko:K14155	ecz:ECS88_1669
ko:K12066	ecz:ECS88_p0069
ko:K14223	ecz:ECS88_tRNA87
ko:K14223	ecz:ECS88_tRNA88
ko:K02054	ecz:ECS88_1536
ko:K02053	ecz:ECS88_1537
ko:K06147	ecz:ECS88_2034
ko:K06147	ecz:ECS88_2035
ko:K15034	ecz:ECS88_0203
ko:K15035	ecz:ECS88_misc_RNA_55
ko:K14415	ecz:ECS88_3809
ko:K05374	ecz:ECS88_2040
ko:K03604	ecz:ECS88_1707
ko:K06858	ecz:ECS88_0169
ko:K01985	ecz:ECS88_5S_4
ko:K01985	ecz:ECS88_5S_5
ko:K01985	ecz:ECS88_5S_1
ko:K01985	ecz:ECS88_5S_7
ko:K01985	ecz:ECS88_5S_8
ko:K01985	ecz:ECS88_5S_6
ko:K01985	ecz:ECS88_5S_3
ko:K01985	ecz:ECS88_5S_2
ko:K01355	ecz:ECS88_0597
ko:K14744	ecz:ECS88_1186
ko:K12059	ecz:ECS88_p0081
ko:K14235	ecz:ECS88_tRNA39
ko:K14234	ecz:ECS88_tRNA5
ko:K14234	ecz:ECS88_tRNA47
ko:K15396	ecz:ECS88_2708
ko:K14231	ecz:ECS88_tRNA34
ko:K14231	ecz:ECS88_tRNA59
ko:K14441	ecz:ECS88_0852
ko:K14225	ecz:ECS88_tRNA66
ko:K00674	ecz:ECS88_0175
ko:K01066	ecz:ECS88_0473
ko:K01175	ecz:ECS88_0723
ko:K07347	ecz:ECS88_3823
ko:K01624	ecz:ECS88_4075
ko:K05372	ecz:ECS88_2036
ko:K01355	ecz:ECS88_p0155
ko:K14623	ecz:ECS88_4059
ko:K14227	ecz:ECS88_tRNA1
ko:K14227	ecz:ECS88_tRNA44
ko:K14227	ecz:ECS88_tRNA61
ko:K02052	ecz:ECS88_1534
ko:K14226	ecz:ECS88_tRNA41
ko:K14237	ecz:ECS88_tRNA20
ko:K14237	ecz:ECS88_tRNA21
ko:K01978	ecz:ECS88_misc_RNA_70
ko:K14230	ecz:ECS88_tRNA35
ko:K14219	ecz:ECS88_tRNA26
ko:K01980	ecz:ECS88_23S_2
ko:K01980	ecz:ECS88_23S_7
ko:K01980	ecz:ECS88_23S_5
ko:K01980	ecz:ECS88_23S_3
ko:K01980	ecz:ECS88_23S_6
ko:K01980	ecz:ECS88_23S_4
ko:K01980	ecz:ECS88_23S_1
ko:K07273	ecz:ECS88_2244
ko:K14222	ecz:ECS88_tRNA78
ko:K14170	ecz:ECS88_2785
ko:K14261	ecz:ECS88_2574
ko:K14230	ecz:ECS88_tRNA31
ko:K14230	ecz:ECS88_tRNA32
ko:K14230	ecz:ECS88_tRNA33
ko:K14230	ecz:ECS88_tRNA65
ko:K00094	ecz:ECS88_2233
ko:K14232	ecz:ECS88_tRNA43
ko:K14219	ecz:ECS88_tRNA68
ko:K14219	ecz:ECS88_tRNA71
ko:K14219	ecz:ECS88_tRNA69
ko:K14219	ecz:ECS88_tRNA70
ko:K10124	ecz:ECS88_1610
ko:K05517	ecz:ECS88_4392
ko:K14744	ecz:ECS88_1359
