ko:K15581	ecq:ECED1_1396
ko:K00821	ecq:ECED1_4023
ko:K02173	ecq:ECED1_3389
ko:K00568	ecq:ECED1_2698
ko:K03425	ecq:ECED1_0623
ko:K02017	ecq:ECED1_0727
ko:K11909	ecq:ECED1_0229
ko:K03574	ecq:ECED1_0100
ko:K00010	ecq:ECED1_0304
ko:K00010	ecq:ECED1_0315
ko:K11926	ecq:ECED1_0274
ko:K00694	ecq:ECED1_4211
ko:K10551	ecq:ECED1_4821
ko:K01766	ecq:ECED1_3264
ko:K01185	ecq:ECED1_3082
ko:K11891	ecq:ECED1_0227
ko:K11905	ecq:ECED1_0237
ko:K11906	ecq:ECED1_0233
ko:K06957	ecq:ECED1_2908
ko:K02426	ecq:ECED1_3265
ko:K11910	ecq:ECED1_0228
ko:K10213	ecq:ECED1_2610
ko:K03417	ecq:ECED1_0364
ko:K11927	ecq:ECED1_0762
ko:K12151	ecq:ECED1_1255
ko:K11928	ecq:ECED1_1171
ko:K03524	ecq:ECED1_4684
ko:K01069	ecq:ECED1_0217
ko:K11907	ecq:ECED1_0230
ko:K11904	ecq:ECED1_0241
ko:K10975	ecq:ECED1_0530
ko:K11933	ecq:ECED1_0839
ko:K11934	ecq:ECED1_0780
ko:K03768	ecq:ECED1_0545
ko:K12112	ecq:ECED1_3745
ko:K04487	ecq:ECED1_2961
ko:K11717	ecq:ECED1_1879
ko:K03472	ecq:ECED1_3382
ko:K11719	ecq:ECED1_3857
ko:K01077	ecq:ECED1_0406
ko:K11924	ecq:ECED1_0782
ko:K11925	ecq:ECED1_0070
ko:K06168	ecq:ECED1_0652
ko:K11894	ecq:ECED1_0234
ko:K11895	ecq:ECED1_0235
ko:K08234	ecq:ECED1_0193
ko:K06970	ecq:ECED1_0772
ko:K07757	ecq:ECED1_0786
ko:K08163	ecq:ECED1_4401
ko:K11932	ecq:ECED1_0606
ko:K01720	ecq:ECED1_0366
ko:K01358	ecq:ECED1_0461
ko:K01710	ecq:ECED1_4473
ko:K08317	ecq:ECED1_0598
ko:K01250	ecq:ECED1_0641
ko:K03297	ecq:ECED1_2203
ko:K11893	ecq:ECED1_0232
ko:K06940	ecq:ECED1_2620
ko:K07591	ecq:ECED1_3784
ko:K02001	ecq:ECED1_3133
ko:K02000	ecq:ECED1_3132
ko:K00652	ecq:ECED1_3628
ko:K00652	ecq:ECED1_0740
ko:K01169	ecq:ECED1_0608
ko:K05966	ecq:ECED1_0610
ko:K06212	ecq:ECED1_0931
ko:K03836	ecq:ECED1_4400
ko:K04786	ecq:ECED1_2250
ko:K04784	ecq:ECED1_2249
ko:K01187	ecq:ECED1_0426
ko:K05799	ecq:ECED1_0117
ko:K00661	ecq:ECED1_0482
ko:K08278	ecq:ECED1_5286
ko:K00024	ecq:ECED1_3886
ko:K05806	ecq:ECED1_5276
ko:K03762	ecq:ECED1_4845
ko:K07796	ecq:ECED1_0564
ko:K07787	ecq:ECED1_0567
ko:K10972	ecq:ECED1_0525
ko:K00117	ecq:ECED1_0128
ko:K05714	ecq:ECED1_0377
ko:K01659	ecq:ECED1_0365
ko:K01190	ecq:ECED1_0372
ko:K07214	ecq:ECED1_4409
ko:K01089	ecq:ECED1_2371
ko:K00853	ecq:ECED1_0062
ko:K05818	ecq:ECED1_0374
ko:K07726	ecq:ECED1_4240
ko:K02302	ecq:ECED1_4032
ko:K02362	ecq:ECED1_0576
ko:K03855	ecq:ECED1_0043
ko:K10973	ecq:ECED1_0527
ko:K11900	ecq:ECED1_0238
ko:K00633	ecq:ECED1_0370
ko:K02532	ecq:ECED1_0371
ko:K11751	ecq:ECED1_0504
ko:K08297	ecq:ECED1_0038
ko:K00042	ecq:ECED1_3786
ko:K00042	ecq:ECED1_0529
ko:K03148	ecq:ECED1_4699
ko:K08313	ecq:ECED1_0789
ko:K11748	ecq:ECED1_4013
ko:K10716	ecq:ECED1_1403
ko:K07459	ecq:ECED1_0843
ko:K10036	ecq:ECED1_0776
ko:K10037	ecq:ECED1_0775
ko:K10038	ecq:ECED1_0774
ko:K04755	ecq:ECED1_2956
ko:K02852	ecq:ECED1_4480
ko:K09974	ecq:ECED1_4650
ko:K03078	ecq:ECED1_4983
ko:K03386	ecq:ECED1_0604
ko:K01243	ecq:ECED1_0166
ko:K09024	ecq:ECED1_1163
ko:K03286	ecq:ECED1_0980
ko:K11940	ecq:ECED1_0989
ko:K07343	ecq:ECED1_0982
ko:K08154	ecq:ECED1_4369
ko:K03119	ecq:ECED1_0395
ko:K01119	ecq:ECED1_5072
ko:K00971	ecq:ECED1_2395
ko:K05887	ecq:ECED1_1891
ko:K00970	ecq:ECED1_0148
ko:K11720	ecq:ECED1_5115
ko:K07810	ecq:ECED1_0565
ko:K08225	ecq:ECED1_0588
ko:K00137	ecq:ECED1_1598
ko:K05880	ecq:ECED1_1349
ko:K07637	ecq:ECED1_1273
ko:K08997	ecq:ECED1_1908
ko:K07781	ecq:ECED1_2218
ko:K06159	ecq:ECED1_2677
ko:K11938	ecq:ECED1_0470
ko:K01092	ecq:ECED1_2964
ko:K12291	ecq:ECED1_4050
ko:K08279	ecq:ECED1_0034
ko:K02237	ecq:ECED1_0466
ko:K08299	ecq:ECED1_0035
ko:K05712	ecq:ECED1_0375
ko:K05713	ecq:ECED1_0376
ko:K08277	ecq:ECED1_0033
ko:K05845	ecq:ECED1_2575
ko:K03668	ecq:ECED1_1563
ko:K08324	ecq:ECED1_1654
ko:K00602	ecq:ECED1_4713
ko:K00974	ecq:ECED1_3725
ko:K03931	ecq:ECED1_3748
ko:K03757	ecq:ECED1_4868
ko:K08368	ecq:ECED1_0044
ko:K07214	ecq:ECED1_0580
ko:K11607	ecq:ECED1_1295
ko:K05373	ecq:ECED1_2245
ko:K02504	ecq:ECED1_0105
ko:K02505	ecq:ECED1_0104
ko:K11738	ecq:ECED1_1606
ko:K07114	ecq:ECED1_2737
ko:K10550	ecq:ECED1_4820
ko:K05778	ecq:ECED1_1957
ko:K00537	ecq:ECED1_2918
ko:K00537	ecq:ECED1_4172
ko:K01150	ecq:ECED1_3408
ko:K03445	ecq:ECED1_4357
ko:K08349	ecq:ECED1_1626
ko:K01488	ecq:ECED1_1823
ko:K04751	ecq:ECED1_2980
ko:K01684	ecq:ECED1_4383
ko:K01631	ecq:ECED1_4384
ko:K01631	ecq:ECED1_4532
ko:K00835	ecq:ECED1_4260
ko:K08194	ecq:ECED1_4382
ko:K04691	ecq:ECED1_3885
ko:K05540	ecq:ECED1_3919
ko:K07397	ecq:ECED1_4019
ko:K07786	ecq:ECED1_2814
ko:K00371	ecq:ECED1_1620
ko:K00104	ecq:ECED1_3622
ko:K10986	ecq:ECED1_3804
ko:K02769	ecq:ECED1_4346
ko:K03897	ecq:ECED1_4902
ko:K04844	ecq:ECED1_1524
ko:K02768	ecq:ECED1_4347
ko:K00956	ecq:ECED1_3207
ko:K08177	ecq:ECED1_4232
ko:K10124	ecq:ECED1_4410
ko:K01664	ecq:ECED1_4024
ko:K07172	ecq:ECED1_3236
ko:K10985	ecq:ECED1_3803
ko:K13890	ecq:ECED1_0795
ko:K04017	ecq:ECED1_4803
ko:K13892	ecq:ECED1_0793
ko:K02057	ecq:ECED1_2973
ko:K05685	ecq:ECED1_0846
ko:K02798	ecq:ECED1_3395
ko:K13889	ecq:ECED1_0794
ko:K07483	ecq:ECED1_0318
ko:K13637	ecq:ECED1_5206
ko:K00885	ecq:ECED1_4912
ko:K12943	ecq:ECED1_3325
ko:K01424	ecq:ECED1_3420
ko:K13256	ecq:ECED1_4747
ko:K05520	ecq:ECED1_3460
ko:K13038	ecq:ECED1_4323
ko:K12945	ecq:ECED1_2900
ko:K13255	ecq:ECED1_5237
ko:K02116	ecq:ECED1_4429
ko:K06879	ecq:ECED1_3247
ko:K09477	ecq:ECED1_0609
ko:K13283	ecq:ECED1_4617
ko:K13378	ecq:ECED1_2750
ko:K00297	ecq:ECED1_4647
ko:K13243	ecq:ECED1_1635
ko:K03973	ecq:ECED1_1514
ko:K02423	ecq:ECED1_2191
ko:K00885	ecq:ECED1_3873
ko:K12972	ecq:ECED1_1177
ko:K13926	ecq:ECED1_4156
ko:K03316	ecq:ECED1_5224
ko:K13788	ecq:ECED1_2761
ko:K07714	ecq:ECED1_2686
ko:K13480	ecq:ECED1_3328
ko:K07484	ecq:ECED1_5166
ko:K06887	ecq:ECED1_0222
ko:K07404	ecq:ECED1_0729
ko:K05939	ecq:ECED1_3292
ko:K02058	ecq:ECED1_0355
ko:K02056	ecq:ECED1_0356
ko:K02468	ecq:ECED1_3156
ko:K01066	ecq:ECED1_0499
ko:K03779	ecq:ECED1_3730
ko:K02010	ecq:ECED1_5040
ko:K02083	ecq:ECED1_0535
ko:K01838	ecq:ECED1_1525
ko:K02057	ecq:ECED1_0357
ko:K02057	ecq:ECED1_0358
ko:K03329	ecq:ECED1_0361
ko:K02315	ecq:ECED1_5229
ko:K12368	ecq:ECED1_4223
ko:K12339	ecq:ECED1_2864
ko:K05349	ecq:ECED1_2576
ko:K12371	ecq:ECED1_4220
ko:K02485	ecq:ECED1_1386
ko:K00951	ecq:ECED1_3237
ko:K09806	ecq:ECED1_3716
ko:K16371	ecq:ECED1_3794
ko:K09612	ecq:ECED1_3209
ko:K03197	ecq:ECED1_2262
ko:K07232	ecq:ECED1_1367
ko:K03087	ecq:ECED1_3196
ko:K03077	ecq:ECED1_5048
ko:K05819	ecq:ECED1_0381
ko:K00557	ecq:ECED1_4674
ko:K01104	ecq:ECED1_2407
ko:K12528	ecq:ECED1_3341
ko:K12529	ecq:ECED1_3340
ko:K00065	ecq:ECED1_3299
ko:K03321	ecq:ECED1_1354
ko:K15548	ecq:ECED1_3891
ko:K01708	ecq:ECED1_3790
ko:K07684	ecq:ECED1_1370
ko:K03468	ecq:ECED1_3890
ko:K00219	ecq:ECED1_3749
ko:K12573	ecq:ECED1_4964
ko:K07491	ecq:ECED1_2199
ko:K02799	ecq:ECED1_3394
ko:K02800	ecq:ECED1_3394
ko:K02790	ecq:ECED1_3271
ko:K02791	ecq:ECED1_3271
ko:K02790	ecq:ECED1_5002
ko:K02791	ecq:ECED1_5002
ko:K02770	ecq:ECED1_4345
ko:K07314	ecq:ECED1_3187
ko:K07666	ecq:ECED1_3682
ko:K00058	ecq:ECED1_3268
ko:K01515	ecq:ECED1_3700
ko:K13629	ecq:ECED1_2812
ko:K13735	ecq:ECED1_2284
ko:K14059	ecq:ECED1_2570
ko:K14064	ecq:ECED1_2161
ko:K14061	ecq:ECED1_1558
ko:K14055	ecq:ECED1_1543
ko:K13650	ecq:ECED1_0771
ko:K03896	ecq:ECED1_4904
ko:K12369	ecq:ECED1_4222
ko:K12582	ecq:ECED1_4478
ko:K00758	ecq:ECED1_5253
ko:K02815	ecq:ECED1_4731
ko:K01154	ecq:ECED1_2280
ko:K03272	ecq:ECED1_3720
ko:K14054	ecq:ECED1_1534
ko:K07483	ecq:ECED1_5167
ko:K07483	ecq:ECED1_4891
ko:K10762	ecq:ECED1_1009
ko:K13922	ecq:ECED1_3458
ko:K14059	ecq:ECED1_1746
ko:K14059	ecq:ECED1_2136
ko:K14065	ecq:ECED1_4625
ko:K14059	ecq:ECED1_1084
ko:K07749	ecq:ECED1_2821
ko:K01782	ecq:ECED1_2804
ko:K01825	ecq:ECED1_4548
ko:K14053	ecq:ECED1_1527
ko:K14058	ecq:ECED1_1555
ko:K14051	ecq:ECED1_1496
ko:K06211	ecq:ECED1_5261
ko:K13628	ecq:ECED1_2959
ko:K02462	ecq:ECED1_3603
ko:K12507	ecq:ECED1_1903
ko:K07245	ecq:ECED1_2045
ko:K11106	ecq:ECED1_3732
ko:K00215	ecq:ECED1_0029
ko:K04753	ecq:ECED1_3675
ko:K02068	ecq:ECED1_0517
ko:K02069	ecq:ECED1_0518
ko:K08137	ecq:ECED1_3406
ko:K02062	ecq:ECED1_0067
ko:K03490	ecq:ECED1_1937
ko:K02100	ecq:ECED1_3298
ko:K07357	ecq:ECED1_5197
ko:K07358	ecq:ECED1_5198
ko:K06956	ecq:ECED1_1932
ko:K07677	ecq:ECED1_2684
ko:K09934	ecq:ECED1_2695
ko:K12700	ecq:ECED1_0027
ko:K02004	ecq:ECED1_0523
ko:K06156	ecq:ECED1_4110
ko:K04774	ecq:ECED1_1478
ko:K12524	ecq:ECED1_0001
ko:K00980	ecq:ECED1_2385
ko:K03767	ecq:ECED1_4027
ko:K05789	ecq:ECED1_2376
ko:K00138	ecq:ECED1_4273
ko:K16693	ecq:ECED1_4477
ko:K07038	ecq:ECED1_0547
ko:K07310	ecq:ECED1_1757
ko:K07038	ecq:ECED1_1931
ko:K08992	ecq:ECED1_1489
ko:K07741	ecq:ECED1_1158
ko:K01297	ecq:ECED1_1334
ko:K01897	ecq:ECED1_2008
ko:K01087	ecq:ECED1_2163
ko:K01176	ecq:ECED1_2192
ko:K07496	ecq:ECED1_2197
ko:K02054	ecq:ECED1_1596
ko:K10762	ecq:ECED1_1104
ko:K00632	ecq:ECED1_4547
ko:K06075	ecq:ECED1_1843
ko:K13069	ecq:ECED1_2000
ko:K02477	ecq:ECED1_2481
ko:K04027	ecq:ECED1_2890
ko:K04030	ecq:ECED1_2893
ko:K04072	ecq:ECED1_1392
ko:K07480	ecq:ECED1_1894
ko:K13895	ecq:ECED1_2630
ko:K04085	ecq:ECED1_4143
ko:K07165	ecq:ECED1_5157
ko:K00281	ecq:ECED1_3361
ko:K00087	ecq:ECED1_3326
ko:K08092	ecq:ECED1_4263
ko:K07812	ecq:ECED1_2141
ko:K01058	ecq:ECED1_4506
ko:K06895	ecq:ECED1_3378
ko:K08325	ecq:ECED1_3661
ko:K07126	ecq:ECED1_4806
ko:K08970	ecq:ECED1_2462
ko:K06518	ecq:ECED1_2588
ko:K06518	ecq:ECED1_4793
ko:K09994	ecq:ECED1_4828
ko:K02850	ecq:ECED1_4311
ko:K01147	ecq:ECED1_1497
ko:K02255	ecq:ECED1_2169
ko:K03446	ecq:ECED1_3140
ko:K05520	ecq:ECED1_3813
ko:K03838	ecq:ECED1_3781
ko:K07679	ecq:ECED1_2817
ko:K04063	ecq:ECED1_1634
ko:K12527	ecq:ECED1_3338
ko:K07346	ecq:ECED1_5201
ko:K01582	ecq:ECED1_4867
ko:K07274	ecq:ECED1_1987
ko:K08305	ecq:ECED1_3150
ko:K00713	ecq:ECED1_4309
ko:K12957	ecq:ECED1_5123
ko:K08351	ecq:ECED1_4236
ko:K12973	ecq:ECED1_0619
ko:K01791	ecq:ECED1_4471
ko:K07821	ecq:ECED1_2142
ko:K02814	ecq:ECED1_4732
ko:K02813	ecq:ECED1_4733
ko:K02812	ecq:ECED1_4734
ko:K00344	ecq:ECED1_4765
ko:K05834	ecq:ECED1_4509
ko:K06006	ecq:ECED1_4616
ko:K01524	ecq:ECED1_4463
ko:K12660	ecq:ECED1_2711
ko:K12661	ecq:ECED1_2713
ko:K00879	ecq:ECED1_3256
ko:K13979	ecq:ECED1_0359
ko:K02484	ecq:ECED1_2233
ko:K00076	ecq:ECED1_1819
ko:K03649	ecq:ECED1_3737
ko:K02027	ecq:ECED1_1518
ko:K07471	ecq:ECED1_3680
ko:K13631	ecq:ECED1_4787
ko:K13634	ecq:ECED1_1482
ko:K03782	ecq:ECED1_4648
ko:K03895	ecq:ECED1_4903
ko:K01466	ecq:ECED1_0531
ko:K13638	ecq:ECED1_3956
ko:K01130	ecq:ECED1_4484
ko:K01813	ecq:ECED1_4604
ko:K01156	ecq:ECED1_2296
ko:K01792	ecq:ECED1_1985
ko:K13641	ecq:ECED1_4724
ko:K10778	ecq:ECED1_2679
ko:K07483	ecq:ECED1_4908
ko:K10939	ecq:ECED1_3616
ko:K13479	ecq:ECED1_3327
ko:K13643	ecq:ECED1_2962
ko:K13694	ecq:ECED1_2625
ko:K01070	ecq:ECED1_2603
ko:K01916	ecq:ECED1_1942
ko:K13821	ecq:ECED1_1170
ko:K01051	ecq:ECED1_0736
ko:K14218	ecq:ECED1_tRNA73
ko:K07248	ecq:ECED1_1573
ko:K01176	ecq:ECED1_4259
ko:K03201	ecq:ECED1_2266
ko:K13938	ecq:ECED1_1805
ko:K13953	ecq:ECED1_1631
ko:K13954	ecq:ECED1_4275
ko:K02550	ecq:ECED1_3617
ko:K01467	ecq:ECED1_4939
ko:K02058	ecq:ECED1_5084
ko:K02056	ecq:ECED1_5085
ko:K11535	ecq:ECED1_2839
ko:K13918	ecq:ECED1_3241
ko:K03292	ecq:ECED1_4575
ko:K03292	ecq:ECED1_4576
ko:K07186	ecq:ECED1_5258
ko:K07480	ecq:ECED1_3438
ko:K13735	ecq:ECED1_2940
ko:K13695	ecq:ECED1_1910
ko:K11477	ecq:ECED1_3619
ko:K02081	ecq:ECED1_3793
ko:K10984	ecq:ECED1_3802
ko:K02080	ecq:ECED1_3805
ko:K10549	ecq:ECED1_4822
ko:K08326	ecq:ECED1_2832
ko:K13896	ecq:ECED1_2631
ko:K13497	ecq:ECED1_1470
ko:K13639	ecq:ECED1_4788
ko:K02058	ecq:ECED1_2975
ko:K03894	ecq:ECED1_4905
ko:K07484	ecq:ECED1_5009
ko:K13891	ecq:ECED1_0796
ko:K13894	ecq:ECED1_2629
ko:K04750	ecq:ECED1_4841
ko:K00121	ecq:ECED1_0384
ko:K13620	ecq:ECED1_2402
ko:K02056	ecq:ECED1_2974
ko:K03293	ecq:ECED1_4481
ko:K06946	ecq:ECED1_5176
ko:K02477	ecq:ECED1_2828
ko:K14220	ecq:ECED1_tRNA22
ko:K14220	ecq:ECED1_tRNA75
ko:K14220	ecq:ECED1_tRNA23
ko:K14220	ecq:ECED1_tRNA24
ko:K00965	ecq:ECED1_0719
ko:K14238	ecq:ECED1_tRNA36
ko:K14237	ecq:ECED1_tRNA11
ko:K14237	ecq:ECED1_tRNA27
ko:K14237	ecq:ECED1_tRNA28
ko:K14237	ecq:ECED1_tRNA9
ko:K14237	ecq:ECED1_tRNA29
ko:K14232	ecq:ECED1_tRNA60
ko:K01983	ecq:ECED1_misc_RNA_9
ko:K14221	ecq:ECED1_tRNA3
ko:K14221	ecq:ECED1_tRNA4
ko:K14221	ecq:ECED1_tRNA38
ko:K14219	ecq:ECED1_tRNA7
ko:K14229	ecq:ECED1_tRNA10
ko:K14229	ecq:ECED1_tRNA30
ko:K14229	ecq:ECED1_tRNA12
ko:K14229	ecq:ECED1_tRNA14
ko:K14229	ecq:ECED1_tRNA13
ko:K14229	ecq:ECED1_tRNA8
ko:K14219	ecq:ECED1_tRNA19
ko:K14219	ecq:ECED1_tRNA16
ko:K14228	ecq:ECED1_tRNA55
ko:K14233	ecq:ECED1_tRNA67
ko:K14228	ecq:ECED1_tRNA64
ko:K14228	ecq:ECED1_tRNA86
ko:K07480	ecq:ECED1_3432
ko:K07480	ecq:ECED1_5005
ko:K01070	ecq:ECED1_0383
ko:K13498	ecq:ECED1_1469
ko:K08281	ecq:ECED1_1970
ko:K13635	ecq:ECED1_2324
ko:K13636	ecq:ECED1_2811
ko:K13630	ecq:ECED1_1660
ko:K13632	ecq:ECED1_1659
ko:K07483	ecq:ECED1_5014
ko:K13684	ecq:ECED1_2403
ko:K13683	ecq:ECED1_2401
ko:K13574	ecq:ECED1_0766
ko:K07797	ecq:ECED1_2815
ko:K13771	ecq:ECED1_4963
ko:K03772	ecq:ECED1_4008
ko:K03292	ecq:ECED1_4350
ko:K00941	ecq:ECED1_2459
ko:K03605	ecq:ECED1_1059
ko:K01977	ecq:ECED1_16S_2
ko:K01977	ecq:ECED1_16S_5
ko:K01977	ecq:ECED1_16S_7
ko:K01977	ecq:ECED1_16S_3
ko:K01977	ecq:ECED1_16S_1
ko:K01977	ecq:ECED1_16S_6
ko:K01977	ecq:ECED1_16S_4
ko:K14230	ecq:ECED1_tRNA15
ko:K14230	ecq:ECED1_tRNA18
ko:K14187	ecq:ECED1_3039
ko:K05847	ecq:ECED1_2573
ko:K07250	ecq:ECED1_3115
ko:K07713	ecq:ECED1_4711
ko:K14230	ecq:ECED1_tRNA89
ko:K14230	ecq:ECED1_tRNA85
ko:K14233	ecq:ECED1_tRNA76
ko:K08138	ecq:ECED1_0296
ko:K01990	ecq:ECED1_0759
ko:K14347	ecq:ECED1_2853
ko:K14392	ecq:ECED1_3917
ko:K14233	ecq:ECED1_tRNA83
ko:K14236	ecq:ECED1_tRNA80
ko:K14236	ecq:ECED1_tRNA81
ko:K14236	ecq:ECED1_tRNA48
ko:K14260	ecq:ECED1_2754
ko:K14228	ecq:ECED1_tRNA42
ko:K14228	ecq:ECED1_tRNA58
ko:K14228	ecq:ECED1_tRNA56
ko:K14228	ecq:ECED1_tRNA57
ko:K19162	ecq:ECED1_0484
ko:K21901	ecq:ECED1_4176
ko:K07771	ecq:ECED1_4847
ko:K07791	ecq:ECED1_4926
ko:K21907	ecq:ECED1_4190
ko:K14220	ecq:ECED1_tRNA74
ko:K01934	ecq:ECED1_3370
ko:K05499	ecq:ECED1_4636
ko:K14232	ecq:ECED1_tRNA25
ko:K14234	ecq:ECED1_tRNA50
ko:K14234	ecq:ECED1_tRNA63
ko:K14224	ecq:ECED1_tRNA37
ko:K14224	ecq:ECED1_tRNA72
ko:K14224	ecq:ECED1_tRNA46
ko:K14224	ecq:ECED1_tRNA51
ko:K14223	ecq:ECED1_tRNA90
ko:K14223	ecq:ECED1_tRNA91
ko:K14228	ecq:ECED1_tRNA79
ko:K14233	ecq:ECED1_tRNA82
ko:K14233	ecq:ECED1_tRNA84
ko:K14218	ecq:ECED1_tRNA2
ko:K14218	ecq:ECED1_tRNA62
ko:K14218	ecq:ECED1_tRNA45
ko:K14348	ecq:ECED1_4290
ko:K02055	ecq:ECED1_1594
ko:K14219	ecq:ECED1_tRNA17
ko:K21908	ecq:ECED1_4189
ko:K14219	ecq:ECED1_tRNA40
ko:K14225	ecq:ECED1_tRNA49
ko:K14393	ecq:ECED1_4795
ko:K14155	ecq:ECED1_1822
ko:K14223	ecq:ECED1_tRNA87
ko:K14223	ecq:ECED1_tRNA88
ko:K02053	ecq:ECED1_1597
ko:K02052	ecq:ECED1_1595
ko:K14287	ecq:ECED1_0599
ko:K06147	ecq:ECED1_2246
ko:K15034	ecq:ECED1_0198
ko:K15035	ecq:ECED1_misc_RNA_55
ko:K02057	ecq:ECED1_5086
ko:K14415	ecq:ECED1_4081
ko:K05374	ecq:ECED1_2252
ko:K03604	ecq:ECED1_1857
ko:K06858	ecq:ECED1_0165
ko:K03307	ecq:ECED1_4374
ko:K14414	ecq:ECED1_4082
ko:K14744	ecq:ECED1_2105
ko:K14235	ecq:ECED1_tRNA39
ko:K14234	ecq:ECED1_tRNA5
ko:K14234	ecq:ECED1_tRNA47
ko:K07497	ecq:ECED1_2277
ko:K15396	ecq:ECED1_2963
ko:K14231	ecq:ECED1_tRNA34
ko:K14231	ecq:ECED1_tRNA59
ko:K14441	ecq:ECED1_0799
ko:K14225	ecq:ECED1_tRNA66
ko:K00674	ecq:ECED1_0171
ko:K05372	ecq:ECED1_2248
ko:K07729	ecq:ECED1_2549
ko:K07733	ecq:ECED1_3320
ko:K06919	ecq:ECED1_2648
ko:K01985	ecq:ECED1_5S_1
ko:K01985	ecq:ECED1_5S_7
ko:K01985	ecq:ECED1_5S_8
ko:K01985	ecq:ECED1_5S_3
ko:K01985	ecq:ECED1_5S_4
ko:K01985	ecq:ECED1_5S_5
ko:K01985	ecq:ECED1_5S_6
ko:K14227	ecq:ECED1_tRNA1
ko:K14227	ecq:ECED1_tRNA44
ko:K14227	ecq:ECED1_tRNA61
ko:K14226	ecq:ECED1_tRNA41
ko:K06147	ecq:ECED1_2247
ko:K14237	ecq:ECED1_tRNA20
ko:K14237	ecq:ECED1_tRNA21
ko:K14230	ecq:ECED1_tRNA35
ko:K14219	ecq:ECED1_tRNA26
ko:K01980	ecq:ECED1_23S_1
ko:K01980	ecq:ECED1_23S_7
ko:K01980	ecq:ECED1_23S_5
ko:K01980	ecq:ECED1_23S_4
ko:K01980	ecq:ECED1_23S_2
ko:K01980	ecq:ECED1_23S_3
ko:K01980	ecq:ECED1_23S_6
ko:K21029	ecq:ECED1_0790
ko:K14222	ecq:ECED1_tRNA78
ko:K14170	ecq:ECED1_3038
ko:K14261	ecq:ECED1_2826
ko:K01978	ecq:ECED1_misc_RNA_72
ko:K14230	ecq:ECED1_tRNA33
ko:K14230	ecq:ECED1_tRNA65
ko:K14230	ecq:ECED1_tRNA31
ko:K14230	ecq:ECED1_tRNA32
ko:K14232	ecq:ECED1_tRNA43
ko:K14219	ecq:ECED1_tRNA68
ko:K14219	ecq:ECED1_tRNA70
ko:K14219	ecq:ECED1_tRNA69
ko:K14219	ecq:ECED1_tRNA71
ko:K07273	ecq:ECED1_2458
ko:K05517	ecq:ECED1_4644
ko:K14744	ecq:ECED1_1031
ko:K14744	ecq:ECED1_1434
ko:K06221	ecq:ECED1_3662
ko:K07497	ecq:ECED1_1121
ko:K14225	ecq:ECED1_tRNA52
ko:K14225	ecq:ECED1_tRNA77
ko:K14225	ecq:ECED1_tRNA54
ko:K14225	ecq:ECED1_tRNA53
ko:K01185	ecq:ECED1_1430
ko:K01185	ecq:ECED1_2527
ko:K07346	ecq:ECED1_4099
ko:K00813	ecq:ECED1_0958
ko:K07497	ecq:ECED1_0885
ko:K07497	ecq:ECED1_4919
ko:K06919	ecq:ECED1_1786
ko:K14155	ecq:ECED1_3270
ko:K14977	ecq:ECED1_0534
ko:K07733	ecq:ECED1_2642
ko:K08316	ecq:ECED1_4138
ko:K21906	ecq:ECED1_4193
ko:K01035	ecq:ECED1_2688
ko:K14682	ecq:ECED1_3274
ko:K07481	ecq:ECED1_5129
ko:K01138	ecq:ECED1_1642
ko:K01185	ecq:ECED1_1028
ko:K06887	ecq:ECED1_3686
ko:K07733	ecq:ECED1_1797
ko:K07497	ecq:ECED1_1725
ko:K01185	ecq:ECED1_0888
ko:K16013	ecq:ECED1_0861
ko:K01146	ecq:ECED1_3251
ko:K09476	ecq:ECED1_2231
ko:K01175	ecq:ECED1_0668
ko:K01671	ecq:ECED1_4581
ko:K07484	ecq:ECED1_4892
ko:K14591	ecq:ECED1_0413
ko:K14588	ecq:ECED1_0127
ko:K01185	ecq:ECED1_2107
ko:K03535	ecq:ECED1_3242
ko:K07484	ecq:ECED1_5010
ko:K02538	ecq:ECED1_4348
ko:K07733	ecq:ECED1_2322
ko:K07491	ecq:ECED1_3927
ko:K06919	ecq:ECED1_3311
ko:K01138	ecq:ECED1_4373
ko:K14742	ecq:ECED1_2010
ko:K00847	ecq:ECED1_4342
ko:K00090	ecq:ECED1_4238
ko:K14761	ecq:ECED1_0548
ko:K03566	ecq:ECED1_3261
ko:K07484	ecq:ECED1_4893
ko:K04785	ecq:ECED1_2251
ko:K15721	ecq:ECED1_2254
ko:K16012	ecq:ECED1_0860
ko:K15256	ecq:ECED1_2139
ko:K15257	ecq:ECED1_2140
ko:K15582	ecq:ECED1_1397
ko:K15584	ecq:ECED1_4149
ko:K15587	ecq:ECED1_4152
ko:K15580	ecq:ECED1_1540
ko:K15586	ecq:ECED1_4151
ko:K10824	ecq:ECED1_4153
ko:K15547	ecq:ECED1_4815
ko:K15580	ecq:ECED1_1395
ko:K15549	ecq:ECED1_4816
ko:K15550	ecq:ECED1_4814
ko:K15545	ecq:ECED1_1763
ko:K15552	ecq:ECED1_0394
ko:K16301	ecq:ECED1_1174
ko:K15738	ecq:ECED1_0972
ko:K15554	ecq:ECED1_0964
ko:K15461	ecq:ECED1_2788
ko:K15540	ecq:ECED1_0145
ko:K15553	ecq:ECED1_0966
ko:K02428	ecq:ECED1_3417
ko:K15633	ecq:ECED1_4298
ko:K15773	ecq:ECED1_1650
ko:K15551	ecq:ECED1_0392
ko:K10831	ecq:ECED1_0393
