ko:K12132	btw:BF38_5031
ko:K14221	btw:BF38_1188
ko:K14221	btw:BF38_1521
ko:K14221	btw:BF38_1981
ko:K14221	btw:BF38_636
ko:K14221	btw:BF38_1509
ko:K14221	btw:BF38_1777
ko:K19701	btw:BF38_1082
ko:K07315	btw:BF38_2231
ko:K01258	btw:BF38_5316
ko:K14234	btw:BF38_1779
ko:K14234	btw:BF38_634
ko:K14234	btw:BF38_1983
ko:K14234	btw:BF38_1305
ko:K14234	btw:BF38_648
ko:K14227	btw:BF38_1242
ko:K14227	btw:BF38_631
ko:K14227	btw:BF38_1985
ko:K14229	btw:BF38_1190
ko:K14229	btw:BF38_1400
ko:K14229	btw:BF38_1306
ko:K14229	btw:BF38_633
ko:K14229	btw:BF38_1971
ko:K14229	btw:BF38_1511
ko:K14230	btw:BF38_640
ko:K14230	btw:BF38_1282
ko:K01980	btw:BF38_1222
ko:K01980	btw:BF38_1544
ko:K01980	btw:BF38_1302
ko:K01980	btw:BF38_1392
ko:K01980	btw:BF38_1571
ko:K01980	btw:BF38_1966
ko:K01980	btw:BF38_1565
ko:K01980	btw:BF38_651
ko:K01980	btw:BF38_1770
ko:K01980	btw:BF38_1518
ko:K01980	btw:BF38_1538
ko:K01980	btw:BF38_1315
ko:K01980	btw:BF38_1556
ko:K01980	btw:BF38_1245
ko:K19689	btw:BF38_4395
ko:K14230	btw:BF38_33
ko:K14230	btw:BF38_639
ko:K14234	btw:BF38_1395
ko:K03417	btw:BF38_3540
ko:K13611	btw:BF38_5611
ko:K20480	btw:BF38_1846
ko:K20481	btw:BF38_1847
ko:K21755	btw:BF38_4413
ko:K00547	btw:BF38_12
ko:K00297	btw:BF38_12
ko:K15777	btw:BF38_3019
ko:K19802	btw:BF38_4018
ko:K19955	btw:BF38_4891
ko:K21636	btw:BF38_4780
ko:K01069	btw:BF38_5471
ko:K13075	btw:BF38_4619
ko:K05770	btw:BF38_4333
ko:K20074	btw:BF38_5032
ko:K18907	btw:BF38_3848
ko:K10680	btw:BF38_4822
ko:K20074	btw:BF38_5661
ko:K20201	btw:BF38_1046
ko:K20116	btw:BF38_5222
ko:K20117	btw:BF38_5222
ko:K20118	btw:BF38_5222
ko:K20391	btw:BF38_1077
ko:K20390	btw:BF38_1076
ko:K00526	btw:BF38_2575
ko:K20344	btw:BF38_6154
ko:K20344	btw:BF38_6167
ko:K20345	btw:BF38_6166
ko:K18889	btw:BF38_2105
ko:K20534	btw:BF38_1155
ko:K08884	btw:BF38_3508
ko:K18889	btw:BF38_4854
ko:K18890	btw:BF38_2106
ko:K18890	btw:BF38_4853
ko:K20742	btw:BF38_4017
ko:K00001	btw:BF38_3427
ko:K11751	btw:BF38_4318
ko:K01208	btw:BF38_5185
ko:K20895	btw:BF38_1725
ko:K21029	btw:BF38_3353
ko:K00525	btw:BF38_2574
ko:K21029	btw:BF38_486
ko:K21029	btw:BF38_4741
ko:K21064	btw:BF38_2400
ko:K08968	btw:BF38_415
ko:K00821	btw:BF38_4180
ko:K00821	btw:BF38_5302
ko:K00435	btw:BF38_1111
ko:K01286	btw:BF38_769
ko:K00857	btw:BF38_1057
ko:K02316	btw:BF38_50
ko:K06217	btw:BF38_60
ko:K01493	btw:BF38_82
ko:K01286	btw:BF38_3281
ko:K00560	btw:BF38_3440
ko:K02335	btw:BF38_5682
ko:K02316	btw:BF38_5810
ko:K02335	btw:BF38_5939
ko:K01520	btw:BF38_6120
ko:K02315	btw:BF38_6128
ko:K00558	btw:BF38_6217
ko:K00558	btw:BF38_6218
ko:K01286	btw:BF38_3741
ko:K01286	btw:BF38_3839
ko:K18640	btw:BF38_3914
ko:K01286	btw:BF38_4184
ko:K01286	btw:BF38_1112
ko:K02314	btw:BF38_1192
ko:K07313	btw:BF38_1819
ko:K13730	btw:BF38_2550
ko:K02314	btw:BF38_2183
ko:K01286	btw:BF38_2498
ko:K01286	btw:BF38_2916
ko:K02315	btw:BF38_3040
ko:K07451	btw:BF38_3068
ko:K01286	btw:BF38_3168
ko:K00287	btw:BF38_3441
ko:K01286	btw:BF38_3473
ko:K03546	btw:BF38_3549
ko:K04068	btw:BF38_4779
ko:K03553	btw:BF38_4949
ko:K03553	btw:BF38_4950
ko:K02316	btw:BF38_6081
ko:K07258	btw:BF38_2688
ko:K05375	btw:BF38_3558
ko:K02031	btw:BF38_1436
ko:K02031	btw:BF38_1482
ko:K03293	btw:BF38_4621
ko:K02335	btw:BF38_342
ko:K01101	btw:BF38_714
ko:K21416	btw:BF38_3946
ko:K21417	btw:BF38_3945
ko:K21405	btw:BF38_3935
ko:K21481	btw:BF38_2309
ko:K21464	btw:BF38_1097
ko:K21465	btw:BF38_30
ko:K21465	btw:BF38_3692
ko:K21465	btw:BF38_4249
ko:K21467	btw:BF38_3442
ko:K21465	btw:BF38_3816
ko:K21471	btw:BF38_4709
ko:K21468	btw:BF38_132
ko:K22044	btw:BF38_1201
ko:K21471	btw:BF38_921
ko:K21471	btw:BF38_2650
ko:K21567	btw:BF38_1636
ko:K00863	btw:BF38_2210
ko:K00863	btw:BF38_2212
ko:K21613	btw:BF38_4839
ko:K21567	btw:BF38_686
ko:K21494	btw:BF38_3513
ko:K21600	btw:BF38_4903
ko:K21493	btw:BF38_3514
ko:K21739	btw:BF38_3345
ko:K21713	btw:BF38_3995
ko:K21828	btw:BF38_1662
ko:K21929	btw:BF38_2748
ko:K21935	btw:BF38_3499
ko:K21902	btw:BF38_1095
ko:K11923	btw:BF38_4536
ko:K18244	btw:BF38_1069
ko:K03741	btw:BF38_4347
ko:K21993	btw:BF38_4742
ko:K21903	btw:BF38_1843
ko:K00754	btw:BF38_2754
ko:K01463	btw:BF38_2753
ko:K22135	btw:BF38_4627
ko:K22135	btw:BF38_4928
ko:K22136	btw:BF38_5089
ko:K01585	btw:BF38_5132
ko:K14274	btw:BF38_3774
ko:K03595	btw:BF38_55
ko:K02116	btw:BF38_2205
ko:K22112	btw:BF38_1169
ko:K22132	btw:BF38_155
ko:K22106	btw:BF38_4106
ko:K00302	btw:BF38_4006
ko:K00302	btw:BF38_4007
ko:K03547	btw:BF38_6078
ko:K07456	btw:BF38_4646
ko:K01046	btw:BF38_617
ko:K22278	btw:BF38_3178
ko:K22278	btw:BF38_4794
ko:K01046	btw:BF38_3789
ko:K02257	btw:BF38_5115
ko:K13566	btw:BF38_5207
ko:K01551	btw:BF38_1601
ko:K18672	btw:BF38_680
ko:K22491	btw:BF38_2707
