ko:K07489	ypf:BZ19_2643
ko:K01961	ypf:BZ19_3035
ko:K14392	ypf:BZ19_3038
ko:K02687	ypf:BZ19_3039
ko:K05540	ypf:BZ19_3040
ko:K03557	ypf:BZ19_3041
ko:K01607	ypf:BZ19_3045
ko:K03704	ypf:BZ19_3049
ko:K03704	ypf:BZ19_3050
ko:K03704	ypf:BZ19_3051
ko:K11209	ypf:BZ19_3055
ko:K02057	ypf:BZ19_3058
ko:K02057	ypf:BZ19_3059
ko:K02056	ypf:BZ19_3060
ko:K02058	ypf:BZ19_3061
ko:K12974	ypf:BZ19_3062
ko:K03316	ypf:BZ19_3064
ko:K06901	ypf:BZ19_3065
ko:K07473	ypf:BZ19_3066
ko:K15555	ypf:BZ19_3067
ko:K15554	ypf:BZ19_3068
ko:K04091	ypf:BZ19_3069
ko:K15553	ypf:BZ19_3070
ko:K00299	ypf:BZ19_3071
ko:K05796	ypf:BZ19_3868
ko:K04084	ypf:BZ19_3870
ko:K03926	ypf:BZ19_3871
ko:K07791	ypf:BZ19_3872
ko:K01744	ypf:BZ19_3873
ko:K07113	ypf:BZ19_3874
ko:K04078	ypf:BZ19_3875
ko:K04077	ypf:BZ19_3876
ko:K02356	ypf:BZ19_3879
ko:K11741	ypf:BZ19_3880
ko:K00247	ypf:BZ19_3881
ko:K00246	ypf:BZ19_3882
ko:K00245	ypf:BZ19_3883
ko:K00244	ypf:BZ19_3884
ko:K04568	ypf:BZ19_3885
ko:K01613	ypf:BZ19_3887
ko:K06949	ypf:BZ19_3888
ko:K13288	ypf:BZ19_3889
ko:K18979	ypf:BZ19_3894
ko:K17758	ypf:BZ19_3895
ko:K17759	ypf:BZ19_3895
ko:K06925	ypf:BZ19_3896
ko:K01448	ypf:BZ19_3897
ko:K03572	ypf:BZ19_3898
ko:K00791	ypf:BZ19_3899
ko:K03666	ypf:BZ19_3900
ko:K03665	ypf:BZ19_3901
ko:K04088	ypf:BZ19_3902
ko:K04087	ypf:BZ19_3903
ko:K09937	ypf:BZ19_3904
ko:K01939	ypf:BZ19_3905
ko:K13771	ypf:BZ19_3906
ko:K12573	ypf:BZ19_3907
ko:K03218	ypf:BZ19_3908
ko:K09456	ypf:BZ19_3909
ko:K06889	ypf:BZ19_3911
ko:K02990	ypf:BZ19_3913
ko:K02963	ypf:BZ19_3914
ko:K02939	ypf:BZ19_3915
ko:K07269	ypf:BZ19_3917
ko:K03773	ypf:BZ19_3918
ko:K07322	ypf:BZ19_3919
ko:K01119	ypf:BZ19_3920
ko:K01082	ypf:BZ19_3921
ko:K07109	ypf:BZ19_3922
ko:K03925	ypf:BZ19_31
ko:K03438	ypf:BZ19_32
ko:K03586	ypf:BZ19_33
ko:K03587	ypf:BZ19_34
ko:K01928	ypf:BZ19_35
ko:K01929	ypf:BZ19_36
ko:K01000	ypf:BZ19_37
ko:K01925	ypf:BZ19_38
ko:K03588	ypf:BZ19_39
ko:K02563	ypf:BZ19_40
ko:K01924	ypf:BZ19_41
ko:K01921	ypf:BZ19_42
ko:K03589	ypf:BZ19_43
ko:K03590	ypf:BZ19_44
ko:K03531	ypf:BZ19_45
ko:K02535	ypf:BZ19_46
ko:K13301	ypf:BZ19_48
ko:K03070	ypf:BZ19_49
ko:K03574	ypf:BZ19_50
ko:K09862	ypf:BZ19_51
ko:K18778	ypf:BZ19_52
ko:K00859	ypf:BZ19_53
ko:K00364	ypf:BZ19_54
ko:K02505	ypf:BZ19_55
ko:K02504	ypf:BZ19_56
ko:K02682	ypf:BZ19_57
ko:K00767	ypf:BZ19_58
ko:K03806	ypf:BZ19_59
ko:K03807	ypf:BZ19_60
ko:K11734	ypf:BZ19_61
ko:K00163	ypf:BZ19_63
ko:K00627	ypf:BZ19_64
ko:K00382	ypf:BZ19_65
ko:K01682	ypf:BZ19_66
ko:K09910	ypf:BZ19_67
ko:K01611	ypf:BZ19_69
ko:K00797	ypf:BZ19_70
ko:K14588	ypf:BZ19_72
ko:K00760	ypf:BZ19_73
ko:K01673	ypf:BZ19_74
ko:K01990	ypf:BZ19_75
ko:K01992	ypf:BZ19_76
ko:K01579	ypf:BZ19_78
ko:K01918	ypf:BZ19_79
ko:K00606	ypf:BZ19_80
ko:K00950	ypf:BZ19_81
ko:K00970	ypf:BZ19_82
ko:K01894	ypf:BZ19_83
ko:K11892	ypf:BZ19_921
ko:K11903	ypf:BZ19_923
ko:K11907	ypf:BZ19_924
ko:K11891	ypf:BZ19_933
ko:K11910	ypf:BZ19_936
ko:K11896	ypf:BZ19_939
ko:K11895	ypf:BZ19_940
ko:K11906	ypf:BZ19_941
ko:K11905	ypf:BZ19_942
ko:K11911	ypf:BZ19_943
ko:K03750	ypf:BZ19_948
ko:K06871	ypf:BZ19_949
ko:K02003	ypf:BZ19_950
ko:K02005	ypf:BZ19_951
ko:K02004	ypf:BZ19_952
ko:K01070	ypf:BZ19_954
ko:K00121	ypf:BZ19_955
ko:K01495	ypf:BZ19_958
ko:K07148	ypf:BZ19_959
ko:K10540	ypf:BZ19_960
ko:K10542	ypf:BZ19_961
ko:K10541	ypf:BZ19_962
ko:K03748	ypf:BZ19_963
ko:K00027	ypf:BZ19_964
ko:K01489	ypf:BZ19_965
ko:K06518	ypf:BZ19_967
ko:K02058	ypf:BZ19_970
ko:K01874	ypf:BZ19_972
ko:K03593	ypf:BZ19_973
ko:K00876	ypf:BZ19_974
ko:K01494	ypf:BZ19_975
ko:K07289	ypf:BZ19_976
ko:K19267	ypf:BZ19_1792
ko:K03776	ypf:BZ19_1793
ko:K00031	ypf:BZ19_1796
ko:K06181	ypf:BZ19_1797
ko:K12152	ypf:BZ19_1798
ko:K00566	ypf:BZ19_1799
ko:K07153	ypf:BZ19_1800
ko:K01756	ypf:BZ19_1801
ko:K07660	ypf:BZ19_1803
ko:K07637	ypf:BZ19_1804
ko:K18850	ypf:BZ19_1805
ko:K01258	ypf:BZ19_1806
ko:K12410	ypf:BZ19_1807
ko:K00884	ypf:BZ19_1808
ko:K09808	ypf:BZ19_1809
ko:K09810	ypf:BZ19_1810
ko:K09808	ypf:BZ19_1811
ko:K03723	ypf:BZ19_1812
ko:K03885	ypf:BZ19_1816
ko:K07000	ypf:BZ19_1817
ko:K01207	ypf:BZ19_1818
ko:K07251	ypf:BZ19_1819
ko:K07337	ypf:BZ19_1820
ko:K02503	ypf:BZ19_1822
ko:K00014	ypf:BZ19_1823
ko:K02778	ypf:BZ19_1824
ko:K02779	ypf:BZ19_1824
ko:K03424	ypf:BZ19_1825
ko:K02341	ypf:BZ19_1826
ko:K00943	ypf:BZ19_1827
ko:K07082	ypf:BZ19_1828
ko:K02619	ypf:BZ19_1829
ko:K09458	ypf:BZ19_1830
ko:K02078	ypf:BZ19_1831
ko:K00059	ypf:BZ19_1832
ko:K00645	ypf:BZ19_1833
ko:K00648	ypf:BZ19_1834
ko:K03621	ypf:BZ19_1835
ko:K02911	ypf:BZ19_1836
ko:K07040	ypf:BZ19_1837
ko:K06179	ypf:BZ19_1839
ko:K08300	ypf:BZ19_1841
ko:K01465	ypf:BZ19_1843
ko:K07480	ypf:BZ19_2642
ko:K11904	ypf:BZ19_2651
ko:K11907	ypf:BZ19_2652
ko:K11903	ypf:BZ19_2653
ko:K11892	ypf:BZ19_2655
ko:K11893	ypf:BZ19_2656
ko:K11900	ypf:BZ19_2657
ko:K11901	ypf:BZ19_2658
ko:K07052	ypf:BZ19_2663
ko:K03894	ypf:BZ19_2669
ko:K03896	ypf:BZ19_2670
ko:K03895	ypf:BZ19_2671
ko:K03897	ypf:BZ19_2672
ko:K02014	ypf:BZ19_2673
ko:K02529	ypf:BZ19_2676
ko:K14445	ypf:BZ19_2677
ko:K11904	ypf:BZ19_2687
ko:K16321	ypf:BZ19_2690
ko:K06147	ypf:BZ19_2694
ko:K06147	ypf:BZ19_2695
ko:K00989	ypf:BZ19_3503
ko:K00762	ypf:BZ19_3504
ko:K05501	ypf:BZ19_3505
ko:K13038	ypf:BZ19_3507
ko:K03630	ypf:BZ19_3508
ko:K02902	ypf:BZ19_3509
ko:K02913	ypf:BZ19_3510
ko:K10563	ypf:BZ19_3511
ko:K00954	ypf:BZ19_3512
ko:K12984	ypf:BZ19_3513
ko:K02527	ypf:BZ19_3514
ko:K02841	ypf:BZ19_3515
ko:K02843	ypf:BZ19_3516
ko:K03274	ypf:BZ19_3517
ko:K00639	ypf:BZ19_3518
ko:K00060	ypf:BZ19_3519
ko:K09798	ypf:BZ19_3520
ko:K15633	ypf:BZ19_3522
ko:K03071	ypf:BZ19_3525
ko:K00057	ypf:BZ19_3526
ko:K00640	ypf:BZ19_3527
ko:K03216	ypf:BZ19_3528
ko:K10778	ypf:BZ19_3529
ko:K07640	ypf:BZ19_3530
ko:K06006	ypf:BZ19_3532
ko:K13283	ypf:BZ19_3534
ko:K00850	ypf:BZ19_3535
ko:K02048	ypf:BZ19_3537
ko:K02020	ypf:BZ19_3538
ko:K03319	ypf:BZ19_3539
ko:K10218	ypf:BZ19_3540
ko:K16515	ypf:BZ19_3541
ko:K16516	ypf:BZ19_3542
ko:K06204	ypf:BZ19_84
ko:K06206	ypf:BZ19_85
ko:K01975	ypf:BZ19_86
ko:K03579	ypf:BZ19_87
ko:K05365	ypf:BZ19_88
ko:K02013	ypf:BZ19_89
ko:K02016	ypf:BZ19_90
ko:K02015	ypf:BZ19_91
ko:K01845	ypf:BZ19_92
ko:K03281	ypf:BZ19_93
ko:K15724	ypf:BZ19_94
ko:K06858	ypf:BZ19_96
ko:K01243	ypf:BZ19_97
ko:K01129	ypf:BZ19_98
ko:K04771	ypf:BZ19_99
ko:K07678	ypf:BZ19_100
ko:K00951	ypf:BZ19_101
ko:K04765	ypf:BZ19_102
ko:K01937	ypf:BZ19_103
ko:K01689	ypf:BZ19_104
ko:K04565	ypf:BZ19_105
ko:K10026	ypf:BZ19_106
ko:K01737	ypf:BZ19_107
ko:K00380	ypf:BZ19_108
ko:K00381	ypf:BZ19_109
ko:K00390	ypf:BZ19_110
ko:K02302	ypf:BZ19_113
ko:K00957	ypf:BZ19_114
ko:K00956	ypf:BZ19_115
ko:K00860	ypf:BZ19_116
ko:K05589	ypf:BZ19_118
ko:K00991	ypf:BZ19_119
ko:K01770	ypf:BZ19_120
ko:K06176	ypf:BZ19_121
ko:K03787	ypf:BZ19_122
ko:K00573	ypf:BZ19_123
ko:K06194	ypf:BZ19_124
ko:K03087	ypf:BZ19_125
ko:K03555	ypf:BZ19_126
ko:K01808	ypf:BZ19_127
ko:K05878	ypf:BZ19_130
ko:K05879	ypf:BZ19_131
ko:K03893	ypf:BZ19_133
ko:K01713	ypf:BZ19_137
ko:K00428	ypf:BZ19_138
ko:K13255	ypf:BZ19_978
ko:K13745	ypf:BZ19_979
ko:K03897	ypf:BZ19_980
ko:K02013	ypf:BZ19_983
ko:K02015	ypf:BZ19_984
ko:K02015	ypf:BZ19_985
ko:K02016	ypf:BZ19_986
ko:K16088	ypf:BZ19_987
ko:K00963	ypf:BZ19_989
ko:K00963	ypf:BZ19_990
ko:K00033	ypf:BZ19_991
ko:K11755	ypf:BZ19_992
ko:K02500	ypf:BZ19_993
ko:K01814	ypf:BZ19_994
ko:K02501	ypf:BZ19_995
ko:K01089	ypf:BZ19_996
ko:K00817	ypf:BZ19_997
ko:K00013	ypf:BZ19_998
ko:K00765	ypf:BZ19_999
ko:K02057	ypf:BZ19_1002
ko:K02056	ypf:BZ19_1003
ko:K08317	ypf:BZ19_1004
ko:K07491	ypf:BZ19_1007
ko:K01141	ypf:BZ19_1008
ko:K09802	ypf:BZ19_1010
ko:K18335	ypf:BZ19_1014
ko:K18334	ypf:BZ19_1016
ko:K00101	ypf:BZ19_1018
ko:K01940	ypf:BZ19_1019
ko:K09912	ypf:BZ19_1024
ko:K12149	ypf:BZ19_1844
ko:K12148	ypf:BZ19_1845
ko:K02846	ypf:BZ19_1846
ko:K11744	ypf:BZ19_1848
ko:K07146	ypf:BZ19_1849
ko:K02517	ypf:BZ19_1851
ko:K03305	ypf:BZ19_1852
ko:K03669	ypf:BZ19_1854
ko:K03670	ypf:BZ19_1855
ko:K11941	ypf:BZ19_1856
ko:K11105	ypf:BZ19_1858
ko:K08368	ypf:BZ19_1864
ko:K10713	ypf:BZ19_1865
ko:K19130	ypf:BZ19_1867
ko:K19129	ypf:BZ19_1868
ko:K19128	ypf:BZ19_1869
ko:K19127	ypf:BZ19_1870
ko:K07012	ypf:BZ19_1871
ko:K15342	ypf:BZ19_1872
ko:K16053	ypf:BZ19_1873
ko:K02026	ypf:BZ19_1878
ko:K02025	ypf:BZ19_1879
ko:K02027	ypf:BZ19_1880
ko:K01840	ypf:BZ19_1882
ko:K10111	ypf:BZ19_1883
ko:K15125	ypf:BZ19_1885
ko:K15125	ypf:BZ19_1887
ko:K15125	ypf:BZ19_1889
ko:K03451	ypf:BZ19_1893
ko:K07246	ypf:BZ19_1895
ko:K02014	ypf:BZ19_2702
ko:K01258	ypf:BZ19_2703
ko:K12942	ypf:BZ19_2704
ko:K12678	ypf:BZ19_2711
ko:K06077	ypf:BZ19_2719
ko:K02557	ypf:BZ19_2722
ko:K02556	ypf:BZ19_2723
ko:K02405	ypf:BZ19_2724
ko:K02415	ypf:BZ19_2725
ko:K02414	ypf:BZ19_2726
ko:K02422	ypf:BZ19_2728
ko:K02407	ypf:BZ19_2729
ko:K02406	ypf:BZ19_2730
ko:K02406	ypf:BZ19_2731
ko:K02397	ypf:BZ19_2735
ko:K02396	ypf:BZ19_2736
ko:K02395	ypf:BZ19_2737
ko:K02394	ypf:BZ19_2738
ko:K02393	ypf:BZ19_2739
ko:K02392	ypf:BZ19_2740
ko:K02391	ypf:BZ19_2741
ko:K02390	ypf:BZ19_2742
ko:K02389	ypf:BZ19_2743
ko:K02388	ypf:BZ19_2744
ko:K02387	ypf:BZ19_2745
ko:K02386	ypf:BZ19_2746
ko:K02398	ypf:BZ19_2747
ko:K02399	ypf:BZ19_2748
ko:K01803	ypf:BZ19_3543
ko:K00528	ypf:BZ19_3546
ko:K02446	ypf:BZ19_3547
ko:K00864	ypf:BZ19_3548
ko:K02440	ypf:BZ19_3549
ko:K09892	ypf:BZ19_3550
ko:K13409	ypf:BZ19_3551
ko:K13408	ypf:BZ19_3552
ko:K02553	ypf:BZ19_3555
ko:K02548	ypf:BZ19_3556
ko:K03667	ypf:BZ19_3557
ko:K01419	ypf:BZ19_3558
ko:K03591	ypf:BZ19_3559
ko:K05499	ypf:BZ19_3560
ko:K04066	ypf:BZ19_3562
ko:K02909	ypf:BZ19_3563
ko:K03764	ypf:BZ19_3565
ko:K01739	ypf:BZ19_3566
ko:K12525	ypf:BZ19_3567
ko:K00297	ypf:BZ19_3568
ko:K01595	ypf:BZ19_3569
ko:K01438	ypf:BZ19_3570
ko:K00145	ypf:BZ19_3571
ko:K00930	ypf:BZ19_3572
ko:K01755	ypf:BZ19_3573
ko:K16152	ypf:BZ19_3574
ko:K12545	ypf:BZ19_3575
ko:K12536	ypf:BZ19_3576
ko:K12537	ypf:BZ19_3577
ko:K03832	ypf:BZ19_3578
ko:K00382	ypf:BZ19_3579
ko:K04761	ypf:BZ19_3582
ko:K00322	ypf:BZ19_3581
ko:K00557	ypf:BZ19_3586
ko:K16092	ypf:BZ19_3587
ko:K01776	ypf:BZ19_3588
ko:K02058	ypf:BZ19_3595
ko:K02056	ypf:BZ19_3596
ko:K01007	ypf:BZ19_1684
ko:K19577	ypf:BZ19_2427
ko:K06415	ypf:BZ19_1429
ko:K14237	ypf:BZ19_1669
ko:K14237	ypf:BZ19_1670
ko:K14237	ypf:BZ19_1671
ko:K14237	ypf:BZ19_2073
ko:K14237	ypf:BZ19_2075
ko:K14237	ypf:BZ19_2074
ko:K14232	ypf:BZ19_702
ko:K14228	ypf:BZ19_4071
ko:K14228	ypf:BZ19_4073
ko:K14228	ypf:BZ19_4072
ko:K14228	ypf:BZ19_3641
ko:K14230	ypf:BZ19_2831
ko:K14233	ypf:BZ19_1373
ko:K14233	ypf:BZ19_1365
ko:K14233	ypf:BZ19_899
ko:K14233	ypf:BZ19_663
ko:K14219	ypf:BZ19_176
ko:K14219	ypf:BZ19_178
ko:K14219	ypf:BZ19_177
ko:K14218	ypf:BZ19_2077
ko:K14218	ypf:BZ19_2079
ko:K02483	ypf:BZ19_2091
ko:K14227	ypf:BZ19_204
ko:K14227	ypf:BZ19_3137
ko:K14227	ypf:BZ19_3733
ko:K11010	ypf:BZ19_1558
ko:K14228	ypf:BZ19_3953
ko:K14228	ypf:BZ19_4012
ko:K14228	ypf:BZ19_502
ko:K14233	ypf:BZ19_175
ko:K20866	ypf:BZ19_3476
ko:K14238	ypf:BZ19_3355
ko:K14228	ypf:BZ19_1169
ko:K14230	ypf:BZ19_499
ko:K14230	ypf:BZ19_503
ko:K14219	ypf:BZ19_396
ko:K14219	ypf:BZ19_3639
ko:K14219	ypf:BZ19_2014
ko:K14218	ypf:BZ19_205
ko:K14218	ypf:BZ19_3136
ko:K14218	ypf:BZ19_3734
ko:K02796	ypf:BZ19_1059
ko:K14226	ypf:BZ19_3640
ko:K01985	ypf:BZ19_3131
ko:K01985	ypf:BZ19_2346
ko:K01985	ypf:BZ19_3736
ko:K01985	ypf:BZ19_3133
ko:K01985	ypf:BZ19_207
ko:K01985	ypf:BZ19_3461
ko:K01985	ypf:BZ19_3592
ko:K01985	ypf:BZ19_3775
ko:K14225	ypf:BZ19_2509
ko:K01977	ypf:BZ19_3772
ko:K01977	ypf:BZ19_3458
ko:K01977	ypf:BZ19_3732
ko:K01977	ypf:BZ19_3589
ko:K01977	ypf:BZ19_203
ko:K01977	ypf:BZ19_2349
ko:K01977	ypf:BZ19_3138
ko:K01980	ypf:BZ19_2347
ko:K01980	ypf:BZ19_3460
ko:K01980	ypf:BZ19_3591
ko:K01980	ypf:BZ19_3774
ko:K01980	ypf:BZ19_3135
ko:K01980	ypf:BZ19_3735
ko:K01980	ypf:BZ19_206
ko:K05875	ypf:BZ19_3382
ko:K19775	ypf:BZ19_2939
ko:K19745	ypf:BZ19_3030
ko:K19778	ypf:BZ19_2306
ko:K13060	ypf:BZ19_1861
ko:K07147	ypf:BZ19_3031
ko:K00799	ypf:BZ19_753
ko:K15777	ypf:BZ19_2815
ko:K07662	ypf:BZ19_3531
ko:K19802	ypf:BZ19_1618
ko:K19803	ypf:BZ19_717
ko:K01138	ypf:BZ19_2138
ko:K19804	ypf:BZ19_1504
ko:K19810	ypf:BZ19_3878
ko:K02031	ypf:BZ19_2318
ko:K02032	ypf:BZ19_3998
ko:K11904	ypf:BZ19_2641
ko:K15540	ypf:BZ19_2033
ko:K07263	ypf:BZ19_3319
ko:K07274	ypf:BZ19_1437
ko:K21636	ypf:BZ19_3997
ko:K04055	ypf:BZ19_4149
ko:K14224	ypf:BZ19_2348
ko:K14224	ypf:BZ19_3773
ko:K14224	ypf:BZ19_3459
ko:K14224	ypf:BZ19_3590
ko:K14229	ypf:BZ19_2072
ko:K14229	ypf:BZ19_549
ko:K14229	ypf:BZ19_550
ko:K14229	ypf:BZ19_552
ko:K14229	ypf:BZ19_551
ko:K14229	ypf:BZ19_1159
ko:K14222	ypf:BZ19_1168
ko:K14223	ypf:BZ19_500
ko:K14223	ypf:BZ19_498
ko:K07686	ypf:BZ19_3338
ko:K20268	ypf:BZ19_1924
ko:K14221	ypf:BZ19_2345
ko:K14221	ypf:BZ19_3593
ko:K20264	ypf:BZ19_1026
ko:K14221	ypf:BZ19_2336
ko:K14234	ypf:BZ19_3741
ko:K14234	ypf:BZ19_664
ko:K14225	ypf:BZ19_3743
ko:K00526	ypf:BZ19_2330
ko:K20542	ypf:BZ19_3325
ko:K19591	ypf:BZ19_381
ko:K22443	ypf:BZ19_1892
ko:K22132	ypf:BZ19_2398
ko:K14235	ypf:BZ19_3594
ko:K14223	ypf:BZ19_501
ko:K14229	ypf:BZ19_553
ko:K14229	ypf:BZ19_556
ko:K14229	ypf:BZ19_554
ko:K14229	ypf:BZ19_555
ko:K14231	ypf:BZ19_2579
ko:K14231	ypf:BZ19_3865
ko:K02438	ypf:BZ19_3270
ko:K20885	ypf:BZ19_1877
ko:K14230	ypf:BZ19_2400
ko:K14230	ypf:BZ19_3954
ko:K14230	ypf:BZ19_2402
ko:K14230	ypf:BZ19_2401
ko:K14234	ypf:BZ19_3132
ko:K14234	ypf:BZ19_3744
ko:K14220	ypf:BZ19_1025
ko:K14220	ypf:BZ19_1035
ko:K14220	ypf:BZ19_1262
ko:K14225	ypf:BZ19_1167
ko:K14225	ypf:BZ19_3891
ko:K14225	ypf:BZ19_3890
ko:K14225	ypf:BZ19_3893
ko:K14236	ypf:BZ19_1452
ko:K14236	ypf:BZ19_1454
ko:K14236	ypf:BZ19_3742
ko:K14232	ypf:BZ19_3334
ko:K14232	ypf:BZ19_3642
ko:K14219	ypf:BZ19_179
ko:K21021	ypf:BZ19_4094
ko:K22025	ypf:BZ19_1516
ko:K21086	ypf:BZ19_3316
ko:K21087	ypf:BZ19_264
ko:K08968	ypf:BZ19_1742
ko:K00821	ypf:BZ19_3212
ko:K20968	ypf:BZ19_4161
ko:K00526	ypf:BZ19_651
ko:K07474	ypf:BZ19_3492
ko:K06919	ypf:BZ19_3496
ko:K01520	ypf:BZ19_3506
ko:K03676	ypf:BZ19_3524
ko:K02335	ypf:BZ19_3468
ko:K03553	ypf:BZ19_171
ko:K02316	ypf:BZ19_2829
ko:K06905	ypf:BZ19_2834
ko:K06906	ypf:BZ19_2835
ko:K06908	ypf:BZ19_2839
ko:K06907	ypf:BZ19_2840
ko:K06903	ypf:BZ19_2845
ko:K01185	ypf:BZ19_2851
ko:K03546	ypf:BZ19_272
ko:K02314	ypf:BZ19_1178
ko:K01185	ypf:BZ19_1191
ko:K07474	ypf:BZ19_2875
ko:K09961	ypf:BZ19_1203
ko:K09960	ypf:BZ19_1205
ko:K06905	ypf:BZ19_1234
ko:K06906	ypf:BZ19_1235
ko:K06908	ypf:BZ19_1239
ko:K06907	ypf:BZ19_1240
ko:K06903	ypf:BZ19_1243
ko:K06217	ypf:BZ19_1301
ko:K17733	ypf:BZ19_3014
ko:K02314	ypf:BZ19_3846
ko:K09961	ypf:BZ19_468
ko:K06217	ypf:BZ19_495
ko:K00857	ypf:BZ19_1460
ko:K06866	ypf:BZ19_2273
ko:K04068	ypf:BZ19_3996
ko:K06191	ypf:BZ19_2327
ko:K06223	ypf:BZ19_3229
ko:K00560	ypf:BZ19_2414
ko:K00287	ypf:BZ19_4131
ko:K06919	ypf:BZ19_2503
ko:K00050	ypf:BZ19_1928
ko:K00525	ypf:BZ19_652
ko:K00108	ypf:BZ19_593
ko:K13695	ypf:BZ19_1688
ko:K21405	ypf:BZ19_1554
ko:K21470	ypf:BZ19_841
ko:K01420	ypf:BZ19_1581
ko:K02015	ypf:BZ19_778
ko:K21698	ypf:BZ19_3008
ko:K21695	ypf:BZ19_3007
ko:K21936	ypf:BZ19_3816
ko:K21948	ypf:BZ19_675
ko:K13638	ypf:BZ19_3152
ko:K22015	ypf:BZ19_3869
ko:K22051	ypf:BZ19_3886
ko:K22130	ypf:BZ19_676
ko:K03595	ypf:BZ19_2257
ko:K22105	ypf:BZ19_3584
ko:K22131	ypf:BZ19_678
ko:K22110	ypf:BZ19_3323
ko:K22110	ypf:BZ19_1726
ko:K03079	ypf:BZ19_146
ko:K22444	ypf:BZ19_1891
ko:K03077	ypf:BZ19_152
ko:K22278	ypf:BZ19_1022
ko:K03077	ypf:BZ19_1509
ko:K02257	ypf:BZ19_305
ko:K11391	ypf:BZ19_2929
ko:K22302	ypf:BZ19_1174
ko:K13566	ypf:BZ19_230
ko:K00424	ypf:BZ19_540
ko:K22601	ypf:BZ19_221
