ko:K02030	kpe:KPK_2529
ko:K01187	kpe:KPK_3714
ko:K11738	kpe:KPK_2446
ko:K00117	kpe:KPK_4605
ko:K03445	kpe:KPK_0035
ko:K02009	kpe:KPK_0929
ko:K11753	kpe:KPK_4736
ko:K11735	kpe:KPK_4478
ko:K11745	kpe:KPK_4698
ko:K09020	kpe:KPK_3521
ko:K08314	kpe:KPK_5439
ko:K00537	kpe:KPK_1318
ko:K02002	kpe:KPK_1117
ko:K07806	kpe:KPK_0266
ko:K04085	kpe:KPK_0277
ko:K00059	kpe:KPK_2230
ko:K00059	kpe:KPK_2307
ko:K03478	kpe:KPK_3206
ko:K00059	kpe:KPK_3284
ko:K04477	kpe:KPK_3500
ko:K07124	kpe:KPK_3535
ko:K12297	kpe:KPK_3591
ko:K00632	kpe:KPK_5334
ko:K12290	kpe:KPK_0352
ko:K12288	kpe:KPK_0350
ko:K11534	kpe:KPK_3692
ko:K11732	kpe:KPK_4044
ko:K00748	kpe:KPK_4538
ko:K12059	kpe:KPK_B0104
ko:K12060	kpe:KPK_B0099
ko:K11937	kpe:KPK_5154
ko:K00040	kpe:KPK_2868
ko:K02624	kpe:KPK_2918
ko:K01207	kpe:KPK_3452
ko:K07289	kpe:KPK_1649
ko:K03335	kpe:KPK_2564
ko:K02624	kpe:KPK_4296
ko:K03827	kpe:KPK_5281
ko:K03769	kpe:KPK_5405
ko:K03769	kpe:KPK_5406
ko:K00046	kpe:KPK_4703
ko:K07124	kpe:KPK_B0009
ko:K12057	kpe:KPK_B0109
ko:K12058	kpe:KPK_B0105
ko:K08195	kpe:KPK_0188
ko:K07309	kpe:KPK_2875
ko:K07724	kpe:KPK_0523
ko:K07470	kpe:KPK_1720
ko:K01042	kpe:KPK_5024
ko:K08317	kpe:KPK_3955
ko:K01730	kpe:KPK_0846
ko:K04021	kpe:KPK_1348
ko:K12410	kpe:KPK_3436
ko:K09979	kpe:KPK_0562
ko:K08485	kpe:KPK_0505
ko:K05540	kpe:KPK_0448
ko:K07397	kpe:KPK_0375
ko:K08163	kpe:KPK_5562
ko:K01479	kpe:KPK_3780
ko:K08092	kpe:KPK_0166
ko:K01426	kpe:KPK_2671
ko:K06954	kpe:KPK_4913
ko:K05349	kpe:KPK_1599
ko:K03446	kpe:KPK_1112
ko:K02075	kpe:KPK_1093
ko:K02074	kpe:KPK_1092
ko:K02468	kpe:KPK_1084
ko:K03487	kpe:KPK_1072
ko:K02752	kpe:KPK_1071
ko:K02753	kpe:KPK_1071
ko:K03087	kpe:KPK_1020
ko:K00956	kpe:KPK_1010
ko:K09612	kpe:KPK_1007
ko:K00879	kpe:KPK_0963
ko:K03394	kpe:KPK_0927
ko:K05934	kpe:KPK_0924
ko:K11208	kpe:KPK_2462
ko:K02028	kpe:KPK_2457
ko:K02029	kpe:KPK_2456
ko:K11891	kpe:KPK_2052
ko:K11893	kpe:KPK_2041
ko:K02255	kpe:KPK_1885
ko:K04720	kpe:KPK_0891
ko:K05845	kpe:KPK_1600
ko:K11736	kpe:KPK_4343
ko:K04027	kpe:KPK_1346
ko:K11737	kpe:KPK_5068
ko:K01491	kpe:KPK_4195
ko:K02790	kpe:KPK_2947
ko:K02791	kpe:KPK_2947
ko:K06889	kpe:KPK_3089
ko:K03078	kpe:KPK_5078
ko:K12372	kpe:KPK_0209
ko:K13053	kpe:KPK_3582
ko:K08967	kpe:KPK_3931
ko:K01069	kpe:KPK_4507
ko:K05595	kpe:KPK_2757
ko:K12308	kpe:KPK_5057
ko:K09810	kpe:KPK_3439
ko:K00537	kpe:KPK_A0056
ko:K05368	kpe:KPK_5335
ko:K12525	kpe:KPK_5445
ko:K12500	kpe:KPK_4277
ko:K03970	kpe:KPK_3114
ko:K03971	kpe:KPK_3112
ko:K07497	kpe:KPK_A0094
ko:K00116	kpe:KPK_2902
ko:K08324	kpe:KPK_2744
ko:K02056	kpe:KPK_2649
ko:K02057	kpe:KPK_2648
ko:K02029	kpe:KPK_2606
ko:K02030	kpe:KPK_2604
ko:K03457	kpe:KPK_2569
ko:K02972	kpe:KPK_2509
ko:K00675	kpe:KPK_2472
ko:K02053	kpe:KPK_2427
ko:K02054	kpe:KPK_2426
ko:K02052	kpe:KPK_2425
ko:K02055	kpe:KPK_2424
ko:K03817	kpe:KPK_2407
ko:K03838	kpe:KPK_2015
ko:K07245	kpe:KPK_1932
ko:K08137	kpe:KPK_0733
ko:K01150	kpe:KPK_0731
ko:K02478	kpe:KPK_1403
ko:K02478	kpe:KPK_1605
ko:K07038	kpe:KPK_3202
ko:K00065	kpe:KPK_3201
ko:K01497	kpe:KPK_3161
ko:K02077	kpe:KPK_1094
ko:K13051	kpe:KPK_3705
ko:K12961	kpe:KPK_0566
ko:K12944	kpe:KPK_1492
ko:K13292	kpe:KPK_0878
ko:K00694	kpe:KPK_0212
ko:K12984	kpe:KPK_0121
ko:K10804	kpe:KPK_4208
ko:K13014	kpe:KPK_0269
ko:K01077	kpe:KPK_4359
ko:K09016	kpe:KPK_3526
ko:K09024	kpe:KPK_3525
ko:K06956	kpe:KPK_3203
ko:K11106	kpe:KPK_2908
ko:K12339	kpe:KPK_1752
ko:K01011	kpe:KPK_1268
ko:K01092	kpe:KPK_3946
ko:K00626	kpe:KPK_2972
ko:K00626	kpe:KPK_0844
ko:K02532	kpe:KPK_2777
ko:K11742	kpe:KPK_2891
ko:K02532	kpe:KPK_0851
ko:K11750	kpe:KPK_4481
ko:K03760	kpe:KPK_3764
ko:K02532	kpe:KPK_5477
ko:K04772	kpe:KPK_0488
ko:K09474	kpe:KPK_3238
ko:K11685	kpe:KPK_1130
ko:K11939	kpe:KPK_3727
ko:K04771	kpe:KPK_4557
ko:K11744	kpe:KPK_2893
ko:K00884	kpe:KPK_3437
ko:K00060	kpe:KPK_0135
ko:K00598	kpe:KPK_2732
ko:K11607	kpe:KPK_1043
ko:K11605	kpe:KPK_1042
ko:K11896	kpe:KPK_0938
ko:K01739	kpe:KPK_5446
ko:K00568	kpe:KPK_1510
ko:K11936	kpe:KPK_5153
ko:K11901	kpe:KPK_3069
ko:K11893	kpe:KPK_3067
ko:K00547	kpe:KPK_4378
ko:K11935	kpe:KPK_5151
ko:K11925	kpe:KPK_4674
ko:K11752	kpe:KPK_4318
ko:K08154	kpe:KPK_0022
ko:K00694	kpe:KPK_0222
ko:K01766	kpe:KPK_0956
ko:K01185	kpe:KPK_3373
ko:K11931	kpe:KPK_5152
ko:K11926	kpe:KPK_4480
ko:K10037	kpe:KPK_3262
ko:K00965	kpe:KPK_3807
ko:K07404	kpe:KPK_3798
ko:K11891	kpe:KPK_0939
ko:K01085	kpe:KPK_3533
ko:K11928	kpe:KPK_3515
ko:K11927	kpe:KPK_3740
ko:K11754	kpe:KPK_1439
ko:K10026	kpe:KPK_1002
ko:K00074	kpe:KPK_2993
ko:K03381	kpe:KPK_2483
ko:K00074	kpe:KPK_2275
ko:K11933	kpe:KPK_3656
ko:K11892	kpe:KPK_3066
ko:K00632	kpe:KPK_1415
ko:K03768	kpe:KPK_4198
ko:K11907	kpe:KPK_3063
ko:K11717	kpe:KPK_1757
ko:K03472	kpe:KPK_0743
ko:K04487	kpe:KPK_1257
ko:K11717	kpe:KPK_2184
ko:K11719	kpe:KPK_0512
ko:K00661	kpe:KPK_4240
ko:K05712	kpe:KPK_2201
ko:K11934	kpe:KPK_3726
ko:K11924	kpe:KPK_3723
ko:K01785	kpe:KPK_3809
ko:K03425	kpe:KPK_3914
ko:K06168	kpe:KPK_3887
ko:K11905	kpe:KPK_0935
ko:K11906	kpe:KPK_0936
ko:K07757	kpe:KPK_3710
ko:K11895	kpe:KPK_0937
ko:K11895	kpe:KPK_2054
ko:K03524	kpe:KPK_5322
ko:K00029	kpe:KPK_1340
ko:K01358	kpe:KPK_4283
ko:K11932	kpe:KPK_3922
ko:K10038	kpe:KPK_3731
ko:K00932	kpe:KPK_2016
ko:K00010	kpe:KPK_4990
ko:K04487	kpe:KPK_1705
ko:K02001	kpe:KPK_1118
ko:K02000	kpe:KPK_1119
ko:K00647	kpe:KPK_1426
ko:K01759	kpe:KPK_2324
ko:K01759	kpe:KPK_2358
ko:K06957	kpe:KPK_1328
ko:K01119	kpe:KPK_5062
ko:K01169	kpe:KPK_3920
ko:K01092	kpe:KPK_5216
ko:K07307	kpe:KPK_3633
ko:K00024	kpe:KPK_0477
ko:K01187	kpe:KPK_4341
ko:K03386	kpe:KPK_3924
ko:K03386	kpe:KPK_4331
ko:K12151	kpe:KPK_3444
ko:K10038	kpe:KPK_3261
ko:K08234	kpe:KPK_4533
ko:K05713	kpe:KPK_2202
ko:K01190	kpe:KPK_2776
ko:K07214	kpe:KPK_5555
ko:K00853	kpe:KPK_4680
ko:K02302	kpe:KPK_0362
ko:K07796	kpe:KPK_4904
ko:K03762	kpe:KPK_5164
ko:K02362	kpe:KPK_3977
ko:K10036	kpe:KPK_3263
ko:K10193	kpe:KPK_0857
ko:K11900	kpe:KPK_3068
ko:K11748	kpe:KPK_0380
ko:K11751	kpe:KPK_4219
ko:K05714	kpe:KPK_2203
ko:K02099	kpe:KPK_4679
ko:K00042	kpe:KPK_0573
ko:K11906	kpe:KPK_2055
ko:K11905	kpe:KPK_2056
ko:K08344	kpe:KPK_0765
ko:K10192	kpe:KPK_0854
ko:K10036	kpe:KPK_3729
ko:K10037	kpe:KPK_3730
ko:K01476	kpe:KPK_3503
ko:K04755	kpe:KPK_1262
ko:K03182	kpe:KPK_3325
ko:K03484	kpe:KPK_4075
ko:K04091	kpe:KPK_0973
ko:K04091	kpe:KPK_2212
ko:K01089	kpe:KPK_1687
ko:K11940	kpe:KPK_3574
ko:K00812	kpe:KPK_1829
ko:K04757	kpe:KPK_3075
ko:K00812	kpe:KPK_3294
ko:K00058	kpe:KPK_2753
ko:K03286	kpe:KPK_3583
ko:K07090	kpe:KPK_B0014
ko:K07090	kpe:KPK_1422
ko:K07090	kpe:KPK_2681
ko:K03119	kpe:KPK_4374
ko:K02426	kpe:KPK_0955
ko:K04751	kpe:KPK_1244
ko:K01243	kpe:KPK_4559
ko:K00130	kpe:KPK_3994
ko:K12308	kpe:KPK_4249
ko:K00971	kpe:KPK_1675
ko:K07726	kpe:KPK_0187
ko:K00484	kpe:KPK_4841
ko:K03566	kpe:KPK_1735
ko:K01710	kpe:KPK_5391
ko:K07810	kpe:KPK_4905
ko:K11720	kpe:KPK_5000
ko:K08225	kpe:KPK_3969
ko:K00137	kpe:KPK_2428
ko:K05880	kpe:KPK_0622
ko:K03482	kpe:KPK_0012
ko:K07781	kpe:KPK_1859
ko:K06159	kpe:KPK_1520
ko:K11938	kpe:KPK_4274
ko:K01092	kpe:KPK_1254
ko:K12291	kpe:KPK_0353
ko:K11743	kpe:KPK_2892
ko:K02237	kpe:KPK_4278
ko:K05984	kpe:KPK_3215
ko:K05818	kpe:KPK_2200
ko:K02554	kpe:KPK_2204
ko:K07787	kpe:KPK_4907
ko:K09473	kpe:KPK_3540
ko:K03668	kpe:KPK_3024
ko:K00602	kpe:KPK_5286
ko:K01232	kpe:KPK_0015
ko:K00974	kpe:KPK_0660
ko:K07214	kpe:KPK_3975
ko:K03319	kpe:KPK_0253
ko:K05791	kpe:KPK_A0202
ko:K02024	kpe:KPK_0036
ko:K09960	kpe:KPK_4140
ko:K02024	kpe:KPK_5251
ko:K02024	kpe:KPK_A0126
ko:K05778	kpe:KPK_3228
ko:K00065	kpe:KPK_0848
ko:K05804	kpe:KPK_1164
ko:K11606	kpe:KPK_1041
ko:K02028	kpe:KPK_2607
ko:K01147	kpe:KPK_3151
ko:K02029	kpe:KPK_2605
ko:K07090	kpe:KPK_2573
ko:K08349	kpe:KPK_2490
ko:K01250	kpe:KPK_2440
ko:K08194	kpe:KPK_2194
ko:K08997	kpe:KPK_2154
ko:K01087	kpe:KPK_1891
ko:K01630	kpe:KPK_0572
ko:K00055	kpe:KPK_2404
ko:K05358	kpe:KPK_2398
ko:K01488	kpe:KPK_2390
ko:K06075	kpe:KPK_2367
ko:K00019	kpe:KPK_2273
ko:K05819	kpe:KPK_2207
ko:K11892	kpe:KPK_0946
ko:K01058	kpe:KPK_5362
ko:K06895	kpe:KPK_0747
ko:K02815	kpe:KPK_5271
ko:K01684	kpe:KPK_2036
ko:K10560	kpe:KPK_5473
ko:K07345	kpe:KPK_1148
ko:K07345	kpe:KPK_1142
ko:K01664	kpe:KPK_0371
ko:K06156	kpe:KPK_0313
ko:K00799	kpe:KPK_0240
ko:K00835	kpe:KPK_0169
ko:K00219	kpe:KPK_0602
ko:K05520	kpe:KPK_0561
ko:K04691	kpe:KPK_0487
ko:K10124	kpe:KPK_5554
ko:K13890	kpe:KPK_3702
ko:K13892	kpe:KPK_3704
ko:K07733	kpe:KPK_1286
ko:K05685	kpe:KPK_3650
ko:K13889	kpe:KPK_3703
ko:K13637	kpe:KPK_0866
ko:K13819	kpe:KPK_1706
ko:K12940	kpe:KPK_2920
ko:K12943	kpe:KPK_0782
ko:K13021	kpe:KPK_3186
ko:K13256	kpe:KPK_5256
ko:K13038	kpe:KPK_0115
ko:K13255	kpe:KPK_4793
ko:K06879	kpe:KPK_0985
ko:K13283	kpe:KPK_5457
ko:K13378	kpe:KPK_1473
ko:K02485	kpe:KPK_2105
ko:K00615	kpe:KPK_3426
ko:K07274	kpe:KPK_3250
ko:K01607	kpe:KPK_2911
ko:K07017	kpe:KPK_2690
ko:K12972	kpe:KPK_3501
ko:K13926	kpe:KPK_4893
ko:K01699	kpe:KPK_0910
ko:K07246	kpe:KPK_3545
ko:K13795	kpe:KPK_3867
ko:K03288	kpe:KPK_3868
ko:K13788	kpe:KPK_1459
ko:K05939	kpe:KPK_0869
ko:K01002	kpe:KPK_4805
ko:K00146	kpe:KPK_3016
ko:K08177	kpe:KPK_0201
ko:K02315	kpe:KPK_4803
ko:K12368	kpe:KPK_0205
ko:K12339	kpe:KPK_1370
ko:K12371	kpe:KPK_0208
ko:K09945	kpe:KPK_4356
ko:K00951	kpe:KPK_0996
ko:K03446	kpe:KPK_2659
ko:K00854	kpe:KPK_1623
ko:K02855	kpe:KPK_2467
ko:K10124	kpe:KPK_2585
ko:K01697	kpe:KPK_0709
ko:K01061	kpe:KPK_0697
ko:K08325	kpe:KPK_0690
ko:K07232	kpe:KPK_2076
ko:K02358	kpe:KPK_0393
ko:K06518	kpe:KPK_1586
ko:K07459	kpe:KPK_1172
ko:K07505	kpe:KPK_1287
ko:K02592	kpe:KPK_1708
ko:K03201	kpe:KPK_1780
ko:K07733	kpe:KPK_1789
ko:K00102	kpe:KPK_1793
ko:K11616	kpe:KPK_1918
ko:K06135	kpe:KPK_2545
ko:K00459	kpe:KPK_2724
ko:K00557	kpe:KPK_5427
ko:K02028	kpe:KPK_3288
ko:K02029	kpe:KPK_3287
ko:K01271	kpe:KPK_3291
ko:K07491	kpe:KPK_3418
ko:K02010	kpe:KPK_3560
ko:K01175	kpe:KPK_3861
ko:K01185	kpe:KPK_4149
ko:K12658	kpe:KPK_4825
ko:K06946	kpe:KPK_4950
ko:K03321	kpe:KPK_2064
ko:K15548	kpe:KPK_0468
ko:K12573	kpe:KPK_5089
ko:K00389	kpe:KPK_5349
ko:K02799	kpe:KPK_B0039
ko:K02800	kpe:KPK_B0039
ko:K03468	kpe:KPK_0469
ko:K15830	kpe:KPK_1064
ko:K13629	kpe:KPK_0020
ko:K14057	kpe:KPK_2919
ko:K14062	kpe:KPK_3028
ko:K14063	kpe:KPK_3018
ko:K13930	kpe:KPK_2895
ko:K14055	kpe:KPK_2926
ko:K14061	kpe:KPK_3030
ko:K14056	kpe:KPK_3541
ko:K13888	kpe:KPK_3651
ko:K01571	kpe:KPK_4718
ko:K13919	kpe:KPK_0909
ko:K02852	kpe:KPK_5384
ko:K12582	kpe:KPK_5386
ko:K00537	kpe:KPK_0801
ko:K03892	kpe:KPK_0799
ko:K03272	kpe:KPK_0665
ko:K14054	kpe:KPK_3106
ko:K13936	kpe:KPK_2899
ko:K13934	kpe:KPK_2900
ko:K13928	kpe:KPK_2901
ko:K13929	kpe:KPK_2894
ko:K13932	kpe:KPK_2897
ko:K13933	kpe:KPK_2898
ko:K14064	kpe:KPK_1893
ko:K13921	kpe:KPK_0898
ko:K13922	kpe:KPK_0899
ko:K01572	kpe:KPK_4719
ko:K01782	kpe:KPK_1416
ko:K01825	kpe:KPK_5333
ko:K14058	kpe:KPK_3031
ko:K14052	kpe:KPK_3538
ko:K06211	kpe:KPK_4769
ko:K13628	kpe:KPK_1259
ko:K13953	kpe:KPK_2503
ko:K02224	kpe:KPK_0916
ko:K07483	kpe:KPK_A0049
ko:K13794	kpe:KPK_3865
ko:K13796	kpe:KPK_3866
ko:K01534	kpe:KPK_0278
ko:K00657	kpe:KPK_2873
ko:K00455	kpe:KPK_4834
ko:K10018	kpe:KPK_3146
ko:K04753	kpe:KPK_0687
ko:K00077	kpe:KPK_B0015
ko:K07350	kpe:KPK_0811
ko:K03893	kpe:KPK_0800
ko:K09702	kpe:KPK_0797
ko:K02062	kpe:KPK_4678
ko:K09982	kpe:KPK_4473
ko:K07027	kpe:KPK_3755
ko:K03492	kpe:KPK_3719
ko:K10194	kpe:KPK_0856
ko:K10195	kpe:KPK_0855
ko:K01193	kpe:KPK_0852
ko:K02100	kpe:KPK_0850
ko:K07357	kpe:KPK_0820
ko:K07358	kpe:KPK_0818
ko:K07351	kpe:KPK_0816
ko:K07346	kpe:KPK_0815
ko:K07348	kpe:KPK_0813
ko:K03490	kpe:KPK_3208
ko:K12700	kpe:KPK_4731
ko:K11104	kpe:KPK_5161
ko:K12524	kpe:KPK_4755
ko:K07349	kpe:KPK_0812
ko:K12369	kpe:KPK_0206
ko:K06884	kpe:KPK_3342
ko:K01055	kpe:KPK_2912
ko:K00007	kpe:KPK_1622
ko:K07497	kpe:KPK_B0043
ko:K07497	kpe:KPK_4931
ko:K07497	kpe:KPK_B0042
ko:K07497	kpe:KPK_4932
ko:K07497	kpe:KPK_A0015
ko:K07497	kpe:KPK_A0016
ko:K10906	kpe:KPK_3133
ko:K13069	kpe:KPK_3313
ko:K13288	kpe:KPK_5109
ko:K04072	kpe:KPK_2109
ko:K13895	kpe:KPK_1549
ko:K00281	kpe:KPK_0761
ko:K09961	kpe:KPK_4142
ko:K10019	kpe:KPK_3144
ko:K10020	kpe:KPK_3145
ko:K01470	kpe:KPK_2295
ko:K09806	kpe:KPK_0667
ko:K00040	kpe:KPK_1557
ko:K00433	kpe:KPK_1737
ko:K02477	kpe:KPK_1606
ko:K09880	kpe:KPK_3930
ko:K07126	kpe:KPK_5188
ko:K08351	kpe:KPK_0198
ko:K08970	kpe:KPK_4257
ko:K02778	kpe:KPK_4248
ko:K02068	kpe:KPK_4212
ko:K02069	kpe:KPK_4211
ko:K02004	kpe:KPK_4206
ko:K01193	kpe:KPK_4074
ko:K02057	kpe:KPK_3953
ko:K00058	kpe:KPK_3939
ko:K06075	kpe:KPK_2978
ko:K01856	kpe:KPK_2481
ko:K03079	kpe:KPK_5077
ko:K01198	kpe:KPK_4924
ko:K03892	kpe:KPK_A0052
ko:K00854	kpe:KPK_0177
ko:K02315	kpe:KPK_4170
ko:K00146	kpe:KPK_4047
ko:K02056	kpe:KPK_3954
ko:K02058	kpe:KPK_3952
ko:K01485	kpe:KPK_3944
ko:K05845	kpe:KPK_2009
ko:K07459	kpe:KPK_3652
ko:K02614	kpe:KPK_2992
ko:K01487	kpe:KPK_2568
ko:K00839	kpe:KPK_2608
ko:K00355	kpe:KPK_4873
ko:K02508	kpe:KPK_4839
ko:K06884	kpe:KPK_2516
ko:K06518	kpe:KPK_5201
ko:K07168	kpe:KPK_1726
ko:K01051	kpe:KPK_3782
ko:K02030	kpe:KPK_2454
ko:K08172	kpe:KPK_1730
ko:K06183	kpe:KPK_1545
ko:K02477	kpe:KPK_1402
ko:K04028	kpe:KPK_1347
ko:K04020	kpe:KPK_1345
ko:K04030	kpe:KPK_1343
ko:K12957	kpe:KPK_4982
ko:K12973	kpe:KPK_3918
ko:K04750	kpe:KPK_5166
ko:K02813	kpe:KPK_5269
ko:K02812	kpe:KPK_5268
ko:K05921	kpe:KPK_4831
ko:K01826	kpe:KPK_4835
ko:K00344	kpe:KPK_5237
ko:K05921	kpe:KPK_4832
ko:K00276	kpe:KPK_3002
ko:K05834	kpe:KPK_5358
ko:K01048	kpe:KPK_5357
ko:K01061	kpe:KPK_5347
ko:K01271	kpe:KPK_5332
ko:K02814	kpe:KPK_5270
ko:K03292	kpe:KPK_0077
ko:K00124	kpe:KPK_5493
ko:K00001	kpe:KPK_5475
ko:K10561	kpe:KPK_5474
ko:K10562	kpe:KPK_5472
ko:K10559	kpe:KPK_5471
ko:K06006	kpe:KPK_5458
ko:K01524	kpe:KPK_5399
ko:K12660	kpe:KPK_1500
ko:K12661	kpe:KPK_1498
ko:K09982	kpe:KPK_4968
ko:K02778	kpe:KPK_3457
ko:K02779	kpe:KPK_3457
ko:K02615	kpe:KPK_2991
ko:K01610	kpe:KPK_2024
ko:K01297	kpe:KPK_1988
ko:K01176	kpe:KPK_1862
ko:K00768	kpe:KPK_1724
ko:K05847	kpe:KPK_1602
ko:K05812	kpe:KPK_1215
ko:K12941	kpe:KPK_2921
ko:K12942	kpe:KPK_2922
ko:K12945	kpe:KPK_1336
ko:K03297	kpe:KPK_4888
ko:K03297	kpe:KPK_4889
ko:K13979	kpe:KPK_0070
ko:K00121	kpe:KPK_2397
ko:K13652	kpe:KPK_0684
ko:K13631	kpe:KPK_5208
ko:K03782	kpe:KPK_2536
ko:K13638	kpe:KPK_0424
ko:K01792	kpe:KPK_3248
ko:K03288	kpe:KPK_2027
ko:K13641	kpe:KPK_5276
ko:K10778	kpe:KPK_1518
ko:K13643	kpe:KPK_1256
ko:K13634	kpe:KPK_3165
ko:K01070	kpe:KPK_1574
ko:K13694	kpe:KPK_1553
ko:K13821	kpe:KPK_3517
ko:K14218	kpe:KPK_1392
ko:K14218	kpe:KPK_1393
ko:K07248	kpe:KPK_2959
ko:K13938	kpe:KPK_2936
ko:K00086	kpe:KPK_0624
ko:K01607	kpe:KPK_3264
ko:K13923	kpe:KPK_0903
ko:K13918	kpe:KPK_0991
ko:K13727	kpe:KPK_0265
ko:K13745	kpe:KPK_2552
ko:K13931	kpe:KPK_2896
ko:K13695	kpe:KPK_2153
ko:K13894	kpe:KPK_1550
ko:K13896	kpe:KPK_1548
ko:K13497	kpe:KPK_3180
ko:K13639	kpe:KPK_5206
ko:K13891	kpe:KPK_3701
ko:K13893	kpe:KPK_1551
ko:K14228	kpe:KPK_0537
ko:K04099	kpe:KPK_0043
ko:K14219	kpe:KPK_4194
ko:K00020	kpe:KPK_2679
ko:K00344	kpe:KPK_2265
ko:K14220	kpe:KPK_1742
ko:K14220	kpe:KPK_1744
ko:K14220	kpe:KPK_1843
ko:K14220	kpe:KPK_1812
ko:K14238	kpe:KPK_0076
ko:K14237	kpe:KPK_1387
ko:K14237	kpe:KPK_3822
ko:K14237	kpe:KPK_3820
ko:K14237	kpe:KPK_1388
ko:K14237	kpe:KPK_1386
ko:K01977	kpe:KPK_1207
ko:K01977	kpe:KPK_5328
ko:K01977	kpe:KPK_4519
ko:K01977	kpe:KPK_4900
ko:K01977	kpe:KPK_5520
ko:K01977	kpe:KPK_5424
ko:K01977	kpe:KPK_0438
ko:K01977	kpe:KPK_5285
ko:K14219	kpe:KPK_4151
ko:K14232	kpe:KPK_0204
ko:K14221	kpe:KPK_4503
ko:K14221	kpe:KPK_4514
ko:K14221	kpe:KPK_5419
ko:K14229	kpe:KPK_1385
ko:K14229	kpe:KPK_3821
ko:K14229	kpe:KPK_3817
ko:K14229	kpe:KPK_3823
ko:K14229	kpe:KPK_3819
ko:K14229	kpe:KPK_3818
ko:K14228	kpe:KPK_4979
ko:K14233	kpe:KPK_1100
ko:K14228	kpe:KPK_3880
ko:K13498	kpe:KPK_3181
ko:K08281	kpe:KPK_3242
ko:K13635	kpe:KPK_1814
ko:K01607	kpe:KPK_5444
ko:K13630	kpe:KPK_2760
ko:K13632	kpe:KPK_2759
ko:K13633	kpe:KPK_2771
ko:K13636	kpe:KPK_0021
ko:K13574	kpe:KPK_2241
ko:K13771	kpe:KPK_5090
ko:K07486	kpe:KPK_3756
ko:K00941	kpe:KPK_1619
ko:K14187	kpe:KPK_1199
ko:K07250	kpe:KPK_4477
ko:K14233	kpe:KPK_1845
ko:K02010	kpe:KPK_2245
ko:K14347	kpe:KPK_1382
ko:K14233	kpe:KPK_3566
ko:K14236	kpe:KPK_2100
ko:K14236	kpe:KPK_2101
ko:K14236	kpe:KPK_5319
ko:K14392	kpe:KPK_0450
ko:K14260	kpe:KPK_1467
ko:K14228	kpe:KPK_4787
ko:K14228	kpe:KPK_4789
ko:K14228	kpe:KPK_5380
ko:K14228	kpe:KPK_4788
ko:K14232	kpe:KPK_1535
ko:K14220	kpe:KPK_4152
ko:K00244	kpe:KPK_2907
ko:K14234	kpe:KPK_0441
ko:K14234	kpe:KPK_5317
ko:K14224	kpe:KPK_1208
ko:K14224	kpe:KPK_4899
ko:K14224	kpe:KPK_5284
ko:K14224	kpe:KPK_5519
ko:K14223	kpe:KPK_3884
ko:K14223	kpe:KPK_3885
ko:K14228	kpe:KPK_1874
ko:K14233	kpe:KPK_3502
ko:K14233	kpe:KPK_3508
ko:K14218	kpe:KPK_4517
ko:K14218	kpe:KPK_5422
ko:K14218	kpe:KPK_5326
ko:K14348	kpe:KPK_0147
ko:K14230	kpe:KPK_3879
ko:K14230	kpe:KPK_3883
ko:K00799	kpe:KPK_4471
ko:K14219	kpe:KPK_5382
ko:K14225	kpe:KPK_5318
ko:K14393	kpe:KPK_5193
ko:K02029	kpe:KPK_3101
ko:K14155	kpe:KPK_2948
ko:K01934	kpe:KPK_0753
ko:K14223	kpe:KPK_3881
ko:K14223	kpe:KPK_3882
ko:K14230	kpe:KPK_0642
ko:K14287	kpe:KPK_3929
ko:K15034	kpe:KPK_4529
ko:K14225	kpe:KPK_5105
ko:K14225	kpe:KPK_5106
ko:K02617	kpe:KPK_2988
ko:K02029	kpe:KPK_1821
ko:K01985	kpe:KPK_5282
ko:K01985	kpe:KPK_5517
ko:K01985	kpe:KPK_5420
ko:K01985	kpe:KPK_5324
ko:K01985	kpe:KPK_4515
ko:K01985	kpe:KPK_1210
ko:K01985	kpe:KPK_4897
ko:K01985	kpe:KPK_0440
ko:K01985	kpe:KPK_0442
ko:K14744	kpe:KPK_2845
ko:K14235	kpe:KPK_5418
ko:K01980	kpe:KPK_4898
ko:K01980	kpe:KPK_5325
ko:K01980	kpe:KPK_4516
ko:K01980	kpe:KPK_5518
ko:K01980	kpe:KPK_0439
ko:K01980	kpe:KPK_5421
ko:K01980	kpe:KPK_1209
ko:K01980	kpe:KPK_5283
ko:K14234	kpe:KPK_5320
ko:K14234	kpe:KPK_4411
ko:K14665	kpe:KPK_4860
ko:K14231	kpe:KPK_0710
ko:K14231	kpe:KPK_5148
ko:K14441	kpe:KPK_3699
ko:K14225	kpe:KPK_0783
ko:K01524	kpe:KPK_1303
ko:K00694	kpe:KPK_3080
ko:K00058	kpe:KPK_1079
ko:K05520	kpe:KPK_3071
ko:K08195	kpe:KPK_4302
ko:K01273	kpe:KPK_2546
ko:K07186	kpe:KPK_4772
ko:K05343	kpe:KPK_2521
ko:K02029	kpe:KPK_4393
ko:K02029	kpe:KPK_4394
ko:K08169	kpe:KPK_0789
ko:K00058	kpe:KPK_0255
ko:K00058	kpe:KPK_4469
ko:K01485	kpe:KPK_2297
ko:K02030	kpe:KPK_3286
ko:K11922	kpe:KPK_B0037
ko:K07349	kpe:KPK_2632
ko:K03769	kpe:KPK_1701
ko:K00135	kpe:KPK_3548
