ko:K19296	ppi:YSA_03112
ko:K02055	ppi:YSA_05833
ko:K20542	ppi:YSA_00304
ko:K12981	ppi:YSA_10297
ko:K07346	ppi:YSA_01111
ko:K13053	ppi:YSA_01492
ko:K16514	ppi:YSA_00540
ko:K03168	ppi:YSA_p00035
ko:K03805	ppi:YSA_p00054
ko:K03530	ppi:YSA_p00079
ko:K02669	ppi:YSA_p00216
ko:K16515	ppi:YSA_00538
ko:K16516	ppi:YSA_00537
ko:K10831	ppi:YSA_05451
ko:K01977	ppi:YSA_11512
ko:K01977	ppi:YSA_11387
ko:K02054	ppi:YSA_09278
ko:K00355	ppi:YSA_09441
ko:K11747	ppi:YSA_04618
ko:K01069	ppi:YSA_08562
ko:K12262	ppi:YSA_04273
ko:K02054	ppi:YSA_02331
ko:K18297	ppi:YSA_09870
ko:K16322	ppi:YSA_02916
ko:K03566	ppi:YSA_02870
ko:K11734	ppi:YSA_06951
ko:K16291	ppi:YSA_01188
ko:K04099	ppi:YSA_00530
ko:K05799	ppi:YSA_03435
ko:K11735	ppi:YSA_05572
ko:K11735	ppi:YSA_00480
ko:K01739	ppi:YSA_06392
ko:K16235	ppi:YSA_06395
ko:K16299	ppi:YSA_02170
ko:K16300	ppi:YSA_02167
ko:K12262	ppi:YSA_01764
ko:K12340	ppi:YSA_02166
ko:K00104	ppi:YSA_09392
ko:K01856	ppi:YSA_09461
ko:K01856	ppi:YSA_10925
ko:K02825	ppi:YSA_10839
ko:K02014	ppi:YSA_11083
ko:K02014	ppi:YSA_11097
ko:K02014	ppi:YSA_11100
ko:K03406	ppi:YSA_11220
ko:K00851	ppi:YSA_11224
ko:K03299	ppi:YSA_11226
ko:K04750	ppi:YSA_11272
ko:K00666	ppi:YSA_11290
ko:K06147	ppi:YSA_11307
ko:K02454	ppi:YSA_11328
ko:K00626	ppi:YSA_10981
ko:K03756	ppi:YSA_11028
ko:K05794	ppi:YSA_11036
ko:K02358	ppi:YSA_05930
ko:K16066	ppi:YSA_05994
ko:K04782	ppi:YSA_01440
ko:K16264	ppi:YSA_04743
ko:K01487	ppi:YSA_08278
ko:K03321	ppi:YSA_00631
ko:K11959	ppi:YSA_03801
ko:K10025	ppi:YSA_07936
ko:K02525	ppi:YSA_11145
ko:K11960	ppi:YSA_03802
ko:K11961	ppi:YSA_03804
ko:K14232	ppi:YSA_00894
ko:K14232	ppi:YSA_01535
ko:K14232	ppi:YSA_06306
ko:K14232	ppi:YSA_06304
ko:K14237	ppi:YSA_00944
ko:K14237	ppi:YSA_00945
ko:K01985	ppi:YSA_11377
ko:K01985	ppi:YSA_11502
ko:K01985	ppi:YSA_11527
ko:K14219	ppi:YSA_07960
ko:K14219	ppi:YSA_07961
ko:K01985	ppi:YSA_11532
ko:K01985	ppi:YSA_11582
ko:K01985	ppi:YSA_11597
ko:K01980	ppi:YSA_11382
ko:K01980	ppi:YSA_11507
ko:K00090	ppi:YSA_03145
ko:K03457	ppi:YSA_09504
ko:K12212	ppi:YSA_p00160
ko:K12205	ppi:YSA_p00195
ko:K00253	ppi:YSA_08668
ko:K12218	ppi:YSA_p00047
ko:K12209	ppi:YSA_p00168
ko:K01426	ppi:YSA_00295
ko:K02768	ppi:YSA_06652
ko:K08483	ppi:YSA_06652
ko:K11183	ppi:YSA_06652
ko:K01708	ppi:YSA_09612
ko:K02484	ppi:YSA_11282
ko:K05812	ppi:YSA_02503
ko:K14218	ppi:YSA_11417
ko:K01985	ppi:YSA_11547
ko:K14237	ppi:YSA_11482
ko:K14237	ppi:YSA_11492
ko:K12368	ppi:YSA_06856
ko:K14218	ppi:YSA_01287
ko:K14218	ppi:YSA_11427
ko:K14218	ppi:YSA_11437
ko:K14218	ppi:YSA_03286
ko:K14218	ppi:YSA_05882
ko:K14218	ppi:YSA_07375
ko:K14223	ppi:YSA_01123
ko:K14223	ppi:YSA_06511
ko:K14226	ppi:YSA_01230
ko:K14226	ppi:YSA_01232
ko:K14228	ppi:YSA_01231
ko:K14228	ppi:YSA_03289
ko:K14228	ppi:YSA_03876
ko:K14228	ppi:YSA_03877
ko:K14228	ppi:YSA_06752
ko:K14219	ppi:YSA_01233
ko:K14219	ppi:YSA_05405
ko:K14219	ppi:YSA_07959
ko:K01980	ppi:YSA_11542
ko:K01980	ppi:YSA_11592
ko:K14227	ppi:YSA_01288
ko:K14227	ppi:YSA_05881
ko:K14227	ppi:YSA_07374
ko:K14221	ppi:YSA_11392
ko:K14221	ppi:YSA_11397
ko:K14221	ppi:YSA_11402
ko:K14221	ppi:YSA_11477
ko:K14221	ppi:YSA_11487
ko:K14237	ppi:YSA_11407
ko:K14224	ppi:YSA_11412
ko:K14224	ppi:YSA_11422
ko:K14224	ppi:YSA_11432
ko:K14224	ppi:YSA_11457
ko:K14224	ppi:YSA_11467
ko:K14220	ppi:YSA_11442
ko:K14225	ppi:YSA_11447
ko:K14225	ppi:YSA_11452
ko:K14225	ppi:YSA_11462
ko:K14225	ppi:YSA_11497
ko:K14233	ppi:YSA_11472
ko:K14230	ppi:YSA_03288
ko:K14230	ppi:YSA_05779
ko:K14230	ppi:YSA_06468
ko:K14230	ppi:YSA_07481
ko:K14230	ppi:YSA_07479
ko:K14230	ppi:YSA_07477
ko:K01977	ppi:YSA_11517
ko:K01977	ppi:YSA_11537
ko:K01977	ppi:YSA_11572
ko:K01977	ppi:YSA_11587
ko:K14234	ppi:YSA_05550
ko:K14234	ppi:YSA_11562
ko:K14234	ppi:YSA_06327
ko:K14231	ppi:YSA_05577
ko:K14236	ppi:YSA_11552
ko:K14235	ppi:YSA_11567
ko:K14220	ppi:YSA_06303
ko:K14229	ppi:YSA_06305
ko:K14229	ppi:YSA_06301
ko:K14229	ppi:YSA_07534
ko:K14233	ppi:YSA_07958
ko:K14233	ppi:YSA_08796
ko:K14219	ppi:YSA_07962
ko:K14219	ppi:YSA_07975
ko:K14225	ppi:YSA_08652
ko:K14222	ppi:YSA_09012
ko:K14228	ppi:YSA_09235
ko:K12211	ppi:YSA_p00164
ko:K12207	ppi:YSA_p00163
ko:K11962	ppi:YSA_03805
ko:K04047	ppi:YSA_07503
ko:K11963	ppi:YSA_03807
ko:K01032	ppi:YSA_10971
ko:K18981	ppi:YSA_07420
ko:K00537	ppi:YSA_02486
ko:K07090	ppi:YSA_04416
ko:K01959	ppi:YSA_04929
ko:K14475	ppi:YSA_02762
ko:K12254	ppi:YSA_04677
ko:K11384	ppi:YSA_05227
ko:K01729	ppi:YSA_03107
ko:K06970	ppi:YSA_07036
ko:K09472	ppi:YSA_00386
ko:K02030	ppi:YSA_11031
ko:K02030	ppi:YSA_00212
ko:K02030	ppi:YSA_06388
ko:K02030	ppi:YSA_00609
ko:K02030	ppi:YSA_04007
ko:K02030	ppi:YSA_05567
ko:K06016	ppi:YSA_06279
ko:K06016	ppi:YSA_08715
ko:K00114	ppi:YSA_09642
ko:K14742	ppi:YSA_02634
ko:K06148	ppi:YSA_02255
ko:K14268	ppi:YSA_05412
ko:K09810	ppi:YSA_01469
ko:K03559	ppi:YSA_01936
ko:K01485	ppi:YSA_10696
ko:K08316	ppi:YSA_04363
ko:K06075	ppi:YSA_07877
ko:K03559	ppi:YSA_04850
ko:K06075	ppi:YSA_05348
ko:K00265	ppi:YSA_04284
ko:K11383	ppi:YSA_05225
ko:K07794	ppi:YSA_02813
ko:K00114	ppi:YSA_09633
ko:K11441	ppi:YSA_11142
ko:K01426	ppi:YSA_10536
ko:K01426	ppi:YSA_10158
ko:K00032	ppi:YSA_11138
ko:K00042	ppi:YSA_08238
ko:K00108	ppi:YSA_05080
ko:K00108	ppi:YSA_04239
ko:K00128	ppi:YSA_04641
ko:K01426	ppi:YSA_10088
ko:K16872	ppi:YSA_07809
ko:K01467	ppi:YSA_09980
ko:K03719	ppi:YSA_03664
ko:K03719	ppi:YSA_08213
ko:K03719	ppi:YSA_04667
ko:K03767	ppi:YSA_07820
ko:K03574	ppi:YSA_02965
ko:K16011	ppi:YSA_03114
ko:K04065	ppi:YSA_03374
ko:K12255	ppi:YSA_07860
ko:K16081	ppi:YSA_03101
ko:K12976	ppi:YSA_09094
ko:K07215	ppi:YSA_07091
ko:K12253	ppi:YSA_09434
ko:K01800	ppi:YSA_03176
ko:K13490	ppi:YSA_02664
ko:K02030	ppi:YSA_04058
ko:K08365	ppi:YSA_03469
ko:K17226	ppi:YSA_09639
ko:K03417	ppi:YSA_01160
ko:K02030	ppi:YSA_09422
ko:K02030	ppi:YSA_06061
ko:K17315	ppi:YSA_07110
ko:K01802	ppi:YSA_08199
ko:K16841	ppi:YSA_08207
ko:K17316	ppi:YSA_07112
ko:K02030	ppi:YSA_08301
ko:K17325	ppi:YSA_01244
ko:K17323	ppi:YSA_01242
ko:K17321	ppi:YSA_01238
ko:K02030	ppi:YSA_04145
ko:K17317	ppi:YSA_07114
ko:K06218	ppi:YSA_07426
ko:K02028	ppi:YSA_00218
ko:K17218	ppi:YSA_05074
ko:K19609	ppi:YSA_06076
ko:K04091	ppi:YSA_05462
ko:K19611	ppi:YSA_01282
ko:K02028	ppi:YSA_05568
ko:K02052	ppi:YSA_05831
ko:K02028	ppi:YSA_00616
ko:K03457	ppi:YSA_08208
ko:K03457	ppi:YSA_09530
ko:K17060	ppi:YSA_07214
ko:K17061	ppi:YSA_07212
ko:K17324	ppi:YSA_01246
ko:K17247	ppi:YSA_03302
ko:K17103	ppi:YSA_03305
ko:K00951	ppi:YSA_02467
ko:K05603	ppi:YSA_04170
ko:K10440	ppi:YSA_09821
ko:K10441	ppi:YSA_09818
ko:K10439	ppi:YSA_09813
ko:K17218	ppi:YSA_00677
ko:K01897	ppi:YSA_07794
ko:K01897	ppi:YSA_07799
ko:K02484	ppi:YSA_10144
ko:K17713	ppi:YSA_06794
ko:K15555	ppi:YSA_05466
ko:K17228	ppi:YSA_09828
ko:K10112	ppi:YSA_07115
ko:K10439	ppi:YSA_00930
ko:K02029	ppi:YSA_04142
ko:K01990	ppi:YSA_01947
ko:K01990	ppi:YSA_09625
ko:K07576	ppi:YSA_02226
ko:K01992	ppi:YSA_08355
ko:K01990	ppi:YSA_08354
ko:K01992	ppi:YSA_01946
ko:K01992	ppi:YSA_09624
ko:K07576	ppi:YSA_10811
ko:K17686	ppi:YSA_06195
ko:K00130	ppi:YSA_04237
ko:K01533	ppi:YSA_08319
ko:K18139	ppi:YSA_02890
ko:K17723	ppi:YSA_08710
ko:K03892	ppi:YSA_09737
ko:K07577	ppi:YSA_07289
ko:K06518	ppi:YSA_03188
ko:K03566	ppi:YSA_10609
ko:K17758	ppi:YSA_03907
ko:K11928	ppi:YSA_03986
ko:K19746	ppi:YSA_01272
ko:K07263	ppi:YSA_04358
ko:K07263	ppi:YSA_04361
ko:K01658	ppi:YSA_05850
ko:K18291	ppi:YSA_10993
ko:K00537	ppi:YSA_02592
ko:K05540	ppi:YSA_03751
ko:K03566	ppi:YSA_06396
ko:K00632	ppi:YSA_01501
ko:K00344	ppi:YSA_05111
ko:K00018	ppi:YSA_06589
ko:K00661	ppi:YSA_04452
ko:K00138	ppi:YSA_09645
ko:K17735	ppi:YSA_05609
ko:K03892	ppi:YSA_00645
ko:K00135	ppi:YSA_05409
ko:K00248	ppi:YSA_03995
ko:K01497	ppi:YSA_06062
ko:K02614	ppi:YSA_10792
ko:K17737	ppi:YSA_10560
ko:K17736	ppi:YSA_05615
ko:K00249	ppi:YSA_00972
ko:K01758	ppi:YSA_07716
ko:K01659	ppi:YSA_01158
ko:K02614	ppi:YSA_05472
ko:K01007	ppi:YSA_01620
ko:K00146	ppi:YSA_11302
ko:K07003	ppi:YSA_10290
ko:K07003	ppi:YSA_09864
ko:K07003	ppi:YSA_01748
ko:K18028	ppi:YSA_08963
ko:K13995	ppi:YSA_08973
ko:K18030	ppi:YSA_08959
ko:K07483	ppi:YSA_08892
ko:K07483	ppi:YSA_09209
ko:K01133	ppi:YSA_05119
ko:K17989	ppi:YSA_10083
ko:K00249	ppi:YSA_10991
ko:K07506	ppi:YSA_01783
ko:K07506	ppi:YSA_03149
ko:K00130	ppi:YSA_06488
ko:K18138	ppi:YSA_06905
ko:K00004	ppi:YSA_06132
ko:K00091	ppi:YSA_10207
ko:K18093	ppi:YSA_07491
ko:K01046	ppi:YSA_03822
ko:K09017	ppi:YSA_06214
ko:K18029	ppi:YSA_08961
ko:K03585	ppi:YSA_06907
ko:K21430	ppi:YSA_01384
ko:K03719	ppi:YSA_03487
ko:K00557	ppi:YSA_03243
ko:K03566	ppi:YSA_01423
ko:K07222	ppi:YSA_00161
ko:K07782	ppi:YSA_03233
ko:K01473	ppi:YSA_00023
ko:K00523	ppi:YSA_04554
ko:K01267	ppi:YSA_02321
ko:K07486	ppi:YSA_10092
ko:K18118	ppi:YSA_05271
ko:K07165	ppi:YSA_00122
ko:K07165	ppi:YSA_00175
ko:K03535	ppi:YSA_03613
ko:K01414	ppi:YSA_05157
ko:K07165	ppi:YSA_05716
ko:K16088	ppi:YSA_05524
ko:K07165	ppi:YSA_06716
ko:K07165	ppi:YSA_06815
ko:K07165	ppi:YSA_01395
ko:K07165	ppi:YSA_01635
ko:K07165	ppi:YSA_03152
ko:K06995	ppi:YSA_09779
ko:K14055	ppi:YSA_09785
ko:K09458	ppi:YSA_09852
ko:K14055	ppi:YSA_10810
ko:K14055	ppi:YSA_10835
ko:K18298	ppi:YSA_11239
ko:K18299	ppi:YSA_11242
ko:K18300	ppi:YSA_11245
ko:K18302	ppi:YSA_02622
ko:K18306	ppi:YSA_01660
ko:K18307	ppi:YSA_01658
ko:K02487	ppi:YSA_00764
ko:K03446	ppi:YSA_00108
ko:K06016	ppi:YSA_00487
ko:K22349	ppi:YSA_11343
ko:K15633	ppi:YSA_08821
ko:K02035	ppi:YSA_08941
ko:K07402	ppi:YSA_08954
ko:K02562	ppi:YSA_09175
ko:K03563	ppi:YSA_09243
ko:K01640	ppi:YSA_09661
ko:K03576	ppi:YSA_09698
ko:K01999	ppi:YSA_09797
ko:K00299	ppi:YSA_09826
ko:K02000	ppi:YSA_09846
ko:K11073	ppi:YSA_10616
ko:K03464	ppi:YSA_10927
ko:K03381	ppi:YSA_10930
ko:K02654	ppi:YSA_p00144
ko:K01055	ppi:YSA_10980
ko:K11102	ppi:YSA_11087
ko:K07277	ppi:YSA_11131
ko:K07277	ppi:YSA_11132
ko:K01760	ppi:YSA_03485
ko:K11735	ppi:YSA_03608
ko:K07263	ppi:YSA_04365
ko:K03978	ppi:YSA_05212
ko:K02671	ppi:YSA_06265
ko:K11903	ppi:YSA_06528
ko:K07690	ppi:YSA_11216
ko:K03733	ppi:YSA_p00064
ko:K03554	ppi:YSA_p00084
ko:K01652	ppi:YSA_07391
ko:K03313	ppi:YSA_00628
ko:K03313	ppi:YSA_00629
ko:K07090	ppi:YSA_00678
ko:K07233	ppi:YSA_01375
ko:K11073	ppi:YSA_01388
ko:K12256	ppi:YSA_01416
ko:K02959	ppi:YSA_02723
ko:K07552	ppi:YSA_11077
ko:K18138	ppi:YSA_11288
ko:K07263	ppi:YSA_04366
ko:K11747	ppi:YSA_06497
ko:K11073	ppi:YSA_09444
ko:K18292	ppi:YSA_10989
ko:K18301	ppi:YSA_02623
ko:K18303	ppi:YSA_02620
ko:K00138	ppi:YSA_06120
ko:K18297	ppi:YSA_01645
ko:K18297	ppi:YSA_09475
ko:K12538	ppi:YSA_00448
ko:K18831	ppi:YSA_05532
ko:K01139	ppi:YSA_04843
ko:K16234	ppi:YSA_04159
ko:K11904	ppi:YSA_10485
ko:K11904	ppi:YSA_00348
ko:K11904	ppi:YSA_11160
ko:K18480	ppi:YSA_05240
ko:K00681	ppi:YSA_00073
ko:K00681	ppi:YSA_03253
ko:K03668	ppi:YSA_02482
ko:K05521	ppi:YSA_07149
ko:K02650	ppi:YSA_06324
ko:K18691	ppi:YSA_07158
ko:K18650	ppi:YSA_08947
ko:K18640	ppi:YSA_p00202
ko:K10747	ppi:YSA_07288
ko:K18827	ppi:YSA_02210
ko:K21645	ppi:YSA_04909
ko:K09690	ppi:YSA_02213
ko:K12994	ppi:YSA_02162
ko:K18800	ppi:YSA_04522
ko:K18893	ppi:YSA_07818
ko:K12995	ppi:YSA_02161
ko:K20862	ppi:YSA_04592
ko:K18893	ppi:YSA_00320
ko:K18918	ppi:YSA_07425
ko:K01971	ppi:YSA_10746
ko:K09892	ppi:YSA_04533
ko:K18954	ppi:YSA_00078
ko:K18954	ppi:YSA_10540
ko:K18850	ppi:YSA_08736
ko:K09691	ppi:YSA_02212
ko:K18930	ppi:YSA_03442
ko:K03169	ppi:YSA_p00129
ko:K12206	ppi:YSA_p00154
ko:K12213	ppi:YSA_p00169
ko:K12214	ppi:YSA_p00171
ko:K03497	ppi:YSA_p00177
ko:K12204	ppi:YSA_p00196
ko:K12203	ppi:YSA_p00198
ko:K12222	ppi:YSA_p00199
ko:K12217	ppi:YSA_p00052
ko:K18842	ppi:YSA_p00094
ko:K18841	ppi:YSA_p00095
ko:K03503	ppi:YSA_p00097
ko:K03502	ppi:YSA_p00098
ko:K03646	ppi:YSA_07523
ko:K03496	ppi:YSA_08160
ko:K03169	ppi:YSA_08732
ko:K03502	ppi:YSA_08876
ko:K11811	ppi:YSA_09732
ko:K08363	ppi:YSA_03471
ko:K08364	ppi:YSA_03473
ko:K03496	ppi:YSA_04251
ko:K03497	ppi:YSA_05041
ko:K03496	ppi:YSA_05043
ko:K03111	ppi:YSA_00747
ko:K03169	ppi:YSA_00753
ko:K11811	ppi:YSA_00652
ko:K05792	ppi:YSA_00833
ko:K05793	ppi:YSA_00862
ko:K05792	ppi:YSA_00864
ko:K05791	ppi:YSA_00865
ko:K03496	ppi:YSA_01017
ko:K07665	ppi:YSA_01465
ko:K07215	ppi:YSA_00401
ko:K03761	ppi:YSA_02849
ko:K07483	ppi:YSA_04050
ko:K07483	ppi:YSA_04436
ko:K07483	ppi:YSA_04985
ko:K07483	ppi:YSA_05547
ko:K07483	ppi:YSA_09621
ko:K07497	ppi:YSA_03499
ko:K03976	ppi:YSA_07231
ko:K19055	ppi:YSA_05397
ko:K00335	ppi:YSA_08602
ko:K07481	ppi:YSA_03489
ko:K03526	ppi:YSA_06789
ko:K18981	ppi:YSA_08930
ko:K07481	ppi:YSA_00618
ko:K07481	ppi:YSA_00624
ko:K07481	ppi:YSA_00726
ko:K07481	ppi:YSA_00728
ko:K07481	ppi:YSA_00659
ko:K03892	ppi:YSA_10920
ko:K21405	ppi:YSA_01248
ko:K18979	ppi:YSA_03909
ko:K18997	ppi:YSA_03812
ko:K02663	ppi:YSA_04299
ko:K00148	ppi:YSA_05668
ko:K03458	ppi:YSA_08254
ko:K12979	ppi:YSA_07762
ko:K19057	ppi:YSA_03476
ko:K19059	ppi:YSA_03477
ko:K09017	ppi:YSA_08707
ko:K12976	ppi:YSA_06542
ko:K12976	ppi:YSA_10630
ko:K03293	ppi:YSA_07199
ko:K19147	ppi:YSA_03578
ko:K01621	ppi:YSA_10825
ko:K01154	ppi:YSA_03552
ko:K06992	ppi:YSA_09929
ko:K19058	ppi:YSA_03474
ko:K01505	ppi:YSA_01765
ko:K07749	ppi:YSA_02697
ko:K19166	ppi:YSA_05530
ko:K01710	ppi:YSA_02198
ko:K01710	ppi:YSA_08064
ko:K05799	ppi:YSA_01256
ko:K09017	ppi:YSA_08245
ko:K07452	ppi:YSA_03582
ko:K00019	ppi:YSA_09857
ko:K01239	ppi:YSA_00919
ko:K03446	ppi:YSA_03128
ko:K12979	ppi:YSA_00998
ko:K19168	ppi:YSA_02800
ko:K19221	ppi:YSA_02434
ko:K00336	ppi:YSA_08600
ko:K06867	ppi:YSA_02084
ko:K19290	ppi:YSA_03094
ko:K01992	ppi:YSA_04547
ko:K03722	ppi:YSA_07312
ko:K04771	ppi:YSA_02789
ko:K19293	ppi:YSA_03106
ko:K19294	ppi:YSA_03109
ko:K19295	ppi:YSA_03110
ko:K02031	ppi:YSA_08944
ko:K00059	ppi:YSA_02046
ko:K07497	ppi:YSA_10948
ko:K03574	ppi:YSA_10762
ko:K19338	ppi:YSA_01707
ko:K01795	ppi:YSA_03103
ko:K19337	ppi:YSA_04936
ko:K19337	ppi:YSA_07121
ko:K19416	ppi:YSA_08795
ko:K01785	ppi:YSA_07410
ko:K19353	ppi:YSA_00409
ko:K19291	ppi:YSA_03096
ko:K19292	ppi:YSA_03099
ko:K19302	ppi:YSA_03735
ko:K21699	ppi:YSA_06216
ko:K06884	ppi:YSA_08896
ko:K06884	ppi:YSA_10767
ko:K19610	ppi:YSA_02474
ko:K19609	ppi:YSA_02472
ko:K11209	ppi:YSA_08637
ko:K19610	ppi:YSA_06078
ko:K19577	ppi:YSA_00501
ko:K19577	ppi:YSA_01098
ko:K19577	ppi:YSA_11124
ko:K10024	ppi:YSA_07933
ko:K03446	ppi:YSA_01655
ko:K00799	ppi:YSA_02967
ko:K19591	ppi:YSA_06193
ko:K19713	ppi:YSA_09265
ko:K00992	ppi:YSA_05823
ko:K07666	ppi:YSA_09730
ko:K07645	ppi:YSA_09731
ko:K01003	ppi:YSA_02878
ko:K06132	ppi:YSA_04674
ko:K00799	ppi:YSA_01950
ko:K19784	ppi:YSA_08572
ko:K06131	ppi:YSA_10752
ko:K07147	ppi:YSA_03304
ko:K07119	ppi:YSA_02123
ko:K15777	ppi:YSA_02018
ko:K15777	ppi:YSA_10892
ko:K04487	ppi:YSA_08121
ko:K17722	ppi:YSA_08711
ko:K13028	ppi:YSA_10164
ko:K19803	ppi:YSA_05483
ko:K00380	ppi:YSA_02377
ko:K09796	ppi:YSA_01069
ko:K09796	ppi:YSA_03788
ko:K09471	ppi:YSA_04669
ko:K02483	ppi:YSA_10143
ko:K20971	ppi:YSA_03675
ko:K20276	ppi:YSA_06692
ko:K20807	ppi:YSA_10156
ko:K20444	ppi:YSA_08057
ko:K14055	ppi:YSA_10837
ko:K20444	ppi:YSA_08049
ko:K20455	ppi:YSA_01156
ko:K20444	ppi:YSA_02183
ko:K20543	ppi:YSA_00302
ko:K09788	ppi:YSA_01153
ko:K20534	ppi:YSA_04761
ko:K21757	ppi:YSA_10923
ko:K20541	ppi:YSA_00305
ko:K20972	ppi:YSA_03758
ko:K07100	ppi:YSA_10815
ko:K01214	ppi:YSA_08687
ko:K11529	ppi:YSA_08235
ko:K20881	ppi:YSA_05501
ko:K14055	ppi:YSA_10634
ko:K01046	ppi:YSA_03823
ko:K02487	ppi:YSA_p00204
ko:K16011	ppi:YSA_02217
ko:K21001	ppi:YSA_01530
ko:K21062	ppi:YSA_07694
ko:K13877	ppi:YSA_07693
ko:K13877	ppi:YSA_09610
ko:K20938	ppi:YSA_09788
ko:K00821	ppi:YSA_05753
ko:K21137	ppi:YSA_04476
ko:K21021	ppi:YSA_03277
ko:K20973	ppi:YSA_02009
ko:K20974	ppi:YSA_08510
ko:K20975	ppi:YSA_00225
ko:K00840	ppi:YSA_07941
ko:K20976	ppi:YSA_08098
ko:K20977	ppi:YSA_08097
ko:K20978	ppi:YSA_08096
ko:K21053	ppi:YSA_06207
ko:K07689	ppi:YSA_08648
ko:K13877	ppi:YSA_00394
ko:K21024	ppi:YSA_06922
ko:K21029	ppi:YSA_06539
ko:K21023	ppi:YSA_00185
ko:K21060	ppi:YSA_07692
ko:K08968	ppi:YSA_02005
ko:K21136	ppi:YSA_04478
ko:K21134	ppi:YSA_04475
ko:K21218	ppi:YSA_07256
ko:K03676	ppi:YSA_04209
ko:K00560	ppi:YSA_04412
ko:K00287	ppi:YSA_04399
ko:K01520	ppi:YSA_04815
ko:K02316	ppi:YSA_05786
ko:K07336	ppi:YSA_06809
ko:K06903	ppi:YSA_07616
ko:K06907	ppi:YSA_07623
ko:K06908	ppi:YSA_07624
ko:K06906	ppi:YSA_07631
ko:K06905	ppi:YSA_07634
ko:K03791	ppi:YSA_07636
ko:K06223	ppi:YSA_07641
ko:K14059	ppi:YSA_07570
ko:K06919	ppi:YSA_07596
ko:K03546	ppi:YSA_01738
ko:K03553	ppi:YSA_02513
ko:K06217	ppi:YSA_03687
ko:K02314	ppi:YSA_03863
ko:K06223	ppi:YSA_00889
ko:K02314	ppi:YSA_p00101
ko:K02314	ppi:YSA_09082
ko:K07474	ppi:YSA_09103
ko:K03676	ppi:YSA_10191
ko:K06919	ppi:YSA_10350
ko:K06903	ppi:YSA_10375
ko:K06907	ppi:YSA_10384
ko:K06908	ppi:YSA_10385
ko:K06906	ppi:YSA_10390
ko:K06905	ppi:YSA_10392
ko:K03791	ppi:YSA_10394
ko:K00558	ppi:YSA_09177
ko:K02483	ppi:YSA_01033
ko:K00525	ppi:YSA_07437
ko:K09983	ppi:YSA_00563
ko:K02335	ppi:YSA_05210
ko:K20938	ppi:YSA_00054
ko:K22468	ppi:YSA_06495
ko:K14055	ppi:YSA_10807
ko:K02032	ppi:YSA_08946
ko:K02482	ppi:YSA_10132
ko:K05375	ppi:YSA_09290
ko:K00526	ppi:YSA_07431
ko:K03862	ppi:YSA_09409
ko:K20938	ppi:YSA_05431
ko:K21416	ppi:YSA_06139
ko:K21417	ppi:YSA_06137
ko:K02483	ppi:YSA_05522
ko:K02483	ppi:YSA_10035
ko:K02483	ppi:YSA_11284
ko:K21405	ppi:YSA_11309
ko:K21405	ppi:YSA_06142
ko:K21420	ppi:YSA_08761
ko:K21405	ppi:YSA_06122
ko:K22044	ppi:YSA_02325
ko:K01420	ppi:YSA_08313
ko:K01420	ppi:YSA_10805
ko:K01420	ppi:YSA_10820
ko:K01451	ppi:YSA_10533
ko:K21711	ppi:YSA_04932
ko:K08685	ppi:YSA_11298
ko:K01760	ppi:YSA_08126
ko:K14059	ppi:YSA_10103
ko:K00344	ppi:YSA_04550
ko:K00344	ppi:YSA_04551
ko:K00344	ppi:YSA_10264
ko:K21712	ppi:YSA_04277
ko:K21757	ppi:YSA_09458
ko:K21825	ppi:YSA_07939
ko:K21829	ppi:YSA_10701
ko:K21826	ppi:YSA_05602
ko:K21833	ppi:YSA_05623
ko:K21834	ppi:YSA_05625
ko:K21830	ppi:YSA_04396
ko:K21826	ppi:YSA_09481
ko:K21883	ppi:YSA_00165
ko:K21832	ppi:YSA_05641
ko:K21990	ppi:YSA_07373
ko:K03741	ppi:YSA_00647
ko:K05802	ppi:YSA_06485
ko:K00043	ppi:YSA_00253
ko:K03741	ppi:YSA_09734
ko:K01816	ppi:YSA_08240
ko:K22132	ppi:YSA_02599
ko:K22067	ppi:YSA_01597
ko:K22294	ppi:YSA_08956
ko:K13874	ppi:YSA_08928
ko:K03595	ppi:YSA_02777
ko:K07183	ppi:YSA_01599
ko:K00302	ppi:YSA_05662
ko:K00304	ppi:YSA_05661
ko:K22112	ppi:YSA_00289
ko:K22110	ppi:YSA_08931
ko:K22187	ppi:YSA_09693
ko:K08994	ppi:YSA_07705
ko:K08994	ppi:YSA_06732
ko:K22252	ppi:YSA_02163
ko:K16048	ppi:YSA_09700
ko:K22292	ppi:YSA_02249
ko:K22250	ppi:YSA_04109
ko:K22296	ppi:YSA_08962
ko:K22345	ppi:YSA_06637
ko:K02257	ppi:YSA_05184
ko:K02257	ppi:YSA_06704
ko:K22342	ppi:YSA_00717
ko:K22344	ppi:YSA_00714
ko:K11391	ppi:YSA_03235
ko:K01593	ppi:YSA_00462
ko:K22343	ppi:YSA_00715
ko:K11206	ppi:YSA_06973
ko:K13566	ppi:YSA_06801
ko:K22491	ppi:YSA_09775
ko:K22491	ppi:YSA_03194
ko:K22491	ppi:YSA_06548
ko:K22468	ppi:YSA_05576
ko:K00424	ppi:YSA_00664
