ko:K18928	eun:UMNK88_353
ko:K07115	eun:UMNK88_4274
ko:K03893	eun:UMNK88_4279
ko:K07089	eun:UMNK88_4282
ko:K07285	eun:UMNK88_4284
ko:K07507	eun:UMNK88_4286
ko:K00428	eun:UMNK88_4296
ko:K01194	eun:UMNK88_4297
ko:K07058	eun:UMNK88_4300
ko:K07290	eun:UMNK88_4302
ko:K02939	eun:UMNK88_5150
ko:K07269	eun:UMNK88_5152
ko:K03773	eun:UMNK88_5154
ko:K11737	eun:UMNK88_5155
ko:K07322	eun:UMNK88_5156
ko:K07109	eun:UMNK88_5164
ko:K07278	eun:UMNK88_5169
ko:K09800	eun:UMNK88_5170
ko:K02057	eun:UMNK88_5176
ko:K02057	eun:UMNK88_5177
ko:K03841	eun:UMNK88_5178
ko:K02558	eun:UMNK88_5179
ko:K09889	eun:UMNK88_5180
ko:K03592	eun:UMNK88_5181
ko:K15536	eun:UMNK88_5182
ko:K02818	eun:UMNK88_5187
ko:K02819	eun:UMNK88_5187
ko:K03485	eun:UMNK88_5188
ko:K01531	eun:UMNK88_5189
ko:K00610	eun:UMNK88_5191
ko:K00609	eun:UMNK88_5192
ko:K00611	eun:UMNK88_5199
ko:K09893	eun:UMNK88_5200
ko:K03828	eun:UMNK88_5201
ko:K01873	eun:UMNK88_5203
ko:K02339	eun:UMNK88_5204
ko:K01255	eun:UMNK88_5205
ko:K16052	eun:UMNK88_1668
ko:K14228	eun:UMNK88_t93
ko:K14237	eun:UMNK88_t15
ko:K14237	eun:UMNK88_t48
ko:K14237	eun:UMNK88_t47
ko:K14237	eun:UMNK88_t17
ko:K14237	eun:UMNK88_t49
ko:K14229	eun:UMNK88_t14
ko:K14229	eun:UMNK88_t18
ko:K14229	eun:UMNK88_t19
ko:K14229	eun:UMNK88_t16
ko:K14229	eun:UMNK88_t20
ko:K14229	eun:UMNK88_t50
ko:K14228	eun:UMNK88_t32
ko:K14227	eun:UMNK88_t01
ko:K14227	eun:UMNK88_t87
ko:K14227	eun:UMNK88_t79
ko:K14227	eun:UMNK88_t53
ko:K14227	eun:UMNK88_t69
ko:K14227	eun:UMNK88_t81
ko:K00104	eun:UMNK88_3729
ko:K14238	eun:UMNK88_t71
ko:K14234	eun:UMNK88_t83
ko:K14234	eun:UMNK88_t36
ko:K14234	eun:UMNK88_t26
ko:K03767	eun:UMNK88_4128
ko:K14225	eun:UMNK88_t27
ko:K14225	eun:UMNK88_t35
ko:K14225	eun:UMNK88_t85
ko:K14237	eun:UMNK88_t30
ko:K14237	eun:UMNK88_t31
ko:K14230	eun:UMNK88_t24
ko:K14230	eun:UMNK88_t37
ko:K14230	eun:UMNK88_t54
ko:K14222	eun:UMNK88_t33
ko:K14225	eun:UMNK88_t34
ko:K14225	eun:UMNK88_t91
ko:K14225	eun:UMNK88_t92
ko:K14225	eun:UMNK88_t90
ko:K14233	eun:UMNK88_t21
ko:K14233	eun:UMNK88_t23
ko:K14230	eun:UMNK88_t09
ko:K14230	eun:UMNK88_t13
ko:K14223	eun:UMNK88_t07
ko:K14223	eun:UMNK88_t08
ko:K14234	eun:UMNK88_t05
ko:K14221	eun:UMNK88_t03
ko:K14221	eun:UMNK88_t04
ko:K14221	eun:UMNK88_t73
ko:K14218	eun:UMNK88_t02
ko:K14218	eun:UMNK88_t68
ko:K14218	eun:UMNK88_t82
ko:K14218	eun:UMNK88_t80
ko:K14218	eun:UMNK88_t52
ko:K14218	eun:UMNK88_t88
ko:K07279	eun:UMNK88_2782
ko:K07645	eun:UMNK88_3780
ko:K04065	eun:UMNK88_5293
ko:K10108	eun:UMNK88_4888
ko:K03111	eun:UMNK88_pIncI129
ko:K10109	eun:UMNK88_4887
ko:K10110	eun:UMNK88_4886
ko:K16053	eun:UMNK88_606
ko:K14223	eun:UMNK88_t10
ko:K14223	eun:UMNK88_t11
ko:K14228	eun:UMNK88_t77
ko:K14228	eun:UMNK88_t96
ko:K14228	eun:UMNK88_t94
ko:K14228	eun:UMNK88_t95
ko:K07347	eun:UMNK88_2652
ko:K07666	eun:UMNK88_3779
ko:K14219	eun:UMNK88_t06
ko:K14232	eun:UMNK88_t78
ko:K14233	eun:UMNK88_t38
ko:K10013	eun:UMNK88_2861
ko:K16066	eun:UMNK88_1966
ko:K16074	eun:UMNK88_1778
ko:K14235	eun:UMNK88_t74
ko:K07757	eun:UMNK88_862
ko:K07258	eun:UMNK88_880
ko:K12942	eun:UMNK88_1772
ko:K14061	eun:UMNK88_1781
ko:K14062	eun:UMNK88_1782
ko:K00276	eun:UMNK88_1793
ko:K01692	eun:UMNK88_1800
ko:K03593	eun:UMNK88_2656
ko:K01489	eun:UMNK88_2687
ko:K03748	eun:UMNK88_2688
ko:K10541	eun:UMNK88_2693
ko:K10540	eun:UMNK88_2695
ko:K12943	eun:UMNK88_3557
ko:K01823	eun:UMNK88_3581
ko:K10563	eun:UMNK88_4419
ko:K07347	eun:UMNK88_18
ko:K00616	eun:UMNK88_7
ko:K07034	eun:UMNK88_9
ko:K08299	eun:UMNK88_36
ko:K05844	eun:UMNK88_947
ko:K09998	eun:UMNK88_957
ko:K02014	eun:UMNK88_1855
ko:K00882	eun:UMNK88_2713
ko:K06183	eun:UMNK88_2731
ko:K02200	eun:UMNK88_2741
ko:K02193	eun:UMNK88_2748
ko:K02569	eun:UMNK88_2749
ko:K02574	eun:UMNK88_2751
ko:K04763	eun:UMNK88_3587
ko:K01262	eun:UMNK88_3603
ko:K00058	eun:UMNK88_3607
ko:K01847	eun:UMNK88_3612
ko:K07588	eun:UMNK88_3613
ko:K03442	eun:UMNK88_3620
ko:K02173	eun:UMNK88_3624
ko:K02799	eun:UMNK88_3628
ko:K07352	eun:UMNK88_580
ko:K02800	eun:UMNK88_3628
ko:K02798	eun:UMNK88_3629
ko:K01480	eun:UMNK88_3633
ko:K01585	eun:UMNK88_3634
ko:K07784	eun:UMNK88_4475
ko:K00389	eun:UMNK88_4486
ko:K03307	eun:UMNK88_4489
ko:K00956	eun:UMNK88_3427
ko:K11929	eun:UMNK88_275
ko:K01250	eun:UMNK88_688
ko:K03855	eun:UMNK88_44
ko:K01525	eun:UMNK88_49
ko:K06177	eun:UMNK88_56
ko:K00853	eun:UMNK88_61
ko:K10000	eun:UMNK88_960
ko:K16012	eun:UMNK88_982
ko:K16013	eun:UMNK88_983
ko:K08350	eun:UMNK88_1881
ko:K13953	eun:UMNK88_1883
ko:K00027	eun:UMNK88_1884
ko:K04063	eun:UMNK88_1887
ko:K02033	eun:UMNK88_1891
ko:K01580	eun:UMNK88_1898
ko:K07263	eun:UMNK88_1900
ko:K00626	eun:UMNK88_2773
ko:K02549	eun:UMNK88_2814
ko:K02428	eun:UMNK88_3651
ko:K01424	eun:UMNK88_3654
ko:K03289	eun:UMNK88_3663
ko:K07214	eun:UMNK88_4528
ko:K03488	eun:UMNK88_4534
ko:K02116	eun:UMNK88_4551
ko:K03718	eun:UMNK88_4555
ko:K10440	eun:UMNK88_4562
ko:K00852	eun:UMNK88_4564
ko:K00568	eun:UMNK88_2781
ko:K02615	eun:UMNK88_1804
ko:K05708	eun:UMNK88_3191
ko:K12136	eun:UMNK88_3076
ko:K12145	eun:UMNK88_3086
ko:K04477	eun:UMNK88_1297
ko:K08997	eun:UMNK88_2169
ko:K07283	eun:UMNK88_2186
ko:K03478	eun:UMNK88_2197
ko:K01222	eun:UMNK88_2198
ko:K00616	eun:UMNK88_3058
ko:K01439	eun:UMNK88_3066
ko:K07054	eun:UMNK88_3070
ko:K03548	eun:UMNK88_3089
ko:K03177	eun:UMNK88_3926
ko:K02427	eun:UMNK88_3940
ko:K02067	eun:UMNK88_3955
ko:K02806	eun:UMNK88_3966
ko:K00867	eun:UMNK88_4814
ko:K03148	eun:UMNK88_4833
ko:K07709	eun:UMNK88_4845
ko:K13641	eun:UMNK88_4863
ko:K00548	eun:UMNK88_4864
ko:K07771	eun:UMNK88_4977
ko:K07675	eun:UMNK88_4477
ko:K13654	eun:UMNK88_1854
ko:K00970	eun:UMNK88_147
ko:K07307	eun:UMNK88_1046
ko:K07308	eun:UMNK88_1047
ko:K06212	eun:UMNK88_1056
ko:K11085	eun:UMNK88_1067
ko:K11530	eun:UMNK88_1937
ko:K00598	eun:UMNK88_1938
ko:K05595	eun:UMNK88_1950
ko:K08680	eun:UMNK88_2816
ko:K02552	eun:UMNK88_2818
ko:K02348	eun:UMNK88_2820
ko:K00784	eun:UMNK88_2822
ko:K02454	eun:UMNK88_3716
ko:K00666	eun:UMNK88_3732
ko:K00652	eun:UMNK88_3735
ko:K11209	eun:UMNK88_3746
ko:K03769	eun:UMNK88_4585
ko:K02851	eun:UMNK88_4593
ko:K02852	eun:UMNK88_4604
ko:K01719	eun:UMNK88_4615
ko:K05712	eun:UMNK88_397
ko:K05713	eun:UMNK88_398
ko:K04073	eun:UMNK88_401
ko:K00121	eun:UMNK88_407
ko:K01077	eun:UMNK88_432
ko:K07657	eun:UMNK88_448
ko:K08161	eun:UMNK88_1319
ko:K03810	eun:UMNK88_1335
ko:K06179	eun:UMNK88_1355
ko:K01916	eun:UMNK88_2204
ko:K01424	eun:UMNK88_2232
ko:K07305	eun:UMNK88_2243
ko:K02824	eun:UMNK88_3093
ko:K01788	eun:UMNK88_3984
ko:K01639	eun:UMNK88_3986
ko:K03326	eun:UMNK88_3988
ko:K00068	eun:UMNK88_4872
ko:K01243	eun:UMNK88_163
ko:K07098	eun:UMNK88_168
ko:K00674	eun:UMNK88_169
ko:K09476	eun:UMNK88_1082
ko:K03286	eun:UMNK88_1111
ko:K15773	eun:UMNK88_1926
ko:K02485	eun:UMNK88_1553
ko:K01834	eun:UMNK88_793
ko:K00059	eun:UMNK88_1363
ko:K02619	eun:UMNK88_1366
ko:K11069	eun:UMNK88_1394
ko:K02793	eun:UMNK88_2287
ko:K02794	eun:UMNK88_2287
ko:K02795	eun:UMNK88_2288
ko:K11392	eun:UMNK88_2306
ko:K00088	eun:UMNK88_3157
ko:K01011	eun:UMNK88_3171
ko:K13628	eun:UMNK88_3181
ko:K04488	eun:UMNK88_3182
ko:K01092	eun:UMNK88_3186
ko:K06889	eun:UMNK88_3187
ko:K02056	eun:UMNK88_3200
ko:K03747	eun:UMNK88_4045
ko:K03499	eun:UMNK88_4050
ko:K03316	eun:UMNK88_4925
ko:K04018	eun:UMNK88_4937
ko:K07126	eun:UMNK88_4940
ko:K04750	eun:UMNK88_4971
ko:K01838	eun:UMNK88_1654
ko:K01139	eun:UMNK88_4455
ko:K01069	eun:UMNK88_219
ko:K01671	eun:UMNK88_4714
ko:K09471	eun:UMNK88_1637
ko:K07343	eun:UMNK88_1114
ko:K09909	eun:UMNK88_1118
ko:K11179	eun:UMNK88_1123
ko:K06282	eun:UMNK88_1127
ko:K00647	eun:UMNK88_2876
ko:K01782	eun:UMNK88_2893
ko:K06281	eun:UMNK88_3751
ko:K06282	eun:UMNK88_3754
ko:K01760	eun:UMNK88_3762
ko:K01515	eun:UMNK88_3787
ko:K02858	eun:UMNK88_3794
ko:K09806	eun:UMNK88_3795
ko:K07793	eun:UMNK88_4656
ko:K03498	eun:UMNK88_4677
ko:K00230	eun:UMNK88_4678
ko:K01659	eun:UMNK88_381
ko:K01270	eun:UMNK88_271
ko:K04067	eun:UMNK88_520
ko:K00939	eun:UMNK88_527
ko:K03455	eun:UMNK88_531
ko:K11751	eun:UMNK88_533
ko:K02004	eun:UMNK88_549
ko:K11071	eun:UMNK88_1455
ko:K11072	eun:UMNK88_1456
ko:K01258	eun:UMNK88_1458
ko:K07660	eun:UMNK88_1461
ko:K09815	eun:UMNK88_2329
ko:K06201	eun:UMNK88_2346
ko:K00575	eun:UMNK88_2357
ko:K03803	eun:UMNK88_3223
ko:K02454	eun:UMNK88_4087
ko:K07019	eun:UMNK88_4118
ko:K09898	eun:UMNK88_4119
ko:K10914	eun:UMNK88_4122
ko:K11104	eun:UMNK88_4984
ko:K07792	eun:UMNK88_4987
ko:K03757	eun:UMNK88_4999
ko:K07772	eun:UMNK88_1148
ko:K01185	eun:UMNK88_1738
ko:K03469	eun:UMNK88_220
ko:K02342	eun:UMNK88_222
ko:K06887	eun:UMNK88_226
ko:K06445	eun:UMNK88_254
ko:K07491	eun:UMNK88_262
ko:K03830	eun:UMNK88_268
ko:K06281	eun:UMNK88_1128
ko:K01104	eun:UMNK88_1137
ko:K01466	eun:UMNK88_562
ko:K02381	eun:UMNK88_568
ko:K03768	eun:UMNK88_575
ko:K07665	eun:UMNK88_599
ko:K11105	eun:UMNK88_1505
ko:K01297	eun:UMNK88_1506
ko:K01176	eun:UMNK88_2403
ko:K02414	eun:UMNK88_2420
ko:K07048	eun:UMNK88_4144
ko:K01974	eun:UMNK88_4187
ko:K02441	eun:UMNK88_4191
ko:K00657	eun:UMNK88_2038
ko:K07312	eun:UMNK88_2049
ko:K01679	eun:UMNK88_2069
ko:K00076	eun:UMNK88_2078
ko:K01488	eun:UMNK88_2082
ko:K03617	eun:UMNK88_2087
ko:K03616	eun:UMNK88_2088
ko:K03615	eun:UMNK88_2089
ko:K03614	eun:UMNK88_2090
ko:K03612	eun:UMNK88_2091
ko:K03613	eun:UMNK88_2092
ko:K13636	eun:UMNK88_2962
ko:K01577	eun:UMNK88_2971
ko:K00974	eun:UMNK88_3808
ko:K01409	eun:UMNK88_3816
ko:K03649	eun:UMNK88_3821
ko:K09251	eun:UMNK88_3827
ko:K00219	eun:UMNK88_3836
ko:K07393	eun:UMNK88_3859
ko:K00127	eun:UMNK88_4725
ko:K00124	eun:UMNK88_4726
ko:K01629	eun:UMNK88_4738
ko:K01813	eun:UMNK88_4739
ko:K02855	eun:UMNK88_4742
ko:K07640	eun:UMNK88_4749
ko:K07052	eun:UMNK88_pK8834
ko:K01185	eun:UMNK88_2003
ko:K07232	eun:UMNK88_1537
ko:K03386	eun:UMNK88_640
ko:K05966	eun:UMNK88_649
ko:K03326	eun:UMNK88_657
ko:K07258	eun:UMNK88_667
ko:K06039	eun:UMNK88_1538
ko:K00374	eun:UMNK88_1547
ko:K15582	eun:UMNK88_1565
ko:K00135	eun:UMNK88_3330
ko:K03647	eun:UMNK88_3343
ko:K00700	eun:UMNK88_4202
ko:K00851	eun:UMNK88_4206
ko:K03825	eun:UMNK88_4211
ko:K05816	eun:UMNK88_4218
ko:K05815	eun:UMNK88_4219
ko:K05814	eun:UMNK88_4220
ko:K04085	eun:UMNK88_4240
ko:K00247	eun:UMNK88_5091
ko:K00245	eun:UMNK88_5093
ko:K00244	eun:UMNK88_5094
ko:K06889	eun:UMNK88_5137
ko:K03476	eun:UMNK88_5139
ko:K03475	eun:UMNK88_5140
ko:K02822	eun:UMNK88_5141
ko:K02821	eun:UMNK88_5142
ko:K02782	eun:UMNK88_3375
ko:K07126	eun:UMNK88_680
ko:K07126	eun:UMNK88_684
ko:K02566	eun:UMNK88_710
ko:K02564	eun:UMNK88_713
ko:K03711	eun:UMNK88_720
ko:K01835	eun:UMNK88_725
ko:K03756	eun:UMNK88_728
ko:K04774	eun:UMNK88_1601
ko:K08992	eun:UMNK88_1610
ko:K07048	eun:UMNK88_2524
ko:K03743	eun:UMNK88_3372
ko:K08305	eun:UMNK88_3373
ko:K02783	eun:UMNK88_3374
ko:K15583	eun:UMNK88_1566
ko:K05714	eun:UMNK88_399
ko:K00073	eun:UMNK88_567
ko:K12944	eun:UMNK88_2803
ko:K02783	eun:UMNK88_3375
ko:K00068	eun:UMNK88_3377
ko:K02466	eun:UMNK88_3378
ko:K04652	eun:UMNK88_3400
ko:K00241	eun:UMNK88_757
ko:K04655	eun:UMNK88_3403
ko:K03299	eun:UMNK88_3414
ko:K03087	eun:UMNK88_3415
ko:K06149	eun:UMNK88_4270
ko:K00383	eun:UMNK88_4275
ko:K01580	eun:UMNK88_4295
ko:K01119	eun:UMNK88_5160
ko:K01082	eun:UMNK88_5161
ko:K07304	eun:UMNK88_5167
ko:K01507	eun:UMNK88_5173
ko:K02056	eun:UMNK88_5175
ko:K01226	eun:UMNK88_5186
ko:K09022	eun:UMNK88_5190
ko:K05522	eun:UMNK88_751
ko:K07120	eun:UMNK88_750
ko:K00769	eun:UMNK88_272
ko:K05794	eun:UMNK88_1233
ko:K00799	eun:UMNK88_2095
ko:K01759	eun:UMNK88_2111
ko:K06078	eun:UMNK88_2140
ko:K00845	eun:UMNK88_2988
ko:K01885	eun:UMNK88_2999
ko:K02784	eun:UMNK88_3017
ko:K08483	eun:UMNK88_3018
ko:K02745	eun:UMNK88_3890
ko:K02744	eun:UMNK88_3893
ko:K12961	eun:UMNK88_3909
ko:K13283	eun:UMNK88_4752
ko:K02446	eun:UMNK88_4762
ko:K08314	eun:UMNK88_4785
ko:K01160	eun:UMNK88_1710
ko:K08172	eun:UMNK88_2503
ko:K08225	eun:UMNK88_624
ko:K03972	eun:UMNK88_1644
ko:K16346	eun:UMNK88_3574
ko:K15524	eun:UMNK88_768
ko:K03560	eun:UMNK88_776
ko:K02025	eun:UMNK88_1647
ko:K04844	eun:UMNK88_1653
ko:K06889	eun:UMNK88_1665
ko:K00567	eun:UMNK88_1672
ko:K07258	eun:UMNK88_2557
ko:K00033	eun:UMNK88_2577
ko:K03606	eun:UMNK88_2592
ko:K00380	eun:UMNK88_3444
ko:K04765	eun:UMNK88_3464
ko:K00854	eun:UMNK88_4349
ko:K03796	eun:UMNK88_4355
ko:K01176	eun:UMNK88_4356
ko:K13637	eun:UMNK88_5245
ko:K00884	eun:UMNK88_1390
ko:K02035	eun:UMNK88_1892
ko:K02035	eun:UMNK88_3775
ko:K02031	eun:UMNK88_1889
ko:K01785	eun:UMNK88_795
ko:K01784	eun:UMNK88_798
ko:K02017	eun:UMNK88_805
ko:K07404	eun:UMNK88_806
ko:K06910	eun:UMNK88_813
ko:K00652	eun:UMNK88_816
ko:K03635	eun:UMNK88_825
ko:K07027	eun:UMNK88_828
ko:K01104	eun:UMNK88_2606
ko:K00854	eun:UMNK88_2633
ko:K02100	eun:UMNK88_3526
ko:K00626	eun:UMNK88_3529
ko:K02798	eun:UMNK88_4385
ko:K02799	eun:UMNK88_4385
ko:K02800	eun:UMNK88_4385
ko:K00101	eun:UMNK88_4392
ko:K00639	eun:UMNK88_4404
ko:K02843	eun:UMNK88_4406
ko:K00564	eun:UMNK88_5288
ko:K01619	eun:UMNK88_5300
ko:K00758	eun:UMNK88_5301
ko:K03784	eun:UMNK88_5303
ko:K07186	eun:UMNK88_5306
ko:K04771	eun:UMNK88_165
ko:K10551	eun:UMNK88_4952
ko:K03459	eun:UMNK88_3088
ko:K08194	eun:UMNK88_4500
ko:K06887	eun:UMNK88_4212
ko:K03535	eun:UMNK88_3472
ko:K07165	eun:UMNK88_5231
ko:K01980	eun:UMNK88_r12
ko:K01980	eun:UMNK88_r15
ko:K01980	eun:UMNK88_r05
ko:K01980	eun:UMNK88_r18
ko:K01980	eun:UMNK88_r02
ko:K01980	eun:UMNK88_r21
ko:K01980	eun:UMNK88_r09
ko:K01048	eun:UMNK88_4638
ko:K03892	eun:UMNK88_4278
ko:K00537	eun:UMNK88_4280
ko:K00529	eun:UMNK88_3195
ko:K06858	eun:UMNK88_162
ko:K11748	eun:UMNK88_4116
ko:K08351	eun:UMNK88_4333
ko:K03079	eun:UMNK88_5145
ko:K07354	eun:UMNK88_583
ko:K16321	eun:UMNK88_5241
ko:K11005	eun:UMNK88_pHly50
ko:K16324	eun:UMNK88_2709
ko:K16322	eun:UMNK88_3744
ko:K02052	eun:UMNK88_1844
ko:K02055	eun:UMNK88_1843
ko:K01840	eun:UMNK88_2593
ko:K08348	eun:UMNK88_1879
ko:K01739	eun:UMNK88_4777
ko:K05709	eun:UMNK88_3192
ko:K06221	eun:UMNK88_3767
ko:K07684	eun:UMNK88_1539
ko:K07782	eun:UMNK88_2391
ko:K13053	eun:UMNK88_1112
ko:K03668	eun:UMNK88_1785
ko:K05874	eun:UMNK88_5270
ko:K01977	eun:UMNK88_r06
ko:K01977	eun:UMNK88_r14
ko:K01977	eun:UMNK88_r11
ko:K01977	eun:UMNK88_r01
ko:K01977	eun:UMNK88_r10
ko:K01977	eun:UMNK88_r20
ko:K01977	eun:UMNK88_r17
ko:K10831	eun:UMNK88_416
ko:K01160	eun:UMNK88_1418
ko:K01160	eun:UMNK88_2477
ko:K08154	eun:UMNK88_4483
ko:K00146	eun:UMNK88_1792
ko:K07482	eun:UMNK88_1190
ko:K07713	eun:UMNK88_4847
ko:K13479	eun:UMNK88_3559
ko:K15540	eun:UMNK88_142
ko:K08279	eun:UMNK88_35
ko:K07356	eun:UMNK88_584
ko:K07250	eun:UMNK88_3331
ko:K11747	eun:UMNK88_4115
ko:K11645	eun:UMNK88_2640
ko:K18552	eun:pUMNK88_38
ko:K07309	eun:UMNK88_2046
ko:K13244	eun:UMNK88_362
ko:K09020	eun:UMNK88_1166
ko:K02533	eun:UMNK88_5321
ko:K03077	eun:UMNK88_5146
ko:K07812	eun:UMNK88_2344
ko:K01582	eun:UMNK88_4998
ko:K16370	eun:UMNK88_2187
ko:K01630	eun:UMNK88_3882
ko:K16322	eun:UMNK88_4267
ko:K12144	eun:UMNK88_3085
ko:K10710	eun:UMNK88_4139
ko:K14063	eun:UMNK88_1791
ko:K10708	eun:UMNK88_4137
ko:K16329	eun:UMNK88_2710
ko:K08970	eun:UMNK88_2649
ko:K11920	eun:UMNK88_588
ko:K04753	eun:UMNK88_3772
ko:K12143	eun:UMNK88_3084
ko:K07353	eun:UMNK88_582
ko:K16325	eun:UMNK88_2706
ko:K07355	eun:UMNK88_585
ko:K02617	eun:UMNK88_1807
ko:K05799	eun:UMNK88_111
ko:K04015	eun:UMNK88_4934
ko:K16326	eun:UMNK88_2708
ko:K16328	eun:UMNK88_2711
ko:K01708	eun:UMNK88_3885
ko:K04014	eun:UMNK88_4933
ko:K03566	eun:UMNK88_3493
ko:K07749	eun:UMNK88_2972
ko:K02062	eun:UMNK88_64
ko:K08364	eun:pUMNK88_147
ko:K10823	eun:UMNK88_1567
ko:K02464	eun:UMNK88_4096
ko:K16263	eun:UMNK88_5079
ko:K04027	eun:UMNK88_3051
ko:K07714	eun:UMNK88_2769
ko:K00087	eun:UMNK88_3558
ko:K00879	eun:UMNK88_3488
ko:K02554	eun:UMNK88_400
ko:K01035	eun:UMNK88_2771
ko:K16291	eun:UMNK88_2512
ko:K03445	eun:UMNK88_4471
ko:K16264	eun:UMNK88_789
ko:K10544	eun:UMNK88_4353
ko:K11391	eun:UMNK88_3839
ko:K01487	eun:UMNK88_3575
ko:K00537	eun:UMNK88_3091
ko:K03772	eun:UMNK88_4111
ko:K03574	eun:UMNK88_99
ko:K02058	eun:UMNK88_5174
ko:K09810	eun:UMNK88_1388
ko:K00090	eun:UMNK88_4336
ko:K07459	eun:UMNK88_973
ko:K07214	eun:UMNK88_616
ko:K12211	eun:UMNK88_pIncI159
ko:K12227	eun:UMNK88_pHly36
ko:K12228	eun:UMNK88_pHly18
ko:K00932	eun:UMNK88_3870
ko:K16703	eun:UMNK88_2589
ko:K16704	eun:UMNK88_4599
ko:K11894	eun:UMNK88_236
ko:K03776	eun:UMNK88_3825
ko:K08234	eun:UMNK88_192
ko:K16692	eun:UMNK88_2605
ko:K12228	eun:UMNK88_pIncI143
ko:K12218	eun:UMNK88_pHly19
ko:K12209	eun:UMNK88_pIncI160
ko:K16711	eun:UMNK88_2588
ko:K16710	eun:UMNK88_2590
ko:K00065	eun:UMNK88_3527
ko:K03605	eun:UMNK88_1130
ko:K16695	eun:UMNK88_2591
ko:K14742	eun:UMNK88_2277
ko:K02778	eun:UMNK88_1371
ko:K02779	eun:UMNK88_1371
ko:K01271	eun:UMNK88_4675
ko:K01190	eun:UMNK88_394
ko:K00042	eun:UMNK88_560
ko:K02484	eun:UMNK88_2445
ko:K05812	eun:UMNK88_3236
ko:K11904	eun:UMNK88_597
ko:K00971	eun:UMNK88_2594
ko:K07274	eun:UMNK88_2247
ko:K07274	eun:UMNK88_4369
ko:K19234	eun:UMNK88_2141
ko:K16692	eun:UMNK88_1136
ko:K10550	eun:UMNK88_4951
ko:K12211	eun:UMNK88_pHly32
ko:K07662	eun:UMNK88_4750
ko:K07273	eun:UMNK88_2645
ko:K00042	eun:UMNK88_3881
ko:K00632	eun:UMNK88_2894
ko:K01002	eun:UMNK88_5274
ko:K01096	eun:UMNK88_1609
ko:K00821	eun:UMNK88_4124
ko:K09472	eun:UMNK88_1636
ko:K01664	eun:UMNK88_4125
ko:K04772	eun:UMNK88_3995
ko:K02081	eun:UMNK88_3888
ko:K05499	eun:UMNK88_4771
ko:K09017	eun:UMNK88_1168
ko:K03719	eun:UMNK88_987
ko:K03973	eun:UMNK88_1642
ko:K05540	eun:UMNK88_4020
ko:K14761	eun:UMNK88_578
ko:K07012	eun:UMNK88_3441
ko:K02849	eun:UMNK88_4416
ko:K15460	eun:UMNK88_3227
ko:K00557	eun:UMNK88_4803
ko:K04028	eun:UMNK88_3050
ko:K07091	eun:UMNK88_3737
ko:K18141	eun:UMNK88_4025
ko:K16884	eun:UMNK88_pEnt30
ko:K03779	eun:UMNK88_3813
ko:K01467	eun:UMNK88_5090
ko:K09477	eun:UMNK88_648
ko:K01420	eun:UMNK88_1671
ko:K03559	eun:UMNK88_3760
ko:K00040	eun:UMNK88_5244
ko:K08302	eun:UMNK88_3896
ko:K00265	eun:UMNK88_3974
ko:K00951	eun:UMNK88_3467
ko:K03604	eun:UMNK88_2121
ko:K01485	eun:UMNK88_386
ko:K00108	eun:UMNK88_358
ko:K16868	eun:UMNK88_1828
ko:K02487	eun:UMNK88_5020
ko:K02226	eun:UMNK88_674
ko:K06970	eun:UMNK88_848
ko:K08365	eun:pUMNK88_149
ko:K00633	eun:UMNK88_392
ko:K03417	eun:UMNK88_380
ko:K06075	eun:UMNK88_2102
ko:K07245	eun:UMNK88_2311
ko:K17195	eun:UMNK88_4950
ko:K00371	eun:UMNK88_1871
ko:K00374	eun:UMNK88_1869
ko:K00373	eun:UMNK88_1870
ko:K19353	eun:UMNK88_4793
ko:K03526	eun:UMNK88_3165
ko:K01185	eun:UMNK88_915
ko:K11209	eun:UMNK88_2853
ko:K03292	eun:UMNK88_4709
ko:K03293	eun:UMNK88_4605
ko:K12064	eun:UMNK88_pK8884
ko:K00370	eun:UMNK88_1872
ko:K04091	eun:UMNK88_1090
ko:K19227	eun:UMNK88_1626
ko:K10038	eun:UMNK88_849
ko:K01582	eun:UMNK88_191
ko:K01897	eun:UMNK88_2275
ko:K12678	eun:UMNK88_1927
ko:K10439	eun:UMNK88_4563
ko:K06218	eun:UMNK88_pEnt14
ko:K12678	eun:UMNK88_1928
ko:K04017	eun:UMNK88_4936
ko:K08313	eun:UMNK88_865
ko:K17713	eun:UMNK88_3162
ko:K08316	eun:UMNK88_4235
ko:K15555	eun:UMNK88_1088
ko:K01990	eun:UMNK88_126
ko:K10112	eun:UMNK88_1655
ko:K01992	eun:UMNK88_127
ko:K11070	eun:UMNK88_1395
ko:K00813	eun:UMNK88_1081
ko:K05601	eun:UMNK88_969
ko:K19221	eun:UMNK88_1599
ko:K17686	eun:UMNK88_537
ko:K19789	eun:UMNK88_2732
ko:K03276	eun:UMNK88_4412
ko:K01138	eun:UMNK88_1904
ko:K03292	eun:UMNK88_4710
ko:K14744	eun:UMNK88_1739
ko:K06867	eun:UMNK88_365
ko:K06518	eun:UMNK88_2685
ko:K02477	eun:UMNK88_2668
ko:K08485	eun:UMNK88_3968
ko:K17722	eun:UMNK88_2690
ko:K17723	eun:UMNK88_2691
ko:K01138	eun:UMNK88_4488
ko:K13638	eun:UMNK88_4052
ko:K08173	eun:UMNK88_1970
ko:K12985	eun:UMNK88_4410
ko:K02026	eun:UMNK88_1648
ko:K01187	eun:UMNK88_453
