ko:K12132	bti:BTG_30470
ko:K01174	bti:BTG_31223
ko:K07816	bti:BTG_27355
ko:K14742	bti:BTG_19690
ko:K03466	bti:BTG_07045
ko:K01239	bti:BTG_08200
ko:K05799	bti:BTG_14230
ko:K01090	bti:BTG_04085
ko:K03892	bti:BTG_03440
ko:K19170	bti:BTG_31798
ko:K00354	bti:BTG_09820
ko:K02777	bti:BTG_21795
ko:K01239	bti:BTG_04905
ko:K01239	bti:BTG_23065
ko:K00001	bti:BTG_02115
ko:K01239	bti:BTG_01625
ko:K02032	bti:BTG_20010
ko:K11615	bti:BTG_18275
ko:K01090	bti:BTG_14730
ko:K03296	bti:BTG_17540
ko:K01271	bti:BTG_30395
ko:K06308	bti:BTG_25180
ko:K01081	bti:BTG_23960
ko:K00798	bti:BTG_13350
ko:K06308	bti:BTG_03735
ko:K01239	bti:BTG_04035
ko:K01239	bti:BTG_06325
ko:K00344	bti:BTG_02195
ko:K00571	bti:BTG_25670
ko:K11037	bti:BTG_11200
ko:K00433	bti:BTG_24955
ko:K01897	bti:BTG_01220
ko:K01447	bti:BTG_22975
ko:K19171	bti:BTG_16405
ko:K01710	bti:BTG_14670
ko:K01447	bti:BTG_16865
ko:K06345	bti:BTG_26945
ko:K01447	bti:BTG_13275
ko:K03293	bti:BTG_17680
ko:K02032	bti:BTG_16745
ko:K00344	bti:BTG_09350
ko:K21900	bti:BTG_22555
ko:K01073	bti:BTG_09750
ko:K02031	bti:BTG_20015
ko:K01117	bti:BTG_17770
ko:K06893	bti:BTG_17060
ko:K08651	bti:BTG_08260
ko:K01777	bti:BTG_05165
ko:K19267	bti:BTG_32123
ko:K01436	bti:BTG_13875
ko:K00020	bti:BTG_29210
ko:K00020	bti:BTG_08380
ko:K19271	bti:BTG_08145
ko:K01567	bti:BTG_18740
ko:K03722	bti:BTG_12930
ko:K03722	bti:BTG_13030
ko:K01992	bti:BTG_11755
ko:K07496	bti:BTG_11020
ko:K07496	bti:BTG_11170
ko:K07496	bti:BTG_01030
ko:K07496	bti:BTG_31293
ko:K07496	bti:BTG_31583
ko:K11638	bti:BTG_16430
ko:K19302	bti:BTG_14290
ko:K00638	bti:BTG_07750
ko:K01992	bti:BTG_21390
ko:K19302	bti:BTG_11215
ko:K04771	bti:BTG_11185
ko:K02031	bti:BTG_16750
ko:K19405	bti:BTG_20505
ko:K08217	bti:BTG_23210
ko:K01992	bti:BTG_21980
ko:K01990	bti:BTG_21385
ko:K01990	bti:BTG_13950
ko:K01990	bti:BTG_01035
ko:K19302	bti:BTG_11045
ko:K19411	bti:BTG_20510
ko:K19350	bti:BTG_01850
ko:K06419	bti:BTG_16955
ko:K01447	bti:BTG_10410
ko:K06867	bti:BTG_25510
ko:K06867	bti:BTG_18350
ko:K03574	bti:BTG_24890
ko:K01436	bti:BTG_17615
ko:K07496	bti:BTG_15905
ko:K19302	bti:BTG_25075
ko:K18567	bti:BTG_23525
ko:K06365	bti:BTG_09150
ko:K06881	bti:BTG_25825
ko:K00887	bti:BTG_27625
ko:K19689	bti:BTG_19295
ko:K19689	bti:BTG_25445
ko:K19689	bti:BTG_11380
ko:K19701	bti:BTG_21585
ko:K19701	bti:BTG_07585
ko:K07315	bti:BTG_15960
ko:K01258	bti:BTG_28670
ko:K20480	bti:BTG_18165
ko:K20481	bti:BTG_18160
ko:K00547	bti:BTG_27860
ko:K00297	bti:BTG_27860
ko:K15777	bti:BTG_11490
ko:K19802	bti:BTG_05095
ko:K19955	bti:BTG_00805
ko:K21636	bti:BTG_01335
ko:K05770	bti:BTG_03530
ko:K19975	bti:BTG_03480
ko:K19976	bti:BTG_03475
ko:K19973	bti:BTG_03470
ko:K20074	bti:BTG_30465
ko:K10680	bti:BTG_01125
ko:K12132	bti:BTG_31133
ko:K20201	bti:BTG_21800
ko:K20116	bti:BTG_29170
ko:K20117	bti:BTG_29170
ko:K20118	bti:BTG_29170
ko:K20390	bti:BTG_21630
ko:K20391	bti:BTG_21625
ko:K00526	bti:BTG_13970
ko:K20344	bti:BTG_21060
ko:K20345	bti:BTG_21065
ko:K20418	bti:BTG_15640
ko:K18889	bti:BTG_16980
ko:K08884	bti:BTG_08585
ko:K18889	bti:BTG_00960
ko:K18890	bti:BTG_16975
ko:K18890	bti:BTG_00965
ko:K20534	bti:BTG_21225
ko:K00302	bti:BTG_05140
ko:K00302	bti:BTG_05145
ko:K20742	bti:BTG_05100
ko:K11751	bti:BTG_03605
ko:K01208	bti:BTG_29350
ko:K21029	bti:BTG_01545
ko:K20895	bti:BTG_18695
ko:K21029	bti:BTG_09265
ko:K00525	bti:BTG_13975
ko:K21029	bti:BTG_25230
ko:K21064	bti:BTG_14920
ko:K08968	bti:BTG_25595
ko:K00821	bti:BTG_04305
ko:K00821	bti:BTG_28760
ko:K00435	bti:BTG_21445
ko:K03553	bti:BTG_00345
ko:K02315	bti:BTG_29890
ko:K00558	bti:BTG_29955
ko:K02314	bti:BTG_20980
ko:K01286	bti:BTG_21440
ko:K00857	bti:BTG_21735
ko:K06904	bti:BTG_23865
ko:K06919	bti:BTG_26620
ko:K06904	bti:BTG_26705
ko:K01493	bti:BTG_27445
ko:K01493	bti:BTG_27500
ko:K06217	bti:BTG_27610
ko:K02316	bti:BTG_27670
ko:K02315	bti:BTG_28010
ko:K00558	bti:BTG_28055
ko:K01174	bti:BTG_31943
ko:K06909	bti:BTG_33438
ko:K07474	bti:BTG_33443
ko:K00558	bti:BTG_33503
ko:K02315	bti:BTG_33553
ko:K04068	bti:BTG_01340
ko:K01286	bti:BTG_06960
ko:K00558	bti:BTG_07220
ko:K01286	bti:BTG_09660
ko:K02314	bti:BTG_11850
ko:K02316	bti:BTG_11855
ko:K02335	bti:BTG_11870
ko:K02335	bti:BTG_11880
ko:K07474	bti:BTG_05525
ko:K06909	bti:BTG_05535
ko:K01286	bti:BTG_04285
ko:K02315	bti:BTG_05690
ko:K02314	bti:BTG_05695
ko:K00558	bti:BTG_05705
ko:K02335	bti:BTG_05710
ko:K01286	bti:BTG_10185
ko:K01286	bti:BTG_12265
ko:K01286	bti:BTG_06135
ko:K03546	bti:BTG_08345
ko:K03546	bti:BTG_10720
ko:K00287	bti:BTG_08925
ko:K00560	bti:BTG_08930
ko:K02314	bti:BTG_16320
ko:K00558	bti:BTG_16330
ko:K06919	bti:BTG_15195
ko:K07313	bti:BTG_19570
ko:K07313	bti:BTG_18310
ko:K07258	bti:BTG_13395
ko:K02335	bti:BTG_25930
ko:K03328	bti:BTG_20630
ko:K05375	bti:BTG_08295
ko:K02335	bti:BTG_10655
ko:K21416	bti:BTG_05495
ko:K21417	bti:BTG_05500
ko:K21405	bti:BTG_05875
ko:K21481	bti:BTG_15615
ko:K21464	bti:BTG_21510
ko:K21465	bti:BTG_27765
ko:K21465	bti:BTG_07345
ko:K21465	bti:BTG_03965
ko:K21471	bti:BTG_13585
ko:K21467	bti:BTG_08920
ko:K21467	bti:BTG_07370
ko:K21468	bti:BTG_27185
ko:K22044	bti:BTG_20935
ko:K21471	bti:BTG_22425
ko:K21567	bti:BTG_19170
ko:K21613	bti:BTG_01045
ko:K21567	bti:BTG_24240
ko:K21490	bti:BTG_04250
ko:K21600	bti:BTG_00740
ko:K00863	bti:BTG_16090
ko:K00863	bti:BTG_16100
ko:K21713	bti:BTG_05205
ko:K21828	bti:BTG_19045
ko:K21929	bti:BTG_13095
ko:K21935	bti:BTG_08630
ko:K21902	bti:BTG_21525
ko:K11923	bti:BTG_02660
ko:K18244	bti:BTG_21665
ko:K18244	bti:BTG_21670
ko:K21993	bti:BTG_01540
ko:K21903	bti:BTG_18180
ko:K00754	bti:BTG_13065
ko:K01463	bti:BTG_13070
ko:K22135	bti:BTG_02275
ko:K22136	bti:BTG_30170
ko:K01585	bti:BTG_29620
ko:K14274	bti:BTG_06765
ko:K03595	bti:BTG_27635
ko:K02116	bti:BTG_16120
ko:K22112	bti:BTG_21140
ko:K22132	bti:BTG_27065
ko:K22106	bti:BTG_04650
ko:K22222	bti:BTG_32518
ko:K03547	bti:BTG_15870
ko:K07456	bti:BTG_02180
ko:K22278	bti:BTG_10125
ko:K22278	bti:BTG_01270
ko:K03168	bti:BTG_33113
ko:K02257	bti:BTG_29705
ko:K13566	bti:BTG_29250
ko:K01551	bti:BTG_19360
ko:K18672	bti:BTG_24270
ko:K22441	bti:BTG_03230
ko:K22491	bti:BTG_13300
