ko:K01139	kpa:KPNJ1_00116
ko:K00382	kpa:KPNJ1_04611
ko:K00627	kpa:KPNJ1_04612
ko:K03534	kpa:KPNJ1_05392
ko:K02532	kpa:KPNJ1_05393
ko:K07407	kpa:KPNJ1_05394
ko:K02529	kpa:KPNJ1_05395
ko:K02821	kpa:KPNJ1_05400
ko:K01624	kpa:KPNJ1_05402
ko:K03475	kpa:KPNJ1_05403
ko:K02822	kpa:KPNJ1_05404
ko:K00850	kpa:KPNJ1_05405
ko:K02379	kpa:KPNJ1_05409
ko:K00123	kpa:KPNJ1_05410
ko:K00123	kpa:KPNJ1_05411
ko:K00124	kpa:KPNJ1_05412
ko:K00127	kpa:KPNJ1_05413
ko:K02380	kpa:KPNJ1_05414
ko:K07560	kpa:KPNJ1_05419
ko:K07058	kpa:KPNJ1_05420
ko:K06207	kpa:KPNJ1_05422
ko:K01915	kpa:KPNJ1_05424
ko:K07708	kpa:KPNJ1_05425
ko:K07712	kpa:KPNJ1_05426
ko:K09894	kpa:KPNJ1_05429
ko:K03978	kpa:KPNJ1_05430
ko:K03673	kpa:KPNJ1_05434
ko:K09896	kpa:KPNJ1_05436
ko:K03752	kpa:KPNJ1_05437
ko:K03753	kpa:KPNJ1_05438
ko:K02313	kpa:KPNJ1_00001
ko:K02338	kpa:KPNJ1_00002
ko:K03629	kpa:KPNJ1_00003
ko:K02470	kpa:KPNJ1_00004
ko:K00883	kpa:KPNJ1_00009
ko:K01631	kpa:KPNJ1_00010
ko:K01684	kpa:KPNJ1_00011
ko:K08194	kpa:KPNJ1_00012
ko:K04080	kpa:KPNJ1_00015
ko:K04081	kpa:KPNJ1_00016
ko:K07085	kpa:KPNJ1_00018
ko:K03482	kpa:KPNJ1_00019
ko:K02906	kpa:KPNJ1_00419
ko:K11081	kpa:KPNJ1_00047
ko:K11084	kpa:KPNJ1_00048
ko:K11083	kpa:KPNJ1_00049
ko:K11082	kpa:KPNJ1_00050
ko:K11082	kpa:KPNJ1_00051
ko:K02024	kpa:KPNJ1_00052
ko:K02759	kpa:KPNJ1_00053
ko:K02761	kpa:KPNJ1_00054
ko:K02760	kpa:KPNJ1_00055
ko:K16516	kpa:KPNJ1_00060
ko:K16515	kpa:KPNJ1_00061
ko:K10218	kpa:KPNJ1_00062
ko:K16514	kpa:KPNJ1_00063
ko:K11191	kpa:KPNJ1_00068
ko:K11192	kpa:KPNJ1_00068
ko:K07106	kpa:KPNJ1_00069
ko:K07552	kpa:KPNJ1_00070
ko:K15548	kpa:KPNJ1_00509
ko:K03468	kpa:KPNJ1_00510
ko:K03623	kpa:KPNJ1_00511
ko:K03402	kpa:KPNJ1_00514
ko:K00024	kpa:KPNJ1_00515
ko:K04691	kpa:KPNJ1_00516
ko:K09908	kpa:KPNJ1_00518
ko:K06916	kpa:KPNJ1_00519
ko:K02871	kpa:KPNJ1_00520
ko:K02996	kpa:KPNJ1_00521
ko:K03599	kpa:KPNJ1_00523
ko:K03600	kpa:KPNJ1_00524
ko:K01788	kpa:KPNJ1_00525
ko:K00266	kpa:KPNJ1_00526
ko:K00265	kpa:KPNJ1_00527
ko:K07139	kpa:KPNJ1_00528
ko:K08322	kpa:KPNJ1_00530
ko:K01686	kpa:KPNJ1_00531
ko:K07648	kpa:KPNJ1_00532
ko:K03814	kpa:KPNJ1_00534
ko:K08485	kpa:KPNJ1_00535
ko:K06958	kpa:KPNJ1_00536
ko:K02806	kpa:KPNJ1_00537
ko:K05808	kpa:KPNJ1_00538
ko:K03092	kpa:KPNJ1_00539
ko:K06861	kpa:KPNJ1_00540
ko:K09774	kpa:KPNJ1_00541
ko:K11719	kpa:KPNJ1_00542
ko:K03270	kpa:KPNJ1_00543
ko:K06041	kpa:KPNJ1_00544
ko:K07301	kpa:KPNJ1_00545
ko:K02065	kpa:KPNJ1_00546
ko:K02066	kpa:KPNJ1_00547
ko:K02067	kpa:KPNJ1_00548
ko:K07323	kpa:KPNJ1_00549
ko:K07122	kpa:KPNJ1_00550
ko:K00790	kpa:KPNJ1_00552
ko:K02523	kpa:KPNJ1_00554
ko:K02888	kpa:KPNJ1_00555
ko:K02899	kpa:KPNJ1_00556
ko:K03979	kpa:KPNJ1_00558
ko:K07259	kpa:KPNJ1_00559
ko:K05807	kpa:KPNJ1_01363
ko:K06180	kpa:KPNJ1_01364
ko:K05810	kpa:KPNJ1_01365
ko:K03695	kpa:KPNJ1_01366
ko:K05811	kpa:KPNJ1_01369
ko:K00998	kpa:KPNJ1_01370
ko:K05812	kpa:KPNJ1_01372
ko:K03672	kpa:KPNJ1_01373
ko:K03214	kpa:KPNJ1_01374
ko:K03648	kpa:KPNJ1_01375
ko:K05590	kpa:KPNJ1_01377
ko:K15460	kpa:KPNJ1_01378
ko:K00278	kpa:KPNJ1_01379
ko:K03088	kpa:KPNJ1_01380
ko:K03597	kpa:KPNJ1_01381
ko:K03598	kpa:KPNJ1_01382
ko:K03803	kpa:KPNJ1_01383
ko:K03596	kpa:KPNJ1_01385
ko:K03100	kpa:KPNJ1_01386
ko:K03685	kpa:KPNJ1_01388
ko:K03584	kpa:KPNJ1_01390
ko:K03474	kpa:KPNJ1_01391
ko:K00997	kpa:KPNJ1_01392
ko:K11991	kpa:KPNJ1_01396
ko:K01952	kpa:KPNJ1_01398
ko:K07711	kpa:KPNJ1_01399
ko:K07715	kpa:KPNJ1_01401
ko:K04751	kpa:KPNJ1_01402
ko:K05916	kpa:KPNJ1_01403
ko:K00600	kpa:KPNJ1_01405
ko:K15977	kpa:KPNJ1_01406
ko:K05820	kpa:KPNJ1_01412
ko:K02835	kpa:KPNJ1_02210
ko:K02493	kpa:KPNJ1_02211
ko:K01627	kpa:KPNJ1_02214
ko:K07300	kpa:KPNJ1_02215
ko:K07232	kpa:KPNJ1_02217
ko:K06039	kpa:KPNJ1_02220
ko:K15577	kpa:KPNJ1_02223
ko:K15578	kpa:KPNJ1_02224
ko:K00362	kpa:KPNJ1_02225
ko:K00372	kpa:KPNJ1_02226
ko:K07684	kpa:KPNJ1_02229
ko:K07673	kpa:KPNJ1_02230
ko:K02575	kpa:KPNJ1_02231
ko:K00370	kpa:KPNJ1_02233
ko:K00371	kpa:KPNJ1_02234
ko:K00373	kpa:KPNJ1_02235
ko:K00374	kpa:KPNJ1_02236
ko:K03719	kpa:KPNJ1_02238
ko:K01433	kpa:KPNJ1_02240
ko:K09858	kpa:KPNJ1_02241
ko:K07001	kpa:KPNJ1_02242
ko:K00963	kpa:KPNJ1_02244
ko:K04072	kpa:KPNJ1_02248
ko:K15580	kpa:KPNJ1_02252
ko:K15581	kpa:KPNJ1_02253
ko:K15582	kpa:KPNJ1_02254
ko:K15583	kpa:KPNJ1_02255
ko:K10823	kpa:KPNJ1_02256
ko:K10716	kpa:KPNJ1_02257
ko:K09901	kpa:KPNJ1_02258
ko:K06131	kpa:KPNJ1_02259
ko:K11906	kpa:KPNJ1_03080
ko:K11895	kpa:KPNJ1_03081
ko:K11896	kpa:KPNJ1_03082
ko:K11910	kpa:KPNJ1_03083
ko:K11910	kpa:KPNJ1_03084
ko:K11891	kpa:KPNJ1_03085
ko:K11904	kpa:KPNJ1_03098
ko:K11907	kpa:KPNJ1_03099
ko:K11903	kpa:KPNJ1_03100
ko:K11892	kpa:KPNJ1_03102
ko:K11893	kpa:KPNJ1_03103
ko:K11900	kpa:KPNJ1_03104
ko:K11901	kpa:KPNJ1_03105
ko:K03801	kpa:KPNJ1_03916
ko:K03644	kpa:KPNJ1_03918
ko:K03425	kpa:KPNJ1_03919
ko:K06199	kpa:KPNJ1_03921
ko:K03704	kpa:KPNJ1_03922
ko:K12973	kpa:KPNJ1_03923
ko:K03326	kpa:KPNJ1_03925
ko:K01169	kpa:KPNJ1_03926
ko:K06140	kpa:KPNJ1_03927
ko:K11932	kpa:KPNJ1_03928
ko:K03387	kpa:KPNJ1_03929
ko:K03386	kpa:KPNJ1_03930
ko:K03805	kpa:KPNJ1_03931
ko:K14287	kpa:KPNJ1_03935
ko:K09880	kpa:KPNJ1_03936
ko:K08967	kpa:KPNJ1_03937
ko:K08351	kpa:KPNJ1_03938
ko:K10439	kpa:KPNJ1_03939
ko:K10441	kpa:KPNJ1_03940
ko:K10440	kpa:KPNJ1_03941
ko:K10440	kpa:KPNJ1_03942
ko:K00058	kpa:KPNJ1_03944
ko:K08964	kpa:KPNJ1_03946
ko:K10974	kpa:KPNJ1_03947
ko:K01485	kpa:KPNJ1_03949
ko:K01092	kpa:KPNJ1_03951
ko:K07783	kpa:KPNJ1_03952
ko:K01093	kpa:KPNJ1_03953
ko:K08963	kpa:KPNJ1_03954
ko:K00899	kpa:KPNJ1_03955
ko:K02058	kpa:KPNJ1_03957
ko:K02057	kpa:KPNJ1_03958
ko:K02056	kpa:KPNJ1_03959
ko:K08317	kpa:KPNJ1_03961
ko:K06200	kpa:KPNJ1_03966
ko:K00216	kpa:KPNJ1_03968
ko:K01619	kpa:KPNJ1_04768
ko:K07115	kpa:KPNJ1_00261
ko:K01414	kpa:KPNJ1_00263
ko:K15984	kpa:KPNJ1_00264
ko:K03305	kpa:KPNJ1_00265
ko:K06149	kpa:KPNJ1_00266
ko:K06144	kpa:KPNJ1_00267
ko:K16322	kpa:KPNJ1_00268
ko:K07007	kpa:KPNJ1_00269
ko:K06213	kpa:KPNJ1_00270
ko:K07722	kpa:KPNJ1_00271
ko:K10824	kpa:KPNJ1_00272
ko:K15587	kpa:KPNJ1_00273
ko:K15586	kpa:KPNJ1_00274
ko:K15585	kpa:KPNJ1_00275
ko:K15584	kpa:KPNJ1_00276
ko:K13727	kpa:KPNJ1_00278
ko:K07806	kpa:KPNJ1_00279
ko:K10012	kpa:KPNJ1_00280
ko:K10011	kpa:KPNJ1_00281
ko:K13014	kpa:KPNJ1_00282
ko:K07264	kpa:KPNJ1_00283
ko:K07349	kpa:KPNJ1_00941
ko:K07348	kpa:KPNJ1_00942
ko:K07347	kpa:KPNJ1_00943
ko:K07346	kpa:KPNJ1_00944
ko:K07351	kpa:KPNJ1_00945
ko:K07345	kpa:KPNJ1_00946
ko:K07358	kpa:KPNJ1_00948
ko:K07357	kpa:KPNJ1_00951
ko:K07345	kpa:KPNJ1_00959
ko:K07347	kpa:KPNJ1_00962
ko:K00626	kpa:KPNJ1_00974
ko:K01730	kpa:KPNJ1_00976
ko:K00065	kpa:KPNJ1_00978
ko:K02100	kpa:KPNJ1_00979
ko:K02532	kpa:KPNJ1_00982
ko:K01193	kpa:KPNJ1_00983
ko:K10192	kpa:KPNJ1_00985
ko:K10195	kpa:KPNJ1_00986
ko:K10194	kpa:KPNJ1_00987
ko:K10193	kpa:KPNJ1_00988
ko:K01586	kpa:KPNJ1_00991
ko:K02761	kpa:KPNJ1_00993
ko:K05350	kpa:KPNJ1_00994
ko:K13637	kpa:KPNJ1_00995
ko:K07262	kpa:KPNJ1_01787
ko:K03823	kpa:KPNJ1_01788
ko:K03777	kpa:KPNJ1_01789
ko:K05349	kpa:KPNJ1_01790
ko:K05845	kpa:KPNJ1_01791
ko:K05846	kpa:KPNJ1_01792
ko:K05847	kpa:KPNJ1_01793
ko:K05846	kpa:KPNJ1_01794
ko:K02478	kpa:KPNJ1_01796
ko:K01874	kpa:KPNJ1_01799
ko:K03593	kpa:KPNJ1_01800
ko:K06901	kpa:KPNJ1_01804
ko:K01486	kpa:KPNJ1_01805
ko:K00878	kpa:KPNJ1_01808
ko:K00941	kpa:KPNJ1_01809
ko:K00039	kpa:KPNJ1_01813
ko:K03435	kpa:KPNJ1_01814
ko:K00007	kpa:KPNJ1_01817
ko:K00854	kpa:KPNJ1_01818
ko:K02035	kpa:KPNJ1_01822
ko:K02033	kpa:KPNJ1_01823
ko:K02034	kpa:KPNJ1_01824
ko:K08303	kpa:KPNJ1_01829
ko:K07664	kpa:KPNJ1_01830
ko:K07642	kpa:KPNJ1_01831
ko:K18326	kpa:KPNJ1_01832
ko:K07789	kpa:KPNJ1_01833
ko:K07788	kpa:KPNJ1_01834
ko:K07799	kpa:KPNJ1_01835
ko:K05343	kpa:KPNJ1_02644
ko:K04063	kpa:KPNJ1_02652
ko:K02030	kpa:KPNJ1_02654
ko:K08369	kpa:KPNJ1_02660
ko:K07507	kpa:KPNJ1_02661
ko:K06916	kpa:KPNJ1_02662
ko:K03782	kpa:KPNJ1_02663
ko:K09936	kpa:KPNJ1_02665
ko:K09936	kpa:KPNJ1_02666
ko:K05515	kpa:KPNJ1_02667
ko:K01951	kpa:KPNJ1_02668
ko:K06139	kpa:KPNJ1_02670
ko:K06138	kpa:KPNJ1_02671
ko:K06137	kpa:KPNJ1_02672
ko:K06136	kpa:KPNJ1_02673
ko:K01273	kpa:KPNJ1_02674
ko:K13745	kpa:KPNJ1_02681
ko:K00836	kpa:KPNJ1_02682
ko:K15598	kpa:KPNJ1_02683
ko:K15599	kpa:KPNJ1_02684
ko:K15600	kpa:KPNJ1_02685
ko:K03707	kpa:KPNJ1_02686
ko:K03335	kpa:KPNJ1_02690
ko:K02529	kpa:KPNJ1_02691
ko:K01085	kpa:KPNJ1_03501
ko:K07124	kpa:KPNJ1_03503
ko:K14052	kpa:KPNJ1_03506
ko:K09470	kpa:KPNJ1_03507
ko:K09473	kpa:KPNJ1_03508
ko:K14056	kpa:KPNJ1_03509
ko:K09471	kpa:KPNJ1_03512
ko:K16135	kpa:KPNJ1_03513
ko:K07246	kpa:KPNJ1_03514
ko:K03451	kpa:KPNJ1_03515
ko:K00135	kpa:KPNJ1_03517
ko:K15580	kpa:KPNJ1_03523
ko:K11179	kpa:KPNJ1_03525
ko:K01512	kpa:KPNJ1_03526
ko:K06910	kpa:KPNJ1_03528
ko:K06969	kpa:KPNJ1_03529
ko:K11940	kpa:KPNJ1_03530
ko:K06929	kpa:KPNJ1_03531
ko:K01734	kpa:KPNJ1_03532
ko:K03658	kpa:KPNJ1_03533
ko:K07343	kpa:KPNJ1_03536
ko:K03286	kpa:KPNJ1_03539
ko:K09911	kpa:KPNJ1_03540
ko:K04770	kpa:KPNJ1_03541
ko:K01716	kpa:KPNJ1_03542
ko:K03812	kpa:KPNJ1_03543
ko:K09857	kpa:KPNJ1_03544
ko:K06192	kpa:KPNJ1_03545
ko:K03808	kpa:KPNJ1_03546
ko:K15738	kpa:KPNJ1_03547
ko:K12297	kpa:KPNJ1_03548
ko:K07140	kpa:KPNJ1_03549
ko:K00254	kpa:KPNJ1_03551
ko:K00299	kpa:KPNJ1_03552
ko:K09932	kpa:KPNJ1_04351
ko:K01187	kpa:KPNJ1_04355
ko:K11736	kpa:KPNJ1_04356
ko:K03311	kpa:KPNJ1_04357
ko:K07636	kpa:KPNJ1_04359
ko:K07657	kpa:KPNJ1_04360
ko:K03547	kpa:KPNJ1_04361
ko:K00847	kpa:KPNJ1_04363
ko:K03554	kpa:KPNJ1_04364
ko:K09913	kpa:KPNJ1_04365
ko:K14591	kpa:KPNJ1_04366
ko:K00891	kpa:KPNJ1_04368
ko:K09945	kpa:KPNJ1_04370
ko:K09768	kpa:KPNJ1_04371
ko:K00286	kpa:KPNJ1_04372
ko:K02775	kpa:KPNJ1_04459
ko:K09982	kpa:KPNJ1_04462
ko:K15737	kpa:KPNJ1_04463
ko:K15736	kpa:KPNJ1_04464
ko:K00135	kpa:KPNJ1_04465
ko:K07250	kpa:KPNJ1_04466
ko:K11735	kpa:KPNJ1_04467
ko:K15735	kpa:KPNJ1_04468
ko:K11926	kpa:KPNJ1_04469
ko:K11750	kpa:KPNJ1_04470
ko:K00769	kpa:KPNJ1_04471
ko:K01270	kpa:KPNJ1_04472
ko:K03830	kpa:KPNJ1_04473
ko:K02346	kpa:KPNJ1_04474
ko:K05952	kpa:KPNJ1_04476
ko:K00351	kpa:KPNJ1_04477
ko:K00350	kpa:KPNJ1_04478
ko:K00349	kpa:KPNJ1_04479
ko:K00348	kpa:KPNJ1_04480
ko:K00347	kpa:KPNJ1_04481
ko:K00346	kpa:KPNJ1_04482
ko:K03271	kpa:KPNJ1_04484
ko:K06445	kpa:KPNJ1_04485
ko:K11249	kpa:KPNJ1_04487
ko:K02342	kpa:KPNJ1_04489
ko:K03469	kpa:KPNJ1_04490
ko:K01069	kpa:KPNJ1_04492
ko:K08307	kpa:KPNJ1_04493
ko:K06222	kpa:KPNJ1_04498
ko:K03273	kpa:KPNJ1_04505
ko:K02071	kpa:KPNJ1_04507
ko:K02072	kpa:KPNJ1_04508
ko:K01749	kpa:KPNJ1_05292
ko:K01719	kpa:KPNJ1_05293
ko:K02496	kpa:KPNJ1_05294
ko:K02498	kpa:KPNJ1_05295
ko:K02852	kpa:KPNJ1_05298
ko:K02853	kpa:KPNJ1_05299
ko:K12582	kpa:KPNJ1_05300
ko:K16693	kpa:KPNJ1_05301
ko:K02805	kpa:KPNJ1_05302
ko:K16704	kpa:KPNJ1_05303
ko:K00973	kpa:KPNJ1_05304
ko:K02472	kpa:KPNJ1_05306
ko:K01791	kpa:KPNJ1_05307
ko:K05790	kpa:KPNJ1_05308
ko:K02851	kpa:KPNJ1_05309
ko:K03628	kpa:KPNJ1_05310
ko:K03671	kpa:KPNJ1_05311
ko:K03732	kpa:KPNJ1_05312
ko:K01524	kpa:KPNJ1_05313
ko:K07150	kpa:KPNJ1_05317
ko:K03656	kpa:KPNJ1_05318
ko:K03769	kpa:KPNJ1_05319
ko:K03769	kpa:KPNJ1_05320
ko:K00053	kpa:KPNJ1_05321
ko:K02521	kpa:KPNJ1_05322
ko:K01754	kpa:KPNJ1_05323
ko:K01687	kpa:KPNJ1_05324
ko:K00826	kpa:KPNJ1_05325
ko:K11258	kpa:KPNJ1_05326
ko:K01652	kpa:KPNJ1_05327
ko:K07391	kpa:KPNJ1_05330
ko:K09897	kpa:KPNJ1_05331
ko:K01776	kpa:KPNJ1_05338
ko:K02926	kpa:KPNJ1_00420
ko:K02892	kpa:KPNJ1_00421
ko:K02886	kpa:KPNJ1_00422
ko:K02965	kpa:KPNJ1_00423
ko:K02890	kpa:KPNJ1_00424
ko:K02982	kpa:KPNJ1_00425
ko:K02878	kpa:KPNJ1_00426
ko:K02904	kpa:KPNJ1_00427
ko:K02961	kpa:KPNJ1_00428
ko:K02874	kpa:KPNJ1_00429
ko:K02895	kpa:KPNJ1_00430
ko:K02931	kpa:KPNJ1_00431
ko:K02954	kpa:KPNJ1_00432
ko:K02994	kpa:KPNJ1_00433
ko:K02933	kpa:KPNJ1_00434
ko:K02881	kpa:KPNJ1_00435
ko:K02988	kpa:KPNJ1_00436
ko:K02907	kpa:KPNJ1_00437
ko:K02876	kpa:KPNJ1_00438
ko:K03076	kpa:KPNJ1_00439
ko:K02919	kpa:KPNJ1_00440
ko:K02952	kpa:KPNJ1_00441
ko:K02948	kpa:KPNJ1_00442
ko:K02986	kpa:KPNJ1_00443
ko:K03040	kpa:KPNJ1_00444
ko:K02879	kpa:KPNJ1_00445
ko:K03282	kpa:KPNJ1_00448
ko:K03499	kpa:KPNJ1_00449
ko:K03500	kpa:KPNJ1_00450
ko:K00604	kpa:KPNJ1_00451
ko:K01462	kpa:KPNJ1_00452
ko:K04096	kpa:KPNJ1_00453
ko:K01118	kpa:KPNJ1_01252
ko:K00138	kpa:KPNJ1_01255
ko:K07345	kpa:KPNJ1_01256
ko:K07347	kpa:KPNJ1_01258
ko:K07347	kpa:KPNJ1_01261
ko:K07345	kpa:KPNJ1_01263
ko:K01713	kpa:KPNJ1_01266
ko:K12972	kpa:KPNJ1_01269
ko:K02028	kpa:KPNJ1_01271
ko:K02029	kpa:KPNJ1_01271
ko:K02030	kpa:KPNJ1_01272
ko:K12255	kpa:KPNJ1_01275
ko:K05804	kpa:KPNJ1_01282
ko:K01665	kpa:KPNJ1_02099
ko:K09917	kpa:KPNJ1_02100
ko:K07285	kpa:KPNJ1_02104
ko:K01897	kpa:KPNJ1_02105
ko:K03684	kpa:KPNJ1_02106
ko:K03608	kpa:KPNJ1_02107
ko:K03609	kpa:KPNJ1_02108
ko:K03610	kpa:KPNJ1_02109
ko:K09902	kpa:KPNJ1_02110
ko:K09160	kpa:KPNJ1_02112
ko:K03611	kpa:KPNJ1_02114
ko:K03314	kpa:KPNJ1_02115
ko:K03603	kpa:KPNJ1_02116
ko:K00285	kpa:KPNJ1_02119
ko:K01775	kpa:KPNJ1_02120
ko:K11105	kpa:KPNJ1_02121
ko:K01297	kpa:KPNJ1_02122
ko:K08308	kpa:KPNJ1_02123
ko:K02014	kpa:KPNJ1_02124
ko:K01194	kpa:KPNJ1_02125
ko:K07395	kpa:KPNJ1_02130
ko:K07592	kpa:KPNJ1_02137
ko:K01754	kpa:KPNJ1_02138
ko:K03838	kpa:KPNJ1_02139
ko:K00932	kpa:KPNJ1_02140
ko:K00656	kpa:KPNJ1_02141
ko:K01999	kpa:KPNJ1_02142
ko:K01997	kpa:KPNJ1_02143
ko:K01998	kpa:KPNJ1_02144
ko:K01995	kpa:KPNJ1_02145
ko:K01996	kpa:KPNJ1_02146
ko:K01610	kpa:KPNJ1_02148
ko:K03758	kpa:KPNJ1_02965
ko:K13938	kpa:KPNJ1_02966
ko:K07661	kpa:KPNJ1_02968
ko:K07639	kpa:KPNJ1_02970
ko:K01679	kpa:KPNJ1_02972
ko:K01676	kpa:KPNJ1_02973
ko:K01809	kpa:KPNJ1_02974
ko:K16136	kpa:KPNJ1_02976
ko:K14155	kpa:KPNJ1_02979
ko:K16074	kpa:KPNJ1_02980
ko:K08987	kpa:KPNJ1_02985
ko:K07112	kpa:KPNJ1_02986
ko:K00134	kpa:KPNJ1_02991
ko:K07248	kpa:KPNJ1_02992
ko:K05526	kpa:KPNJ1_02998
ko:K01484	kpa:KPNJ1_02999
ko:K06447	kpa:KPNJ1_03000
ko:K00673	kpa:KPNJ1_03001
ko:K00840	kpa:KPNJ1_03002
ko:K00261	kpa:KPNJ1_03005
ko:K06075	kpa:KPNJ1_03008
ko:K03578	kpa:KPNJ1_03013
ko:K01118	kpa:KPNJ1_03014
ko:K02617	kpa:KPNJ1_03016
ko:K02616	kpa:KPNJ1_03017
ko:K01912	kpa:KPNJ1_03018
ko:K00965	kpa:KPNJ1_03821
ko:K00849	kpa:KPNJ1_03822
ko:K01785	kpa:KPNJ1_03823
ko:K01834	kpa:KPNJ1_03825
ko:K01626	kpa:KPNJ1_03826
ko:K16264	kpa:KPNJ1_03828
ko:K03811	kpa:KPNJ1_03829
ko:K03517	kpa:KPNJ1_03830
ko:K03640	kpa:KPNJ1_03832
ko:K03641	kpa:KPNJ1_03833
ko:K03560	kpa:KPNJ1_03835
ko:K03562	kpa:KPNJ1_03836
ko:K07107	kpa:KPNJ1_03837
ko:K00426	kpa:KPNJ1_03840
ko:K00425	kpa:KPNJ1_03841
ko:K01902	kpa:KPNJ1_03845
ko:K01903	kpa:KPNJ1_03846
ko:K00658	kpa:KPNJ1_03847
ko:K00164	kpa:KPNJ1_03848
ko:K00240	kpa:KPNJ1_03849
ko:K00239	kpa:KPNJ1_03850
ko:K00242	kpa:KPNJ1_03851
ko:K00241	kpa:KPNJ1_03852
ko:K01647	kpa:KPNJ1_03853
ko:K05522	kpa:KPNJ1_03855
ko:K01304	kpa:KPNJ1_03856
ko:K07160	kpa:KPNJ1_03859
ko:K03305	kpa:KPNJ1_03863
ko:K01546	kpa:KPNJ1_03867
ko:K00014	kpa:KPNJ1_04663
ko:K03785	kpa:KPNJ1_04665
ko:K08194	kpa:KPNJ1_04668
ko:K03291	kpa:KPNJ1_04669
ko:K11925	kpa:KPNJ1_04672
ko:K02064	kpa:KPNJ1_04674
ko:K02063	kpa:KPNJ1_04675
ko:K02062	kpa:KPNJ1_04676
ko:K02099	kpa:KPNJ1_04678
ko:K00853	kpa:KPNJ1_04679
ko:K01804	kpa:KPNJ1_04680
ko:K02336	kpa:KPNJ1_04682
ko:K03580	kpa:KPNJ1_04683
ko:K06177	kpa:KPNJ1_04684
ko:K05964	kpa:KPNJ1_04685
ko:K07700	kpa:KPNJ1_04688
ko:K07702	kpa:KPNJ1_04689
ko:K05801	kpa:KPNJ1_04690
ko:K04744	kpa:KPNJ1_04691
ko:K03771	kpa:KPNJ1_04692
ko:K00097	kpa:KPNJ1_04693
ko:K02528	kpa:KPNJ1_04694
ko:K06195	kpa:KPNJ1_04695
ko:K01525	kpa:KPNJ1_04696
ko:K11746	kpa:KPNJ1_04699
ko:K01955	kpa:KPNJ1_04701
ko:K01956	kpa:KPNJ1_04702
ko:K00215	kpa:KPNJ1_04705
ko:K05966	kpa:KPNJ1_04706
ko:K01643	kpa:KPNJ1_04707
ko:K01644	kpa:KPNJ1_04708
ko:K01646	kpa:KPNJ1_04709
ko:K01910	kpa:KPNJ1_04710
ko:K01573	kpa:KPNJ1_04712
ko:K01571	kpa:KPNJ1_04713
ko:K01572	kpa:KPNJ1_04714
ko:K03724	kpa:KPNJ1_05504
ko:K02532	kpa:KPNJ1_05506
ko:K01190	kpa:KPNJ1_05507
ko:K02041	kpa:KPNJ1_05515
ko:K02044	kpa:KPNJ1_05516
ko:K02042	kpa:KPNJ1_05517
ko:K13993	kpa:KPNJ1_05527
ko:K03696	kpa:KPNJ1_05528
ko:K03799	kpa:KPNJ1_05531
ko:K01551	kpa:KPNJ1_05548
ko:K03893	kpa:KPNJ1_05549
ko:K00537	kpa:KPNJ1_05550
ko:K03823	kpa:KPNJ1_05551
ko:K03317	kpa:KPNJ1_04769
ko:K03424	kpa:KPNJ1_04770
ko:K02837	kpa:KPNJ1_04774
ko:K08723	kpa:KPNJ1_04775
ko:K03789	kpa:KPNJ1_04776
ko:K02344	kpa:KPNJ1_04777
ko:K00564	kpa:KPNJ1_04778
ko:K13255	kpa:KPNJ1_04782
ko:K02761	kpa:KPNJ1_04783
ko:K00481	kpa:KPNJ1_04788
ko:K02317	kpa:KPNJ1_04792
ko:K01002	kpa:KPNJ1_04796
ko:K00041	kpa:KPNJ1_04805
ko:K01631	kpa:KPNJ1_04812
ko:K00883	kpa:KPNJ1_04813
ko:K03307	kpa:KPNJ1_04814
ko:K06015	kpa:KPNJ1_04816
ko:K08195	kpa:KPNJ1_00206
ko:K00090	kpa:KPNJ1_00209
ko:K00874	kpa:KPNJ1_00211
ko:K02525	kpa:KPNJ1_00213
ko:K08351	kpa:KPNJ1_00215
ko:K01246	kpa:KPNJ1_00216
ko:K08177	kpa:KPNJ1_00218
ko:K12975	kpa:KPNJ1_00219
ko:K12368	kpa:KPNJ1_00224
ko:K12369	kpa:KPNJ1_00225
ko:K12370	kpa:KPNJ1_00226
ko:K12371	kpa:KPNJ1_00227
ko:K12372	kpa:KPNJ1_00228
ko:K00694	kpa:KPNJ1_00232
ko:K08306	kpa:KPNJ1_00834
ko:K03575	kpa:KPNJ1_00836
ko:K09923	kpa:KPNJ1_00837
ko:K02428	kpa:KPNJ1_00840
ko:K09131	kpa:KPNJ1_00841
ko:K02221	kpa:KPNJ1_00842
ko:K06997	kpa:KPNJ1_00843
ko:K02669	kpa:KPNJ1_00844
ko:K07447	kpa:KPNJ1_00847
ko:K07735	kpa:KPNJ1_00848
ko:K01920	kpa:KPNJ1_00849
ko:K09761	kpa:KPNJ1_00850
ko:K01150	kpa:KPNJ1_00851
ko:K02742	kpa:KPNJ1_00852
ko:K08137	kpa:KPNJ1_00853
ko:K00789	kpa:KPNJ1_00854
ko:K01585	kpa:KPNJ1_00857
ko:K01480	kpa:KPNJ1_00859
ko:K06989	kpa:KPNJ1_00873
ko:K01652	kpa:KPNJ1_00875
ko:K07387	kpa:KPNJ1_00877
ko:K00615	kpa:KPNJ1_00878
ko:K03472	kpa:KPNJ1_00879
ko:K00927	kpa:KPNJ1_00880
ko:K01624	kpa:KPNJ1_00881
ko:K03442	kpa:KPNJ1_00882
ko:K06895	kpa:KPNJ1_00883
