ko:K18928	btd:BTI_4410
ko:K05595	btd:BTI_5820
ko:K07052	btd:BTI_5821
ko:K02454	btd:BTI_119
ko:K07117	btd:BTI_130
ko:K01724	btd:BTI_134
ko:K02116	btd:BTI_157
ko:K00666	btd:BTI_166
ko:K00845	btd:BTI_1008
ko:K02428	btd:BTI_1041
ko:K02342	btd:BTI_1054
ko:K02056	btd:BTI_1874
ko:K01104	btd:BTI_1881
ko:K03606	btd:BTI_1895
ko:K01784	btd:BTI_1899
ko:K03227	btd:BTI_1910
ko:K14978	btd:BTI_1918
ko:K14979	btd:BTI_1919
ko:K03616	btd:BTI_2732
ko:K00616	btd:BTI_2741
ko:K04750	btd:BTI_2742
ko:K03307	btd:BTI_2743
ko:K01630	btd:BTI_3579
ko:K00058	btd:BTI_3596
ko:K01537	btd:BTI_3611
ko:K00135	btd:BTI_4449
ko:K03776	btd:BTI_4450
ko:K00065	btd:BTI_4467
ko:K02055	btd:BTI_4476
ko:K02052	btd:BTI_4477
ko:K00801	btd:BTI_4497
ko:K01011	btd:BTI_5219
ko:K01409	btd:BTI_5225
ko:K01387	btd:BTI_5644
ko:K01262	btd:BTI_528
ko:K01560	btd:BTI_530
ko:K01692	btd:BTI_561
ko:K01092	btd:BTI_1388
ko:K02533	btd:BTI_1389
ko:K03768	btd:BTI_1392
ko:K01885	btd:BTI_1429
ko:K02025	btd:BTI_2266
ko:K08178	btd:BTI_2279
ko:K02858	btd:BTI_3110
ko:K07232	btd:BTI_3117
ko:K01759	btd:BTI_3125
ko:K06147	btd:BTI_3133
ko:K01916	btd:BTI_3967
ko:K00368	btd:BTI_3972
ko:K13741	btd:BTI_4004
ko:K13287	btd:BTI_4008
ko:K13286	btd:BTI_4010
ko:K13285	btd:BTI_4011
ko:K07028	btd:BTI_4832
ko:K03333	btd:BTI_4837
ko:K02014	btd:BTI_5839
ko:K10440	btd:BTI_5841
ko:K10440	btd:BTI_5842
ko:K10439	btd:BTI_5844
ko:K07665	btd:BTI_5853
ko:K15727	btd:BTI_5855
ko:K04093	btd:BTI_1053
ko:K02014	btd:BTI_1057
ko:K02433	btd:BTI_1073
ko:K00124	btd:BTI_1080
ko:K00127	btd:BTI_1081
ko:K00568	btd:BTI_1102
ko:K03286	btd:BTI_1103
ko:K15344	btd:BTI_1936
ko:K15368	btd:BTI_1937
ko:K15345	btd:BTI_1938
ko:K15346	btd:BTI_1939
ko:K06910	btd:BTI_2786
ko:K02049	btd:BTI_2794
ko:K02050	btd:BTI_2795
ko:K01507	btd:BTI_2812
ko:K00059	btd:BTI_2814
ko:K03593	btd:BTI_2829
ko:K00219	btd:BTI_3645
ko:K11189	btd:BTI_3659
ko:K03769	btd:BTI_3664
ko:K00374	btd:BTI_3665
ko:K07126	btd:BTI_3683
ko:K01259	btd:BTI_4527
ko:K06147	btd:BTI_4529
ko:K06147	btd:BTI_4530
ko:K02014	btd:BTI_5249
ko:K00852	btd:BTI_5671
ko:K00059	btd:BTI_5685
ko:K03574	btd:BTI_593
ko:K02653	btd:BTI_598
ko:K00856	btd:BTI_620
ko:K01560	btd:BTI_1440
ko:K01439	btd:BTI_1459
ko:K00674	btd:BTI_1461
ko:K03177	btd:BTI_2313
ko:K03606	btd:BTI_3170
ko:K01192	btd:BTI_3177
ko:K00101	btd:BTI_4039
ko:K10831	btd:BTI_4052
ko:K06887	btd:BTI_4918
ko:K00772	btd:BTI_4930
ko:K00852	btd:BTI_4933
ko:K15725	btd:BTI_5856
ko:K01897	btd:BTI_569
ko:K07576	btd:BTI_5075
ko:K17686	btd:BTI_4505
ko:K10112	btd:BTI_3736
ko:K00523	btd:BTI_2888
ko:K16165	btd:BTI_5829
ko:K10111	btd:BTI_2988
ko:K17680	btd:BTI_1093
ko:K00130	btd:BTI_3860
ko:K09472	btd:BTI_4309
ko:K00102	btd:BTI_3821
ko:K00102	btd:BTI_766
ko:K01659	btd:BTI_4522
ko:K01069	btd:BTI_2487
ko:K18100	btd:BTI_5365
ko:K18101	btd:BTI_5366
ko:K00108	btd:BTI_3861
ko:K00537	btd:BTI_4761
ko:K17836	btd:BTI_5761
ko:K13543	btd:BTI_2817
ko:K03566	btd:BTI_3323
ko:K03566	btd:BTI_3444
ko:K06518	btd:BTI_103
ko:K03566	btd:BTI_5762
ko:K07684	btd:BTI_1320
ko:K03767	btd:BTI_1393
ko:K05540	btd:BTI_710
ko:K01658	btd:BTI_549
ko:K02027	btd:BTI_3732
ko:K02027	btd:BTI_2267
ko:K02027	btd:BTI_3509
ko:K02026	btd:BTI_3511
ko:K02026	btd:BTI_3734
ko:K02026	btd:BTI_2265
ko:K17838	btd:BTI_4996
ko:K00128	btd:BTI_3956
ko:K01467	btd:BTI_4995
ko:K00128	btd:BTI_2813
ko:K00128	btd:BTI_1765
ko:K17735	btd:BTI_5398
ko:K01183	btd:BTI_2045
ko:K05603	btd:BTI_1295
ko:K00254	btd:BTI_2146
ko:K00821	btd:BTI_2889
ko:K00042	btd:BTI_1659
ko:K01497	btd:BTI_3633
ko:K01497	btd:BTI_5703
ko:K02614	btd:BTI_557
ko:K18199	btd:BTI_5131
ko:K17733	btd:BTI_502
ko:K17736	btd:BTI_5395
ko:K10014	btd:BTI_2801
ko:K18139	btd:BTI_3005
ko:K01487	btd:BTI_1068
ko:K13876	btd:BTI_5591
ko:K18139	btd:BTI_3632
ko:K07222	btd:BTI_1830
ko:K03719	btd:BTI_1129
ko:K03719	btd:BTI_315
ko:K12979	btd:BTI_3915
ko:K07492	btd:BTI_2321
ko:K07506	btd:BTI_873
ko:K07772	btd:BTI_3476
ko:K16137	btd:BTI_1403
ko:K00146	btd:BTI_76
ko:K03366	btd:BTI_1700
ko:K00956	btd:BTI_2867
ko:K01505	btd:BTI_3827
ko:K00104	btd:BTI_765
ko:K06900	btd:BTI_4125
ko:K03719	btd:BTI_3400
ko:K01485	btd:BTI_5579
ko:K01801	btd:BTI_3235
ko:K18101	btd:BTI_3857
ko:K02768	btd:BTI_3251
ko:K08483	btd:BTI_3251
ko:K11183	btd:BTI_3251
ko:K16011	btd:BTI_795
ko:K00008	btd:BTI_2073
ko:K00632	btd:BTI_3138
ko:K01046	btd:BTI_4251
ko:K01046	btd:BTI_4793
ko:K00249	btd:BTI_3174
ko:K00249	btd:BTI_2433
ko:K18095	btd:BTI_2083
ko:K13873	btd:BTI_5592
ko:K05973	btd:BTI_2730
ko:K15669	btd:BTI_922
ko:K00329	btd:BTI_3479
ko:K00356	btd:BTI_3479
ko:K01652	btd:BTI_5721
ko:K21449	btd:BTI_5602
ko:K09017	btd:BTI_4453
ko:K00020	btd:BTI_5433
ko:K03772	btd:BTI_5170
ko:K16011	btd:BTI_3183
ko:K16011	btd:BTI_5158
ko:K00249	btd:BTI_4957
ko:K22589	btd:BTI_991
ko:K05973	btd:BTI_2440
ko:K13877	btd:BTI_5589
ko:K07003	btd:BTI_4781
ko:K02058	btd:BTI_1873
ko:K02058	btd:BTI_3716
ko:K02058	btd:BTI_5274
ko:K21449	btd:BTI_2208
ko:K07782	btd:BTI_1287
ko:K01133	btd:BTI_5388
ko:K02768	btd:BTI_3952
ko:K08483	btd:BTI_3952
ko:K11183	btd:BTI_3952
ko:K18248	btd:BTI_5104
ko:K16319	btd:BTI_5102
ko:K01533	btd:BTI_3422
ko:K18118	btd:BTI_5343
ko:K05874	btd:BTI_4525
ko:K18290	btd:BTI_4119
ko:K21678	btd:BTI_4771
ko:K05874	btd:BTI_2107
ko:K18335	btd:BTI_5610
ko:K01816	btd:BTI_1660
ko:K21345	btd:BTI_3339
ko:K21344	btd:BTI_1115
ko:K12256	btd:BTI_4313
ko:K12256	btd:BTI_4314
ko:K06966	btd:BTI_1806
ko:K11175	btd:BTI_1810
ko:K10107	btd:BTI_3722
ko:K00963	btd:BTI_3725
ko:K07160	btd:BTI_4597
ko:K02013	btd:BTI_293
ko:K02015	btd:BTI_294
ko:K01626	btd:BTI_295
ko:K07675	btd:BTI_3782
ko:K03594	btd:BTI_5289
ko:K02015	btd:BTI_5299
ko:K10017	btd:BTI_1241
ko:K10017	btd:BTI_1242
ko:K02280	btd:BTI_2098
ko:K02051	btd:BTI_2102
ko:K06160	btd:BTI_5317
ko:K09808	btd:BTI_4730
ko:K01546	btd:BTI_4751
ko:K02054	btd:BTI_2226
ko:K11896	btd:BTI_3071
ko:K02004	btd:BTI_5808
ko:K10111	btd:BTI_2268
ko:K01425	btd:BTI_5449
ko:K16137	btd:BTI_1505
ko:K08195	btd:BTI_4126
ko:K02338	btd:BTI_1593
ko:K06192	btd:BTI_2441
ko:K03224	btd:BTI_4152
ko:K03229	btd:BTI_4154
ko:K03228	btd:BTI_4155
ko:K03227	btd:BTI_4156
ko:K03226	btd:BTI_4157
ko:K03223	btd:BTI_4159
ko:K03222	btd:BTI_4161
ko:K18379	btd:BTI_4099
ko:K07165	btd:BTI_1848
ko:K07165	btd:BTI_5291
ko:K07165	btd:BTI_5838
ko:K09709	btd:BTI_2432
ko:K07046	btd:BTI_5609
ko:K18374	btd:BTI_4107
ko:K18369	btd:BTI_5657
ko:K18307	btd:BTI_3631
ko:K18306	btd:BTI_3630
ko:K08068	btd:BTI_4980
ko:K18381	btd:BTI_4103
ko:K05882	btd:BTI_5683
ko:K15355	btd:BTI_4274
ko:K00091	btd:BTI_4584
ko:K00863	btd:BTI_1824
ko:K00108	btd:BTI_140
ko:K22622	btd:BTI_5283
ko:K00138	btd:BTI_195
ko:K01781	btd:BTI_3053
ko:K12255	btd:BTI_4070
ko:K11904	btd:BTI_5771
ko:K11904	btd:BTI_3759
ko:K11904	btd:BTI_4619
ko:K11904	btd:BTI_4923
ko:K21757	btd:BTI_5100
ko:K18480	btd:BTI_3330
ko:K00476	btd:BTI_3913
ko:K11893	btd:BTI_5359
ko:K11891	btd:BTI_5361
ko:K11892	btd:BTI_5360
ko:K11906	btd:BTI_5358
ko:K16234	btd:BTI_2559
ko:K11904	btd:BTI_5352
ko:K11902	btd:BTI_5344
ko:K11904	btd:BTI_5353
ko:K11904	btd:BTI_3989
ko:K11901	btd:BTI_4916
ko:K00681	btd:BTI_3317
ko:K00681	btd:BTI_3775
ko:K00681	btd:BTI_3096
ko:K01178	btd:BTI_4648
ko:K06020	btd:BTI_531
ko:K00505	btd:BTI_3837
ko:K12239	btd:BTI_5411
ko:K08744	btd:BTI_1211
ko:K03332	btd:BTI_5371
ko:K18676	btd:BTI_240
ko:K18138	btd:BTI_3006
ko:K18778	btd:BTI_595
ko:K18850	btd:BTI_1382
ko:K18928	btd:BTI_1341
ko:K12994	btd:BTI_804
ko:K18902	btd:BTI_4439
ko:K16014	btd:BTI_3706
ko:K18900	btd:BTI_4442
ko:K07278	btd:BTI_2834
ko:K18929	btd:BTI_4409
ko:K18901	btd:BTI_4440
ko:K10747	btd:BTI_1584
ko:K18903	btd:BTI_4438
ko:K01856	btd:BTI_5099
ko:K03646	btd:BTI_841
ko:K03497	btd:BTI_51
ko:K03496	btd:BTI_154
ko:K03497	btd:BTI_155
ko:K03169	btd:BTI_3594
ko:K03746	btd:BTI_3603
ko:K03746	btd:BTI_5664
ko:K03496	btd:BTI_1957
ko:K04565	btd:BTI_2828
ko:K03746	btd:BTI_4549
ko:K03746	btd:BTI_243
ko:K03746	btd:BTI_274
ko:K03496	btd:BTI_2839
ko:K03111	btd:BTI_2172
ko:K03169	btd:BTI_2173
ko:K03497	btd:BTI_4759
ko:K03496	btd:BTI_4760
ko:K03746	btd:BTI_4009
ko:K03111	btd:BTI_3200
ko:K15773	btd:BTI_4064
ko:K03746	btd:BTI_2428
ko:K03296	btd:BTI_4813
ko:K03761	btd:BTI_2103
ko:K03761	btd:BTI_4036
ko:K19055	btd:BTI_5862
ko:K08642	btd:BTI_5410
ko:K05999	btd:BTI_5020
ko:K18373	btd:BTI_4092
ko:K07050	btd:BTI_3820
ko:K07050	btd:BTI_2667
ko:K07481	btd:BTI_4136
ko:K03526	btd:BTI_1727
ko:K02663	btd:BTI_394
ko:K00820	btd:BTI_3252
ko:K18979	btd:BTI_2960
ko:K18981	btd:BTI_3529
ko:K05874	btd:BTI_1268
ko:K01458	btd:BTI_1296
ko:K01139	btd:BTI_1046
ko:K00344	btd:BTI_2680
ko:K00335	btd:BTI_2631
ko:K00336	btd:BTI_2630
ko:K18373	btd:BTI_4106
ko:K07497	btd:BTI_2595
ko:K05913	btd:BTI_5561
ko:K04772	btd:BTI_445
ko:K06867	btd:BTI_1649
ko:K07497	btd:BTI_2594
ko:K07452	btd:BTI_36
ko:K00148	btd:BTI_5374
ko:K19147	btd:BTI_35
ko:K05874	btd:BTI_3407
ko:K19221	btd:BTI_2054
ko:K07448	btd:BTI_53
ko:K08166	btd:BTI_4405
ko:K00344	btd:BTI_2640
ko:K02650	btd:BTI_3038
ko:K07749	btd:BTI_1715
ko:K03309	btd:BTI_4437
ko:K00020	btd:BTI_4852
ko:K03458	btd:BTI_3004
ko:K00499	btd:BTI_5220
ko:K07100	btd:BTI_3073
ko:K10811	btd:BTI_3614
ko:K05875	btd:BTI_5553
ko:K02031	btd:BTI_5764
ko:K02483	btd:BTI_5496
ko:K00571	btd:BTI_1982
ko:K00571	btd:BTI_4210
ko:K08678	btd:BTI_1884
ko:K05875	btd:BTI_4514
ko:K01710	btd:BTI_915
ko:K10844	btd:BTI_5673
ko:K22468	btd:BTI_3767
ko:K00249	btd:BTI_2614
ko:K03446	btd:BTI_3856
ko:K02483	btd:BTI_5450
ko:K01167	btd:BTI_650
ko:K03328	btd:BTI_939
ko:K03285	btd:BTI_1050
ko:K02351	btd:BTI_1218
ko:K05799	btd:BTI_4411
ko:K19416	btd:BTI_1723
ko:K19265	btd:BTI_3542
ko:K01066	btd:BTI_1640
ko:K01785	btd:BTI_644
ko:K04771	btd:BTI_1197
ko:K01992	btd:BTI_5051
ko:K01992	btd:BTI_5624
ko:K03722	btd:BTI_1744
ko:K19338	btd:BTI_2431
ko:K19337	btd:BTI_676
ko:K07497	btd:BTI_42
ko:K09459	btd:BTI_5337
ko:K04771	btd:BTI_3012
ko:K13790	btd:BTI_4003
ko:K19302	btd:BTI_1906
ko:K19302	btd:BTI_4737
ko:K13614	btd:BTI_4280
ko:K13614	btd:BTI_4283
ko:K09690	btd:BTI_925
ko:K07552	btd:BTI_4238
ko:K19577	btd:BTI_2703
ko:K11209	btd:BTI_697
ko:K00525	btd:BTI_4298
ko:K19577	btd:BTI_3112
ko:K19577	btd:BTI_868
ko:K00799	btd:BTI_3478
ko:K11900	btd:BTI_4628
ko:K20257	btd:BTI_4293
ko:K19713	btd:BTI_4240
ko:K19670	btd:BTI_4382
ko:K00992	btd:BTI_3132
ko:K12960	btd:BTI_1809
ko:K19666	btd:BTI_5706
ko:K07666	btd:BTI_3014
ko:K19743	btd:BTI_5755
ko:K19731	btd:BTI_4048
ko:K20250	btd:BTI_4049
ko:K07119	btd:BTI_1639
ko:K07119	btd:BTI_5141
ko:K06131	btd:BTI_3142
ko:K19784	btd:BTI_4764
ko:K06132	btd:BTI_5107
ko:K11904	btd:BTI_2529
ko:K11904	btd:BTI_1831
ko:K07147	btd:BTI_387
ko:K15777	btd:BTI_521
ko:K00799	btd:BTI_3948
ko:K08992	btd:BTI_1112
ko:K19804	btd:BTI_1113
ko:K19813	btd:BTI_5797
ko:K21636	btd:BTI_1279
ko:K14731	btd:BTI_3164
ko:K09796	btd:BTI_1220
ko:K20034	btd:BTI_1632
ko:K20034	btd:BTI_1
ko:K20035	btd:BTI_1127
ko:K20273	btd:BTI_4035
ko:K20274	btd:BTI_5394
ko:K13061	btd:BTI_5704
ko:K20329	btd:BTI_2572
ko:K20330	btd:BTI_4286
ko:K20332	btd:BTI_3634
ko:K00507	btd:BTI_2905
ko:K00507	btd:BTI_4942
ko:K00507	btd:BTI_4945
ko:K20444	btd:BTI_919
ko:K20455	btd:BTI_4521
ko:K20333	btd:BTI_3636
ko:K20542	btd:BTI_4062
ko:K20543	btd:BTI_4061
ko:K18139	btd:BTI_5554
ko:K20534	btd:BTI_4901
ko:K09788	btd:BTI_4520
ko:K08282	btd:BTI_4914
ko:K20541	btd:BTI_4063
ko:K22131	btd:BTI_3911
ko:K20866	btd:BTI_3905
ko:K19591	btd:BTI_4374
ko:K02487	btd:BTI_4086
ko:K21029	btd:BTI_3712
ko:K13877	btd:BTI_3534
ko:K20938	btd:BTI_5494
ko:K21061	btd:BTI_4398
ko:K21062	btd:BTI_4400
ko:K00525	btd:BTI_4833
ko:K21053	btd:BTI_1070
ko:K00840	btd:BTI_1244
ko:K06893	btd:BTI_4657
ko:K08968	btd:BTI_1216
ko:K13609	btd:BTI_4403
ko:K13877	btd:BTI_4402
ko:K21801	btd:BTI_4545
ko:K13877	btd:BTI_4718
ko:K21147	btd:BTI_4961
ko:K08261	btd:BTI_2995
ko:K00526	btd:BTI_617
ko:K22252	btd:BTI_4202
ko:K02314	btd:BTI_1671
ko:K00560	btd:BTI_1807
ko:K07313	btd:BTI_5174
ko:K00560	btd:BTI_3617
ko:K02316	btd:BTI_5229
ko:K00558	btd:BTI_1951
ko:K07336	btd:BTI_3684
ko:K00287	btd:BTI_1147
ko:K00560	btd:BTI_1152
ko:K06903	btd:BTI_1984
ko:K06907	btd:BTI_1989
ko:K06908	btd:BTI_1990
ko:K06906	btd:BTI_1994
ko:K06905	btd:BTI_1995
ko:K01520	btd:BTI_2913
ko:K03553	btd:BTI_3044
ko:K06907	btd:BTI_3883
ko:K06903	btd:BTI_3898
ko:K06217	btd:BTI_3115
ko:K06952	btd:BTI_1586
ko:K03676	btd:BTI_3288
ko:K05874	btd:BTI_252
ko:K02335	btd:BTI_5215
ko:K02032	btd:BTI_5763
ko:K08100	btd:BTI_2920
ko:K13993	btd:BTI_2509
ko:K02031	btd:BTI_3815
ko:K02032	btd:BTI_3816
ko:K02483	btd:BTI_3045
ko:K03293	btd:BTI_291
ko:K00249	btd:BTI_1304
ko:K03636	btd:BTI_4970
ko:K03328	btd:BTI_3185
ko:K05375	btd:BTI_2068
ko:K05375	btd:BTI_5318
ko:K00525	btd:BTI_616
ko:K05710	btd:BTI_5713
ko:K21416	btd:BTI_1701
ko:K21417	btd:BTI_1702
ko:K03892	btd:BTI_3258
ko:K21405	btd:BTI_5414
ko:K21449	btd:BTI_2271
ko:K03651	btd:BTI_2540
ko:K21420	btd:BTI_2145
ko:K21405	btd:BTI_1698
ko:K01451	btd:BTI_4455
ko:K01451	btd:BTI_4644
ko:K01420	btd:BTI_5073
ko:K01420	btd:BTI_3672
ko:K01420	btd:BTI_4721
ko:K21699	btd:BTI_5563
ko:K10026	btd:BTI_3581
ko:K21563	btd:BTI_1271
ko:K10914	btd:BTI_2938
ko:K21645	btd:BTI_683
ko:K18831	btd:BTI_485
ko:K00344	btd:BTI_980
ko:K21757	btd:BTI_5088
ko:K00043	btd:BTI_2398
ko:K21825	btd:BTI_1243
ko:K21826	btd:BTI_5375
ko:K21826	btd:BTI_3917
ko:K21833	btd:BTI_5379
ko:K21834	btd:BTI_5380
ko:K08994	btd:BTI_5790
ko:K21832	btd:BTI_5384
ko:K21948	btd:BTI_3908
ko:K21929	btd:BTI_1448
ko:K05802	btd:BTI_1822
ko:K22003	btd:BTI_878
ko:K22044	btd:BTI_2567
ko:K22025	btd:BTI_3912
ko:K01634	btd:BTI_4975
ko:K03741	btd:BTI_3262
ko:K22130	btd:BTI_3909
ko:K22132	btd:BTI_2966
ko:K00090	btd:BTI_1171
ko:K08319	btd:BTI_3907
ko:K03595	btd:BTI_1202
ko:K22067	btd:BTI_3746
ko:K07183	btd:BTI_3745
ko:K00304	btd:BTI_3874
ko:K00302	btd:BTI_3873
ko:K22185	btd:BTI_643
ko:K13875	btd:BTI_5588
ko:K22252	btd:BTI_803
ko:K12242	btd:BTI_5246
ko:K22292	btd:BTI_1101
ko:K02257	btd:BTI_3271
ko:K00611	btd:BTI_2952
ko:K02226	btd:BTI_4931
ko:K11206	btd:BTI_771
ko:K22488	btd:BTI_4026
ko:K00424	btd:BTI_1815
ko:K22487	btd:BTI_4028
ko:K22505	btd:BTI_4029
ko:K22512	btd:BTI_4021
ko:K22504	btd:BTI_4024
ko:K22506	btd:BTI_4020
ko:K22507	btd:BTI_4016
ko:K22508	btd:BTI_4015
ko:K22509	btd:BTI_4014
ko:K22510	btd:BTI_4013
ko:K22511	btd:BTI_4023
ko:K22550	btd:BTI_4397
ko:K01007	btd:BTI_1489
ko:K22549	btd:BTI_4396
