ko:K13060	yef:FORC2_1632
ko:K00845	yef:FORC2_1245
ko:K08177	yef:FORC2_1246
ko:K02477	yef:FORC2_1247
ko:K02478	yef:FORC2_1248
ko:K14261	yef:FORC2_1251
ko:K18843	yef:FORC2_1253
ko:K03488	yef:FORC2_1254
ko:K02755	yef:FORC2_1255
ko:K02756	yef:FORC2_1255
ko:K02757	yef:FORC2_1255
ko:K01223	yef:FORC2_1256
ko:K03329	yef:FORC2_1258
ko:K07507	yef:FORC2_2122
ko:K03297	yef:FORC2_2123
ko:K03737	yef:FORC2_2124
ko:K01223	yef:FORC2_2125
ko:K02755	yef:FORC2_2126
ko:K02756	yef:FORC2_2126
ko:K02757	yef:FORC2_2126
ko:K03488	yef:FORC2_2127
ko:K14058	yef:FORC2_2128
ko:K16074	yef:FORC2_2129
ko:K15580	yef:FORC2_2132
ko:K14054	yef:FORC2_2133
ko:K11065	yef:FORC2_2135
ko:K03721	yef:FORC2_2136
ko:K08990	yef:FORC2_2139
ko:K06918	yef:FORC2_2140
ko:K03971	yef:FORC2_2141
ko:K03970	yef:FORC2_2143
ko:K03969	yef:FORC2_2144
ko:K03974	yef:FORC2_2145
ko:K11023	yef:FORC2_2147
ko:K19226	yef:FORC2_2148
ko:K19227	yef:FORC2_2149
ko:K19228	yef:FORC2_2150
ko:K19229	yef:FORC2_2151
ko:K19230	yef:FORC2_2152
ko:K03305	yef:FORC2_2156
ko:K06996	yef:FORC2_2157
ko:K00799	yef:FORC2_2160
ko:K00868	yef:FORC2_2161
ko:K01866	yef:FORC2_2162
ko:K00275	yef:FORC2_2163
ko:K09001	yef:FORC2_2165
ko:K06077	yef:FORC2_2166
ko:K06075	yef:FORC2_2167
ko:K06938	yef:FORC2_2172
ko:K03760	yef:FORC2_2173
ko:K16137	yef:FORC2_2174
ko:K10680	yef:FORC2_2175
ko:K01759	yef:FORC2_2176
ko:K03683	yef:FORC2_2177
ko:K07390	yef:FORC2_2178
ko:K01491	yef:FORC2_3019
ko:K14761	yef:FORC2_3020
ko:K01883	yef:FORC2_3021
ko:K03768	yef:FORC2_3022
ko:K03269	yef:FORC2_3023
ko:K01588	yef:FORC2_3024
ko:K01589	yef:FORC2_3025
ko:K02004	yef:FORC2_3026
ko:K02003	yef:FORC2_3027
ko:K10804	yef:FORC2_3028
ko:K05838	yef:FORC2_3030
ko:K07340	yef:FORC2_3032
ko:K17686	yef:FORC2_3034
ko:K09973	yef:FORC2_3035
ko:K03976	yef:FORC2_3036
ko:K11751	yef:FORC2_3037
ko:K08223	yef:FORC2_3038
ko:K03455	yef:FORC2_3039
ko:K00892	yef:FORC2_3040
ko:K01784	yef:FORC2_3041
ko:K13007	yef:FORC2_3044
ko:K01772	yef:FORC2_3050
ko:K00939	yef:FORC2_3051
ko:K04079	yef:FORC2_3052
ko:K06187	yef:FORC2_3053
ko:K09747	yef:FORC2_3054
ko:K02343	yef:FORC2_3055
ko:K00759	yef:FORC2_3056
ko:K09790	yef:FORC2_3057
ko:K04067	yef:FORC2_3058
ko:K05802	yef:FORC2_3060
ko:K06039	yef:FORC2_3061
ko:K03577	yef:FORC2_3062
ko:K03585	yef:FORC2_3063
ko:K18138	yef:FORC2_3064
ko:K02909	yef:FORC2_3070
ko:K02919	yef:FORC2_3071
ko:K02077	yef:FORC2_3072
ko:K02075	yef:FORC2_3073
ko:K01534	yef:FORC2_3884
ko:K04085	yef:FORC2_3885
ko:K09125	yef:FORC2_3886
ko:K00113	yef:FORC2_3888
ko:K00112	yef:FORC2_3889
ko:K00111	yef:FORC2_3890
ko:K02445	yef:FORC2_3891
ko:K01126	yef:FORC2_3892
ko:K01048	yef:FORC2_3894
ko:K05834	yef:FORC2_3895
ko:K05835	yef:FORC2_3896
ko:K03654	yef:FORC2_3897
ko:K01058	yef:FORC2_3898
ko:K05786	yef:FORC2_3900
ko:K03284	yef:FORC2_3901
ko:K03657	yef:FORC2_3905
ko:K03733	yef:FORC2_3907
ko:K09921	yef:FORC2_3908
ko:K01778	yef:FORC2_3909
ko:K06202	yef:FORC2_3911
ko:K05851	yef:FORC2_3912
ko:K01749	yef:FORC2_3913
ko:K01719	yef:FORC2_3914
ko:K02496	yef:FORC2_3915
ko:K02498	yef:FORC2_3916
ko:K02852	yef:FORC2_3918
ko:K02853	yef:FORC2_3919
ko:K12582	yef:FORC2_3920
ko:K16693	yef:FORC2_3921
ko:K02805	yef:FORC2_3922
ko:K16704	yef:FORC2_3923
ko:K00973	yef:FORC2_3924
ko:K01710	yef:FORC2_3925
ko:K02472	yef:FORC2_3926
ko:K01791	yef:FORC2_3927
ko:K05790	yef:FORC2_3928
ko:K02851	yef:FORC2_3929
ko:K03628	yef:FORC2_3930
ko:K03671	yef:FORC2_3931
ko:K03732	yef:FORC2_3932
ko:K01524	yef:FORC2_3933
ko:K18650	yef:FORC2_3934
ko:K02313	yef:FORC2_0001
ko:K02338	yef:FORC2_0002
ko:K03629	yef:FORC2_0003
ko:K02470	yef:FORC2_0004
ko:K18673	yef:FORC2_0006
ko:K01754	yef:FORC2_0008
ko:K04080	yef:FORC2_0011
ko:K04081	yef:FORC2_0012
ko:K07085	yef:FORC2_0013
ko:K00835	yef:FORC2_0014
ko:K01176	yef:FORC2_0015
ko:K00090	yef:FORC2_0016
ko:K03826	yef:FORC2_0022
ko:K01246	yef:FORC2_0023
ko:K01878	yef:FORC2_0024
ko:K01879	yef:FORC2_0025
ko:K02798	yef:FORC2_0027
ko:K02799	yef:FORC2_0027
ko:K02800	yef:FORC2_0027
ko:K00009	yef:FORC2_0028
ko:K02562	yef:FORC2_0029
ko:K14762	yef:FORC2_0032
ko:K18829	yef:FORC2_0033
ko:K00059	yef:FORC2_0915
ko:K09458	yef:FORC2_0916
ko:K06222	yef:FORC2_0917
ko:K08307	yef:FORC2_0921
ko:K01069	yef:FORC2_0922
ko:K03469	yef:FORC2_0924
ko:K02342	yef:FORC2_0925
ko:K02002	yef:FORC2_0926
ko:K02001	yef:FORC2_0927
ko:K02000	yef:FORC2_0928
ko:K03647	yef:FORC2_0931
ko:K00375	yef:FORC2_0934
ko:K03704	yef:FORC2_0943
ko:K13633	yef:FORC2_0944
ko:K02035	yef:FORC2_0948
ko:K02033	yef:FORC2_0949
ko:K02034	yef:FORC2_0950
ko:K01430	yef:FORC2_0954
ko:K01429	yef:FORC2_0955
ko:K01428	yef:FORC2_0956
ko:K03187	yef:FORC2_0957
ko:K03188	yef:FORC2_0958
ko:K03189	yef:FORC2_0959
ko:K03190	yef:FORC2_0960
ko:K08717	yef:FORC2_0961
ko:K07241	yef:FORC2_0962
ko:K10716	yef:FORC2_0964
ko:K06199	yef:FORC2_0965
ko:K06199	yef:FORC2_0966
ko:K02760	yef:FORC2_0968
ko:K02761	yef:FORC2_0969
ko:K01223	yef:FORC2_0970
ko:K02835	yef:FORC2_1836
ko:K02493	yef:FORC2_1837
ko:K01627	yef:FORC2_1840
ko:K03321	yef:FORC2_1841
ko:K18967	yef:FORC2_1842
ko:K12972	yef:FORC2_1844
ko:K04477	yef:FORC2_1845
ko:K08162	yef:FORC2_1848
ko:K03790	yef:FORC2_1853
ko:K09915	yef:FORC2_1854
ko:K03810	yef:FORC2_1855
ko:K03980	yef:FORC2_1856
ko:K01887	yef:FORC2_1857
ko:K09907	yef:FORC2_1858
ko:K06201	yef:FORC2_1859
ko:K15257	yef:FORC2_1860
ko:K02303	yef:FORC2_0156
ko:K01676	yef:FORC2_0158
ko:K19221	yef:FORC2_0159
ko:K06606	yef:FORC2_0164
ko:K00140	yef:FORC2_0165
ko:K03337	yef:FORC2_0166
ko:K03338	yef:FORC2_0168
ko:K03336	yef:FORC2_0169
ko:K00010	yef:FORC2_0170
ko:K03335	yef:FORC2_0171
ko:K03825	yef:FORC2_0172
ko:K06911	yef:FORC2_0173
ko:K06145	yef:FORC2_0174
ko:K06155	yef:FORC2_0175
ko:K00851	yef:FORC2_0176
ko:K00133	yef:FORC2_0178
ko:K01652	yef:FORC2_0179
ko:K01575	yef:FORC2_0180
ko:K02478	yef:FORC2_0182
ko:K00700	yef:FORC2_0183
ko:K00975	yef:FORC2_0185
ko:K00703	yef:FORC2_0186
ko:K00688	yef:FORC2_0187
ko:K00111	yef:FORC2_0188
ko:K02444	yef:FORC2_0189
ko:K02441	yef:FORC2_0190
ko:K02439	yef:FORC2_0191
ko:K03556	yef:FORC2_0193
ko:K00688	yef:FORC2_0194
ko:K00705	yef:FORC2_0195
ko:K07400	yef:FORC2_0196
ko:K02170	yef:FORC2_0198
ko:K07490	yef:FORC2_0200
ko:K04759	yef:FORC2_0201
ko:K04758	yef:FORC2_0202
ko:K06959	yef:FORC2_0203
ko:K04760	yef:FORC2_0204
ko:K07659	yef:FORC2_0205
ko:K07638	yef:FORC2_0206
ko:K01610	yef:FORC2_0207
ko:K04083	yef:FORC2_0208
ko:K04762	yef:FORC2_0209
ko:K08312	yef:FORC2_0212
ko:K17713	yef:FORC2_1090
ko:K03977	yef:FORC2_1092
ko:K07088	yef:FORC2_1093
ko:K03601	yef:FORC2_1095
ko:K00088	yef:FORC2_1096
ko:K01951	yef:FORC2_1097
ko:K00941	yef:FORC2_1104
ko:K02467	yef:FORC2_1107
ko:K02468	yef:FORC2_1108
ko:K02466	yef:FORC2_1109
ko:K00068	yef:FORC2_1110
ko:K02781	yef:FORC2_1111
ko:K02782	yef:FORC2_1112
ko:K02783	yef:FORC2_1112
ko:K02783	yef:FORC2_1113
ko:K08303	yef:FORC2_1115
ko:K07154	yef:FORC2_1116
ko:K09946	yef:FORC2_1118
ko:K07664	yef:FORC2_1119
ko:K07642	yef:FORC2_1120
ko:K18326	yef:FORC2_1121
ko:K07789	yef:FORC2_1123
ko:K07788	yef:FORC2_1124
ko:K07799	yef:FORC2_1125
ko:K04046	yef:FORC2_1126
ko:K06213	yef:FORC2_1128
ko:K01524	yef:FORC2_1130
ko:K00937	yef:FORC2_1131
ko:K02037	yef:FORC2_1132
ko:K02038	yef:FORC2_1133
ko:K02036	yef:FORC2_1134
ko:K18475	yef:FORC2_1135
ko:K18475	yef:FORC2_1136
ko:K00657	yef:FORC2_1137
ko:K11175	yef:FORC2_1138
ko:K01933	yef:FORC2_1139
ko:K00761	yef:FORC2_1140
ko:K02824	yef:FORC2_1141
ko:K10763	yef:FORC2_1142
ko:K00537	yef:FORC2_1143
ko:K03548	yef:FORC2_1145
ko:K10773	yef:FORC2_2009
ko:K03613	yef:FORC2_2010
ko:K03612	yef:FORC2_2011
ko:K03614	yef:FORC2_2012
ko:K03615	yef:FORC2_2014
ko:K03616	yef:FORC2_2015
ko:K03617	yef:FORC2_2016
ko:K01938	yef:FORC2_2018
ko:K12532	yef:FORC2_2019
ko:K12531	yef:FORC2_2020
ko:K01804	yef:FORC2_2021
ko:K00853	yef:FORC2_2022
ko:K10537	yef:FORC2_2023
ko:K10539	yef:FORC2_2024
ko:K10538	yef:FORC2_2025
ko:K02099	yef:FORC2_2026
ko:K14347	yef:FORC2_2028
ko:K01488	yef:FORC2_2029
ko:K14155	yef:FORC2_2030
ko:K16136	yef:FORC2_2032
ko:K18234	yef:FORC2_2033
ko:K01809	yef:FORC2_2035
ko:K01679	yef:FORC2_2036
ko:K10748	yef:FORC2_2038
ko:K17836	yef:FORC2_2039
ko:K08224	yef:FORC2_2041
ko:K15545	yef:FORC2_2043
ko:K01935	yef:FORC2_2044
ko:K03281	yef:FORC2_2045
ko:K09771	yef:FORC2_2050
ko:K16066	yef:FORC2_2051
ko:K19165	yef:FORC2_2054
ko:K11209	yef:FORC2_2059
ko:K01992	yef:FORC2_2060
ko:K01993	yef:FORC2_2061
ko:K03640	yef:FORC2_2910
ko:K03641	yef:FORC2_2911
ko:K03646	yef:FORC2_2912
ko:K03560	yef:FORC2_2913
ko:K03562	yef:FORC2_2914
ko:K07107	yef:FORC2_2915
ko:K00426	yef:FORC2_2918
ko:K00425	yef:FORC2_2919
ko:K01119	yef:FORC2_2920
ko:K01902	yef:FORC2_2921
ko:K01903	yef:FORC2_2922
ko:K00658	yef:FORC2_2923
ko:K00164	yef:FORC2_2924
ko:K00240	yef:FORC2_2925
ko:K00239	yef:FORC2_2926
ko:K00242	yef:FORC2_2927
ko:K00241	yef:FORC2_2928
ko:K01647	yef:FORC2_2929
ko:K01304	yef:FORC2_2930
ko:K07160	yef:FORC2_2933
ko:K01669	yef:FORC2_2938
ko:K10953	yef:FORC2_2940
ko:K07389	yef:FORC2_2941
ko:K01545	yef:FORC2_2944
ko:K01546	yef:FORC2_2945
ko:K01547	yef:FORC2_2946
ko:K01548	yef:FORC2_2947
ko:K07646	yef:FORC2_2948
ko:K07667	yef:FORC2_2949
ko:K08978	yef:FORC2_2950
ko:K01835	yef:FORC2_2951
ko:K03645	yef:FORC2_2952
ko:K01175	yef:FORC2_2953
ko:K03406	yef:FORC2_2955
ko:K03839	yef:FORC2_2956
ko:K03711	yef:FORC2_2957
ko:K12373	yef:FORC2_2958
ko:K01886	yef:FORC2_2961
ko:K02802	yef:FORC2_2962
ko:K02803	yef:FORC2_2962
ko:K02804	yef:FORC2_2962
ko:K02564	yef:FORC2_2963
ko:K15368	yef:FORC2_3788
ko:K15344	yef:FORC2_3789
ko:K15367	yef:FORC2_3790
ko:K18984	yef:FORC2_3791
ko:K03220	yef:FORC2_3792
ko:K03219	yef:FORC2_3793
ko:K14978	yef:FORC2_3795
ko:K14979	yef:FORC2_3796
ko:K11102	yef:FORC2_3797
ko:K01895	yef:FORC2_3798
ko:K14393	yef:FORC2_3800
ko:K00602	yef:FORC2_3802
ko:K01945	yef:FORC2_3803
ko:K05787	yef:FORC2_3805
ko:K09891	yef:FORC2_3806
ko:K05982	yef:FORC2_3807
ko:K01599	yef:FORC2_3808
ko:K03426	yef:FORC2_3810
ko:K07740	yef:FORC2_3811
ko:K03147	yef:FORC2_3812
ko:K00788	yef:FORC2_3813
ko:K03148	yef:FORC2_3814
ko:K03154	yef:FORC2_3815
ko:K03149	yef:FORC2_3816
ko:K03150	yef:FORC2_3817
ko:K03046	yef:FORC2_3818
ko:K03043	yef:FORC2_3819
ko:K02935	yef:FORC2_3820
ko:K02864	yef:FORC2_3821
ko:K02863	yef:FORC2_3822
ko:K02867	yef:FORC2_3823
ko:K02601	yef:FORC2_3824
ko:K03073	yef:FORC2_3825
ko:K02358	yef:FORC2_3826
ko:K00867	yef:FORC2_3828
ko:K03524	yef:FORC2_3829
ko:K00075	yef:FORC2_3830
ko:K01007	yef:FORC2_2199
ko:K19577	yef:FORC2_0821
ko:K19577	yef:FORC2_2323
ko:K06415	yef:FORC2_1902
ko:K14237	yef:FORC2_t027
ko:K14237	yef:FORC2_t028
ko:K14237	yef:FORC2_t029
ko:K14237	yef:FORC2_t014
ko:K14237	yef:FORC2_t015
ko:K14237	yef:FORC2_t016
ko:K14228	yef:FORC2_t054
ko:K14228	yef:FORC2_t055
ko:K14228	yef:FORC2_t072
ko:K14233	yef:FORC2_t022
ko:K14233	yef:FORC2_t019
ko:K14219	yef:FORC2_t050
ko:K14219	yef:FORC2_t051
ko:K14219	yef:FORC2_t052
ko:K14218	yef:FORC2_t012
ko:K14218	yef:FORC2_t013
ko:K02483	yef:FORC2_1224
ko:K02031	yef:FORC2_3602
ko:K02031	yef:FORC2_0951
ko:K02032	yef:FORC2_3603
ko:K01185	yef:FORC2_1817
ko:K14227	yef:FORC2_t049
ko:K14227	yef:FORC2_t078
ko:K14227	yef:FORC2_t080
ko:K14227	yef:FORC2_t065
ko:K14228	yef:FORC2_t058
ko:K14228	yef:FORC2_t042
ko:K14233	yef:FORC2_t053
ko:K10775	yef:FORC2_3006
ko:K14228	yef:FORC2_t030
ko:K14230	yef:FORC2_t041
ko:K14230	yef:FORC2_t045
ko:K14219	yef:FORC2_t047
ko:K14219	yef:FORC2_t074
ko:K19611	yef:FORC2_3397
ko:K14219	yef:FORC2_t018
ko:K14218	yef:FORC2_t048
ko:K14218	yef:FORC2_t064
ko:K14218	yef:FORC2_t077
ko:K14218	yef:FORC2_t079
ko:K20263	yef:FORC2_2616
ko:K09690	yef:FORC2_0132
ko:K00854	yef:FORC2_2583
ko:K02796	yef:FORC2_1766
ko:K19697	yef:FORC2_2728
ko:K01980	yef:FORC2_r022
ko:K01980	yef:FORC2_r019
ko:K01980	yef:FORC2_r025
ko:K01980	yef:FORC2_r002
ko:K01980	yef:FORC2_r016
ko:K01980	yef:FORC2_r005
ko:K01980	yef:FORC2_r013
ko:K01985	yef:FORC2_r011
ko:K01985	yef:FORC2_r024
ko:K01985	yef:FORC2_r003
ko:K01985	yef:FORC2_r015
ko:K01985	yef:FORC2_r012
ko:K01985	yef:FORC2_r006
ko:K01985	yef:FORC2_r021
ko:K01985	yef:FORC2_r018
ko:K01985	yef:FORC2_r007
ko:K14225	yef:FORC2_t005
ko:K01977	yef:FORC2_r010
ko:K01977	yef:FORC2_r004
ko:K01977	yef:FORC2_r026
ko:K05875	yef:FORC2_0036
ko:K19775	yef:FORC2_0507
ko:K19745	yef:FORC2_0395
ko:K19778	yef:FORC2_0963
ko:K19778	yef:FORC2_1736
ko:K12144	yef:FORC2_2786
ko:K19776	yef:FORC2_1822
ko:K19784	yef:FORC2_4121
ko:K07486	yef:FORC2_2744
ko:K07486	yef:FORC2_p059
ko:K00799	yef:FORC2_2287
ko:K07147	yef:FORC2_0394
ko:K00799	yef:FORC2_1500
ko:K07119	yef:FORC2_2562
ko:K15777	yef:FORC2_0585
ko:K12137	yef:FORC2_2779
ko:K07662	yef:FORC2_4012
ko:K19802	yef:FORC2_2134
ko:K19803	yef:FORC2_1471
ko:K19804	yef:FORC2_1991
ko:K19813	yef:FORC2_1100
ko:K19810	yef:FORC2_3728
ko:K10918	yef:FORC2_2641
ko:K02756	yef:FORC2_1453
ko:K02757	yef:FORC2_1453
ko:K01406	yef:FORC2_0142
ko:K02483	yef:FORC2_0693
ko:K07486	yef:FORC2_p011
ko:K07486	yef:FORC2_p099
ko:K15540	yef:FORC2_2670
ko:K19956	yef:FORC2_3288
ko:K07263	yef:FORC2_0112
ko:K07274	yef:FORC2_1913
ko:K21636	yef:FORC2_3608
ko:K14235	yef:FORC2_t075
ko:K14224	yef:FORC2_t002
ko:K14224	yef:FORC2_t009
ko:K14224	yef:FORC2_t081
ko:K14224	yef:FORC2_t070
ko:K14229	yef:FORC2_t017
ko:K14229	yef:FORC2_t039
ko:K14229	yef:FORC2_t038
ko:K14229	yef:FORC2_t037
ko:K14229	yef:FORC2_t040
ko:K14229	yef:FORC2_t033
ko:K14233	yef:FORC2_t023
ko:K14233	yef:FORC2_t024
ko:K14222	yef:FORC2_t031
ko:K14223	yef:FORC2_t043
ko:K14223	yef:FORC2_t046
ko:K14228	yef:FORC2_t056
ko:K20265	yef:FORC2_0525
ko:K07686	yef:FORC2_0086
ko:K14221	yef:FORC2_t010
ko:K14221	yef:FORC2_t076
ko:K20264	yef:FORC2_2615
ko:K14221	yef:FORC2_t011
ko:K14226	yef:FORC2_t073
ko:K14232	yef:FORC2_t021
ko:K14234	yef:FORC2_t020
ko:K14234	yef:FORC2_t069
ko:K14234	yef:FORC2_t066
ko:K14225	yef:FORC2_t067
ko:K20542	yef:FORC2_0105
ko:K20543	yef:FORC2_0106
ko:K20541	yef:FORC2_0104
ko:K19591	yef:FORC2_3033
ko:K22132	yef:FORC2_0847
ko:K14234	yef:FORC2_t063
ko:K14230	yef:FORC2_t006
ko:K14230	yef:FORC2_t007
ko:K14230	yef:FORC2_t057
ko:K14230	yef:FORC2_t008
ko:K14236	yef:FORC2_t025
ko:K14236	yef:FORC2_t026
ko:K14236	yef:FORC2_t068
ko:K14220	yef:FORC2_t034
ko:K14220	yef:FORC2_t036
ko:K14220	yef:FORC2_t035
ko:K02081	yef:FORC2_p061
ko:K02438	yef:FORC2_0184
ko:K20881	yef:FORC2_0210
ko:K20862	yef:FORC2_3906
ko:K01977	yef:FORC2_r009
ko:K01977	yef:FORC2_r014
ko:K01977	yef:FORC2_r017
ko:K01977	yef:FORC2_r020
ko:K01980	yef:FORC2_r008
ko:K14230	yef:FORC2_t003
ko:K14223	yef:FORC2_t044
ko:K14225	yef:FORC2_t032
ko:K14225	yef:FORC2_t060
ko:K14225	yef:FORC2_t061
ko:K14225	yef:FORC2_t059
ko:K02790	yef:FORC2_2031
ko:K02791	yef:FORC2_2031
ko:K21021	yef:FORC2_3506
ko:K22025	yef:FORC2_0636
ko:K21086	yef:FORC2_0115
ko:K21087	yef:FORC2_3153
ko:K21088	yef:FORC2_0791
ko:K21084	yef:FORC2_1127
ko:K08968	yef:FORC2_2271
ko:K00821	yef:FORC2_0237
ko:K00526	yef:FORC2_1430
ko:K00526	yef:FORC2_0929
ko:K00525	yef:FORC2_0930
ko:K02335	yef:FORC2_4073
ko:K04068	yef:FORC2_3609
ko:K06191	yef:FORC2_0932
ko:K06919	yef:FORC2_0066
ko:K06866	yef:FORC2_1020
ko:K00857	yef:FORC2_1936
ko:K06223	yef:FORC2_0222
ko:K01185	yef:FORC2_1181
ko:K06217	yef:FORC2_2970
ko:K07313	yef:FORC2_3001
ko:K02314	yef:FORC2_0340
ko:K06919	yef:FORC2_0373
ko:K06904	yef:FORC2_0376
ko:K07451	yef:FORC2_0380
ko:K17733	yef:FORC2_0407
ko:K03546	yef:FORC2_3140
ko:K03676	yef:FORC2_4019
ko:K00558	yef:FORC2_0490
ko:K06217	yef:FORC2_2326
ko:K01520	yef:FORC2_4037
ko:K09961	yef:FORC2_2395
ko:K01185	yef:FORC2_2400
ko:K03553	yef:FORC2_3240
ko:K02316	yef:FORC2_0571
ko:K00558	yef:FORC2_2407
ko:K02314	yef:FORC2_2411
ko:K01185	yef:FORC2_2449
ko:K06903	yef:FORC2_2455
ko:K06907	yef:FORC2_2460
ko:K06908	yef:FORC2_2461
ko:K06906	yef:FORC2_2465
ko:K06905	yef:FORC2_2466
ko:K00558	yef:FORC2_p093
ko:K06919	yef:FORC2_0775
ko:K01185	yef:FORC2_1713
ko:K00287	yef:FORC2_3470
ko:K00560	yef:FORC2_0835
ko:K00050	yef:FORC2_1411
ko:K00525	yef:FORC2_1431
ko:K13695	yef:FORC2_2208
ko:K21470	yef:FORC2_1585
ko:K22589	yef:FORC2_3165
ko:K01420	yef:FORC2_2096
ko:K21498	yef:FORC2_0432
ko:K21698	yef:FORC2_0411
ko:K21695	yef:FORC2_0412
ko:K21936	yef:FORC2_3744
ko:K21948	yef:FORC2_2351
ko:K13638	yef:FORC2_0298
ko:K21990	yef:FORC2_1311
ko:K22015	yef:FORC2_2790
ko:K22051	yef:FORC2_3718
ko:K22131	yef:FORC2_2349
ko:K22130	yef:FORC2_2350
ko:K03595	yef:FORC2_1034
ko:K22105	yef:FORC2_3967
ko:K22110	yef:FORC2_0108
ko:K22110	yef:FORC2_2256
ko:K22214	yef:FORC2_2243
ko:K03079	yef:FORC2_3271
ko:K03077	yef:FORC2_3265
ko:K03077	yef:FORC2_1999
ko:K22300	yef:FORC2_1811
ko:K02257	yef:FORC2_3107
ko:K11391	yef:FORC2_0518
ko:K22302	yef:FORC2_2415
ko:K13566	yef:FORC2_3190
ko:K00424	yef:FORC2_2917
ko:K22601	yef:FORC2_3200
ko:K22602	yef:FORC2_3198
