ko:K01139	kph:KPNIH24_25705
ko:K00094	kph:KPNIH24_05460
ko:K02775	kph:KPNIH24_05465
ko:K02774	kph:KPNIH24_05470
ko:K02773	kph:KPNIH24_05475
ko:K16371	kph:KPNIH24_05480
ko:K11189	kph:KPNIH24_05485
ko:K02769	kph:KPNIH24_05490
ko:K02770	kph:KPNIH24_05490
ko:K16370	kph:KPNIH24_05495
ko:K08302	kph:KPNIH24_05500
ko:K01708	kph:KPNIH24_05515
ko:K12299	kph:KPNIH24_05525
ko:K01630	kph:KPNIH24_05530
ko:K01782	kph:KPNIH24_09710
ko:K08296	kph:KPNIH24_09715
ko:K07320	kph:KPNIH24_09725
ko:K01736	kph:KPNIH24_09730
ko:K07261	kph:KPNIH24_09735
ko:K07090	kph:KPNIH24_09740
ko:K09906	kph:KPNIH24_09745
ko:K15461	kph:KPNIH24_09755
ko:K00647	kph:KPNIH24_09760
ko:K03473	kph:KPNIH24_09775
ko:K06173	kph:KPNIH24_09785
ko:K03975	kph:KPNIH24_09790
ko:K01963	kph:KPNIH24_09795
ko:K11754	kph:KPNIH24_09800
ko:K03749	kph:KPNIH24_09805
ko:K03558	kph:KPNIH24_09810
ko:K00764	kph:KPNIH24_09815
ko:K03186	kph:KPNIH24_09820
ko:K10013	kph:KPNIH24_09825
ko:K10014	kph:KPNIH24_09830
ko:K10016	kph:KPNIH24_09835
ko:K10015	kph:KPNIH24_09840
ko:K10017	kph:KPNIH24_09845
ko:K07071	kph:KPNIH24_09855
ko:K07589	kph:KPNIH24_09860
ko:K07095	kph:KPNIH24_09875
ko:K13788	kph:KPNIH24_09885
ko:K00925	kph:KPNIH24_09890
ko:K09899	kph:KPNIH24_09895
ko:K09161	kph:KPNIH24_09900
ko:K14260	kph:KPNIH24_09920
ko:K00330	kph:KPNIH24_09930
ko:K00331	kph:KPNIH24_09935
ko:K13378	kph:KPNIH24_09940
ko:K00334	kph:KPNIH24_09945
ko:K00337	kph:KPNIH24_09960
ko:K00338	kph:KPNIH24_09965
ko:K08167	kph:KPNIH24_14170
ko:K02624	kph:KPNIH24_14175
ko:K03464	kph:KPNIH24_14185
ko:K03381	kph:KPNIH24_14190
ko:K05549	kph:KPNIH24_14195
ko:K05550	kph:KPNIH24_14200
ko:K05784	kph:KPNIH24_14205
ko:K05783	kph:KPNIH24_14210
ko:K08349	kph:KPNIH24_14230
ko:K08350	kph:KPNIH24_14235
ko:K02031	kph:KPNIH24_14270
ko:K02032	kph:KPNIH24_14270
ko:K02034	kph:KPNIH24_14275
ko:K02033	kph:KPNIH24_14280
ko:K02035	kph:KPNIH24_14285
ko:K13953	kph:KPNIH24_14290
ko:K01507	kph:KPNIH24_14295
ko:K00027	kph:KPNIH24_14315
ko:K02972	kph:KPNIH24_14320
ko:K05343	kph:KPNIH24_14365
ko:K04063	kph:KPNIH24_14390
ko:K02030	kph:KPNIH24_14400
ko:K08369	kph:KPNIH24_14425
ko:K07507	kph:KPNIH24_14430
ko:K06916	kph:KPNIH24_14435
ko:K03782	kph:KPNIH24_14440
ko:K03621	kph:KPNIH24_18700
ko:K02911	kph:KPNIH24_18705
ko:K07040	kph:KPNIH24_18710
ko:K06179	kph:KPNIH24_18720
ko:K08300	kph:KPNIH24_18725
ko:K03980	kph:KPNIH24_18740
ko:K03810	kph:KPNIH24_18745
ko:K09915	kph:KPNIH24_18750
ko:K03790	kph:KPNIH24_18755
ko:K08162	kph:KPNIH24_18760
ko:K01465	kph:KPNIH24_18770
ko:K12149	kph:KPNIH24_18775
ko:K12148	kph:KPNIH24_18780
ko:K02846	kph:KPNIH24_18785
ko:K07146	kph:KPNIH24_18795
ko:K02517	kph:KPNIH24_18800
ko:K08161	kph:KPNIH24_18805
ko:K12147	kph:KPNIH24_18810
ko:K03669	kph:KPNIH24_18820
ko:K03670	kph:KPNIH24_18825
ko:K11941	kph:KPNIH24_18830
ko:K04477	kph:KPNIH24_18855
ko:K12972	kph:KPNIH24_18860
ko:K06911	kph:KPNIH24_18875
ko:K03673	kph:KPNIH24_18890
ko:K16301	kph:KPNIH24_18900
ko:K07224	kph:KPNIH24_18905
ko:K07243	kph:KPNIH24_18910
ko:K03317	kph:KPNIH24_18915
ko:K11928	kph:KPNIH24_18925
ko:K13821	kph:KPNIH24_18930
ko:K09018	kph:KPNIH24_18945
ko:K09020	kph:KPNIH24_18950
ko:K09021	kph:KPNIH24_18955
ko:K09023	kph:KPNIH24_18960
ko:K09019	kph:KPNIH24_18965
ko:K09024	kph:KPNIH24_18970
ko:K09016	kph:KPNIH24_18975
ko:K03151	kph:KPNIH24_23220
ko:K03602	kph:KPNIH24_23225
ko:K00795	kph:KPNIH24_23230
ko:K01662	kph:KPNIH24_23235
ko:K01095	kph:KPNIH24_23245
ko:K00946	kph:KPNIH24_23250
ko:K03625	kph:KPNIH24_23255
ko:K00794	kph:KPNIH24_23260
ko:K11752	kph:KPNIH24_23265
ko:K07738	kph:KPNIH24_23270
ko:K05517	kph:KPNIH24_23280
ko:K06996	kph:KPNIH24_23290
ko:K03074	kph:KPNIH24_23295
ko:K03072	kph:KPNIH24_23300
ko:K03210	kph:KPNIH24_23305
ko:K00773	kph:KPNIH24_23310
ko:K07568	kph:KPNIH24_23315
ko:K08682	kph:KPNIH24_23320
ko:K03386	kph:KPNIH24_23325
ko:K02821	kph:KPNIH24_23335
ko:K02822	kph:KPNIH24_23340
ko:K03475	kph:KPNIH24_23345
ko:K01624	kph:KPNIH24_23355
ko:K04488	kph:KPNIH24_09020
ko:K13628	kph:KPNIH24_09025
ko:K04082	kph:KPNIH24_09030
ko:K04044	kph:KPNIH24_09035
ko:K04755	kph:KPNIH24_09040
ko:K07751	kph:KPNIH24_09050
ko:K01011	kph:KPNIH24_09065
ko:K06894	kph:KPNIH24_09070
ko:K05367	kph:KPNIH24_09075
ko:K00940	kph:KPNIH24_09080
ko:K06941	kph:KPNIH24_09085
ko:K15539	kph:KPNIH24_09090
ko:K01892	kph:KPNIH24_09100
ko:K17713	kph:KPNIH24_09110
ko:K03977	kph:KPNIH24_09115
ko:K03601	kph:KPNIH24_09130
ko:K00088	kph:KPNIH24_09135
ko:K01951	kph:KPNIH24_09140
ko:K02050	kph:KPNIH24_13315
ko:K02049	kph:KPNIH24_13320
ko:K02051	kph:KPNIH24_13325
ko:K01470	kph:KPNIH24_13330
ko:K01485	kph:KPNIH24_13340
ko:K02051	kph:KPNIH24_13360
ko:K02034	kph:KPNIH24_13410
ko:K02033	kph:KPNIH24_13415
ko:K02035	kph:KPNIH24_13420
ko:K01759	kph:KPNIH24_13430
ko:K01673	kph:KPNIH24_13445
ko:K06966	kph:KPNIH24_13510
ko:K03327	kph:KPNIH24_13525
ko:K00793	kph:KPNIH24_13530
ko:K00574	kph:KPNIH24_13535
ko:K03604	kph:KPNIH24_13550
ko:K04564	kph:KPNIH24_13565
ko:K13631	kph:KPNIH24_13570
ko:K07390	kph:KPNIH24_13580
ko:K03683	kph:KPNIH24_13585
ko:K01759	kph:KPNIH24_13590
ko:K10680	kph:KPNIH24_13595
ko:K07275	kph:KPNIH24_17890
ko:K06940	kph:KPNIH24_17895
ko:K06190	kph:KPNIH24_17905
ko:K10806	kph:KPNIH24_17915
ko:K00065	kph:KPNIH24_17930
ko:K07038	kph:KPNIH24_17935
ko:K06956	kph:KPNIH24_17940
ko:K15722	kph:KPNIH24_17945
ko:K03781	kph:KPNIH24_17950
ko:K03478	kph:KPNIH24_17955
ko:K01222	kph:KPNIH24_17960
ko:K03490	kph:KPNIH24_17965
ko:K02759	kph:KPNIH24_17970
ko:K02761	kph:KPNIH24_17975
ko:K02760	kph:KPNIH24_17980
ko:K04064	kph:KPNIH24_17985
ko:K01916	kph:KPNIH24_17990
ko:K05984	kph:KPNIH24_17995
ko:K05526	kph:KPNIH24_18005
ko:K01484	kph:KPNIH24_18010
ko:K06447	kph:KPNIH24_18015
ko:K00673	kph:KPNIH24_18020
ko:K00840	kph:KPNIH24_18025
ko:K01142	kph:KPNIH24_18030
ko:K05777	kph:KPNIH24_18050
ko:K05778	kph:KPNIH24_18055
ko:K05779	kph:KPNIH24_18060
ko:K08320	kph:KPNIH24_18075
ko:K00262	kph:KPNIH24_18080
ko:K01008	kph:KPNIH24_18095
ko:K09474	kph:KPNIH24_18100
ko:K04773	kph:KPNIH24_18120
ko:K01424	kph:KPNIH24_18125
ko:K08281	kph:KPNIH24_18130
ko:K08369	kph:KPNIH24_18135
ko:K18471	kph:KPNIH24_18145
ko:K09932	kph:KPNIH24_23365
ko:K01187	kph:KPNIH24_23385
ko:K11736	kph:KPNIH24_23390
ko:K03311	kph:KPNIH24_23395
ko:K07636	kph:KPNIH24_23400
ko:K07657	kph:KPNIH24_23405
ko:K03547	kph:KPNIH24_23410
ko:K00847	kph:KPNIH24_23420
ko:K03554	kph:KPNIH24_23425
ko:K09913	kph:KPNIH24_23430
ko:K14591	kph:KPNIH24_23435
ko:K00891	kph:KPNIH24_23445
ko:K09945	kph:KPNIH24_23450
ko:K09768	kph:KPNIH24_23455
ko:K00286	kph:KPNIH24_23460
ko:K01077	kph:KPNIH24_23470
ko:K08161	kph:KPNIH24_23480
ko:K01551	kph:KPNIH24_27610
ko:K03893	kph:KPNIH24_27615
ko:K00537	kph:KPNIH24_27620
ko:K03823	kph:KPNIH24_27625
ko:K03088	kph:KPNIH24_27640
ko:K03823	kph:KPNIH24_27655
ko:K07644	kph:KPNIH24_27690
ko:K07665	kph:KPNIH24_27695
ko:K07245	kph:KPNIH24_27700
ko:K07156	kph:KPNIH24_27705
ko:K07233	kph:KPNIH24_27710
ko:K17686	kph:KPNIH24_27735
ko:K07787	kph:KPNIH24_27745
ko:K07798	kph:KPNIH24_27750
ko:K07665	kph:KPNIH24_27770
ko:K07644	kph:KPNIH24_27775
ko:K02168	kph:KPNIH24_27810
ko:K09897	kph:KPNIH24_00605
ko:K07391	kph:KPNIH24_00610
ko:K01652	kph:KPNIH24_00615
ko:K11258	kph:KPNIH24_00620
ko:K00826	kph:KPNIH24_00625
ko:K01687	kph:KPNIH24_00630
ko:K01754	kph:KPNIH24_00635
ko:K02521	kph:KPNIH24_00640
ko:K00053	kph:KPNIH24_00645
ko:K03769	kph:KPNIH24_00650
ko:K03769	kph:KPNIH24_00655
ko:K03656	kph:KPNIH24_00660
ko:K06205	kph:KPNIH24_00005
ko:K00364	kph:KPNIH24_04175
ko:K02505	kph:KPNIH24_04180
ko:K02504	kph:KPNIH24_04185
ko:K02682	kph:KPNIH24_04190
ko:K00767	kph:KPNIH24_04195
ko:K03806	kph:KPNIH24_04200
ko:K03807	kph:KPNIH24_04205
ko:K11734	kph:KPNIH24_04220
ko:K00163	kph:KPNIH24_04230
ko:K00627	kph:KPNIH24_04235
ko:K00382	kph:KPNIH24_04240
ko:K01682	kph:KPNIH24_04260
ko:K09910	kph:KPNIH24_04265
ko:K01611	kph:KPNIH24_04270
ko:K00797	kph:KPNIH24_04275
ko:K14588	kph:KPNIH24_04310
ko:K00117	kph:KPNIH24_04315
ko:K00760	kph:KPNIH24_04320
ko:K01673	kph:KPNIH24_04325
ko:K01990	kph:KPNIH24_04330
ko:K01992	kph:KPNIH24_04335
ko:K01579	kph:KPNIH24_04350
ko:K01918	kph:KPNIH24_04355
ko:K00606	kph:KPNIH24_04360
ko:K00950	kph:KPNIH24_04365
ko:K00970	kph:KPNIH24_04370
ko:K01894	kph:KPNIH24_04375
ko:K06204	kph:KPNIH24_04380
ko:K06206	kph:KPNIH24_04385
ko:K01975	kph:KPNIH24_04390
ko:K03579	kph:KPNIH24_04395
ko:K02463	kph:KPNIH24_04405
ko:K02462	kph:KPNIH24_04410
ko:K02461	kph:KPNIH24_04415
ko:K02460	kph:KPNIH24_04420
ko:K02459	kph:KPNIH24_04425
ko:K02458	kph:KPNIH24_04430
ko:K02457	kph:KPNIH24_04435
ko:K05804	kph:KPNIH24_08585
ko:K03664	kph:KPNIH24_08610
ko:K07150	kph:KPNIH24_00665
ko:K01524	kph:KPNIH24_00685
ko:K03732	kph:KPNIH24_00690
ko:K03671	kph:KPNIH24_00695
ko:K03628	kph:KPNIH24_00700
ko:K02851	kph:KPNIH24_00705
ko:K05790	kph:KPNIH24_00710
ko:K01791	kph:KPNIH24_00715
ko:K02472	kph:KPNIH24_00720
ko:K00973	kph:KPNIH24_00730
ko:K16704	kph:KPNIH24_00735
ko:K02805	kph:KPNIH24_00740
ko:K16693	kph:KPNIH24_00745
ko:K12582	kph:KPNIH24_00750
ko:K02853	kph:KPNIH24_00755
ko:K02852	kph:KPNIH24_00760
ko:K02498	kph:KPNIH24_00795
ko:K02496	kph:KPNIH24_00800
ko:K01719	kph:KPNIH24_00805
ko:K01749	kph:KPNIH24_00810
ko:K05851	kph:KPNIH24_00815
ko:K06202	kph:KPNIH24_00820
ko:K01778	kph:KPNIH24_00830
ko:K09921	kph:KPNIH24_00835
ko:K03733	kph:KPNIH24_00840
ko:K15548	kph:KPNIH24_05010
ko:K03468	kph:KPNIH24_05015
ko:K03623	kph:KPNIH24_05020
ko:K03402	kph:KPNIH24_05035
ko:K00024	kph:KPNIH24_05040
ko:K04691	kph:KPNIH24_05045
ko:K09908	kph:KPNIH24_05055
ko:K06916	kph:KPNIH24_05060
ko:K02871	kph:KPNIH24_05065
ko:K02996	kph:KPNIH24_05070
ko:K03599	kph:KPNIH24_05075
ko:K03600	kph:KPNIH24_05080
ko:K01788	kph:KPNIH24_05085
ko:K00266	kph:KPNIH24_05090
ko:K00265	kph:KPNIH24_05095
ko:K07139	kph:KPNIH24_05100
ko:K08322	kph:KPNIH24_05110
ko:K01686	kph:KPNIH24_05115
ko:K07648	kph:KPNIH24_05120
ko:K03814	kph:KPNIH24_05130
ko:K08485	kph:KPNIH24_05135
ko:K06958	kph:KPNIH24_05140
ko:K02806	kph:KPNIH24_05145
ko:K05808	kph:KPNIH24_05150
ko:K03092	kph:KPNIH24_05155
ko:K06861	kph:KPNIH24_05160
ko:K09774	kph:KPNIH24_05165
ko:K11719	kph:KPNIH24_05170
ko:K03270	kph:KPNIH24_05175
ko:K06041	kph:KPNIH24_05180
ko:K07301	kph:KPNIH24_05185
ko:K02065	kph:KPNIH24_05190
ko:K02066	kph:KPNIH24_05195
ko:K02067	kph:KPNIH24_05200
ko:K07323	kph:KPNIH24_05205
ko:K07122	kph:KPNIH24_05210
ko:K00790	kph:KPNIH24_05220
ko:K02523	kph:KPNIH24_05230
ko:K02888	kph:KPNIH24_05235
ko:K02899	kph:KPNIH24_05240
ko:K03979	kph:KPNIH24_05250
ko:K07259	kph:KPNIH24_05255
ko:K03624	kph:KPNIH24_05260
ko:K01448	kph:KPNIH24_09425
ko:K07223	kph:KPNIH24_09445
ko:K02048	kph:KPNIH24_09450
ko:K02046	kph:KPNIH24_09455
ko:K02047	kph:KPNIH24_09460
ko:K02045	kph:KPNIH24_09465
ko:K12339	kph:KPNIH24_09470
ko:K00868	kph:KPNIH24_09485
ko:K08483	kph:KPNIH24_09500
ko:K02784	kph:KPNIH24_09505
ko:K01738	kph:KPNIH24_09515
ko:K06203	kph:KPNIH24_09520
ko:K03528	kph:KPNIH24_09525
ko:K01972	kph:KPNIH24_09530
ko:K09954	kph:KPNIH24_09535
ko:K14347	kph:KPNIH24_09540
ko:K01885	kph:KPNIH24_09570
ko:K11535	kph:KPNIH24_09605
ko:K03322	kph:KPNIH24_09610
ko:K00845	kph:KPNIH24_09635
ko:K02477	kph:KPNIH24_09640
ko:K02478	kph:KPNIH24_09645
ko:K14261	kph:KPNIH24_09650
ko:K03449	kph:KPNIH24_09655
ko:K11921	kph:KPNIH24_09665
ko:K04754	kph:KPNIH24_09690
ko:K06076	kph:KPNIH24_09695
ko:K00426	kph:KPNIH24_13885
ko:K00425	kph:KPNIH24_13890
ko:K02055	kph:KPNIH24_13905
ko:K02052	kph:KPNIH24_13910
ko:K02054	kph:KPNIH24_13915
ko:K02053	kph:KPNIH24_13920
ko:K00137	kph:KPNIH24_13925
ko:K09936	kph:KPNIH24_13980
ko:K03823	kph:KPNIH24_13985
ko:K01250	kph:KPNIH24_14000
ko:K02014	kph:KPNIH24_14015
ko:K11738	kph:KPNIH24_14030
ko:K02030	kph:KPNIH24_14060
ko:K02029	kph:KPNIH24_14070
ko:K02028	kph:KPNIH24_14075
ko:K02030	kph:KPNIH24_14080
ko:K11208	kph:KPNIH24_14085
ko:K01821	kph:KPNIH24_14090
ko:K16077	kph:KPNIH24_14095
ko:K02855	kph:KPNIH24_14110
ko:K02010	kph:KPNIH24_14120
ko:K02012	kph:KPNIH24_14125
ko:K02011	kph:KPNIH24_14130
ko:K00675	kph:KPNIH24_14135
ko:K00374	kph:KPNIH24_14140
ko:K00373	kph:KPNIH24_14145
ko:K00371	kph:KPNIH24_14150
ko:K00370	kph:KPNIH24_14155
ko:K02575	kph:KPNIH24_14160
ko:K09984	kph:KPNIH24_18440
ko:K00031	kph:KPNIH24_18460
ko:K06181	kph:KPNIH24_18465
ko:K12152	kph:KPNIH24_18470
ko:K00566	kph:KPNIH24_18475
ko:K07153	kph:KPNIH24_18480
ko:K01756	kph:KPNIH24_18485
ko:K07660	kph:KPNIH24_18500
ko:K07637	kph:KPNIH24_18505
ko:K01258	kph:KPNIH24_18515
ko:K11072	kph:KPNIH24_18520
ko:K11071	kph:KPNIH24_18525
ko:K11070	kph:KPNIH24_18530
ko:K11069	kph:KPNIH24_18535
ko:K12410	kph:KPNIH24_18555
ko:K00884	kph:KPNIH24_18560
ko:K09808	kph:KPNIH24_18565
ko:K09810	kph:KPNIH24_18570
ko:K09808	kph:KPNIH24_18575
ko:K03723	kph:KPNIH24_18580
ko:K12151	kph:KPNIH24_18590
ko:K02014	kph:KPNIH24_18600
ko:K03885	kph:KPNIH24_18610
ko:K07000	kph:KPNIH24_18615
ko:K01207	kph:KPNIH24_18620
ko:K07251	kph:KPNIH24_18625
ko:K07337	kph:KPNIH24_18630
ko:K02503	kph:KPNIH24_18640
ko:K02778	kph:KPNIH24_18645
ko:K02779	kph:KPNIH24_18645
ko:K03424	kph:KPNIH24_18650
ko:K02341	kph:KPNIH24_18655
ko:K00943	kph:KPNIH24_18660
ko:K07082	kph:KPNIH24_18665
ko:K02619	kph:KPNIH24_18670
ko:K09458	kph:KPNIH24_18675
ko:K02078	kph:KPNIH24_18680
ko:K00059	kph:KPNIH24_18685
ko:K00645	kph:KPNIH24_18690
ko:K00648	kph:KPNIH24_18695
ko:K15772	kph:KPNIH24_22940
ko:K15771	kph:KPNIH24_22945
ko:K15770	kph:KPNIH24_22950
ko:K10111	kph:KPNIH24_22955
ko:K07443	kph:KPNIH24_23000
ko:K09914	kph:KPNIH24_23005
ko:K10805	kph:KPNIH24_23010
ko:K03320	kph:KPNIH24_23015
ko:K04752	kph:KPNIH24_23020
ko:K05800	kph:KPNIH24_23040
ko:K01738	kph:KPNIH24_23045
ko:K11938	kph:KPNIH24_23050
ko:K06920	kph:KPNIH24_23060
ko:K12500	kph:KPNIH24_23065
ko:K02237	kph:KPNIH24_23070
ko:K03770	kph:KPNIH24_23075
ko:K03530	kph:KPNIH24_23080
ko:K01338	kph:KPNIH24_23085
ko:K03544	kph:KPNIH24_23090
ko:K01358	kph:KPNIH24_23095
ko:K03545	kph:KPNIH24_23100
ko:K05527	kph:KPNIH24_23110
ko:K07286	kph:KPNIH24_23115
ko:K08218	kph:KPNIH24_23120
ko:K02297	kph:KPNIH24_23125
ko:K02298	kph:KPNIH24_23130
ko:K02299	kph:KPNIH24_23135
ko:K02300	kph:KPNIH24_23140
ko:K02624	kph:KPNIH24_23155
ko:K00014	kph:KPNIH24_23160
ko:K08195	kph:KPNIH24_23185
ko:K09767	kph:KPNIH24_23200
ko:K00077	kph:KPNIH24_23205
ko:K03152	kph:KPNIH24_23210
ko:K02015	kph:KPNIH24_27300
ko:K02016	kph:KPNIH24_27305
ko:K16091	kph:KPNIH24_27310
ko:K07165	kph:KPNIH24_27315
ko:K03088	kph:KPNIH24_27320
ko:K01999	kph:KPNIH24_27335
ko:K02034	kph:KPNIH24_27345
ko:K02033	kph:KPNIH24_27350
ko:K02035	kph:KPNIH24_27355
ko:K02031	kph:KPNIH24_27365
ko:K02032	kph:KPNIH24_27365
ko:K09801	kph:KPNIH24_08620
ko:K06186	kph:KPNIH24_08625
ko:K03631	kph:KPNIH24_08630
ko:K00858	kph:KPNIH24_08635
ko:K03687	kph:KPNIH24_08640
ko:K03106	kph:KPNIH24_08655
ko:K02959	kph:KPNIH24_08660
ko:K02860	kph:KPNIH24_08665
ko:K00554	kph:KPNIH24_08670
ko:K02884	kph:KPNIH24_08675
ko:K01626	kph:KPNIH24_08705
ko:K14187	kph:KPNIH24_08710
ko:K14170	kph:KPNIH24_08720
ko:K05809	kph:KPNIH24_08725
ko:K05807	kph:KPNIH24_08730
ko:K06180	kph:KPNIH24_08735
ko:K05810	kph:KPNIH24_08740
ko:K03695	kph:KPNIH24_08745
ko:K05811	kph:KPNIH24_08775
ko:K00998	kph:KPNIH24_08780
ko:K05812	kph:KPNIH24_08790
ko:K03672	kph:KPNIH24_08795
ko:K03214	kph:KPNIH24_08800
ko:K03648	kph:KPNIH24_08805
ko:K05590	kph:KPNIH24_08815
ko:K15460	kph:KPNIH24_08820
ko:K00278	kph:KPNIH24_08825
ko:K03088	kph:KPNIH24_08830
ko:K03597	kph:KPNIH24_08835
ko:K03598	kph:KPNIH24_08840
ko:K03803	kph:KPNIH24_08845
ko:K03596	kph:KPNIH24_08850
ko:K03100	kph:KPNIH24_08855
ko:K03685	kph:KPNIH24_08860
ko:K02016	kph:KPNIH24_13035
ko:K02030	kph:KPNIH24_13045
ko:K02029	kph:KPNIH24_13050
ko:K02028	kph:KPNIH24_13055
ko:K13574	kph:KPNIH24_13095
ko:K02012	kph:KPNIH24_13100
ko:K02011	kph:KPNIH24_13105
ko:K02010	kph:KPNIH24_13110
ko:K06152	kph:KPNIH24_13120
ko:K06151	kph:KPNIH24_13125
ko:K02193	kph:KPNIH24_13135
ko:K02194	kph:KPNIH24_13140
ko:K02195	kph:KPNIH24_13145
ko:K02196	kph:KPNIH24_13150
ko:K02197	kph:KPNIH24_13155
ko:K02198	kph:KPNIH24_13160
ko:K02199	kph:KPNIH24_13165
ko:K02200	kph:KPNIH24_13170
ko:K03832	kph:KPNIH24_13190
ko:K18143	kph:KPNIH24_13205
ko:K18144	kph:KPNIH24_13210
ko:K03366	kph:KPNIH24_13235
ko:K01652	kph:KPNIH24_13240
ko:K01575	kph:KPNIH24_13245
ko:K00019	kph:KPNIH24_13255
ko:K00074	kph:KPNIH24_13265
ko:K00626	kph:KPNIH24_13270
ko:K01029	kph:KPNIH24_13275
ko:K01028	kph:KPNIH24_13280
ko:K17737	kph:KPNIH24_13285
ko:K03457	kph:KPNIH24_17670
ko:K09975	kph:KPNIH24_17675
ko:K00208	kph:KPNIH24_17680
ko:K01147	kph:KPNIH24_17690
ko:K04062	kph:KPNIH24_17705
ko:K03113	kph:KPNIH24_17710
ko:K01591	kph:KPNIH24_17715
ko:K08992	kph:KPNIH24_17725
ko:K01497	kph:KPNIH24_17735
ko:K01681	kph:KPNIH24_17740
ko:K13634	kph:KPNIH24_17750
ko:K03168	kph:KPNIH24_17760
ko:K04774	kph:KPNIH24_17770
ko:K06178	kph:KPNIH24_17790
ko:K03566	kph:KPNIH24_17795
ko:K07053	kph:KPNIH24_17810
ko:K01657	kph:KPNIH24_17815
ko:K13497	kph:KPNIH24_17820
ko:K13498	kph:KPNIH24_17825
ko:K01696	kph:KPNIH24_17830
ko:K01695	kph:KPNIH24_17835
ko:K07246	kph:KPNIH24_17845
ko:K13021	kph:KPNIH24_17850
ko:K16090	kph:KPNIH24_17880
ko:K06871	kph:KPNIH24_22060
ko:K01130	kph:KPNIH24_22065
ko:K10013	kph:KPNIH24_22085
ko:K02016	kph:KPNIH24_22110
ko:K02015	kph:KPNIH24_22115
ko:K02013	kph:KPNIH24_22120
ko:K00847	kph:KPNIH24_22140
ko:K16077	kph:KPNIH24_22145
ko:K02809	kph:KPNIH24_22150
ko:K02810	kph:KPNIH24_22150
ko:K01193	kph:KPNIH24_22155
ko:K03484	kph:KPNIH24_22160
ko:K17215	kph:KPNIH24_22175
ko:K17213	kph:KPNIH24_22180
ko:K02529	kph:KPNIH24_22185
ko:K00010	kph:KPNIH24_22190
ko:K03335	kph:KPNIH24_22205
ko:K04567	kph:KPNIH24_22215
ko:K03305	kph:KPNIH24_22220
ko:K03757	kph:KPNIH24_22230
ko:K03765	kph:KPNIH24_22235
ko:K02517	kph:KPNIH24_22245
ko:K07345	kph:KPNIH24_22270
ko:K01647	kph:KPNIH24_22285
ko:K07127	kph:KPNIH24_22295
ko:K07240	kph:KPNIH24_26445
ko:K02041	kph:KPNIH24_26500
ko:K02044	kph:KPNIH24_26505
ko:K02042	kph:KPNIH24_26510
ko:K13993	kph:KPNIH24_27510
ko:K03799	kph:KPNIH24_27530
ko:K02532	kph:KPNIH24_00295
ko:K03534	kph:KPNIH24_00300
ko:K10561	kph:KPNIH24_00310
ko:K10560	kph:KPNIH24_00315
ko:K10562	kph:KPNIH24_00320
ko:K10559	kph:KPNIH24_00325
ko:K01629	kph:KPNIH24_00330
ko:K01813	kph:KPNIH24_00335
ko:K00848	kph:KPNIH24_00340
ko:K02855	kph:KPNIH24_00345
ko:K02854	kph:KPNIH24_00350
ko:K02856	kph:KPNIH24_00355
ko:K04564	kph:KPNIH24_00360
ko:K07640	kph:KPNIH24_00370
ko:K06006	kph:KPNIH24_00380
ko:K13283	kph:KPNIH24_00385
ko:K00850	kph:KPNIH24_00390
ko:K02553	kph:KPNIH24_00395
ko:K02548	kph:KPNIH24_00400
ko:K03667	kph:KPNIH24_00405
ko:K01419	kph:KPNIH24_00410
ko:K03591	kph:KPNIH24_00415
ko:K05499	kph:KPNIH24_00420
ko:K04066	kph:KPNIH24_00425
ko:K02909	kph:KPNIH24_00430
ko:K03764	kph:KPNIH24_00435
ko:K01739	kph:KPNIH24_00440
ko:K12525	kph:KPNIH24_00445
ko:K01607	kph:KPNIH24_00460
ko:K00297	kph:KPNIH24_00470
ko:K00005	kph:KPNIH24_00480
ko:K08314	kph:KPNIH24_00485
ko:K01595	kph:KPNIH24_00500
ko:K01438	kph:KPNIH24_00505
ko:K00145	kph:KPNIH24_00510
ko:K00930	kph:KPNIH24_00515
ko:K01755	kph:KPNIH24_00520
ko:K04761	kph:KPNIH24_00525
ko:K00322	kph:KPNIH24_00530
ko:K16092	kph:KPNIH24_00555
ko:K01776	kph:KPNIH24_00560
ko:K01881	kph:KPNIH24_04715
ko:K06080	kph:KPNIH24_04725
ko:K02073	kph:KPNIH24_04730
ko:K02072	kph:KPNIH24_04735
ko:K02071	kph:KPNIH24_04740
ko:K03273	kph:KPNIH24_04745
ko:K18141	kph:KPNIH24_04795
ko:K18140	kph:KPNIH24_04800
ko:K03557	kph:KPNIH24_04910
ko:K05540	kph:KPNIH24_04915
ko:K02687	kph:KPNIH24_04920
ko:K14392	kph:KPNIH24_04925
ko:K01961	kph:KPNIH24_04935
ko:K02160	kph:KPNIH24_04940
ko:K03786	kph:KPNIH24_04945
ko:K17247	kph:KPNIH24_04950
ko:K03569	kph:KPNIH24_04965
ko:K03570	kph:KPNIH24_04970
ko:K03571	kph:KPNIH24_04975
ko:K06287	kph:KPNIH24_04980
ko:K08301	kph:KPNIH24_04985
ko:K03568	kph:KPNIH24_04995
ko:K06871	kph:KPNIH24_09150
ko:K01524	kph:KPNIH24_09180
ko:K00937	kph:KPNIH24_09185
ko:K11175	kph:KPNIH24_09190
ko:K01933	kph:KPNIH24_09195
ko:K18673	kph:KPNIH24_09200
ko:K01223	kph:KPNIH24_09205
ko:K00761	kph:KPNIH24_09210
