ko:K03316	ypz:YPZ3_3119
ko:K01709	ypz:YPZ3_2743
ko:K00978	ypz:YPZ3_2744
ko:K00523	ypz:YPZ3_2745
ko:K01772	ypz:YPZ3_2746
ko:K02112	ypz:YPZ3_3535
ko:K02115	ypz:YPZ3_3536
ko:K02111	ypz:YPZ3_3537
ko:K02113	ypz:YPZ3_3538
ko:K02109	ypz:YPZ3_3539
ko:K02108	ypz:YPZ3_3540
ko:K03501	ypz:YPZ3_3542
ko:K03495	ypz:YPZ3_3543
ko:K07484	ypz:YPZ3_0336
ko:K00537	ypz:YPZ3_2704
ko:K00965	ypz:YPZ3_1032
ko:K00941	ypz:YPZ3_2465
ko:K14187	ypz:YPZ3_2890
ko:K02027	ypz:YPZ3_0583
ko:K02027	ypz:YPZ3_3067
ko:K02027	ypz:YPZ3_1853
ko:K13060	ypz:YPZ3_2106
ko:K11748	ypz:YPZ3_0165
ko:K02058	ypz:YPZ3_1909
ko:K02027	ypz:YPZ3_2125
ko:K01739	ypz:YPZ3_0098
ko:K02010	ypz:YPZ3_2685
ko:K02052	ypz:YPZ3_2477
ko:K14347	ypz:YPZ3_1598
ko:K02053	ypz:YPZ3_1794
ko:K02062	ypz:YPZ3_0505
ko:K14236	ypz:YPZ3_t22
ko:K14236	ypz:YPZ3_t57
ko:K14392	ypz:YPZ3_3141
ko:K14233	ypz:YPZ3_t15
ko:K14260	ypz:YPZ3_2261
ko:K16371	ypz:YPZ3_0881
ko:K14228	ypz:YPZ3_t62
ko:K14228	ypz:YPZ3_t4
ko:K07771	ypz:YPZ3_3253
ko:K07791	ypz:YPZ3_0349
ko:K01139	ypz:YPZ3_0036
ko:K14232	ypz:YPZ3_t17
ko:K05835	ypz:YPZ3_3387
ko:K05499	ypz:YPZ3_0094
ko:K02509	ypz:YPZ3_1952
ko:K02053	ypz:YPZ3_2482
ko:K14234	ypz:YPZ3_t55
ko:K14224	ypz:YPZ3_t1
ko:K14224	ypz:YPZ3_t44
ko:K14224	ypz:YPZ3_t67
ko:K14224	ypz:YPZ3_t10
ko:K14233	ypz:YPZ3_t23
ko:K14233	ypz:YPZ3_t24
ko:K14234	ypz:YPZ3_t52
ko:K14228	ypz:YPZ3_t25
ko:K14218	ypz:YPZ3_t53
ko:K14218	ypz:YPZ3_t59
ko:K02058	ypz:YPZ3_3449
ko:K02057	ypz:YPZ3_3446
ko:K02057	ypz:YPZ3_3447
ko:K14230	ypz:YPZ3_t32
ko:K14230	ypz:YPZ3_t35
ko:K02056	ypz:YPZ3_3448
ko:K11604	ypz:YPZ3_1453
ko:K11605	ypz:YPZ3_1451
ko:K14218	ypz:YPZ3_t42
ko:K14218	ypz:YPZ3_t43
ko:K02029	ypz:YPZ3_3523
ko:K02029	ypz:YPZ3_3524
ko:K02029	ypz:YPZ3_2861
ko:K02029	ypz:YPZ3_2862
ko:K08234	ypz:YPZ3_0968
ko:K11737	ypz:YPZ3_1870
ko:K07480	ypz:YPZ3_0766
ko:K14219	ypz:YPZ3_t64
ko:K14225	ypz:YPZ3_t56
ko:K14393	ypz:YPZ3_0216
ko:K14237	ypz:YPZ3_t39
ko:K14237	ypz:YPZ3_t40
ko:K14237	ypz:YPZ3_t41
ko:K02010	ypz:YPZ3_2607
ko:K14223	ypz:YPZ3_t33
ko:K06147	ypz:YPZ3_1972
ko:K06147	ypz:YPZ3_0728
ko:K14445	ypz:YPZ3_0739
ko:K15034	ypz:YPZ3_0972
ko:K06221	ypz:YPZ3_0633
ko:K00344	ypz:YPZ3_0274
ko:K13002	ypz:YPZ3_2730
ko:K09810	ypz:YPZ3_2065
ko:K04093	ypz:YPZ3_1235
ko:K08599	ypz:YPZ3_pCD0011
ko:K01985	ypz:YPZ3_r12
ko:K01985	ypz:YPZ3_r15
ko:K01985	ypz:YPZ3_r8
ko:K01985	ypz:YPZ3_r6
ko:K01985	ypz:YPZ3_r3
ko:K01985	ypz:YPZ3_r18
ko:K01985	ypz:YPZ3_r11
ko:K08723	ypz:YPZ3_1576
ko:K02054	ypz:YPZ3_2481
ko:K14744	ypz:YPZ3_1735
ko:K03307	ypz:YPZ3_2645
ko:K14234	ypz:YPZ3_t16
ko:K14234	ypz:YPZ3_t58
ko:K14235	ypz:YPZ3_t65
ko:K07308	ypz:YPZ3_2612
ko:K02056	ypz:YPZ3_3123
ko:K14231	ypz:YPZ3_t6
ko:K14231	ypz:YPZ3_t2
ko:K15396	ypz:YPZ3_2432
ko:K07346	ypz:YPZ3_3429
ko:K11606	ypz:YPZ3_1450
ko:K14227	ypz:YPZ3_t54
ko:K14227	ypz:YPZ3_t60
ko:K14225	ypz:YPZ3_t7
ko:K00674	ypz:YPZ3_0948
ko:K01524	ypz:YPZ3_2485
ko:K02487	ypz:YPZ3_0303
ko:K12513	ypz:YPZ3_0642
ko:K07128	ypz:YPZ3_pMT0025
ko:K07128	ypz:YPZ3_pMT0026
ko:K13641	ypz:YPZ3_3285
ko:K15125	ypz:YPZ3_2133
ko:K15125	ypz:YPZ3_0574
ko:K08566	ypz:YPZ3_pPCP0007
ko:K11902	ypz:YPZ3_2597
ko:K01077	ypz:YPZ3_1573
ko:K07483	ypz:YPZ3_pCD0008
ko:K01760	ypz:YPZ3_0239
ko:K01760	ypz:YPZ3_0637
ko:K02054	ypz:YPZ3_1793
ko:K10713	ypz:YPZ3_2110
ko:K14226	ypz:YPZ3_t63
ko:K06147	ypz:YPZ3_0727
ko:K02455	ypz:YPZ3_0895
ko:K08305	ypz:YPZ3_2604
ko:K01784	ypz:YPZ3_1033
ko:K00564	ypz:YPZ3_0415
ko:K08997	ypz:YPZ3_1474
ko:K12514	ypz:YPZ3_0641
ko:K14237	ypz:YPZ3_t20
ko:K14237	ypz:YPZ3_t21
ko:K14230	ypz:YPZ3_t5
ko:K14219	ypz:YPZ3_t37
ko:K14223	ypz:YPZ3_t31
ko:K10218	ypz:YPZ3_0075
ko:K14222	ypz:YPZ3_t26
ko:K21029	ypz:YPZ3_1362
ko:K07404	ypz:YPZ3_1041
ko:K00839	ypz:YPZ3_2859
ko:K14230	ypz:YPZ3_t51
ko:K14230	ypz:YPZ3_t8
ko:K14230	ypz:YPZ3_t9
ko:K01485	ypz:YPZ3_0141
ko:K01980	ypz:YPZ3_r5
ko:K01980	ypz:YPZ3_r2
ko:K01980	ypz:YPZ3_r9
ko:K01980	ypz:YPZ3_r13
ko:K01980	ypz:YPZ3_r16
ko:K01980	ypz:YPZ3_r19
ko:K14261	ypz:YPZ3_2620
ko:K14221	ypz:YPZ3_t12
ko:K01524	ypz:YPZ3_3424
ko:K14170	ypz:YPZ3_2886
ko:K11607	ypz:YPZ3_1452
ko:K14219	ypz:YPZ3_t46
ko:K14219	ypz:YPZ3_t47
ko:K14219	ypz:YPZ3_t45
ko:K03897	ypz:YPZ3_1395
ko:K01607	ypz:YPZ3_1819
ko:K06858	ypz:YPZ3_2982
ko:K02005	ypz:YPZ3_1366
ko:K01607	ypz:YPZ3_3135
ko:K01728	ypz:YPZ3_2172
ko:K01840	ypz:YPZ3_2127
ko:K00008	ypz:YPZ3_2144
ko:K12453	ypz:YPZ3_2741
ko:K01096	ypz:YPZ3_1630
ko:K01593	ypz:YPZ3_1100
ko:K13000	ypz:YPZ3_2737
ko:K13001	ypz:YPZ3_2735
ko:K02464	ypz:YPZ3_0900
ko:K03767	ypz:YPZ3_0146
ko:K10195	ypz:YPZ3_1985
ko:K02058	ypz:YPZ3_1182
ko:K02058	ypz:YPZ3_1384
ko:K02058	ypz:YPZ3_2930
ko:K02058	ypz:YPZ3_3122
ko:K02056	ypz:YPZ3_1183
ko:K02056	ypz:YPZ3_1908
ko:K02056	ypz:YPZ3_2932
ko:K02030	ypz:YPZ3_2863
ko:K02030	ypz:YPZ3_3525
ko:K02028	ypz:YPZ3_2860
ko:K04057	ypz:YPZ3_pCD0029
ko:K12342	ypz:YPZ3_1267
ko:K12342	ypz:YPZ3_1268
ko:K12536	ypz:YPZ3_3461
ko:K11009	ypz:YPZ3_pMT0065
ko:K06221	ypz:YPZ3_2510
ko:K07486	ypz:YPZ3_pMT0062
ko:K12545	ypz:YPZ3_3462
ko:K08351	ypz:YPZ3_0911
ko:K06415	ypz:YPZ3_1697
ko:K01138	ypz:YPZ3_0871
ko:K01138	ypz:YPZ3_2684
ko:K06867	ypz:YPZ3_0707
ko:K06867	ypz:YPZ3_2388
ko:K06867	ypz:YPZ3_2939
ko:K01826	ypz:YPZ3_1953
ko:K04056	ypz:YPZ3_pCD0028
ko:K04052	ypz:YPZ3_pCD0041
ko:K02056	ypz:YPZ3_1418
ko:K00758	ypz:YPZ3_0425
ko:K03892	ypz:YPZ3_2944
ko:K02056	ypz:YPZ3_1419
ko:K04049	ypz:YPZ3_pCD0036
ko:K04059	ypz:YPZ3_pCD0024
ko:K04051	ypz:YPZ3_pCD0040
ko:K04060	ypz:YPZ3_pCD0023
ko:K04053	ypz:YPZ3_pCD0042
ko:K04055	ypz:YPZ3_pCD0046
ko:K07497	ypz:YPZ3_pCD0007
ko:K02465	ypz:YPZ3_0901
ko:K06887	ypz:YPZ3_1864
ko:K01990	ypz:YPZ3_1073
ko:K00758	ypz:YPZ3_0424
ko:K07483	ypz:YPZ3_pCD0056
ko:K14979	ypz:YPZ3_0220
ko:K07497	ypz:YPZ3_pCD0064
ko:K02083	ypz:YPZ3_2855
ko:K14978	ypz:YPZ3_0221
ko:K06212	ypz:YPZ3_1264
ko:K00813	ypz:YPZ3_1287
ko:K03293	ypz:YPZ3_3408
ko:K00090	ypz:YPZ3_3498
ko:K00884	ypz:YPZ3_2063
ko:K14588	ypz:YPZ3_3006
ko:K00483	ypz:YPZ3_1949
ko:K11016	ypz:YPZ3_3282
ko:K07346	ypz:YPZ3_1994
ko:K07483	ypz:YPZ3_0335
ko:K07497	ypz:YPZ3_pCD0048
ko:K07497	ypz:YPZ3_pCD0055
ko:K07245	ypz:YPZ3_1935
ko:K12341	ypz:YPZ3_pCD0058
ko:K08316	ypz:YPZ3_3371
ko:K01835	ypz:YPZ3_2368
ko:K03668	ypz:YPZ3_1547
ko:K01270	ypz:YPZ3_2837
ko:K04054	ypz:YPZ3_pCD0044
ko:K14682	ypz:YPZ3_0930
ko:K11904	ypz:YPZ3_0735
ko:K00971	ypz:YPZ3_2731
ko:K06887	ypz:YPZ3_2459
ko:K11016	ypz:YPZ3_1779
ko:K12530	ypz:YPZ3_1609
ko:K00632	ypz:YPZ3_3325
ko:K03566	ypz:YPZ3_0936
ko:K05874	ypz:YPZ3_0903
ko:K02477	ypz:YPZ3_2892
ko:K01185	ypz:YPZ3_1736
ko:K14762	ypz:YPZ3_3487
ko:K01146	ypz:YPZ3_0939
ko:K16013	ypz:YPZ3_1253
ko:K13409	ypz:YPZ3_0086
ko:K13408	ypz:YPZ3_0087
ko:K11906	ypz:YPZ3_2584
ko:K11939	ypz:YPZ3_2149
ko:K10823	ypz:YPZ3_1660
ko:K06919	ypz:YPZ3_0839
ko:K01731	ypz:YPZ3_1982
ko:K07484	ypz:YPZ3_0337
ko:K05875	ypz:YPZ3_3484
ko:K01069	ypz:YPZ3_0985
ko:K12537	ypz:YPZ3_3460
ko:K02778	ypz:YPZ3_0862
ko:K01447	ypz:YPZ3_2018
ko:K07491	ypz:YPZ3_0017
ko:K07491	ypz:YPZ3_0085
ko:K14742	ypz:YPZ3_1752
ko:K03719	ypz:YPZ3_2044
ko:K16012	ypz:YPZ3_1252
ko:K12531	ypz:YPZ3_1606
ko:K15257	ypz:YPZ3_1775
ko:K15256	ypz:YPZ3_1774
ko:K12055	ypz:YPZ3_0291
ko:K15580	ypz:YPZ3_1664
ko:K15547	ypz:YPZ3_0589
ko:K15580	ypz:YPZ3_1538
ko:K03468	ypz:YPZ3_3169
ko:K15549	ypz:YPZ3_0590
ko:K15545	ypz:YPZ3_1590
ko:K03574	ypz:YPZ3_0543
ko:K15552	ypz:YPZ3_0159
ko:K15738	ypz:YPZ3_1296
ko:K15461	ypz:YPZ3_2548
ko:K01082	ypz:YPZ3_3235
ko:K15536	ypz:YPZ3_3176
ko:K15554	ypz:YPZ3_3116
ko:K15634	ypz:YPZ3_0442
ko:K15771	ypz:YPZ3_0858
ko:K15553	ypz:YPZ3_3114
ko:K15633	ypz:YPZ3_0059
ko:K15772	ypz:YPZ3_0859
ko:K15551	ypz:YPZ3_0157
ko:K10831	ypz:YPZ3_0158
ko:K02428	ypz:YPZ3_0782
ko:K15582	ypz:YPZ3_1662
ko:K04765	ypz:YPZ3_2976
ko:K03585	ypz:YPZ3_3076
ko:K15460	ypz:YPZ3_2390
ko:K15723	ypz:YPZ3_0942
ko:K15583	ypz:YPZ3_1661
ko:K15539	ypz:YPZ3_2448
ko:K15536	ypz:YPZ3_2923
ko:K15724	ypz:YPZ3_2984
ko:K15342	ypz:YPZ3_2117
ko:K01713	ypz:YPZ3_2943
ko:K07497	ypz:YPZ3_0741
ko:K18446	ypz:YPZ3_0612
ko:K18139	ypz:YPZ3_3074
ko:K18138	ypz:YPZ3_3075
ko:K15984	ypz:YPZ3_2191
ko:K15974	ypz:YPZ3_2870
ko:K15977	ypz:YPZ3_0546
ko:K07497	ypz:YPZ3_0703
ko:K07493	ypz:YPZ3_0011
ko:K07493	ypz:YPZ3_1078
ko:K07493	ypz:YPZ3_1361
ko:K07493	ypz:YPZ3_1425
ko:K07493	ypz:YPZ3_1446
ko:K07493	ypz:YPZ3_1655
ko:K07493	ypz:YPZ3_1675
ko:K07493	ypz:YPZ3_1705
ko:K07493	ypz:YPZ3_1730
ko:K07493	ypz:YPZ3_1830
ko:K07493	ypz:YPZ3_1978
ko:K07493	ypz:YPZ3_2069
ko:K07493	ypz:YPZ3_2098
ko:K07493	ypz:YPZ3_2100
ko:K07493	ypz:YPZ3_2271
ko:K07493	ypz:YPZ3_2463
ko:K07493	ypz:YPZ3_2515
ko:K07493	ypz:YPZ3_2522
ko:K07493	ypz:YPZ3_2590
ko:K07493	ypz:YPZ3_3427
ko:K07493	ypz:YPZ3_pMT0061
ko:K19734	ypz:YPZ3_2107
ko:K19734	ypz:YPZ3_0753
ko:K16152	ypz:YPZ3_3463
ko:K16135	ypz:YPZ3_2139
ko:K14229	ypz:YPZ3_r7
ko:K16089	ypz:YPZ3_2941
ko:K16092	ypz:YPZ3_3451
ko:K16088	ypz:YPZ3_1402
ko:K16089	ypz:YPZ3_1201
ko:K16137	ypz:YPZ3_1506
ko:K07491	ypz:YPZ3_3366
ko:K07491	ypz:YPZ3_3304
ko:K07491	ypz:YPZ3_3229
ko:K07491	ypz:YPZ3_3201
ko:K07491	ypz:YPZ3_3013
ko:K07491	ypz:YPZ3_2931
ko:K07491	ypz:YPZ3_2885
ko:K07491	ypz:YPZ3_2706
ko:K07491	ypz:YPZ3_2696
ko:K07491	ypz:YPZ3_2496
ko:K07491	ypz:YPZ3_2458
ko:K07491	ypz:YPZ3_2430
ko:K07491	ypz:YPZ3_2406
ko:K07491	ypz:YPZ3_2322
ko:K07491	ypz:YPZ3_2087
ko:K07491	ypz:YPZ3_1534
ko:K07491	ypz:YPZ3_1386
ko:K07491	ypz:YPZ3_1308
ko:K07491	ypz:YPZ3_1300
ko:K07491	ypz:YPZ3_1250
ko:K07491	ypz:YPZ3_1158
ko:K07491	ypz:YPZ3_1054
ko:K07491	ypz:YPZ3_0943
ko:K07491	ypz:YPZ3_0653
ko:K07491	ypz:YPZ3_0652
ko:K07491	ypz:YPZ3_0516
ko:K07491	ypz:YPZ3_0465
ko:K07491	ypz:YPZ3_0176
ko:K07491	ypz:YPZ3_3407
ko:K07491	ypz:YPZ3_3322
ko:K07491	ypz:YPZ3_3131
ko:K07491	ypz:YPZ3_2903
ko:K07491	ypz:YPZ3_2896
ko:K07491	ypz:YPZ3_2805
ko:K07491	ypz:YPZ3_2796
ko:K07491	ypz:YPZ3_2639
ko:K07491	ypz:YPZ3_2630
ko:K07491	ypz:YPZ3_2415
ko:K07491	ypz:YPZ3_2196
ko:K07491	ypz:YPZ3_2095
ko:K07491	ypz:YPZ3_2080
ko:K07491	ypz:YPZ3_1928
ko:K07491	ypz:YPZ3_1791
ko:K07491	ypz:YPZ3_1715
ko:K07491	ypz:YPZ3_1525
ko:K07491	ypz:YPZ3_1491
ko:K07491	ypz:YPZ3_1283
ko:K07491	ypz:YPZ3_1127
ko:K07491	ypz:YPZ3_1081
ko:K07491	ypz:YPZ3_0999
ko:K07491	ypz:YPZ3_0801
ko:K07491	ypz:YPZ3_0679
ko:K07491	ypz:YPZ3_0559
ko:K07491	ypz:YPZ3_0521
ko:K07491	ypz:YPZ3_0473
ko:K11892	ypz:YPZ3_1337
ko:K11903	ypz:YPZ3_1339
ko:K02014	ypz:YPZ3_0744
ko:K07347	ypz:YPZ3_pMT0058
ko:K16087	ypz:YPZ3_0244
ko:K16053	ypz:YPZ3_2118
ko:K16078	ypz:YPZ3_2425
ko:K16074	ypz:YPZ3_1539
ko:K11736	ypz:YPZ3_2817
ko:K15540	ypz:YPZ3_1997
ko:K09476	ypz:YPZ3_1288
ko:K16210	ypz:YPZ3_1129
ko:K00209	ypz:YPZ3_3519
ko:K16321	ypz:YPZ3_0731
ko:K20542	ypz:YPZ3_2169
ko:K12532	ypz:YPZ3_1607
ko:K12532	ypz:YPZ3_1608
ko:K16515	ypz:YPZ3_0076
ko:K16516	ypz:YPZ3_0077
ko:K03299	ypz:YPZ3_2186
ko:K16322	ypz:YPZ3_2197
ko:K11734	ypz:YPZ3_3018
ko:K11734	ypz:YPZ3_1970
ko:K16263	ypz:YPZ3_0615
ko:K16264	ypz:YPZ3_1024
ko:K11959	ypz:YPZ3_1094
ko:K11960	ypz:YPZ3_1095
ko:K16693	ypz:YPZ3_3412
ko:K02071	ypz:YPZ3_1206
ko:K16704	ypz:YPZ3_3414
ko:K08598	ypz:YPZ3_pCD0051
ko:K19230	ypz:YPZ3_1520
ko:K11961	ypz:YPZ3_1096
ko:K11962	ypz:YPZ3_1097
ko:K11963	ypz:YPZ3_1098
ko:K02055	ypz:YPZ3_1795
ko:K16842	ypz:YPZ3_2333
ko:K18138	ypz:YPZ3_2758
ko:K19227	ypz:YPZ3_1523
ko:K18334	ypz:YPZ3_1431
ko:K02503	ypz:YPZ3_2078
ko:K17202	ypz:YPZ3_2921
ko:K17206	ypz:YPZ3_0854
ko:K17210	ypz:YPZ3_2281
ko:K17209	ypz:YPZ3_2282
ko:K17247	ypz:YPZ3_3145
ko:K12678	ypz:YPZ3_0709
ko:K17713	ypz:YPZ3_2452
ko:K17203	ypz:YPZ3_2918
ko:K17204	ypz:YPZ3_2919
ko:K17205	ypz:YPZ3_0853
ko:K17207	ypz:YPZ3_0855
ko:K17208	ypz:YPZ3_2280
ko:K01990	ypz:YPZ3_3003
ko:K05601	ypz:YPZ3_1242
ko:K01992	ypz:YPZ3_3002
ko:K10112	ypz:YPZ3_0580
ko:K10111	ypz:YPZ3_2128
ko:K10112	ypz:YPZ3_3064
ko:K17686	ypz:YPZ3_2720
ko:K20866	ypz:YPZ3_0025
ko:K02495	ypz:YPZ3_0020
ko:K10111	ypz:YPZ3_0856
ko:K10111	ypz:YPZ3_1850
ko:K19229	ypz:YPZ3_1521
ko:K19789	ypz:YPZ3_1159
ko:K17758	ypz:YPZ3_0367
ko:K17759	ypz:YPZ3_0367
ko:K00254	ypz:YPZ3_1292
ko:K17733	ypz:YPZ3_3160
ko:K03585	ypz:YPZ3_2757
ko:K07483	ypz:YPZ3_0102
ko:K17948	ypz:YPZ3_1871
ko:K18335	ypz:YPZ3_1429
ko:K21908	ypz:YPZ3_0566
ko:K07483	ypz:YPZ3_3510
ko:K11904	ypz:YPZ3_0763
ko:K18324	ypz:YPZ3_2680
ko:K18326	ypz:YPZ3_2473
ko:K11904	ypz:YPZ3_1341
ko:K11904	ypz:YPZ3_2577
ko:K11893	ypz:YPZ3_0498
ko:K11904	ypz:YPZ3_3103
ko:K11904	ypz:YPZ3_3097
ko:K11891	ypz:YPZ3_0500
ko:K11892	ypz:YPZ3_0499
ko:K11906	ypz:YPZ3_0497
ko:K11904	ypz:YPZ3_0492
ko:K18475	ypz:YPZ3_2490
ko:K11901	ypz:YPZ3_0485
ko:K11902	ypz:YPZ3_0484
ko:K18475	ypz:YPZ3_2491
ko:K18691	ypz:YPZ3_2411
ko:K18697	ypz:YPZ3_2409
ko:K18765	ypz:YPZ3_3148
ko:K11741	ypz:YPZ3_0356
ko:K18889	ypz:YPZ3_2767
ko:K09798	ypz:YPZ3_0056
ko:K20881	ypz:YPZ3_0121
ko:K18800	ypz:YPZ3_0816
ko:K18778	ypz:YPZ3_3027
ko:K18657	ypz:YPZ3_1293
ko:K18890	ypz:YPZ3_2766
ko:K18843	ypz:YPZ3_2618
ko:K18850	ypz:YPZ3_2060
ko:K03496	ypz:YPZ3_pCD0006
ko:K03976	ypz:YPZ3_2722
ko:K03526	ypz:YPZ3_2449
ko:K07497	ypz:YPZ3_0101
ko:K07497	ypz:YPZ3_2223
ko:K07497	ypz:YPZ3_3082
ko:K07497	ypz:YPZ3_3266
ko:K07497	ypz:YPZ3_3470
ko:K07497	ypz:YPZ3_3511
ko:K18979	ypz:YPZ3_0366
ko:K18988	ypz:YPZ3_1128
ko:K07452	ypz:YPZ3_0384
ko:K19129	ypz:YPZ3_2113
ko:K19221	ypz:YPZ3_1638
ko:K19162	ypz:YPZ3_2760
ko:K19222	ypz:YPZ3_1481
ko:K19236	ypz:YPZ3_1488
ko:K07448	ypz:YPZ3_0308
ko:K19147	ypz:YPZ3_0385
ko:K19127	ypz:YPZ3_2115
ko:K19226	ypz:YPZ3_1524
ko:K07012	ypz:YPZ3_2116
ko:K19130	ypz:YPZ3_2112
ko:K19228	ypz:YPZ3_1522
ko:K01406	ypz:YPZ3_2192
ko:K19128	ypz:YPZ3_2114
ko:K19168	ypz:YPZ3_0826
ko:K19270	ypz:YPZ3_2264
ko:K19265	ypz:YPZ3_2625
ko:K01992	ypz:YPZ3_1071
ko:K01992	ypz:YPZ3_1072
ko:K07497	ypz:YPZ3_1863
ko:K03722	ypz:YPZ3_1753
ko:K01138	ypz:YPZ3_0883
ko:K19267	ypz:YPZ3_2048
ko:K19298	ypz:YPZ3_0289
ko:K19337	ypz:YPZ3_1759
ko:K19334	ypz:YPZ3_3042
ko:K19270	ypz:YPZ3_1447
ko:K19302	ypz:YPZ3_1212
ko:K19304	ypz:YPZ3_1762
ko:K19333	ypz:YPZ3_1991
ko:K19303	ypz:YPZ3_1500
ko:K19577	ypz:YPZ3_0907
ko:K19775	ypz:YPZ3_0553
ko:K19745	ypz:YPZ3_3147
ko:K19778	ypz:YPZ3_2358
ko:K13060	ypz:YPZ3_0754
ko:K07497	ypz:YPZ3_1809
ko:K00799	ypz:YPZ3_1202
ko:K15777	ypz:YPZ3_0617
ko:K19802	ypz:YPZ3_1536
ko:K19803	ypz:YPZ3_1169
ko:K19804	ypz:YPZ3_1628
ko:K19810	ypz:YPZ3_0354
ko:K15540	ypz:YPZ3_2592
ko:K07263	ypz:YPZ3_2175
ko:K21636	ypz:YPZ3_3049
ko:K20268	ypz:YPZ3_2235
ko:K20264	ypz:YPZ3_1439
ko:K19591	ypz:YPZ3_2719
ko:K22443	ypz:YPZ3_2136
ko:K22132	ypz:YPZ3_0933
ko:K20885	ypz:YPZ3_2122
ko:K20862	ypz:YPZ3_3397
ko:K21021	ypz:YPZ3_0436
ko:K22025	ypz:YPZ3_1619
ko:K21086	ypz:YPZ3_2177
ko:K21087	ypz:YPZ3_2829
ko:K08968	ypz:YPZ3_2002
ko:K20968	ypz:YPZ3_pCD0035
ko:K21470	ypz:YPZ3_1284
ko:K21698	ypz:YPZ3_3167
ko:K21936	ypz:YPZ3_0247
ko:K21948	ypz:YPZ3_1135
ko:K22015	ypz:YPZ3_0346
ko:K22051	ypz:YPZ3_0362
ko:K22130	ypz:YPZ3_1136
ko:K22105	ypz:YPZ3_3454
ko:K22131	ypz:YPZ3_1138
ko:K22110	ypz:YPZ3_2171
ko:K22110	ypz:YPZ3_1987
ko:K03079	ypz:YPZ3_2935
ko:K22444	ypz:YPZ3_2135
ko:K03077	ypz:YPZ3_2928
ko:K22278	ypz:YPZ3_1436
ko:K03077	ypz:YPZ3_1625
ko:K02257	ypz:YPZ3_2788
ko:K11391	ypz:YPZ3_0564
ko:K00590	ypz:YPZ3_0386
ko:K07319	ypz:YPZ3_pMT0072
ko:K22601	ypz:YPZ3_2865
