ko:K19586	eclx:LI66_16110
ko:K00891	eclx:LI66_04620
ko:K14591	eclx:LI66_04630
ko:K09913	eclx:LI66_04635
ko:K03554	eclx:LI66_04640
ko:K00847	eclx:LI66_04645
ko:K03547	eclx:LI66_04655
ko:K07657	eclx:LI66_04660
ko:K07636	eclx:LI66_04665
ko:K03311	eclx:LI66_04670
ko:K11736	eclx:LI66_04675
ko:K01187	eclx:LI66_04680
ko:K03386	eclx:LI66_04695
ko:K08682	eclx:LI66_04700
ko:K07568	eclx:LI66_04705
ko:K00773	eclx:LI66_04710
ko:K03210	eclx:LI66_04715
ko:K03072	eclx:LI66_04720
ko:K03074	eclx:LI66_04725
ko:K06996	eclx:LI66_04730
ko:K05517	eclx:LI66_04740
ko:K07738	eclx:LI66_04750
ko:K11752	eclx:LI66_04755
ko:K00794	eclx:LI66_04760
ko:K03625	eclx:LI66_04765
ko:K00946	eclx:LI66_04770
ko:K01662	eclx:LI66_04780
ko:K00795	eclx:LI66_04785
ko:K03602	eclx:LI66_04790
ko:K03151	eclx:LI66_04795
ko:K00840	eclx:LI66_09000
ko:K00673	eclx:LI66_09005
ko:K06447	eclx:LI66_09010
ko:K01484	eclx:LI66_09015
ko:K05526	eclx:LI66_09020
ko:K09975	eclx:LI66_09030
ko:K05984	eclx:LI66_09035
ko:K01916	eclx:LI66_09040
ko:K04064	eclx:LI66_09045
ko:K02760	eclx:LI66_09050
ko:K02761	eclx:LI66_09055
ko:K02759	eclx:LI66_09060
ko:K03490	eclx:LI66_09065
ko:K01222	eclx:LI66_09070
ko:K03478	eclx:LI66_09075
ko:K03781	eclx:LI66_09080
ko:K10439	eclx:LI66_01730
ko:K10440	eclx:LI66_01735
ko:K10441	eclx:LI66_01740
ko:K06167	eclx:LI66_01755
ko:K09994	eclx:LI66_01760
ko:K05774	eclx:LI66_01765
ko:K06162	eclx:LI66_01770
ko:K05780	eclx:LI66_01775
ko:K05781	eclx:LI66_01780
ko:K06163	eclx:LI66_01785
ko:K06164	eclx:LI66_01790
ko:K06165	eclx:LI66_01795
ko:K06166	eclx:LI66_01800
ko:K02043	eclx:LI66_01805
ko:K02042	eclx:LI66_01810
ko:K02044	eclx:LI66_01815
ko:K02041	eclx:LI66_01820
ko:K04750	eclx:LI66_01825
ko:K06193	eclx:LI66_01830
ko:K02526	eclx:LI66_01845
ko:K03762	eclx:LI66_01850
ko:K08984	eclx:LI66_01880
ko:K04084	eclx:LI66_01905
ko:K03926	eclx:LI66_01910
ko:K07791	eclx:LI66_01915
ko:K01744	eclx:LI66_01920
ko:K07113	eclx:LI66_01925
ko:K16263	eclx:LI66_01930
ko:K04078	eclx:LI66_01935
ko:K04077	eclx:LI66_01940
ko:K01305	eclx:LI66_01945
ko:K02356	eclx:LI66_01970
ko:K16347	eclx:LI66_01975
ko:K16348	eclx:LI66_01980
ko:K11741	eclx:LI66_01990
ko:K03098	eclx:LI66_01995
ko:K01546	eclx:LI66_06185
ko:K01545	eclx:LI66_06190
ko:K01669	eclx:LI66_06200
ko:K07160	eclx:LI66_06220
ko:K05522	eclx:LI66_06225
ko:K01647	eclx:LI66_06230
ko:K00241	eclx:LI66_06235
ko:K00242	eclx:LI66_06240
ko:K00239	eclx:LI66_06245
ko:K00240	eclx:LI66_06250
ko:K00164	eclx:LI66_06255
ko:K00658	eclx:LI66_06260
ko:K01903	eclx:LI66_06265
ko:K01902	eclx:LI66_06270
ko:K11922	eclx:LI66_06275
ko:K11198	eclx:LI66_06280
ko:K11199	eclx:LI66_06280
ko:K11200	eclx:LI66_06280
ko:K15524	eclx:LI66_06285
ko:K00425	eclx:LI66_06290
ko:K00426	eclx:LI66_06295
ko:K07107	eclx:LI66_06310
ko:K03562	eclx:LI66_06315
ko:K03560	eclx:LI66_06320
ko:K03646	eclx:LI66_06325
ko:K03641	eclx:LI66_06330
ko:K03640	eclx:LI66_06335
ko:K03517	eclx:LI66_06370
ko:K03811	eclx:LI66_06375
ko:K16264	eclx:LI66_06380
ko:K01626	eclx:LI66_06390
ko:K01834	eclx:LI66_06395
ko:K01785	eclx:LI66_06400
ko:K00849	eclx:LI66_06405
ko:K00965	eclx:LI66_06410
ko:K01784	eclx:LI66_06415
ko:K05776	eclx:LI66_06420
ko:K02019	eclx:LI66_06425
ko:K02020	eclx:LI66_06435
ko:K02018	eclx:LI66_06440
ko:K02017	eclx:LI66_06445
ko:K07404	eclx:LI66_06455
ko:K01051	eclx:LI66_06460
ko:K11962	eclx:LI66_10670
ko:K11963	eclx:LI66_10675
ko:K15268	eclx:LI66_10690
ko:K13630	eclx:LI66_10695
ko:K13632	eclx:LI66_10700
ko:K03712	eclx:LI66_10705
ko:K05595	eclx:LI66_10710
ko:K08159	eclx:LI66_10715
ko:K08324	eclx:LI66_10735
ko:K01425	eclx:LI66_10745
ko:K00041	eclx:LI66_10765
ko:K00598	eclx:LI66_10805
ko:K03646	eclx:LI66_10830
ko:K08169	eclx:LI66_10915
ko:K06044	eclx:LI66_10945
ko:K07687	eclx:LI66_15150
ko:K07677	eclx:LI66_15155
ko:K02469	eclx:LI66_15160
ko:K00568	eclx:LI66_15165
ko:K11107	eclx:LI66_15180
ko:K01126	eclx:LI66_15185
ko:K02445	eclx:LI66_15190
ko:K00111	eclx:LI66_15195
ko:K00112	eclx:LI66_15200
ko:K00113	eclx:LI66_15205
ko:K07649	eclx:LI66_15220
ko:K07774	eclx:LI66_15225
ko:K07795	eclx:LI66_15230
ko:K07794	eclx:LI66_15235
ko:K07793	eclx:LI66_15240
ko:K01911	eclx:LI66_15245
ko:K02549	eclx:LI66_15250
ko:K01661	eclx:LI66_15255
ko:K08680	eclx:LI66_15260
ko:K02551	eclx:LI66_15265
ko:K02552	eclx:LI66_15270
ko:K05594	eclx:LI66_15275
ko:K02348	eclx:LI66_15280
ko:K00784	eclx:LI66_15285
ko:K03415	eclx:LI66_15290
ko:K00343	eclx:LI66_15295
ko:K00342	eclx:LI66_15300
ko:K00341	eclx:LI66_15305
ko:K00340	eclx:LI66_15310
ko:K00339	eclx:LI66_15315
ko:K00338	eclx:LI66_15320
ko:K00337	eclx:LI66_15325
ko:K00336	eclx:LI66_15330
ko:K00335	eclx:LI66_15335
ko:K00334	eclx:LI66_15340
ko:K13378	eclx:LI66_15345
ko:K00331	eclx:LI66_15350
ko:K00330	eclx:LI66_15355
ko:K14260	eclx:LI66_15365
ko:K08722	eclx:LI66_15370
ko:K09161	eclx:LI66_15385
ko:K09899	eclx:LI66_15390
ko:K00925	eclx:LI66_15395
ko:K13788	eclx:LI66_15400
ko:K00615	eclx:LI66_15405
ko:K00615	eclx:LI66_15410
ko:K15977	eclx:LI66_19625
ko:K07393	eclx:LI66_19630
ko:K06911	eclx:LI66_19645
ko:K11904	eclx:LI66_19660
ko:K11904	eclx:LI66_19675
ko:K00656	eclx:LI66_19685
ko:K00932	eclx:LI66_19690
ko:K03838	eclx:LI66_19695
ko:K01754	eclx:LI66_19700
ko:K07592	eclx:LI66_19705
ko:K00865	eclx:LI66_19710
ko:K01630	eclx:LI66_19720
ko:K01708	eclx:LI66_19725
ko:K16371	eclx:LI66_19735
ko:K02745	eclx:LI66_19740
ko:K02746	eclx:LI66_19745
ko:K02747	eclx:LI66_19750
ko:K02744	eclx:LI66_19755
ko:K02079	eclx:LI66_19760
ko:K02082	eclx:LI66_19765
ko:K08302	eclx:LI66_19770
ko:K14155	eclx:LI66_19780
ko:K07056	eclx:LI66_19790
ko:K07121	eclx:LI66_19795
ko:K07460	eclx:LI66_19800
ko:K12961	eclx:LI66_19805
ko:K07089	eclx:LI66_19815
ko:K05520	eclx:LI66_19825
ko:K09979	eclx:LI66_19830
ko:K07461	eclx:LI66_19835
ko:K03824	eclx:LI66_19840
ko:K08303	eclx:LI66_19850
ko:K03835	eclx:LI66_19865
ko:K03496	eclx:LI66_23985
ko:K07128	eclx:LI66_24135
ko:K07128	eclx:LI66_24145
ko:K18698	eclx:LI66_24190
ko:K15722	eclx:LI66_09085
ko:K06956	eclx:LI66_09090
ko:K07038	eclx:LI66_09095
ko:K00065	eclx:LI66_09100
ko:K16370	eclx:LI66_09125
ko:K07283	eclx:LI66_09130
ko:K01868	eclx:LI66_09140
ko:K02520	eclx:LI66_09145
ko:K02916	eclx:LI66_09150
ko:K02887	eclx:LI66_09155
ko:K01889	eclx:LI66_09160
ko:K01890	eclx:LI66_09165
ko:K04764	eclx:LI66_09170
ko:K06073	eclx:LI66_09175
ko:K00432	eclx:LI66_09180
ko:K06074	eclx:LI66_09185
ko:K08997	eclx:LI66_09200
ko:K02013	eclx:LI66_09205
ko:K02015	eclx:LI66_09210
ko:K02016	eclx:LI66_09215
ko:K07225	eclx:LI66_09220
ko:K16087	eclx:LI66_09225
ko:K01626	eclx:LI66_09235
ko:K09773	eclx:LI66_09240
ko:K05349	eclx:LI66_09255
ko:K19222	eclx:LI66_09270
ko:K07245	eclx:LI66_13560
ko:K07156	eclx:LI66_13565
ko:K02345	eclx:LI66_13570
ko:K10857	eclx:LI66_13580
ko:K01354	eclx:LI66_13585
ko:K08289	eclx:LI66_13595
ko:K01625	eclx:LI66_13600
ko:K01690	eclx:LI66_13605
ko:K00036	eclx:LI66_13610
ko:K00873	eclx:LI66_13620
ko:K02560	eclx:LI66_13625
ko:K09815	eclx:LI66_13635
ko:K09817	eclx:LI66_13640
ko:K09816	eclx:LI66_13645
ko:K03551	eclx:LI66_13650
ko:K03550	eclx:LI66_13655
ko:K01159	eclx:LI66_13660
ko:K08310	eclx:LI66_13670
ko:K01876	eclx:LI66_13675
ko:K07136	eclx:LI66_13690
ko:K15256	eclx:LI66_13695
ko:K15257	eclx:LI66_13700
ko:K06201	eclx:LI66_13705
ko:K09907	eclx:LI66_13710
ko:K01887	eclx:LI66_13715
ko:K15532	eclx:LI66_13720
ko:K16210	eclx:LI66_13725
ko:K03516	eclx:LI66_13730
ko:K02400	eclx:LI66_13735
ko:K02401	eclx:LI66_13740
ko:K03414	eclx:LI66_13745
ko:K03413	eclx:LI66_13750
ko:K03412	eclx:LI66_13755
ko:K00575	eclx:LI66_13760
ko:K05877	eclx:LI66_13765
ko:K08170	eclx:LI66_17910
ko:K10026	eclx:LI66_17915
ko:K01788	eclx:LI66_17920
ko:K01689	eclx:LI66_17935
ko:K01937	eclx:LI66_17940
ko:K04765	eclx:LI66_17945
ko:K00951	eclx:LI66_17950
ko:K03215	eclx:LI66_17955
ko:K07678	eclx:LI66_17960
ko:K00865	eclx:LI66_17965
ko:K01706	eclx:LI66_17970
ko:K13918	eclx:LI66_17975
ko:K03535	eclx:LI66_17980
ko:K06175	eclx:LI66_17990
ko:K15723	eclx:LI66_18005
ko:K06879	eclx:LI66_18010
ko:K06966	eclx:LI66_18015
ko:K03837	eclx:LI66_18020
ko:K01752	eclx:LI66_18025
ko:K01146	eclx:LI66_18030
ko:K06968	eclx:LI66_18035
ko:K03566	eclx:LI66_18045
ko:K01766	eclx:LI66_18055
ko:K02426	eclx:LI66_18060
ko:K08304	eclx:LI66_18070
ko:K01448	eclx:LI66_18090
ko:K14682	eclx:LI66_18095
ko:K03581	eclx:LI66_18100
ko:K03582	eclx:LI66_18105
ko:K01407	eclx:LI66_18110
ko:K03583	eclx:LI66_18115
ko:K02681	eclx:LI66_18120
ko:K02680	eclx:LI66_18130
ko:K02679	eclx:LI66_18135
ko:K13292	eclx:LI66_18145
ko:K08484	eclx:LI66_18150
ko:K08311	eclx:LI66_18155
ko:K03573	eclx:LI66_18160
ko:K08227	eclx:LI66_18175
ko:K13283	eclx:LI66_22315
ko:K06006	eclx:LI66_22320
ko:K07640	eclx:LI66_22330
ko:K04564	eclx:LI66_22340
ko:K02856	eclx:LI66_22345
ko:K02854	eclx:LI66_22350
ko:K02855	eclx:LI66_22355
ko:K00848	eclx:LI66_22365
ko:K01813	eclx:LI66_22370
ko:K01629	eclx:LI66_22375
ko:K10559	eclx:LI66_22380
ko:K10562	eclx:LI66_22385
ko:K10560	eclx:LI66_22390
ko:K10561	eclx:LI66_22395
ko:K03534	eclx:LI66_22405
ko:K02532	eclx:LI66_22410
ko:K07407	eclx:LI66_22415
ko:K02529	eclx:LI66_22420
ko:K02379	eclx:LI66_22445
ko:K00123	eclx:LI66_22450
ko:K00123	eclx:LI66_22455
ko:K00124	eclx:LI66_22460
ko:K00127	eclx:LI66_22465
ko:K02380	eclx:LI66_22470
ko:K07560	eclx:LI66_22485
ko:K07058	eclx:LI66_22490
ko:K18478	eclx:LI66_22505
ko:K08318	eclx:LI66_22510
ko:K01671	eclx:LI66_22515
ko:K18479	eclx:LI66_22520
ko:K15922	eclx:LI66_22525
ko:K03292	eclx:LI66_22530
ko:K03292	eclx:LI66_22535
ko:K06207	eclx:LI66_22545
ko:K01915	eclx:LI66_22550
ko:K07708	eclx:LI66_22555
ko:K07712	eclx:LI66_22560
ko:K09894	eclx:LI66_22575
ko:K03978	eclx:LI66_22580
ko:K03673	eclx:LI66_22595
ko:K00611	eclx:LI66_02575
ko:K09893	eclx:LI66_02580
ko:K06169	eclx:LI66_02585
ko:K01338	eclx:LI66_02605
ko:K09982	eclx:LI66_02670
ko:K09702	eclx:LI66_02690
ko:K06946	eclx:LI66_02730
ko:K03630	eclx:LI66_02760
ko:K18838	eclx:LI66_02765
ko:K18837	eclx:LI66_02770
ko:K19048	eclx:LI66_02785
ko:K01867	eclx:LI66_02795
ko:K02529	eclx:LI66_02805
ko:K19147	eclx:LI66_02820
ko:K07452	eclx:LI66_02825
ko:K15977	eclx:LI66_02840
ko:K13890	eclx:LI66_07035
ko:K13891	eclx:LI66_07040
ko:K14441	eclx:LI66_07045
ko:K07258	eclx:LI66_07065
ko:K11534	eclx:LI66_07070
ko:K08160	eclx:LI66_07085
ko:K00537	eclx:LI66_07105
ko:K03893	eclx:LI66_07110
ko:K07085	eclx:LI66_07125
ko:K03674	eclx:LI66_07135
ko:K05844	eclx:LI66_07145
ko:K11073	eclx:LI66_07155
ko:K11076	eclx:LI66_07160
ko:K11075	eclx:LI66_07165
ko:K11074	eclx:LI66_07170
ko:K03212	eclx:LI66_07180
ko:K09996	eclx:LI66_07195
ko:K09998	eclx:LI66_07200
ko:K09999	eclx:LI66_07205
ko:K09997	eclx:LI66_07210
ko:K10000	eclx:LI66_07215
ko:K11066	eclx:LI66_07230
ko:K02450	eclx:LI66_07245
ko:K02452	eclx:LI66_07250
ko:K02453	eclx:LI66_07255
ko:K02454	eclx:LI66_07260
ko:K02455	eclx:LI66_07265
ko:K02456	eclx:LI66_07270
ko:K02457	eclx:LI66_07275
ko:K02458	eclx:LI66_07280
ko:K02459	eclx:LI66_07285
ko:K02460	eclx:LI66_07290
ko:K02461	eclx:LI66_07295
ko:K02462	eclx:LI66_07300
ko:K14058	eclx:LI66_11780
ko:K05591	eclx:LI66_11785
ko:K16074	eclx:LI66_11795
ko:K11911	eclx:LI66_11810
ko:K01714	eclx:LI66_15960
ko:K03567	eclx:LI66_15965
ko:K03564	eclx:LI66_15970
ko:K03548	eclx:LI66_15975
ko:K00537	eclx:LI66_15985
ko:K02761	eclx:LI66_15995
ko:K01255	eclx:LI66_16005
ko:K10763	eclx:LI66_16010
ko:K02824	eclx:LI66_16015
ko:K00761	eclx:LI66_16020
ko:K01223	eclx:LI66_16025
ko:K01933	eclx:LI66_16030
ko:K11175	eclx:LI66_16035
ko:K00937	eclx:LI66_16040
ko:K01524	eclx:LI66_16045
ko:K05804	eclx:LI66_16115
ko:K01951	eclx:LI66_16120
ko:K00088	eclx:LI66_16125
ko:K03601	eclx:LI66_16130
ko:K03305	eclx:LI66_16150
ko:K03977	eclx:LI66_16155
ko:K17713	eclx:LI66_16160
ko:K01892	eclx:LI66_16170
ko:K03526	eclx:LI66_16175
ko:K15539	eclx:LI66_16180
ko:K06941	eclx:LI66_16185
ko:K00940	eclx:LI66_16190
ko:K07308	eclx:LI66_16200
ko:K07307	eclx:LI66_16205
ko:K07306	eclx:LI66_16210
ko:K05367	eclx:LI66_16215
ko:K06894	eclx:LI66_16220
ko:K01232	eclx:LI66_16230
ko:K18142	eclx:LI66_20410
ko:K00014	eclx:LI66_20460
ko:K07566	eclx:LI66_20465
ko:K07479	eclx:LI66_20470
ko:K03747	eclx:LI66_20475
ko:K04096	eclx:LI66_20480
ko:K01462	eclx:LI66_20485
ko:K00604	eclx:LI66_20490
ko:K03500	eclx:LI66_20495
ko:K03499	eclx:LI66_20500
ko:K03282	eclx:LI66_20505
ko:K09890	eclx:LI66_20510
ko:K02879	eclx:LI66_20525
ko:K03040	eclx:LI66_20530
ko:K02986	eclx:LI66_20535
ko:K02948	eclx:LI66_20540
ko:K02952	eclx:LI66_20545
ko:K02919	eclx:LI66_20550
ko:K03076	eclx:LI66_20555
ko:K02876	eclx:LI66_20560
ko:K02907	eclx:LI66_20565
ko:K02988	eclx:LI66_20570
ko:K02881	eclx:LI66_20575
ko:K02933	eclx:LI66_20580
ko:K02994	eclx:LI66_20585
ko:K02954	eclx:LI66_20590
ko:K02931	eclx:LI66_20595
ko:K02895	eclx:LI66_20600
ko:K02874	eclx:LI66_20605
ko:K02961	eclx:LI66_20610
ko:K02904	eclx:LI66_20615
ko:K02878	eclx:LI66_20620
ko:K02982	eclx:LI66_20625
ko:K02890	eclx:LI66_20630
ko:K02965	eclx:LI66_20635
ko:K02886	eclx:LI66_20640
ko:K02892	eclx:LI66_20645
ko:K02926	eclx:LI66_20650
ko:K02906	eclx:LI66_20655
ko:K02946	eclx:LI66_20660
ko:K02506	eclx:LI66_20665
ko:K03594	eclx:LI66_20670
ko:K02192	eclx:LI66_20675
ko:K21498	eclx:LI66_17310
ko:K04772	eclx:LI66_20235
ko:K04771	eclx:LI66_04040
ko:K14237	eclx:LI66_06350
ko:K14237	eclx:LI66_15740
ko:K14237	eclx:LI66_15750
ko:K14237	eclx:LI66_15745
ko:K14233	eclx:LI66_07790
ko:K14233	eclx:LI66_07820
ko:K14222	eclx:LI66_13965
ko:K14235	eclx:LI66_22080
ko:K14227	eclx:LI66_04235
ko:K14227	eclx:LI66_22105
ko:K14227	eclx:LI66_21770
ko:K14218	eclx:LI66_15710
ko:K14218	eclx:LI66_15715
ko:K14223	eclx:LI66_06050
ko:K19270	eclx:LI66_15380
ko:K07497	eclx:LI66_19155
ko:K19265	eclx:LI66_15685
ko:K19265	eclx:LI66_18960
ko:K14218	eclx:LI66_04240
ko:K14218	eclx:LI66_22100
ko:K14218	eclx:LI66_21765
ko:K14233	eclx:LI66_17535
ko:K14234	eclx:LI66_04415
ko:K14223	eclx:LI66_06060
ko:K14223	eclx:LI66_06065
ko:K14230	eclx:LI66_06055
ko:K14230	eclx:LI66_06075
ko:K14230	eclx:LI66_18075
ko:K14230	eclx:LI66_18080
ko:K14230	eclx:LI66_18085
ko:K14230	eclx:LI66_19915
ko:K14228	eclx:LI66_06070
ko:K14228	eclx:LI66_03155
ko:K14228	eclx:LI66_03165
ko:K14228	eclx:LI66_00890
ko:K14228	eclx:LI66_03160
ko:K14228	eclx:LI66_02595
ko:K14229	eclx:LI66_06345
ko:K14229	eclx:LI66_06365
ko:K14229	eclx:LI66_06360
ko:K14229	eclx:LI66_15755
ko:K14229	eclx:LI66_06355
ko:K01992	eclx:LI66_06585
ko:K01992	eclx:LI66_06590
ko:K01066	eclx:LI66_22475
ko:K14237	eclx:LI66_09515
ko:K14237	eclx:LI66_09510
ko:K14220	eclx:LI66_14285
ko:K14220	eclx:LI66_14300
ko:K14220	eclx:LI66_14350
ko:K14220	eclx:LI66_14360
ko:K03722	eclx:LI66_13040
ko:K19416	eclx:LI66_07780
ko:K01985	eclx:LI66_01380
ko:K01985	eclx:LI66_01875
ko:K01985	eclx:LI66_20430
ko:K01985	eclx:LI66_22620
ko:K01985	eclx:LI66_22090
ko:K01985	eclx:LI66_04250
ko:K01985	eclx:LI66_21755
ko:K01985	eclx:LI66_16525
ko:K01985	eclx:LI66_20420
ko:K14219	eclx:LI66_17515
ko:K14219	eclx:LI66_17525
ko:K14219	eclx:LI66_17520
ko:K14219	eclx:LI66_17530
ko:K14226	eclx:LI66_00885
ko:K11645	eclx:LI66_14690
ko:K11745	eclx:LI66_03480
ko:K03722	eclx:LI66_06615
ko:K00529	eclx:LI66_18670
ko:K14234	eclx:LI66_01210
ko:K14230	eclx:LI66_19460
ko:K01978	eclx:LI66_22870
ko:K19271	eclx:LI66_10025
ko:K19267	eclx:LI66_02285
ko:K19337	eclx:LI66_13615
ko:K19338	eclx:LI66_14295
ko:K19304	eclx:LI66_13630
ko:K19334	eclx:LI66_02535
ko:K19302	eclx:LI66_07075
ko:K01175	eclx:LI66_06140
ko:K19270	eclx:LI66_09105
ko:K14234	eclx:LI66_01225
ko:K14234	eclx:LI66_20425
ko:K14233	eclx:LI66_07960
ko:K14233	eclx:LI66_07980
ko:K14225	eclx:LI66_02060
ko:K14225	eclx:LI66_13970
ko:K14225	eclx:LI66_02065
ko:K14225	eclx:LI66_02070
ko:K14223	eclx:LI66_06045
ko:K14230	eclx:LI66_13385
ko:K19333	eclx:LI66_13140
ko:K06867	eclx:LI66_17385
ko:K14220	eclx:LI66_23845
ko:K01980	eclx:LI66_20435
ko:K01980	eclx:LI66_01870
ko:K01980	eclx:LI66_21760
ko:K01980	eclx:LI66_22095
ko:K01980	eclx:LI66_01375
ko:K01980	eclx:LI66_16530
ko:K01980	eclx:LI66_22625
ko:K01980	eclx:LI66_04245
ko:K14225	eclx:LI66_18425
ko:K14225	eclx:LI66_01220
ko:K14236	eclx:LI66_12435
ko:K14236	eclx:LI66_12440
ko:K14236	eclx:LI66_01215
ko:K14232	eclx:LI66_15090
ko:K14232	eclx:LI66_00895
ko:K14232	eclx:LI66_01175
ko:K14224	eclx:LI66_01865
ko:K14224	eclx:LI66_20440
ko:K14224	eclx:LI66_22630
ko:K14224	eclx:LI66_16535
ko:K14231	eclx:LI66_01885
ko:K14231	eclx:LI66_18890
ko:K14238	eclx:LI66_00510
ko:K14219	eclx:LI66_00880
ko:K14219	eclx:LI66_05365
ko:K14219	eclx:LI66_15635
ko:K14228	eclx:LI66_13960
ko:K14228	eclx:LI66_19925
ko:K14221	eclx:LI66_04255
ko:K14221	eclx:LI66_04310
ko:K14221	eclx:LI66_22085
ko:K19303	eclx:LI66_09565
ko:K01096	eclx:LI66_12185
ko:K19577	eclx:LI66_09555
ko:K06884	eclx:LI66_18315
ko:K06884	eclx:LI66_07850
ko:K19587	eclx:LI66_16100
ko:K19611	eclx:LI66_05625
ko:K11209	eclx:LI66_15450
ko:K19215	eclx:LI66_02000
ko:K22003	eclx:LI66_14240
ko:K02796	eclx:LI66_13090
ko:K19585	eclx:LI66_16105
ko:K12205	eclx:LI66_22890
ko:K07315	eclx:LI66_17225
ko:K19688	eclx:LI66_07050
ko:K05875	eclx:LI66_13770
ko:K05875	eclx:LI66_19480
ko:K07666	eclx:LI66_16085
ko:K19776	eclx:LI66_00040
ko:K19745	eclx:LI66_20330
ko:K19775	eclx:LI66_19590
ko:K00799	eclx:LI66_07060
ko:K06131	eclx:LI66_06570
ko:K00799	eclx:LI66_15445
ko:K07119	eclx:LI66_11350
ko:K15777	eclx:LI66_19310
ko:K07147	eclx:LI66_20335
ko:K19784	eclx:LI66_22830
ko:K01271	eclx:LI66_21795
ko:K05874	eclx:LI66_03070
ko:K19802	eclx:LI66_11970
ko:K00146	eclx:LI66_10215
ko:K19803	eclx:LI66_15015
ko:K19804	eclx:LI66_12175
ko:K21613	eclx:LI66_11305
ko:K07662	eclx:LI66_22325
ko:K19810	eclx:LI66_01965
ko:K12211	eclx:LI66_23410
ko:K07274	eclx:LI66_08885
ko:K21638	eclx:LI66_08465
ko:K21636	eclx:LI66_02460
ko:K07484	eclx:LI66_19140
ko:K20074	eclx:LI66_12825
ko:K01139	eclx:LI66_00550
ko:K20264	eclx:LI66_00470
ko:K07686	eclx:LI66_00175
ko:K20276	eclx:LI66_17290
ko:K20117	eclx:LI66_05305
ko:K20118	eclx:LI66_05305
ko:K00042	eclx:LI66_19715
ko:K19591	eclx:LI66_05205
ko:K01612	eclx:LI66_17780
ko:K00526	eclx:LI66_15175
ko:K01236	eclx:LI66_10950
ko:K20542	eclx:LI66_21705
ko:K20534	eclx:LI66_13225
ko:K20543	eclx:LI66_21700
ko:K20533	eclx:LI66_24325
ko:K20541	eclx:LI66_21710
ko:K22132	eclx:LI66_18065
ko:K00130	eclx:LI66_05580
ko:K03199	eclx:LI66_24295
ko:K01214	eclx:LI66_10940
ko:K02081	eclx:LI66_19730
ko:K02790	eclx:LI66_19775
ko:K02791	eclx:LI66_19775
ko:K02438	eclx:LI66_21100
ko:K02790	eclx:LI66_17925
ko:K02791	eclx:LI66_17925
ko:K02790	eclx:LI66_16225
ko:K02791	eclx:LI66_16225
ko:K02487	eclx:LI66_22960
ko:K02790	eclx:LI66_09745
ko:K02791	eclx:LI66_09745
ko:K21029	eclx:LI66_07010
ko:K04333	eclx:LI66_08020
ko:K21023	eclx:LI66_20395
ko:K21084	eclx:LI66_14625
ko:K21085	eclx:LI66_14150
ko:K21086	eclx:LI66_21675
ko:K21087	eclx:LI66_12935
ko:K21089	eclx:LI66_14800
ko:K21021	eclx:LI66_16805
ko:K02495	eclx:LI66_22570
ko:K08968	eclx:LI66_13165
ko:K21028	eclx:LI66_08970
ko:K00821	eclx:LI66_20835
ko:K21264	eclx:LI66_02800
ko:K00525	eclx:LI66_23650
ko:K00525	eclx:LI66_17440
ko:K00632	eclx:LI66_15610
ko:K00526	eclx:LI66_17445
ko:K00526	eclx:LI66_23645
ko:K02335	eclx:LI66_22585
ko:K06952	eclx:LI66_17125
ko:K14059	eclx:LI66_17145
ko:K06223	eclx:LI66_17155
ko:K01160	eclx:LI66_08675
ko:K07313	eclx:LI66_13190
ko:K06191	eclx:LI66_17430
ko:K03553	eclx:LI66_17555
ko:K03791	eclx:LI66_08710
ko:K06904	eclx:LI66_08770
ko:K09961	eclx:LI66_13325
ko:K07474	eclx:LI66_13340
ko:K02315	eclx:LI66_13440
ko:K03546	eclx:LI66_04650
ko:K00560	eclx:LI66_18140
ko:K01520	eclx:LI66_00630
ko:K03676	eclx:LI66_00775
ko:K00558	eclx:LI66_14175
ko:K16711	eclx:LI66_14505
ko:K18640	eclx:LI66_23195
ko:K00287	eclx:LI66_23625
ko:K02314	eclx:LI66_01575
ko:K06217	eclx:LI66_06030
ko:K02316	eclx:LI66_19445
ko:K09882	eclx:LI66_23790
ko:K06217	eclx:LI66_23840
ko:K10747	eclx:LI66_23945
ko:K04068	eclx:LI66_02455
ko:K06223	eclx:LI66_06760
ko:K03791	eclx:LI66_11655
ko:K01160	eclx:LI66_11680
ko:K10906	eclx:LI66_11755
ko:K14059	eclx:LI66_11775
ko:K02315	eclx:LI66_03090
ko:K06866	eclx:LI66_16475
ko:K06223	eclx:LI66_20895
ko:K06905	eclx:LI66_16590
ko:K06906	eclx:LI66_16595
ko:K06908	eclx:LI66_16615
ko:K06907	eclx:LI66_16620
ko:K06903	eclx:LI66_16645
ko:K01185	eclx:LI66_16675
ko:K00287	eclx:LI66_03485
ko:K06217	eclx:LI66_07955
ko:K00857	eclx:LI66_12400
ko:K06197	eclx:LI66_12535
ko:K06903	eclx:LI66_16955
ko:K06905	eclx:LI66_16960
ko:K06906	eclx:LI66_16970
ko:K06908	eclx:LI66_16985
ko:K06907	eclx:LI66_16990
ko:K01185	eclx:LI66_17050
ko:K22468	eclx:LI66_11155
ko:K03292	eclx:LI66_03785
ko:K02032	eclx:LI66_05545
ko:K00525	eclx:LI66_15170
ko:K03293	eclx:LI66_00875
ko:K03892	eclx:LI66_07115
ko:K13695	eclx:LI66_09190
ko:K21470	eclx:LI66_07590
ko:K00344	eclx:LI66_01570
