ko:K18923	vcq:EN18_00675
ko:K10935	vcq:EN18_07550
ko:K10922	vcq:EN18_08250
ko:K18454	vcq:EN18_09690
ko:K07746	vcq:EN18_00490
ko:K02482	vcq:EN18_10800
ko:K14234	vcq:EN18_19275
ko:K14234	vcq:EN18_19240
ko:K14234	vcq:EN18_18475
ko:K14234	vcq:EN18_19250
ko:K11748	vcq:EN18_16070
ko:K19157	vcq:EN18_00315
ko:K11018	vcq:EN18_04755
ko:K02777	vcq:EN18_08160
ko:K10911	vcq:EN18_08440
ko:K10909	vcq:EN18_02030
ko:K13246	vcq:EN18_11450
ko:K10952	vcq:EN18_10500
ko:K19096	vcq:EN18_05470
ko:K19275	vcq:EN18_05200
ko:K04771	vcq:EN18_19830
ko:K13746	vcq:EN18_11315
ko:K00571	vcq:EN18_00690
ko:K12277	vcq:EN18_19030
ko:K22468	vcq:EN18_07050
ko:K10964	vcq:EN18_07535
ko:K10961	vcq:EN18_07490
ko:K10953	vcq:EN18_10480
ko:K19236	vcq:EN18_04040
ko:K19060	vcq:EN18_05825
ko:K19061	vcq:EN18_05830
ko:K06604	vcq:EN18_13770
ko:K07451	vcq:EN18_00255
ko:K01800	vcq:EN18_10010
ko:K19221	vcq:EN18_08525
ko:K14681	vcq:EN18_16230
ko:K00557	vcq:EN18_16805
ko:K10918	vcq:EN18_08580
ko:K03973	vcq:EN18_11570
ko:K01066	vcq:EN18_00885
ko:K01992	vcq:EN18_11240
ko:K01992	vcq:EN18_11490
ko:K00020	vcq:EN18_03820
ko:K10917	vcq:EN18_16260
ko:K03722	vcq:EN18_13050
ko:K03722	vcq:EN18_12405
ko:K10916	vcq:EN18_01035
ko:K01582	vcq:EN18_18275
ko:K10123	vcq:EN18_13480
ko:K08604	vcq:EN18_02630
ko:K19337	vcq:EN18_09060
ko:K10932	vcq:EN18_07520
ko:K19302	vcq:EN18_15465
ko:K01175	vcq:EN18_13580
ko:K22042	vcq:EN18_06800
ko:K19334	vcq:EN18_10970
ko:K02475	vcq:EN18_11210
ko:K06867	vcq:EN18_11100
ko:K02031	vcq:EN18_06035
ko:K01096	vcq:EN18_03945
ko:K02476	vcq:EN18_11215
ko:K14220	vcq:EN18_08420
ko:K10024	vcq:EN18_12440
ko:K10938	vcq:EN18_07575
ko:K09690	vcq:EN18_18125
ko:K19693	vcq:EN18_13495
ko:K19694	vcq:EN18_06055
ko:K07666	vcq:EN18_03745
ko:K01258	vcq:EN18_09985
ko:K10913	vcq:EN18_19905
ko:K02529	vcq:EN18_10980
ko:K19804	vcq:EN18_12680
ko:K10934	vcq:EN18_07545
ko:K07662	vcq:EN18_16460
ko:K19810	vcq:EN18_16315
ko:K07274	vcq:EN18_09875
ko:K21636	vcq:EN18_00985
ko:K08723	vcq:EN18_01445
ko:K01980	vcq:EN18_18435
ko:K01980	vcq:EN18_18870
ko:K01980	vcq:EN18_18925
ko:K20263	vcq:EN18_01785
ko:K20264	vcq:EN18_01780
ko:K14230	vcq:EN18_19550
ko:K14228	vcq:EN18_06150
ko:K14228	vcq:EN18_02125
ko:K14228	vcq:EN18_09395
ko:K14228	vcq:EN18_14005
ko:K14228	vcq:EN18_14045
ko:K14228	vcq:EN18_14035
ko:K14228	vcq:EN18_14015
ko:K14228	vcq:EN18_13980
ko:K14228	vcq:EN18_15540
ko:K14222	vcq:EN18_09385
ko:K14222	vcq:EN18_02120
ko:K14222	vcq:EN18_02160
ko:K14223	vcq:EN18_13985
ko:K14223	vcq:EN18_14000
ko:K14223	vcq:EN18_14040
ko:K14223	vcq:EN18_14030
ko:K14218	vcq:EN18_17255
ko:K14237	vcq:EN18_17665
ko:K14237	vcq:EN18_18920
ko:K09788	vcq:EN18_09965
ko:K20455	vcq:EN18_09960
ko:K14227	vcq:EN18_15525
ko:K14227	vcq:EN18_18425
ko:K14227	vcq:EN18_18885
ko:K14227	vcq:EN18_18860
ko:K14229	vcq:EN18_17660
ko:K14229	vcq:EN18_18915
ko:K14237	vcq:EN18_11170
ko:K14237	vcq:EN18_11175
ko:K01980	vcq:EN18_17670
ko:K01980	vcq:EN18_06965
ko:K14233	vcq:EN18_13310
ko:K14233	vcq:EN18_17680
ko:K14233	vcq:EN18_19705
ko:K14233	vcq:EN18_19715
ko:K14219	vcq:EN18_17725
ko:K14219	vcq:EN18_19720
ko:K14219	vcq:EN18_19740
ko:K14219	vcq:EN18_19730
ko:K14219	vcq:EN18_19710
ko:K14219	vcq:EN18_19725
ko:K14219	vcq:EN18_19735
ko:K14219	vcq:EN18_12825
ko:K14232	vcq:EN18_14205
ko:K14232	vcq:EN18_17735
ko:K14232	vcq:EN18_17745
ko:K14232	vcq:EN18_13305
ko:K14218	vcq:EN18_15520
ko:K14218	vcq:EN18_18890
ko:K14218	vcq:EN18_18430
ko:K14218	vcq:EN18_18865
ko:K14234	vcq:EN18_18490
ko:K14236	vcq:EN18_07905
ko:K14236	vcq:EN18_07920
ko:K14236	vcq:EN18_07910
ko:K14236	vcq:EN18_07915
ko:K14236	vcq:EN18_18480
ko:K14228	vcq:EN18_13975
ko:K14228	vcq:EN18_14025
ko:K14228	vcq:EN18_13995
ko:K19591	vcq:EN18_08205
ko:K00632	vcq:EN18_17620
ko:K01214	vcq:EN18_03385
ko:K01200	vcq:EN18_16505
ko:K01980	vcq:EN18_16770
ko:K14230	vcq:EN18_13970
ko:K14230	vcq:EN18_14020
ko:K14230	vcq:EN18_13990
ko:K01980	vcq:EN18_15515
ko:K14225	vcq:EN18_01200
ko:K14225	vcq:EN18_18485
ko:K20922	vcq:EN18_07980
ko:K20947	vcq:EN18_07965
ko:K20920	vcq:EN18_08025
ko:K20963	vcq:EN18_11135
ko:K20988	vcq:EN18_08030
ko:K16554	vcq:EN18_08035
ko:K20954	vcq:EN18_11140
ko:K20953	vcq:EN18_07995
ko:K20955	vcq:EN18_08845
ko:K20956	vcq:EN18_04105
ko:K20957	vcq:EN18_08670
ko:K20958	vcq:EN18_14510
ko:K20960	vcq:EN18_02970
ko:K20959	vcq:EN18_10140
ko:K20961	vcq:EN18_15310
ko:K20966	vcq:EN18_06915
ko:K20921	vcq:EN18_07955
ko:K20978	vcq:EN18_03650
ko:K20918	vcq:EN18_03030
ko:K20945	vcq:EN18_07935
ko:K20946	vcq:EN18_07960
ko:K20948	vcq:EN18_07985
ko:K20950	vcq:EN18_08045
ko:K20951	vcq:EN18_12565
ko:K20952	vcq:EN18_08005
ko:K21029	vcq:EN18_01485
ko:K00821	vcq:EN18_16120
ko:K21217	vcq:EN18_16040
ko:K00971	vcq:EN18_18100
ko:K20919	vcq:EN18_06740
ko:K08968	vcq:EN18_10690
ko:K00424	vcq:EN18_12340
ko:K07181	vcq:EN18_16885
ko:K02495	vcq:EN18_16985
ko:K20964	vcq:EN18_16915
ko:K20965	vcq:EN18_06220
ko:K00632	vcq:EN18_08565
ko:K21218	vcq:EN18_08365
ko:K06217	vcq:EN18_08145
ko:K00857	vcq:EN18_09150
ko:K06866	vcq:EN18_14855
ko:K06223	vcq:EN18_16160
ko:K18640	vcq:EN18_06270
ko:K00287	vcq:EN18_19195
ko:K09882	vcq:EN18_06575
ko:K02316	vcq:EN18_19560
ko:K04068	vcq:EN18_00990
ko:K00560	vcq:EN18_06785
ko:K03546	vcq:EN18_01030
ko:K01493	vcq:EN18_02520
ko:K02314	vcq:EN18_18785
ko:K18640	vcq:EN18_05010
ko:K09882	vcq:EN18_05550
ko:K00558	vcq:EN18_04675
ko:K00558	vcq:EN18_05340
ko:K00558	vcq:EN18_05645
ko:K21288	vcq:EN18_05745
ko:K05799	vcq:EN18_15110
ko:K02335	vcq:EN18_17015
ko:K11894	vcq:EN18_04285
ko:K00525	vcq:EN18_09570
ko:K02032	vcq:EN18_06030
ko:K06900	vcq:EN18_17805
ko:K01139	vcq:EN18_16550
ko:K21405	vcq:EN18_12230
ko:K21420	vcq:EN18_11850
ko:K11690	vcq:EN18_12755
ko:K02483	vcq:EN18_11380
ko:K21470	vcq:EN18_09630
ko:K00344	vcq:EN18_19765
ko:K21606	vcq:EN18_08695
ko:K01420	vcq:EN18_10395
ko:K07334	vcq:EN18_00625
ko:K21606	vcq:EN18_01860
ko:K21712	vcq:EN18_02390
ko:K19285	vcq:EN18_06985
ko:K21936	vcq:EN18_02840
ko:K13638	vcq:EN18_18260
ko:K06212	vcq:EN18_01120
ko:K22132	vcq:EN18_14645
ko:K03595	vcq:EN18_15340
ko:K22105	vcq:EN18_16815
ko:K03892	vcq:EN18_08675
ko:K03079	vcq:EN18_04865
ko:K11391	vcq:EN18_14585
